Brown University Keck/NASA Relab Spectrum OC-TXH-013-D05/C1OC13D05,,
W,R,Standard Deviation
0.845,0.23122,0.00575
0.85,0.22932,0.0053
0.855,0.2284,0.00642
0.86,0.22666,0.00605
0.865,0.22397,0.00582
0.87,0.22293,0.00541
0.875,0.22174,0.00537
0.88,0.22131,0.00493
0.885,0.21937,0.0046
0.89,0.21872,0.00457
0.895,0.21738,0.00437
0.9,0.2168,0.00388
0.905,0.21471,0.00382
0.91,0.21435,0.00362
0.915,0.21327,0.00343
0.92,0.21244,0.00292
0.925,0.21206,0.0031
0.93,0.21092,0.00332
0.935,0.2097,0.00289
0.94,0.2094,0.00292
0.945,0.20866,0.00265
0.95,0.20811,0.00252
0.955,0.2076,0.00252
0.96,0.2065,0.00224
0.965,0.20728,0.00198
0.97,0.20646,0.00204
0.975,0.20632,0.00195
0.98,0.20641,0.0021
0.985,0.20669,0.00204
0.99,0.20566,0.00225
0.995,0.20677,0.00208
1,0.20605,0.00197
1.005,0.20594,0.00224
1.01,0.20563,0.00204
1.015,0.20583,0.00224
1.02,0.20628,0.00199
1.025,0.20645,0.00223
1.03,0.20641,0.00227
1.035,0.20656,0.0022
1.04,0.20694,0.00255
1.045,0.20742,0.00259
1.05,0.20741,0.00244
1.055,0.20785,0.00235
1.06,0.2075,0.00242
1.065,0.20839,0.00246
1.07,0.20893,0.00277
1.075,0.20906,0.00229
1.08,0.20995,0.00182
1.085,0.21087,0.00236
1.09,0.21124,0.0022
1.095,0.21203,0.00224
1.1,0.21271,0.00251
1.105,0.21423,0.00223
1.11,0.21526,0.00236
1.115,0.21646,0.00243
1.12,0.21724,0.00262
1.125,0.21809,0.00209
1.13,0.21889,0.00223
1.135,0.22039,0.00186
1.14,0.2211,0.0021
1.145,0.22164,0.00196
1.15,0.2227,0.00182
1.155,0.22359,0.00209
1.16,0.22433,0.00184
1.165,0.22487,0.00181
1.17,0.22534,0.00167
1.175,0.22548,0.00205
1.18,0.22655,0.00211
1.185,0.22622,0.00207
1.19,0.22686,0.00209
1.195,0.22759,0.00177
1.2,0.22815,0.00211
1.205,0.2289,0.00229
1.21,0.22882,0.00232
1.215,0.22888,0.00235
1.22,0.22916,0.00206
1.225,0.22982,0.00233
1.23,0.23003,0.00249
1.235,0.22994,0.00212
1.24,0.22996,0.00233
1.245,0.23045,0.00243
1.25,0.23076,0.00239
1.255,0.23073,0.00238
1.26,0.23103,0.00244
1.265,0.2317,0.00208
1.27,0.23207,0.00218
1.275,0.23218,0.00233
1.28,0.23284,0.00203
1.285,0.23309,0.00259
1.29,0.23364,0.00217
1.295,0.23442,0.00214
1.3,0.23445,0.00237
1.305,0.23505,0.00229
1.31,0.2354,0.00251
1.315,0.23641,0.00245
1.32,0.23729,0.00241
1.325,0.23801,0.00204
1.33,0.23802,0.00168
1.335,0.23829,0.00182
1.34,0.23935,0.00183
1.345,0.23978,0.00198
1.35,0.24014,0.00185
1.355,0.24035,0.00157
1.36,0.24117,0.00166
1.365,0.24218,0.00185
1.37,0.24286,0.00151
1.375,0.24372,0.00164
1.38,0.24361,0.00178
1.385,0.24563,0.00178
1.39,0.24557,0.00178
1.395,0.24603,0.00178
1.4,0.24726,0.00162
1.405,0.24797,0.00168
1.41,0.24841,0.00157
1.415,0.24921,0.00172
1.42,0.24974,0.00208
1.425,0.2502,0.00176
1.43,0.25042,0.00208
1.435,0.2512,0.00201
1.44,0.25128,0.0019
1.445,0.25212,0.00212
1.45,0.25248,0.00226
1.455,0.253,0.00227
1.46,0.25312,0.00234
1.465,0.25379,0.00227
1.47,0.25425,0.0024
1.475,0.25442,0.00234
1.48,0.25494,0.00246
1.485,0.2551,0.00257
1.49,0.25542,0.00227
1.495,0.25636,0.00283
1.5,0.25612,0.00259
1.505,0.25606,0.00241
1.51,0.25636,0.00245
1.515,0.25638,0.00231
1.52,0.25667,0.00213
1.525,0.25717,0.00263
1.53,0.25725,0.00251
1.535,0.25691,0.00213
1.54,0.25752,0.00191
1.545,0.258,0.00206
1.55,0.25725,0.00212
1.555,0.2575,0.00195
1.56,0.25763,0.00218
1.565,0.25743,0.00192
1.57,0.25784,0.00199
1.575,0.25739,0.002
1.58,0.25785,0.00205
1.585,0.25728,0.00187
1.59,0.25719,0.00202
1.595,0.25736,0.00197
1.6,0.25737,0.00202
1.605,0.257,0.00189
1.61,0.25669,0.00197
1.615,0.25682,0.00202
1.62,0.25682,0.00206
1.625,0.25679,0.00208
1.63,0.25634,0.00213
1.635,0.25612,0.00274
1.64,0.25575,0.00274
1.645,0.25531,0.00275
1.65,0.25468,0.00268
1.655,0.25501,0.00249
1.66,0.25474,0.0029
1.665,0.25426,0.00322
1.67,0.25347,0.0025
1.675,0.25309,0.00284
1.68,0.25272,0.00269
1.685,0.25248,0.00304
1.69,0.25198,0.00301
1.695,0.25183,0.00319
1.7,0.25217,0.00247
1.705,0.2516,0.00229
1.71,0.25121,0.00225
1.715,0.25112,0.00233
1.72,0.25032,0.00234
1.725,0.25062,0.00238
1.73,0.25009,0.0023
1.735,0.24941,0.00253
1.74,0.24892,0.00215
1.745,0.2485,0.0021
1.75,0.24796,0.00224
1.755,0.24812,0.00194
1.76,0.24765,0.0018
1.765,0.24695,0.00215
1.77,0.24692,0.00204
1.775,0.24644,0.00229
1.78,0.24611,0.00233
1.785,0.24596,0.00259
1.79,0.24574,0.00242
1.795,0.24553,0.00269
1.8,0.24517,0.00225
1.805,0.24495,0.00253
1.81,0.24381,0.00228
1.815,0.24302,0.00246
1.82,0.24284,0.00234
1.825,0.24287,0.00269
1.83,0.24325,0.00276
1.835,0.24268,0.00272
1.84,0.24245,0.00294
1.845,0.24218,0.00248
1.85,0.24224,0.00281
1.855,0.2418,0.00233
1.86,0.24126,0.00227
1.865,0.2413,0.00227
1.87,0.24112,0.00233
1.875,0.24068,0.0022
1.88,0.24052,0.00196
1.885,0.24024,0.00178
1.89,0.23999,0.00186
1.895,0.23954,0.00174
1.9,0.23899,0.00177
1.905,0.23924,0.00187
1.91,0.23881,0.00181
1.915,0.23816,0.0016
1.92,0.23906,0.0017
1.925,0.23911,0.00158
1.93,0.23889,0.00175
1.935,0.23822,0.00184
1.94,0.23843,0.00192
1.945,0.23827,0.00202
1.95,0.23768,0.00192
1.955,0.23748,0.00204
1.96,0.23707,0.00212
1.965,0.23756,0.00224
1.97,0.2375,0.0025
1.975,0.23787,0.00227
1.98,0.23779,0.00266
1.985,0.23765,0.00246
1.99,0.23728,0.0026
1.995,0.23682,0.00264
2,0.23733,0.00247
2.005,0.23829,0.00232
2.01,0.23809,0.00258
2.015,0.23874,0.00268
2.02,0.2389,0.0027
2.025,0.23882,0.00246
2.03,0.23857,0.00275
2.035,0.23878,0.0025
2.04,0.23876,0.00224
2.045,0.2389,0.0024
2.05,0.23934,0.00263
2.055,0.23906,0.00263
2.06,0.23889,0.00233
2.065,0.23949,0.00246
2.07,0.23916,0.00224
2.075,0.2393,0.00274
2.08,0.23891,0.00218
2.085,0.23945,0.00248
2.09,0.23965,0.00242
2.095,0.23977,0.00193
2.1,0.24055,0.00198
2.105,0.24054,0.0019
2.11,0.2407,0.00206
2.115,0.24089,0.0019
2.12,0.24065,0.00197
2.125,0.24097,0.0019
2.13,0.24095,0.00172
2.135,0.24131,0.00183
2.14,0.24074,0.0019
2.145,0.24111,0.00188
2.15,0.24117,0.00191
2.155,0.24093,0.00199
2.16,0.24097,0.00223
2.165,0.24125,0.00214
2.17,0.24085,0.00238
2.175,0.24167,0.00234
2.18,0.24092,0.00255
2.185,0.24118,0.00267
2.19,0.24153,0.00298
2.195,0.24166,0.00294
2.2,0.241,0.00301
2.205,0.24153,0.00282
2.21,0.24225,0.00253
2.215,0.24205,0.00293
2.22,0.24191,0.0026
2.225,0.2419,0.00286
2.23,0.24192,0.00285
2.235,0.24164,0.00276
2.24,0.24162,0.00293
2.245,0.24235,0.00281
2.25,0.24183,0.00281
2.255,0.24157,0.00268
2.26,0.24227,0.00274
2.265,0.2421,0.00255
2.27,0.24242,0.00278
2.275,0.24255,0.00274
2.28,0.24209,0.00241
2.285,0.2424,0.00237
2.29,0.24239,0.00232
2.295,0.24235,0.00206
2.3,0.24295,0.00214
2.305,0.24217,0.00206
2.31,0.24254,0.00237
2.315,0.24236,0.00206
2.32,0.24173,0.00192
2.325,0.24193,0.00205
2.33,0.24246,0.00213
2.335,0.24307,0.00231
2.34,0.24288,0.0023
2.345,0.24264,0.00236
2.35,0.2435,0.00257
2.355,0.24351,0.00234
2.36,0.24259,0.00252
2.365,0.24275,0.00251
2.37,0.2421,0.00231
2.375,0.24225,0.00255
2.38,0.24288,0.0026
2.385,0.24265,0.00272
2.39,0.24282,0.00284
2.395,0.24291,0.00299
2.4,0.24303,0.00277
2.405,0.24233,0.00337
2.41,0.24292,0.00338
2.415,0.24279,0.00305
2.42,0.24371,0.00341
2.425,0.24361,0.00298
2.43,0.24342,0.00327
2.435,0.24271,0.00358
2.44,0.24296,0.00349
2.445,0.2426,0.00304
2.45,0.24251,0.0032
2.455,0.24303,0.00294
2.46,0.24279,0.00274
2.465,0.24296,0.00302
2.47,0.24187,0.00276
2.475,0.24313,0.00263
2.48,0.24184,0.00244
2.485,0.24129,0.00208
2.49,0.24184,0.0021
2.495,0.24094,0.00206
2.5,0.24084,0.00199
2.505,0.24122,0.00194
2.51,0.24077,0.002
2.515,0.24029,0.00234
2.52,0.24136,0.00257
2.525,0.24189,0.00243
2.53,0.24138,0.00241
2.535,0.24207,0.00284
2.54,0.2424,0.00257
2.545,0.2429,0.00311
2.55,0.24276,0.0029
2.555,0.24373,0.00316
2.56,0.24386,0.00335
2.565,0.24361,0.00381
2.57,0.24305,0.00367
2.575,0.24335,0.00411
2.58,0.24244,0.00438
2.585,0.2427,0.00464
2.59,0.24285,0.00447
2.595,0.24302,0.0053
2.6,0.24304,0.00445
