Brown University Keck/NASA Relab Spectrum OC-TXH-013-D05/C1OC13D05,,
W,R,Standard Deviation
0.3,0.10498,0.2896
0.305,0.11424,0.18383
0.31,0.11405,0.13205
0.315,0.1139,0.10659
0.32,0.11748,0.08115
0.325,0.12354,0.06297
0.33,0.12873,0.04983
0.335,0.13435,0.03959
0.34,0.14154,0.03041
0.345,0.14719,0.02441
0.35,0.15329,0.02061
0.355,0.16137,0.01762
0.36,0.16958,0.0148
0.365,0.17622,0.01306
0.37,0.18357,0.01115
0.375,0.18873,0.00969
0.38,0.19389,0.00847
0.385,0.19757,0.00807
0.39,0.20171,0.00872
0.395,0.2048,0.01071
0.4,0.20872,0.0042
0.405,0.21146,0.00333
0.41,0.21543,0.00277
0.415,0.21808,0.0024
0.42,0.22039,0.00228
0.425,0.22198,0.00219
0.43,0.22373,0.00219
0.435,0.22547,0.00239
0.44,0.22682,0.0022
0.445,0.22769,0.00199
0.45,0.22816,0.00207
0.455,0.22866,0.00216
0.46,0.23039,0.00209
0.465,0.23188,0.00194
0.47,0.23322,0.00172
0.475,0.23495,0.00157
0.48,0.23712,0.00157
0.485,0.23811,0.00148
0.49,0.23927,0.0014
0.495,0.23985,0.00123
0.5,0.24142,0.00134
0.505,0.24257,0.00134
0.51,0.24479,0.00143
0.515,0.24608,0.00138
0.52,0.24768,0.00156
0.525,0.24839,0.00164
0.53,0.24948,0.00163
0.535,0.25,0.0017
0.54,0.25177,0.00185
0.545,0.25231,0.00207
0.55,0.25329,0.00208
0.555,0.25384,0.00247
0.56,0.25459,0.00238
0.565,0.25524,0.00204
0.57,0.25571,0.00231
0.575,0.25606,0.00222
0.58,0.2562,0.00243
0.585,0.25656,0.00229
0.59,0.25691,0.00217
0.595,0.25709,0.00202
0.6,0.25737,0.00201
0.605,0.25764,0.00196
0.61,0.25794,0.00162
0.615,0.2582,0.00161
0.62,0.2587,0.00146
0.625,0.25861,0.00134
0.63,0.25914,0.00157
0.635,0.25949,0.00144
0.64,0.25991,0.00161
0.645,0.2606,0.00163
0.65,0.26098,0.00175
0.655,0.26147,0.00187
0.66,0.26166,0.0018
0.665,0.26212,0.00201
0.67,0.26264,0.00214
0.675,0.26263,0.0023
0.68,0.26337,0.00238
0.685,0.26295,0.00262
0.69,0.26308,0.0028
0.695,0.26337,0.00259
0.7,0.26325,0.00266
0.705,0.26271,0.00268
0.71,0.26303,0.00276
0.715,0.26267,0.00276
0.72,0.26248,0.00271
0.725,0.26218,0.00236
0.73,0.26203,0.0024
0.735,0.26136,0.00229
0.74,0.26096,0.00224
0.745,0.26016,0.00216
0.75,0.25962,0.00223
0.755,0.25896,0.00225
0.76,0.25785,0.00235
0.765,0.2571,0.00238
0.77,0.256,0.00259
0.775,0.25471,0.00269
0.78,0.25331,0.00284
0.785,0.25194,0.00322
0.79,0.25048,0.00359
0.795,0.24887,0.00371
0.8,0.24836,0.00613
0.805,0.24625,0.00598
0.81,0.24445,0.00583
0.815,0.24245,0.00596
0.82,0.24056,0.00598
0.825,0.23843,0.00578
0.83,0.23587,0.00569
0.835,0.23462,0.00556
0.84,0.23318,0.00552
