YY_OL_3,
1.016,0.485753977
1.019,0.48558239
1.022,0.484916629
1.025,0.484777537
1.028,0.484772079
1.031,0.484778781
1.034,0.484776852
1.037,0.484777283
1.04,0.48477745
1.043,0.484773366
1.046,0.484799337
1.049,0.484697835
1.052,0.485514901
1.055,0.485610617
1.058,0.486495823
1.061,0.486858059
1.064,0.487638709
1.067,0.488560161
1.07,0.488761235
1.073,0.490104054
1.076,0.490962954
1.079,0.49187255
1.082,0.493245021
1.085,0.4944884
1.088,0.495561846
1.091,0.497039598
1.094,0.49799008
1.097,0.49972805
1.1,0.500648146
1.103,0.502442666
1.106,0.503528489
1.109,0.505284753
1.112,0.506626038
1.115,0.508026759
1.118,0.509384258
1.121,0.510791323
1.124,0.511812713
1.127,0.513450222
1.13,0.514482322
1.133,0.515949978
1.136,0.51690722
1.139,0.518320057
1.142,0.519527527
1.145,0.520393176
1.148,0.521363616
1.151,0.521925016
1.154,0.52361366
1.157,0.52466131
1.16,0.525789956
1.163,0.526684213
1.166,0.52752233
1.169,0.528252662
1.172,0.529519999
1.175,0.530021314
1.178,0.530907403
1.181,0.531819634
1.184,0.532745201
1.187,0.533650984
1.19,0.534591699
1.193,0.535089591
1.196,0.536083134
1.199,0.536724116
1.202,0.537492076
1.205,0.538424911
1.208,0.539178216
1.211,0.539428226
1.214,0.540426656
1.217,0.541361569
1.22,0.54186191
1.223,0.542807185
1.226,0.543759174
1.229,0.544340987
1.232,0.545181788
1.235,0.546037827
1.238,0.546595705
1.241,0.547611884
1.244,0.548146838
1.247,0.549028317
1.25,0.549940753
1.253,0.550863616
1.256,0.551781127
1.259,0.552701989
1.262,0.553631755
1.265,0.554413467
1.268,0.555010771
1.271,0.55631477
1.274,0.557288912
1.277,0.557805275
1.28,0.558765279
1.283,0.559685897
1.286,0.560576208
1.289,0.561917399
1.292,0.562774655
1.295,0.563943912
1.298,0.565046907
1.301,0.565947332
1.304,0.566869276
1.307,0.567761834
1.31,0.568912045
1.313,0.570346532
1.316,0.571295348
1.319,0.572232541
1.322,0.573060311
1.325,0.574625037
1.328,0.575737968
1.331,0.576630637
1.334,0.577828665
1.337,0.579318608
1.34,0.580129463
1.343,0.581468876
1.346,0.582832557
1.349,0.584347267
1.352,0.586323114
1.355,0.587377531
1.358,0.589152725
1.361,0.59037132
1.364,0.591456182
1.367,0.592909117
1.37,0.593887258
1.373,0.594804842
1.376,0.595741506
1.379,0.596563053
1.382,0.598224274
1.385,0.599227114
1.388,0.600232352
1.391,0.601677027
1.394,0.60276763
1.397,0.603668334
1.4,0.604587352
1.403,0.605516484
1.406,0.606383664
1.409,0.607669964
1.412,0.60864598
1.415,0.609977814
1.418,0.61084813
1.421,0.61177822
1.424,0.612701654
1.427,0.613637516
1.43,0.615062962
1.433,0.616236589
1.436,0.617126071
1.439,0.618048427
1.442,0.618957169
1.445,0.620001018
1.448,0.621457347
1.451,0.622489821
1.454,0.623400542
1.457,0.624318602
1.46,0.625238263
1.463,0.626158241
1.466,0.627075594
1.469,0.627985071
1.472,0.629041826
1.475,0.630245723
1.478,0.631126739
1.481,0.632050298
1.484,0.632969706
1.487,0.633888881
1.49,0.634807194
1.493,0.635728826
1.496,0.636653439
1.499,0.637458184
1.502,0.638070921
1.505,0.639031155
1.508,0.639945967
1.511,0.640878678
1.514,0.641642185
1.517,0.642283645
1.52,0.643277361
1.523,0.643775401
1.526,0.644717213
1.529,0.645611338
1.532,0.646586639
1.535,0.64710257
1.538,0.647968852
1.541,0.648533982
1.544,0.649243659
1.547,0.65002452
1.55,0.650547708
1.553,0.651426396
1.556,0.651795443
1.559,0.652571157
1.562,0.653132081
1.565,0.654022027
1.568,0.654849603
1.571,0.65522946
1.574,0.656024774
1.577,0.656577166
1.58,0.657104275
1.583,0.657735135
1.586,0.658144566
1.589,0.658815842
1.592,0.659263523
1.595,0.66001326
1.598,0.660293377
1.601,0.661050765
1.604,0.661436638
1.607,0.662272843
1.61,0.662488961
1.613,0.663008255
1.616,0.663583209
1.619,0.664138481
1.622,0.664693875
1.625,0.665267742
1.628,0.665792246
1.631,0.665994447
1.634,0.666806199
1.637,0.666979083
1.64,0.667533111
1.643,0.6681284
1.646,0.668277183
1.649,0.669082578
1.652,0.669320863
1.655,0.669783733
1.658,0.670458773
1.661,0.670573617
1.664,0.671378526
1.667,0.671425459
1.67,0.67201493
1.673,0.67203286
1.676,0.672852067
1.679,0.673055469
1.682,0.67357491
1.685,0.674176615
1.688,0.674335238
1.691,0.674482085
1.694,0.675094217
1.697,0.675603641
1.7,0.675811663
1.703,0.67662287
1.706,0.676790902
1.709,0.677359278
1.712,0.677914323
1.715,0.678123514
1.718,0.678216647
1.721,0.678923178
1.724,0.6790351
1.727,0.679597241
1.73,0.679636281
1.733,0.680454763
1.736,0.680327718
1.739,0.680607669
1.742,0.681114408
1.745,0.681150913
1.748,0.681673497
1.751,0.681882377
1.754,0.68215017
1.757,0.682639622
1.76,0.68268201
1.763,0.6832221
1.766,0.683389037
1.769,0.683700309
1.772,0.684152177
1.775,0.684337507
1.778,0.685003742
1.781,0.684819815
1.784,0.685631129
1.787,0.685621235
1.79,0.685943613
1.793,0.686449168
1.796,0.686703571
1.799,0.687182079
1.802,0.687669102
1.805,0.687894188
1.808,0.688423765
1.811,0.689036591
1.814,0.689515272
1.817,0.690367711
1.82,0.690714944
1.823,0.691589466
1.826,0.691697629
1.829,0.692514288
1.832,0.692573938
1.835,0.693031494
1.838,0.693905504
1.841,0.69400187
1.844,0.694758683
1.847,0.695091387
1.85,0.695500491
1.853,0.695824972
1.856,0.69625223
1.859,0.696243392
1.862,0.696155336
1.865,0.69687025
1.868,0.696986861
1.871,0.696998985
1.874,0.696961767
1.877,0.697217475
1.88,0.697719904
1.883,0.697724545
1.886,0.697973574
1.889,0.698569199
1.892,0.698497101
1.895,0.698496926
1.898,0.69897179
1.901,0.699280406
1.904,0.699271046
1.907,0.699202159
1.91,0.700040689
1.913,0.699944234
1.916,0.7003924
1.919,0.700812207
1.922,0.700762357
1.925,0.700752552
1.928,0.700904516
1.931,0.70113631
1.934,0.701455176
1.937,0.701519842
1.94,0.701527437
1.943,0.701495636
1.946,0.701739003
1.949,0.702264427
1.952,0.702329597
1.955,0.703128666
1.958,0.702927142
1.961,0.703651457
1.964,0.703777735
1.967,0.704599465
1.97,0.704629478
1.973,0.705218182
1.976,0.705255215
1.979,0.706090684
1.982,0.706521357
1.985,0.706997325
1.988,0.707452869
1.991,0.707913125
1.994,0.708372964
1.997,0.70882943
2,0.709306363
2.003,0.709707203
2.006,0.710587652
2.009,0.710699669
2.012,0.711561872
2.015,0.71195477
2.018,0.712434025
2.021,0.712914344
2.024,0.713764101
2.027,0.714170969
2.03,0.714654358
2.033,0.715095381
2.036,0.715971094
2.039,0.716388413
2.042,0.716862392
2.045,0.717315641
2.048,0.717773201
2.051,0.718357765
2.054,0.718879078
2.057,0.719457934
2.06,0.719623071
2.063,0.720433912
2.066,0.720645721
2.069,0.721142949
2.072,0.721789867
2.075,0.721914756
2.078,0.722709757
2.081,0.722942322
2.084,0.723709884
2.087,0.724125697
2.09,0.72458314
2.093,0.725154511
2.096,0.725934879
2.099,0.726301668
2.102,0.727176797
2.105,0.72768918
2.108,0.728533687
2.111,0.728886788
2.114,0.729738244
2.117,0.730251133
2.12,0.731004935
2.123,0.731291173
2.126,0.732012708
2.129,0.732473637
2.132,0.732555651
2.135,0.733331038
2.138,0.733180857
2.141,0.733551571
2.144,0.733617173
2.147,0.733637546
2.15,0.733454615
2.153,0.733217386
2.156,0.733229612
2.159,0.73319265
2.162,0.732391171
2.165,0.732587575
2.168,0.731877598
2.171,0.731742277
2.174,0.730902579
2.177,0.731060297
2.18,0.730497546
2.183,0.730186376
2.186,0.730209554
2.189,0.729720035
2.192,0.729434914
2.195,0.729468722
2.198,0.729463411
2.201,0.729463654
2.204,0.729463874
2.207,0.72946333
2.21,0.729465088
2.213,0.729463662
2.216,0.729429303
2.219,0.729781745
2.222,0.730270537
2.225,0.730226674
2.228,0.730262617
2.231,0.731066527
2.234,0.730874924
2.237,0.731245907
2.24,0.731718602
2.243,0.731749727
2.246,0.732308875
2.249,0.732423467
2.252,0.733133274
2.255,0.733241768
2.258,0.733754972
2.261,0.733943466
2.264,0.734554755
2.267,0.734725383
2.27,0.735549548
2.273,0.735568753
2.276,0.736160807
2.279,0.73619817
2.282,0.737012853
2.285,0.737132273
2.288,0.737830475
2.291,0.737975412
2.294,0.738474931
2.297,0.738925987
2.3,0.73952496
2.303,0.740020812
2.306,0.740623404
2.309,0.740774938
2.312,0.741586393
2.315,0.741771174
2.318,0.742572211
2.321,0.742982255
2.324,0.743446995
2.327,0.743907592
2.33,0.744362771
2.333,0.744840583
2.336,0.74525851
2.339,0.746099968
2.342,0.746307503
2.345,0.746823091
2.348,0.747449796
2.351,0.747584151
2.354,0.748403841
2.357,0.748435841
2.36,0.749026627
2.363,0.749054753
2.366,0.749888212
2.369,0.749786617
2.372,0.750238041
2.375,0.750673684
2.378,0.750582387
2.381,0.751426447
2.384,0.751283567
2.387,0.751823267
2.39,0.752166508
2.393,0.752134267
2.396,0.752943515
2.399,0.752873334
2.402,0.752800502
2.405,0.753568553
2.408,0.753601659
2.411,0.753865393
2.414,0.754449578
2.417,0.754394771
2.42,0.754376967
2.423,0.755203892
2.426,0.755136784
2.429,0.755063673
2.432,0.755806868
2.435,0.75588846
2.438,0.755898184
2.441,0.755914844
2.444,0.755819301
2.447,0.756617043
2.45,0.756636397
2.453,0.756656973
2.456,0.756649989
2.459,0.756650977
2.462,0.75665095
2.465,0.756661478
2.468,0.756579581
2.471,0.75718092
2.474,0.757421599
2.477,0.75740385
2.48,0.757486744
2.483,0.758046488
2.486,0.758111163
2.489,0.758900092
2.492,0.759357852
2.495,0.759818968
2.498,0.760339112
