KC-OL-hm_6,
0.5206,0.3256
0.52081,0.3247
0.52102,0.31658
0.52123,0.31215
0.52144,0.31031
0.52165,0.31415
0.52186,0.32021
0.52207,0.31779
0.52228,0.31477
0.52249,0.3167
0.5227,0.31999
0.52291,0.32423
0.52312,0.32564
0.52333,0.32239
0.52355,0.32301
0.52376,0.32357
0.52397,0.31703
0.52418,0.31381
0.52439,0.31449
0.52461,0.31482
0.52482,0.31317
0.52503,0.3126
0.52524,0.31352
0.52546,0.31393
0.52567,0.32155
0.52588,0.32473
0.5261,0.31738
0.52631,0.31715
0.52652,0.32284
0.52674,0.32152
0.52695,0.316
0.52717,0.31765
0.52738,0.32316
0.5276,0.32119
0.52781,0.31121
0.52802,0.30589
0.52824,0.30827
0.52846,0.30749
0.52867,0.31162
0.52889,0.32259
0.5291,0.3245
0.52932,0.32071
0.52953,0.32312
0.52975,0.32861
0.52997,0.3295
0.53018,0.32651
0.5304,0.32739
0.53062,0.33063
0.53084,0.32508
0.53105,0.31818
0.53127,0.31454
0.53149,0.31207
0.53171,0.3174
0.53192,0.32258
0.53214,0.32194
0.53236,0.31799
0.53258,0.31594
0.5328,0.31937
0.53302,0.32434
0.53324,0.32761
0.53346,0.32551
0.53368,0.32381
0.5339,0.32485
0.53412,0.32487
0.53434,0.3199
0.53456,0.30845
0.53478,0.30762
0.535,0.32032
0.53522,0.32974
0.53544,0.32861
0.53566,0.32262
0.53588,0.31854
0.5361,0.31811
0.53633,0.32069
0.53655,0.32032
0.53677,0.31889
0.53699,0.32144
0.53722,0.32393
0.53744,0.32276
0.53766,0.32209
0.53788,0.3244
0.53811,0.32673
0.53833,0.3294
0.53855,0.32967
0.53878,0.32855
0.539,0.32822
0.53923,0.32799
0.53945,0.32745
0.53968,0.32664
0.5399,0.32967
0.54013,0.33077
0.54035,0.32869
0.54058,0.32896
0.5408,0.33118
0.54103,0.33177
0.54125,0.3285
0.54148,0.32961
0.54171,0.33288
0.54193,0.33272
0.54216,0.33009
0.54239,0.32635
0.54261,0.32786
0.54284,0.32937
0.54307,0.32975
0.54329,0.33333
0.54352,0.3321
0.54375,0.32701
0.54398,0.32791
0.54421,0.33154
0.54444,0.33386
0.54466,0.33565
0.54489,0.33334
0.54512,0.33104
0.54535,0.33013
0.54558,0.32966
0.54581,0.33201
0.54604,0.33303
0.54627,0.3332
0.5465,0.33223
0.54673,0.33055
0.54696,0.33195
0.54719,0.33268
0.54742,0.32777
0.54766,0.32509
0.54789,0.33098
0.54812,0.33281
0.54835,0.33004
0.54858,0.33064
0.54881,0.33131
0.54905,0.33372
0.54928,0.33847
0.54951,0.33966
0.54975,0.33602
0.54998,0.33584
0.55021,0.33736
0.55045,0.33386
0.55068,0.33292
0.55091,0.33698
0.55115,0.34084
0.55138,0.34226
0.55162,0.34373
0.55185,0.34549
0.55209,0.34395
0.55232,0.33942
0.55256,0.33518
0.55279,0.33573
0.55303,0.33756
0.55327,0.3379
0.5535,0.33818
0.55374,0.33702
0.55397,0.34035
0.55421,0.34518
0.55445,0.34435
0.55469,0.34166
0.55492,0.34184
0.55516,0.34598
0.5554,0.34625
0.55564,0.34146
0.55588,0.33825
0.55611,0.33729
0.55635,0.33803
0.55659,0.33959
0.55683,0.34112
0.55707,0.34234
0.55731,0.34421
0.55755,0.34298
0.55779,0.33738
0.55803,0.33676
0.55827,0.33975
0.55851,0.34009
0.55875,0.33995
0.55899,0.33966
0.55923,0.33879
0.55947,0.33983
0.55972,0.34251
0.55996,0.3425
0.5602,0.33965
0.56044,0.34061
0.56068,0.34465
0.56093,0.34495
0.56117,0.34466
0.56141,0.34406
0.56166,0.34072
0.5619,0.33957
0.56214,0.34088
0.56239,0.344
0.56263,0.34644
0.56287,0.34582
0.56312,0.34487
0.56336,0.34432
0.56361,0.34481
0.56385,0.34282
0.5641,0.33892
0.56435,0.33979
0.56459,0.3435
0.56484,0.34383
0.56508,0.34017
0.56533,0.33925
0.56558,0.34372
0.56582,0.34587
0.56607,0.34373
0.56632,0.34391
0.56657,0.34617
0.56681,0.34781
0.56706,0.35117
0.56731,0.35345
0.56756,0.35261
0.56781,0.35113
0.56805,0.34969
0.5683,0.35104
0.56855,0.35241
0.5688,0.34978
0.56905,0.34816
0.5693,0.34906
0.56955,0.35037
0.5698,0.35101
0.57005,0.35231
0.5703,0.3543
0.57056,0.35187
0.57081,0.34814
0.57106,0.34775
0.57131,0.34917
0.57156,0.35139
0.57181,0.35122
0.57207,0.34924
0.57232,0.34866
0.57257,0.34989
0.57282,0.35175
0.57308,0.35166
0.57333,0.35029
0.57358,0.35106
0.57384,0.35339
0.57409,0.35481
0.57435,0.35474
0.5746,0.35449
0.57486,0.3579
0.57511,0.36167
0.57537,0.36064
0.57562,0.35813
0.57588,0.35532
0.57613,0.35366
0.57639,0.35482
0.57665,0.35713
0.5769,0.35755
0.57716,0.35582
0.57742,0.35619
0.57767,0.35658
0.57793,0.35566
0.57819,0.35596
0.57845,0.35682
0.57871,0.35888
0.57896,0.36056
0.57922,0.36026
0.57948,0.3612
0.57974,0.36311
0.58,0.36293
0.58026,0.36251
0.58052,0.36207
0.58078,0.36068
0.58104,0.35962
0.5813,0.35835
0.58156,0.3578
0.58182,0.35796
0.58208,0.35866
0.58235,0.3608
0.58261,0.36267
0.58287,0.36221
0.58313,0.36045
0.58339,0.36064
0.58366,0.36098
0.58392,0.35927
0.58418,0.35812
0.58445,0.35877
0.58471,0.36011
0.58497,0.36006
0.58524,0.35992
0.5855,0.36178
0.58577,0.36292
0.58603,0.3611
0.5863,0.35868
0.58656,0.3589
0.58683,0.36203
0.58709,0.36452
0.58736,0.36469
0.58763,0.3662
0.58789,0.36788
0.58816,0.36658
0.58843,0.3652
0.58869,0.3649
0.58896,0.36514
0.58923,0.36573
0.5895,0.36478
0.58976,0.36239
0.59003,0.36217
0.5903,0.36453
0.59057,0.36581
0.59084,0.36634
0.59111,0.36667
0.59138,0.36536
0.59165,0.36428
0.59192,0.36516
0.59219,0.36668
0.59246,0.3671
0.59273,0.36695
0.593,0.36678
0.59327,0.36641
0.59354,0.36702
0.59382,0.36907
0.59409,0.37042
0.59436,0.37037
0.59463,0.37104
0.59491,0.37067
0.59518,0.36746
0.59545,0.3664
0.59573,0.36876
0.596,0.36962
0.59627,0.36967
0.59655,0.3706
0.59682,0.37021
0.5971,0.36874
0.59737,0.36757
0.59765,0.36873
0.59792,0.37078
0.5982,0.3714
0.59848,0.37133
0.59875,0.37111
0.59903,0.37212
0.59931,0.37261
0.59958,0.37169
0.59986,0.36929
0.60014,0.36786
0.60042,0.36998
0.6007,0.3713
0.60097,0.372
0.60125,0.37236
0.60153,0.37221
0.60181,0.37258
0.60209,0.37413
0.60237,0.3767
0.60265,0.37681
0.60293,0.37573
0.60321,0.37371
0.60349,0.37348
0.60377,0.37433
0.60405,0.37349
0.60434,0.37365
0.60462,0.37357
0.6049,0.37401
0.60518,0.37332
0.60547,0.37294
0.60575,0.37338
0.60603,0.37398
0.60631,0.37498
0.6066,0.37448
0.60688,0.37611
0.60717,0.37662
0.60745,0.37636
0.60774,0.37479
0.60802,0.37396
0.60831,0.37523
0.60859,0.37438
0.60888,0.37748
0.60916,0.37867
0.60945,0.37876
0.60974,0.37925
0.61002,0.37798
0.61031,0.37797
0.6106,0.37807
0.61089,0.38092
0.61117,0.38004
0.61146,0.38067
0.61175,0.38087
0.61204,0.37835
0.61233,0.3788
0.61262,0.37817
0.61291,0.38186
0.6132,0.3821
0.61349,0.38061
0.61378,0.3799
0.61407,0.37947
0.61436,0.38128
0.61465,0.37947
0.61494,0.38042
0.61524,0.38013
0.61553,0.3817
0.61582,0.38194
0.61611,0.38115
0.61641,0.3835
0.6167,0.38213
0.61699,0.38385
0.61729,0.3822
0.61758,0.38133
0.61787,0.38013
0.61817,0.37929
0.61846,0.38229
0.61876,0.38154
0.61905,0.38284
0.61935,0.38088
0.61965,0.38311
0.61994,0.38501
0.62024,0.38417
0.62054,0.38463
0.62083,0.38283
0.62113,0.38655
0.62143,0.38521
0.62173,0.38572
0.62203,0.38534
0.62232,0.38411
0.62262,0.38659
0.62292,0.3843
0.62322,0.38447
0.62352,0.38236
0.62382,0.38531
0.62412,0.38689
0.62442,0.38574
0.62472,0.38541
0.62502,0.38307
0.62533,0.38702
0.62563,0.38677
0.62593,0.38919
0.62623,0.38888
0.62654,0.38724
0.62684,0.38908
0.62714,0.38795
0.62744,0.38933
0.62775,0.38606
0.62805,0.3868
0.62836,0.38527
0.62866,0.38534
0.62897,0.38956
0.62927,0.38961
0.62958,0.39097
0.62988,0.38739
0.63019,0.38852
0.6305,0.38856
0.6308,0.38917
0.63111,0.39087
0.63142,0.39041
0.63173,0.39166
0.63203,0.39128
0.63234,0.38226
0.63358,0.38642
0.63389,0.38913
0.6342,0.38977
0.63451,0.39177
0.63482,0.39283
0.63513,0.39281
0.63544,0.39392
0.63575,0.39155
0.63607,0.39432
0.63638,0.39243
0.63669,0.3936
0.637,0.39265
0.63732,0.39302
0.63763,0.39393
0.63794,0.3921
0.63826,0.3959
0.63857,0.39458
0.63889,0.39567
0.6392,0.39395
0.63952,0.39303
0.63983,0.39407
0.64015,0.39423
0.64046,0.39731
0.64078,0.39456
0.6411,0.39573
0.64142,0.39523
0.64173,0.39711
0.64205,0.39908
0.64237,0.39664
0.64269,0.39785
0.64301,0.39639
0.64333,0.39768
0.64364,0.39702
0.64396,0.39859
0.64428,0.39989
0.64461,0.39859
0.64493,0.39999
0.64525,0.39844
0.64557,0.40011
0.64589,0.39891
0.64621,0.39847
0.64653,0.399
0.64686,0.39992
0.64718,0.40221
0.6475,0.40032
0.64783,0.40202
0.64815,0.40181
0.64847,0.40224
0.6488,0.40172
0.64912,0.40126
0.64945,0.40363
0.64978,0.40245
0.6501,0.40344
0.65043,0.40252
0.65075,0.40313
0.65108,0.40398
0.65141,0.40386
0.65173,0.40441
0.65206,0.40359
0.65239,0.4062
0.65272,0.40601
0.65305,0.40652
0.65338,0.40655
0.65371,0.40562
0.65404,0.4065
0.65437,0.40558
0.6547,0.40634
0.65503,0.40565
0.65536,0.40645
0.65569,0.40744
0.65602,0.40789
0.65635,0.40857
0.65669,0.40752
0.65702,0.40855
0.65735,0.40837
0.65769,0.40892
0.65802,0.40941
0.65836,0.40898
0.65869,0.40873
0.65902,0.40837
0.65936,0.41007
0.6597,0.41049
0.66003,0.4111
0.66037,0.4114
0.6607,0.41138
0.66104,0.41125
0.66138,0.41117
0.66172,0.41275
0.66205,0.41262
0.66239,0.41334
0.66273,0.41371
0.66307,0.41323
0.66341,0.41368
0.66375,0.41288
0.66409,0.41228
0.66443,0.41301
0.66477,0.41439
0.66511,0.41417
0.66545,0.41404
0.66579,0.41481
0.66614,0.41547
0.66648,0.41599
0.66682,0.41517
0.66716,0.41526
0.66751,0.41634
0.66785,0.41714
0.6682,0.41677
0.66854,0.41652
0.66889,0.41753
0.66923,0.41733
0.66958,0.41671
0.66992,0.41689
0.67027,0.41818
0.67062,0.41867
0.67096,0.41735
0.67131,0.41658
0.67166,0.4165
0.67201,0.41713
0.67236,0.41844
0.6727,0.41938
0.67305,0.41935
0.6734,0.41939
0.67375,0.41978
0.6741,0.42035
0.67445,0.42152
0.67481,0.42145
0.67516,0.42047
0.67551,0.41973
0.67586,0.41969
0.67621,0.42133
0.67657,0.42258
0.67692,0.42223
0.67727,0.42165
0.67763,0.42209
0.67798,0.42222
0.67834,0.42142
0.67869,0.42175
0.67905,0.42247
0.6794,0.42318
0.67976,0.42359
0.68012,0.42258
0.68047,0.42197
0.68083,0.42288
0.68119,0.42406
0.68155,0.42445
0.6819,0.42464
0.68226,0.42513
0.68262,0.42512
0.68298,0.42495
0.68334,0.42532
0.6837,0.42605
0.68406,0.42663
0.68443,0.42682
0.68479,0.42654
0.68515,0.42672
0.68551,0.4275
0.68587,0.42738
0.68624,0.42741
0.6866,0.42812
0.68696,0.42833
0.68733,0.42853
0.68769,0.42899
0.68806,0.42876
0.68842,0.42794
0.68879,0.42764
0.68916,0.42807
0.68952,0.42919
0.68989,0.42982
0.69026,0.42922
0.69062,0.42923
0.69099,0.42957
0.69136,0.42919
0.69173,0.42876
0.6921,0.42903
0.69247,0.43047
0.69284,0.43148
0.69321,0.43117
0.69358,0.43039
0.69395,0.43013
0.69432,0.43086
0.6947,0.4314
0.69507,0.43152
0.69544,0.43123
0.69581,0.43101
0.69619,0.43164
0.69656,0.43188
0.69694,0.43172
0.69731,0.43175
0.69769,0.43187
0.69806,0.43217
0.69844,0.43264
0.69881,0.4331
0.69919,0.43284
0.69957,0.43261
0.69995,0.43317
0.70032,0.43386
0.7007,0.43403
0.70108,0.43386
0.70146,0.43359
0.70184,0.43303
0.70222,0.43319
0.7026,0.43374
0.70298,0.43377
0.70336,0.43383
0.70375,0.43401
0.70413,0.43419
0.70451,0.43446
0.70489,0.43533
0.70528,0.43555
0.70566,0.43491
0.70605,0.43475
0.70643,0.43514
0.70682,0.43618
0.7072,0.43619
0.70759,0.4355
0.70797,0.43562
0.70836,0.43549
0.70875,0.43589
0.70914,0.43739
0.70952,0.43809
0.70991,0.43763
0.7103,0.43711
0.71069,0.43635
0.71108,0.43603
0.71147,0.43696
0.71186,0.43743
0.71225,0.43697
0.71265,0.437
0.71304,0.43802
0.71343,0.43872
0.71382,0.4384
0.71422,0.43808
0.71461,0.43798
0.715,0.43823
0.7154,0.43873
0.71579,0.43892
0.71619,0.43907
0.71658,0.43911
0.71698,0.43903
0.71738,0.4389
0.71777,0.43865
0.71817,0.43895
0.71857,0.44001
0.71897,0.44071
0.71937,0.44021
0.71977,0.43913
0.72017,0.4389
0.72057,0.43972
0.72097,0.44026
0.72137,0.44001
0.72177,0.43969
0.72217,0.43971
0.72258,0.44027
0.72298,0.44074
0.72338,0.44039
0.72379,0.4401
0.72419,0.44041
0.7246,0.44079
0.725,0.44078
0.72541,0.4407
0.72581,0.44109
0.72622,0.44164
0.72663,0.44198
0.72703,0.44208
0.72744,0.44199
0.72785,0.44156
0.72826,0.44118
0.72867,0.44121
0.72908,0.44116
0.72949,0.44137
0.7299,0.44185
0.73031,0.44193
0.73072,0.44166
0.73113,0.44112
0.73155,0.44154
0.73196,0.4427
0.73237,0.44291
0.73279,0.44252
0.7332,0.4425
0.73362,0.44295
0.73403,0.44328
0.73445,0.44311
0.73486,0.44293
0.73528,0.44267
0.7357,0.44274
0.73612,0.44364
0.73653,0.44405
0.73695,0.44342
0.73737,0.44264
0.73779,0.44263
0.73821,0.44345
0.73863,0.44376
0.73905,0.44308
0.73948,0.44276
0.7399,0.44331
0.74032,0.44395
0.74074,0.44417
0.74117,0.44403
0.74159,0.44411
0.74202,0.44431
0.74244,0.44406
0.74287,0.44375
0.74329,0.44382
0.74372,0.44398
0.74415,0.44421
0.74457,0.44453
0.745,0.44464
0.74543,0.44412
0.74586,0.44388
0.74629,0.44453
0.74672,0.44469
0.74715,0.44472
0.74758,0.4449
0.74801,0.44415
0.74844,0.44404
0.74887,0.44473
0.74931,0.44506
0.74974,0.4454
0.75017,0.44575
0.75061,0.4459
0.75104,0.44545
0.75148,0.44488
0.75191,0.44449
0.75235,0.44428
0.75279,0.44447
0.75323,0.44452
0.75366,0.44471
0.7541,0.44468
0.75454,0.44414
0.75498,0.44368
0.75542,0.44346
0.75586,0.44348
0.7563,0.44357
0.75674,0.444
0.75719,0.44427
0.75763,0.44424
0.75807,0.4443
0.75851,0.44446
0.75896,0.44464
0.7594,0.44423
0.75985,0.44394
0.76029,0.44371
0.76074,0.4432
0.76119,0.44317
0.76163,0.44352
0.76208,0.4439
0.76253,0.4438
0.76298,0.4437
0.76343,0.444
0.76388,0.4442
0.76433,0.44455
0.76478,0.44448
0.76523,0.44389
0.76568,0.44331
0.76614,0.44325
0.76659,0.44397
0.76704,0.44457
0.7675,0.44467
0.76795,0.44437
0.76841,0.44369
0.76886,0.44371
0.76932,0.44414
0.76977,0.4437
0.77023,0.44334
0.77069,0.44371
0.77115,0.4439
0.77161,0.44375
0.77207,0.44375
0.77253,0.44374
0.77299,0.44327
0.77345,0.44323
0.77391,0.44373
0.77437,0.4435
0.77484,0.44264
0.7753,0.44186
0.77576,0.44183
0.77623,0.44263
0.77669,0.44333
0.77716,0.44344
0.77762,0.44325
0.77809,0.44342
0.77856,0.44364
0.77903,0.44349
0.7795,0.44343
0.77996,0.44305
0.78043,0.44269
0.7809,0.44312
0.78138,0.44338
0.78185,0.4433
0.78232,0.44363
0.78279,0.44353
0.78326,0.44274
0.78374,0.44261
0.78421,0.4431
0.78469,0.44314
0.78516,0.4433
0.78564,0.44383
0.78611,0.44388
0.78659,0.44337
0.78707,0.44306
0.78755,0.44338
0.78803,0.44377
0.7885,0.44366
0.78898,0.44334
0.78946,0.44285
0.78995,0.44246
0.79043,0.44249
0.79091,0.4427
0.79139,0.44275
0.79188,0.44262
0.79236,0.44279
0.79284,0.4428
0.79333,0.44269
0.79382,0.44295
0.7943,0.44295
0.79479,0.44287
0.79528,0.44293
0.79576,0.44286
0.79625,0.44274
0.79674,0.44238
0.79723,0.44192
0.79772,0.44167
0.79822,0.44189
0.79871,0.44214
0.7992,0.44191
0.79969,0.44202
0.80019,0.44222
0.80068,0.44185
0.80117,0.44163
0.80167,0.44216
0.80217,0.44267
0.80266,0.44226
0.80316,0.44171
0.80366,0.44178
0.80416,0.44189
0.80466,0.44176
0.80516,0.44185
0.80566,0.44194
0.80616,0.44176
0.80666,0.44175
0.80716,0.44176
0.80766,0.4418
0.80817,0.44188
0.80867,0.44178
0.80918,0.44158
0.80968,0.44137
0.81019,0.44176
0.81069,0.44217
0.8112,0.44173
0.81171,0.4412
0.81222,0.4407
0.81273,0.44056
0.81324,0.4412
0.81375,0.44174
0.81426,0.44171
0.81477,0.4417
0.81528,0.44189
0.8158,0.44203
0.81631,0.4419
0.81682,0.44148
0.81734,0.44131
0.81786,0.44163
0.81837,0.44182
0.81889,0.44148
0.81941,0.44135
0.81992,0.44147
0.82044,0.44116
0.82096,0.44115
0.82148,0.44166
0.822,0.44189
0.82253,0.4415
0.82305,0.44114
0.82357,0.44136
0.82409,0.44137
0.82462,0.44105
0.82514,0.44095
0.82567,0.44094
0.8262,0.44123
0.82672,0.44176
0.82725,0.44187
0.82778,0.4414
0.82831,0.44128
0.82884,0.4419
0.82937,0.44217
0.8299,0.44172
0.83043,0.44131
0.83096,0.44148
0.8315,0.44206
0.83203,0.44224
0.83256,0.44167
0.8331,0.4413
0.83363,0.44168
0.83417,0.44205
0.83471,0.4422
0.83525,0.44223
0.83578,0.44194
0.83632,0.44177
0.83686,0.44201
0.8374,0.44199
0.83794,0.44172
0.83849,0.44189
0.83903,0.44237
0.83957,0.44276
0.84012,0.44283
0.84066,0.44275
0.84121,0.44282
0.84175,0.44294
0.8423,0.44318
0.84285,0.44343
0.8434,0.44335
0.84395,0.44321
0.8445,0.44326
0.84505,0.44312
0.8456,0.44308
0.84615,0.44335
0.8467,0.44352
0.84726,0.44343
0.84781,0.4431
0.84836,0.443
0.84892,0.44307
0.84948,0.44338
0.85003,0.44405
0.85059,0.4441
0.85115,0.44379
0.85171,0.4438
0.85227,0.44378
0.85283,0.44349
0.85339,0.44331
0.85395,0.44356
0.85452,0.44367
0.85508,0.44382
0.85564,0.4442
0.85621,0.44418
0.85678,0.4439
0.85734,0.44401
0.85791,0.44449
0.85848,0.44449
0.85905,0.44389
0.85962,0.44335
0.86019,0.44357
0.86076,0.44433
0.86133,0.44468
0.8619,0.44476
0.86248,0.4448
0.86305,0.44499
0.86362,0.44524
0.8642,0.44539
0.86478,0.44549
0.86535,0.44536
0.86593,0.44507
0.86651,0.44516
0.86709,0.44546
0.86767,0.44579
0.86825,0.44588
0.86883,0.4456
0.86942,0.44556
0.87,0.44571
0.87058,0.4458
0.87117,0.44579
0.87176,0.44569
0.87234,0.44571
0.87293,0.44571
0.87352,0.44568
0.87411,0.44592
0.8747,0.44617
0.87529,0.44623
0.87588,0.44636
0.87647,0.44642
0.87706,0.44618
0.87766,0.44601
0.87825,0.44603
0.87885,0.44619
0.87944,0.44641
0.88004,0.44635
0.88064,0.44617
0.88124,0.44624
0.88184,0.44628
0.88244,0.44647
0.88304,0.44691
0.88364,0.44709
0.88424,0.44691
0.88485,0.44662
0.88545,0.44656
0.88606,0.4467
0.88666,0.44659
0.88727,0.44642
0.88788,0.44626
0.88849,0.44626
0.8891,0.44655
0.88971,0.44667
0.89032,0.44665
0.89093,0.44675
0.89154,0.44676
0.89215,0.44676
0.89277,0.44668
0.89338,0.44649
0.894,0.44634
0.89462,0.44636
0.89524,0.44657
0.89585,0.44678
0.89647,0.44665
0.89709,0.44652
0.89772,0.44671
0.89834,0.44673
0.89896,0.4465
0.89958,0.44635
0.90021,0.44631
0.90083,0.44647
0.90146,0.4466
0.90209,0.44649
0.90272,0.44626
0.90335,0.44593
0.90398,0.44574
0.90461,0.44584
0.90524,0.44588
0.90587,0.44579
0.9065,0.44564
0.90714,0.44545
0.90777,0.44535
0.90841,0.44538
0.90905,0.44524
0.90968,0.44482
0.91032,0.44456
0.91096,0.44453
0.9116,0.44455
0.91225,0.44448
0.91289,0.44436
0.91353,0.4443
0.91418,0.44415
0.91482,0.44397
0.91547,0.44386
0.91611,0.44369
0.91676,0.4436
0.91741,0.44363
0.91806,0.44354
0.91871,0.4433
0.91936,0.44308
0.92001,0.4429
0.92067,0.44275
0.92132,0.44261
0.92198,0.44233
0.92263,0.44203
0.92329,0.44182
0.92395,0.44162
0.92461,0.44145
0.92527,0.44132
0.92593,0.44115
0.92659,0.4409
0.92725,0.44065
0.92792,0.44039
0.92858,0.44012
0.92925,0.43985
0.92991,0.43964
0.93058,0.43944
0.93125,0.43929
0.93192,0.43913
0.93259,0.43887
0.93326,0.43867
0.93393,0.43857
0.93461,0.43838
0.93528,0.43805
0.93596,0.43765
0.93663,0.43728
0.93731,0.43695
0.93799,0.43664
0.93867,0.43634
0.93935,0.43601
0.94003,0.43569
0.94071,0.43538
0.9414,0.43513
0.94208,0.43492
0.94276,0.4346
0.94345,0.43416
0.94414,0.43382
0.94483,0.43356
0.94551,0.43332
0.94621,0.43317
0.9469,0.433
0.94759,0.43262
0.94828,0.43213
0.94898,0.43182
0.94967,0.43166
0.95037,0.43137
0.95106,0.43098
0.95176,0.43067
0.95246,0.43025
0.95316,0.42971
0.95386,0.42926
0.95457,0.42896
0.95527,0.42868
0.95597,0.42833
0.95668,0.42799
0.95739,0.42757
0.95809,0.42713
0.9588,0.42677
0.95951,0.42636
0.96022,0.426
0.96094,0.4257
0.96165,0.42539
0.96236,0.42507
0.96308,0.42477
0.96379,0.4244
0.96451,0.42401
0.96523,0.42369
0.96595,0.42334
0.96667,0.42295
0.96739,0.42258
0.96811,0.42222
0.96883,0.42178
0.96956,0.42136
0.97029,0.42097
0.97101,0.42053
0.97174,0.42008
0.97247,0.41972
0.9732,0.41938
0.97393,0.41899
0.97466,0.41857
0.9754,0.41824
0.97613,0.41794
0.97687,0.41742
0.9776,0.41692
0.97834,0.41657
0.97908,0.41624
0.97982,0.41582
0.98056,0.41536
0.9813,0.4149
0.98205,0.4145
0.98279,0.41409
0.98354,0.41362
0.98428,0.41318
0.98503,0.41273
0.98578,0.41233
0.98653,0.41199
0.98728,0.41162
0.98803,0.41119
0.98879,0.4107
0.98954,0.41033
0.9903,0.41008
0.99106,0.40985
0.99181,0.40952
0.99257,0.40907
0.99333,0.40868
0.9941,0.40837
0.99486,0.40798
0.99562,0.40761
0.99639,0.40727
0.99715,0.4069
0.99792,0.4065
0.99869,0.40606
0.99946,0.40565
1.0002,0.40528
1.001,0.40492
1.0018,0.40453
1.0026,0.40422
1.0033,0.40394
1.0041,0.40356
1.0047,0.40461
1.0049,0.40348
1.0051,0.40203
1.0053,0.40108
1.0055,0.40003
1.0057,0.39958
1.0059,0.40034
1.0061,0.40155
1.0062,0.4027
1.0064,0.40314
1.0066,0.40223
1.0068,0.40118
1.007,0.40151
1.0072,0.40271
1.0074,0.40393
1.0076,0.4048
1.0078,0.40427
1.008,0.40237
1.0082,0.40176
1.0084,0.40356
1.0086,0.40483
1.0088,0.40368
1.009,0.40201
1.0092,0.40157
1.0094,0.40241
1.0096,0.40383
1.0098,0.40423
1.01,0.40316
1.0102,0.40233
1.0104,0.40256
1.0106,0.40343
1.0108,0.40434
1.011,0.40347
1.0112,0.40027
1.0114,0.39809
1.0115,0.39898
1.0117,0.4008
1.0119,0.4021
1.0121,0.40293
1.0123,0.40261
1.0125,0.40174
1.0127,0.40212
1.0129,0.40281
1.0131,0.40193
1.0133,0.40074
1.0135,0.40084
1.0137,0.40154
1.0139,0.40216
1.0141,0.40258
1.0143,0.40236
1.0145,0.40175
1.0147,0.4008
1.0149,0.39885
1.0151,0.39742
1.0153,0.39881
1.0155,0.40129
1.0157,0.40198
1.0159,0.4012
1.0161,0.40011
1.0163,0.39906
1.0165,0.39876
1.0167,0.39892
1.0169,0.39846
1.0171,0.3976
1.0173,0.39724
1.0175,0.39787
1.0177,0.39928
1.0179,0.40014
1.0181,0.39964
1.0183,0.39902
1.0185,0.39903
1.0187,0.39891
1.0189,0.39885
1.0191,0.39967
1.0193,0.40073
1.0195,0.40058
1.0197,0.39922
1.0199,0.39813
1.0201,0.39818
1.0203,0.39878
1.0205,0.39877
1.0207,0.39783
1.0209,0.39709
1.0211,0.398
1.0213,0.40005
1.0215,0.40107
1.0217,0.40012
1.0219,0.39839
1.0221,0.39744
1.0223,0.39768
1.0225,0.39847
1.0227,0.39899
1.0229,0.39877
1.0231,0.39799
1.0233,0.39797
1.0235,0.39926
1.0237,0.4001
1.0239,0.39941
1.0241,0.39869
1.0243,0.39885
1.0245,0.3988
