OWN_OLV_1,
1.98716964,0.373605238
1.990254097,0.373796369
1.993338554,0.373891934
1.998993391,0.374369762
1.995908935,0.374274196
2.002848962,0.374847589
2.007218609,0.375420981
2.010817142,0.375612112
2.013387523,0.375994374
2.016986056,0.37628107
2.020584589,0.376472201
2.024183121,0.376758897
2.026753502,0.377045594
2.030866111,0.37733229
2.034464644,0.377714552
2.037292063,0.378001248
2.040119481,0.378096813
2.043718014,0.37838351
2.046288395,0.37838351
2.049372852,0.378765771
2.051686194,0.378861337
2.054513613,0.379052468
2.057083994,0.379243599
2.06016845,0.379530295
2.062738831,0.379530295
2.064795135,0.379721426
2.067879592,0.379816991
2.071478125,0.380008122
2.075590734,0.380390384
2.078675191,0.380485949
2.081245571,0.38067708
2.084587066,0.380963776
2.087671523,0.381346038
2.091013018,0.381441604
2.094097475,0.381537169
2.096667855,0.381632734
2.100266388,0.382014996
2.102836769,0.382301693
2.106435302,0.382492823
2.109776796,0.382683954
2.113375329,0.382875085
2.116716824,0.382875085
2.119801281,0.382875085
2.122885738,0.382970651
2.124942042,0.383161781
2.129568727,0.383448478
2.13316726,0.383830739
2.136251717,0.38402187
2.138822098,0.38402187
2.142677669,0.38402187
2.145505087,0.384213001
2.14910362,0.384404132
2.153216229,0.384786394
2.156043648,0.384977525
2.160413295,0.38507309
2.164268866,0.38507309
2.168124437,0.385455352
2.17172297,0.385742048
2.175064464,0.386028744
2.177891883,0.38612431
2.181490416,0.385933179
2.185088949,0.385550917
2.188687482,0.385359786
2.192286015,0.385359786
2.195370471,0.385359786
2.198711966,0.38507309
2.202824575,0.385168656
2.206680146,0.385168656
2.210278679,0.385264221
2.213106098,0.385264221
2.216961669,0.385264221
2.221588354,0.385264221
2.225186887,0.385550917
2.229299496,0.385837614
2.232383952,0.386028744
2.235982485,0.38612431
2.239581018,0.386315441
2.243179551,0.386602137
2.246264008,0.386888833
2.248834389,0.387079964
2.252175883,0.38717553
2.255517378,0.387366661
2.259372949,0.387653357
2.263485558,0.388226749
2.266570015,0.388609011
2.270425586,0.388800142
2.274538195,0.388800142
2.278650804,0.388800142
2.283277489,0.388991273
2.286876022,0.389373535
2.290731593,0.389564665
2.294587164,0.389946927
2.298956811,0.390233624
2.302298306,0.390711451
2.305896838,0.391093712
2.309495371,0.391475974
2.312065752,0.39176267
2.315150209,0.391858236
2.318748742,0.391858236
2.32157616,0.392240498
2.325431731,0.392622759
2.32825915,0.393100587
2.332114721,0.393387283
2.335199178,0.39386511
2.338797711,0.394342937
2.342139205,0.394629633
2.344452548,0.39491633
2.348308119,0.395394157
2.3508785,0.395680853
2.354219994,0.395871984
2.356533337,0.396063115
2.36013187,0.396063115
2.363216327,0.396349811
2.36810005,0.396445377
2.369899316,0.396445377
2.366300783,0.396636508
2.373240811,0.396923204
2.376325268,0.3972099
2.379923801,0.3972099
2.383265295,0.3972099
2.387120866,0.397305466
2.390205323,0.397496596
2.39328978,0.397783293
2.396117199,0.397974424
2.399458693,0.397974424
2.40254315,0.398069989
2.406141683,0.398547816
2.408712064,0.398547816
2.412310597,0.398930078
2.414623939,0.398930078
2.418222472,0.399216774
2.421306929,0.39931234
2.424134347,0.399503471
2.42644769,0.399503471
2.430046223,0.399885732
2.433901794,0.399981298
2.436215136,0.399981298
2.439556631,0.400076863
2.444183316,0.400076863
2.447781849,0.400172429
2.450609268,0.400267994
2.453950763,0.400363559
2.457806334,0.400459125
2.46089079,0.400745821
2.464746361,0.400745821
2.46757378,0.400745821
2.470144161,0.400745821
2.473742694,0.400841387
2.477084188,0.401032518
2.479397531,0.401223648
2.481710874,0.401223648
2.48479533,0.401414779
2.488393863,0.40160591
2.490964244,0.401510345
2.493534624,0.40160591
2.496876119,0.401988172

