KC-OL-hevn_1,
0.59077,0.76025
0.59122,0.7601
0.59167,0.7599
0.59212,0.75955
0.59256,0.75908
0.59301,0.75896
0.59346,0.75889
0.59391,0.75896
0.59435,0.75911
0.5948,0.75896
0.59525,0.75886
0.5957,0.75871
0.59615,0.75886
0.59659,0.75983
0.59704,0.75944
0.59749,0.75905
0.59793,0.75871
0.59838,0.75833
0.59883,0.75855
0.59928,0.75797
0.59972,0.75755
0.60017,0.75732
0.60062,0.75684
0.60107,0.75668
0.60151,0.757
0.60196,0.75703
0.60241,0.75751
0.60285,0.7576
0.6033,0.75769
0.60375,0.75812
0.6042,0.7582
0.60464,0.75752
0.60509,0.75724
0.60554,0.75732
0.60598,0.75696
0.60643,0.7563
0.60688,0.7561
0.60732,0.75566
0.60777,0.75613
0.60822,0.75535
0.60866,0.75549
0.60911,0.75505
0.60956,0.75502
0.61,0.75465
0.61045,0.75385
0.6109,0.75393
0.61134,0.75333
0.61179,0.7533
0.61224,0.75297
0.61268,0.75337
0.61313,0.75351
0.61358,0.7528
0.61402,0.75296
0.61447,0.75273
0.61492,0.75285
0.61536,0.75206
0.61581,0.75193
0.61625,0.75172
0.6167,0.75107
0.61715,0.75173
0.61759,0.75105
0.61804,0.75061
0.61848,0.75073
0.61893,0.75038
0.61938,0.75054
0.61982,0.75032
0.62027,0.7505
0.62071,0.75046
0.62116,0.75037
0.62161,0.75031
0.62205,0.75059
0.6225,0.75021
0.62294,0.74991
0.62339,0.74978
0.62384,0.749
0.62428,0.74948
0.62473,0.74901
0.62517,0.74873
0.62562,0.74862
0.62606,0.74876
0.62651,0.74907
0.62696,0.74962
0.6274,0.74978
0.62785,0.74919
0.62829,0.74873
0.62874,0.74827
0.62918,0.74859
0.62963,0.74846
0.63007,0.74843
0.63052,0.74807
0.63096,0.74822
0.63141,0.74801
0.63185,0.74818
0.6323,0.74833
0.63274,0.74873
0.63319,0.74841
0.63364,0.74872
0.63408,0.74847
0.63453,0.74838
0.63497,0.74812
0.63542,0.74749
0.63586,0.74713
0.63631,0.74732
0.63675,0.74732
0.6372,0.74759
0.63764,0.74775
0.63809,0.74787
0.63853,0.74816
0.63897,0.74798
0.63942,0.74722
0.63986,0.74648
0.64031,0.74587
0.64075,0.7461
0.6412,0.74586
0.64164,0.74577
0.64209,0.74553
0.64253,0.74558
0.64298,0.74582
0.64342,0.74532
0.64387,0.74526
0.64431,0.74511
0.64475,0.74543
0.6452,0.74599
0.64564,0.74589
0.64609,0.74658
0.64653,0.74699
0.64698,0.74754
0.64742,0.7476
0.64786,0.7474
0.64831,0.74766
0.64875,0.74781
0.6492,0.74802
0.64964,0.74792
0.65009,0.74788
0.65053,0.74774
0.65097,0.74836
0.65142,0.749
0.65186,0.74929
0.65231,0.74963
0.65275,0.74945
0.65319,0.75005
0.65364,0.75018
0.65408,0.75049
0.65452,0.75001
0.65497,0.75056
0.65541,0.74996
0.65586,0.75039
0.6563,0.75088
0.65674,0.75063
0.65719,0.75027
0.65763,0.75027
0.65807,0.75054
0.65852,0.75073
0.65896,0.75059
0.6594,0.75089
0.65985,0.75055
0.66029,0.75093
0.66073,0.7503
0.66118,0.75053
0.66162,0.75063
0.66207,0.75114
0.66251,0.75147
0.66295,0.7518
0.66339,0.7529
0.66384,0.75307
0.66428,0.7533
0.66472,0.75365
0.66517,0.75355
0.66561,0.75352
0.66605,0.75302
0.6665,0.75282
0.66694,0.7524
0.66738,0.75201
0.66783,0.7524
0.66827,0.75221
0.66871,0.75204
0.66915,0.75174
0.6696,0.7516
0.67004,0.75182
0.67048,0.75128
0.67093,0.75112
0.67137,0.7506
0.67181,0.74948
0.67225,0.74966
0.6727,0.74891
0.67314,0.74891
0.67358,0.74929
0.67402,0.74823
0.67447,0.74824
0.67491,0.74838
0.67535,0.74784
0.67579,0.74761
0.67624,0.74683
0.67668,0.74703
0.67712,0.74683
0.67756,0.74651
0.67801,0.7464
0.67845,0.74685
0.67889,0.74685
0.67933,0.74789
0.67978,0.74861
0.68022,0.7488
0.68066,0.74856
0.6811,0.74881
0.68154,0.74822
0.68199,0.74748
0.68243,0.74642
0.68287,0.74617
0.68331,0.74561
0.68375,0.74512
0.6842,0.74496
0.68464,0.74487
0.68508,0.74537
0.68552,0.74552
0.68596,0.74555
0.6864,0.74578
0.68685,0.74575
0.68729,0.74576
0.68773,0.74507
0.68817,0.74543
0.68861,0.74556
0.68905,0.74552
0.6895,0.74515
0.68994,0.74466
0.69038,0.74401
0.69082,0.74291
0.69126,0.74267
0.6917,0.74248
0.69215,0.74225
0.69259,0.74247
0.69303,0.74246
0.69347,0.74256
0.69391,0.74233
0.69435,0.74207
0.69479,0.74192
0.69523,0.74127
0.69568,0.74097
0.69612,0.74097
0.69656,0.74044
0.697,0.74015
0.69744,0.74039
0.69788,0.73945
0.69832,0.73953
0.69876,0.73917
0.6992,0.73884
0.69965,0.73825
0.70009,0.73773
0.70053,0.73779
0.70097,0.73766
0.70141,0.73705
0.70185,0.7367
0.70229,0.73566
0.70273,0.73563
0.70317,0.73597
0.70361,0.73619
0.70405,0.73602
0.70449,0.73563
0.70493,0.73608
0.70538,0.73517
0.70582,0.73464
0.70626,0.73343
0.7067,0.73253
0.70714,0.73242
0.70758,0.73235
0.70802,0.73211
0.70846,0.73211
0.7089,0.73207
0.70934,0.73183
0.70978,0.73178
0.71022,0.7319
0.71066,0.73189
0.7111,0.73117
0.71154,0.73075
0.71198,0.73035
0.71242,0.73027
0.71286,0.73009
0.7133,0.72974
0.71374,0.72977
0.71418,0.72961
0.71462,0.72881
0.71506,0.72791
0.7155,0.72686
0.71594,0.72572
0.71638,0.72543
0.71682,0.72444
0.71726,0.72353
0.7177,0.72294
0.71814,0.7229
0.71858,0.72267
0.71902,0.72207
0.71946,0.72164
0.7199,0.72119
0.72034,0.72044
0.72078,0.7202
0.72122,0.71997
0.72166,0.72004
0.7221,0.71982
0.72254,0.71977
0.72298,0.72073
0.72342,0.72134
0.72386,0.72173
0.72429,0.72169
0.72473,0.72125
0.72517,0.72055
0.72561,0.72048
0.72605,0.71974
0.72649,0.71865
0.72693,0.71805
0.72737,0.7171
0.72781,0.71686
0.72825,0.71624
0.72869,0.71613
0.72913,0.7153
0.72957,0.71482
0.73,0.71456
0.73044,0.71393
0.73088,0.71337
0.73132,0.71271
0.73176,0.71261
0.7322,0.71205
0.73264,0.71187
0.73308,0.71113
0.73352,0.71078
0.73395,0.70994
0.73439,0.70934
0.73483,0.70865
0.73527,0.70896
0.73571,0.70826
0.73615,0.70857
0.73659,0.70929
0.73703,0.70908
0.73746,0.70883
0.7379,0.70873
0.73834,0.70836
0.73878,0.70731
0.73922,0.70682
0.73966,0.7065
0.74009,0.70603
0.74053,0.70505
0.74097,0.70487
0.74141,0.70446
0.74185,0.70361
0.74229,0.70282
0.74272,0.70268
0.74316,0.70238
0.7436,0.70117
0.74404,0.70095
0.74448,0.70047
0.74492,0.70019
0.74535,0.69929
0.74579,0.69807
0.74623,0.69801
0.74667,0.69746
0.74711,0.6968
0.74754,0.69611
0.74798,0.69554
0.74842,0.69476
0.74886,0.69434
0.74929,0.69427
0.74973,0.69341
0.75017,0.69285
0.75061,0.69261
0.75105,0.69176
0.75148,0.69116
0.75192,0.69081
0.75236,0.69068
0.7528,0.69002
0.75323,0.68973
0.75367,0.6901
0.75411,0.69022
0.75455,0.68947
0.75498,0.68917
0.75542,0.68861
0.75586,0.68845
0.7563,0.68809
0.75673,0.68772
0.75717,0.68691
0.75761,0.68626
0.75805,0.68666
0.75848,0.68603
0.75892,0.68601
0.75936,0.68518
0.75979,0.68498
0.76023,0.68462
0.76067,0.68454
0.76111,0.68456
0.76154,0.68358
0.76198,0.68306
0.76242,0.68295
0.76285,0.68176
0.76329,0.68138
0.76373,0.68042
0.76416,0.67947
0.7646,0.67861
0.76504,0.67778
0.76548,0.67717
0.76591,0.67711
0.76635,0.67643
0.76679,0.67548
0.76722,0.67578
0.76766,0.67535
0.7681,0.67499
0.76853,0.67443
0.76897,0.67331
0.76941,0.67323
0.76984,0.67264
0.77028,0.67189
0.77072,0.67113
0.77115,0.67073
0.77159,0.67
0.77202,0.66981
0.77246,0.6689
0.7729,0.66808
0.77333,0.66773
0.77377,0.66768
0.77421,0.66675
0.77464,0.66548
0.77508,0.66472
0.77551,0.66386
0.77595,0.66324
0.77639,0.66308
0.77682,0.66235
0.77726,0.66183
0.7777,0.66181
0.77813,0.66116
0.77857,0.66047
0.779,0.65998
0.77944,0.6597
0.77988,0.65857
0.78031,0.65786
0.78075,0.65781
0.78118,0.6572
0.78162,0.65594
0.78205,0.65576
0.78249,0.65519
0.78293,0.6555
0.78336,0.65508
0.7838,0.65527
0.78423,0.65495
0.78467,0.6548
0.7851,0.65441
0.78554,0.65493
0.78598,0.65461
0.78641,0.65435
0.78685,0.6533
0.78728,0.65343
0.78772,0.65213
0.78815,0.65189
0.78859,0.65086
0.78902,0.65066
0.78946,0.65035
0.78989,0.65003
0.79033,0.64974
0.79076,0.64981
0.7912,0.64941
0.79163,0.64945
0.79207,0.64887
0.79251,0.64829
0.79294,0.64741
0.79338,0.64711
0.79381,0.64605
0.79425,0.64462
0.79468,0.64371
0.79512,0.64309
0.79555,0.64226
0.79599,0.64209
0.79642,0.64193
0.79686,0.64167
0.79729,0.64138
0.79772,0.64055
0.79816,0.64006
0.79859,0.63936
0.79903,0.63918
0.79946,0.63828
0.7999,0.63812
0.80033,0.63737
0.80077,0.63765
0.8012,0.63803
0.80164,0.63763
0.80207,0.63782
0.80251,0.6376
0.80294,0.63747
0.80337,0.63744
0.80381,0.63694
0.80424,0.63639
0.80468,0.63533
0.80511,0.63417
0.80555,0.63387
0.80598,0.63412
0.80642,0.63452
0.80685,0.6348
0.80728,0.63552
0.80772,0.63559
0.80815,0.63602
0.80859,0.63671
0.80902,0.63699
0.80945,0.63704
0.80989,0.63655
0.81032,0.63574
0.81076,0.63445
0.81119,0.63408
0.81162,0.63344
0.81206,0.63271
0.81249,0.63219
0.81293,0.63205
0.81336,0.63112
0.81379,0.63134
0.81423,0.63075
0.81466,0.63009
0.8151,0.62978
0.81553,0.62881
0.81596,0.62802
0.8164,0.6275
0.81683,0.62708
0.81726,0.62608
0.8177,0.62537
0.81813,0.62512
0.81856,0.62431
0.819,0.62379
0.81943,0.62368
0.81986,0.62341
0.8203,0.62364
0.82073,0.62291
0.82116,0.6225
0.8216,0.62163
0.82203,0.62122
0.82246,0.62053
0.8229,0.61951
0.82333,0.61901
0.82376,0.61851
0.8242,0.61818
0.82463,0.61796
0.82506,0.61791
0.8255,0.61823
0.82593,0.61807
0.82636,0.61779
0.8268,0.6178
0.82723,0.61801
0.82766,0.61758
0.82809,0.61728
0.82853,0.61762
0.82896,0.61695
0.82939,0.61703
0.82983,0.61662
0.83026,0.61584
0.83069,0.61548
0.83112,0.6159
0.83156,0.61595
0.83199,0.61539
0.83242,0.61503
0.83286,0.61524
0.83329,0.61496
0.83372,0.6155
0.83415,0.61469
0.83459,0.61474
0.83502,0.61431
0.83545,0.6145
0.83588,0.61422
0.83632,0.61474
0.83675,0.61469
0.83718,0.61451
0.83761,0.6135
0.83804,0.61299
0.83848,0.61224
0.83891,0.61177
0.83934,0.61146
0.83977,0.61068
0.84021,0.61075
0.84064,0.61049
0.84107,0.61051
0.8415,0.61052
0.84193,0.61002
0.84237,0.61
0.8428,0.60974
0.84323,0.60962
0.84366,0.60902
0.84409,0.60825
0.84453,0.60754
0.84496,0.60747
0.84539,0.6075
0.84582,0.60741
0.84625,0.60775
0.84669,0.60815
0.84712,0.60852
0.84755,0.60834
0.84798,0.60782
0.84841,0.60698
0.84884,0.60664
0.84928,0.60627
0.84971,0.6053
0.85014,0.60504
0.85057,0.60459
0.851,0.60526
0.85143,0.60527
0.85186,0.60579
0.8523,0.60537
0.85273,0.60606
0.85316,0.6067
0.85359,0.60697
0.85402,0.60662
0.85445,0.60621
0.85488,0.60595
0.85532,0.60549
0.85575,0.60427
0.85618,0.60358
0.85661,0.60289
0.85704,0.60248
0.85747,0.60169
0.8579,0.60205
0.85833,0.60196
0.85876,0.60188
0.8592,0.6014
0.85963,0.6012
0.86006,0.60189
0.86049,0.60229
0.86092,0.60245
0.86135,0.60268
0.86178,0.60268
0.86221,0.6029
0.86264,0.60287
0.86307,0.60348
0.8635,0.60216
0.86394,0.60185
0.86437,0.60123
0.8648,0.60031
0.86523,0.59987
0.86566,0.59953
0.86609,0.59903
0.86652,0.59905
0.86695,0.5992
0.86738,0.59866
0.86781,0.59869
0.86824,0.59815
0.86867,0.59762
0.8691,0.5969
0.86953,0.5967
0.86996,0.59667
0.87039,0.59595
0.87082,0.59564
0.87125,0.59514
0.87168,0.59452
0.87211,0.59509
0.87254,0.59474
0.87297,0.59507
0.8734,0.59489
0.87383,0.59483
0.87426,0.59435
0.87469,0.59419
0.87512,0.59393
0.87555,0.59406
0.87598,0.59404
0.87641,0.5937
0.87684,0.59363
0.87727,0.59334
0.8777,0.59361
0.87813,0.59443
0.87856,0.59441
0.87899,0.59386
0.87942,0.59325
0.87985,0.59375
0.88028,0.5936
0.88071,0.59324
0.88114,0.59316
0.88157,0.59283
0.882,0.59244
0.88243,0.59258
0.88286,0.59207
0.88329,0.5914
0.88372,0.59166
0.88415,0.59127
0.88458,0.59099
0.88501,0.58992
0.88544,0.58976
0.88587,0.58888
0.8863,0.58811
0.88673,0.5882
0.88715,0.58765
0.88758,0.58713
0.88801,0.58672
0.88844,0.5861
0.88887,0.58697
0.8893,0.58667
0.88973,0.58728
0.89016,0.58652
0.89059,0.58677
0.89102,0.5874
0.89145,0.58765
0.89188,0.58802
0.8923,0.58819
0.89273,0.58811
0.89316,0.58803
0.89359,0.58766
0.89402,0.58735
0.89445,0.5869
0.89488,0.5868
0.89531,0.58569
0.89574,0.58589
0.89616,0.5856
0.89659,0.5846
0.89702,0.5846
0.89745,0.58433
0.89788,0.5836
0.89831,0.58323
0.89874,0.58332
0.89916,0.58358
0.89959,0.58277
0.90002,0.58289
0.90045,0.58224
0.90088,0.58197
0.90131,0.58217
0.90174,0.58158
0.90216,0.58208
0.90259,0.58157
0.90302,0.58175
0.90345,0.58154
0.90388,0.58232
0.90431,0.58208
0.90473,0.58136
0.90516,0.58113
0.90559,0.58049
0.90602,0.58001
0.90645,0.57889
0.90687,0.57881
0.9073,0.5784
0.90773,0.57765
0.90816,0.57741
0.90859,0.57632
0.90901,0.57606
0.90944,0.57555
0.90987,0.57527
0.9103,0.57474
0.91073,0.57388
0.91115,0.57368
0.91158,0.57308
0.91201,0.57263
0.91244,0.57258
0.91286,0.57285
0.91329,0.57279
0.91372,0.5721
0.91415,0.57158
0.91458,0.57122
0.915,0.57086
0.91543,0.57038
0.91586,0.57012
0.91629,0.5698
0.91671,0.56944
0.91714,0.56906
0.91757,0.56961
0.918,0.5687
0.91842,0.56755
0.91885,0.5676
0.91928,0.56692
0.9197,0.56692
0.92013,0.56667
0.92056,0.56614
0.92099,0.56569
0.92141,0.56486
0.92184,0.56422
0.92227,0.5634
0.9227,0.56288
0.92312,0.56224
0.92355,0.56168
0.92398,0.56123
0.9244,0.56052
0.92483,0.56038
0.92526,0.55946
0.92568,0.55896
0.92611,0.55879
0.92654,0.55872
0.92697,0.5584
0.92739,0.55759
0.92782,0.55756
0.92825,0.55656
0.92867,0.55646
0.9291,0.55584
0.92953,0.55539
0.92995,0.55482
0.93038,0.55467
0.93081,0.55388
0.93123,0.55272
0.93166,0.55283
0.93209,0.55172
0.93251,0.55106
0.93294,0.55051
0.93337,0.54985
0.93379,0.54954
0.93422,0.54853
0.93464,0.54883
0.93507,0.5484
0.9355,0.54765
0.93592,0.54766
0.93635,0.54754
0.93678,0.54773
0.9372,0.54794
0.93763,0.54774
0.93805,0.54728
0.93848,0.54755
0.93891,0.54694
0.93933,0.54673
0.93976,0.54624
0.94019,0.54614
0.94061,0.54522
0.94104,0.54474
0.94146,0.54397
0.94189,0.54301
0.94232,0.54228
0.94274,0.54129
0.94317,0.54017
0.94359,0.53952
0.94402,0.53873
0.94444,0.53889
0.94487,0.53773
0.9453,0.53802
0.94572,0.53765
0.94615,0.53772
0.94657,0.5377
0.947,0.53745
0.94742,0.53725
0.94785,0.53716
0.94828,0.53715
0.9487,0.53711
0.94913,0.53664
0.94955,0.53687
0.94998,0.53644
0.9504,0.53678
0.95083,0.53599
0.95125,0.53547
0.95168,0.53463
0.9521,0.5346
0.95253,0.53421
0.95296,0.5333
0.95338,0.53315
0.95381,0.53264
0.95423,0.53232
0.95466,0.53258
0.95508,0.53205
0.95551,0.53196
0.95593,0.53206
0.95636,0.53242
0.95678,0.53202
0.95721,0.53197
0.95763,0.53121
0.95806,0.53093
0.95848,0.5303
0.95891,0.52989
0.95933,0.52908
0.95976,0.52887
0.96018,0.52828
0.96061,0.52831
0.96103,0.52773
0.96146,0.52702
0.96188,0.52692
0.96231,0.52656
0.96273,0.52524
0.96315,0.5256
0.96358,0.52497
0.964,0.52442
0.96443,0.52408
0.96485,0.52325
0.96528,0.52211
0.9657,0.52168
0.96613,0.52136
0.96655,0.52094
0.96698,0.52062
0.9674,0.52019
0.96782,0.52032
0.96825,0.52023
0.96867,0.51914
0.9691,0.51998
0.96952,0.51947
0.96995,0.51908
0.97037,0.5191
0.97079,0.51817
0.97122,0.51771
0.97164,0.51702
0.97207,0.51683
0.97249,0.51583
0.97291,0.5158
0.97334,0.51446
0.97376,0.51342
0.97419,0.51264
0.97461,0.51272
0.97503,0.51148
0.97546,0.51115
0.97588,0.51068
0.97631,0.5103
0.97673,0.50981
0.97715,0.50946
0.97758,0.50878
0.978,0.50851
0.97843,0.50749
0.97885,0.50715
0.97927,0.50687
0.9797,0.5066
0.98012,0.50602
0.98054,0.50535
0.98097,0.50469
0.98139,0.5047
0.98181,0.50416
0.98224,0.50415
0.98266,0.50341
0.98309,0.50319
0.98351,0.5032
0.98393,0.50322
0.98436,0.50347
0.98478,0.50324
0.9852,0.50313
0.98563,0.5028
0.98605,0.50232
0.98647,0.50196
0.9869,0.50169
0.98732,0.50063
0.98774,0.50016
0.98817,0.49891
0.98859,0.49915
0.98901,0.49915
0.98943,0.49897
0.98986,0.49872
0.99028,0.49805
0.9907,0.49829
0.99113,0.49791
0.99155,0.49787
0.99197,0.49724
0.9924,0.49703
0.99282,0.4967
0.99324,0.49623
0.99366,0.4959
0.99409,0.49569
0.99451,0.49493
0.99493,0.49478
0.99535,0.49447
0.99578,0.49425
0.9962,0.49367
0.99662,0.49367
0.99705,0.49315
0.99747,0.49261
0.99789,0.49181
0.99831,0.49139
0.99874,0.49133
0.99916,0.49088
0.99958,0.4909
1.0013,0.4906
1.0028,0.48917
1.0044,0.48744
1.006,0.48582
1.0075,0.4838
1.0091,0.48086
1.0107,0.4783
1.0122,0.47809
1.0138,0.47947
1.0154,0.48009
1.017,0.47948
1.0186,0.47815
1.0202,0.47669
1.0218,0.47586
1.0234,0.47529
1.0251,0.47406
1.0267,0.47239
1.0283,0.4715
1.0299,0.47128
1.0316,0.47064
1.0332,0.46986
1.0349,0.46925
1.0365,0.46843
1.0382,0.46778
1.0399,0.46802
1.0415,0.46941
1.0432,0.47056
1.0449,0.46956
1.0466,0.46739
1.0483,0.46657
1.05,0.46718
1.0517,0.46736
1.0534,0.46668
1.0551,0.46625
1.0568,0.46627
1.0586,0.46668
1.0603,0.46735
1.062,0.46715
1.0638,0.46613
1.0655,0.46531
1.0673,0.46495
1.069,0.46517
1.0708,0.466
1.0726,0.46714
1.0744,0.46827
1.0761,0.46908
1.0779,0.47002
1.0797,0.47156
1.0815,0.47304
1.0833,0.47385
1.0851,0.47464
1.087,0.47579
1.0888,0.47646
1.0906,0.47654
1.0925,0.47709
1.0943,0.47823
1.0962,0.47943
1.098,0.48109
1.0999,0.48335
1.1018,0.48483
1.1036,0.48504
1.1055,0.48594
1.1074,0.48859
1.1093,0.49113
1.1112,0.49192
1.1131,0.49164
1.115,0.49215
1.117,0.49409
1.1189,0.49606
1.1208,0.49706
1.1228,0.49794
1.1247,0.49951
1.1267,0.50165
1.1286,0.50376
1.1306,0.50493
1.1326,0.50525
1.1346,0.50618
1.1366,0.50833
1.1385,0.51055
1.1406,0.51201
1.1426,0.51285
1.1446,0.5137
1.1466,0.51518
1.1486,0.51674
1.1507,0.51766
1.1527,0.51825
1.1548,0.51896
1.1568,0.52002
1.1589,0.52136
1.161,0.52271
1.1631,0.52365
1.1652,0.52394
1.1673,0.52398
1.1694,0.5242
1.1715,0.52477
1.1736,0.52555
1.1757,0.52604
1.1779,0.52622
1.18,0.52677
1.1822,0.52809
1.1843,0.52966
1.1865,0.53065
1.1887,0.53096
1.1909,0.53144
1.1931,0.53222
1.1953,0.53278
1.1975,0.53285
1.1997,0.53251
1.2019,0.53225
1.2042,0.53241
1.2064,0.53298
1.2086,0.53366
1.2109,0.53393
1.2132,0.53395
1.2154,0.53441
1.2177,0.53563
1.22,0.53732
1.2223,0.5385
1.2246,0.53868
1.227,0.53883
1.2293,0.53942
1.2316,0.54008
1.234,0.54085
1.2363,0.54192
1.2387,0.54296
1.2411,0.54387
1.2434,0.54487
1.2458,0.54589
1.2482,0.54689
1.2506,0.54826
1.2531,0.54965
1.2555,0.55072
1.2579,0.55188
1.2604,0.55307
1.2628,0.55383
1.2653,0.55427
1.2678,0.55502
1.2703,0.55606
1.2728,0.55719
1.2753,0.55882
1.2778,0.56098
1.2803,0.56295
1.2828,0.56426
1.2854,0.56494
1.2879,0.56539
1.2905,0.56613
1.2931,0.56727
1.2957,0.56876
1.2983,0.57027
1.3009,0.57148
1.3035,0.57269
1.3061,0.57388
1.3088,0.5749
1.3114,0.57623
1.3141,0.57796
1.3167,0.57969
1.3194,0.58126
1.3221,0.58273
1.3248,0.58429
1.3275,0.58605
1.3303,0.58767
1.333,0.58892
1.3357,0.5903
1.3385,0.59202
1.3413,0.59368
1.3441,0.59535
1.3468,0.59724
1.3497,0.59898
1.3525,0.60036
1.3553,0.60168
1.3581,0.60294
1.361,0.60401
1.3639,0.6056
1.3667,0.60856
1.3696,0.61254
1.3725,0.61627
1.3754,0.6185
1.3784,0.61951
1.3813,0.62113
1.3843,0.62425
1.3872,0.6277
1.3902,0.63049
1.3932,0.63346
1.3962,0.63716
1.3992,0.64079
1.4022,0.64382
1.4053,0.64664
1.4083,0.64949
1.4114,0.65218
1.4145,0.65504
1.4176,0.65872
1.4207,0.66263
1.4238,0.66576
1.4269,0.66793
1.4301,0.6696
1.4333,0.67132
1.4364,0.67386
1.4396,0.67741
1.4428,0.68108
1.4461,0.68409
1.4493,0.68673
1.4525,0.68951
1.4558,0.69227
1.4591,0.69494
1.4624,0.69788
1.4657,0.70096
1.469,0.70401
1.4724,0.70729
1.4757,0.71067
1.4791,0.71357
1.4825,0.71595
1.4859,0.71851
1.4893,0.72189
1.4927,0.72547
1.4962,0.72851
1.4996,0.7315
1.5031,0.73512
1.5066,0.73895
1.5101,0.74207
1.5136,0.74431
1.5172,0.74636
1.5207,0.74904
1.5243,0.75262
1.5279,0.75618
1.5315,0.75888
1.5352,0.76117
1.5388,0.76361
1.5425,0.76656
1.5461,0.7702
1.5498,0.77398
1.5536,0.77709
1.5573,0.7797
1.561,0.78225
1.5648,0.78468
1.5686,0.7869
1.5724,0.7892
1.5762,0.79154
1.5801,0.79341
1.5839,0.79491
1.5878,0.7968
1.5917,0.79922
1.5957,0.80142
1.5996,0.80322
1.6036,0.80491
1.6075,0.80678
1.6115,0.80866
1.6155,0.81014
1.6196,0.8113
1.6236,0.81288
1.6277,0.8144
1.6318,0.81529
1.6359,0.81648
1.6401,0.81817
1.6443,0.81949
1.6484,0.82063
1.6526,0.82201
1.6569,0.82308
1.6611,0.82327
1.6654,0.8234
1.6697,0.8244
1.674,0.82591
1.6783,0.82721
1.6827,0.82823
1.6871,0.82906
1.6915,0.83008
1.6959,0.83127
1.7004,0.83236
1.7048,0.83361
1.7093,0.83497
1.7138,0.83616
1.7184,0.83708
1.723,0.83735
1.7276,0.83707
1.7322,0.83713
1.7368,0.83817
1.7415,0.83989
1.7462,0.84178
1.7509,0.84323
1.7556,0.84369
1.7604,0.84305
1.7652,0.84201
1.77,0.84149
1.7749,0.84146
1.7798,0.84178
1.7847,0.84257
1.7896,0.84369
1.7946,0.8445
1.7995,0.84467
1.8046,0.84418
1.8096,0.84346
1.8147,0.84276
1.8198,0.84182
1.8249,0.84037
1.83,0.83808
1.8352,0.8357
1.8404,0.83501
1.8457,0.83581
1.851,0.83673
1.8563,0.83721
1.8616,0.8369
1.867,0.83541
1.8724,0.83496
1.8778,0.83703
1.8832,0.83923
1.8887,0.83971
1.8943,0.83863
1.8998,0.83723
1.9054,0.83722
1.911,0.83841
1.9167,0.83937
1.9224,0.83962
1.9281,0.83937
1.9338,0.83913
1.9396,0.83999
1.9454,0.84154
1.9513,0.84215
1.9572,0.84126
1.9631,0.8401
1.9691,0.83966
1.9751,0.84007
1.9811,0.84078
1.9872,0.84084
1.9933,0.84031
1.9995,0.83902
2.0057,0.83846
2.0119,0.83824
2.0182,0.83809
2.0245,0.83785
2.0308,0.83766
2.0372,0.8372
2.0436,0.83692
2.0501,0.83748
2.0566,0.83832
2.0632,0.83856
2.0698,0.83838
2.0764,0.83898
2.0831,0.84043
2.0898,0.84184
2.0966,0.84254
2.1034,0.84349
2.1102,0.84486
2.1171,0.84549
2.124,0.84412
2.131,0.84191
2.1381,0.84016
2.1451,0.83967
2.1523,0.83996
2.1594,0.84
2.1667,0.83983
2.1739,0.83882
2.1813,0.83888
2.1886,0.83948
2.196,0.84068
2.2035,0.84157
2.211,0.84147
2.2186,0.84083
2.2262,0.84067
2.2339,0.84071
2.2416,0.83989
2.2494,0.83846
2.2573,0.8371
