KC-OL-lm_0,
W,R
1.0179,0.47946
1.0181,0.47969
1.0183,0.47914
1.0185,0.47811
1.0187,0.47749
1.0189,0.47784
1.0191,0.47806
1.0193,0.47735
1.0195,0.47681
1.0197,0.47715
1.0199,0.47748
1.0201,0.47729
1.0203,0.47686
1.0205,0.47628
1.0207,0.47565
1.0209,0.47553
1.0211,0.4763
1.0213,0.47715
1.0215,0.47665
1.0217,0.4749
1.0219,0.47369
1.0221,0.47409
1.0223,0.47559
1.0225,0.4772
1.0227,0.4778
1.0229,0.47689
1.0231,0.47547
1.0233,0.47479
1.0235,0.47448
1.0237,0.47375
1.0239,0.47324
1.0241,0.47366
1.0243,0.47427
1.0245,0.4743
1.0247,0.47411
1.0249,0.47423
1.0251,0.47479
1.0254,0.47512
1.0256,0.4743
1.0258,0.47281
1.026,0.47182
1.0262,0.47124
1.0264,0.47096
1.0266,0.4715
1.0268,0.47228
1.027,0.47234
1.0272,0.47224
1.0274,0.47247
1.0276,0.47268
1.0278,0.47272
1.028,0.47263
1.0282,0.47262
1.0284,0.4729
1.0286,0.47286
1.0288,0.47219
1.029,0.47165
1.0292,0.47172
1.0294,0.4723
1.0296,0.473
1.0298,0.47279
1.03,0.47157
1.0302,0.47075
1.0304,0.47072
1.0307,0.47114
1.0309,0.47229
1.0311,0.47347
1.0313,0.47343
1.0315,0.47246
1.0317,0.47124
1.0319,0.47004
1.0321,0.46962
1.0323,0.47
1.0325,0.47046
1.0327,0.47106
1.0329,0.47174
1.0331,0.47159
1.0333,0.47059
1.0335,0.46984
1.0337,0.46988
1.0339,0.47023
1.0341,0.4702
1.0344,0.47004
1.0346,0.47037
1.0348,0.4706
1.035,0.46996
1.0352,0.46904
1.0354,0.46855
1.0356,0.46869
1.0358,0.46968
1.036,0.47071
1.0362,0.47071
1.0364,0.47005
1.0366,0.46936
1.0368,0.46857
1.037,0.46793
1.0372,0.46766
1.0375,0.46758
1.0377,0.46812
1.0379,0.46922
1.0381,0.46962
1.0383,0.46933
1.0385,0.46948
1.0387,0.46992
1.0389,0.47005
1.0391,0.47012
1.0393,0.47015
1.0395,0.4698
1.0397,0.46928
1.04,0.46887
1.0402,0.46851
1.0404,0.4681
1.0406,0.46764
1.0408,0.46749
1.041,0.46786
1.0412,0.46813
1.0414,0.46791
1.0416,0.46763
1.0418,0.46745
1.042,0.46727
1.0423,0.46721
1.0425,0.46745
1.0427,0.46814
1.0429,0.4689
1.0431,0.46853
1.0433,0.46705
1.0435,0.46642
1.0437,0.46728
1.0439,0.4681
1.0441,0.46803
1.0444,0.46771
1.0446,0.46753
1.0448,0.46732
1.045,0.46712
1.0452,0.46722
1.0454,0.46767
1.0456,0.46795
1.0458,0.46782
1.046,0.46755
1.0462,0.46707
1.0465,0.46629
1.0467,0.4659
1.0469,0.46618
1.0471,0.46658
1.0473,0.46683
1.0475,0.46706
1.0477,0.46726
1.0479,0.46734
1.0482,0.46715
1.0484,0.46682
1.0486,0.46677
1.0488,0.46702
1.049,0.4673
1.0492,0.4678
1.0494,0.46828
1.0496,0.468
1.0498,0.46743
1.0501,0.46756
1.0503,0.46781
1.0505,0.46731
1.0507,0.46671
1.0509,0.4668
1.0511,0.46697
1.0513,0.46639
1.0516,0.46558
1.0518,0.46568
1.052,0.46657
1.0522,0.46697
1.0524,0.46663
1.0526,0.4664
1.0528,0.46627
1.053,0.46581
1.0533,0.46565
1.0535,0.46642
1.0537,0.46714
1.0539,0.46676
1.0541,0.46573
1.0543,0.46518
1.0545,0.46548
1.0548,0.46597
1.055,0.46606
1.0552,0.46615
1.0554,0.46659
1.0556,0.46671
1.0558,0.46619
1.056,0.46606
1.0563,0.46685
1.0565,0.46763
1.0567,0.46749
1.0569,0.46666
1.0571,0.46582
1.0573,0.46532
1.0576,0.46525
1.0578,0.46579
1.058,0.46688
1.0582,0.4678
1.0584,0.46778
1.0586,0.46711
1.0589,0.46656
1.0591,0.46629
1.0593,0.46612
1.0595,0.46612
1.0597,0.46628
1.0599,0.46631
1.0602,0.46634
1.0604,0.46664
1.0606,0.46681
1.0608,0.46639
1.061,0.46594
1.0612,0.46603
1.0615,0.46628
1.0617,0.46642
1.0619,0.46659
1.0621,0.46652
1.0623,0.4662
1.0625,0.46618
1.0628,0.46639
1.063,0.46643
1.0632,0.46663
1.0634,0.46717
1.0636,0.4676
1.0639,0.46774
1.0641,0.46777
1.0643,0.46776
1.0645,0.46788
1.0647,0.46796
1.0649,0.46766
1.0652,0.46716
1.0654,0.46705
1.0656,0.46741
1.0658,0.46792
1.066,0.46821
1.0663,0.46808
1.0665,0.46774
1.0667,0.46771
1.0669,0.46819
1.0671,0.4688
1.0674,0.46888
1.0676,0.46834
1.0678,0.46788
1.068,0.46808
1.0682,0.46861
1.0685,0.46872
1.0687,0.46853
1.0689,0.46857
1.0691,0.46845
1.0693,0.46779
1.0696,0.4674
1.0698,0.46778
1.07,0.46822
1.0702,0.46838
1.0704,0.46847
1.0707,0.46846
1.0709,0.46852
1.0711,0.46887
1.0713,0.46918
1.0715,0.46949
1.0718,0.46997
1.072,0.47016
1.0722,0.47007
1.0724,0.4701
1.0727,0.47
1.0729,0.46968
1.0731,0.46969
1.0733,0.46993
1.0735,0.46994
1.0738,0.4699
1.074,0.47019
1.0742,0.47087
1.0744,0.47171
1.0747,0.47225
1.0749,0.47225
1.0751,0.4718
1.0753,0.47107
1.0755,0.47041
1.0758,0.46991
1.076,0.4694
1.0762,0.46938
1.0764,0.47027
1.0767,0.47129
1.0769,0.47169
1.0771,0.4718
1.0773,0.4719
1.0776,0.47169
1.0778,0.47127
1.078,0.47111
1.0782,0.47138
1.0785,0.47174
1.0787,0.47191
1.0789,0.47176
1.0791,0.4713
1.0794,0.47084
1.0796,0.47078
1.0798,0.47106
1.08,0.47153
1.0803,0.47225
1.0805,0.47293
1.0807,0.47312
1.0809,0.47309
1.0812,0.47325
1.0814,0.47334
1.0816,0.47319
1.0818,0.47339
1.0821,0.47397
1.0823,0.47404
1.0825,0.47346
1.0827,0.47325
1.083,0.47363
1.0832,0.47373
1.0834,0.47336
1.0836,0.47316
1.0839,0.47331
1.0841,0.47361
1.0843,0.47386
1.0845,0.47388
1.0848,0.47395
1.085,0.47439
1.0852,0.47489
1.0855,0.47504
1.0857,0.47499
1.0859,0.47516
1.0861,0.47564
1.0864,0.47577
1.0866,0.47523
1.0868,0.47511
1.087,0.47602
1.0873,0.47688
1.0875,0.47732
1.0877,0.4778
1.088,0.47787
1.0882,0.47728
1.0884,0.47675
1.0886,0.4765
1.0889,0.4766
1.0891,0.47721
1.0893,0.47764
1.0896,0.47765
1.0898,0.47776
1.09,0.47758
1.0902,0.47695
1.0905,0.47703
1.0907,0.47792
1.0909,0.47838
1.0912,0.47837
1.0914,0.47862
1.0916,0.47897
1.0919,0.47902
1.0921,0.47867
1.0923,0.47813
1.0925,0.47805
1.0928,0.47875
1.093,0.47946
1.0932,0.47929
1.0935,0.47868
1.0937,0.4788
1.0939,0.47973
1.0942,0.48055
1.0944,0.4807
1.0946,0.48013
1.0948,0.47941
1.0951,0.47928
1.0953,0.47949
1.0955,0.47957
1.0958,0.47996
1.096,0.48085
1.0962,0.48168
1.0965,0.4822
1.0967,0.48222
1.0969,0.48172
1.0972,0.48169
1.0974,0.48256
1.0976,0.48325
1.0979,0.48302
1.0981,0.48238
1.0983,0.48208
1.0986,0.48244
1.0988,0.48306
1.099,0.48346
1.0993,0.48367
1.0995,0.48362
1.0997,0.48342
1.1,0.48355
1.1002,0.48386
1.1004,0.48377
1.1007,0.48351
1.1009,0.48347
1.1011,0.48366
1.1014,0.48407
1.1016,0.48439
1.1018,0.48432
1.1021,0.4843
1.1023,0.48468
1.1025,0.48498
1.1028,0.48493
1.103,0.48512
1.1032,0.48581
1.1035,0.48634
1.1037,0.48633
1.1039,0.48626
1.1042,0.48636
1.1044,0.4865
1.1046,0.48691
1.1049,0.48753
1.1051,0.4877
1.1054,0.48745
1.1056,0.48738
1.1058,0.48743
1.1061,0.48739
1.1063,0.48742
1.1065,0.48763
1.1068,0.48792
1.107,0.4881
1.1072,0.48816
1.1075,0.48836
1.1077,0.48858
1.1079,0.4886
1.1082,0.48875
1.1084,0.48919
1.1087,0.48951
1.1089,0.48963
1.1091,0.4898
1.1094,0.48991
1.1096,0.48985
1.1098,0.48972
1.1101,0.48966
1.1103,0.48981
1.1106,0.49007
1.1108,0.48998
1.111,0.48978
1.1113,0.49023
1.1115,0.49104
1.1118,0.49129
1.112,0.49107
1.1122,0.49098
1.1125,0.49107
1.1127,0.49133
1.1129,0.49174
1.1132,0.49182
1.1134,0.49155
1.1137,0.49158
1.1139,0.49209
1.1141,0.49264
1.1144,0.49302
1.1146,0.49324
1.1149,0.49344
1.1151,0.49366
1.1153,0.49372
1.1156,0.49373
1.1158,0.49396
1.1161,0.49411
1.1163,0.49399
1.1165,0.49405
1.1168,0.49443
1.117,0.49479
1.1173,0.49513
1.1175,0.49541
1.1177,0.49527
1.118,0.49482
1.1182,0.49475
1.1185,0.49524
1.1187,0.49571
1.1189,0.49583
1.1192,0.49599
1.1194,0.4964
1.1197,0.49683
1.1199,0.49697
1.1202,0.49677
1.1204,0.49653
1.1206,0.49658
1.1209,0.49681
1.1211,0.49712
1.1214,0.4975
1.1216,0.49763
1.1219,0.49763
1.1221,0.49817
1.1223,0.49891
1.1226,0.49896
1.1228,0.49857
1.1231,0.49843
1.1233,0.4986
1.1236,0.49898
1.1238,0.49941
1.124,0.4995
1.1243,0.49937
1.1245,0.49956
1.1248,0.4999
1.125,0.50006
1.1253,0.50033
1.1255,0.50084
1.1257,0.50113
1.126,0.50105
1.1262,0.50103
1.1265,0.50129
1.1267,0.50174
1.127,0.50206
1.1272,0.50187
1.1275,0.50148
1.1277,0.50148
1.128,0.50175
1.1282,0.50196
1.1284,0.50219
1.1287,0.50233
1.1289,0.5022
1.1292,0.50198
1.1294,0.50184
1.1297,0.50195
1.1299,0.50244
1.1302,0.50299
1.1304,0.50324
1.1307,0.50325
1.1309,0.50316
1.1312,0.50306
1.1314,0.5031
1.1316,0.50334
1.1319,0.50384
1.1321,0.50439
1.1324,0.50451
1.1326,0.5043
1.1329,0.50435
1.1331,0.50473
1.1334,0.50516
1.1336,0.5055
1.1339,0.50561
1.1341,0.50559
1.1344,0.50571
1.1346,0.50602
1.1349,0.50644
1.1351,0.5067
1.1354,0.50664
1.1356,0.50659
1.1359,0.50678
1.1361,0.50685
1.1364,0.50671
1.1366,0.50681
1.1369,0.50724
1.1371,0.50771
1.1374,0.50815
1.1376,0.50859
1.1379,0.50888
1.1381,0.50897
1.1384,0.50896
1.1386,0.50874
1.1389,0.50825
1.1391,0.50793
1.1394,0.50795
1.1396,0.50818
1.1399,0.50879
1.1401,0.50967
1.1404,0.51006
1.1406,0.50982
1.1409,0.50957
1.1411,0.50941
1.1414,0.50937
1.1416,0.50978
1.1419,0.51035
1.1421,0.51047
1.1424,0.51037
1.1426,0.51068
1.1429,0.51127
1.1431,0.51149
1.1434,0.51134
1.1436,0.51144
1.1439,0.51187
1.1441,0.51222
1.1444,0.51234
1.1446,0.51232
1.1449,0.51232
1.1451,0.51249
1.1454,0.51252
1.1456,0.51208
1.1459,0.51172
1.1462,0.51192
1.1464,0.51228
1.1467,0.51227
1.1469,0.51207
1.1472,0.51211
1.1474,0.5125
1.1477,0.51304
1.1479,0.51359
1.1482,0.51398
1.1484,0.51389
1.1487,0.51355
1.1489,0.51355
1.1492,0.51376
1.1495,0.51363
1.1497,0.51348
1.15,0.5139
1.1502,0.51449
1.1505,0.51462
1.1507,0.51438
1.151,0.51427
1.1512,0.51449
1.1515,0.51487
1.1518,0.51517
1.152,0.51519
1.1523,0.51522
1.1525,0.51561
1.1528,0.51604
1.153,0.51608
1.1533,0.51599
1.1535,0.51612
1.1538,0.51643
1.1541,0.51668
1.1543,0.51676
1.1546,0.51673
1.1548,0.51673
1.1551,0.51675
1.1553,0.51666
1.1556,0.51641
1.1559,0.51643
1.1561,0.51714
1.1564,0.51789
1.1566,0.51756
1.1569,0.51668
1.1572,0.51659
1.1574,0.51726
1.1577,0.51774
1.1579,0.51783
1.1582,0.51788
1.1584,0.51816
1.1587,0.51867
1.159,0.51902
1.1592,0.51902
1.1595,0.51901
1.1597,0.51901
1.16,0.51881
1.1603,0.51861
1.1605,0.51863
1.1608,0.51882
1.161,0.51884
1.1613,0.5186
1.1616,0.51854
1.1618,0.51894
1.1621,0.51941
1.1623,0.51954
1.1626,0.51949
1.1629,0.51956
1.1631,0.51978
1.1634,0.51998
1.1636,0.51996
1.1639,0.51978
1.1642,0.51971
1.1644,0.51972
1.1647,0.51964
1.165,0.51977
1.1652,0.52033
1.1655,0.52079
1.1657,0.52076
1.166,0.52057
1.1663,0.52052
1.1665,0.52049
1.1668,0.52055
1.1671,0.52067
1.1673,0.52071
1.1676,0.52094
1.1678,0.52142
1.1681,0.52159
1.1684,0.52147
1.1686,0.52166
1.1689,0.52195
1.1692,0.52178
1.1694,0.52136
1.1697,0.5212
1.1699,0.52143
1.1702,0.52199
1.1705,0.52261
1.1707,0.52297
1.171,0.52297
1.1713,0.52278
1.1715,0.52277
1.1718,0.52309
1.1721,0.52328
1.1723,0.52301
1.1726,0.52279
1.1729,0.52317
1.1731,0.52371
1.1734,0.52375
1.1737,0.52338
1.1739,0.52326
1.1742,0.52362
1.1745,0.524
1.1747,0.5241
1.175,0.52421
1.1752,0.52445
1.1755,0.52458
1.1758,0.52455
1.176,0.5245
1.1763,0.52442
1.1766,0.52428
1.1769,0.52412
1.1771,0.52413
1.1774,0.5244
1.1777,0.52471
1.1779,0.52485
1.1782,0.52497
1.1785,0.5252
1.1787,0.52544
1.179,0.52571
1.1793,0.52595
1.1795,0.52568
1.1798,0.52489
1.1801,0.52465
1.1803,0.5255
1.1806,0.52643
1.1809,0.52659
1.1811,0.52653
1.1814,0.52675
1.1817,0.52673
1.1819,0.52646
1.1822,0.52659
1.1825,0.52695
1.1828,0.52698
1.183,0.527
1.1833,0.52717
1.1836,0.52704
1.1838,0.5266
1.1841,0.52644
1.1844,0.52669
1.1846,0.52698
1.1849,0.527
1.1852,0.52704
1.1855,0.52745
1.1857,0.52771
1.186,0.52735
1.1863,0.52712
1.1865,0.5275
1.1868,0.52787
1.1871,0.52783
1.1874,0.52777
1.1876,0.52778
1.1879,0.52778
1.1882,0.52802
1.1884,0.52857
1.1887,0.52895
1.189,0.52888
1.1893,0.52863
1.1895,0.52864
1.1898,0.52897
1.1901,0.52934
1.1904,0.5294
1.1906,0.52917
1.1909,0.52908
1.1912,0.52939
1.1915,0.52985
1.1917,0.53008
1.192,0.52993
1.1923,0.52954
1.1925,0.5293
1.1928,0.52936
1.1931,0.52948
1.1934,0.52951
1.1936,0.52958
1.1939,0.52978
1.1942,0.53021
1.1945,0.53079
1.1947,0.53113
1.195,0.53109
1.1953,0.53098
1.1956,0.531
1.1958,0.53097
1.1961,0.53075
1.1964,0.53066
1.1967,0.53077
1.197,0.53072
1.1972,0.53061
1.1975,0.53079
1.1978,0.5309
1.1981,0.53073
1.1983,0.5308
1.1986,0.53111
1.1989,0.53122
1.1992,0.53125
1.1994,0.53147
1.1997,0.53177
1.2,0.53208
1.2003,0.53233
1.2006,0.53244
1.2008,0.53259
1.2011,0.53276
1.2014,0.53269
1.2017,0.53251
1.2019,0.53244
1.2022,0.53236
1.2025,0.53219
1.2028,0.53199
1.2031,0.53184
1.2033,0.53195
1.2036,0.53235
1.2039,0.5327
1.2042,0.53281
1.2045,0.53291
1.2047,0.53298
1.205,0.53276
1.2053,0.53249
1.2056,0.53266
1.2059,0.53317
1.2061,0.53362
1.2064,0.53385
1.2067,0.53388
1.207,0.53403
1.2073,0.53434
1.2075,0.53433
1.2078,0.53408
1.2081,0.53425
1.2084,0.53465
1.2087,0.53467
1.209,0.53439
1.2092,0.53419
1.2095,0.53438
1.2098,0.53495
1.2101,0.53529
1.2104,0.53509
1.2106,0.53482
1.2109,0.53461
1.2112,0.53434
1.2115,0.53434
1.2118,0.53473
1.2121,0.53516
1.2123,0.53544
1.2126,0.53566
1.2129,0.53578
1.2132,0.5356
1.2135,0.53512
1.2138,0.53488
1.214,0.53525
1.2143,0.53567
1.2146,0.53564
1.2149,0.53546
1.2152,0.53559
1.2155,0.53596
1.2158,0.53623
1.216,0.53641
1.2163,0.53676
1.2166,0.53707
1.2169,0.537
1.2172,0.53685
1.2175,0.53699
1.2178,0.53738
1.218,0.53779
1.2183,0.53792
1.2186,0.53771
1.2189,0.53752
1.2192,0.53736
1.2195,0.53714
1.2198,0.53717
1.22,0.53746
1.2203,0.53757
1.2206,0.53755
1.2209,0.53758
1.2212,0.53752
1.2215,0.53736
1.2218,0.53719
1.2221,0.53713
1.2223,0.53742
1.2226,0.53793
1.2229,0.53813
1.2232,0.53797
1.2235,0.53802
1.2238,0.53853
1.2241,0.53902
1.2244,0.53901
1.2247,0.53873
1.2249,0.53865
1.2252,0.53875
1.2255,0.53899
1.2258,0.53935
1.2261,0.53953
1.2264,0.53942
1.2267,0.53923
1.227,0.53906
1.2273,0.53907
1.2276,0.53935
1.2278,0.53964
1.2281,0.53988
1.2284,0.54011
1.2287,0.54008
1.229,0.5399
1.2293,0.54009
1.2296,0.54056
1.2299,0.54085
1.2302,0.54091
1.2305,0.54084
1.2308,0.54075
1.2311,0.5408
1.2313,0.54092
1.2316,0.54084
1.2319,0.54067
1.2322,0.54081
1.2325,0.54127
1.2328,0.54161
1.2331,0.54162
1.2334,0.54149
1.2337,0.54148
1.234,0.54171
1.2343,0.54208
1.2346,0.54216
1.2349,0.54188
1.2352,0.54176
1.2355,0.54205
1.2357,0.54251
1.236,0.54279
1.2363,0.54278
1.2366,0.54255
1.2369,0.54238
1.2372,0.54237
1.2375,0.54255
1.2378,0.54283
1.2381,0.54301
1.2384,0.54309
1.2387,0.54314
1.239,0.54313
1.2393,0.54322
1.2396,0.54357
1.2399,0.54382
1.2402,0.54389
1.2405,0.5442
1.2408,0.54465
1.2411,0.54474
1.2414,0.54451
1.2417,0.54441
1.242,0.54453
1.2423,0.54456
1.2426,0.54453
1.2429,0.54483
1.2432,0.54525
1.2435,0.54528
1.2438,0.54512
1.2441,0.54519
1.2443,0.54537
1.2446,0.54549
1.2449,0.5456
1.2452,0.54569
1.2455,0.54567
1.2458,0.54564
1.2461,0.5458
1.2464,0.54606
1.2467,0.54605
1.247,0.54589
1.2473,0.54607
1.2476,0.54652
1.2479,0.54685
1.2482,0.54688
1.2485,0.54667
1.2488,0.54673
1.2491,0.54723
1.2494,0.5474
1.2497,0.54703
1.25,0.54689
1.2504,0.54711
1.2507,0.5473
1.251,0.54768
1.2513,0.54816
1.2516,0.5483
1.2519,0.54826
1.2522,0.54825
1.2525,0.54816
1.2528,0.54804
1.2531,0.54793
1.2534,0.54799
1.2537,0.54852
1.254,0.54914
1.2543,0.54926
1.2546,0.54907
1.2549,0.54899
1.2552,0.54905
1.2555,0.54922
1.2558,0.54932
1.2561,0.54923
1.2564,0.54919
1.2567,0.54932
1.257,0.54968
1.2573,0.55033
1.2576,0.55093
1.2579,0.55108
1.2582,0.55082
1.2585,0.55047
1.2588,0.55037
1.2592,0.55058
1.2595,0.5507
1.2598,0.55064
1.2601,0.55062
1.2604,0.55063
1.2607,0.55062
1.261,0.55084
1.2613,0.55123
1.2616,0.5514
1.2619,0.55132
1.2622,0.55131
1.2625,0.55154
1.2628,0.55197
1.2631,0.55236
1.2635,0.55257
1.2638,0.55264
1.2641,0.5527
1.2644,0.55271
1.2647,0.55273
1.265,0.55283
1.2653,0.55295
1.2656,0.55283
1.2659,0.55272
1.2662,0.553
1.2665,0.55346
1.2668,0.55375
1.2672,0.55392
1.2675,0.55398
1.2678,0.55396
1.2681,0.55409
1.2684,0.5544
1.2687,0.55452
1.269,0.55441
1.2693,0.55451
1.2696,0.55503
1.2699,0.55559
1.2703,0.55578
1.2706,0.55578
1.2709,0.55581
1.2712,0.55572
1.2715,0.55556
1.2718,0.55557
1.2721,0.55567
1.2724,0.5558
1.2728,0.55608
1.2731,0.5565
1.2734,0.55685
1.2737,0.55716
1.274,0.55742
1.2743,0.55741
1.2746,0.55704
1.2749,0.55675
1.2753,0.55694
1.2756,0.55732
1.2759,0.5574
1.2762,0.5574
1.2765,0.55774
1.2768,0.55818
1.2771,0.55837
1.2775,0.55848
1.2778,0.5587
1.2781,0.55885
1.2784,0.55885
1.2787,0.55892
1.279,0.55909
1.2793,0.55917
1.2797,0.5592
1.28,0.55925
1.2803,0.55929
1.2806,0.55932
1.2809,0.55939
1.2812,0.55952
1.2816,0.55981
1.2819,0.56014
1.2822,0.56022
1.2825,0.56016
1.2828,0.56026
1.2831,0.56052
1.2835,0.56087
1.2838,0.56122
1.2841,0.56138
1.2844,0.56134
1.2847,0.56134
1.2851,0.5614
1.2854,0.56154
1.2857,0.56189
1.286,0.5624
1.2863,0.5629
1.2867,0.56324
1.287,0.56339
1.2873,0.56335
1.2876,0.56318
1.2879,0.56305
1.2882,0.56317
1.2886,0.56341
1.2889,0.56361
1.2892,0.5639
1.2895,0.56427
1.2899,0.56454
1.2902,0.56469
1.2905,0.56477
1.2908,0.56481
1.2911,0.56503
1.2915,0.56541
1.2918,0.56567
1.2921,0.56575
1.2924,0.56586
1.2927,0.56603
1.2931,0.56624
1.2934,0.5663
1.2937,0.56607
1.294,0.56587
1.2944,0.5662
1.2947,0.56685
1.295,0.56721
1.2953,0.56721
1.2957,0.56729
1.296,0.56753
1.2963,0.56767
1.2966,0.56768
1.2969,0.56786
1.2973,0.56823
1.2976,0.56857
1.2979,0.56879
1.2982,0.56902
1.2986,0.56924
1.2989,0.56935
1.2992,0.56946
1.2996,0.5696
1.2999,0.56957
1.3002,0.56959
1.3005,0.57012
1.3009,0.57083
1.3012,0.57101
1.3015,0.57076
1.3018,0.5705
1.3022,0.57038
1.3025,0.57055
1.3028,0.571
1.3031,0.57137
1.3035,0.57154
1.3038,0.5717
1.3041,0.57191
1.3045,0.5722
1.3048,0.57246
1.3051,0.57242
1.3054,0.5723
1.3058,0.57255
1.3061,0.57301
1.3064,0.57327
1.3068,0.57342
1.3071,0.57386
1.3074,0.57444
1.3077,0.57454
1.3081,0.57411
1.3084,0.57388
1.3087,0.5743
1.3091,0.57501
1.3094,0.57548
1.3097,0.57546
1.3101,0.57534
1.3104,0.57557
1.3107,0.57592
1.3111,0.57604
1.3114,0.57623
1.3117,0.57656
1.312,0.57668
1.3124,0.57683
1.3127,0.57733
1.313,0.57773
1.3134,0.57778
1.3137,0.57783
1.314,0.57805
1.3144,0.57831
1.3147,0.57855
1.315,0.5788
1.3154,0.57911
1.3157,0.57947
1.316,0.57974
1.3164,0.57988
1.3167,0.57993
1.317,0.57986
1.3174,0.5798
1.3177,0.57997
1.318,0.58032
1.3184,0.58073
1.3187,0.58125
1.3191,0.58184
1.3194,0.58216
1.3197,0.58213
1.3201,0.58211
1.3204,0.5824
1.3207,0.58276
1.3211,0.58298
1.3214,0.58325
1.3217,0.58364
1.3221,0.584
1.3224,0.58416
1.3228,0.58415
1.3231,0.58418
1.3234,0.58449
1.3238,0.58492
1.3241,0.58522
1.3244,0.5854
1.3248,0.58559
1.3251,0.58594
1.3255,0.58634
1.3258,0.58647
1.3261,0.58634
1.3265,0.58649
1.3268,0.58702
1.3272,0.58745
1.3275,0.58757
1.3278,0.58771
1.3282,0.58803
1.3285,0.58829
1.3289,0.58833
1.3292,0.58838
1.3295,0.58857
1.3299,0.58881
1.3302,0.58902
1.3306,0.58922
1.3309,0.58934
1.3312,0.58942
1.3316,0.58972
1.3319,0.59018
1.3323,0.59039
1.3326,0.59033
1.333,0.59041
1.3333,0.59076
1.3336,0.59119
1.334,0.59153
1.3343,0.59175
1.3347,0.592
1.335,0.59245
1.3354,0.59283
1.3357,0.59279
1.336,0.59264
1.3364,0.59283
1.3367,0.59319
1.3371,0.59335
1.3374,0.59343
1.3378,0.59376
1.3381,0.59427
1.3385,0.59455
1.3388,0.59465
1.3392,0.59508
1.3395,0.59575
1.3398,0.59605
1.3402,0.59601
1.3405,0.59616
1.3409,0.59654
1.3412,0.59689
1.3416,0.59715
1.3419,0.59723
1.3423,0.59718
1.3426,0.59733
1.343,0.59784
1.3433,0.59837
1.3437,0.59849
1.344,0.59827
1.3444,0.59821
1.3447,0.59855
1.3451,0.599
1.3454,0.59934
1.3458,0.59963
1.3461,0.59992
1.3465,0.60026
1.3468,0.60064
1.3472,0.60104
1.3475,0.60139
1.3479,0.60166
1.3482,0.60186
1.3486,0.602
1.3489,0.60204
1.3493,0.60216
1.3496,0.6026
1.35,0.60318
1.3503,0.60345
1.3507,0.60354
1.351,0.60386
1.3514,0.6044
1.3517,0.60482
1.3521,0.60507
1.3524,0.60531
1.3528,0.60561
1.3531,0.60584
1.3535,0.60596
1.3538,0.6062
1.3542,0.60661
1.3545,0.60697
1.3549,0.60723
1.3553,0.60751
1.3556,0.60783
1.356,0.60821
1.3563,0.60875
1.3567,0.60926
1.357,0.60941
1.3574,0.60928
1.3577,0.60934
1.3581,0.6098
1.3585,0.61031
1.3588,0.61071
1.3592,0.61121
1.3595,0.61173
1.3599,0.61197
1.3602,0.61201
1.3606,0.61205
1.3609,0.6122
1.3613,0.61258
1.3617,0.6131
1.362,0.61345
1.3624,0.61357
1.3627,0.61359
1.3631,0.61376
1.3635,0.6143
1.3638,0.615
1.3642,0.61543
1.3645,0.61555
1.3649,0.61566
1.3652,0.61602
1.3656,0.6166
1.366,0.6171
1.3663,0.61735
1.3667,0.61754
1.367,0.61789
1.3674,0.61838
1.3678,0.61879
1.3681,0.61889
1.3685,0.61881
1.3689,0.61895
1.3692,0.61939
1.3696,0.61988
1.3699,0.62023
1.3703,0.62053
1.3707,0.62101
1.371,0.62147
1.3714,0.62163
1.3717,0.62164
1.3721,0.62186
1.3725,0.62215
1.3728,0.62244
1.3732,0.62291
1.3736,0.62349
1.3739,0.62395
1.3743,0.62425
1.3747,0.62439
1.375,0.62446
1.3754,0.62471
1.3758,0.62528
1.3761,0.62596
1.3765,0.62632
1.3768,0.62636
1.3772,0.62655
1.3776,0.627
1.3779,0.62739
1.3783,0.62765
1.3787,0.62791
1.379,0.62805
1.3794,0.62824
1.3798,0.62869
1.3801,0.62922
1.3805,0.62948
1.3809,0.62953
1.3812,0.62968
1.3816,0.63002
1.382,0.63035
1.3824,0.63057
1.3827,0.63088
1.3831,0.63128
1.3835,0.63161
1.3838,0.63183
1.3842,0.63196
1.3846,0.63213
1.3849,0.63261
1.3853,0.63324
1.3857,0.63358
1.386,0.63365
1.3864,0.63396
1.3868,0.63463
1.3872,0.63535
1.3875,0.63575
1.3879,0.63599
1.3883,0.63629
1.3886,0.63643
1.389,0.63643
1.3894,0.63667
1.3898,0.63727
1.3901,0.6379
1.3905,0.63825
1.3909,0.63829
1.3913,0.63831
1.3916,0.63864
1.392,0.63929
1.3924,0.64007
1.3927,0.6406
1.3931,0.64066
1.3935,0.64055
1.3939,0.64065
1.3942,0.64103
1.3946,0.64165
1.395,0.64228
1.3954,0.64256
1.3957,0.64267
1.3961,0.64303
1.3965,0.64358
1.3969,0.64408
1.3973,0.64449
1.3976,0.64478
1.398,0.64494
1.3984,0.64514
1.3988,0.64553
1.3991,0.64617
1.3995,0.64685
1.3999,0.64718
1.4003,0.64711
1.4006,0.64711
1.401,0.64764
1.4014,0.64855
1.4018,0.64935
1.4022,0.64984
1.4025,0.65011
1.4029,0.65031
1.4033,0.65051
1.4037,0.6507
1.4041,0.65089
1.4044,0.65131
1.4048,0.65181
1.4052,0.65202
1.4056,0.65215
1.406,0.65259
1.4063,0.65315
1.4067,0.65341
1.4071,0.65355
1.4075,0.65399
1.4079,0.65473
1.4083,0.65523
