KC-OL-lm_0,
W,R
1.4086,0.65531
1.409,0.65552
1.4094,0.65608
1.4098,0.6566
1.4102,0.65704
1.4106,0.65753
1.4109,0.65803
1.4113,0.65855
1.4117,0.65903
1.4121,0.65929
1.4125,0.6594
1.4129,0.6596
1.4132,0.65995
1.4136,0.66039
1.414,0.6608
1.4144,0.66106
1.4148,0.66122
1.4152,0.66144
1.4156,0.66178
1.4159,0.66214
1.4163,0.66248
1.4167,0.66295
1.4171,0.66349
1.4175,0.66381
1.4179,0.66412
1.4183,0.66465
1.4187,0.66513
1.419,0.66554
1.4194,0.66596
1.4198,0.66604
1.4202,0.66593
1.4206,0.66624
1.421,0.66698
1.4214,0.66771
1.4218,0.66829
1.4222,0.66868
1.4226,0.66903
1.4229,0.66948
1.4233,0.66984
1.4237,0.67005
1.4241,0.67029
1.4245,0.67052
1.4249,0.67084
1.4253,0.67126
1.4257,0.67157
1.4261,0.67184
1.4265,0.67238
1.4269,0.67309
1.4273,0.67368
1.4276,0.67412
1.428,0.67442
1.4284,0.67465
1.4288,0.67486
1.4292,0.67514
1.4296,0.67561
1.43,0.67622
1.4304,0.67682
1.4308,0.67732
1.4312,0.67774
1.4316,0.67814
1.432,0.67856
1.4324,0.67886
1.4328,0.67909
1.4332,0.67953
1.4336,0.68004
1.434,0.68032
1.4344,0.68053
1.4348,0.6809
1.4352,0.68138
1.4356,0.68176
1.4359,0.68192
1.4363,0.682
1.4367,0.68233
1.4371,0.68293
1.4375,0.6835
1.4379,0.68384
1.4383,0.68401
1.4387,0.68423
1.4391,0.68468
1.4395,0.68532
1.4399,0.68593
1.4403,0.68636
1.4407,0.68657
1.4411,0.68672
1.4415,0.68699
1.4419,0.6875
1.4423,0.6881
1.4427,0.68855
1.4431,0.68893
1.4435,0.68949
1.4439,0.69012
1.4443,0.69067
1.4447,0.69119
1.4452,0.69155
1.4456,0.69172
1.446,0.69209
1.4464,0.69262
1.4468,0.69283
1.4472,0.69283
1.4476,0.69303
1.448,0.6935
1.4484,0.69397
1.4488,0.69421
1.4492,0.69428
1.4496,0.69455
1.45,0.69518
1.4504,0.69592
1.4508,0.69638
1.4512,0.69658
1.4516,0.69683
1.452,0.69719
1.4524,0.69756
1.4528,0.69811
1.4533,0.69883
1.4537,0.69946
1.4541,0.70008
1.4545,0.70086
1.4549,0.70151
1.4553,0.70178
1.4557,0.7018
1.4561,0.70177
1.4565,0.70195
1.4569,0.7024
1.4573,0.70287
1.4577,0.70327
1.4582,0.7037
1.4586,0.70399
1.459,0.70418
1.4594,0.70474
1.4598,0.70567
1.4602,0.70623
1.4606,0.7061
1.461,0.70597
1.4614,0.70634
1.4619,0.70695
1.4623,0.70751
1.4627,0.708
1.4631,0.70841
1.4635,0.70875
1.4639,0.70914
1.4643,0.70953
1.4647,0.70986
1.4652,0.71027
1.4656,0.71086
1.466,0.71153
1.4664,0.71203
1.4668,0.71232
1.4672,0.71267
1.4676,0.71317
1.4681,0.71357
1.4685,0.71378
1.4689,0.71408
1.4693,0.71458
1.4697,0.71512
1.4701,0.71558
1.4706,0.71616
1.471,0.71693
1.4714,0.71758
1.4718,0.71783
1.4722,0.71795
1.4726,0.71823
1.4731,0.71853
1.4735,0.7188
1.4739,0.71913
1.4743,0.71949
1.4747,0.7199
1.4752,0.7204
1.4756,0.72093
1.476,0.72141
1.4764,0.72195
1.4768,0.72246
1.4773,0.72295
1.4777,0.72343
1.4781,0.72375
1.4785,0.72384
1.479,0.72396
1.4794,0.72429
1.4798,0.72478
1.4802,0.72549
1.4806,0.72634
1.4811,0.72695
1.4815,0.72705
1.4819,0.72694
1.4823,0.727
1.4828,0.72724
1.4832,0.72753
1.4836,0.72785
1.484,0.72831
1.4845,0.72895
1.4849,0.72966
1.4853,0.73017
1.4857,0.73049
1.4862,0.73078
1.4866,0.73112
1.487,0.73151
1.4874,0.73209
1.4879,0.7328
1.4883,0.73339
1.4887,0.73382
1.4891,0.73415
1.4896,0.73444
1.49,0.73479
1.4904,0.73527
1.4909,0.73579
1.4913,0.73623
1.4917,0.73657
1.4921,0.73674
1.4926,0.73691
1.493,0.73731
1.4934,0.73796
1.4939,0.73856
1.4943,0.73876
1.4947,0.7387
1.4952,0.73903
1.4956,0.7399
1.496,0.74069
1.4965,0.74106
1.4969,0.74132
1.4973,0.74176
1.4977,0.74224
1.4982,0.74259
1.4986,0.74289
1.499,0.74329
1.4995,0.74364
1.4999,0.74385
1.5003,0.74414
1.5008,0.74453
1.5012,0.74497
1.5017,0.74553
1.5021,0.74596
1.5025,0.74592
1.503,0.74577
1.5034,0.74613
1.5038,0.74691
1.5043,0.74755
1.5047,0.7478
1.5051,0.74798
1.5056,0.74845
1.506,0.74897
1.5065,0.74928
1.5069,0.74977
1.5073,0.75059
1.5078,0.75133
1.5082,0.75175
1.5086,0.75204
1.5091,0.75242
1.5095,0.75291
1.51,0.75332
1.5104,0.75351
1.5108,0.75365
1.5113,0.75385
1.5117,0.75423
1.5122,0.75473
1.5126,0.75515
1.513,0.75552
1.5135,0.75605
1.5139,0.75655
1.5144,0.75696
1.5148,0.75753
1.5153,0.7582
1.5157,0.75871
1.5161,0.75899
1.5166,0.7592
1.517,0.75958
1.5175,0.76016
1.5179,0.76046
1.5184,0.76041
1.5188,0.7606
1.5193,0.76118
1.5197,0.76178
1.5201,0.76224
1.5206,0.76255
1.521,0.76278
1.5215,0.76319
1.5219,0.76386
1.5224,0.76449
1.5228,0.7649
1.5233,0.76516
1.5237,0.76532
1.5242,0.76546
1.5246,0.76566
1.5251,0.76588
1.5255,0.76615
1.526,0.76666
1.5264,0.76719
1.5269,0.76741
1.5273,0.76752
1.5278,0.76786
1.5282,0.76837
1.5287,0.7689
1.5291,0.7694
1.5296,0.76971
1.53,0.76987
1.5305,0.77028
1.5309,0.77095
1.5314,0.77149
1.5318,0.77179
1.5323,0.77205
1.5327,0.77225
1.5332,0.77232
1.5336,0.77232
1.5341,0.77245
1.5345,0.77295
1.535,0.77383
1.5354,0.77474
1.5359,0.77535
1.5364,0.7756
1.5368,0.77574
1.5373,0.776
1.5377,0.77645
1.5382,0.77684
1.5386,0.77694
1.5391,0.77703
1.5396,0.77743
1.54,0.77795
1.5405,0.77849
1.5409,0.77906
1.5414,0.77934
1.5418,0.77943
1.5423,0.77984
1.5428,0.78043
1.5432,0.78073
1.5437,0.78101
1.5441,0.78159
1.5446,0.78206
1.5451,0.78226
1.5455,0.78253
1.546,0.78291
1.5464,0.78318
1.5469,0.78334
1.5474,0.78369
1.5478,0.78435
1.5483,0.78505
1.5487,0.7855
1.5492,0.78582
1.5497,0.78611
1.5501,0.78625
1.5506,0.78641
1.5511,0.7868
1.5515,0.78714
1.552,0.78729
1.5525,0.78757
1.5529,0.7881
1.5534,0.78869
1.5539,0.78917
1.5543,0.78941
1.5548,0.78956
1.5553,0.78984
1.5557,0.79021
1.5562,0.79056
1.5567,0.79089
1.5571,0.79112
1.5576,0.7913
1.5581,0.7917
1.5585,0.79234
1.559,0.79295
1.5595,0.79337
1.5599,0.79355
1.5604,0.79356
1.5609,0.79363
1.5613,0.79389
1.5618,0.79431
1.5623,0.79486
1.5627,0.7953
1.5632,0.79544
1.5637,0.79544
1.5642,0.79552
1.5646,0.79579
1.5651,0.79624
1.5656,0.79678
1.5661,0.7973
1.5665,0.79765
1.567,0.79791
1.5675,0.79828
1.5679,0.79867
1.5684,0.79872
1.5689,0.79847
1.5694,0.79845
1.5698,0.79888
1.5703,0.79933
1.5708,0.79956
1.5713,0.79988
1.5718,0.80038
1.5722,0.80074
1.5727,0.80084
1.5732,0.80087
1.5737,0.80108
1.5741,0.80158
1.5746,0.80218
1.5751,0.80255
1.5756,0.80276
1.576,0.80302
1.5765,0.80317
1.577,0.80321
1.5775,0.80344
1.578,0.80392
1.5784,0.80434
1.5789,0.8046
1.5794,0.80485
1.5799,0.80511
1.5804,0.80527
1.5809,0.8054
1.5813,0.80574
1.5818,0.80628
1.5823,0.80681
1.5828,0.80723
1.5833,0.80756
1.5838,0.80793
1.5842,0.80838
1.5847,0.80863
1.5852,0.80854
1.5857,0.80852
1.5862,0.80889
1.5867,0.80948
1.5871,0.81002
1.5876,0.81043
1.5881,0.81068
1.5886,0.81093
1.5891,0.8112
1.5896,0.81125
1.5901,0.81121
1.5906,0.81136
1.591,0.81176
1.5915,0.81237
1.592,0.81293
1.5925,0.81325
1.593,0.81343
1.5935,0.81361
1.594,0.81374
1.5945,0.81397
1.595,0.81426
1.5954,0.81425
1.5959,0.81407
1.5964,0.81424
1.5969,0.81478
1.5974,0.81535
1.5979,0.8159
1.5984,0.81627
1.5989,0.8163
1.5994,0.81637
1.5999,0.8168
1.6004,0.81731
1.6009,0.81756
1.6014,0.81764
1.6019,0.81777
1.6024,0.81804
1.6028,0.81835
1.6033,0.81854
1.6038,0.81864
1.6043,0.81888
1.6048,0.81926
1.6053,0.81954
1.6058,0.81965
1.6063,0.81983
1.6068,0.82017
1.6073,0.82054
1.6078,0.82079
1.6083,0.82091
1.6088,0.82106
1.6093,0.82138
1.6098,0.82171
1.6103,0.82197
1.6108,0.82223
1.6113,0.82224
1.6118,0.82198
1.6123,0.82193
1.6128,0.82231
1.6133,0.82282
1.6138,0.8232
1.6143,0.8234
1.6148,0.82344
1.6153,0.82355
1.6158,0.82375
1.6163,0.8239
1.6168,0.82413
1.6173,0.82457
1.6178,0.82502
1.6184,0.82532
1.6189,0.8255
1.6194,0.82556
1.6199,0.82569
1.6204,0.82613
1.6209,0.82671
1.6214,0.82711
1.6219,0.82727
1.6224,0.82735
1.6229,0.82751
1.6234,0.82765
1.6239,0.82765
1.6244,0.82766
1.6249,0.82789
1.6255,0.82835
1.626,0.82873
1.6265,0.82876
1.627,0.82864
1.6275,0.82882
1.628,0.82929
1.6285,0.8296
1.629,0.82974
1.6295,0.82989
1.6301,0.83006
1.6306,0.83027
1.6311,0.83055
1.6316,0.83066
1.6321,0.83065
1.6326,0.83091
1.6331,0.8313
1.6337,0.83133
1.6342,0.83119
1.6347,0.83137
1.6352,0.83175
1.6357,0.83203
1.6362,0.83218
1.6367,0.83225
1.6373,0.83228
1.6378,0.83232
1.6383,0.83232
1.6388,0.83228
1.6393,0.83231
1.6398,0.83244
1.6404,0.8326
1.6409,0.83284
1.6414,0.83327
1.6419,0.83387
1.6424,0.83435
1.643,0.83447
1.6435,0.83461
1.644,0.83516
1.6445,0.83586
1.6451,0.83617
1.6456,0.83596
1.6461,0.83557
1.6466,0.83545
1.6471,0.83574
1.6477,0.83609
1.6482,0.83621
1.6487,0.83622
1.6492,0.83633
1.6498,0.83656
1.6503,0.83677
1.6508,0.83683
1.6513,0.83669
1.6519,0.83658
1.6524,0.8368
1.6529,0.83726
1.6534,0.83749
1.654,0.83743
1.6545,0.83739
1.655,0.83738
1.6556,0.83724
1.6561,0.83728
1.6566,0.83762
1.6571,0.83793
1.6577,0.83808
1.6582,0.83828
1.6587,0.83857
1.6593,0.83879
1.6598,0.83886
1.6603,0.83888
1.6609,0.83916
1.6614,0.83957
1.6619,0.83968
1.6625,0.83955
1.663,0.83971
1.6635,0.84017
1.6641,0.84043
1.6646,0.8405
1.6651,0.84067
1.6657,0.84096
1.6662,0.84115
1.6667,0.84116
1.6673,0.84108
1.6678,0.84116
1.6683,0.84139
1.6689,0.84152
1.6694,0.84165
1.67,0.84188
1.6705,0.84197
1.671,0.84177
1.6716,0.8415
1.6721,0.84142
1.6726,0.84152
1.6732,0.84167
1.6737,0.84174
1.6743,0.8418
1.6748,0.84196
1.6753,0.84223
1.6759,0.84257
1.6764,0.84286
1.677,0.84275
1.6775,0.84232
1.6781,0.8423
1.6786,0.84281
1.6791,0.84327
1.6797,0.84335
1.6802,0.84313
1.6808,0.84283
1.6813,0.84283
1.6819,0.8431
1.6824,0.84337
1.683,0.84366
1.6835,0.84396
1.6841,0.84411
1.6846,0.84429
1.6851,0.84466
1.6857,0.84498
1.6862,0.84521
1.6868,0.84538
1.6873,0.8453
1.6879,0.84504
1.6884,0.84495
1.689,0.8451
1.6895,0.84523
1.6901,0.84524
1.6906,0.84516
1.6912,0.84507
1.6917,0.8452
1.6923,0.84562
1.6929,0.84607
1.6934,0.84629
1.694,0.84626
1.6945,0.84621
1.6951,0.84619
1.6956,0.84611
1.6962,0.84596
1.6967,0.84591
1.6973,0.84615
1.6978,0.84663
1.6984,0.847
1.699,0.84694
1.6995,0.84675
1.7001,0.84672
1.7006,0.84681
1.7012,0.84701
1.7017,0.84722
1.7023,0.84721
1.7029,0.84712
1.7034,0.84728
1.704,0.84749
1.7045,0.84761
1.7051,0.84786
1.7057,0.84809
1.7062,0.84797
1.7068,0.84777
1.7073,0.84767
1.7079,0.84764
1.7085,0.84769
1.709,0.84778
1.7096,0.8479
1.7102,0.8481
1.7107,0.84834
1.7113,0.84861
1.7119,0.84887
1.7124,0.84896
1.713,0.84891
1.7135,0.84891
1.7141,0.84898
1.7147,0.84901
1.7153,0.84907
1.7158,0.8493
1.7164,0.84957
1.717,0.84962
1.7175,0.84954
1.7181,0.84946
1.7187,0.84944
1.7192,0.84963
1.7198,0.8501
1.7204,0.85049
1.7209,0.85048
1.7215,0.85023
1.7221,0.84997
1.7227,0.84973
1.7232,0.84953
1.7238,0.84944
1.7244,0.8495
1.725,0.84967
1.7255,0.84987
1.7261,0.85015
1.7267,0.85055
1.7272,0.85069
1.7278,0.85054
1.7284,0.85041
1.729,0.85041
1.7296,0.85045
1.7301,0.85054
1.7307,0.85062
1.7313,0.85075
1.7319,0.85093
1.7324,0.85092
1.733,0.85085
1.7336,0.85093
1.7342,0.85094
1.7348,0.85077
1.7353,0.85075
1.7359,0.85102
1.7365,0.85149
1.7371,0.85194
1.7377,0.85221
1.7383,0.85227
1.7388,0.85218
1.7394,0.85202
1.74,0.85202
1.7406,0.8522
1.7412,0.85223
1.7418,0.85224
1.7423,0.85239
1.7429,0.8525
1.7435,0.85249
1.7441,0.85247
1.7447,0.85243
1.7453,0.85238
1.7459,0.8525
1.7464,0.85264
1.747,0.85251
1.7476,0.8524
1.7482,0.85251
1.7488,0.85264
1.7494,0.85279
1.75,0.85313
1.7506,0.85349
1.7512,0.85334
1.7518,0.85286
1.7524,0.8527
1.7529,0.85284
1.7535,0.85285
1.7541,0.85293
1.7547,0.8532
1.7553,0.85331
1.7559,0.85326
1.7565,0.85339
1.7571,0.85362
1.7577,0.85361
1.7583,0.85341
1.7589,0.85323
1.7595,0.85319
1.7601,0.85337
1.7607,0.85365
1.7613,0.85388
1.7619,0.85403
1.7625,0.85404
1.7631,0.85407
1.7637,0.8542
1.7643,0.85412
1.7649,0.85384
1.7655,0.85378
1.7661,0.85401
1.7667,0.85422
1.7673,0.85421
1.7679,0.85414
1.7685,0.85415
1.7691,0.85419
1.7697,0.85424
1.7703,0.85422
1.7709,0.85424
1.7715,0.8544
1.7721,0.85448
1.7727,0.85442
1.7733,0.85442
1.7739,0.85447
1.7745,0.85448
1.7751,0.85458
1.7758,0.85486
1.7764,0.85509
1.777,0.85519
1.7776,0.85529
1.7782,0.8555
1.7788,0.85559
1.7794,0.85535
1.78,0.85516
1.7806,0.85511
1.7812,0.8551
1.7819,0.85514
1.7825,0.85516
1.7831,0.85511
1.7837,0.85514
1.7843,0.85537
1.7849,0.85555
1.7855,0.85561
1.7862,0.85568
1.7868,0.85578
1.7874,0.85582
1.788,0.8558
1.7886,0.85572
1.7892,0.85565
1.7899,0.85569
1.7905,0.85579
1.7911,0.85585
1.7917,0.85587
1.7923,0.85602
1.7929,0.85635
1.7936,0.85645
1.7942,0.85618
1.7948,0.85605
1.7954,0.85614
1.7961,0.85611
1.7967,0.85613
1.7973,0.85621
1.7979,0.85627
1.7985,0.85636
1.7992,0.8565
1.7998,0.85648
1.8004,0.85638
1.801,0.85627
1.8017,0.85618
1.8023,0.85628
1.8029,0.85659
1.8036,0.85664
1.8042,0.85642
1.8048,0.85626
1.8054,0.85619
1.8061,0.85624
1.8067,0.85643
1.8073,0.85637
1.808,0.85602
1.8086,0.8558
1.8092,0.856
1.8098,0.85624
1.8105,0.85609
1.8111,0.85591
1.8117,0.856
1.8124,0.85607
1.813,0.85588
1.8136,0.85563
1.8143,0.85564
1.8149,0.85598
1.8155,0.85629
1.8162,0.85633
1.8168,0.85634
1.8175,0.85634
1.8181,0.85629
1.8187,0.85628
1.8194,0.85641
1.82,0.85658
1.8206,0.85647
1.8213,0.85633
1.8219,0.85638
1.8226,0.85648
1.8232,0.85629
1.8238,0.85584
1.8245,0.85542
1.8251,0.85529
1.8258,0.85545
1.8264,0.8558
1.8271,0.85606
1.8277,0.85612
1.8284,0.85618
1.829,0.85626
1.8296,0.85622
1.8303,0.85616
1.8309,0.85618
1.8316,0.8562
1.8322,0.85607
1.8329,0.85584
1.8335,0.85562
1.8342,0.85553
1.8348,0.85556
1.8355,0.85569
1.8361,0.85599
1.8368,0.85625
1.8374,0.85626
1.8381,0.856
1.8387,0.8557
1.8394,0.8557
1.84,0.85601
1.8407,0.85618
1.8413,0.85614
1.842,0.85602
1.8426,0.85581
1.8433,0.85557
1.844,0.85546
1.8446,0.85545
1.8453,0.85546
1.8459,0.85565
1.8466,0.8559
1.8472,0.85597
1.8479,0.85587
1.8486,0.8556
1.8492,0.85524
1.8499,0.85509
1.8505,0.85527
1.8512,0.85556
1.8519,0.85574
1.8525,0.85593
1.8532,0.85602
1.8538,0.85583
1.8545,0.85545
1.8552,0.85515
1.8558,0.85506
1.8565,0.85531
1.8572,0.8557
1.8578,0.85587
1.8585,0.85573
1.8592,0.85559
1.8598,0.85565
1.8605,0.85585
1.8612,0.85584
1.8618,0.85549
1.8625,0.85513
1.8632,0.85511
1.8638,0.8553
1.8645,0.85552
1.8652,0.85565
1.8659,0.85573
1.8665,0.85594
1.8672,0.85621
1.8679,0.85609
1.8685,0.85551
1.8692,0.85518
1.8699,0.85556
1.8706,0.85612
1.8712,0.85637
1.8719,0.85629
1.8726,0.85619
1.8733,0.85596
1.8739,0.85571
1.8746,0.85569
1.8753,0.85584
1.876,0.85599
1.8767,0.85622
1.8773,0.8564
1.878,0.85621
1.8787,0.85594
1.8794,0.85602
1.8801,0.85615
1.8807,0.85611
1.8814,0.85604
1.8821,0.85602
1.8828,0.85606
1.8835,0.85603
1.8842,0.85587
1.8848,0.85565
1.8855,0.85547
1.8862,0.85534
1.8869,0.85511
1.8876,0.85481
1.8883,0.85464
1.889,0.85459
1.8897,0.85452
1.8903,0.85452
1.891,0.85475
1.8917,0.85501
1.8924,0.85507
1.8931,0.85489
1.8938,0.85452
1.8945,0.85416
1.8952,0.85396
1.8959,0.85387
1.8966,0.85388
1.8973,0.85387
1.898,0.85385
1.8986,0.85395
1.8993,0.85399
1.9,0.85384
1.9007,0.85355
1.9014,0.85336
1.9021,0.85338
1.9028,0.85348
1.9035,0.85344
1.9042,0.85328
1.9049,0.85328
1.9056,0.85338
1.9063,0.85332
1.907,0.85304
1.9077,0.85285
1.9084,0.85274
1.9091,0.85284
1.9098,0.85314
1.9105,0.85339
1.9112,0.85345
1.9119,0.8533
1.9127,0.85307
1.9134,0.853
1.9141,0.85297
1.9148,0.85292
1.9155,0.85287
1.9162,0.85291
1.9169,0.85283
1.9176,0.85278
1.9183,0.85275
1.919,0.85268
1.9197,0.85281
1.9204,0.85298
1.9212,0.85296
1.9219,0.85282
1.9226,0.85275
1.9233,0.85282
1.924,0.85288
1.9247,0.85293
1.9254,0.85285
1.9262,0.85278
1.9269,0.85283
1.9276,0.85287
1.9283,0.85275
1.929,0.85253
1.9297,0.85237
1.9305,0.85216
1.9312,0.85198
1.9319,0.85204
1.9326,0.85219
1.9333,0.85227
1.9341,0.85212
1.9348,0.85194
1.9355,0.85189
1.9362,0.85211
1.9369,0.85237
1.9377,0.85246
1.9384,0.85237
1.9391,0.85221
1.9398,0.85203
1.9406,0.85194
1.9413,0.85217
1.942,0.85243
1.9428,0.85222
1.9435,0.85192
1.9442,0.85176
1.9449,0.8517
1.9457,0.85162
1.9464,0.85152
1.9471,0.85152
1.9479,0.85159
1.9486,0.85156
1.9493,0.85134
1.9501,0.8512
1.9508,0.85116
1.9515,0.85122
1.9523,0.8513
1.953,0.85134
1.9537,0.85141
1.9545,0.85152
1.9552,0.85151
1.9559,0.8514
1.9567,0.85138
1.9574,0.85155
1.9582,0.85166
1.9589,0.85153
1.9596,0.85138
1.9604,0.85134
1.9611,0.85147
1.9619,0.85159
1.9626,0.8514
1.9633,0.85118
1.9641,0.8512
1.9648,0.85126
1.9656,0.85119
1.9663,0.8511
1.9671,0.85113
1.9678,0.8513
1.9686,0.85143
1.9693,0.8515
1.9701,0.85147
1.9708,0.85137
1.9716,0.85144
1.9723,0.85173
1.9731,0.852
1.9738,0.85211
1.9746,0.85199
1.9753,0.85192
1.9761,0.85193
1.9768,0.85195
1.9776,0.85176
1.9783,0.85145
1.9791,0.85121
1.9798,0.85129
1.9806,0.85166
1.9814,0.85191
1.9821,0.85182
1.9829,0.85176
1.9836,0.85184
1.9844,0.85186
1.9851,0.8517
1.9859,0.85164
1.9867,0.85181
1.9874,0.85191
1.9882,0.85178
1.989,0.85164
1.9897,0.85169
1.9905,0.85185
1.9912,0.85195
1.992,0.85202
1.9928,0.85206
1.9935,0.85213
1.9943,0.85214
1.9951,0.85213
1.9958,0.8521
1.9966,0.85212
1.9974,0.8521
1.9982,0.8521
1.9989,0.85223
1.9997,0.85236
2.0005,0.85245
2.0012,0.8524
2.002,0.85233
2.0028,0.85222
2.0036,0.85208
2.0043,0.85188
2.0051,0.85183
2.0059,0.852
2.0067,0.85215
2.0074,0.85205
2.0082,0.85177
2.009,0.85158
2.0098,0.8515
2.0105,0.85147
2.0113,0.8514
2.0121,0.85134
2.0129,0.85131
2.0137,0.85124
2.0145,0.85118
2.0152,0.85125
2.016,0.85143
2.0168,0.85154
2.0176,0.85149
2.0184,0.85144
2.0192,0.85144
2.0199,0.85148
2.0207,0.85165
2.0215,0.85173
2.0223,0.85157
2.0231,0.8513
2.0239,0.85117
2.0247,0.8513
2.0255,0.8513
2.0263,0.85114
2.0271,0.8512
2.0278,0.85145
2.0286,0.85146
2.0294,0.85139
2.0302,0.8515
2.031,0.8515
2.0318,0.85118
2.0326,0.85105
2.0334,0.85113
2.0342,0.85121
2.035,0.85122
2.0358,0.85111
2.0366,0.85077
2.0374,0.85046
2.0382,0.8504
2.039,0.85057
2.0398,0.85082
2.0406,0.85081
2.0414,0.85045
2.0422,0.85006
2.043,0.84991
2.0438,0.84998
2.0446,0.85007
2.0454,0.85005
2.0463,0.85
2.0471,0.85003
2.0479,0.8502
2.0487,0.85031
2.0495,0.85038
2.0503,0.85037
2.0511,0.85029
2.0519,0.85019
2.0527,0.85003
2.0535,0.84978
2.0544,0.84963
2.0552,0.84954
2.056,0.84944
2.0568,0.84932
2.0576,0.84932
2.0584,0.84928
2.0593,0.84917
2.0601,0.84908
2.0609,0.84905
2.0617,0.84899
2.0625,0.84906
2.0634,0.84918
2.0642,0.84919
2.065,0.84912
2.0658,0.84898
2.0666,0.84905
2.0675,0.84921
2.0683,0.8493
2.0691,0.8493
2.0699,0.84932
2.0708,0.84942
2.0716,0.84929
2.0724,0.84909
2.0733,0.84907
2.0741,0.84911
2.0749,0.84909
2.0757,0.84908
2.0766,0.84923
2.0774,0.84933
2.0782,0.84928
2.0791,0.84918
2.0799,0.84919
2.0807,0.84923
2.0816,0.84906
2.0824,0.84883
2.0832,0.8488
2.0841,0.84882
2.0849,0.84878
2.0858,0.8488
2.0866,0.84882
2.0874,0.84869
2.0883,0.84856
2.0891,0.84856
2.09,0.84864
2.0908,0.84874
2.0917,0.8489
2.0925,0.84889
2.0933,0.84878
2.0942,0.8487
2.095,0.84871
2.0959,0.84876
2.0967,0.84862
2.0976,0.84841
2.0984,0.84831
2.0993,0.84836
2.1001,0.84841
2.101,0.84852
2.1018,0.84866
2.1027,0.84906
2.1035,0.84931
2.1044,0.84922
2.1052,0.84889
2.1061,0.84861
2.1069,0.84862
2.1078,0.84863
2.1087,0.84846
2.1095,0.84833
2.1104,0.8484
2.1112,0.84862
2.1121,0.84876
2.113,0.84866
2.1138,0.84872
2.1147,0.84894
2.1155,0.84898
2.1164,0.84905
2.1173,0.84922
2.1181,0.84917
2.119,0.849
2.1199,0.84895
2.1207,0.84935
2.1216,0.84993
2.1225,0.85025
2.1233,0.85013
2.1242,0.85
2.1251,0.85028
2.126,0.85044
2.1268,0.85046
2.1277,0.85029
2.1286,0.85012
2.1294,0.84986
2.1303,0.84974
2.1312,0.84993
2.1321,0.85006
2.133,0.85018
2.1338,0.8502
2.1347,0.85019
2.1356,0.85013
2.1365,0.85009
2.1373,0.85004
2.1382,0.85002
2.1391,0.85002
2.14,0.85002
2.1409,0.84983
2.1418,0.84963
2.1426,0.84961
2.1435,0.84967
2.1444,0.84974
2.1453,0.8499
2.1462,0.85003
2.1471,0.84981
2.148,0.84948
2.1489,0.84923
2.1498,0.84935
2.1506,0.84946
2.1515,0.84942
2.1524,0.84931
2.1533,0.84914
2.1542,0.84905
2.1551,0.84921
2.156,0.84927
2.1569,0.84926
2.1578,0.84917
2.1587,0.84884
2.1596,0.84843
2.1605,0.84816
2.1614,0.84817
2.1623,0.84814
2.1632,0.84781
2.1641,0.84754
2.165,0.84735
2.1659,0.8473
2.1668,0.84696
2.1677,0.84665
2.1686,0.84649
2.1695,0.84648
2.1704,0.84651
2.1714,0.8465
2.1723,0.84656
2.1732,0.8468
2.1741,0.84699
2.175,0.84702
2.1759,0.84719
2.1768,0.84732
2.1777,0.84709
2.1787,0.84688
2.1796,0.84694
2.1805,0.84702
2.1814,0.84699
2.1823,0.84692
2.1832,0.84675
2.1842,0.84666
2.1851,0.84678
2.186,0.84663
2.1869,0.84654
2.1878,0.84664
2.1888,0.84685
2.1897,0.84676
2.1906,0.84645
2.1916,0.84625
2.1925,0.84627
2.1934,0.84634
2.1943,0.8463
2.1953,0.84615
2.1962,0.84585
2.1971,0.84554
2.1981,0.84545
2.199,0.84559
2.1999,0.84574
2.2008,0.84548
2.2018,0.84518
2.2027,0.84534
2.2037,0.84552
2.2046,0.84545
2.2055,0.84538
2.2065,0.84545
2.2074,0.84554
2.2083,0.8455
2.2093,0.84534
2.2102,0.84537
2.2112,0.84571
2.2121,0.84606
2.2131,0.84607
2.214,0.84571
2.215,0.84543
2.2159,0.84533
2.2168,0.84541
2.2178,0.84521
2.2187,0.84504
2.2197,0.84509
2.2206,0.84526
2.2216,0.84545
2.2225,0.84557
2.2235,0.84549
2.2245,0.84532
2.2254,0.84537
2.2264,0.84552
2.2273,0.84547
2.2283,0.84527
2.2292,0.84502
2.2302,0.84477
2.2312,0.84471
2.2321,0.84468
2.2331,0.84464
2.234,0.84451
2.235,0.8445
2.236,0.8445
2.2369,0.84447
2.2379,0.84452
2.2389,0.84464
2.2398,0.84469
2.2408,0.84469
2.2418,0.84469
2.2427,0.84444
2.2437,0.84394
2.2447,0.84349
2.2456,0.84328
2.2466,0.84311
2.2476,0.84289
2.2486,0.84268
2.2495,0.84245
2.2505,0.84222
2.2515,0.84207
2.2525,0.84194
2.2535,0.84184
2.2544,0.8418
2.2554,0.84168
2.2564,0.8415
2.2574,0.84132
2.2584,0.84117
2.2593,0.8411
2.2603,0.84104
2.2613,0.84099
2.2623,0.84098
2.2633,0.84099
2.2643,0.841
2.2653,0.84103
2.2663,0.84095
2.2672,0.84071
2.2682,0.84063
2.2692,0.84076
2.2702,0.84043
2.2712,0.83983
2.2722,0.8395
2.2732,0.8396
2.2742,0.83967
2.2752,0.83952
2.2762,0.83939
2.2772,0.83941
2.2782,0.83943
2.2792,0.83939
2.2802,0.83919
2.2812,0.83904
2.2822,0.83892
2.2832,0.83882
2.2842,0.83856
