OC-AK-Ko2,
1.034431329,0.144102457
1.039646757,0.144800391
1.046161681,0.145323841
1.053982642,0.146196259
1.057894213,0.14671971
1.064411317,0.147417644
1.069626745,0.148115578
1.077447706,0.148987996
1.08005978,0.14968593
1.085273028,0.15020938
1.090486275,0.150732831
1.094400026,0.151430765
1.10091713,0.152128699
1.104833062,0.153001117
1.107447317,0.153873534
1.111358888,0.154396985
1.120477165,0.154920436
1.124395276,0.155967337
1.133524455,0.157363205
1.142649273,0.158410106
1.150468054,0.15910804
1.155687843,0.160154941
1.166109976,0.160852876
1.173924397,0.161201843
1.180443681,0.16207426
1.192160951,0.162248744
1.199975371,0.162597711
1.209095828,0.163295645
1.216905887,0.163295645
1.224720307,0.163644612
1.236439757,0.163993579
1.244258538,0.164691513
1.250773462,0.165214964
1.258585702,0.165389447
1.265100625,0.165912898
1.271611189,0.166087381
1.278123932,0.166436348
1.288546066,0.167134283
1.296356125,0.167134283
1.305476583,0.167832217
1.317196033,0.168181184
1.32241146,0.168879118
1.327622527,0.169228085
1.336740804,0.169751536
1.34585254,0.169751536
1.356265953,0.169751536
1.364082553,0.170274986
1.373205191,0.171147404
1.382321287,0.171496371
1.390142249,0.172368788
1.39664191,0.171670854
1.404460691,0.172368788
1.410977795,0.173066723
1.421399929,0.173764657
1.430520386,0.174462591
1.440933799,0.174462591
1.446144866,0.174811558
1.456562639,0.175160525
1.461769345,0.175160525
1.469579405,0.175160525
1.476087787,0.175160525
1.485199523,0.175160525
1.493009583,0.175160525
1.500824003,0.175509492
1.508629701,0.175160525
1.515138084,0.175160525
1.522943783,0.174811558
1.533355015,0.174637074
1.53855518,0.174113624
1.546358698,0.173590173
1.554160036,0.172892239
1.561961374,0.172194305
1.568467577,0.172019821
1.574969418,0.171496371
1.580167403,0.170798437
1.586667064,0.170100503
1.59186723,0.169577052
1.598371252,0.169228085
1.603567056,0.168355667
1.612672251,0.167832217
1.613965206,0.167134283
1.619163191,0.166436348
1.624365536,0.166087381
1.628264025,0.165563931
1.637362679,0.16451703
1.64386016,0.163644612
1.646456972,0.163121161
1.65035546,0.162597711
1.655553445,0.161899777
1.662055287,0.161376326
1.663346061,0.160503908
1.669843542,0.159631491
1.67373331,0.158410106
1.680232971,0.157712172
1.685430956,0.157014238
1.689331625,0.156665271
1.691924076,0.155792853
1.69711988,0.154920436
1.703621722,0.154396985
1.712729097,0.154048018
1.717927082,0.153350084
1.723129428,0.153001117
1.728327412,0.152303183
1.736130931,0.151779732
1.7400316,0.151430765
1.743932269,0.151081798
1.751735787,0.150558347
1.760847523,0.150558347
1.768655402,0.150383864
1.775159424,0.150034897
1.782967303,0.149860413
1.788165288,0.149162479
1.793361092,0.148290061
1.798556896,0.147417644
1.803757062,0.146894193
1.808952866,0.146021776
1.815454708,0.145498325
1.821952189,0.144625907
1.832354699,0.14375349
1.837554864,0.143230039
1.845354022,0.142357621
1.85315536,0.141659687
1.866169945,0.141485204
1.87527514,0.140961753
1.881772621,0.140089336
1.893481169,0.139565885
1.903894581,0.139565885
1.910411686,0.140263819
1.918234827,0.14131072
1.923450255,0.142008654
1.931260314,0.142008654
1.939076915,0.142532105
1.945587478,0.142706589
1.952095861,0.142706589
1.95990592,0.142706589
1.970314972,0.142357621
1.976821174,0.142183138
1.983329557,0.142183138
1.98593291,0.142183138
1.993742969,0.142183138
2.002854705,0.142183138
2.009360908,0.142008654
2.015871471,0.142183138
2.022379854,0.142183138
2.032791086,0.142008654
2.040603326,0.142183138
2.045812212,0.142357621
2.053626632,0.142706589
2.061438872,0.142881072
2.069251112,0.143055556
2.075763855,0.143404523
2.082274418,0.143579006
2.090086658,0.14375349
2.096599402,0.144102457
2.103112145,0.144451424
2.108318851,0.144451424
2.116128911,0.144451424
2.12393897,0.144451424
2.131749029,0.144451424
2.13956563,0.144974874
2.147373509,0.144800391
2.155185749,0.144974874
2.160394635,0.145149358
2.168211236,0.145672809
2.173417942,0.145672809
2.181225821,0.145498325
2.186434707,0.145672809
2.194244767,0.145672809
2.199453653,0.145847292
2.207265893,0.146021776
2.215075953,0.146021776
2.224189869,0.146196259
2.232002108,0.146370743
2.241116025,0.146545226
2.248934806,0.14724316
2.256744865,0.14724316
2.264550564,0.146894193
2.271058946,0.146894193
2.28147672,0.14724316
2.290590636,0.147417644
2.295799522,0.147592127
2.301010589,0.147941094
2.306223837,0.148464545
2.314036076,0.148639029
2.319247143,0.148987996
2.329662736,0.149162479
2.332259548,0.148639029
2.341366923,0.148290061
2.347879667,0.148639029
2.353092914,0.149162479
2.360909515,0.14968593
2.368719574,0.14968593
2.38173852,0.149860413
2.390848076,0.14968593
2.399957631,0.149511446
2.37392628,0.14968593
2.40908463,0.150732831
2.415606095,0.151779732
2.424724372,0.152303183
2.433840468,0.15265215
2.441657069,0.1531756
2.452070481,0.1531756
2.462488254,0.153524567
2.470298314,0.153524567
2.47550502,0.153524567
2.488519605,0.153350084
2.491122958,0.153350084
