KC-OL-hm_0,
0.52123,0.74449
0.52144,0.7385
0.52165,0.73157
0.52186,0.72876
0.52207,0.73265
0.52228,0.73148
0.52249,0.73061
0.5227,0.74456
0.52291,0.75945
0.52312,0.75347
0.52333,0.74078
0.52355,0.74162
0.52376,0.74256
0.52397,0.73831
0.52418,0.73821
0.52439,0.73638
0.52461,0.7372
0.52482,0.7426
0.52503,0.74213
0.52524,0.74218
0.52546,0.74891
0.52567,0.75163
0.52588,0.74757
0.5261,0.74597
0.52631,0.74815
0.52652,0.7532
0.52674,0.75244
0.52695,0.74218
0.52717,0.73624
0.52738,0.73614
0.5276,0.73619
0.52781,0.73825
0.52802,0.74849
0.52824,0.75579
0.52846,0.7461
0.52867,0.73912
0.52889,0.74128
0.5291,0.74143
0.52932,0.73374
0.52953,0.72615
0.52975,0.73811
0.52997,0.74864
0.53018,0.74297
0.5304,0.74178
0.53062,0.74428
0.53084,0.74347
0.53105,0.7364
0.53127,0.72692
0.53149,0.72833
0.53171,0.73782
0.53192,0.74522
0.53214,0.74838
0.53236,0.74678
0.53258,0.74147
0.5328,0.73709
0.53302,0.73809
0.53324,0.74382
0.53346,0.74448
0.53368,0.74131
0.5339,0.74614
0.53412,0.75028
0.53434,0.7436
0.53456,0.73363
0.53478,0.73074
0.535,0.74052
0.53522,0.75237
0.53544,0.75155
0.53566,0.74555
0.53588,0.74674
0.5361,0.75059
0.53633,0.74848
0.53655,0.74684
0.53677,0.74828
0.53699,0.7457
0.53722,0.74473
0.53744,0.74594
0.53766,0.74601
0.53788,0.74812
0.53811,0.74868
0.53833,0.74803
0.53855,0.7489
0.53878,0.75048
0.539,0.74962
0.53923,0.75191
0.53945,0.76189
0.53968,0.765
0.5399,0.75934
0.54013,0.75394
0.54035,0.75394
0.54058,0.75793
0.5408,0.75862
0.54103,0.75526
0.54125,0.74886
0.54148,0.75127
0.54171,0.76031
0.54193,0.76108
0.54216,0.76196
0.54239,0.76564
0.54261,0.76754
0.54284,0.76342
0.54307,0.7565
0.54329,0.75857
0.54352,0.76283
0.54375,0.76334
0.54398,0.76217
0.54421,0.75972
0.54444,0.75897
0.54466,0.76322
0.54489,0.77142
0.54512,0.77257
0.54535,0.76691
0.54558,0.76392
0.54581,0.76197
0.54604,0.762
0.54627,0.76726
0.5465,0.76898
0.54673,0.76231
0.54696,0.75628
0.54719,0.75413
0.54742,0.75516
0.54766,0.76032
0.54789,0.76292
0.54812,0.76049
0.54835,0.76058
0.54858,0.7637
0.54881,0.76377
0.54905,0.76334
0.54928,0.76746
0.54951,0.77461
0.54975,0.7782
0.54998,0.77748
0.55021,0.77454
0.55045,0.76587
0.55068,0.76118
0.55091,0.76706
0.55115,0.77292
0.55138,0.77269
0.55162,0.76828
0.55185,0.7669
0.55209,0.76899
0.55232,0.76875
0.55256,0.7672
0.55279,0.76841
0.55303,0.77079
0.55327,0.77005
0.5535,0.77013
0.55374,0.7717
0.55397,0.77047
0.55421,0.76749
0.55445,0.76527
0.55469,0.76544
0.55492,0.76997
0.55516,0.77597
0.5554,0.77645
0.55564,0.77484
0.55588,0.77552
0.55611,0.77685
0.55635,0.77977
0.55659,0.78071
0.55683,0.77246
0.55707,0.76443
0.55731,0.76928
0.55755,0.77234
0.55779,0.76613
0.55803,0.76591
0.55827,0.77159
0.55851,0.77434
0.55875,0.77179
0.55899,0.76717
0.55923,0.76791
0.55947,0.77186
0.55972,0.77137
0.55996,0.76997
0.5602,0.76911
0.56044,0.76915
0.56068,0.77116
0.56093,0.7716
0.56117,0.77409
0.56141,0.77278
0.56166,0.76775
0.5619,0.76836
0.56214,0.77136
0.56239,0.77572
0.56263,0.77544
0.56287,0.77127
0.56312,0.76851
0.56336,0.76588
0.56361,0.76885
0.56385,0.77309
0.5641,0.77274
0.56435,0.77165
0.56459,0.77131
0.56484,0.77347
0.56508,0.77515
0.56533,0.77358
0.56558,0.77405
0.56582,0.77221
0.56607,0.76787
0.56632,0.76964
0.56657,0.77035
0.56681,0.76848
0.56706,0.77176
0.56731,0.77701
0.56756,0.77706
0.56781,0.77414
0.56805,0.77358
0.5683,0.77496
0.56855,0.7775
0.5688,0.77703
0.56905,0.77486
0.5693,0.7726
0.56955,0.76882
0.5698,0.76745
0.57005,0.76913
0.5703,0.77237
0.57056,0.77235
0.57081,0.77115
0.57106,0.77446
0.57131,0.78018
0.57156,0.78081
0.57181,0.77518
0.57207,0.77371
0.57232,0.77368
0.57257,0.77087
0.57282,0.76842
0.57308,0.76911
0.57333,0.77177
0.57358,0.77287
0.57384,0.77548
0.57409,0.77659
0.57435,0.77575
0.5746,0.77609
0.57486,0.77701
0.57511,0.77661
0.57537,0.7742
0.57562,0.77312
0.57588,0.77276
0.57613,0.77351
0.57639,0.77439
0.57665,0.77732
0.5769,0.7795
0.57716,0.77852
0.57742,0.77966
0.57767,0.77636
0.57793,0.77098
0.57819,0.76865
0.57845,0.76938
0.57871,0.77302
0.57896,0.77581
0.57922,0.77782
0.57948,0.7781
0.57974,0.77917
0.58,0.77923
0.58026,0.77767
0.58052,0.7747
0.58078,0.77043
0.58104,0.77348
0.5813,0.78004
0.58156,0.78061
0.58182,0.77522
0.58208,0.77531
0.58235,0.77904
0.58261,0.77533
0.58287,0.77339
0.58313,0.77468
0.58339,0.77583
0.58366,0.7773
0.58392,0.77468
0.58418,0.77235
0.58445,0.77499
0.58471,0.78017
0.58497,0.78312
0.58524,0.78183
0.5855,0.7802
0.58577,0.77986
0.58603,0.7784
0.5863,0.77715
0.58656,0.77769
0.58683,0.7787
0.58709,0.77738
0.58736,0.77328
0.58763,0.77241
0.58789,0.7764
0.58816,0.77864
0.58843,0.77635
0.58869,0.77626
0.58896,0.7803
0.58923,0.78063
0.5895,0.77643
0.58976,0.77344
0.59003,0.77408
0.5903,0.77607
0.59057,0.7784
0.59084,0.78067
0.59111,0.77982
0.59138,0.77652
0.59165,0.77356
0.59192,0.77342
0.59219,0.7766
0.59246,0.78006
0.59273,0.78104
0.593,0.77895
0.59327,0.77568
0.59354,0.77377
0.59382,0.77528
0.59409,0.77927
0.59436,0.77966
0.59463,0.77601
0.59491,0.77481
0.59518,0.7753
0.59545,0.77595
0.59573,0.77792
0.596,0.77812
0.59627,0.77806
0.59655,0.7796
0.59682,0.78131
0.5971,0.78025
0.59737,0.77493
0.59765,0.77314
0.59792,0.7759
0.5982,0.77754
0.59848,0.77648
0.59875,0.77442
0.59903,0.77506
0.59931,0.77636
0.59958,0.77731
0.59986,0.77688
0.60014,0.77559
0.60042,0.77603
0.6007,0.77689
0.60097,0.77843
0.60125,0.77749
0.60153,0.77506
0.60181,0.77308
0.60209,0.77288
0.60237,0.77504
0.60265,0.77486
0.60293,0.77456
0.60321,0.77361
0.60349,0.77403
0.60377,0.77424
0.60405,0.77228
0.60434,0.77419
0.60462,0.77617
0.6049,0.77641
0.60518,0.77592
0.60547,0.77727
0.60575,0.77753
0.60603,0.7762
0.60631,0.77415
0.6066,0.77148
0.60688,0.77501
0.60717,0.77544
0.60745,0.77448
0.60774,0.77403
0.60802,0.77382
0.60831,0.77573
0.60859,0.77356
0.60888,0.77541
0.60916,0.7745
0.60945,0.77337
0.60974,0.77444
0.61002,0.7734
0.61031,0.77464
0.6106,0.77504
0.61089,0.77697
0.61117,0.77403
0.61146,0.77374
0.61175,0.77359
0.61204,0.77264
0.61233,0.77573
0.61262,0.77471
0.61291,0.77756
0.6132,0.77524
0.61349,0.77437
0.61378,0.7742
0.61407,0.77202
0.61436,0.77347
0.61465,0.77137
0.61494,0.77422
0.61524,0.77206
0.61553,0.77216
0.61582,0.77172
0.61611,0.77118
0.61641,0.77658
0.6167,0.77385
0.61699,0.77307
0.61729,0.76856
0.61758,0.76965
0.61787,0.76977
0.61817,0.7681
0.61846,0.77264
0.61876,0.77146
0.61905,0.77417
0.61935,0.76988
0.61965,0.77
0.61994,0.77029
0.62024,0.7687
0.62054,0.77289
0.62083,0.77254
0.62113,0.77618
0.62143,0.77188
0.62173,0.77278
0.62203,0.77107
0.62232,0.76834
0.62262,0.77171
0.62292,0.76871
0.62322,0.77255
0.62352,0.76907
0.62382,0.76998
0.62412,0.77018
0.62442,0.7696
0.62472,0.77104
0.62502,0.76634
0.62533,0.77117
0.62563,0.76908
0.62593,0.77142
0.62623,0.77017
0.62654,0.76893
0.62684,0.77321
0.62714,0.77021
0.62744,0.77161
0.62775,0.76587
0.62805,0.76851
0.62836,0.76757
0.62866,0.76613
0.62897,0.76923
0.62927,0.7668
0.62958,0.77086
0.62988,0.76655
0.63019,0.76826
0.6305,0.7676
0.6308,0.76847
0.63111,0.77037
0.63142,0.76712
0.63173,0.76759
0.63203,0.76611
0.63234,0.75358
0.63358,0.74684
0.63389,0.76277
0.6342,0.76729
0.63451,0.76698
0.63482,0.76689
0.63513,0.76788
0.63544,0.77081
0.63575,0.76752
0.63607,0.77023
0.63638,0.76747
0.63669,0.77019
0.637,0.76866
0.63732,0.76646
0.63763,0.7656
0.63794,0.76217
0.63826,0.76654
0.63857,0.76549
0.63889,0.77002
0.6392,0.76888
0.63952,0.76811
0.63983,0.76943
0.64015,0.76696
0.64046,0.76929
0.64078,0.76561
0.6411,0.76846
0.64142,0.76866
0.64173,0.77071
0.64205,0.77216
0.64237,0.76929
0.64269,0.77089
0.64301,0.76761
0.64333,0.77049
0.64364,0.769
0.64396,0.76905
0.64428,0.76948
0.64461,0.76738
0.64493,0.77036
0.64525,0.76895
0.64557,0.77176
0.64589,0.77031
0.64621,0.77082
0.64653,0.77128
0.64686,0.77038
0.64718,0.772
0.6475,0.769
0.64783,0.77314
0.64815,0.77295
0.64847,0.77166
0.6488,0.76991
0.64912,0.76857
0.64945,0.77088
0.64978,0.76908
0.6501,0.77183
0.65043,0.77042
0.65075,0.77044
0.65108,0.77161
0.65141,0.77198
0.65173,0.77397
0.65206,0.77105
0.65239,0.77125
0.65272,0.77052
0.65305,0.77251
0.65338,0.77309
0.65371,0.77127
0.65404,0.77209
0.65437,0.7711
0.6547,0.77214
0.65503,0.77113
0.65536,0.77369
0.65569,0.77619
0.65602,0.7757
0.65635,0.77516
0.65669,0.77314
0.65702,0.77475
0.65735,0.77421
0.65769,0.77452
0.65802,0.77585
0.65836,0.77507
0.65869,0.77417
0.65902,0.77403
0.65936,0.7753
0.6597,0.7744
0.66003,0.77583
0.66037,0.77668
0.6607,0.7761
0.66104,0.776
0.66138,0.77485
0.66172,0.77573
0.66205,0.77581
0.66239,0.77633
0.66273,0.77623
0.66307,0.77467
0.66341,0.77382
0.66375,0.77358
0.66409,0.7744
0.66443,0.77464
0.66477,0.77551
0.66511,0.77515
0.66545,0.77442
0.66579,0.77545
0.66614,0.77656
0.66648,0.77708
0.66682,0.77523
0.66716,0.77351
0.66751,0.77398
0.66785,0.77559
0.6682,0.77614
0.66854,0.77566
0.66889,0.7762
0.66923,0.77637
0.66958,0.77608
0.66992,0.77623
0.67027,0.77679
0.67062,0.77697
0.67096,0.77683
0.67131,0.77563
0.67166,0.77365
0.67201,0.77412
0.67236,0.77564
0.6727,0.77627
0.67305,0.77572
0.6734,0.77431
0.67375,0.77379
0.6741,0.77429
0.67445,0.77593
0.67481,0.77626
0.67516,0.77491
0.67551,0.77447
0.67586,0.77357
0.67621,0.77241
0.67657,0.77282
0.67692,0.77477
0.67727,0.77557
0.67763,0.77506
0.67798,0.77505
0.67834,0.77449
0.67869,0.7743
0.67905,0.77414
0.6794,0.77416
0.67976,0.77512
0.68012,0.77529
0.68047,0.77537
0.68083,0.77501
0.68119,0.77346
0.68155,0.77273
0.6819,0.77326
0.68226,0.77394
0.68262,0.77415
0.68298,0.77401
0.68334,0.77351
0.6837,0.77302
0.68406,0.77288
0.68443,0.77263
0.68479,0.77284
0.68515,0.77363
0.68551,0.77299
0.68587,0.77168
0.68624,0.77203
0.6866,0.77277
0.68696,0.77204
0.68733,0.77103
0.68769,0.77134
0.68806,0.77168
0.68842,0.77138
0.68879,0.77125
0.68916,0.77107
0.68952,0.77114
0.68989,0.77148
0.69026,0.77123
0.69062,0.77125
0.69099,0.77232
0.69136,0.77165
0.69173,0.77009
0.6921,0.76981
0.69247,0.76989
0.69284,0.77061
0.69321,0.77065
0.69358,0.76979
0.69395,0.76949
0.69432,0.76959
0.6947,0.76848
0.69507,0.76674
0.69544,0.76716
0.69581,0.76805
0.69619,0.76821
0.69656,0.76775
0.69694,0.7666
0.69731,0.76597
0.69769,0.76597
0.69806,0.76678
0.69844,0.76782
0.69881,0.76818
0.69919,0.76728
0.69957,0.76604
0.69995,0.76523
0.70032,0.76503
0.7007,0.76506
0.70108,0.76417
0.70146,0.76379
0.70184,0.76347
0.70222,0.76322
0.7026,0.76316
0.70298,0.76222
0.70336,0.76199
0.70375,0.76191
0.70413,0.76212
0.70451,0.76249
0.70489,0.76162
0.70528,0.76017
0.70566,0.76003
0.70605,0.76107
0.70643,0.76192
0.70682,0.76251
0.7072,0.76185
0.70759,0.76134
0.70797,0.76102
0.70836,0.75967
0.70875,0.75911
0.70914,0.75933
0.70952,0.759
0.70991,0.75808
0.7103,0.75832
0.71069,0.75822
0.71108,0.75666
0.71147,0.75577
0.71186,0.75566
0.71225,0.75666
0.71265,0.75709
0.71304,0.75669
0.71343,0.75627
0.71382,0.75548
0.71422,0.75549
0.71461,0.75574
0.715,0.75511
0.7154,0.75412
0.71579,0.75486
0.71619,0.75615
0.71658,0.75546
0.71698,0.75418
0.71738,0.75304
0.71777,0.75209
0.71817,0.75151
0.71857,0.75148
0.71897,0.75228
0.71937,0.75313
0.71977,0.75256
0.72017,0.75125
0.72057,0.75068
0.72097,0.75037
0.72137,0.75031
0.72177,0.74939
0.72217,0.74753
0.72258,0.74715
0.72298,0.74772
0.72338,0.74796
0.72379,0.74816
0.72419,0.74832
0.7246,0.74818
0.725,0.74857
0.72541,0.7486
0.72581,0.74704
0.72622,0.74608
0.72663,0.74635
0.72703,0.74638
0.72744,0.74549
0.72785,0.74403
0.72826,0.74379
0.72867,0.74417
0.72908,0.74319
0.72949,0.74274
0.7299,0.74346
0.73031,0.74249
0.73072,0.74073
0.73113,0.74003
0.73155,0.73963
0.73196,0.73929
0.73237,0.73926
0.73279,0.73953
0.7332,0.73943
0.73362,0.73859
0.73403,0.73813
0.73445,0.73793
0.73486,0.73713
0.73528,0.73609
0.7357,0.73585
0.73612,0.73587
0.73653,0.73508
0.73695,0.73454
0.73737,0.73414
0.73779,0.73365
0.73821,0.73412
0.73863,0.73396
0.73905,0.73251
0.73948,0.73196
0.7399,0.73256
0.74032,0.73257
0.74074,0.73222
0.74117,0.73234
0.74159,0.73181
0.74202,0.73039
0.74244,0.72898
0.74287,0.72841
0.74329,0.72853
0.74372,0.72782
0.74415,0.72688
0.74457,0.72641
0.745,0.72587
0.74543,0.72517
0.74586,0.72497
0.74629,0.72537
0.74672,0.7251
0.74715,0.72421
0.74758,0.72381
0.74801,0.7237
0.74844,0.72355
0.74887,0.72271
0.74931,0.7218
0.74974,0.72198
0.75017,0.72249
0.75061,0.72216
0.75104,0.72049
0.75148,0.71847
0.75191,0.71771
0.75235,0.71768
0.75279,0.7181
0.75323,0.71841
0.75366,0.71779
0.7541,0.71693
0.75454,0.71537
0.75498,0.71343
0.75542,0.71294
0.75586,0.71321
0.7563,0.71296
0.75674,0.71275
0.75719,0.71276
0.75763,0.71224
0.75807,0.71152
0.75851,0.71114
0.75896,0.71057
0.7594,0.70979
0.75985,0.70908
0.76029,0.70831
0.76074,0.70802
0.76119,0.70782
0.76163,0.70658
0.76208,0.70521
0.76253,0.70482
0.76298,0.70521
0.76343,0.70533
0.76388,0.70403
0.76433,0.70276
0.76478,0.70285
0.76523,0.70286
0.76568,0.70187
0.76614,0.70121
0.76659,0.70116
0.76704,0.70095
0.7675,0.70099
0.76795,0.70052
0.76841,0.69913
0.76886,0.69791
0.76932,0.69733
0.76977,0.69736
0.77023,0.6973
0.77069,0.69711
0.77115,0.69649
0.77161,0.69595
0.77207,0.69599
0.77253,0.69499
0.77299,0.69366
0.77345,0.69296
0.77391,0.69255
0.77437,0.69284
0.77484,0.69274
0.7753,0.69139
0.77576,0.69034
0.77623,0.69062
0.77669,0.69087
0.77716,0.69044
0.77762,0.69007
0.77809,0.68974
0.77856,0.6887
0.77903,0.68774
0.7795,0.68739
0.77996,0.68624
0.78043,0.68533
0.7809,0.68545
0.78138,0.68502
0.78185,0.68451
0.78232,0.68434
0.78279,0.68364
0.78326,0.6828
0.78374,0.68246
0.78421,0.68216
0.78469,0.68182
0.78516,0.68141
0.78564,0.68088
0.78611,0.6805
0.78659,0.67984
0.78707,0.67897
0.78755,0.67858
0.78803,0.6786
0.7885,0.67777
0.78898,0.67649
0.78946,0.67584
0.78995,0.67549
0.79043,0.67532
0.79091,0.67474
0.79139,0.67372
0.79188,0.67328
0.79236,0.67326
0.79284,0.67286
0.79333,0.67236
0.79382,0.67253
0.7943,0.67242
0.79479,0.67124
0.79528,0.6701
0.79576,0.66975
0.79625,0.66923
0.79674,0.66865
0.79723,0.66842
0.79772,0.66742
0.79822,0.66678
0.79871,0.66688
0.7992,0.66659
0.79969,0.66608
0.80019,0.66502
0.80068,0.66437
0.80117,0.66429
0.80167,0.66466
0.80217,0.665
0.80266,0.66404
0.80316,0.66342
0.80366,0.66352
0.80416,0.6634
0.80466,0.66273
0.80516,0.66151
0.80566,0.66086
0.80616,0.66036
0.80666,0.65966
0.80716,0.65902
0.80766,0.65863
0.80817,0.6585
0.80867,0.65793
0.80918,0.65746
0.80968,0.65752
0.81019,0.65734
0.81069,0.65643
0.8112,0.65577
0.81171,0.65581
0.81222,0.65536
0.81273,0.65476
0.81324,0.6546
0.81375,0.65442
0.81426,0.65421
0.81477,0.65422
0.81528,0.65377
0.8158,0.65267
0.81631,0.65164
0.81682,0.65075
0.81734,0.65043
0.81786,0.65052
0.81837,0.65028
0.81889,0.64992
0.81941,0.64985
0.81992,0.64996
0.82044,0.64915
0.82096,0.64812
0.82148,0.64817
0.822,0.64837
0.82253,0.64776
0.82305,0.64651
0.82357,0.64584
0.82409,0.64593
0.82462,0.64587
0.82514,0.64554
0.82567,0.64485
0.8262,0.64434
0.82672,0.64461
0.82725,0.64475
0.82778,0.64397
0.82831,0.64314
0.82884,0.64264
0.82937,0.64255
0.8299,0.64287
0.83043,0.64251
0.83096,0.64184
0.8315,0.64135
0.83203,0.6409
0.83256,0.64044
0.8331,0.63997
0.83363,0.63955
0.83417,0.63895
0.83471,0.63884
0.83525,0.639
0.83578,0.63845
0.83632,0.63766
0.83686,0.63757
0.8374,0.63809
0.83794,0.63791
0.83849,0.63715
0.83903,0.63684
0.83957,0.63702
0.84012,0.6371
0.84066,0.63663
0.84121,0.63634
0.84175,0.63613
0.8423,0.63574
0.84285,0.63554
0.8434,0.63513
0.84395,0.63447
0.8445,0.63409
0.84505,0.63402
0.8456,0.63413
0.84615,0.63418
0.8467,0.6338
0.84726,0.63303
0.84781,0.63245
0.84836,0.63238
0.84892,0.63216
0.84948,0.63155
0.85003,0.63105
0.85059,0.63046
0.85115,0.63013
0.85171,0.63034
0.85227,0.63058
0.85283,0.63065
0.85339,0.6306
0.85395,0.63051
0.85452,0.62989
0.85508,0.62906
0.85564,0.62903
0.85621,0.62886
0.85678,0.62791
0.85734,0.62746
0.85791,0.62769
0.85848,0.62764
0.85905,0.62713
0.85962,0.62643
0.86019,0.62637
0.86076,0.62656
0.86133,0.62614
0.8619,0.62599
0.86248,0.62619
0.86305,0.62614
0.86362,0.62565
0.8642,0.62534
0.86478,0.6254
0.86535,0.62542
0.86593,0.62514
0.86651,0.62461
0.86709,0.62418
0.86767,0.62432
0.86825,0.6245
0.86883,0.62411
0.86942,0.62375
0.87,0.62364
0.87058,0.62352
0.87117,0.62318
0.87176,0.6226
0.87234,0.62226
0.87293,0.622
0.87352,0.62155
0.87411,0.62124
0.8747,0.62104
0.87529,0.62092
0.87588,0.62085
0.87647,0.62056
0.87706,0.62021
0.87766,0.62008
0.87825,0.61984
0.87885,0.61961
0.87944,0.61969
0.88004,0.61942
0.88064,0.61871
0.88124,0.61831
0.88184,0.61812
0.88244,0.61777
0.88304,0.61745
0.88364,0.61715
0.88424,0.61683
0.88485,0.61662
0.88545,0.6165
0.88606,0.61632
0.88666,0.61601
0.88727,0.61566
0.88788,0.61518
0.88849,0.61477
0.8891,0.6145
0.88971,0.61417
0.89032,0.61388
0.89093,0.61369
0.89154,0.61332
0.89215,0.61298
0.89277,0.6127
0.89338,0.61223
0.894,0.61179
0.89462,0.61171
0.89524,0.61167
0.89585,0.61136
0.89647,0.61076
0.89709,0.61028
0.89772,0.61007
0.89834,0.60988
0.89896,0.60956
0.89958,0.609
0.90021,0.60854
0.90083,0.60838
0.90146,0.60815
0.90209,0.60771
0.90272,0.60732
0.90335,0.60697
0.90398,0.60655
0.90461,0.60607
0.90524,0.60548
0.90587,0.60488
0.9065,0.60441
0.90714,0.60398
0.90777,0.60345
0.90841,0.60305
0.90905,0.60277
0.90968,0.60228
0.91032,0.60169
0.91096,0.60116
0.9116,0.60079
0.91225,0.60047
0.91289,0.60008
0.91353,0.5996
0.91418,0.59915
0.91482,0.59882
0.91547,0.5984
0.91611,0.59789
0.91676,0.59738
0.91741,0.59686
0.91806,0.59634
0.91871,0.59573
0.91936,0.5951
0.92001,0.59452
0.92067,0.59405
0.92132,0.59356
0.92198,0.59299
0.92263,0.59243
0.92329,0.59167
0.92395,0.59104
0.92461,0.59061
0.92527,0.58998
0.92593,0.5892
0.92659,0.5884
0.92725,0.58781
0.92792,0.58722
0.92858,0.58652
0.92925,0.58586
0.92991,0.58521
0.93058,0.58464
0.93125,0.58405
0.93192,0.58343
0.93259,0.58286
0.93326,0.58225
0.93393,0.58157
0.93461,0.58082
0.93528,0.58009
0.93596,0.57943
0.93663,0.57875
0.93731,0.578
0.93799,0.57719
0.93867,0.57634
0.93935,0.57556
0.94003,0.57488
0.94071,0.57425
0.9414,0.57354
0.94208,0.57278
0.94276,0.57216
0.94345,0.57142
0.94414,0.57064
0.94483,0.56995
0.94551,0.56925
0.94621,0.56851
0.9469,0.5677
0.94759,0.56684
0.94828,0.56599
0.94898,0.56521
0.94967,0.5645
0.95037,0.56382
0.95106,0.56309
0.95176,0.56233
0.95246,0.56152
0.95316,0.56065
0.95386,0.55984
0.95457,0.55914
0.95527,0.55847
0.95597,0.55774
0.95668,0.55696
0.95739,0.55622
0.95809,0.55562
0.9588,0.55494
0.95951,0.55413
0.96022,0.55326
0.96094,0.55235
0.96165,0.55162
0.96236,0.55091
0.96308,0.55005
0.96379,0.54916
0.96451,0.54829
0.96523,0.54737
0.96595,0.54638
0.96667,0.5455
0.96739,0.54471
0.96811,0.544
0.96883,0.5433
0.96956,0.54257
0.97029,0.54179
0.97101,0.54092
0.97174,0.54001
0.97247,0.53922
0.9732,0.53847
0.97393,0.53767
0.97466,0.5369
0.9754,0.5362
0.97613,0.53541
0.97687,0.53441
0.9776,0.53353
0.97834,0.53278
0.97908,0.53196
0.97982,0.53117
0.98056,0.5305
0.9813,0.52976
0.98205,0.52896
0.98279,0.52818
0.98354,0.52747
0.98428,0.5268
0.98503,0.52609
0.98578,0.52538
0.98653,0.52464
0.98728,0.52383
0.98803,0.52301
0.98879,0.52219
0.98954,0.52155
0.9903,0.52092
0.99106,0.52025
0.99181,0.51956
0.99257,0.51884
0.99333,0.51816
0.9941,0.51741
0.99486,0.51659
0.99562,0.51576
0.99639,0.51497
0.99715,0.51434
0.99792,0.51378
0.99869,0.51311
0.99946,0.51239
1.0002,0.51164
1.001,0.51097
1.0018,0.51034
1.0026,0.50968
1.0033,0.50902
1.0041,0.50835
1.0047,0.50887
1.0049,0.50859
1.0051,0.50749
1.0053,0.50681
1.0055,0.50747
1.0057,0.50909
1.0059,0.51005
1.0061,0.50921
1.0062,0.50739
1.0064,0.50602
1.0066,0.50568
1.0068,0.50588
1.007,0.50534
1.0072,0.50427
1.0074,0.50439
1.0076,0.50544
1.0078,0.50635
1.008,0.50786
1.0082,0.50922
1.0084,0.5085
1.0086,0.50737
1.0088,0.50802
1.009,0.50878
1.0092,0.50808
1.0094,0.50673
1.0096,0.50546
1.0098,0.50449
1.01,0.50394
1.0102,0.50381
1.0104,0.50444
1.0106,0.50544
1.0108,0.50579
1.011,0.50579
1.0112,0.50591
1.0114,0.50549
1.0115,0.5045
1.0117,0.50381
1.0119,0.50381
1.0121,0.50413
1.0123,0.50391
1.0125,0.503
1.0127,0.50262
1.0129,0.50334
1.0131,0.50445
1.0133,0.50514
1.0135,0.5048
1.0137,0.50437
1.0139,0.50549
1.0141,0.5064
1.0143,0.50465
1.0145,0.50276
1.0147,0.50313
1.0149,0.50341
1.0151,0.5027
1.0153,0.50324
1.0155,0.50429
1.0157,0.50358
1.0159,0.50186
1.0161,0.50083
1.0163,0.5009
1.0165,0.50183
1.0167,0.50224
1.0169,0.50098
1.0171,0.49939
1.0173,0.4993
1.0175,0.50083
1.0177,0.50264
1.0179,0.50293
1.0181,0.50156
1.0183,0.50026
1.0185,0.49968
1.0187,0.49969
1.0189,0.50065
1.0191,0.50096
1.0193,0.49893
1.0195,0.49727
1.0197,0.49811
1.0199,0.49884
1.0201,0.49803
1.0203,0.49743
1.0205,0.49735
1.0207,0.49718
1.0209,0.49757
1.0211,0.49882
1.0213,0.50058
1.0215,0.50175
1.0217,0.50066
1.0219,0.49775
1.0221,0.49568
1.0223,0.49566
1.0225,0.49677
1.0227,0.49753
1.0229,0.497
1.0231,0.49583
1.0233,0.49516
1.0235,0.495
1.0237,0.49539
1.0239,0.49653
1.0241,0.49748
1.0243,0.49744
1.0245,0.4973
