OC-GS-F2,
W,R
0.704415204,0.153863315
0.708454012,0.153863315
0.71249282,0.153863315
0.718152087,0.153617769
0.719772546,0.153372223
0.721396295,0.152962979
0.723808064,0.15353592
0.727848517,0.153454071
0.72946404,0.153454071
0.735118372,0.153454071
0.738351064,0.153372223
0.741585401,0.153208525
0.743204214,0.153044827
0.74805901,0.152635584
0.751294992,0.152390037
0.754532619,0.152062642
0.760193531,0.151735247
0.764240565,0.151326003
0.767481482,0.15083491
0.774762853,0.150261969
0.776391537,0.149607178
0.7796341,0.149034237
0.783689359,0.148215749
0.787747909,0.147233563
0.790990472,0.146660622
0.793428563,0.145923983
0.798294874,0.144941797
0.799926849,0.144123309
0.803978818,0.143468519
0.806416909,0.14273188
0.808048884,0.141913392
0.810486975,0.141176753
0.812931647,0.140112718
0.816172564,0.139621625
0.819416772,0.138966835
0.819429933,0.138312045
0.823481902,0.137657254
0.825921638,0.136838767
0.829169136,0.136020279
0.832416634,0.135201791
0.834050254,0.134301454
0.837296107,0.133564815
0.838931372,0.132582629
0.841362882,0.132173385
0.842994857,0.131354897
0.845429658,0.130781956
0.850286099,0.130290863
0.852722545,0.129636073
0.853546758,0.128817585
0.855976623,0.12849019
0.858416359,0.127671702
0.861653986,0.127344307
0.863281026,0.126771365
0.867332995,0.126116575
0.870572267,0.125707331
0.873813185,0.125216238
0.877060682,0.12439775
0.881106071,0.124070355
0.884348634,0.123497413
0.890830468,0.122515228
0.894882438,0.121860437
0.898926181,0.121614891
0.90781814,0.121287496
0.913475762,0.121123798
0.91994279,0.120878252
0.929630995,0.121123798
0.934472629,0.121369345
0.938504857,0.12169674
0.942535439,0.122105984
0.947375429,0.122433379
0.951404366,0.122924472
0.955433303,0.123415565
0.959462241,0.123906657
0.963489533,0.124479599
0.966707418,0.125134389
0.969930239,0.125543633
0.97315306,0.125952877
0.973949306,0.126525819
0.978786005,0.127016911
0.98200389,0.127671702
0.986837299,0.128326492
0.990055185,0.128981282
0.990856366,0.129308678
0.994079187,0.129717922
0.997302008,0.130127166
1.000519893,0.130781956
1.003736133,0.131518595
1.005340141,0.132091537
1.007750265,0.132746327
1.01097144,0.13323742
1.013384854,0.133728512
1.018223199,0.134137756
1.021441084,0.134792547
1.023045091,0.135365488
1.025451925,0.136183976
1.029480862,0.136675069
1.032700393,0.13724801
1.034309336,0.137575406
1.044798721,0.138148347
1.048019897,0.13863944
1.050433311,0.139130533
1.053654487,0.139621625
1.056062965,0.140358265
1.058491186,0.140112718
1.061733748,0.139539777
1.064140582,0.140358265
1.066555641,0.140767509
1.069775172,0.14134045
1.069762011,0.14199524
1.072984832,0.142404484
1.074585549,0.143141124
1.074574033,0.143714065
1.076987447,0.144205158
1.079399216,0.144778099
1.082620392,0.145269192
1.084227689,0.145678436
1.089061098,0.146333226
1.096330953,0.146333226
1.100361535,0.14674247
1.105199879,0.147151714
1.110043159,0.147315412
1.112469734,0.147151714
1.117326175,0.146660622
1.122179325,0.146333226
1.124579578,0.14747911
1.125370888,0.148297597
1.127781012,0.148952388
1.127771142,0.149443481
1.13018291,0.150016422
1.131780337,0.150916759
1.139040321,0.151407852
1.141457026,0.151735247
1.145485963,0.15222634
