MJL_OLV_3,
W,R
0.667012779,0.614004468
0.668913612,0.616880339
0.671117063,0.6192587
0.67935909,0.620570167
0.682418184,0.62976627
0.682437303,0.624510842
0.68340236,0.627341106
0.687193918,0.626803343
0.689728131,0.624655948
0.694797954,0.627134971
0.694812294,0.6231934
0.702353316,0.626530617
0.704075612,0.627132282
0.706132183,0.629481179
0.708179896,0.632386515
0.713059292,0.635114154
0.719509696,0.635010942
0.719524036,0.631069372
0.72064436,0.633501961
0.725073376,0.631354017
0.731889467,0.632379644
0.731908586,0.627124216
0.732656491,0.63027849
0.735201443,0.625179435
0.738108031,0.623180853
0.738990072,0.62544667
0.744278797,0.627120631
0.748466038,0.624907259
0.750480631,0.62252034
0.755430243,0.620343588
0.756682466,0.617920048
0.762858012,0.62054597
0.767434564,0.61926678
0.769064626,0.614631821
0.77060526,0.615777539
0.773773026,0.613093296
0.775237782,0.617914671
0.776301382,0.612555898
0.781446787,0.611343594
0.781463516,0.606745095
0.782000433,0.608529259
0.783896212,0.608260378
0.790734004,0.608713191
0.791480303,0.606916517
0.793843286,0.604113796
0.796544825,0.60369506
0.802230209,0.60342508
0.806215887,0.603453283
0.806235006,0.598197855
0.806657273,0.601813802
0.80666313,0.600203806
0.808569647,0.596983263
0.810468354,0.595909383
0.813466895,0.593816241
0.819313695,0.595101822
0.821707329,0.59556566
0.823112086,0.592685729
0.824819001,0.590309337
0.826915358,0.588927972
0.829447619,0.587317244
0.83205089,0.585927722
0.83450726,0.58543745
0.836404015,0.584900236
0.839562995,0.584630988
0.843398216,0.583734675
0.843412556,0.579793104
0.844625565,0.581946196
0.845898528,0.579262502
0.848424932,0.57926177
0.850954264,0.57845604
0.855787546,0.578475662
0.855801886,0.574534092
0.856013905,0.576576246
0.859180695,0.574160336
0.865079544,0.574531403
0.865498656,0.57362184
0.866138067,0.571474995
0.868191216,0.569275079
0.873093486,0.569326319
0.877468874,0.56927239
0.879412423,0.568519491
0.879421209,0.566104496
0.880580546,0.564016067
0.881958351,0.563152104
0.885118308,0.562614523
0.888279241,0.561808609
0.890807597,0.561271212
0.892965096,0.560070911
0.893973411,0.559123634
0.896503719,0.558049571
0.900297229,0.556975142
0.902195937,0.555901262
0.905354426,0.554811899
0.906623976,0.554021651
0.909156237,0.552410923
0.911685569,0.551605192
0.914848455,0.550262613
0.917743756,0.549552886
0.917758095,0.545611315
0.918015245,0.547846703
0.921182035,0.545430793
0.924970664,0.545698028
0.929396751,0.544355083
0.929405537,0.541940088
0.930125916,0.546264659
0.930147425,0.540352303
0.933205881,0.538987329
0.936998415,0.538181233
0.939527747,0.537375502
0.942070746,0.532813113
0.942531975,0.536407147
0.942551095,0.53115172
0.942695513,0.53469126
0.945235584,0.530933869
0.947133315,0.530128321
0.950293272,0.529590741
0.951847872,0.525893604
0.954722288,0.527442797
0.954930865,0.528520421
0.955362674,0.52502762
0.959156184,0.52395319
0.96113987,0.521949344
0.962957504,0.520732099
0.964858164,0.519121553
0.967336925,0.51866291
0.968023002,0.517242309
0.97055331,0.516168246
0.973538759,0.514062618
0.974985255,0.513215304
0.975622713,0.511605125
0.978153997,0.510262729
0.980773835,0.508805099
0.981953364,0.507578303
0.984484649,0.506235907
0.986383356,0.505162027
0.988281088,0.504356479
0.98891757,0.503014633
0.992141874,0.500918672
0.992715961,0.500598539
0.995874941,0.500329292
0.999037827,0.498986713
1.001569111,0.497644317
1.004526424,0.496973516
1.004540763,0.493031945
1.006633633,0.494422859
1.00790562,0.492007498
1.012964285,0.490396037
1.016759747,0.488784943
1.016930093,0.487772933
1.02055521,0.487173848
1.024981297,0.485830903
1.031304139,0.483950743
1.035728274,0.483144464
1.038888231,0.482606883
1.041689634,0.482510336
1.047101971,0.481799505
1.050258999,0.482066923
1.054059844,0.482506751
1.059098483,0.482869359
1.064152266,0.482599561
1.066425275,0.483817023
1.068566639,0.48447661
1.073613589,0.486085142
1.075502535,0.487694589
1.079810404,0.488192662
1.083077841,0.488765724
1.088054025,0.489066177
1.088121862,0.491179254
1.092161495,0.493444505
1.093792603,0.494934266
1.095682525,0.49627538
1.09947213,0.496274282
1.100390776,0.49825959
1.103248069,0.500029842
1.103468989,0.502200265
1.108293066,0.50217504
1.112741868,0.503511433
1.113336111,0.504856903
1.114591503,0.507003199
1.115815301,0.508765964
1.120265173,0.509953212
1.125083399,0.511390989
1.127203021,0.512634527
1.128156833,0.516645521
1.128457437,0.515049155
1.129713805,0.516927119
1.133501458,0.517462686
1.137285206,0.519071584
1.140515094,0.519926578
1.141697627,0.521485298
1.143585596,0.523363078
1.147999969,0.525240126
1.15241727,0.526312176
1.152854235,0.528463063
1.157458363,0.529530705
1.159980862,0.530603303
1.162503361,0.531675902
1.166239364,0.532838703
1.168813512,0.533284068
1.174478205,0.535026074
1.176379056,0.537038531
1.177556418,0.538966749
1.182057607,0.53864688
1.185842331,0.539987445
1.189917069,0.541590878
1.195306583,0.542668027
1.19845873,0.544277109
1.20227294,0.545528863
1.206030131,0.546421574
1.211079033,0.547493441
1.214628811,0.549466849
1.218647506,0.550442905
1.222433206,0.551515138
1.226848555,0.553123853
1.226984682,0.553404835
1.232530035,0.553927204
1.23625756,0.554716003
1.238205657,0.556340552
1.239340553,0.557342821
1.243887136,0.557143902
1.248618211,0.557340132
1.251696425,0.561280807
1.252089162,0.559556518
1.256501582,0.561970231
1.260969303,0.562591975
1.262806853,0.564920061
1.264047516,0.566532649
1.267857708,0.565455263
1.273329954,0.565216104
1.274165907,0.567600094
1.276408167,0.569156778
1.281735356,0.570281225
1.285681045,0.570467946
1.286780353,0.572426423
1.288759258,0.574408621
1.291822422,0.575376619
1.297503902,0.57617997
1.302149167,0.577470403
1.304443702,0.578324619
1.307598778,0.579128702
1.310383228,0.580971632
1.311377645,0.582079264
1.313265614,0.583957044
1.314490698,0.58534996
1.317681939,0.585297427
1.322734319,0.586223475
1.323992091,0.586905593
1.324616858,0.588783739
1.325812532,0.590164149
1.329028303,0.591465785
1.331549825,0.592806717
1.335075851,0.594103031
1.335959317,0.596025429
1.33911244,0.597366177
1.339183321,0.598481359
1.342897165,0.598706743
1.347426942,0.599354874
1.348570835,0.601656756
1.350505155,0.603295548
1.352978374,0.605412133
1.354866343,0.607289914
1.357700399,0.608986837
1.359907436,0.610508442
1.362429935,0.611581041
1.36593446,0.612488065
1.367474932,0.613726239
1.369364854,0.615067354
1.37004193,0.616866393
1.372516025,0.616944768
1.378285551,0.617739908
1.378823248,0.619357932
1.381361374,0.622337511
1.38260602,0.621235163
1.384492037,0.623649609
1.386380006,0.625527389
1.388559008,0.627371871
1.391423051,0.628209252
1.392683324,0.629013885
1.393944574,0.629550184
1.396793068,0.6308731
1.398356018,0.63223223
1.399871282,0.634813774
1.40024594,0.633573345
1.403394182,0.636255757
1.405916681,0.637328356
1.408437227,0.638937621
1.412218047,0.641351517
1.412219983,0.640722545
1.415999843,0.643497081
1.419417616,0.645756906
1.421040935,0.64671561
1.424195035,0.647788026
1.427656457,0.647944277
1.429242961,0.649128225
1.431132883,0.65046934
1.431759148,0.653636462
1.432389251,0.652347303
1.435542375,0.653688052
1.439997989,0.655823834
1.443106942,0.657710847
1.445626512,0.659588444
1.449251748,0.66239043
1.449409284,0.661465675
1.451295301,0.663880121
1.452550693,0.666026417
1.456969947,0.666561801
1.458510286,0.667643169
1.459487565,0.668976064
1.46137651,0.670585511
1.462617757,0.672021497
1.46768471,0.672730343
1.470861378,0.672895011
1.472098106,0.674875723
1.473939591,0.676835686
1.478401425,0.678362219
1.483212469,0.678146854
1.485343177,0.679970202
1.48731994,0.682525182
1.489755598,0.682383916
1.49556356,0.683398697
1.496695398,0.684528564
1.498641773,0.687339371
1.501101961,0.688552274
1.503623484,0.689893206
1.507408208,0.691233772
1.512022122,0.693028867
1.515605353,0.694988051
1.518129804,0.695523984
1.520652303,0.696596583
1.522544177,0.697401032
1.523339176,0.699156914
1.528214918,0.701156043
1.532631243,0.702496426
1.535690267,0.704408756
1.540202644,0.704640892
1.544967925,0.704406068
1.547142444,0.70678554
1.549075396,0.708784396
1.551554865,0.709199254
1.554077363,0.710271853
1.558494665,0.711343902
1.5604044,0.711627799
1.566701572,0.712414854
1.569679668,0.712282039
1.571116921,0.714023569
1.572757881,0.716222714
1.576792543,0.716436917
1.581209844,0.717508966
1.586147789,0.719284496
1.590041519,0.720458064
1.59193144,0.721799179
1.597474403,0.722784828
1.600767995,0.723406613
1.604554672,0.724210513
1.609835054,0.725408957
1.612126073,0.726354979
1.615915679,0.72635388
1.622200485,0.726719229
1.624755162,0.727156316
1.627910238,0.727960399
1.629803089,0.728496516
1.634561136,0.729343358
1.638010971,0.729299134
1.641800577,0.729298036
1.646931346,0.729339773
1.648116586,0.729296206
1.651273614,0.729563623
1.654431618,0.729562708
1.659296777,0.730650045
1.662636573,0.731170325
1.666425202,0.73143756
1.671662208,0.731960317
1.674632109,0.732508511
1.677790113,0.732507596
1.684032419,0.731956733
1.686002877,0.731968551
1.691687285,0.731966904
1.696402629,0.731953148
1.699266496,0.731964707
1.704949927,0.732231393
1.70877045,0.732606491
1.712527186,0.732765862
1.716315815,0.733033096
1.721138271,0.733259835
1.723263425,0.733031083
1.728947833,0.733029436
1.733508481,0.73325625
1.736526067,0.733295572
1.740945321,0.733830956
1.745873912,0.734566522
1.750416406,0.734633209
1.75357441,0.734632294
1.758244123,0.734562937
1.761151668,0.735166763
1.764308697,0.73543418
1.768095373,0.73623808
1.770604774,0.737187066
1.77503615,0.738114396
1.777560601,0.73865033
1.782965425,0.739811195
1.787661334,0.739989065
1.790187738,0.739988333
1.795335635,0.73980761
1.7971373,0.739449654
1.80029628,0.739180406
1.80408979,0.738105977
1.807713016,0.73783324
1.811039353,0.737567298
1.816093136,0.737297501
1.820085616,0.737172727
1.823672347,0.737295304
1.828095505,0.736757357
1.832455827,0.737169142
1.836306317,0.736754978
1.84009397,0.737290545
1.844821258,0.738479414
1.847670252,0.738093347
1.85082728,0.738360765
1.853984308,0.738628182
1.857189078,0.739132757
1.861558638,0.73996765
1.866610469,0.740234518
1.869552119,0.741099958
1.872923549,0.741037686
1.877344755,0.741036405
1.88191994,0.741753301
1.886186192,0.741302175
1.890605445,0.741837559
1.894287761,0.742406645
1.896288877,0.742104245
1.899446882,0.742103329
1.903236487,0.742102231
1.906657971,0.74240306
1.908920895,0.742100584
1.912709524,0.742367818
1.919028182,0.742399475
1.922186466,0.741560074
1.924714822,0.741022677
1.929768605,0.74075288
1.931403172,0.741082033
1.936717191,0.740482534
1.939242619,0.740750134
1.943773383,0.741078448
1.945557651,0.741016637
1.949978857,0.741015355
1.956143594,0.741074864
1.958190645,0.740744643
1.961980251,0.740743545
1.965138255,0.74074263
1.968513804,0.741071279
1.971453288,0.741009132
1.975240941,0.741544699
1.978398945,0.741543784
1.980879235,0.742381551
1.983450776,0.741810653
1.987871982,0.741809371
1.993249446,0.742377966
1.994814711,0.743149022
1.999232989,0.743952739
2.001126815,0.744220522
2.005610097,0.745002095
2.007439895,0.74502369
2.011229501,0.745022592
2.017980307,0.74499851
2.018180039,0.74421558
2.023232846,0.744214116
2.025760226,0.743945051
2.030355298,0.743681068
2.033339437,0.743942855
2.037130018,0.743673424
2.042727898,0.743020555
2.04407958,0.743134745
2.048502739,0.742596798
2.055100499,0.742360041
2.05734808,0.741789237
2.06176831,0.742056289
2.06747071,0.742356457
2.069346544,0.742322425
2.073139078,0.741516329
2.077560284,0.741515047
2.07984092,0.742352872
2.082613092,0.741513583
2.087664923,0.741780451
2.092211131,0.742349287
2.094609604,0.742583436
2.100289131,0.743923453
2.104574172,0.744316487
2.10786346,0.74526292
2.110387911,0.745798853
2.112280762,0.74633497
2.116934823,0.746940616
2.119223491,0.74767462
2.121117317,0.747942404
2.126169148,0.748209272
2.129297864,0.748907817
2.133112853,0.74928059
2.138167612,0.74874246
2.141668074,0.748904232
2.143219443,0.749009329
2.147641626,0.748739715
2.154035895,0.749557575
2.15648111,0.74954215
2.160902316,0.749540869
2.166403716,0.750210919
2.171637578,0.750074423
2.174163982,0.750073691
2.178773926,0.750207334
2.181111592,0.750071677
2.183637995,0.750070945
2.186794047,0.750606696
2.191144137,0.750203749
2.195005835,0.750335983
2.196900638,0.750335434
2.199427041,0.750334702
2.203514348,0.750200164
2.205744026,0.750064539
2.211425506,0.75086789
2.215884558,0.750196579
2.219004716,0.750865693
2.222794322,0.750864595
2.228249989,0.751506851
2.232265407,0.751666848
2.23479181,0.751666116
2.2406202,0.751503267
2.24300555,0.750858738
2.247426756,0.750857457
2.25299041,0.751499682
2.257528466,0.751927859
2.261950648,0.751658245
2.265360621,0.751496097
2.269529859,0.751656049
2.272057239,0.751386984
2.277730832,0.751492512
2.284057656,0.751383506
2.286586012,0.750846108
2.290101042,0.751488927
2.295426472,0.751380211
2.301739552,0.752183379
2.302468863,0.752142271
2.306794311,0.75164525
2.309952316,0.751644334
2.314836684,0.752795614
2.317526645,0.752983802
2.321314298,0.753519369
2.327202115,0.754105886
2.330148901,0.755663469
2.334565226,0.757003851
2.338986433,0.75700257
2.345747871,0.756728223
2.350358177,0.756194277
2.353516182,0.756193362
2.358118082,0.756724638
2.361094416,0.756459498
2.365515622,0.756458217
2.370488292,0.756721053
2.372463232,0.756456203
2.376885415,0.756186589
2.382858503,0.756717468
2.385094274,0.756720875
2.390147081,0.756719411
2.395228713,0.756713883
2.400253671,0.75644815
2.404044253,0.756178719
2.407598924,0.756710298
2.410990886,0.756445038
2.41541014,0.756980422
2.419966745,0.757363642
2.422985446,0.758051557
2.428666925,0.758854908
2.432329786,0.759330842
