MY_EN_30,
0.491654967,0.589696169
0.493657954,0.589157169
0.500396148,0.592636118
0.507378251,0.598787195
0.51462741,0.600508693
0.520083641,0.605548217
0.524463933,0.609511229
0.531028608,0.614134742
0.536502533,0.618758256
0.544146431,0.620739762
0.549614592,0.624042272
0.557261372,0.62668428
0.563817402,0.629326288
0.567965703,0.630402274
0.575560465,0.632088876
0.583639629,0.634735098
0.591782657,0.638010491
0.599804175,0.64145243
0.607944538,0.644117156
0.61558545,0.645930651
0.62403101,0.646948428
0.632404302,0.646966933
0.640310122,0.649106117
0.647576466,0.650363638
0.656322208,0.651698057
0.664923998,0.650856694
0.671969322,0.649885444
0.673778366,0.64626991
0.682519693,0.646592206
0.689517446,0.647925495
0.697521349,0.650932301
0.704727626,0.651630205
0.710073059,0.651122853
0.716611798,0.649801849
0.71877889,0.646499339
0.723130364,0.643857332
0.72857259,0.641215324
0.731830432,0.637912814
0.736179025,0.634610304
0.740527618,0.631307794
0.744876211,0.628005284
0.748136935,0.625363276
0.749213276,0.622060766
0.754337398,0.619417546
0.759428461,0.615193769
0.764623354,0.603949363
0.765276508,0.609833474
0.765681843,0.600008528
0.770918778,0.596961691
0.771995119,0.593659181
0.775247198,0.589035667
0.778499277,0.584412153
0.781736947,0.576486129
0.781754238,0.580449141
0.784991908,0.572523118
0.786045032,0.567460002
0.789528592,0.562414734
0.791712673,0.556705486
0.793517488,0.552120641
0.797383127,0.546595563
0.798366416,0.540828157
0.801024834,0.533771566
0.804889014,0.525710768
0.806587902,0.522324967
0.808002072,0.51499357
0.810591588,0.507553616
0.814304196,0.495570982
0.815003931,0.501858585
0.819538582,0.490620872
0.820597633,0.48335535
0.820612042,0.48665786
0.822761844,0.479392338
0.823835303,0.475429326
0.824911645,0.472126816
0.827072973,0.467503303
0.828146433,0.463540291
0.830293353,0.455614267
0.830310643,0.459577279
0.833954797,0.442782253
0.834170735,0.448249173
0.83717441,0.436675588
0.842161928,0.425891678
0.842187864,0.431836196
0.844303084,0.41664465
0.844314611,0.419286658
0.84432902,0.422589168
0.846467294,0.412681638
0.847540754,0.408718626
0.849704964,0.404755614
0.851874938,0.402113606
0.853395439,0.394702442
0.854176179,0.388738266
0.858180237,0.381919156
0.864209538,0.377011207
0.867885758,0.372097603
0.872729083,0.365024049
0.875732015,0.359884272
0.879745176,0.355151607
0.883816113,0.350820398
0.887603422,0.345686276
0.891609167,0.339253922
0.897270936,0.334157632
0.904540753,0.331408311
0.906829293,0.327627994
0.913934705,0.327220883
0.919783014,0.324855762
0.92785833,0.32661991
0.935935422,0.328791169
0.944283257,0.332100396
0.948066158,0.3355085
0.953043842,0.34002642
0.955245515,0.344649934
0.95962869,0.349273448
0.962923995,0.354557464
0.96512855,0.35984148
0.966236591,0.363804491
0.967703719,0.367783357
0.970645701,0.374372523
0.972755539,0.376978309
0.975054811,0.384940555
0.977253603,0.388903567
0.980548908,0.394187583
0.983841332,0.398811096
0.984949373,0.402774108
0.988241797,0.407397622
0.989349838,0.411360634
0.990460761,0.415984148
0.991768101,0.420095067
0.994851064,0.426294257
0.996027662,0.431813519
0.998933365,0.437408388
0.998974573,0.446853363
1.000301503,0.442802609
1.001492501,0.451622378
1.00768138,0.461276725
1.009817368,0.466557537
1.010824423,0.473241559
1.013467591,0.481367331
1.01731393,0.489762865
1.017957101,0.483086244
1.020032029,0.496385204
1.022738702,0.500388462
1.025756696,0.505812417
1.027958369,0.510435931
1.030162924,0.515719947
1.031276728,0.521003963
1.033481283,0.526287979
1.034589325,0.530250991
1.036796761,0.536195509
1.037024296,0.53872475
1.039467554,0.543990052
1.041097775,0.547816896
1.042098759,0.553109339
1.043433481,0.557331572
1.044535758,0.55997358
1.045640917,0.56327609
1.047836827,0.5665786
1.048941986,0.56988111
1.051146542,0.575165125
1.053351097,0.580449141
1.056640639,0.584412153
1.058836548,0.587714663
1.063474375,0.591513478
1.065512357,0.596344529
1.070783841,0.60265475
1.075284258,0.607529723
1.077485931,0.612153236
1.083527277,0.616256781
1.088145785,0.621860212
1.094857356,0.626241282
1.102640308,0.631037173
1.110729834,0.636058209
1.11881181,0.639349023
1.12688979,0.641723837
1.134667265,0.645264469
1.143273601,0.647332922
1.151800473,0.649866057
1.15866085,0.650531005
1.167277619,0.653122946
1.17257718,0.657067371
1.176945945,0.658388375
1.183496211,0.659709379
1.186779989,0.662351387
1.193324492,0.662351387
1.200965509,0.663672391
1.208603643,0.664332893
1.21624466,0.665653897
1.222789163,0.665653897
1.230424416,0.665653897
1.237247901,0.664793461
1.245316704,0.665064869
1.253386987,0.665675535
1.257701822,0.667635403
1.264249206,0.668295905
1.271887341,0.668956407
1.279528358,0.670277411
1.28607286,0.670277411
1.291523731,0.669616909
1.298068233,0.669616909
1.305706368,0.670277411
1.314432372,0.670277411
1.320636683,0.670153756
1.329374531,0.669678794
1.337250486,0.669775725
1.344530637,0.66939505
1.353573243,0.668728868
1.360424147,0.667222557
1.36632921,0.664657758
1.374395941,0.664454202
1.382456751,0.66289361
1.385801533,0.659059981
1.392522328,0.658551092
1.393657083,0.654479982
1.400760465,0.653607601
1.409309441,0.653869316
1.417377948,0.654072871
1.425443198,0.653530057
1.434171499,0.650866872
1.440889162,0.649639885
1.446252378,0.646156824
1.45297152,0.645269095
1.454302432,0.642130948
1.458278868,0.63989432
1.462630343,0.637252312
1.469163318,0.634610304
1.475696294,0.631968296
1.481138519,0.629326288
1.486580744,0.62668428
1.493116601,0.624702774
1.49828475,0.621323052
1.504001051,0.619418758
1.510536909,0.617437252
1.51488262,0.61347424
1.519090616,0.610744627
1.522720588,0.606237327
1.529630488,0.605045073
1.531918013,0.601032122
1.537749769,0.599275728
1.540828917,0.596195255
1.544240665,0.592338177
1.550770759,0.589035667
1.556204338,0.584412153
1.5616408,0.580449141
1.567077261,0.576486129
1.571422973,0.572523118
1.576868079,0.570541612
1.580125922,0.567239102
1.584477397,0.564597094
1.591429675,0.559979337
1.596113805,0.554941339
1.602256735,0.550395266
1.608377137,0.545822052
1.614556805,0.544560008
1.615881277,0.539946083
1.621466818,0.536055911
1.628249005,0.530940294
1.635327302,0.528320801
1.640114034,0.524786044
1.645149437,0.519545297
1.651269089,0.514800192
1.657539065,0.512223761
1.661792873,0.507614683
1.667938615,0.503713202
1.67406251,0.49994064
1.680906447,0.496837549
1.685932007,0.493009575
1.692606036,0.488785798
1.700338163,0.481932763
1.700355629,0.485936021
1.70704312,0.477793801
1.707279654,0.480643578
1.713884778,0.474768824
1.720417753,0.472126816
1.725857096,0.468824306
1.729117821,0.466182299
1.734560046,0.463540291
1.738908639,0.460237781
1.744350864,0.457595773
1.750883839,0.454953765
1.755235314,0.452311757
1.759586789,0.449669749
1.767210515,0.447027741
1.774807922,0.446242697
1.782863798,0.443551241
1.789944839,0.44156092
1.796294751,0.440095321
1.802071302,0.437120211
1.806425658,0.435138705
1.814052266,0.433157199
1.820588123,0.431175694
1.829311245,0.430515192
1.833665602,0.428533686
1.83802284,0.427212682
1.844567342,0.427212682
1.850015331,0.425891678
1.856075889,0.427786998
1.864144988,0.428126257
1.871726556,0.426788606
1.880946311,0.426701368
1.887665083,0.425728825
1.893026326,0.421793419
1.899740337,0.419729592
1.903382203,0.417948481
1.911844652,0.420391147
1.919247607,0.422141725
1.927058738,0.424991502
1.935405106,0.427244183
1.942811377,0.429754701
1.951564471,0.432774107
1.959647928,0.436404181
1.967731089,0.439966402
1.975818986,0.444614253
1.981196511,0.444410697
1.982872703,0.450369322
1.987276533,0.451128029
1.991933922,0.453632761
1.998720017,0.454418843
2.003952349,0.458256275
2.008335523,0.462879789
2.013809448,0.467503303
2.014914607,0.470805812
2.020388532,0.475429326
2.024765943,0.478731836
2.030231222,0.481373844
2.034611514,0.485336856
2.042568773,0.48860486
2.049673659,0.492079696
2.056722887,0.496805885
2.06377205,0.50151727
2.068855044,0.503848906
2.071795009,0.507793923
2.076175302,0.511756935
2.079464844,0.515719947
2.086023755,0.519022457
2.090401166,0.522324967
2.09587509,0.526948481
2.101343251,0.530250991
2.106808531,0.532892999
2.111194586,0.538177015
2.114062859,0.541348354
2.1181018,0.542524453
2.12036116,0.546731266
2.126881863,0.551725162
2.133934756,0.557291479
2.141718946,0.562371115
2.149802699,0.56606904
2.157400295,0.568405081
2.165873654,0.573348572
2.17015375,0.576966045
2.178093836,0.578553778
2.184828101,0.581132147
2.192904453,0.583133776
2.199647451,0.587713775
2.201326711,0.594375592
2.209097507,0.59638524
2.216510448,0.600424686
2.224213707,0.600963389
2.231976394,0.601114513
2.240048157,0.602064439
2.247436715,0.600515155
2.248809146,0.606893228
2.256220252,0.610511992
2.26495662,0.60969777
2.272359042,0.611326214
2.280426661,0.611326214
2.289166581,0.611326214
2.295886266,0.610562881
2.304636474,0.612920733
2.312703353,0.612751103
2.320294943,0.613710722
2.32751619,0.617839991
2.329556975,0.623313372
2.336287639,0.625066211
2.345040141,0.627949914
2.353114568,0.629510507
2.361186628,0.630528284
2.369252471,0.630121173
2.377637334,0.632792068
2.384482425,0.638358386
2.385882091,0.633368368
2.387082312,0.644302207
2.38764723,0.651122853
2.396242522,0.652580131
2.404315469,0.653801464
2.413053021,0.653258649
2.419778479,0.653818427
2.429053976,0.65329936
2.436035078,0.650815983
2.442283708,0.649950872
2.450025463,0.652308723
2.458368989,0.653910027
2.459903268,0.648954904
2.46588915,0.656108426
2.467492042,0.649268961
2.474227728,0.65217302
2.475154503,0.64886185
2.48415772,0.650996921
2.491401869,0.652148346
2.500004419,0.653349118
2.507854648,0.654887093
2.51592049,0.654479982
2.523986925,0.654208575
2.528692444,0.654072871
2.534907184,0.653104359
2.5403667,0.654425363
2.545712045,0.651313563
2.54977605,0.658234451
2.55763664,0.66214724
2.565702187,0.661672277
2.573763293,0.660179536
2.580467658,0.655904871
2.588455854,0.659714267
