KC-OPX-hm_2,
0.52802,0.2597
0.52824,0.25547
0.52846,0.2517
0.52867,0.25313
0.52889,0.25909
0.5291,0.26243
0.52932,0.25934
0.52953,0.2585
0.52975,0.25719
0.52997,0.25468
0.53018,0.25409
0.5304,0.25382
0.53062,0.25755
0.53084,0.26036
0.53105,0.25772
0.53127,0.25544
0.53149,0.25725
0.53171,0.25781
0.53192,0.2555
0.53214,0.26
0.53236,0.26565
0.53258,0.26535
0.5328,0.26453
0.53302,0.26429
0.53324,0.26649
0.53346,0.2668
0.53368,0.26596
0.5339,0.26816
0.53412,0.26923
0.53434,0.26815
0.53456,0.26237
0.53478,0.25811
0.535,0.25886
0.53522,0.25883
0.53544,0.25972
0.53566,0.26062
0.53588,0.26391
0.5361,0.26577
0.53633,0.2597
0.53655,0.25693
0.53677,0.25785
0.53699,0.25747
0.53722,0.25776
0.53744,0.25674
0.53766,0.25871
0.53788,0.2638
0.53811,0.2656
0.53833,0.26553
0.53855,0.26461
0.53878,0.2618
0.539,0.25927
0.53923,0.25882
0.53945,0.25969
0.53968,0.26381
0.5399,0.26738
0.54013,0.26424
0.54035,0.26066
0.54058,0.2614
0.5408,0.26516
0.54103,0.26686
0.54125,0.26429
0.54148,0.26502
0.54171,0.268
0.54193,0.26705
0.54216,0.26454
0.54239,0.26671
0.54261,0.27205
0.54284,0.27344
0.54307,0.27027
0.54329,0.26533
0.54352,0.26426
0.54375,0.26559
0.54398,0.26396
0.54421,0.26176
0.54444,0.2623
0.54466,0.26433
0.54489,0.26318
0.54512,0.26082
0.54535,0.25981
0.54558,0.26102
0.54581,0.26273
0.54604,0.2632
0.54627,0.26814
0.5465,0.26917
0.54673,0.26488
0.54696,0.26466
0.54719,0.26379
0.54742,0.26276
0.54766,0.26361
0.54789,0.26435
0.54812,0.2629
0.54835,0.26198
0.54858,0.26555
0.54881,0.26765
0.54905,0.26901
0.54928,0.27026
0.54951,0.26864
0.54975,0.26858
0.54998,0.2699
0.55021,0.26868
0.55045,0.26504
0.55068,0.26367
0.55091,0.26599
0.55115,0.26792
0.55138,0.26766
0.55162,0.26647
0.55185,0.26655
0.55209,0.26681
0.55232,0.26506
0.55256,0.26467
0.55279,0.26819
0.55303,0.27156
0.55327,0.27123
0.5535,0.26794
0.55374,0.26597
0.55397,0.26632
0.55421,0.26575
0.55445,0.26738
0.55469,0.26953
0.55492,0.26763
0.55516,0.26617
0.5554,0.26625
0.55564,0.26821
0.55588,0.27025
0.55611,0.26887
0.55635,0.26875
0.55659,0.27058
0.55683,0.27161
0.55707,0.27264
0.55731,0.27265
0.55755,0.26903
0.55779,0.26507
0.55803,0.2657
0.55827,0.26687
0.55851,0.26622
0.55875,0.26618
0.55899,0.26663
0.55923,0.26595
0.55947,0.26548
0.55972,0.26871
0.55996,0.2716
0.5602,0.27129
0.56044,0.26904
0.56068,0.2667
0.56093,0.26788
0.56117,0.27023
0.56141,0.27162
0.56166,0.27171
0.5619,0.27031
0.56214,0.26833
0.56239,0.26588
0.56263,0.2661
0.56287,0.26866
0.56312,0.27128
0.56336,0.27469
0.56361,0.27597
0.56385,0.2736
0.5641,0.27089
0.56435,0.26954
0.56459,0.27013
0.56484,0.27235
0.56508,0.27394
0.56533,0.27282
0.56558,0.2685
0.56582,0.26683
0.56607,0.27102
0.56632,0.27394
0.56657,0.2721
0.56681,0.26896
0.56706,0.2685
0.56731,0.27095
0.56756,0.27337
0.56781,0.27404
0.56805,0.27369
0.5683,0.27405
0.56855,0.27387
0.5688,0.27129
0.56905,0.27038
0.5693,0.2744
0.56955,0.27778
0.5698,0.27884
0.57005,0.27864
0.5703,0.27621
0.57056,0.2733
0.57081,0.26978
0.57106,0.26989
0.57131,0.27335
0.57156,0.27583
0.57181,0.27802
0.57207,0.27792
0.57232,0.2762
0.57257,0.27391
0.57282,0.2738
0.57308,0.27521
0.57333,0.27502
0.57358,0.27527
0.57384,0.27459
0.57409,0.27541
0.57435,0.27702
0.5746,0.27711
0.57486,0.27861
0.57511,0.27882
0.57537,0.27756
0.57562,0.27699
0.57588,0.27764
0.57613,0.27752
0.57639,0.27573
0.57665,0.27561
0.5769,0.27739
0.57716,0.27931
0.57742,0.2787
0.57767,0.27617
0.57793,0.27426
0.57819,0.27353
0.57845,0.27573
0.57871,0.27817
0.57896,0.27807
0.57922,0.27828
0.57948,0.27881
0.57974,0.27883
0.58,0.27959
0.58026,0.27979
0.58052,0.27942
0.58078,0.28012
0.58104,0.28118
0.5813,0.28064
0.58156,0.27942
0.58182,0.27953
0.58208,0.27977
0.58235,0.27904
0.58261,0.2778
0.58287,0.27902
0.58313,0.28164
0.58339,0.28169
0.58366,0.28148
0.58392,0.28026
0.58418,0.27839
0.58445,0.27915
0.58471,0.28006
0.58497,0.27965
0.58524,0.27888
0.5855,0.27893
0.58577,0.28001
0.58603,0.28099
0.5863,0.28218
0.58656,0.2838
0.58683,0.28364
0.58709,0.28164
0.58736,0.28074
0.58763,0.28178
0.58789,0.2833
0.58816,0.28398
0.58843,0.28436
0.58869,0.28407
0.58896,0.2832
0.58923,0.28245
0.5895,0.28163
0.58976,0.28262
0.59003,0.28455
0.5903,0.28461
0.59057,0.28294
0.59084,0.28071
0.59111,0.27968
0.59138,0.28046
0.59165,0.28087
0.59192,0.28112
0.59219,0.28231
0.59246,0.28189
0.59273,0.28118
0.593,0.28234
0.59327,0.28333
0.59354,0.28365
0.59382,0.2834
0.59409,0.28352
0.59436,0.28384
0.59463,0.28397
0.59491,0.28515
0.59518,0.28531
0.59545,0.28461
0.59573,0.28542
0.596,0.28435
0.59627,0.28223
0.59655,0.28275
0.59682,0.2836
0.5971,0.28387
0.59737,0.28476
0.59765,0.28751
0.59792,0.28836
0.5982,0.28515
0.59848,0.28293
0.59875,0.28275
0.59903,0.28381
0.59931,0.28477
0.59958,0.28538
0.59986,0.28473
0.60014,0.28343
0.60042,0.28423
0.6007,0.28464
0.60097,0.28558
0.60125,0.28767
0.60153,0.28951
0.60181,0.28902
0.60209,0.28636
0.60237,0.28615
0.60265,0.28738
0.60293,0.28749
0.60321,0.28582
0.60349,0.28627
0.60377,0.28781
0.60405,0.28761
0.60434,0.28784
0.60462,0.28672
0.6049,0.28718
0.60518,0.28894
0.60547,0.28955
0.60575,0.28843
0.60603,0.28603
0.60631,0.28549
0.6066,0.28516
0.60688,0.28632
0.60717,0.28824
0.60745,0.28935
0.60774,0.28887
0.60802,0.28833
0.60831,0.2894
0.60859,0.28878
0.60888,0.28923
0.60916,0.28969
0.60945,0.29052
0.60974,0.29184
0.61002,0.29123
0.61031,0.29156
0.6106,0.29185
0.61089,0.29183
0.61117,0.29135
0.61146,0.29186
0.61175,0.29182
0.61204,0.29125
0.61233,0.29149
0.61262,0.2909
0.61291,0.29222
0.6132,0.29243
0.61349,0.29251
0.61378,0.29315
0.61407,0.2933
0.61436,0.2932
0.61465,0.29166
0.61494,0.29184
0.61524,0.29092
0.61553,0.29081
0.61582,0.29173
0.61611,0.29191
0.61641,0.29198
0.6167,0.29122
0.61699,0.29285
0.61729,0.29291
0.61758,0.293
0.61787,0.2939
0.61817,0.29425
0.61846,0.29432
0.61876,0.29298
0.61905,0.29315
0.61935,0.29229
0.61965,0.29319
0.61994,0.29449
0.62024,0.29433
0.62054,0.29386
0.62083,0.29247
0.62113,0.29382
0.62143,0.29435
0.62173,0.29414
0.62203,0.29364
0.62232,0.29493
0.62262,0.29647
0.62292,0.29528
0.62322,0.2955
0.62352,0.29528
0.62382,0.29673
0.62412,0.29721
0.62442,0.29757
0.62472,0.29823
0.62502,0.29705
0.62533,0.29774
0.62563,0.29696
0.62593,0.29715
0.62623,0.29749
0.62654,0.29812
0.62684,0.29815
0.62714,0.29798
0.62744,0.2994
0.62775,0.29784
0.62805,0.29867
0.62836,0.29754
0.62866,0.29675
0.62897,0.29814
0.62927,0.29821
0.62958,0.29891
0.62988,0.29806
0.63019,0.30023
0.6305,0.29896
0.6308,0.29859
0.63111,0.29963
0.63142,0.30045
0.63173,0.30287
0.63203,0.30051
0.63234,0.28929
0.63358,0.2939
0.63389,0.30302
0.6342,0.30198
0.63451,0.30021
0.63482,0.30178
0.63513,0.30177
0.63544,0.30212
0.63575,0.30231
0.63607,0.30169
0.63638,0.30153
0.63669,0.30211
0.637,0.30309
0.63732,0.30281
0.63763,0.30297
0.63794,0.30284
0.63826,0.30258
0.63857,0.30273
0.63889,0.30359
0.6392,0.30399
0.63952,0.30383
0.63983,0.30367
0.64015,0.30355
0.64046,0.3043
0.64078,0.3041
0.6411,0.30421
0.64142,0.30487
0.64173,0.30534
0.64205,0.30469
0.64237,0.30433
0.64269,0.30551
0.64301,0.30528
0.64333,0.30565
0.64364,0.30582
0.64396,0.30585
0.64428,0.30661
0.64461,0.30651
0.64493,0.30668
0.64525,0.30674
0.64557,0.30753
0.64589,0.3087
0.64621,0.30889
0.64653,0.3078
0.64686,0.30727
0.64718,0.30795
0.6475,0.30847
0.64783,0.30872
0.64815,0.3077
0.64847,0.30772
0.6488,0.30811
0.64912,0.3081
0.64945,0.3089
0.64978,0.30924
0.6501,0.30984
0.65043,0.30993
0.65075,0.30945
0.65108,0.30829
0.65141,0.30791
0.65173,0.30956
0.65206,0.31076
0.65239,0.31076
0.65272,0.31014
0.65305,0.31038
0.65338,0.31091
0.65371,0.31152
0.65404,0.31213
0.65437,0.31215
0.6547,0.31188
0.65503,0.31157
0.65536,0.31207
0.65569,0.31169
0.65602,0.31173
0.65635,0.31287
0.65669,0.31409
0.65702,0.31439
0.65735,0.31303
0.65769,0.31318
0.65802,0.31363
0.65836,0.31344
0.65869,0.31332
0.65902,0.31328
0.65936,0.31417
0.6597,0.31503
0.66003,0.31575
0.66037,0.31515
0.6607,0.31442
0.66104,0.31504
0.66138,0.31574
0.66172,0.31592
0.66205,0.31543
0.66239,0.3152
0.66273,0.31585
0.66307,0.31741
0.66341,0.31775
0.66375,0.31767
0.66409,0.31805
0.66443,0.31741
0.66477,0.31774
0.66511,0.3185
0.66545,0.31876
0.66579,0.31838
0.66614,0.31745
0.66648,0.31732
0.66682,0.3178
0.66716,0.31861
0.66751,0.31877
0.66785,0.319
0.6682,0.31945
0.66854,0.31986
0.66889,0.32065
0.66923,0.32066
0.66958,0.32061
0.66992,0.3206
0.67027,0.32027
0.67062,0.32047
0.67096,0.32132
0.67131,0.32238
0.67166,0.32284
0.67201,0.32289
0.67236,0.32301
0.6727,0.32288
0.67305,0.32242
0.6734,0.32244
0.67375,0.3227
0.6741,0.32221
0.67445,0.32204
0.67481,0.32287
0.67516,0.32344
0.67551,0.32365
0.67586,0.32396
0.67621,0.32456
0.67657,0.32516
0.67692,0.32516
0.67727,0.3253
0.67763,0.32542
0.67798,0.32506
0.67834,0.32528
0.67869,0.32572
0.67905,0.32557
0.6794,0.32556
0.67976,0.32636
0.68012,0.32739
0.68047,0.32738
0.68083,0.32651
0.68119,0.32618
0.68155,0.32657
0.6819,0.32707
0.68226,0.32756
0.68262,0.32767
0.68298,0.32783
0.68334,0.32845
0.6837,0.32912
0.68406,0.32917
0.68443,0.32875
0.68479,0.32917
0.68515,0.32985
0.68551,0.33036
0.68587,0.33036
0.68624,0.32974
0.6866,0.33
0.68696,0.33067
0.68733,0.33125
0.68769,0.33169
0.68806,0.33188
0.68842,0.33191
0.68879,0.33171
0.68916,0.3314
0.68952,0.33115
0.68989,0.33166
0.69026,0.3326
0.69062,0.33323
0.69099,0.33324
0.69136,0.33311
0.69173,0.33346
0.6921,0.33302
0.69247,0.33256
0.69284,0.33321
0.69321,0.33396
0.69358,0.33404
0.69395,0.33377
0.69432,0.33427
0.6947,0.33499
0.69507,0.33521
0.69544,0.33553
0.69581,0.33567
0.69619,0.33565
0.69656,0.33599
0.69694,0.33646
0.69731,0.33716
0.69769,0.33756
0.69806,0.33689
0.69844,0.33633
0.69881,0.3369
0.69919,0.33824
0.69957,0.33903
0.69995,0.33866
0.70032,0.33849
0.7007,0.33866
0.70108,0.33848
0.70146,0.33871
0.70184,0.3392
0.70222,0.3391
0.7026,0.33947
0.70298,0.3403
0.70336,0.34067
0.70375,0.34078
0.70413,0.34083
0.70451,0.34093
0.70489,0.34067
0.70528,0.34094
0.70566,0.34196
0.70605,0.34222
0.70643,0.34188
0.70682,0.34167
0.7072,0.34245
0.70759,0.34332
0.70797,0.3436
0.70836,0.3441
0.70875,0.34462
0.70914,0.34492
0.70952,0.34449
0.70991,0.34414
0.7103,0.34425
0.71069,0.34434
0.71108,0.34435
0.71147,0.34388
0.71186,0.34405
0.71225,0.345
0.71265,0.34564
0.71304,0.34601
0.71343,0.34632
0.71382,0.34673
0.71422,0.34706
0.71461,0.34698
0.715,0.34658
0.7154,0.34662
0.71579,0.3473
0.71619,0.34818
0.71658,0.34889
0.71698,0.34933
0.71738,0.34954
0.71777,0.34904
0.71817,0.34846
0.71857,0.3485
0.71897,0.34908
0.71937,0.34992
0.71977,0.35014
0.72017,0.34996
0.72057,0.34998
0.72097,0.35023
0.72137,0.35096
0.72177,0.35182
0.72217,0.35188
0.72258,0.35184
0.72298,0.35218
0.72338,0.35237
0.72379,0.35258
0.72419,0.35248
0.7246,0.35198
0.725,0.35195
0.72541,0.35273
0.72581,0.35306
0.72622,0.35247
0.72663,0.35248
0.72703,0.35252
0.72744,0.35248
0.72785,0.35323
0.72826,0.35426
0.72867,0.35508
0.72908,0.3547
0.72949,0.35416
0.7299,0.35459
0.73031,0.35488
0.73072,0.355
0.73113,0.35489
0.73155,0.35479
0.73196,0.35494
0.73237,0.35523
0.73279,0.35554
0.7332,0.3554
0.73362,0.35546
0.73403,0.35618
0.73445,0.35667
0.73486,0.35646
0.73528,0.35597
0.7357,0.356
0.73612,0.357
0.73653,0.35805
0.73695,0.35801
0.73737,0.35768
0.73779,0.3579
0.73821,0.35817
0.73863,0.35801
0.73905,0.35774
0.73948,0.35794
0.7399,0.35791
0.74032,0.35769
0.74074,0.35803
0.74117,0.35829
0.74159,0.35808
0.74202,0.35821
0.74244,0.35877
0.74287,0.35879
0.74329,0.35843
0.74372,0.35804
0.74415,0.35792
0.74457,0.35857
0.745,0.35934
0.74543,0.35982
0.74586,0.35998
0.74629,0.36005
0.74672,0.36022
0.74715,0.35997
0.74758,0.35975
0.74801,0.35987
0.74844,0.3601
0.74887,0.36012
0.74931,0.36023
0.74974,0.36066
0.75017,0.36072
0.75061,0.36073
0.75104,0.36087
0.75148,0.36059
0.75191,0.36039
0.75235,0.36031
0.75279,0.36026
0.75323,0.36066
0.75366,0.36093
0.7541,0.3605
0.75454,0.35997
0.75498,0.36005
0.75542,0.36076
0.75586,0.36094
0.7563,0.36067
0.75674,0.36097
0.75719,0.36117
0.75763,0.36122
0.75807,0.36118
0.75851,0.36065
0.75896,0.35994
0.7594,0.35959
0.75985,0.35974
0.76029,0.35965
0.76074,0.35948
0.76119,0.3595
0.76163,0.35935
0.76208,0.35945
0.76253,0.35974
0.76298,0.35988
0.76343,0.36001
0.76388,0.36022
0.76433,0.35999
0.76478,0.35925
0.76523,0.35921
0.76568,0.35959
0.76614,0.35939
0.76659,0.35932
0.76704,0.35944
0.7675,0.35944
0.76795,0.35948
0.76841,0.35908
0.76886,0.3586
0.76932,0.35844
0.76977,0.3582
0.77023,0.35833
0.77069,0.35858
0.77115,0.35804
0.77161,0.35742
0.77207,0.35712
0.77253,0.35657
0.77299,0.35632
0.77345,0.35646
0.77391,0.35614
0.77437,0.35588
0.77484,0.35601
0.7753,0.35589
0.77576,0.35546
0.77623,0.35493
0.77669,0.35445
0.77716,0.35417
0.77762,0.35421
0.77809,0.35423
0.77856,0.35397
0.77903,0.35336
0.7795,0.35218
0.77996,0.3516
0.78043,0.35217
0.7809,0.35227
0.78138,0.3515
0.78185,0.35103
0.78232,0.35106
0.78279,0.35092
0.78326,0.35041
0.78374,0.34984
0.78421,0.34939
0.78469,0.34875
0.78516,0.348
0.78564,0.34772
0.78611,0.34772
0.78659,0.34763
0.78707,0.34747
0.78755,0.34728
0.78803,0.34685
0.7885,0.34626
0.78898,0.34578
0.78946,0.34511
0.78995,0.34431
0.79043,0.34364
0.79091,0.34302
0.79139,0.34254
0.79188,0.34233
0.79236,0.34206
0.79284,0.34142
0.79333,0.34103
0.79382,0.34076
0.7943,0.34022
0.79479,0.33959
0.79528,0.33868
0.79576,0.33804
0.79625,0.33803
0.79674,0.33757
0.79723,0.33648
0.79772,0.33581
0.79822,0.33584
0.79871,0.33552
0.7992,0.33465
0.79969,0.33418
0.80019,0.33353
0.80068,0.33235
0.80117,0.33185
0.80167,0.33192
0.80217,0.33135
0.80266,0.33043
0.80316,0.33018
0.80366,0.32999
0.80416,0.32909
0.80466,0.32797
0.80516,0.32699
0.80566,0.32637
0.80616,0.3261
0.80666,0.32597
0.80716,0.32548
0.80766,0.32429
0.80817,0.32348
0.80867,0.32316
0.80918,0.32237
0.80968,0.32153
0.81019,0.3209
0.81069,0.32008
0.8112,0.31907
0.81171,0.31803
0.81222,0.31717
0.81273,0.31656
0.81324,0.31601
0.81375,0.31557
0.81426,0.3151
0.81477,0.31448
0.81528,0.31372
0.8158,0.3128
0.81631,0.31162
0.81682,0.3105
0.81734,0.31002
0.81786,0.30961
0.81837,0.30894
0.81889,0.30832
0.81941,0.30775
0.81992,0.30713
0.82044,0.30627
0.82096,0.30555
0.82148,0.30476
0.822,0.30358
0.82253,0.30258
0.82305,0.302
0.82357,0.30167
0.82409,0.30084
0.82462,0.29989
0.82514,0.29934
0.82567,0.29832
0.8262,0.29717
0.82672,0.29638
0.82725,0.29574
0.82778,0.29537
0.82831,0.29497
0.82884,0.29431
0.82937,0.29359
0.8299,0.29303
0.83043,0.29231
0.83096,0.29129
0.8315,0.29022
0.83203,0.2894
0.83256,0.28881
0.8331,0.28802
0.83363,0.28712
0.83417,0.28638
0.83471,0.286
0.83525,0.28553
0.83578,0.28445
0.83632,0.28356
0.83686,0.28313
0.8374,0.28271
0.83794,0.28187
0.83849,0.2809
0.83903,0.28045
0.83957,0.27984
0.84012,0.27927
0.84066,0.27905
0.84121,0.27831
0.84175,0.27729
0.8423,0.27661
0.84285,0.27606
0.8434,0.27543
0.84395,0.2748
0.8445,0.27413
0.84505,0.27333
0.8456,0.27249
0.84615,0.27158
0.8467,0.27083
0.84726,0.27013
0.84781,0.26953
0.84836,0.26896
0.84892,0.2679
0.84948,0.26723
0.85003,0.26712
0.85059,0.26672
0.85115,0.26593
0.85171,0.26494
0.85227,0.26438
0.85283,0.26406
0.85339,0.26329
0.85395,0.26231
0.85452,0.26161
0.85508,0.26114
0.85564,0.26051
0.85621,0.25975
0.85678,0.25912
0.85734,0.25874
0.85791,0.25836
0.85848,0.25762
0.85905,0.25662
0.85962,0.25553
0.86019,0.25495
0.86076,0.25477
0.86133,0.25441
0.8619,0.25395
0.86248,0.25336
0.86305,0.25267
0.86362,0.25194
0.8642,0.25146
0.86478,0.25112
0.86535,0.2506
0.86593,0.25009
0.86651,0.24964
0.86709,0.24904
0.86767,0.24836
0.86825,0.24777
0.86883,0.24726
0.86942,0.24688
0.87,0.24651
0.87058,0.24589
0.87117,0.24523
0.87176,0.24479
0.87234,0.24445
0.87293,0.24398
0.87352,0.24342
0.87411,0.24302
0.8747,0.24266
0.87529,0.24221
0.87588,0.24178
0.87647,0.24132
0.87706,0.24082
0.87766,0.24036
0.87825,0.23981
0.87885,0.23926
0.87944,0.23887
0.88004,0.23859
0.88064,0.23828
0.88124,0.23791
0.88184,0.23758
0.88244,0.2372
0.88304,0.23678
0.88364,0.23654
0.88424,0.23628
0.88485,0.23595
0.88545,0.23553
0.88606,0.23501
0.88666,0.23457
0.88727,0.23421
0.88788,0.23393
0.88849,0.23369
0.8891,0.23337
0.88971,0.23294
0.89032,0.23248
0.89093,0.2322
0.89154,0.23191
0.89215,0.23155
0.89277,0.2314
0.89338,0.23127
0.894,0.23089
0.89462,0.23057
0.89524,0.23039
0.89585,0.23027
0.89647,0.23016
0.89709,0.2299
0.89772,0.22965
0.89834,0.22946
0.89896,0.22923
0.89958,0.22903
0.90021,0.22875
0.90083,0.22846
0.90146,0.22833
0.90209,0.22821
0.90272,0.22801
0.90335,0.22789
0.90398,0.22787
0.90461,0.22769
0.90524,0.22743
0.90587,0.22725
0.9065,0.22702
0.90714,0.22684
0.90777,0.22679
0.90841,0.22681
0.90905,0.22677
0.90968,0.22658
0.91032,0.2264
0.91096,0.22624
0.9116,0.22617
0.91225,0.22617
0.91289,0.22612
0.91353,0.22609
0.91418,0.22605
0.91482,0.22608
0.91547,0.22614
0.91611,0.22613
0.91676,0.22619
0.91741,0.22625
0.91806,0.22628
0.91871,0.22636
0.91936,0.2264
0.92001,0.22639
0.92067,0.22644
0.92132,0.22662
0.92198,0.22678
0.92263,0.22684
0.92329,0.2269
0.92395,0.22696
0.92461,0.22701
0.92527,0.22711
0.92593,0.22722
0.92659,0.2273
0.92725,0.2274
0.92792,0.22751
0.92858,0.22759
0.92925,0.22769
0.92991,0.22791
0.93058,0.2281
0.93125,0.22825
0.93192,0.22851
0.93259,0.2288
0.93326,0.22901
0.93393,0.22918
0.93461,0.2294
0.93528,0.22965
0.93596,0.22993
0.93663,0.23024
0.93731,0.23047
0.93799,0.23068
0.93867,0.23092
0.93935,0.23119
0.94003,0.23158
0.94071,0.23196
0.9414,0.23226
0.94208,0.23259
0.94276,0.23297
0.94345,0.23335
0.94414,0.23368
0.94483,0.23396
0.94551,0.23428
0.94621,0.23469
0.9469,0.23519
0.94759,0.23568
0.94828,0.23608
0.94898,0.23644
0.94967,0.23685
0.95037,0.23731
0.95106,0.23781
0.95176,0.23836
0.95246,0.23895
0.95316,0.23953
0.95386,0.24007
0.95457,0.24054
0.95527,0.24109
0.95597,0.24175
0.95668,0.24245
0.95739,0.24315
0.95809,0.24378
0.9588,0.24436
0.95951,0.24499
0.96022,0.24557
0.96094,0.24609
0.96165,0.2467
0.96236,0.24738
0.96308,0.24801
0.96379,0.24861
0.96451,0.24928
0.96523,0.25001
0.96595,0.25078
0.96667,0.25158
0.96739,0.25233
0.96811,0.25305
0.96883,0.25378
0.96956,0.25453
0.97029,0.25525
0.97101,0.25602
0.97174,0.25687
0.97247,0.25773
0.9732,0.25859
0.97393,0.25946
0.97466,0.26035
0.9754,0.26122
0.97613,0.26204
0.97687,0.26281
0.9776,0.26365
0.97834,0.26453
0.97908,0.26541
0.97982,0.26635
0.98056,0.26732
0.9813,0.26814
0.98205,0.26895
0.98279,0.26991
0.98354,0.27095
0.98428,0.27199
0.98503,0.27302
0.98578,0.27401
0.98653,0.27499
0.98728,0.27595
0.98803,0.27691
0.98879,0.27789
0.98954,0.27894
0.9903,0.28
0.99106,0.28105
0.99181,0.28204
0.99257,0.28307
0.99333,0.28409
0.9941,0.28505
0.99486,0.28606
0.99562,0.28713
0.99639,0.28822
0.99715,0.28929
0.99792,0.29034
0.99869,0.29145
0.99946,0.29264
1.0002,0.29386
1.001,0.29508
1.0018,0.29626
1.0026,0.29741
1.0033,0.29857
1.0041,0.29978
1.0047,0.30065
1.0049,0.30116
1.0051,0.30213
1.0053,0.30385
1.0055,0.30522
1.0057,0.3053
1.0059,0.30478
1.0061,0.30456
1.0062,0.30474
1.0064,0.30514
1.0066,0.30592
1.0068,0.30693
1.007,0.30718
1.0072,0.30707
1.0074,0.308
1.0076,0.30834
1.0078,0.30611
1.008,0.30428
1.0082,0.30585
1.0084,0.30878
1.0086,0.31005
1.0088,0.30904
1.009,0.30718
1.0092,0.30679
1.0094,0.30825
1.0096,0.3096
1.0098,0.30921
1.01,0.30706
1.0102,0.30539
1.0104,0.30682
1.0106,0.30973
1.0108,0.31081
1.011,0.31107
1.0112,0.31197
1.0114,0.31192
1.0115,0.31095
1.0117,0.31114
1.0119,0.31208
1.0121,0.31199
1.0123,0.31125
1.0125,0.31134
1.0127,0.31264
1.0129,0.31431
1.0131,0.31586
1.0133,0.31728
1.0135,0.31788
1.0137,0.31724
1.0139,0.31621
1.0141,0.31545
1.0143,0.31493
1.0145,0.31521
1.0147,0.31635
1.0149,0.31729
1.0151,0.31759
1.0153,0.31771
1.0155,0.31795
1.0157,0.31854
1.0159,0.31969
1.0161,0.32107
1.0163,0.32185
1.0165,0.32169
1.0167,0.32087
1.0169,0.3198
1.0171,0.31919
1.0173,0.32011
1.0175,0.32237
1.0177,0.32399
1.0179,0.32376
1.0181,0.32249
1.0183,0.32137
1.0185,0.32092
1.0187,0.3216
1.0189,0.32327
1.0191,0.32435
1.0193,0.32351
1.0195,0.32231
1.0197,0.32291
1.0199,0.32436
1.0201,0.32478
1.0203,0.32495
1.0205,0.32613
1.0207,0.32745
1.0209,0.32744
1.0211,0.32612
1.0213,0.32506
1.0215,0.32552
1.0217,0.32686
1.0219,0.32778
1.0221,0.3282
1.0223,0.32867
1.0225,0.32973
1.0227,0.33127
1.0229,0.33237
1.0231,0.33265
1.0233,0.33258
1.0235,0.33251
1.0237,0.33267
1.0239,0.33252
1.0241,0.3314
1.0243,0.33107
1.0245,0.33279
