Brown University Keck/NASA Relab Spectrum OC-TXH-011-D/C1OC11D,,
W,R,Standard Deviation
0.95,0.30198,0.00384
0.955,0.30297,0.0039
0.96,0.30259,0.0039
0.965,0.30243,0.00358
0.97,0.30262,0.00379
0.975,0.3029,0.00376
0.98,0.30375,0.00336
0.985,0.30422,0.00374
0.99,0.30468,0.00337
0.995,0.30441,0.00354
1,0.30412,0.0035
1.005,0.30448,0.00358
1.01,0.30489,0.00342
1.015,0.30585,0.00343
1.02,0.30501,0.00331
1.025,0.306,0.00351
1.03,0.30583,0.00352
1.035,0.30608,0.0038
1.04,0.3072,0.00339
1.045,0.30634,0.00333
1.05,0.30853,0.00358
1.055,0.30726,0.00345
1.06,0.30835,0.00344
1.065,0.30916,0.00323
1.07,0.30887,0.00337
1.075,0.31042,0.00341
1.08,0.31069,0.00288
1.085,0.31255,0.00337
1.09,0.31371,0.00321
1.095,0.31457,0.003
1.1,0.31636,0.00305
1.105,0.31786,0.00338
1.11,0.3188,0.00308
1.115,0.32009,0.00321
1.12,0.32243,0.0033
1.125,0.323,0.00329
1.13,0.3247,0.00352
1.135,0.32502,0.00342
1.14,0.3282,0.00319
1.145,0.32782,0.00356
1.15,0.32843,0.00358
1.155,0.32914,0.00335
1.16,0.32991,0.00345
1.165,0.33073,0.00319
1.17,0.33143,0.00339
1.175,0.33214,0.00355
1.18,0.33279,0.00297
1.185,0.33314,0.00347
1.19,0.33494,0.00351
1.195,0.33353,0.00337
1.2,0.33465,0.00359
1.205,0.3348,0.00345
1.21,0.3356,0.00371
1.215,0.33577,0.00374
1.22,0.33484,0.00323
1.225,0.33667,0.0033
1.23,0.33575,0.00325
1.235,0.33586,0.00294
1.24,0.33561,0.00304
1.245,0.33621,0.00302
1.25,0.33711,0.0027
1.255,0.33769,0.00258
1.26,0.33825,0.00278
1.265,0.33859,0.00306
1.27,0.33897,0.00296
1.275,0.33968,0.00261
1.28,0.33959,0.00285
1.285,0.33966,0.0026
1.29,0.34025,0.00279
1.295,0.34164,0.0026
1.3,0.34157,0.00284
1.305,0.34263,0.00257
1.31,0.34279,0.00269
1.315,0.34349,0.00264
1.32,0.34435,0.00286
1.325,0.34559,0.00257
1.33,0.34575,0.00271
1.335,0.34671,0.00288
1.34,0.34694,0.00285
1.345,0.34699,0.00271
1.35,0.34857,0.00304
1.355,0.34993,0.00296
1.36,0.34903,0.00302
1.365,0.35025,0.00329
1.37,0.35063,0.00305
1.375,0.35124,0.00255
1.38,0.35151,0.0031
1.385,0.35238,0.00323
1.39,0.3527,0.00299
1.395,0.35355,0.00303
1.4,0.35551,0.00289
1.405,0.35524,0.00299
1.41,0.35587,0.00288
1.415,0.35643,0.00283
1.42,0.35801,0.00284
1.425,0.35767,0.00266
1.43,0.35828,0.00287
1.435,0.35783,0.00282
1.44,0.35853,0.00299
1.445,0.3587,0.00298
1.45,0.35936,0.00263
1.455,0.35976,0.0027
1.46,0.36007,0.00252
1.465,0.35961,0.00283
1.47,0.35995,0.00283
1.475,0.3609,0.0029
1.48,0.36027,0.00328
1.485,0.36058,0.00277
1.49,0.36108,0.0028
1.495,0.35974,0.0029
1.5,0.35931,0.00325
1.505,0.36037,0.00258
1.51,0.36062,0.00297
1.515,0.36042,0.003
1.52,0.35942,0.00312
1.525,0.35879,0.00286
1.53,0.35963,0.00307
1.535,0.35897,0.00326
1.54,0.35956,0.00307
1.545,0.3595,0.00299
1.55,0.3595,0.00278
1.555,0.35923,0.00349
1.56,0.35913,0.00317
1.565,0.35693,0.00291
1.57,0.35802,0.00296
1.575,0.35627,0.00303
1.58,0.35682,0.00298
1.585,0.3552,0.00315
1.59,0.35505,0.00324
1.595,0.35468,0.0034
1.6,0.35374,0.00332
1.605,0.35349,0.00321
1.61,0.35308,0.00308
1.615,0.35165,0.00311
1.62,0.35243,0.00327
1.625,0.35038,0.0031
1.63,0.35071,0.00333
1.635,0.34955,0.00344
1.64,0.34793,0.00321
1.645,0.34802,0.00349
1.65,0.34757,0.00335
1.655,0.34583,0.0036
1.66,0.34541,0.00347
1.665,0.34414,0.00361
1.67,0.34343,0.00365
1.675,0.34316,0.00369
1.68,0.34204,0.00372
1.685,0.34209,0.00368
1.69,0.34095,0.00358
1.695,0.34024,0.00353
1.7,0.33938,0.00272
1.705,0.33859,0.00282
1.71,0.3374,0.00302
1.715,0.33657,0.00285
1.72,0.33593,0.00283
1.725,0.33522,0.00287
1.73,0.33438,0.00286
1.735,0.3339,0.00284
1.74,0.33233,0.00272
1.745,0.33135,0.00278
1.75,0.3306,0.00285
1.755,0.32986,0.00195
1.76,0.3291,0.00198
1.765,0.32861,0.00193
1.77,0.32805,0.00199
1.775,0.32722,0.00205
1.78,0.32628,0.00198
1.785,0.3263,0.00211
1.79,0.32521,0.00215
1.795,0.32436,0.00212
1.8,0.32293,0.00199
1.805,0.32265,0.00193
1.81,0.32173,0.00208
1.815,0.32102,0.00212
1.82,0.32025,0.00208
1.825,0.31998,0.00208
1.83,0.31905,0.00224
1.835,0.31912,0.00228
1.84,0.31874,0.00224
1.845,0.3184,0.00239
1.85,0.31827,0.00209
1.855,0.31758,0.00212
1.86,0.31665,0.00214
1.865,0.31649,0.00218
1.87,0.31625,0.00242
1.875,0.31561,0.00209
1.88,0.31541,0.00211
1.885,0.31534,0.00204
1.89,0.31456,0.00226
1.895,0.31352,0.00224
1.9,0.31256,0.0023
1.905,0.31239,0.00235
1.91,0.31159,0.00241
1.915,0.31194,0.00219
1.92,0.31167,0.00213
1.925,0.31119,0.0023
1.93,0.31147,0.00222
1.935,0.31039,0.00216
1.94,0.31048,0.00222
1.945,0.31003,0.00217
1.95,0.31033,0.00212
1.955,0.31021,0.00209
1.96,0.31054,0.00221
1.965,0.31096,0.00217
1.97,0.31008,0.00209
1.975,0.3096,0.00216
1.98,0.31056,0.00204
1.985,0.31031,0.00215
1.99,0.31005,0.00227
1.995,0.31082,0.00207
2,0.31044,0.00239
2.005,0.31042,0.0023
2.01,0.31127,0.00233
2.015,0.311,0.0023
2.02,0.31114,0.00209
2.025,0.31109,0.00243
2.03,0.31035,0.00223
2.035,0.31125,0.00227
2.04,0.31164,0.00212
2.045,0.31195,0.00233
2.05,0.31187,0.00225
2.055,0.31155,0.00208
2.06,0.31188,0.00222
2.065,0.31219,0.0023
2.07,0.31311,0.00232
2.075,0.31267,0.00219
2.08,0.31245,0.00233
2.085,0.31261,0.00253
2.09,0.3126,0.00225
2.095,0.31313,0.00255
2.1,0.31325,0.0024
2.105,0.31377,0.00246
2.11,0.31345,0.00246
2.115,0.31347,0.00239
2.12,0.31372,0.00236
2.125,0.31393,0.00231
2.13,0.31403,0.00245
2.135,0.31455,0.00235
2.14,0.31466,0.00241
2.145,0.31377,0.00244
2.15,0.31414,0.0023
2.155,0.31549,0.00227
2.16,0.31455,0.00233
2.165,0.3138,0.00243
2.17,0.31397,0.00237
2.175,0.31395,0.0025
2.18,0.31421,0.00233
2.185,0.31379,0.00241
2.19,0.31329,0.00253
2.195,0.31296,0.00236
2.2,0.31293,0.00244
2.205,0.31381,0.00237
2.21,0.31364,0.00237
2.215,0.31349,0.00243
2.22,0.31359,0.00261
2.225,0.31457,0.0024
2.23,0.31367,0.00245
2.235,0.31353,0.00231
2.24,0.31357,0.00239
2.245,0.31345,0.00233
2.25,0.31429,0.00252
2.255,0.31436,0.00247
2.26,0.31463,0.00277
2.265,0.31432,0.00232
2.27,0.31416,0.00248
2.275,0.31422,0.00252
2.28,0.31445,0.00248
2.285,0.31545,0.00251
2.29,0.31548,0.00241
2.295,0.31479,0.00244
2.3,0.31486,0.00256
2.305,0.315,0.00245
2.31,0.31436,0.00246
2.315,0.31461,0.00241
2.32,0.31449,0.00248
2.325,0.31508,0.00256
2.33,0.31492,0.00265
2.335,0.31514,0.00256
2.34,0.3156,0.00258
2.345,0.3153,0.00263
2.35,0.31442,0.00259
2.355,0.31433,0.00272
2.36,0.31448,0.00242
2.365,0.31432,0.00253
2.37,0.31516,0.00262
2.375,0.31426,0.00273
2.38,0.31426,0.00304
2.385,0.31537,0.00286
2.39,0.31527,0.00322
2.395,0.31435,0.0033
2.4,0.31398,0.00262
2.405,0.31473,0.0027
2.41,0.31424,0.00284
2.415,0.31514,0.00337
2.42,0.31428,0.00287
2.425,0.3147,0.00269
2.43,0.31507,0.0028
2.435,0.31474,0.00277
2.44,0.31404,0.00299
2.445,0.3147,0.00266
2.45,0.31386,0.003
2.455,0.31427,0.00276
2.46,0.31405,0.00283
2.465,0.31322,0.00273
2.47,0.31319,0.00298
2.475,0.31301,0.00336
2.48,0.31223,0.00295
2.485,0.31197,0.00264
2.49,0.31241,0.00246
2.495,0.31206,0.00303
2.5,0.31247,0.00293
2.505,0.31336,0.00292
2.51,0.31393,0.00268
2.515,0.31245,0.00296
2.52,0.31324,0.00307
2.525,0.31255,0.00324
2.53,0.31302,0.0036
2.535,0.3136,0.00336
2.54,0.31268,0.00371
2.545,0.31376,0.00397
2.55,0.31336,0.00377
2.555,0.31321,0.00372
2.56,0.31369,0.0048
2.565,0.31392,0.0054
2.57,0.31342,0.00472
2.575,0.31452,0.00553
2.58,0.31367,0.00524
2.585,0.3133,0.00659
2.59,0.3132,0.00653
2.595,0.31377,0.00781
2.6,0.31328,0.00578
