Brown University Keck/NASA Relab Spectrum OC-TXH-011-D/C1OC11D,,
W,R,Standard Deviation
0.3,0.14728,0.23381
0.305,0.15469,0.16622
0.31,0.165,0.11839
0.315,0.17135,0.08395
0.32,0.18209,0.06231
0.325,0.18779,0.04949
0.33,0.19657,0.03864
0.335,0.207,0.03131
0.34,0.2163,0.02535
0.345,0.22624,0.02132
0.35,0.23724,0.01776
0.355,0.24854,0.01487
0.36,0.25802,0.01235
0.365,0.26698,0.01072
0.37,0.2761,0.00908
0.375,0.28474,0.00816
0.38,0.29081,0.00762
0.385,0.29845,0.00707
0.39,0.30212,0.01501
0.395,0.31018,0.00938
0.4,0.31602,0.00421
0.405,0.32054,0.0038
0.41,0.32687,0.00314
0.415,0.33089,0.0029
0.42,0.33521,0.00272
0.425,0.33802,0.00257
0.43,0.34202,0.00245
0.435,0.34539,0.00255
0.44,0.3483,0.00231
0.445,0.35076,0.0024
0.45,0.3522,0.00236
0.455,0.3535,0.00216
0.46,0.35588,0.00235
0.465,0.35766,0.00243
0.47,0.35959,0.00232
0.475,0.36223,0.00232
0.48,0.36465,0.00224
0.485,0.36641,0.00233
0.49,0.36811,0.00238
0.495,0.36958,0.00221
0.5,0.37306,0.00248
0.505,0.37425,0.00219
0.51,0.37839,0.00223
0.515,0.38132,0.00235
0.52,0.38362,0.00242
0.525,0.38525,0.00234
0.53,0.38816,0.00235
0.535,0.38972,0.00228
0.54,0.39198,0.00244
0.545,0.39259,0.00239
0.55,0.39418,0.00256
0.555,0.39526,0.00223
0.56,0.39626,0.00545
0.565,0.39732,0.00232
0.57,0.39818,0.00238
0.575,0.39859,0.00241
0.58,0.39874,0.00231
0.585,0.39836,0.0025
0.59,0.39904,0.00258
0.595,0.39927,0.00241
0.6,0.39908,0.00238
0.605,0.39925,0.00235
0.61,0.3996,0.00234
0.615,0.3996,0.00233
0.62,0.39992,0.00245
0.625,0.39996,0.00248
0.63,0.39985,0.00255
0.635,0.39978,0.00264
0.64,0.40042,0.00254
0.645,0.40127,0.00255
0.65,0.40133,0.00227
0.655,0.40121,0.00232
0.66,0.40141,0.00237
0.665,0.40169,0.00249
0.67,0.40199,0.00252
0.675,0.40221,0.00246
0.68,0.40264,0.00284
0.685,0.40197,0.00261
0.69,0.40147,0.00261
0.695,0.40164,0.0027
0.7,0.40127,0.00263
0.705,0.40129,0.00263
0.71,0.40047,0.00269
0.715,0.40058,0.00271
0.72,0.39944,0.00242
0.725,0.39927,0.00268
0.73,0.39855,0.00299
0.735,0.39757,0.00282
0.74,0.39674,0.0028
0.745,0.39579,0.00282
0.75,0.39419,0.00313
0.755,0.39221,0.00284
0.76,0.39038,0.00311
0.765,0.38849,0.00307
0.77,0.38607,0.00313
0.775,0.38409,0.00331
0.78,0.38106,0.00308
0.785,0.37875,0.00326
0.79,0.37574,0.00327
0.795,0.37241,0.00364
0.8,0.37058,0.00899
0.805,0.36632,0.00901
0.81,0.36308,0.00918
0.815,0.35949,0.00917
0.82,0.35724,0.00962
0.825,0.35299,0.00898
0.83,0.3494,0.00904
0.835,0.34538,0.00853
0.84,0.34207,0.00809
0.845,0.34031,0.00824
0.85,0.33691,0.00803
0.855,0.33377,0.01118
0.86,0.33062,0.0107
0.865,0.32812,0.00978
0.87,0.32507,0.0091
0.875,0.32394,0.00881
0.88,0.32002,0.00745
0.885,0.31814,0.00736
0.89,0.31601,0.00704
0.895,0.3132,0.00638
0.9,0.31206,0.00656
0.905,0.31034,0.0058
0.91,0.30685,0.00561
0.915,0.30768,0.00544
0.92,0.30665,0.00459
0.925,0.30579,0.00504
0.93,0.30464,0.0044
0.935,0.30454,0.00451
0.94,0.30337,0.00425
0.945,0.30227,0.00426
