OC-LP-A4_2,
W,R
0.25,0.08741687
0.255,0.088878186
0.26,0.090433976
0.265,0.09177986
0.27,0.092890916
0.275,0.09411231
0.28,0.095028016
0.285,0.096099818
0.29,0.097232068
0.295,0.098599473
0.3,0.100043833
0.305,0.101586667
0.31,0.103354377
0.315,0.105213262
0.32,0.107036587
0.325,0.108784468
0.33,0.110382762
0.335,0.11175329
0.34,0.113656445
0.345,0.115170461
0.35,0.116953325
0.355,0.118559036
0.36,0.1203627
0.365,0.122583162
0.37,0.124814411
0.375,0.127522136
0.38,0.130500292
0.385,0.133366696
0.39,0.136297553
0.395,0.138969185
0.4,0.14408738
0.405,0.146207488
0.41,0.148356474
0.415,0.150642647
0.42,0.153435076
0.425,0.156536287
0.43,0.159870611
0.435,0.163153148
0.44,0.166490804
0.445,0.170030065
0.45,0.172498934
0.455,0.174663903
0.46,0.176156271
0.465,0.178147616
0.47,0.17993256
0.475,0.181752206
0.48,0.183879121
0.485,0.186334442
0.49,0.189236189
0.495,0.192478323
0.5,0.196103497
0.505,0.2000022
0.51,0.204102685
0.515,0.208352391
0.52,0.212762485
0.525,0.217285367
0.53,0.221848634
0.535,0.226399789
0.54,0.230707248
0.545,0.234907041
0.55,0.238887039
0.555,0.242790553
0.56,0.246411429
0.565,0.249777152
0.57,0.252879112
0.575,0.255807621
0.58,0.258463544
0.585,0.260912471
0.59,0.263990663
0.595,0.265701138
0.6,0.267268292
0.605,0.267658347
0.61,0.269039858
0.615,0.270270373
0.62,0.271470467
0.625,0.272580601
0.63,0.273534067
0.635,0.274412536
0.64,0.275142761
0.645,0.275793102
0.65,0.27634837
0.655,0.276885031
0.66,0.277361958
0.665,0.277874924
0.67,0.278368024
0.675,0.278843922
0.68,0.279180308
0.685,0.279496465
0.69,0.279767436
0.695,0.280038738
0.7,0.280259389
0.705,0.280459786
0.71,0.280570658
0.715,0.280596004
0.72,0.280585117
0.725,0.280604721
0.73,0.280493403
0.735,0.280289578
0.74,0.279766873
0.745,0.279304956
0.75,0.278705633
0.755,0.278096403
0.76,0.277414073
0.765,0.27656193
0.77,0.275728087
0.775,0.274685483
0.78,0.273652666
0.785,0.272524446
0.79,0.271344691
0.795,0.269975198
0.8,0.268388899
0.805,0.266856473
0.81,0.265291374
0.815,0.263793575
0.82,0.262093998
0.825,0.260388894
0.83,0.258643115
0.835,0.256892827
0.84,0.255152283
0.845,0.252285295
0.85,0.250826849
0.855,0.249466578
0.86,0.249395693
0.865,0.248039855
0.87,0.247015302
0.875,0.246027418
0.88,0.245093181
0.885,0.244037973
0.89,0.243169449
0.895,0.24269191
0.9,0.242378617
0.905,0.24225367
0.91,0.242242695
0.915,0.242322768
0.92,0.242347797
0.925,0.242296427
0.93,0.24237896
0.935,0.24225524
0.94,0.242451025
0.945,0.242600012
0.95,0.243132185
0.955,0.243488031
0.96,0.243926785
0.965,0.244435794
0.97,0.244986402
0.975,0.245566968
0.98,0.246165166
0.985,0.246768092
0.99,0.247230937
0.995,0.247723437
1,0.248036011
1.005,0.248368489
1.01,0.248545554
1.015,0.248448019
1.02,0.248726831
1.025,0.248835785
1.03,0.249327269
1.035,0.249378775
1.04,0.249666472
1.045,0.249764769
1.05,0.24986616
1.055,0.249867383
1.06,0.25007163
1.065,0.250361663
1.07,0.250638216
1.075,0.250843958
1.08,0.251059696
1.085,0.251400303
1.09,0.251837967
1.095,0.252284018
1.1,0.252666746
1.11,0.252760546
1.12,0.253354455
1.13,0.25362411
1.14,0.253949722
1.15,0.25416397
1.16,0.254203725
1.17,0.254019228
1.18,0.253786445
1.19,0.253541992
1.2,0.253342379
1.21,0.253070375
1.22,0.252750025
1.23,0.252396471
1.24,0.25203804
1.25,0.251786941
1.26,0.251544005
1.27,0.251399667
1.28,0.251259508
1.29,0.251113825
1.3,0.250909499
1.31,0.250674673
1.32,0.250479551
1.33,0.250284221
1.34,0.250075253
1.35,0.249811809
1.36,0.249571586
1.37,0.249334065
1.38,0.249133852
1.39,0.248925609
1.4,0.248720879
1.41,0.248481476
1.42,0.248185528
1.43,0.247820202
1.44,0.247453606
1.45,0.247057109
1.46,0.246629084
1.47,0.24613111
1.48,0.245602724
1.49,0.245146322
1.5,0.24456509
1.51,0.243919889
1.52,0.243187836
1.53,0.242474323
1.54,0.241775051
1.55,0.24119254
1.56,0.24049205
1.57,0.239732395
1.58,0.238793325
1.59,0.238054311
1.6,0.237262657
1.61,0.236424252
1.62,0.23548429
1.63,0.234622101
1.64,0.23377786
1.65,0.232920186
1.66,0.232086537
1.67,0.231282007
1.68,0.230220617
1.69,0.229301132
1.7,0.228307326
1.71,0.227596535
1.72,0.226724319
1.73,0.225889897
1.74,0.224970771
1.75,0.223961364
1.76,0.222948662
1.77,0.222026163
1.78,0.221291293
1.79,0.220452431
1.8,0.219665226
1.81,0.218762745
1.82,0.218002051
1.83,0.217193826
1.84,0.216415744
1.85,0.215696732
1.86,0.215078237
1.87,0.214516177
1.88,0.213976964
1.89,0.213425901
1.9,0.212887902
1.91,0.212420196
1.92,0.212052661
1.93,0.211784464
1.94,0.21163695
1.95,0.211618395
1.96,0.21167986
1.97,0.211693856
1.98,0.211669231
1.99,0.211635822
2,0.21163099
2.01,0.211682232
2.02,0.211689076
2.03,0.211762137
2.04,0.211604161
2.05,0.211536244
2.06,0.211440871
2.07,0.211609291
2.08,0.211832863
2.09,0.21203783
2.1,0.212236961
2.11,0.212276652
2.12,0.212184202
2.13,0.211799423
2.14,0.211274883
2.15,0.210654734
2.16,0.210091463
2.17,0.209753379
2.18,0.209621023
2.19,0.209693968
2.2,0.209709722
2.21,0.20979158
2.22,0.209792373
