KC-OL-Im_3,
0.5465,0.67625
0.54673,0.67249
0.54696,0.67297
0.54719,0.67513
0.54742,0.67629
0.54766,0.67622
0.54789,0.67465
0.54812,0.67187
0.54835,0.67201
0.54858,0.67363
0.54881,0.66977
0.54905,0.66899
0.54928,0.67705
0.54951,0.6826
0.54975,0.68003
0.54998,0.68123
0.55021,0.68496
0.55045,0.67752
0.55068,0.67325
0.55091,0.68162
0.55115,0.6879
0.55138,0.68641
0.55162,0.68026
0.55185,0.67381
0.55209,0.67355
0.55232,0.67829
0.55256,0.67701
0.55279,0.67654
0.55303,0.68403
0.55327,0.68388
0.5535,0.67802
0.55374,0.6782
0.55397,0.68282
0.55421,0.68495
0.55445,0.68235
0.55469,0.68207
0.55492,0.6865
0.55516,0.69142
0.5554,0.68931
0.55564,0.68087
0.55588,0.67832
0.55611,0.68427
0.55635,0.68905
0.55659,0.68971
0.55683,0.68941
0.55707,0.68597
0.55731,0.68373
0.55755,0.68391
0.55779,0.67931
0.55803,0.67934
0.55827,0.68642
0.55851,0.68663
0.55875,0.68359
0.55899,0.68401
0.55923,0.68602
0.55947,0.68874
0.55972,0.68902
0.55996,0.68759
0.5602,0.68523
0.56044,0.68632
0.56068,0.6904
0.56093,0.68949
0.56117,0.68859
0.56141,0.68671
0.56166,0.68281
0.5619,0.68149
0.56214,0.68209
0.56239,0.68695
0.56263,0.6909
0.56287,0.69095
0.56312,0.68984
0.56336,0.68886
0.56361,0.69036
0.56385,0.68888
0.5641,0.68304
0.56435,0.68335
0.56459,0.6893
0.56484,0.69129
0.56508,0.69026
0.56533,0.68899
0.56558,0.69071
0.56582,0.6915
0.56607,0.68596
0.56632,0.68479
0.56657,0.68728
0.56681,0.68617
0.56706,0.68697
0.56731,0.69097
0.56756,0.69223
0.56781,0.69054
0.56805,0.69061
0.5683,0.69367
0.56855,0.69675
0.5688,0.69662
0.56905,0.69407
0.5693,0.69184
0.56955,0.69394
0.5698,0.69387
0.57005,0.69002
0.5703,0.69018
0.57056,0.68935
0.57081,0.68981
0.57106,0.69207
0.57131,0.69494
0.57156,0.69853
0.57181,0.69615
0.57207,0.6942
0.57232,0.69386
0.57257,0.69276
0.57282,0.69209
0.57308,0.69114
0.57333,0.69008
0.57358,0.69163
0.57384,0.69491
0.57409,0.69215
0.57435,0.69048
0.5746,0.6942
0.57486,0.69922
0.57511,0.70004
0.57537,0.69624
0.57562,0.69507
0.57588,0.69289
0.57613,0.69126
0.57639,0.69028
0.57665,0.69229
0.5769,0.69581
0.57716,0.69254
0.57742,0.68853
0.57767,0.6849
0.57793,0.6851
0.57819,0.68756
0.57845,0.68931
0.57871,0.69222
0.57896,0.69217
0.57922,0.69183
0.57948,0.6933
0.57974,0.69662
0.58,0.69652
0.58026,0.69506
0.58052,0.69486
0.58078,0.69344
0.58104,0.69579
0.5813,0.69774
0.58156,0.69696
0.58182,0.69215
0.58208,0.68948
0.58235,0.69347
0.58261,0.69362
0.58287,0.69201
0.58313,0.69137
0.58339,0.6935
0.58366,0.69767
0.58392,0.69785
0.58418,0.69688
0.58445,0.69767
0.58471,0.70086
0.58497,0.70332
0.58524,0.70117
0.5855,0.69657
0.58577,0.6941
0.58603,0.6928
0.5863,0.69325
0.58656,0.69648
0.58683,0.69673
0.58709,0.69467
0.58736,0.69347
0.58763,0.69456
0.58789,0.69706
0.58816,0.69856
0.58843,0.69861
0.58869,0.69779
0.58896,0.70076
0.58923,0.70137
0.5895,0.69568
0.58976,0.69336
0.59003,0.69494
0.5903,0.69683
0.59057,0.69835
0.59084,0.69851
0.59111,0.69536
0.59138,0.69276
0.59165,0.69578
0.59192,0.69872
0.59219,0.69976
0.59246,0.69981
0.59273,0.69824
0.593,0.69716
0.59327,0.69536
0.59354,0.69458
0.59382,0.69671
0.59409,0.69899
0.59436,0.6982
0.59463,0.69625
0.59491,0.69676
0.59518,0.69738
0.59545,0.69799
0.59573,0.69888
0.596,0.69921
0.59627,0.69997
0.59655,0.70015
0.59682,0.7001
0.5971,0.69897
0.59737,0.69666
0.59765,0.69641
0.59792,0.69751
0.5982,0.69809
0.59848,0.69957
0.59875,0.70037
0.59903,0.69878
0.59931,0.6996
0.59958,0.70109
0.59986,0.6987
0.60014,0.69766
0.60042,0.69867
0.6007,0.69824
0.60097,0.69719
0.60125,0.69713
0.60153,0.69827
0.60181,0.69771
0.60209,0.69714
0.60237,0.69785
0.60265,0.69799
0.60293,0.69841
0.60321,0.69757
0.60349,0.69726
0.60377,0.69703
0.60405,0.69694
0.60434,0.6988
0.60462,0.69935
0.6049,0.69893
0.60518,0.69796
0.60547,0.69912
0.60575,0.70004
0.60603,0.699
0.60631,0.69749
0.6066,0.69533
0.60688,0.69712
0.60717,0.69836
0.60745,0.69848
0.60774,0.69704
0.60802,0.69614
0.60831,0.69794
0.60859,0.69638
0.60888,0.69702
0.60916,0.6983
0.60945,0.69967
0.60974,0.69965
0.61002,0.69815
0.61031,0.69805
0.6106,0.69707
0.61089,0.69805
0.61117,0.6964
0.61146,0.69795
0.61175,0.69933
0.61204,0.69838
0.61233,0.69793
0.61262,0.6946
0.61291,0.69722
0.6132,0.69919
0.61349,0.70094
0.61378,0.69891
0.61407,0.69605
0.61436,0.69748
0.61465,0.69558
0.61494,0.69711
0.61524,0.69585
0.61553,0.69715
0.61582,0.69689
0.61611,0.69582
0.61641,0.69861
0.6167,0.69502
0.61699,0.69572
0.61729,0.69535
0.61758,0.69637
0.61787,0.69493
0.61817,0.69256
0.61846,0.69428
0.61876,0.69298
0.61905,0.69694
0.61935,0.69692
0.61965,0.69862
0.61994,0.69784
0.62024,0.69599
0.62054,0.69919
0.62083,0.69924
0.62113,0.70191
0.62143,0.69705
0.62173,0.69645
0.62203,0.69649
0.62232,0.69564
0.62262,0.69779
0.62292,0.69488
0.62322,0.69609
0.62352,0.69229
0.62382,0.69273
0.62412,0.69336
0.62442,0.69398
0.62472,0.69594
0.62502,0.6923
0.62533,0.69494
0.62563,0.69422
0.62593,0.69668
0.62623,0.6971
0.62654,0.69553
0.62684,0.69627
0.62714,0.6942
0.62744,0.69571
0.62775,0.69208
0.62805,0.69214
0.62836,0.6927
0.62866,0.69337
0.62897,0.69449
0.62927,0.69382
0.62958,0.69739
0.62988,0.69652
0.63019,0.69564
0.6305,0.69513
0.6308,0.69547
0.63111,0.69651
0.63142,0.69683
0.63173,0.69518
0.63203,0.69557
0.63234,0.69505
0.63358,0.7003
0.63389,0.69117
0.6342,0.6944
0.63451,0.69838
0.63482,0.69607
0.63513,0.6963
0.63544,0.69913
0.63575,0.69427
0.63607,0.69985
0.63638,0.69471
0.63669,0.69831
0.637,0.69618
0.63732,0.69488
0.63763,0.69493
0.63794,0.69096
0.63826,0.69565
0.63857,0.69235
0.63889,0.69711
0.6392,0.69544
0.63952,0.69571
0.63983,0.69846
0.64015,0.69636
0.64046,0.69992
0.64078,0.6967
0.6411,0.69967
0.64142,0.69734
0.64173,0.69878
0.64205,0.70057
0.64237,0.697
0.64269,0.69875
0.64301,0.69552
0.64333,0.69832
0.64364,0.69615
0.64396,0.69693
0.64428,0.69854
0.64461,0.69736
0.64493,0.69966
0.64525,0.69649
0.64557,0.69967
0.64589,0.69827
0.64621,0.69919
0.64653,0.70054
0.64686,0.69904
0.64718,0.70008
0.6475,0.69784
0.64783,0.70184
0.64815,0.70073
0.64847,0.70092
0.6488,0.70018
0.64912,0.69851
0.64945,0.70145
0.64978,0.69978
0.6501,0.70085
0.65043,0.69841
0.65075,0.69979
0.65108,0.70299
0.65141,0.70363
0.65173,0.70279
0.65206,0.699
0.65239,0.70224
0.65272,0.7025
0.65305,0.70276
0.65338,0.70282
0.65371,0.70288
0.65404,0.70455
0.65437,0.70219
0.6547,0.70285
0.65503,0.70296
0.65536,0.70512
0.65569,0.70605
0.65602,0.70599
0.65635,0.70662
0.65669,0.7041
0.65702,0.70386
0.65735,0.70294
0.65769,0.70433
0.65802,0.70547
0.65836,0.70514
0.65869,0.70589
0.65902,0.70592
0.65936,0.70636
0.6597,0.70566
0.66003,0.70678
0.66037,0.70628
0.6607,0.7059
0.66104,0.70614
0.66138,0.70435
0.66172,0.7048
0.66205,0.70483
0.66239,0.70559
0.66273,0.70647
0.66307,0.70669
0.66341,0.70654
0.66375,0.70594
0.66409,0.70602
0.66443,0.70588
0.66477,0.70721
0.66511,0.70717
0.66545,0.70715
0.66579,0.70761
0.66614,0.70691
0.66648,0.70682
0.66682,0.70543
0.66716,0.70514
0.66751,0.70661
0.66785,0.70774
0.6682,0.70765
0.66854,0.70752
0.66889,0.7082
0.66923,0.70793
0.66958,0.70817
0.66992,0.70787
0.67027,0.70711
0.67062,0.7069
0.67096,0.70622
0.67131,0.70577
0.67166,0.70515
0.67201,0.70573
0.67236,0.70736
0.6727,0.70742
0.67305,0.70691
0.6734,0.70776
0.67375,0.70854
0.6741,0.7079
0.67445,0.70795
0.67481,0.70819
0.67516,0.70766
0.67551,0.70755
0.67586,0.70757
0.67621,0.70755
0.67657,0.70686
0.67692,0.70604
0.67727,0.70603
0.67763,0.70684
0.67798,0.7076
0.67834,0.70743
0.67869,0.70799
0.67905,0.7084
0.6794,0.70807
0.67976,0.70787
0.68012,0.70754
0.68047,0.7077
0.68083,0.7076
0.68119,0.70668
0.68155,0.70591
0.6819,0.70677
0.68226,0.70815
0.68262,0.70725
0.68298,0.7064
0.68334,0.70707
0.6837,0.70735
0.68406,0.70673
0.68443,0.70547
0.68479,0.70492
0.68515,0.70593
0.68551,0.70706
0.68587,0.70648
0.68624,0.70556
0.6866,0.70624
0.68696,0.70626
0.68733,0.70528
0.68769,0.70514
0.68806,0.70477
0.68842,0.70446
0.68879,0.70489
0.68916,0.70502
0.68952,0.70554
0.68989,0.7062
0.69026,0.70552
0.69062,0.70484
0.69099,0.70559
0.69136,0.70554
0.69173,0.70481
0.6921,0.70492
0.69247,0.70489
0.69284,0.70481
0.69321,0.70451
0.69358,0.70376
0.69395,0.70338
0.69432,0.70358
0.6947,0.70354
0.69507,0.70324
0.69544,0.70307
0.69581,0.70295
0.69619,0.70314
0.69656,0.70218
0.69694,0.70108
0.69731,0.70152
0.69769,0.70209
0.69806,0.70196
0.69844,0.7012
0.69881,0.70112
0.69919,0.70112
0.69957,0.70102
0.69995,0.70127
0.70032,0.70067
0.7007,0.69987
0.70108,0.69926
0.70146,0.69822
0.70184,0.69717
0.70222,0.69767
0.7026,0.69834
0.70298,0.6979
0.70336,0.69775
0.70375,0.69786
0.70413,0.69831
0.70451,0.6978
0.70489,0.69683
0.70528,0.69661
0.70566,0.69708
0.70605,0.69731
0.70643,0.69666
0.70682,0.69682
0.7072,0.69662
0.70759,0.69638
0.70797,0.69596
0.70836,0.69421
0.70875,0.69376
0.70914,0.69464
0.70952,0.69507
0.70991,0.69427
0.7103,0.69379
0.71069,0.69338
0.71108,0.69208
0.71147,0.692
0.71186,0.69233
0.71225,0.6924
0.71265,0.69228
0.71304,0.6922
0.71343,0.69211
0.71382,0.69134
0.71422,0.69093
0.71461,0.69099
0.715,0.69101
0.7154,0.69084
0.71579,0.69118
0.71619,0.69204
0.71658,0.69201
0.71698,0.69071
0.71738,0.68928
0.71777,0.68877
0.71817,0.68838
0.71857,0.68901
0.71897,0.69031
0.71937,0.68989
0.71977,0.68825
0.72017,0.68722
0.72057,0.68755
0.72097,0.68801
0.72137,0.6872
0.72177,0.68532
0.72217,0.68455
0.72258,0.68552
0.72298,0.68566
0.72338,0.68504
0.72379,0.6848
0.72419,0.68465
0.7246,0.68451
0.725,0.68466
0.72541,0.68441
0.72581,0.68345
0.72622,0.68307
0.72663,0.6826
0.72703,0.68174
0.72744,0.68134
0.72785,0.68105
0.72826,0.68103
0.72867,0.68095
0.72908,0.68039
0.72949,0.68009
0.7299,0.68006
0.73031,0.67941
0.73072,0.67827
0.73113,0.67754
0.73155,0.67752
0.73196,0.67741
0.73237,0.6766
0.73279,0.67585
0.7332,0.67606
0.73362,0.67655
0.73403,0.6764
0.73445,0.67564
0.73486,0.67479
0.73528,0.6746
0.7357,0.67502
0.73612,0.67475
0.73653,0.67389
0.73695,0.67318
0.73737,0.67223
0.73779,0.67152
0.73821,0.6716
0.73863,0.67215
0.73905,0.67214
0.73948,0.67144
0.7399,0.67131
0.74032,0.67143
0.74074,0.67092
0.74117,0.67046
0.74159,0.67038
0.74202,0.66964
0.74244,0.66819
0.74287,0.66731
0.74329,0.66702
0.74372,0.66663
0.74415,0.66622
0.74457,0.66613
0.745,0.66621
0.74543,0.66579
0.74586,0.66544
0.74629,0.66509
0.74672,0.66425
0.74715,0.66378
0.74758,0.66349
0.74801,0.66229
0.74844,0.66141
0.74887,0.66141
0.74931,0.66135
0.74974,0.66116
0.75017,0.66067
0.75061,0.66016
0.75104,0.65994
0.75148,0.65897
0.75191,0.65768
0.75235,0.65741
0.75279,0.65767
0.75323,0.65731
0.75366,0.65671
0.7541,0.656
0.75454,0.65486
0.75498,0.65384
0.75542,0.65316
0.75586,0.65281
0.7563,0.65239
0.75674,0.6516
0.75719,0.65144
0.75763,0.65172
0.75807,0.65135
0.75851,0.65077
0.75896,0.65042
0.7594,0.64966
0.75985,0.64857
0.76029,0.64778
0.76074,0.64722
0.76119,0.6469
0.76163,0.64679
0.76208,0.64625
0.76253,0.64511
0.76298,0.64444
0.76343,0.64459
0.76388,0.64431
0.76433,0.64374
0.76478,0.64358
0.76523,0.64303
0.76568,0.64172
0.76614,0.64098
0.76659,0.64136
0.76704,0.6418
0.7675,0.64175
0.76795,0.64095
0.76841,0.63946
0.76886,0.63829
0.76932,0.63785
0.76977,0.63747
0.77023,0.63701
0.77069,0.63681
0.77115,0.63611
0.77161,0.63507
0.77207,0.63471
0.77253,0.63448
0.77299,0.63402
0.77345,0.63379
0.77391,0.63385
0.77437,0.63378
0.77484,0.63339
0.7753,0.63257
0.77576,0.63147
0.77623,0.63082
0.77669,0.63058
0.77716,0.63021
0.77762,0.63005
0.77809,0.63028
0.77856,0.62958
0.77903,0.62838
0.7795,0.62778
0.77996,0.62673
0.78043,0.62564
0.7809,0.62548
0.78138,0.62546
0.78185,0.62492
0.78232,0.62432
0.78279,0.62354
0.78326,0.62217
0.78374,0.62162
0.78421,0.62179
0.78469,0.62162
0.78516,0.62176
0.78564,0.62209
0.78611,0.62174
0.78659,0.62072
0.78707,0.6199
0.78755,0.61976
0.78803,0.61964
0.7885,0.61862
0.78898,0.61777
0.78946,0.61756
0.78995,0.61712
0.79043,0.61677
0.79091,0.61617
0.79139,0.61559
0.79188,0.61531
0.79236,0.6149
0.79284,0.61448
0.79333,0.61396
0.79382,0.61367
0.7943,0.61356
0.79479,0.61337
0.79528,0.61267
0.79576,0.6118
0.79625,0.61124
0.79674,0.61031
0.79723,0.60961
0.79772,0.6091
0.79822,0.6086
0.79871,0.60814
0.7992,0.60777
0.79969,0.60795
0.80019,0.60726
0.80068,0.60632
0.80117,0.6066
0.80167,0.60722
0.80217,0.60701
0.80266,0.60605
0.80316,0.60579
0.80366,0.6059
0.80416,0.60555
0.80466,0.60468
0.80516,0.6038
0.80566,0.60324
0.80616,0.60285
0.80666,0.60294
0.80716,0.60252
0.80766,0.60169
0.80817,0.6014
0.80867,0.60121
0.80918,0.60111
0.80968,0.60065
0.81019,0.60007
0.81069,0.59965
0.8112,0.59904
0.81171,0.59845
0.81222,0.59802
0.81273,0.5975
0.81324,0.59682
0.81375,0.59656
0.81426,0.59641
0.81477,0.5966
0.81528,0.59673
0.8158,0.59562
0.81631,0.59421
0.81682,0.59355
0.81734,0.59385
0.81786,0.59426
0.81837,0.59398
0.81889,0.59328
0.81941,0.59327
0.81992,0.59366
0.82044,0.59267
0.82096,0.59164
0.82148,0.59133
0.822,0.59112
0.82253,0.59111
0.82305,0.59055
0.82357,0.59015
0.82409,0.58977
0.82462,0.58891
0.82514,0.58851
0.82567,0.58856
0.8262,0.58883
0.82672,0.58895
0.82725,0.58894
0.82778,0.58832
0.82831,0.58758
0.82884,0.5876
0.82937,0.58734
0.8299,0.58685
0.83043,0.58633
0.83096,0.58597
0.8315,0.58595
0.83203,0.58555
0.83256,0.58493
0.8331,0.58462
0.83363,0.5844
0.83417,0.58385
0.83471,0.58362
0.83525,0.58362
0.83578,0.58311
0.83632,0.58261
0.83686,0.58231
0.8374,0.58225
0.83794,0.58218
0.83849,0.58183
0.83903,0.58161
0.83957,0.58173
0.84012,0.5822
0.84066,0.58201
0.84121,0.58102
0.84175,0.5805
0.8423,0.58046
0.84285,0.58048
0.8434,0.58009
0.84395,0.57924
0.8445,0.57897
0.84505,0.57915
0.8456,0.57928
0.84615,0.57912
0.8467,0.57856
0.84726,0.57795
0.84781,0.57758
0.84836,0.57766
0.84892,0.57777
0.84948,0.57748
0.85003,0.57694
0.85059,0.57657
0.85115,0.57653
0.85171,0.57615
0.85227,0.57584
0.85283,0.57595
0.85339,0.57599
0.85395,0.57576
0.85452,0.57525
0.85508,0.57509
0.85564,0.57532
0.85621,0.57507
0.85678,0.5741
0.85734,0.57355
0.85791,0.5738
0.85848,0.57395
0.85905,0.57366
0.85962,0.57303
0.86019,0.57287
0.86076,0.57302
0.86133,0.5731
0.8619,0.57322
0.86248,0.57279
0.86305,0.57232
0.86362,0.57195
0.8642,0.57184
0.86478,0.5719
0.86535,0.57187
0.86593,0.57182
0.86651,0.57157
0.86709,0.57123
0.86767,0.57107
0.86825,0.57106
0.86883,0.57101
0.86942,0.57092
0.87,0.57078
0.87058,0.57034
0.87117,0.56994
0.87176,0.5698
0.87234,0.56967
0.87293,0.56937
0.87352,0.56895
0.87411,0.56846
0.8747,0.56803
0.87529,0.56795
0.87588,0.568
0.87647,0.56796
0.87706,0.56782
0.87766,0.56736
0.87825,0.5667
0.87885,0.56636
0.87944,0.56648
0.88004,0.56648
0.88064,0.56631
0.88124,0.5662
0.88184,0.56584
0.88244,0.56556
0.88304,0.56551
0.88364,0.56523
0.88424,0.56475
0.88485,0.56444
0.88545,0.56444
0.88606,0.56449
0.88666,0.5641
0.88727,0.56348
0.88788,0.563
0.88849,0.56277
0.8891,0.56264
0.88971,0.56241
0.89032,0.56219
0.89093,0.56197
0.89154,0.56149
0.89215,0.56107
0.89277,0.56093
0.89338,0.56071
0.894,0.56023
0.89462,0.55998
0.89524,0.56
0.89585,0.55982
0.89647,0.5594
0.89709,0.55893
0.89772,0.55846
0.89834,0.55797
0.89896,0.5575
0.89958,0.55703
0.90021,0.55658
0.90083,0.55638
0.90146,0.55621
0.90209,0.5558
0.90272,0.55538
0.90335,0.55481
0.90398,0.55413
0.90461,0.55376
0.90524,0.55343
0.90587,0.55303
0.9065,0.5527
0.90714,0.55229
0.90777,0.55189
0.90841,0.55158
0.90905,0.55118
0.90968,0.55072
0.91032,0.5503
0.91096,0.54986
0.9116,0.54943
0.91225,0.54912
0.91289,0.54882
0.91353,0.54832
0.91418,0.54765
0.91482,0.54707
0.91547,0.54662
0.91611,0.54615
0.91676,0.54564
0.91741,0.54529
0.91806,0.54491
0.91871,0.54431
0.91936,0.54367
0.92001,0.54306
0.92067,0.54263
0.92132,0.54213
0.92198,0.5414
0.92263,0.54074
0.92329,0.54012
0.92395,0.53952
0.92461,0.53895
0.92527,0.53844
0.92593,0.538
0.92659,0.5374
0.92725,0.53676
0.92792,0.53616
0.92858,0.53559
0.92925,0.53499
0.92991,0.53442
0.93058,0.53391
0.93125,0.53335
0.93192,0.53281
0.93259,0.53224
0.93326,0.53162
0.93393,0.53096
0.93461,0.53021
0.93528,0.52957
0.93596,0.52897
0.93663,0.52827
0.93731,0.52751
0.93799,0.52677
0.93867,0.5261
0.93935,0.52535
0.94003,0.52463
0.94071,0.52394
0.9414,0.52309
0.94208,0.5223
0.94276,0.52166
0.94345,0.52086
0.94414,0.52007
0.94483,0.51937
0.94551,0.51865
0.94621,0.51792
0.9469,0.51727
0.94759,0.51659
0.94828,0.51596
0.94898,0.51541
0.94967,0.51466
0.95037,0.51377
0.95106,0.5129
0.95176,0.51218
0.95246,0.51157
0.95316,0.51082
0.95386,0.50998
0.95457,0.50917
0.95527,0.50828
0.95597,0.50742
0.95668,0.50654
0.95739,0.50566
0.95809,0.50493
0.9588,0.50421
0.95951,0.50346
0.96022,0.50264
0.96094,0.50173
0.96165,0.50093
0.96236,0.50015
0.96308,0.49933
0.96379,0.49854
0.96451,0.49781
0.96523,0.49705
0.96595,0.49624
0.96667,0.49546
0.96739,0.49469
0.96811,0.49387
0.96883,0.49301
0.96956,0.49225
0.97029,0.49144
0.97101,0.49056
0.97174,0.48976
0.97247,0.48893
0.9732,0.48801
0.97393,0.48722
0.97466,0.48657
0.9754,0.48594
0.97613,0.4852
0.97687,0.48419
0.9776,0.48323
0.97834,0.48249
0.97908,0.48183
0.97982,0.48111
0.98056,0.48042
0.9813,0.47972
0.98205,0.47894
0.98279,0.47808
0.98354,0.47722
0.98428,0.47639
0.98503,0.47566
0.98578,0.47501
0.98653,0.47424
0.98728,0.47338
0.98803,0.47258
0.98879,0.47183
0.98954,0.47117
0.9903,0.47049
0.99106,0.46976
0.99181,0.46898
0.99257,0.46828
0.99333,0.46764
0.9941,0.46692
0.99486,0.46623
0.99562,0.46555
0.99639,0.46479
0.99715,0.46394
0.99792,0.46312
0.99869,0.46236
0.99946,0.46166
1.0002,0.46103
1.001,0.46048
1.0018,0.45987
1.0026,0.45924
1.0033,0.45868
1.0041,0.45804
1.0047,0.45815
1.0049,0.4569
1.0051,0.4564
1.0053,0.45537
1.0055,0.45377
1.0057,0.45413
1.0059,0.45685
1.0061,0.45913
1.0062,0.45975
1.0064,0.45881
1.0066,0.45636
1.0068,0.45474
1.007,0.45523
1.0072,0.4555
1.0074,0.45532
1.0076,0.45613
1.0078,0.45617
1.008,0.45505
1.0082,0.45555
1.0084,0.45667
1.0086,0.45543
1.0088,0.45356
1.009,0.45415
1.0092,0.45645
1.0094,0.45766
1.0096,0.45692
1.0098,0.45566
1.01,0.45504
1.0102,0.45518
1.0104,0.45614
1.0106,0.45707
1.0108,0.45673
1.011,0.45553
1.0112,0.45433
1.0114,0.45313
1.0115,0.45261
1.0117,0.45313
1.0119,0.45322
1.0121,0.45198
1.0123,0.45127
1.0125,0.4529
1.0127,0.45525
1.0129,0.4556
1.0131,0.45486
1.0133,0.45511
1.0135,0.45502
1.0137,0.45365
1.0139,0.45321
1.0141,0.45417
1.0143,0.45402
1.0145,0.45214
1.0147,0.45068
1.0149,0.45121
1.0151,0.45268
1.0153,0.45319
1.0155,0.45286
1.0157,0.45263
1.0159,0.45224
1.0161,0.45174
1.0163,0.45177
1.0165,0.4518
1.0167,0.45082
1.0169,0.44889
1.0171,0.44758
1.0173,0.44807
1.0175,0.44887
1.0177,0.44857
1.0179,0.44838
1.0181,0.44843
1.0183,0.44765
1.0185,0.44755
1.0187,0.44896
1.0189,0.44971
1.0191,0.44949
1.0193,0.44925
1.0195,0.44794
1.0197,0.44598
1.0199,0.44594
1.0201,0.44779
1.0203,0.44905
1.0205,0.44877
1.0207,0.44808
1.0209,0.44764
1.0211,0.44724
1.0213,0.44749
1.0215,0.44831
1.0217,0.4476
1.0219,0.44535
1.0221,0.44432
1.0223,0.44516
1.0225,0.44667
1.0227,0.44813
1.0229,0.44832
1.0231,0.44727
1.0233,0.44711
1.0235,0.44749
1.0237,0.44661
1.0239,0.44545
1.0241,0.44506
1.0243,0.44479
1.0245,0.44438
