SS_OL_2,
W,R
0.257470711,0.066364894
0.264501242,0.070602193
0.270130412,0.074557322
0.273882401,0.077099859
0.278574167,0.080490015
0.281871689,0.084445934
0.284691019,0.086988788
0.288452499,0.090661904
0.290819734,0.094900785
0.296467884,0.101117072
0.302579991,0.107050555
0.30448327,0.111572239
0.30731209,0.115245672
0.313405217,0.118917997
0.318568058,0.122873284
0.322793494,0.126263598
0.326081526,0.129088938
0.33030459,0.132196607
0.335008218,0.136999986
0.339721337,0.142933944
0.343021232,0.147172509
0.344453435,0.151129061
0.34497196,0.157347087
0.345033645,0.164695851
0.345078723,0.170066101
0.346510927,0.174022653
0.350291386,0.179956928
0.35405761,0.184195334
0.35737174,0.190129767
0.361609039,0.194933304
0.364908934,0.199171868
0.367264307,0.201997525
0.370095499,0.205953603
0.371066119,0.210475602
0.371092216,0.213584695
0.374865558,0.218671035
0.376752229,0.221214205
0.379112347,0.224605151
0.381938794,0.22799594
0.384308402,0.232517465
0.389466498,0.235907462
0.391824243,0.239015764
0.393244585,0.241559092
0.395599958,0.244384749
0.395616565,0.246363262
0.398452503,0.250884629
0.400377134,0.257950115
0.400814993,0.25455822
0.401804593,0.261341378
0.404169456,0.265297614
0.406049009,0.26699285
0.407938052,0.269818664
0.409822351,0.27207919
0.412646426,0.275187333
0.415463383,0.277447542
0.417354799,0.280556002
0.420647577,0.283946632
0.422077408,0.287620539
0.423036165,0.290729315
0.424922836,0.293272485
0.426347922,0.296381103
0.426376392,0.29977284
0.427801478,0.302881458
0.427872653,0.311360801
0.428769725,0.307120813
0.430710964,0.316164813
0.430739434,0.31955655
0.43496487,0.322946863
0.441048507,0.32548861
0.443401508,0.328031622
0.448564348,0.331986909
0.453251369,0.334811775
0.459815571,0.339049232
0.463581795,0.343287638
0.467338529,0.346395465
0.468306776,0.35063482
0.470210054,0.355156503
0.473041247,0.359112581
0.477269056,0.362785539
0.477770973,0.367025052
0.48153008,0.370415524
0.48156804,0.37493784
0.483466573,0.378894234
0.483999333,0.386808129
0.485355617,0.381720049
0.487296855,0.390764049
0.489652228,0.393589705
0.491074942,0.396415679
0.494365347,0.399523664
0.498126826,0.40319678
0.501904913,0.40884841
0.504257913,0.411391422
0.507548318,0.414499407
0.511761892,0.416476497
0.516451285,0.419584008
0.520210392,0.422974479
0.52209469,0.425235005
0.52585617,0.428908121
0.530081606,0.432298435
0.533376755,0.43597171
0.536203203,0.439362498
0.539967055,0.443318259
0.543262204,0.446991534
0.547490013,0.450664492
0.551251493,0.454337608
0.555012972,0.458010725
0.557827557,0.459988289
0.561584291,0.463096116
0.563466217,0.465073997
0.565823962,0.468182298
0.570515728,0.471572454
0.571481603,0.475529164
0.573836976,0.478354821
0.577596082,0.481745293
0.5799562,0.485136239
0.582304456,0.487113961
0.585597233,0.490504591
0.590286626,0.493612102
0.595432859,0.495588875
0.599184849,0.498131413
0.603860007,0.499543055
0.605732443,0.500390357
0.611347378,0.502649617
0.616957568,0.504343587
0.623507534,0.506885176
0.626795567,0.509710516
0.631477842,0.511970092
0.635225087,0.51394734
0.637573342,0.515925063
0.64319065,0.518466968
0.646473937,0.520727019
0.649752479,0.52242178
0.653509213,0.525529607
0.658189116,0.527506539
0.661948223,0.53089701
0.665238628,0.534004996
0.667591628,0.536548008
0.671341245,0.5388079
0.67741302,0.539936423
0.682092923,0.541913355
0.685840167,0.543890603
0.690517698,0.54558489
0.694724154,0.546714045
0.699875132,0.549256108
0.704083961,0.550667908
0.708297535,0.552644998
0.71622751,0.552924954
0.723231944,0.554053161
0.727883377,0.552638355
0.732996395,0.550658102
0.737640711,0.548395362
0.742756101,0.546697754
0.747888099,0.546978659
0.753488799,0.54754205
0.759080009,0.546974863
