SS_OL_2,
0.766527047,0.545276464
0.771190343,0.545274882
0.775377819,0.544142879
0.779567668,0.543293522
0.784221474,0.542161361
0.788875279,0.5410292
0.791659022,0.539332383
0.797245487,0.538199906
0.801894548,0.536502455
0.807005193,0.534239557
0.814456976,0.533106448
0.822846164,0.532538311
0.830312182,0.53310107
0.836374467,0.533099014
0.842439124,0.533379603
0.847104792,0.533660666
0.856897713,0.533657344
0.862493668,0.533655446
0.866224305,0.533654181
0.8708876,0.533652599
0.876947513,0.533367898
0.884867998,0.532517275
0.890459208,0.531950087
0.893257185,0.531949138
0.898829415,0.529120793
0.903944806,0.527423185
0.911403706,0.527138009
0.91606463,0.526853783
0.920261596,0.526852359
0.92723756,0.524588829
0.933754311,0.52317339
0.936997266,0.52062848
0.940247338,0.518931505
0.944886908,0.516103476
0.949531224,0.513840736
0.95416605,0.510447417
0.956945047,0.50818531
0.960654331,0.505640242
0.964827572,0.502812371
0.968536857,0.500267303
0.970856642,0.498853288
0.973171682,0.496873984
0.976400402,0.492633205
0.9810376,0.489522531
0.983814225,0.486977779
0.98660034,0.485563607
0.991239911,0.482735577
0.996816885,0.480472521
1.001922786,0.477644334
1.006564729,0.475098949
1.011211417,0.473118854
1.015848615,0.47000818
1.019103432,0.468876494
1.025617812,0.467178411
1.02978868,0.464067895
1.035365655,0.461804839
1.040956865,0.461237652
1.04934368,0.460386871
1.05540122,0.459819525
1.06332645,0.459534191
1.069393479,0.460097425
1.076868988,0.461790763
1.07967171,0.462355103
1.086676144,0.46348331
1.093218993,0.465176964
1.099773705,0.468283842
1.105393385,0.471108391
1.109618821,0.474498705
1.112906853,0.477324045
1.115726184,0.479866899
1.118547886,0.482692398
1.121364844,0.484952607
1.126979779,0.487211867
1.130270183,0.490319852
1.134497992,0.49399281
1.139194503,0.497948255
1.141554621,0.501339202
1.144845026,0.504447187
1.148599387,0.507272369
1.153286408,0.510097235
1.157038398,0.512639772
1.160319312,0.514617178
1.167330863,0.516593319
1.172943426,0.518569935
1.180421307,0.520545917
1.185098838,0.522240204
1.192112761,0.52449899
1.195400794,0.52732433
1.20196025,0.530996498
1.205705122,0.532691101
1.21038977,0.535233322
1.217874769,0.538057239
1.223956033,0.540316341
1.22816249,0.541445496
1.232844765,0.543705073
1.236589637,0.545399676
1.240332136,0.546811634
1.243603561,0.547658461
1.247810017,0.548787617
1.252021218,0.550482062
1.256701122,0.552458994
1.2618521,0.555001057
1.265601716,0.557260949
1.270745577,0.558955078
1.276826842,0.56121418
1.280588321,0.564887296
1.286196138,0.566298622
1.289479425,0.568558673
1.291363724,0.570819198
1.294180681,0.573079408
1.299329287,0.575338826
1.302141499,0.577033745
1.307292477,0.579575808
1.311977126,0.582118029
1.314315891,0.582965173
1.319923709,0.584376499
1.323206996,0.58663655
1.328831421,0.590026389
1.332590528,0.59341686
1.336806474,0.595676595
1.340560836,0.598501777
1.344305707,0.60019638
1.348521654,0.602456115
1.352276015,0.605281297
1.357419876,0.606975426
1.361631077,0.608669871
1.365842278,0.610364316
1.36958715,0.612058919
1.374733383,0.614035693
1.378944584,0.615730138
1.383622115,0.617424425
1.387359869,0.618271093
1.390186317,0.621661882
1.394411753,0.625052195
1.396767126,0.627877852
1.400064648,0.631833771
1.406150658,0.634658163
1.409912137,0.638331279
1.411803553,0.641439739
1.413685479,0.64341762
1.415574522,0.646243434
1.418862554,0.649068775
1.421227417,0.653025011
1.424522567,0.656698285
1.425938163,0.658676324
1.428771728,0.662915047
1.43252609,0.665740229
1.434886208,0.669131175
1.43818373,0.673087094
1.442404422,0.675912119
1.445235614,0.679868196
1.448528391,0.683258826
1.451352467,0.686366969
1.453243882,0.689475429
1.456534287,0.692583414
1.45935599,0.695408913
1.463103234,0.697386161
1.467799745,0.701341606
1.473897617,0.705579221
1.479514924,0.708121126
1.483730871,0.71038086
1.486100479,0.714902386
1.494061297,0.718856723
1.497358819,0.722812643
1.501117926,0.726203115
1.503932511,0.728180679
1.505833417,0.732419718
1.50819828,0.736375953
1.511495802,0.740331873
1.516192313,0.744287318
1.518545313,0.74683033
1.522773122,0.750503288
1.526520366,0.752480536
1.530274728,0.755305718
1.535896781,0.758412913
1.539189558,0.761803542
1.545751387,0.765758355
1.550902365,0.768300418
1.553719322,0.770560627
1.557932896,0.772537717
1.562153588,0.775362741
1.567780385,0.779035224
1.571998704,0.781577604
1.578089459,0.784967285
1.584646543,0.788356807
1.590275713,0.792311936
1.594489287,0.794289026
1.600572924,0.796830773
1.612262006,0.8005012
1.615540548,0.802195962
1.622097632,0.805585484
1.627712567,0.807844744
1.632394843,0.810104321
1.638012151,0.812646226
1.642225724,0.814623315
1.645982459,0.817731142
1.65066948,0.820556008
1.657219446,0.823097597
1.661428275,0.824509397
1.665641849,0.826486487
1.67264391,0.827332049
1.6782541,0.829026019
1.683400333,0.831002793
1.689476853,0.832696605
1.696017329,0.834107614
1.698353722,0.834672113
1.703488093,0.835235663
1.710961228,0.836646356
1.716097971,0.83749255
1.722628958,0.837772981
1.732909561,0.840313304
1.738055794,0.842290077
1.743202027,0.844266851
1.747434581,0.848505099
1.753049516,0.850764359
1.760517907,0.851609762
1.768457372,0.853020297
1.778714251,0.852734173
1.786644226,0.853014129
1.794105499,0.853011598
1.799699082,0.852727055
1.804362377,0.852725474
1.811357321,0.852723101
1.815554287,0.852721678
1.820667305,0.850741424
1.82671061,0.84847821
1.831833118,0.847628536
1.838823316,0.847060874
1.847678833,0.846492579
1.853274788,0.846490681
1.860264987,0.845923019
1.866786484,0.845072871
1.875168553,0.8436568
1.884485655,0.842523058
1.89007212,0.841390581
1.896591244,0.840257787
1.904980432,0.839689651
1.914302278,0.839121198
1.920833265,0.839401628
1.928308773,0.841094966
1.93485874,0.843636555
1.942336621,0.845612537
1.949819247,0.848153809
1.955448417,0.852108938
1.95967148,0.855216607
1.963887427,0.857476341
1.967184949,0.861432261
1.970013769,0.865105694
1.974724515,0.870757007
1.980344195,0.873581557
1.985497545,0.876406264
1.99205463,0.879795787
1.997669565,0.882055047
2.004678743,0.883748543
2.015409069,0.884310195
2.025673065,0.884872005
2.031261902,0.884022173
2.036848367,0.882889695
2.043362746,0.881191613
2.047552595,0.880342255
2.051740071,0.879210252
2.057331281,0.878643065
2.06432148,0.878075403
2.069453478,0.878356308
2.074114401,0.878072081
2.078780069,0.878353144
2.084844726,0.878633733
2.093245776,0.87947882
2.09699302,0.881456068
2.10306954,0.88314988
2.11148008,0.885125547
2.118948471,0.88597095
2.124551543,0.886816987
2.130620945,0.887662865
2.135752943,0.88794377
2.146956716,0.889353197
2.153487702,0.889633628
2.159083657,0.88963173
2.164679612,0.889629832
2.168407876,0.889345922
2.169335791,0.888780316
2.175866777,0.889060746
2.179119222,0.887646415
2.182840368,0.886514571
2.187484684,0.884251831
2.192611937,0.883967447
2.197268115,0.883117931
2.206135495,0.88396286
2.214538917,0.885090592
2.218271927,0.885371971
2.229004624,0.886216268
2.234138995,0.886779817
2.238338334,0.887061039
2.244876438,0.888189403
2.251409797,0.888752478
2.263068036,0.888748524
2.271454851,0.887897743
2.279372964,0.886764475
2.28681763,0.884783431
2.295670774,0.883932492
2.301733059,0.883930436
2.312929714,0.884491929
2.318991998,0.884489873
2.321787603,0.884206279
2.326907739,0.88307396
2.334821107,0.881375403
2.339013328,0.88080869
2.344604538,0.880241502
2.351128407,0.879673998
2.355325373,0.879672575
2.363712188,0.878821794
2.368834696,0.87797212
2.377223883,0.877403983
2.383747752,0.876836479
2.394939662,0.876832683
2.402405681,0.877395442
2.408001636,0.877393544
2.415460536,0.877108369
2.424775266,0.875691981
2.429904891,0.875690242
2.43689509,0.87512258
2.439683577,0.873991052
2.447149595,0.87455381
2.455081943,0.875116411
2.463023781,0.876809591
2.470489799,0.87737235
2.4835494,0.877650566
2.489119258,0.874539575
2.497977147,0.874253925
2.504953111,0.871990395
2.507720246,0.868315064
2.512359816,0.865487035
2.515595653,0.86209419
2.520220989,0.857570293
2.522997614,0.855025541
2.527163738,0.851349735
2.527618205,0.849936354
2.531315626,0.845978062
2.534089879,0.843150665
2.539666854,0.840887609
2.543376138,0.838342541
2.549895262,0.837209747
2.555020142,0.836642718
2.563866169,0.834943844
2.568531837,0.835224907
2.574127792,0.835223009
