MY_OL_30,
W,R
1.621949535,0.813143838
1.624807255,0.814424889
1.629086177,0.815845922
1.632176023,0.816840443
1.634560738,0.818122503
1.637648396,0.818974012
1.640742618,0.820254557
1.644318598,0.822106142
1.647890201,0.823671702
1.652405625,0.82509223
1.657400617,0.826940784
1.661440848,0.82821931
1.664775949,0.829785375
1.667386226,0.830351869
1.670476072,0.83134639
1.673333792,0.83262744
1.677849215,0.834047968
1.682833267,0.835181461
1.685931866,0.836748031
1.690217352,0.838598101
1.694978031,0.840590173
1.698306567,0.841727201
1.703054116,0.842861199
1.706382652,0.843998228
1.711839708,0.845130711
1.717060261,0.846263699
1.720147918,0.847115208
1.723476455,0.848252236
1.727750999,0.849387245
1.733921938,0.850804238
1.7374826,0.851654736
1.741518454,0.852647237
1.74484699,0.853784266
1.750772674,0.854629714
1.754563273,0.855050671
1.75929988,0.855469609
1.764038676,0.856031558
1.769016163,0.856736014
1.773511892,0.856869432
1.77682511,0.857005374
1.780609144,0.856997295
1.784647187,0.858132808
1.788216602,0.859555356
1.79389703,0.85982926
1.797681064,0.859821181
1.801946856,0.86038414
1.805971769,0.86066158
1.811877758,0.860219918
1.816143549,0.860782877
1.820402776,0.8609168
1.823945932,0.860623201
1.827491276,0.860472614
1.830784799,0.859321446
1.835019955,0.857882233
1.838311291,0.856588053
1.840650053,0.854866856
1.847734176,0.854136645
1.853158407,0.853123945
1.859062208,0.852539271
1.863336753,0.853674279
1.866897414,0.854524778
1.86998726,0.855519299
1.875669876,0.855936216
1.87872471,0.854642541
1.883200744,0.853488848
1.888401603,0.853334726
1.891738893,0.855043804
1.893157905,0.855040774
1.897404003,0.854316623
1.90329905,0.8531599
1.905412251,0.852154269
1.913438006,0.851136014
1.917219852,0.850984922
1.922422899,0.850973812
1.926684315,0.851250747
1.931891738,0.851525662
1.9354524,0.85237616
1.941636468,0.854651227
1.944016808,0.855647263
1.94711103,0.856927808
1.949970938,0.858351871
1.953071726,0.860061453
1.956409015,0.861770531
1.960928815,0.863477083
1.962833962,0.864331117
1.966177816,0.866469231
1.968317277,0.867179747
1.970936306,0.86831829
1.974963408,0.868738742
1.976864178,0.869306751
1.97971971,0.87044479
1.982108802,0.872012875
1.985678217,0.873435422
1.988297247,0.874573966
1.99186885,0.876139526
1.994260131,0.877850623
1.999255124,0.879699177
2.00258366,0.880836206
2.005675694,0.881973739
2.008767728,0.883111272
2.012814524,0.884818834
2.017329947,0.886239362
2.021135864,0.887661405
2.023514015,0.888514429
2.028743322,0.890219466
2.032549239,0.891641509
2.037309918,0.893633581
2.041818776,0.894625072
2.047288961,0.896615629
2.050619686,0.897895669
2.053939469,0.898460648
2.05631762,0.899313672
2.061770299,0.900160131
2.065324396,0.900581593
2.068880681,0.901146067
2.074103423,0.902422068
2.079553914,0.903125514
2.085008781,0.904114985
2.091175343,0.905245954
2.095690766,0.906666482
2.1025734,0.908224972
2.106381505,0.909790027
2.113029824,0.911492034
2.119919022,0.913479561
2.123957065,0.914615075
2.131314891,0.916315567
2.134415678,0.918025149
2.139399729,0.919158643
2.144379404,0.920006111
2.148172191,0.920570081
2.153863561,0.921559047
2.158133729,0.922408031
2.165239734,0.923107942
2.170705543,0.924812475
2.174480824,0.924232346
2.17847729,0.922650626
2.181773002,0.921642471
2.186257789,0.921060827
2.191224334,0.921050222
2.196657319,0.920609571
2.201365479,0.919169348
2.205830572,0.917300594
2.207227702,0.915867442
2.212380419,0.91256705
2.218008328,0.909408661
2.221288723,0.907399419
2.225057439,0.906390254
2.229067034,0.905666608
2.234973023,0.905224946
2.23686504,0.905220906
2.242072464,0.905495821
2.246101753,0.906059285
2.248946344,0.906482262
2.253921642,0.907043707
2.25629104,0.907324681
2.259131254,0.907461634
2.265753314,0.907447494
2.270487733,0.907723419
2.275931659,0.907997829
2.279954384,0.908132256
2.284213611,0.908266179
2.286815134,0.908260624
2.292491186,0.908248504
2.294619705,0.908243959
2.299581873,0.90794733
2.304314105,0.908080243
2.308836093,0.909929807
2.310268235,0.910784851
2.313842027,0.912493423
2.316467621,0.914061003
2.319082275,0.914913522
2.323602075,0.916620074
2.326930611,0.917757102
2.329783955,0.918752128
2.332162106,0.919605152
2.335245387,0.920170636
2.339283429,0.921306149
2.344749238,0.923010682
2.348533272,0.923002602
2.352080804,0.922995027
2.35563709,0.923559501
2.358251743,0.92441202
2.361107275,0.925550058
2.364183991,0.925686506
2.367510339,0.926680522
2.371749871,0.925527334
2.376440525,0.922943014
2.381637008,0.922502867
2.386137113,0.922922309
2.390177344,0.924200835
2.395645341,0.926048379
2.400635957,0.927610909
2.406305444,0.927169753
2.411972742,0.926585584
2.416689655,0.925717411
2.420221869,0.92470875
2.424231464,0.923985104
2.427533741,0.923405985
2.432014152,0.922538317
2.436025936,0.921957683
2.439801217,0.921377555
2.44453126,0.921367455
2.448540855,0.920643809
2.451356998,0.919207626
2.455355651,0.917768919
2.459128744,0.917045778
2.464804796,0.917033658
2.467156688,0.916170535
2.47139622,0.915017347
2.475635752,0.913864159
2.482708934,0.912418887
2.486718529,0.911695241
2.492622329,0.911110567
2.493095334,0.911109557
2.499277214,0.913241611
2.500231975,0.913811641
2.504513085,0.915375686
2.507372993,0.916799748
2.512140237,0.919220857
2.514761455,0.920502412
2.516664414,0.921213434
2.520912699,0.920632295
2.523974097,0.919767657
2.527261056,0.918187452
2.531483082,0.915890166
2.532875836,0.914170989
2.537095674,0.911730691
2.540630076,0.910865043
2.543235976,0.911145512
2.548938287,0.91284954
2.551559505,0.914131095
2.55298946,0.914843127
2.556558874,0.916265674
2.559883034,0.917116678
2.565824035,0.918963213
2.570354777,0.921384826
2.574173823,0.923664943
2.57799287,0.925945059
2.580806825,0.924365864
2.581969641,0.923076229
2.584544905,0.921354527
2.587124546,0.91991885
2.589472061,0.918769702
2.592047326,0.917048
2.594863469,0.915611817
2.597456239,0.915034214
2.599812507,0.914457115
2.602405278,0.913879511
