KC-OL-lvn_1,
W,R
0.50012,0.71552
0.50031,0.71535
0.5005,0.7166
0.5007,0.72075
0.50089,0.72243
0.50108,0.72066
0.50128,0.72102
0.50147,0.72043
0.50166,0.71928
0.50186,0.72008
0.50205,0.72133
0.50225,0.71984
0.50244,0.72102
0.50264,0.72631
0.50283,0.72532
0.50303,0.72273
0.50322,0.72702
0.50342,0.73042
0.50361,0.7269
0.50381,0.72375
0.50401,0.72593
0.5042,0.72841
0.5044,0.7287
0.50459,0.72824
0.50479,0.72474
0.50499,0.72397
0.50518,0.72884
0.50538,0.72817
0.50558,0.72642
0.50577,0.72916
0.50597,0.72855
0.50617,0.72738
0.50637,0.73039
0.50657,0.72847
0.50676,0.72336
0.50696,0.72703
0.50716,0.73028
0.50736,0.72998
0.50756,0.73015
0.50776,0.72562
0.50795,0.72052
0.50815,0.71945
0.50835,0.72493
0.50855,0.72864
0.50875,0.72768
0.50895,0.73005
0.50915,0.72927
0.50935,0.7268
0.50955,0.72843
0.50975,0.73049
0.50995,0.73085
0.51015,0.73133
0.51035,0.73127
0.51056,0.73191
0.51076,0.73296
0.51096,0.72972
0.51116,0.72752
0.51136,0.72844
0.51156,0.73012
0.51177,0.72802
0.51197,0.72533
0.51217,0.73165
0.51237,0.73463
0.51257,0.72857
0.51278,0.72513
0.51298,0.72737
0.51318,0.72827
0.51339,0.72906
0.51359,0.73488
0.51379,0.73686
0.514,0.7342
0.5142,0.72962
0.51441,0.72646
0.51461,0.72799
0.51481,0.72905
0.51502,0.73336
0.51522,0.73847
0.51543,0.73989
0.51563,0.73964
0.51584,0.73615
0.51604,0.73368
0.51625,0.73342
0.51645,0.73283
0.51666,0.73381
0.51687,0.73682
0.51707,0.74053
0.51728,0.74175
0.51749,0.73991
0.51769,0.73958
0.5179,0.74062
0.51811,0.74012
0.51831,0.73997
0.51852,0.74118
0.51873,0.74208
0.51894,0.74464
0.51914,0.74947
0.51935,0.74802
0.51956,0.74073
0.51977,0.73908
0.51998,0.74459
0.52018,0.74728
0.52039,0.74366
0.5206,0.7424
0.52081,0.74474
0.52102,0.74495
0.52123,0.74392
0.52144,0.74463
0.52165,0.74433
0.52186,0.74258
0.52207,0.74468
0.52228,0.74834
0.52249,0.75063
0.5227,0.75275
0.52291,0.75236
0.52312,0.74838
0.52333,0.74514
0.52355,0.74347
0.52376,0.74302
0.52397,0.74711
0.52418,0.75032
0.52439,0.74959
0.52461,0.74758
0.52482,0.74527
0.52503,0.74522
0.52524,0.74641
0.52546,0.74943
0.52567,0.75191
0.52588,0.75072
0.5261,0.74697
0.52631,0.7446
0.52652,0.74691
0.52674,0.74735
0.52695,0.74703
0.52717,0.74975
0.52738,0.75041
0.5276,0.75091
0.52781,0.75318
0.52802,0.75241
0.52824,0.75133
0.52846,0.75184
0.52867,0.7505
0.52889,0.75129
0.5291,0.75316
0.52932,0.75313
0.52953,0.75147
0.52975,0.74965
0.52997,0.75221
0.53018,0.75332
0.5304,0.75096
0.53062,0.74996
0.53084,0.7491
0.53105,0.74663
0.53127,0.74647
0.53149,0.74929
0.53171,0.75179
0.53192,0.75434
0.53214,0.75144
0.53236,0.74925
0.53258,0.75333
0.5328,0.7544
0.53302,0.75356
0.53324,0.75396
0.53346,0.75618
0.53368,0.7562
0.5339,0.75399
0.53412,0.7531
0.53434,0.75192
0.53456,0.75251
0.53478,0.75353
0.535,0.75646
0.53522,0.75969
0.53544,0.75929
0.53566,0.75677
0.53588,0.75455
0.5361,0.75661
0.53633,0.75806
0.53655,0.75834
0.53677,0.75968
0.53699,0.75903
0.53722,0.75782
0.53744,0.75911
0.53766,0.76324
0.53788,0.76502
0.53811,0.76319
0.53833,0.76132
0.53855,0.76116
0.53878,0.76184
0.539,0.76203
0.53923,0.76223
0.53945,0.76173
0.53968,0.76143
0.5399,0.76119
0.54013,0.76043
0.54035,0.76013
0.54058,0.76135
0.5408,0.7634
0.54103,0.76389
0.54125,0.76359
0.54148,0.76288
0.54171,0.76322
0.54193,0.76485
0.54216,0.76518
0.54239,0.76494
0.54261,0.76612
0.54284,0.76722
0.54307,0.76647
0.54329,0.76588
0.54352,0.76543
0.54375,0.76461
0.54398,0.76425
0.54421,0.76431
0.54444,0.76446
0.54466,0.76626
0.54489,0.77065
0.54512,0.77176
0.54535,0.76977
0.54558,0.76891
0.54581,0.76842
0.54604,0.76848
0.54627,0.76868
0.5465,0.76893
0.54673,0.76923
0.54696,0.76843
0.54719,0.76769
0.54742,0.76908
0.54766,0.76995
0.54789,0.76973
0.54812,0.77005
0.54835,0.76917
0.54858,0.76904
0.54881,0.7692
0.54905,0.76909
0.54928,0.7698
0.54951,0.77003
0.54975,0.77123
0.54998,0.77185
0.55021,0.77058
0.55045,0.76966
0.55068,0.77013
0.55091,0.77008
0.55115,0.76902
0.55138,0.77012
0.55162,0.77141
0.55185,0.77175
0.55209,0.77365
0.55232,0.77379
0.55256,0.77082
0.55279,0.77008
0.55303,0.77178
0.55327,0.77205
0.5535,0.77137
0.55374,0.7727
0.55397,0.77471
0.55421,0.77449
0.55445,0.77455
0.55469,0.77528
0.55492,0.77442
0.55516,0.77238
0.5554,0.77209
0.55564,0.77425
0.55588,0.77479
0.55611,0.77473
0.55635,0.77443
0.55659,0.77265
0.55683,0.77203
0.55707,0.77218
0.55731,0.77289
0.55755,0.77436
0.55779,0.77529
0.55803,0.77492
0.55827,0.77402
0.55851,0.77375
0.55875,0.77426
0.55899,0.77546
0.55923,0.77709
0.55947,0.77742
0.55972,0.77522
0.55996,0.77421
0.5602,0.77415
0.56044,0.77349
0.56068,0.77479
0.56093,0.77649
0.56117,0.77672
0.56141,0.777
0.56166,0.77761
0.5619,0.7765
0.56214,0.77543
0.56239,0.77493
0.56263,0.77387
0.56287,0.77407
0.56312,0.7744
0.56336,0.77467
0.56361,0.77445
0.56385,0.77427
0.5641,0.77424
0.56435,0.77359
0.56459,0.77415
0.56484,0.77428
0.56508,0.7746
0.56533,0.77483
0.56558,0.77426
0.56582,0.7749
0.56607,0.77637
0.56632,0.77793
0.56657,0.77812
0.56681,0.77784
0.56706,0.77729
0.56731,0.77593
0.56756,0.77596
0.56781,0.77677
0.56805,0.77595
0.5683,0.7758
0.56855,0.77725
0.5688,0.77704
0.56905,0.77679
0.5693,0.7769
0.56955,0.77621
0.5698,0.77443
0.57005,0.77392
0.5703,0.77588
0.57056,0.77555
0.57081,0.77526
0.57106,0.77537
0.57131,0.77525
0.57156,0.77676
0.57181,0.77729
0.57207,0.7769
0.57232,0.77633
0.57257,0.77704
0.57282,0.77737
0.57308,0.77689
0.57333,0.77607
0.57358,0.77436
0.57384,0.77487
0.57409,0.77522
0.57435,0.77404
0.5746,0.77314
0.57486,0.77486
0.57511,0.77695
0.57537,0.77588
0.57562,0.7753
0.57588,0.77593
0.57613,0.77673
0.57639,0.77604
0.57665,0.77552
0.5769,0.77589
0.57716,0.77541
0.57742,0.77509
0.57767,0.77349
0.57793,0.77341
0.57819,0.77527
0.57845,0.77664
0.57871,0.7768
0.57896,0.77589
0.57922,0.7752
0.57948,0.77389
0.57974,0.77418
0.58,0.77486
0.58026,0.77477
0.58052,0.77494
0.58078,0.77508
0.58104,0.77623
0.5813,0.77668
0.58156,0.77583
0.58182,0.77429
0.58208,0.7745
0.58235,0.77602
0.58261,0.77652
0.58287,0.77641
0.58313,0.77478
0.58339,0.77399
0.58366,0.77473
0.58392,0.77541
0.58418,0.77577
0.58445,0.77548
0.58471,0.77543
0.58497,0.77524
0.58524,0.77468
0.5855,0.77433
0.58577,0.77415
0.58603,0.77359
0.5863,0.77372
0.58656,0.77471
0.58683,0.77514
0.58709,0.77547
0.58736,0.77566
0.58763,0.7753
0.58789,0.77472
0.58816,0.77459
0.58843,0.77427
0.58869,0.77374
0.58896,0.7737
0.58923,0.77366
0.5895,0.774
0.58976,0.77406
0.59003,0.77389
0.5903,0.77345
0.59057,0.77267
0.59084,0.77314
0.59111,0.77362
0.59138,0.77331
0.59165,0.77355
0.59192,0.77394
0.59219,0.7733
0.59246,0.77235
0.59273,0.77272
0.593,0.77391
0.59327,0.77393
0.59354,0.77301
0.59382,0.77209
0.59409,0.77189
0.59436,0.77227
0.59463,0.77246
0.59491,0.77309
0.59518,0.77297
0.59545,0.7724
0.59573,0.77255
0.596,0.77245
0.59627,0.77239
0.59655,0.77279
0.59682,0.77315
0.5971,0.77236
0.59737,0.77213
0.59765,0.77243
0.59792,0.7722
0.5982,0.77254
0.59848,0.77283
0.59875,0.77403
0.59903,0.77467
0.59931,0.77402
0.59958,0.77297
0.59986,0.77156
0.60014,0.77106
0.60042,0.77119
0.6007,0.77185
0.60097,0.77147
0.60125,0.77152
0.60153,0.77138
0.60181,0.76992
0.60209,0.77038
0.60237,0.77128
0.60265,0.77186
0.60293,0.77198
0.60321,0.77184
0.60349,0.77123
0.60377,0.77139
0.60405,0.77248
0.60434,0.77119
0.60462,0.77007
0.6049,0.77001
0.60518,0.77025
0.60547,0.76932
0.60575,0.76863
0.60603,0.76991
0.60631,0.77022
0.6066,0.77023
0.60688,0.76946
0.60717,0.769
0.60745,0.76882
0.60774,0.76883
0.60802,0.76918
0.60831,0.76882
0.60859,0.76938
0.60888,0.76869
0.60916,0.76839
0.60945,0.76866
0.60974,0.7686
0.61002,0.76836
0.61031,0.76764
0.6106,0.76828
0.61089,0.76793
0.61117,0.7677
0.61146,0.76741
0.61175,0.76789
0.61204,0.7684
0.61233,0.7673
0.61262,0.76743
0.61291,0.76654
0.6132,0.7668
0.61349,0.76664
0.61378,0.76597
0.61407,0.76614
0.61436,0.76511
0.61465,0.76533
0.61494,0.76499
0.61524,0.76524
0.61553,0.76485
0.61582,0.76457
0.61611,0.76518
0.61641,0.76457
0.6167,0.76473
0.61699,0.76365
0.61729,0.76346
0.61758,0.76341
0.61787,0.76387
0.61817,0.76441
0.61846,0.76315
0.61876,0.76331
0.61905,0.76281
0.61935,0.76316
0.61965,0.76318
0.61994,0.76319
0.62024,0.76353
0.62054,0.76281
0.62083,0.76278
0.62113,0.76199
0.62143,0.76239
0.62173,0.76173
0.62203,0.76162
0.62232,0.76211
0.62262,0.76107
0.62292,0.76124
0.62322,0.76075
0.62352,0.76153
0.62382,0.76168
0.62412,0.76149
0.62442,0.76113
0.62472,0.76051
0.62502,0.76188
0.62533,0.76137
0.62563,0.7615
0.62593,0.76081
0.62623,0.76024
0.62654,0.76102
0.62684,0.76038
0.62714,0.75994
0.62744,0.75921
0.62775,0.7597
0.62805,0.75939
0.62836,0.75926
0.62866,0.7596
0.62897,0.75895
0.62927,0.75977
0.62958,0.75969
0.62988,0.75918
0.63019,0.75852
0.6305,0.75798
0.6308,0.75863
0.63111,0.75841
0.63142,0.75889
0.63173,0.75879
0.63203,0.75878
0.63234,0.7529
0.63265,0.74196
0.63389,0.75274
0.6342,0.75862
0.63451,0.75752
0.63482,0.75824
0.63513,0.75802
0.63544,0.75778
0.63575,0.75803
0.63607,0.75685
0.63638,0.75765
0.63669,0.75716
0.637,0.75774
0.63732,0.75778
0.63763,0.7581
0.63794,0.75863
0.63826,0.75772
0.63857,0.75847
0.63889,0.75758
0.6392,0.75792
0.63952,0.75777
0.63983,0.75761
0.64015,0.75815
0.64046,0.75759
0.64078,0.75842
0.6411,0.75789
0.64142,0.75821
0.64173,0.7583
0.64205,0.7585
0.64237,0.75897
0.64269,0.75851
0.64301,0.75908
0.64333,0.75813
0.64364,0.75841
0.64396,0.75838
0.64428,0.75859
0.64461,0.75908
0.64493,0.75846
0.64525,0.7591
0.64557,0.75904
0.64589,0.75965
0.64621,0.75912
0.64653,0.75888
0.64686,0.75959
0.64718,0.75946
0.6475,0.75974
0.64783,0.75921
0.64815,0.75954
0.64847,0.75932
0.6488,0.75958
0.64912,0.76005
0.64945,0.75985
0.64978,0.7604
0.6501,0.75985
0.65043,0.7598
0.65075,0.75977
0.65108,0.76071
0.65141,0.76157
0.65173,0.76145
0.65206,0.76131
0.65239,0.76065
0.65272,0.76095
0.65305,0.76042
0.65338,0.76103
0.65371,0.7619
0.65404,0.76195
0.65437,0.76223
0.6547,0.76145
0.65503,0.76158
0.65536,0.76144
0.65569,0.76137
0.65602,0.76149
0.65635,0.76187
0.65669,0.76268
0.65702,0.76249
0.65735,0.76266
0.65769,0.76246
0.65802,0.76308
0.65836,0.76345
0.65869,0.76346
0.65902,0.76405
0.65936,0.76377
0.6597,0.76363
0.66003,0.76323
0.66037,0.7633
0.6607,0.76284
0.66104,0.76256
0.66138,0.763
0.66172,0.76308
0.66205,0.76344
0.66239,0.76308
0.66273,0.76339
0.66307,0.76361
0.66341,0.76348
0.66375,0.76341
0.66409,0.76336
0.66443,0.76413
0.66477,0.76367
0.66511,0.76332
0.66545,0.76336
0.66579,0.76336
0.66614,0.76352
0.66648,0.76336
0.66682,0.76386
0.66716,0.76403
0.66751,0.76402
0.66785,0.76358
0.6682,0.76304
0.66854,0.76304
0.66889,0.76302
0.66923,0.76327
0.66958,0.76335
0.66992,0.76332
0.67027,0.76307
0.67062,0.76311
0.67096,0.76312
0.67131,0.76289
0.67166,0.76327
0.67201,0.76342
0.67236,0.76341
0.6727,0.76309
0.67305,0.76288
0.6734,0.76305
0.67375,0.76309
0.6741,0.76326
0.67445,0.76327
0.67481,0.763
0.67516,0.76238
0.67551,0.76226
0.67586,0.76269
0.67621,0.76303
0.67657,0.76333
0.67692,0.76326
0.67727,0.76268
0.67763,0.76208
0.67798,0.76191
0.67834,0.7618
0.67869,0.76168
0.67905,0.76149
0.6794,0.7613
0.67976,0.76132
0.68012,0.76155
0.68047,0.76176
0.68083,0.76184
0.68119,0.76188
0.68155,0.76184
0.6819,0.76148
0.68226,0.76076
0.68262,0.76043
0.68298,0.76057
0.68334,0.76053
0.6837,0.76042
0.68406,0.76031
0.68443,0.76014
0.68479,0.75977
0.68515,0.75946
0.68551,0.7593
0.68587,0.75889
0.68624,0.75844
0.6866,0.75826
0.68696,0.75835
0.68733,0.75835
0.68769,0.75818
0.68806,0.7577
0.68842,0.75718
0.68879,0.75706
0.68916,0.75699
0.68952,0.75683
0.68989,0.75654
0.69026,0.75647
0.69062,0.75645
0.69099,0.75655
0.69136,0.75659
0.69173,0.75619
0.6921,0.75568
0.69247,0.75509
0.69284,0.75477
0.69321,0.75469
0.69358,0.75464
0.69395,0.75456
0.69432,0.75423
0.6947,0.75389
0.69507,0.75379
0.69544,0.75382
0.69581,0.75327
0.69619,0.75276
0.69656,0.7527
0.69694,0.75259
0.69731,0.75245
0.69769,0.75237
0.69806,0.75201
0.69844,0.75102
0.69881,0.75057
0.69919,0.75041
0.69957,0.75018
0.69995,0.75039
0.70032,0.7503
0.7007,0.74982
0.70108,0.7493
0.70146,0.74916
0.70184,0.7489
0.70222,0.74847
0.7026,0.74821
0.70298,0.74768
0.70336,0.74733
0.70375,0.74682
0.70413,0.74648
0.70451,0.74636
0.70489,0.74641
0.70528,0.74645
0.70566,0.74579
0.70605,0.74528
0.70643,0.74483
0.70682,0.74449
0.7072,0.74442
0.70759,0.74413
0.70797,0.74376
0.70836,0.74345
0.70875,0.74295
0.70914,0.74217
0.70952,0.74219
0.70991,0.74256
0.7103,0.7423
0.71069,0.74163
0.71108,0.74104
0.71147,0.74096
0.71186,0.74048
0.71225,0.73977
0.71265,0.73944
0.71304,0.73937
0.71343,0.73925
0.71382,0.73886
0.71422,0.73838
0.71461,0.73811
0.715,0.73818
0.7154,0.73801
0.71579,0.73767
0.71619,0.73716
0.71658,0.73633
0.71698,0.73594
0.71738,0.73564
0.71777,0.7351
0.71817,0.73451
0.71857,0.73423
0.71897,0.73406
0.71937,0.73392
0.71977,0.73385
0.72017,0.7336
0.72057,0.73328
0.72097,0.73272
0.72137,0.73216
0.72177,0.73177
0.72217,0.73138
0.72258,0.73121
0.72298,0.73097
0.72338,0.73061
0.72379,0.73
0.72419,0.72946
0.7246,0.72937
0.725,0.72927
0.72541,0.72864
0.72581,0.72785
0.72622,0.72744
0.72663,0.72728
0.72703,0.72698
0.72744,0.72628
0.72785,0.72581
0.72826,0.72577
0.72867,0.72542
0.72908,0.7249
0.72949,0.72439
0.7299,0.72402
0.73031,0.72368
0.73072,0.72319
0.73113,0.72262
0.73155,0.72214
0.73196,0.72154
0.73237,0.72084
0.73279,0.72044
0.7332,0.7203
0.73362,0.7201
0.73403,0.71967
0.73445,0.71908
0.73486,0.71866
0.73528,0.71829
0.7357,0.71761
0.73612,0.71684
0.73653,0.71639
0.73695,0.71607
0.73737,0.71566
0.73779,0.71523
0.73821,0.7148
0.73863,0.71434
0.73905,0.7138
0.73948,0.71342
0.7399,0.71307
0.74032,0.71256
0.74074,0.71191
0.74117,0.71118
0.74159,0.71059
0.74202,0.71017
0.74244,0.70982
0.74287,0.70932
0.74329,0.70881
0.74372,0.70831
0.74415,0.70778
