OC-LP-B2_1,
1.835,0.275463315
1.84,0.27491871
1.845,0.274380855
1.85,0.273850617
1.855,0.27332886
1.86,0.272816448
1.865,0.272314248
1.87,0.271823123
1.875,0.27134394
1.88,0.270877561
1.885,0.270424854
1.89,0.269986682
1.895,0.269563911
1.9,0.269157405
1.905,0.268768029
1.91,0.268396649
1.915,0.268044129
1.92,0.267711334
1.925,0.267399129
1.93,0.267108379
1.935,0.26683995
1.94,0.266594705
1.945,0.266373437
1.95,0.266175846
1.955,0.266000792
1.96,0.265847113
1.965,0.265713647
1.97,0.265599232
1.975,0.265502706
1.98,0.265422908
1.985,0.265358675
1.99,0.265308845
1.995,0.265272257
2,0.265247749
2.005,0.265234159
2.01,0.265230324
2.015,0.265235084
2.02,0.265247275
2.025,0.265265737
2.03,0.265289307
2.035,0.265316824
2.04,0.265347125
2.045,0.265379049
2.05,0.265411434
2.055,0.265443117
2.06,0.265472938
2.065,0.265499733
2.07,0.265522342
2.075,0.265539602
2.08,0.265550351
2.085,0.265553534
2.09,0.265549192
2.095,0.265538015
2.1,0.2655207
2.105,0.265497943
2.11,0.265470444
2.115,0.265438898
2.12,0.265404003
2.125,0.265366457
2.13,0.265326958
2.135,0.265286201
2.14,0.265244886
2.145,0.265203708
2.15,0.265163366
2.155,0.265124557
2.16,0.265087978
2.165,0.265054327
2.17,0.2650243
2.175,0.264998596
2.18,0.264977912
2.185,0.264962945
2.19,0.264954392
2.195,0.264952952
2.2,0.26495932
2.205,0.264974195
2.21,0.264998274
2.215,0.265032255
2.22,0.265076834
2.225,0.265132565
2.23,0.265198941
2.235,0.265274977
2.24,0.265359688
2.245,0.265452086
2.25,0.265551187
2.255,0.265656003
2.26,0.26576555
2.265,0.265878839
2.27,0.265994886
2.275,0.266112704
2.28,0.266231307
2.285,0.266349709
2.29,0.266466923
2.295,0.266581964
2.3,0.266693846
2.305,0.266801581
2.31,0.266904184
2.315,0.26700067
2.32,0.267090051
2.325,0.267171341
2.33,0.267243555
2.335,0.267305706
2.34,0.267356808
2.345,0.267395875
2.35,0.26742192
2.355,0.267433958
2.36,0.267431003
2.365,0.267412502
2.37,0.267380252
2.375,0.267336841
2.38,0.267284856
2.385,0.267226887
2.39,0.267165519
2.395,0.267103343
2.4,0.267042945
2.405,0.266986913
2.41,0.266937836
2.415,0.266898302
2.42,0.266870897
2.425,0.266858212
2.43,0.266862832
2.435,0.266887347
2.44,0.266934344
2.445,0.267006411
2.45,0.267106137
2.455,0.267236108
2.46,0.267398914
2.465,0.267597142
2.47,0.267833379
2.475,0.268110215
2.48,0.268430237
2.485,0.268796033
2.49,0.269210191
2.495,0.269675298
2.5,0.270193944
