OC-LP-B2_1,
W,R
0.25,0.091267328
0.255,0.095063215
0.26,0.09923571
0.265,0.103075961
0.27,0.107064304
0.275,0.110738362
0.28,0.114707634
0.285,0.118269788
0.29,0.122397849
0.295,0.126581163
0.3,0.131531414
0.305,0.136744945
0.31,0.142431615
0.315,0.148649671
0.32,0.154907685
0.325,0.161812597
0.33,0.168538599
0.335,0.175177679
0.34,0.182122554
0.345,0.188642307
0.35,0.194926301
0.355,0.200634168
0.36,0.206450048
0.365,0.212166301
0.37,0.217384817
0.375,0.222175267
0.38,0.226593814
0.385,0.231225771
0.39,0.235811765
0.395,0.239529268
0.4,0.24526417
0.405,0.248899866
0.41,0.252043227
0.415,0.255420939
0.42,0.258677002
0.425,0.261672589
0.43,0.264769989
0.435,0.268084055
0.44,0.270127601
0.445,0.273111137
0.45,0.275943723
0.455,0.278658038
0.46,0.281818106
0.465,0.283981114
0.47,0.28629835
0.475,0.288664697
0.48,0.290562602
0.485,0.292753728
0.49,0.295008766
0.495,0.297461509
0.5,0.299820626
0.505,0.30227769
0.51,0.304908976
0.515,0.307238895
0.52,0.309364584
0.525,0.311690134
0.53,0.313912417
0.535,0.31608439
0.54,0.318041715
0.545,0.319682288
0.55,0.3212419
0.555,0.322989821
0.56,0.324578915
0.565,0.326009064
0.57,0.326916528
0.575,0.327864543
0.58,0.328939344
0.585,0.329684931
0.59,0.330517907
0.595,0.331333371
0.6,0.331769814
0.605,0.332637789
0.61,0.333468081
0.615,0.334200324
0.62,0.334839201
0.625,0.335595228
0.63,0.336381708
0.635,0.337160924
0.64,0.337924374
0.645,0.33859048
0.65,0.339092393
0.655,0.339565449
0.66,0.340036147
0.665,0.34064991
0.67,0.341268681
0.675,0.341668819
0.68,0.342099448
0.685,0.342322347
0.69,0.342715057
0.695,0.342875488
0.7,0.343305941
0.705,0.3435832
0.71,0.343862056
0.715,0.343957173
0.72,0.343875428
0.725,0.343776563
0.73,0.343514946
0.735,0.343313156
0.74,0.342886654
0.745,0.34235765
0.75,0.341701528
0.755,0.34082826
0.76,0.339906987
0.765,0.338820099
0.77,0.337481062
0.775,0.336242649
0.78,0.334851128
0.785,0.333318752
0.79,0.331477822
0.795,0.329682769
0.8,0.32773623
0.805,0.325660788
0.81,0.323442766
0.815,0.321228389
0.82,0.31892962
0.825,0.316742749
0.83,0.31394421
0.835,0.311863742
0.84,0.309484456
0.845,0.30728235
0.85,0.305118124
0.855,0.301834562
0.86,0.299543256
0.865,0.297632952
0.87,0.29608015
0.875,0.294242628
0.88,0.292831427
0.885,0.291517091
0.89,0.290327758
0.895,0.289175578
0.9,0.288333149
0.905,0.2875949
0.91,0.286905686
0.915,0.286527814
0.92,0.286146322
0.925,0.28605262
0.93,0.285796439
0.935,0.285769371
0.94,0.285813946
0.945,0.286034279
0.95,0.28620727
0.955,0.286653465
0.96,0.287102538
0.965,0.287455631
0.97,0.287839647
0.975,0.288374105
0.98,0.288895748
0.985,0.289326413
0.99,0.289733389
0.995,0.28965743
1,0.289994915
1.005,0.290233727
1.01,0.29072186
1.015,0.290810024
1.02,0.291090768
1.025,0.292484284
1.03,0.291723663
1.035,0.291739997
1.04,0.291805891
1.045,0.292155494
1.05,0.292583048
1.055,0.292885059
1.06,0.293096418
1.065,0.293446733
1.07,0.293740946
1.075,0.294497171
1.08,0.29480086
1.085,0.296251923
1.09,0.296854076
1.095,0.297126828
1.1,0.297448684
1.105,0.298639257
1.11,0.299509922
1.115,0.300305251
1.12,0.301028818
1.125,0.301684195
1.13,0.302274955
1.135,0.302804668
1.14,0.303276908
1.145,0.303695247
1.15,0.304063257
1.155,0.30438451
1.16,0.30466258
1.165,0.304901037
1.17,0.305103455
1.175,0.305273405
1.18,0.30541446
1.185,0.305530192
1.19,0.305624174
1.195,0.305699977
1.2,0.305761175
1.205,0.305811338
1.21,0.305854041
1.215,0.305892854
1.22,0.30593135
1.225,0.305973102
1.23,0.306021681
1.235,0.306080661
1.24,0.306153612
1.245,0.306244108
1.25,0.30635464
1.255,0.306484497
1.26,0.306632376
1.265,0.306796972
1.27,0.306976982
1.275,0.307171102
1.28,0.307378028
1.285,0.307596455
1.29,0.307825081
1.295,0.3080626
1.3,0.30830771
1.305,0.308559107
1.31,0.308815485
1.315,0.309075543
1.32,0.309337975
1.325,0.309601477
1.33,0.309864747
1.335,0.310126479
1.34,0.310385371
1.345,0.310640118
1.35,0.310889416
1.355,0.311131961
1.36,0.31136645
1.365,0.311591579
1.37,0.311806043
1.375,0.312008539
1.38,0.312197763
1.385,0.312372412
1.39,0.312531495
1.395,0.312674708
1.4,0.312801843
1.405,0.312912693
1.41,0.313007049
1.415,0.313084702
1.42,0.313145445
1.425,0.313189069
1.43,0.313215365
1.435,0.313224126
1.44,0.313215143
1.445,0.313188207
1.45,0.313143111
1.455,0.313079646
1.46,0.312997604
1.465,0.312896776
1.47,0.312776955
1.475,0.312637931
1.48,0.312479497
1.485,0.312301443
1.49,0.312103563
1.495,0.311885647
1.5,0.311647488
1.505,0.311388876
1.51,0.311109604
1.515,0.310809463
1.52,0.310488245
1.525,0.310145747
1.53,0.309782138
1.535,0.30939822
1.54,0.308994858
1.545,0.308572915
1.55,0.308133254
1.555,0.30767674
1.56,0.307204235
1.565,0.306716605
1.57,0.306214712
1.575,0.30569942
1.58,0.305171593
1.585,0.304632094
1.59,0.304081788
1.595,0.303521538
1.6,0.302952207
1.605,0.302374659
1.61,0.301789759
1.615,0.301198369
1.62,0.300601353
1.625,0.299999576
1.63,0.2993939
1.635,0.29878519
1.64,0.298174308
1.645,0.29756212
1.65,0.296949488
1.655,0.296337277
1.66,0.295726349
1.665,0.295117558
1.67,0.294511365
1.675,0.293907717
1.68,0.293306529
1.685,0.292707713
1.69,0.292111185
1.695,0.291516857
1.7,0.290924645
1.705,0.290334461
1.71,0.28974622
1.715,0.289159835
1.72,0.288575221
1.725,0.287992292
1.73,0.287410961
1.735,0.286831142
1.74,0.286252749
1.745,0.285675697
1.75,0.285099898
1.755,0.284525268
1.76,0.28395172
1.765,0.283379167
1.77,0.282807524
1.775,0.282236705
1.78,0.281666623
1.785,0.281097193
1.79,0.280528328
1.795,0.279959943
1.8,0.279391951
1.805,0.278824286
1.81,0.278257337
1.815,0.27769195
1.82,0.277128989
1.825,0.27656932
1.83,0.276013807
