TJ_OL_3,
1.358423942,0.283060691
1.364216542,0.283846955
1.37003448,0.284791437
1.373280363,0.286054505
1.37783419,0.287000062
1.382402475,0.287787399
1.386330661,0.288575273
1.390926469,0.289204392
1.396199707,0.290465849
1.402818723,0.291884452
1.4074705,0.292830009
1.411470575,0.293776102
1.419500902,0.294718974
1.426902496,0.295662384
1.432988435,0.296765085
1.438420468,0.297868324
1.443874434,0.299288001
1.449347058,0.30023302
1.454840425,0.30117804
1.459664707,0.302123596
1.464504305,0.302910934
1.468665789,0.303698808
1.474233064,0.304802046
1.479820754,0.305747066
1.486131015,0.30653333
1.490354646,0.307479423
1.495296694,0.308424979
1.502383407,0.309368925
1.508791985,0.310629846
1.516659162,0.311573255
1.522408365,0.312676494
1.528900228,0.313462758
1.536146914,0.314564923
1.542698797,0.315667625
1.547814419,0.316613181
1.55294556,0.317242299
1.55956619,0.317712125
1.566958955,0.318972509
1.57067066,0.320077358
1.578112394,0.320546647
1.587840196,0.321330764
1.593858484,0.322275784
1.600657259,0.323536704
1.606724874,0.324639943
1.611290487,0.325427817
1.615868322,0.326057472
1.62199058,0.326527835
1.627369893,0.32763161
1.634309334,0.328417874
1.642054111,0.329203601
1.646719348,0.329833257
1.652960033,0.330620057
1.660791649,0.331089346
1.666298094,0.331876684
1.671822797,0.332664021
1.678952575,0.333608504
1.686909695,0.33455245
1.690904745,0.33549908
1.697313672,0.336444099
1.702939624,0.336914999
1.709394166,0.337860018
1.719119479,0.338802891
1.728082547,0.339588081
1.733811293,0.3402172
1.741203812,0.340845244
1.749454334,0.341472752
1.757746403,0.342574917
1.765241797,0.343361181
1.769420712,0.343991373
1.776127233,0.344936393
1.786231382,0.345721046
1.793003287,0.346982504
1.801500094,0.347768231
1.811749429,0.348711103
1.818613848,0.349181466
1.824643562,0.349968803
1.832425071,0.350913286
1.841109548,0.351857232
1.848086068,0.352485814
1.854212636,0.353114932
1.862118515,0.353742977
1.869178121,0.355004435
1.876260128,0.355474797
1.885151478,0.356260524
1.894084963,0.357046252
1.900365789,0.357991808
1.906664782,0.358462707
1.915699325,0.359090215
1.921143802,0.360036309
1.92842539,0.360981328
1.933905136,0.361769202
1.941233285,0.362397784
1.952275793,0.363024218
1.960599788,0.363652263
1.968962022,0.364754965
1.978294514,0.36585713
1.985792716,0.36680215
1.993319337,0.367747169
2.000874487,0.368692189
2.009406628,0.369478453
2.016071739,0.370740447
2.023715008,0.372001905
2.033306072,0.372945851
2.041011832,0.373732651
2.04777987,0.374678208
2.052632421,0.376099495
2.060414297,0.377360952
2.068223752,0.378305972
2.078027692,0.379566356
2.085904876,0.380669594
2.091836002,0.382090345
2.099764553,0.383035364
2.111714742,0.384611113
2.122725692,0.385554522
2.13178239,0.387131881
2.13683698,0.389027825
2.145949891,0.389972307
2.156115254,0.390125158
2.165303332,0.389962108
2.177615376,0.389797448
2.189997426,0.389632787
2.201412464,0.389943321
2.21288906,0.390570292
2.22337565,0.391356019
2.233910896,0.391983527
2.243436753,0.392769791
2.251942001,0.394031248
2.260478442,0.395134487
2.269045132,0.395921288
2.277647466,0.397182745
2.286280286,0.398127765
2.296030524,0.399072248
2.303644211,0.400017804
2.312379866,0.4015957
2.323339011,0.402539646
2.332143928,0.403326446
2.34320001,0.404745049
2.353195182,0.40600597
2.365465265,0.406949379
2.374433144,0.408210837
2.384560434,0.409313539
2.394733147,0.410732678
2.406080354,0.411360186
2.415199964,0.412305206
2.430090003,0.413405761
2.436995262,0.414193635
2.448542723,0.414821143
2.46130997,0.415764552
2.474144938,0.41686618
2.485869585,0.417651907
2.495292777,0.418755146
2.505934385,0.419699629
2.520191482,0.420642501
2.52735277,0.421430376
2.536932032,0.422375395
2.547750033,0.423161659
2.558614165,0.423947923
