KC-Ol-hem_1,
W,R
1.0241,0.46458
1.0243,0.4642
1.0245,0.46407
1.0247,0.46387
1.0249,0.46417
1.0251,0.46582
1.0254,0.46725
1.0256,0.4666
1.0258,0.46461
1.026,0.46232
1.0262,0.45982
1.0264,0.45865
1.0266,0.46035
1.0268,0.46305
1.027,0.46378
1.0272,0.46298
1.0274,0.46277
1.0276,0.46288
1.0278,0.46211
1.028,0.46138
1.0282,0.46165
1.0284,0.46182
1.0286,0.46157
1.0288,0.46233
1.029,0.46387
1.0292,0.46431
1.0294,0.46376
1.0296,0.46356
1.0298,0.46357
1.03,0.46328
1.0302,0.46271
1.0304,0.46185
1.0307,0.46154
1.0309,0.46216
1.0311,0.46226
1.0313,0.46172
1.0315,0.46199
1.0317,0.46222
1.0319,0.46147
1.0321,0.4612
1.0323,0.4612
1.0325,0.46
1.0327,0.459
1.0329,0.45951
1.0331,0.45973
1.0333,0.45876
1.0335,0.45822
1.0337,0.45908
1.0339,0.46031
1.0341,0.46052
1.0344,0.45995
1.0346,0.45988
1.0348,0.46029
1.035,0.46048
1.0352,0.46011
1.0354,0.45923
1.0356,0.45953
1.0358,0.4622
1.036,0.46432
1.0362,0.46337
1.0364,0.46133
1.0366,0.45986
1.0368,0.45857
1.037,0.45797
1.0372,0.45804
1.0375,0.45749
1.0377,0.45727
1.0379,0.45898
1.0381,0.46097
1.0383,0.46083
1.0385,0.45925
1.0387,0.45882
1.0389,0.46015
1.0391,0.46097
1.0393,0.46017
1.0395,0.45967
1.0397,0.4603
1.04,0.46057
1.0402,0.46035
1.0404,0.46084
1.0406,0.46157
1.0408,0.46112
1.041,0.45966
1.0412,0.45854
1.0414,0.45821
1.0416,0.4581
1.0418,0.45805
1.042,0.4584
1.0423,0.45846
1.0425,0.45753
1.0427,0.4567
1.0429,0.45699
1.0431,0.45774
1.0433,0.45812
1.0435,0.45808
1.0437,0.45795
1.0439,0.4581
1.0441,0.45804
1.0444,0.45679
1.0446,0.45482
1.0448,0.45396
1.045,0.45501
1.0452,0.457
1.0454,0.45835
1.0456,0.45834
1.0458,0.45747
1.046,0.45652
1.0462,0.45606
1.0465,0.45635
1.0467,0.45689
1.0469,0.45711
1.0471,0.45731
1.0473,0.45761
1.0475,0.45748
1.0477,0.45725
1.0479,0.45765
1.0482,0.45797
1.0484,0.4575
1.0486,0.4573
1.0488,0.45839
1.049,0.45993
1.0492,0.46071
1.0494,0.46034
1.0496,0.45929
1.0498,0.45893
1.0501,0.45978
1.0503,0.45996
1.0505,0.45843
1.0507,0.45707
1.0509,0.45704
1.0511,0.45739
1.0513,0.45735
1.0516,0.45723
1.0518,0.45798
1.052,0.45978
1.0522,0.46056
1.0524,0.45926
1.0526,0.45792
1.0528,0.45725
1.053,0.45604
1.0533,0.45526
1.0535,0.45626
1.0537,0.45783
1.0539,0.45846
1.0541,0.45801
1.0543,0.45726
1.0545,0.45708
1.0548,0.45713
1.055,0.457
1.0552,0.45771
1.0554,0.45922
1.0556,0.4599
1.0558,0.4594
1.056,0.45825
1.0563,0.45693
1.0565,0.45657
1.0567,0.45744
1.0569,0.45817
1.0571,0.45799
1.0573,0.45745
1.0576,0.45711
1.0578,0.45711
1.058,0.45712
1.0582,0.45699
1.0584,0.45715
1.0586,0.4576
1.0589,0.45794
1.0591,0.45812
1.0593,0.45841
1.0595,0.45916
1.0597,0.46015
1.0599,0.46031
1.0602,0.45926
1.0604,0.45811
1.0606,0.45789
1.0608,0.45851
1.061,0.45912
1.0612,0.45911
1.0615,0.45865
1.0617,0.4582
1.0619,0.45763
1.0621,0.45707
1.0623,0.45707
1.0625,0.45787
1.0628,0.45897
1.063,0.45924
1.0632,0.45808
1.0634,0.45672
1.0636,0.45665
1.0639,0.45738
1.0641,0.45761
1.0643,0.45781
1.0645,0.45921
1.0647,0.46114
1.0649,0.46168
1.0652,0.46045
1.0654,0.45909
1.0656,0.45895
1.0658,0.45955
1.066,0.45939
1.0663,0.45811
1.0665,0.45726
1.0667,0.45811
1.0669,0.45992
1.0671,0.46105
1.0674,0.46099
1.0676,0.46058
1.0678,0.46049
1.068,0.46028
1.0682,0.45957
1.0685,0.45899
1.0687,0.45922
1.0689,0.45996
1.0691,0.46026
1.0693,0.45958
1.0696,0.45868
1.0698,0.45857
1.07,0.45912
1.0702,0.45979
1.0704,0.4605
1.0707,0.46126
1.0709,0.46194
1.0711,0.46201
1.0713,0.46113
1.0715,0.46034
1.0718,0.46049
1.072,0.46083
1.0722,0.46108
1.0724,0.4618
1.0727,0.46259
1.0729,0.46265
1.0731,0.46219
1.0733,0.46202
1.0735,0.46273
1.0738,0.46359
1.074,0.46327
1.0742,0.4621
1.0744,0.46115
1.0747,0.46054
1.0749,0.46071
1.0751,0.46183
1.0753,0.46251
1.0755,0.46235
1.0758,0.46245
1.076,0.46267
1.0762,0.46242
1.0764,0.46249
1.0767,0.4633
1.0769,0.46377
1.0771,0.46333
1.0773,0.46314
1.0776,0.46383
1.0778,0.46414
1.078,0.46336
1.0782,0.46268
1.0785,0.46244
1.0787,0.46211
1.0789,0.4622
1.0791,0.463
1.0794,0.46335
1.0796,0.46282
1.0798,0.46253
1.08,0.46341
1.0803,0.46484
1.0805,0.46512
1.0807,0.46406
1.0809,0.46333
1.0812,0.46355
1.0814,0.46417
1.0816,0.46512
1.0818,0.46606
1.0821,0.46645
1.0823,0.46674
1.0825,0.46683
1.0827,0.46608
1.083,0.46537
1.0832,0.46573
1.0834,0.46651
1.0836,0.46674
1.0839,0.46608
1.0841,0.46464
1.0843,0.46378
1.0845,0.4647
1.0848,0.46632
1.085,0.46686
1.0852,0.46658
1.0855,0.46658
1.0857,0.46673
1.0859,0.46655
1.0861,0.46637
1.0864,0.46672
1.0866,0.46764
1.0868,0.46875
1.087,0.46952
1.0873,0.47006
1.0875,0.47094
1.0877,0.47155
1.088,0.47087
1.0882,0.46937
1.0884,0.46811
1.0886,0.46748
1.0889,0.46778
1.0891,0.46881
1.0893,0.46943
1.0896,0.46947
1.0898,0.47004
1.09,0.47134
1.0902,0.47238
1.0905,0.47267
1.0907,0.47217
1.0909,0.47096
1.0912,0.46984
1.0914,0.46974
1.0916,0.47024
1.0919,0.47058
1.0921,0.47113
1.0923,0.47218
1.0925,0.47308
1.0928,0.4733
1.093,0.47285
1.0932,0.47197
1.0935,0.47124
1.0937,0.47124
1.0939,0.47191
1.0942,0.47259
1.0944,0.47241
1.0946,0.47143
1.0948,0.47107
1.0951,0.47175
1.0953,0.47229
1.0955,0.47229
1.0958,0.47252
1.096,0.47335
1.0962,0.47447
1.0965,0.47514
1.0967,0.47478
1.0969,0.47422
1.0972,0.47459
1.0974,0.47551
1.0976,0.47616
1.0979,0.47632
1.0981,0.47574
1.0983,0.47464
1.0986,0.4739
1.0988,0.4738
1.099,0.47405
1.0993,0.47475
1.0995,0.47567
1.0997,0.47592
1.1,0.47548
1.1002,0.47539
1.1004,0.47604
1.1007,0.47647
1.1009,0.47623
1.1011,0.47604
1.1014,0.47631
1.1016,0.47654
1.1018,0.47677
1.1021,0.47756
1.1023,0.4788
1.1025,0.47956
1.1028,0.47929
1.103,0.47834
1.1032,0.47771
1.1035,0.478
1.1037,0.47886
1.1039,0.47958
1.1042,0.47981
1.1044,0.47953
1.1046,0.47912
1.1049,0.47924
1.1051,0.48002
1.1054,0.48083
1.1056,0.48088
1.1058,0.48028
1.1061,0.48023
1.1063,0.48149
1.1065,0.48291
1.1068,0.48309
1.107,0.48232
1.1072,0.48174
1.1075,0.48186
1.1077,0.48224
1.1079,0.48227
1.1082,0.48195
1.1084,0.48148
1.1087,0.48058
1.1089,0.4798
1.1091,0.48033
1.1094,0.48175
1.1096,0.48281
1.1098,0.48343
1.1101,0.48365
1.1103,0.48317
1.1106,0.48268
1.1108,0.48287
1.111,0.48355
1.1113,0.48441
1.1115,0.48489
1.1118,0.48474
1.112,0.4848
1.1122,0.48522
1.1125,0.48519
1.1127,0.48496
1.1129,0.48511
1.1132,0.48511
1.1134,0.48473
1.1137,0.48458
1.1139,0.48458
1.1141,0.48443
1.1144,0.4846
1.1146,0.48548
1.1149,0.4866
1.1151,0.48729
1.1153,0.48746
1.1156,0.48737
1.1158,0.48729
1.1161,0.48737
1.1163,0.48734
1.1165,0.48696
1.1168,0.48665
1.117,0.48693
1.1173,0.48785
1.1175,0.48897
1.1177,0.48928
1.118,0.48836
1.1182,0.48747
1.1185,0.48748
1.1187,0.48774
1.1189,0.48801
1.1192,0.48863
1.1194,0.4893
1.1197,0.48982
1.1199,0.49017
1.1202,0.49
1.1204,0.48966
1.1206,0.49004
1.1209,0.49091
1.1211,0.49145
1.1214,0.49169
1.1216,0.49175
1.1219,0.49159
1.1221,0.4916
1.1223,0.49204
1.1226,0.49224
1.1228,0.49189
1.1231,0.49181
1.1233,0.49214
1.1236,0.49202
1.1238,0.4917
1.124,0.49179
1.1243,0.49192
1.1245,0.49228
1.1248,0.49329
1.125,0.49375
1.1253,0.49297
1.1255,0.49248
1.1257,0.49312
1.126,0.49392
1.1262,0.49418
1.1265,0.49419
1.1267,0.49451
1.127,0.49474
1.1272,0.49417
1.1275,0.49383
1.1277,0.49483
1.128,0.49605
1.1282,0.49639
1.1284,0.49616
1.1287,0.4956
1.1289,0.4952
1.1292,0.49543
1.1294,0.4955
1.1297,0.49497
1.1299,0.49453
1.1302,0.49436
1.1304,0.49455
1.1307,0.49539
1.1309,0.49604
1.1312,0.49568
1.1314,0.495
1.1316,0.49487
1.1319,0.49557
1.1321,0.4968
1.1324,0.49758
1.1326,0.49753
1.1329,0.49757
1.1331,0.49819
1.1334,0.49881
1.1336,0.49897
1.1339,0.49859
1.1341,0.49791
1.1344,0.49758
1.1346,0.49812
1.1349,0.49914
1.1351,0.49981
1.1354,0.50003
1.1356,0.50006
1.1359,0.49961
1.1361,0.49885
1.1364,0.49897
1.1366,0.50027
1.1369,0.50136
1.1371,0.50133
1.1374,0.50101
1.1376,0.50128
1.1379,0.502
1.1381,0.50249
1.1384,0.50235
1.1386,0.50188
1.1389,0.50185
1.1391,0.50223
1.1394,0.50227
1.1396,0.502
1.1399,0.50211
1.1401,0.50253
1.1404,0.50273
1.1406,0.50267
1.1409,0.50261
1.1411,0.50273
1.1414,0.50282
1.1416,0.5027
1.1419,0.50281
1.1421,0.50321
1.1424,0.50314
1.1426,0.50302
1.1429,0.50369
1.1431,0.50418
1.1434,0.50383
1.1436,0.50395
1.1439,0.50483
1.1441,0.50538
1.1444,0.50536
1.1446,0.50508
1.1449,0.50484
1.1451,0.50505
1.1454,0.5053
1.1456,0.50482
1.1459,0.50417
1.1462,0.50424
1.1464,0.50487
1.1467,0.50542
1.1469,0.50573
1.1472,0.50592
1.1474,0.50587
1.1477,0.50557
1.1479,0.50572
1.1482,0.50654
1.1484,0.50703
1.1487,0.50681
1.1489,0.50679
1.1492,0.50714
1.1495,0.50723
1.1497,0.50713
1.15,0.50711
1.1502,0.50693
1.1505,0.50665
1.1507,0.50666
1.151,0.50685
1.1512,0.50701
1.1515,0.50748
1.1518,0.50846
1.152,0.50921
1.1523,0.50921
1.1525,0.5091
1.1528,0.50931
1.153,0.50965
1.1533,0.51001
1.1535,0.50997
1.1538,0.50909
1.1541,0.50808
1.1543,0.50798
1.1546,0.5086
1.1548,0.50912
1.1551,0.50941
1.1553,0.50971
1.1556,0.51004
1.1559,0.5104
1.1561,0.51075
1.1564,0.51103
1.1566,0.51138
1.1569,0.5116
1.1572,0.51104
1.1574,0.51006
1.1577,0.51004
1.1579,0.51104
1.1582,0.51181
1.1584,0.51187
1.1587,0.5116
1.159,0.5115
1.1592,0.51189
1.1595,0.5124
1.1597,0.51243
1.16,0.51231
1.1603,0.5127
1.1605,0.51334
1.1608,0.51361
1.161,0.51331
1.1613,0.51287
1.1616,0.51294
1.1618,0.5134
1.1621,0.51364
1.1623,0.51379
1.1626,0.51421
1.1629,0.51454
1.1631,0.51449
1.1634,0.51455
1.1636,0.51473
1.1639,0.51457
1.1642,0.51433
1.1644,0.51458
1.1647,0.51496
1.165,0.5152
1.1652,0.51574
1.1655,0.51615
1.1657,0.51578
1.166,0.51539
1.1663,0.51572
1.1665,0.51604
1.1668,0.5158
1.1671,0.51535
1.1673,0.51506
1.1676,0.51512
1.1678,0.51557
1.1681,0.51602
1.1684,0.51595
1.1686,0.51542
1.1689,0.51512
1.1692,0.51559
1.1694,0.51626
1.1697,0.5164
1.1699,0.51626
1.1702,0.51628
1.1705,0.5165
1.1707,0.5169
1.171,0.51728
1.1713,0.5173
1.1715,0.51726
1.1718,0.51749
1.1721,0.51755
1.1723,0.51706
1.1726,0.51659
1.1729,0.51691
1.1731,0.51777
1.1734,0.5184
1.1737,0.51844
1.1739,0.5179
1.1742,0.51712
1.1745,0.51685
1.1747,0.51712
1.175,0.5173
1.1752,0.51749
1.1755,0.51802
1.1758,0.51844
1.176,0.51864
1.1763,0.51891
1.1766,0.5192
1.1769,0.51954
1.1771,0.52017
1.1774,0.52062
1.1777,0.52045
1.1779,0.52002
1.1782,0.5196
1.1785,0.51933
1.1787,0.51945
1.179,0.51972
1.1793,0.51972
1.1795,0.51969
1.1798,0.51997
1.1801,0.52046
1.1803,0.5208
1.1806,0.52075
1.1809,0.52041
1.1811,0.52012
1.1814,0.52024
1.1817,0.52072
1.1819,0.52116
1.1822,0.52134
1.1825,0.52141
1.1828,0.52152
1.183,0.52163
1.1833,0.52182
1.1836,0.52224
1.1838,0.52262
1.1841,0.52256
1.1844,0.52223
1.1846,0.5221
1.1849,0.52218
1.1852,0.52234
1.1855,0.52248
1.1857,0.52228
1.186,0.52192
1.1863,0.52204
1.1865,0.52235
1.1868,0.52224
1.1871,0.52212
1.1874,0.52222
1.1876,0.52224
1.1879,0.52242
1.1882,0.52288
1.1884,0.52315
1.1887,0.5232
1.189,0.52311
1.1893,0.52282
1.1895,0.52293
1.1898,0.5236
1.1901,0.52389
1.1904,0.52367
1.1906,0.52352
1.1909,0.52333
1.1912,0.52331
1.1915,0.52395
1.1917,0.52468
1.192,0.52481
1.1923,0.52457
1.1925,0.52434
1.1928,0.52422
1.1931,0.52415
1.1934,0.52401
1.1936,0.5241
1.1939,0.52464
1.1942,0.52522
1.1945,0.52548
1.1947,0.52557
1.195,0.52562
1.1953,0.52556
1.1956,0.52536
1.1958,0.5251
1.1961,0.52495
1.1964,0.52502
1.1967,0.52534
1.197,0.52584
1.1972,0.52611
1.1975,0.52572
1.1978,0.52512
1.1981,0.52515
1.1983,0.52571
1.1986,0.52599
1.1989,0.52596
1.1992,0.52617
1.1994,0.52663
1.1997,0.52686
1.2,0.5268
1.2003,0.52671
1.2006,0.52676
1.2008,0.52711
1.2011,0.5275
1.2014,0.52746
1.2017,0.5271
1.2019,0.52677
1.2022,0.52658
1.2025,0.52675
1.2028,0.52717
1.2031,0.52738
1.2033,0.52759
1.2036,0.52813
1.2039,0.52849
1.2042,0.52837
1.2045,0.52815
1.2047,0.52796
1.205,0.52787
1.2053,0.52814
1.2056,0.52868
1.2059,0.52912
1.2061,0.5292
1.2064,0.5288
1.2067,0.52836
1.207,0.52852
1.2073,0.52913
1.2075,0.5295
1.2078,0.52948
1.2081,0.52961
1.2084,0.53015
1.2087,0.5305
1.209,0.53003
1.2092,0.5294
1.2095,0.52958
1.2098,0.53026
1.2101,0.53058
1.2104,0.53055
1.2106,0.53052
1.2109,0.53041
1.2112,0.53021
1.2115,0.52995
1.2118,0.52975
1.2121,0.53013
1.2123,0.53112
1.2126,0.53171
1.2129,0.53137
1.2132,0.53064
1.2135,0.52992
1.2138,0.52957
1.214,0.53015
1.2143,0.53124
1.2146,0.5318
1.2149,0.53195
1.2152,0.5322
1.2155,0.53237
1.2158,0.53238
1.216,0.53243
1.2163,0.53251
1.2166,0.53261
1.2169,0.53262
1.2172,0.53231
1.2175,0.5321
1.2178,0.53234
1.218,0.53252
1.2183,0.53235
1.2186,0.53218
1.2189,0.53215
1.2192,0.53216
1.2195,0.53243
1.2198,0.533
1.22,0.5334
1.2203,0.53333
1.2206,0.53298
1.2209,0.53276
1.2212,0.5328
1.2215,0.53297
1.2218,0.5331
1.2221,0.53325
1.2223,0.53352
1.2226,0.53386
1.2229,0.53421
1.2232,0.53455
1.2235,0.53493
1.2238,0.53524
1.2241,0.53515
1.2244,0.53457
1.2247,0.53412
1.2249,0.53426
1.2252,0.53462
1.2255,0.53496
1.2258,0.53527
1.2261,0.53527
1.2264,0.53503
1.2267,0.53488
1.227,0.5347
1.2273,0.53465
1.2276,0.5353
1.2278,0.53619
1.2281,0.53639
1.2284,0.53585
1.2287,0.53516
1.229,0.53521
1.2293,0.53639
1.2296,0.5375
1.2299,0.53739
1.2302,0.53667
1.2305,0.53621
1.2308,0.53611
1.2311,0.53636
1.2313,0.53668
1.2316,0.53662
1.2319,0.53643
1.2322,0.53651
1.2325,0.53684
1.2328,0.53724
1.2331,0.53735
1.2334,0.53715
1.2337,0.53714
1.234,0.53742
1.2343,0.53759
1.2346,0.53755
1.2349,0.53746
1.2352,0.53753
1.2355,0.53794
1.2357,0.53826
1.236,0.53807
1.2363,0.5378
1.2366,0.53777
1.2369,0.53786
1.2372,0.53798
1.2375,0.53802
1.2378,0.53796
1.2381,0.53824
1.2384,0.53889
1.2387,0.53919
1.239,0.53918
1.2393,0.53941
1.2396,0.5398
1.2399,0.54008
1.2402,0.54039
1.2405,0.54058
1.2408,0.54037
1.2411,0.54008
1.2414,0.54011
1.2417,0.54037
1.242,0.54062
1.2423,0.54073
1.2426,0.54068
1.2429,0.54056
1.2432,0.54042
1.2435,0.54054
1.2438,0.54128
1.2441,0.54205
1.2443,0.54212
1.2446,0.54191
1.2449,0.542
1.2452,0.54215
1.2455,0.54222
1.2458,0.54232
1.2461,0.54231
1.2464,0.54216
1.2467,0.54196
1.247,0.5419
1.2473,0.54226
1.2476,0.54278
1.2479,0.54279
1.2482,0.54236
1.2485,0.54226
1.2488,0.54289
1.2491,0.54383
1.2494,0.54428
1.2497,0.54399
1.25,0.54353
1.2504,0.5434
1.2507,0.54373
1.251,0.54437
1.2513,0.5445
1.2516,0.54396
1.2519,0.5439
1.2522,0.54457
1.2525,0.5449
1.2528,0.54469
1.2531,0.54456
1.2534,0.54467
1.2537,0.54497
1.254,0.54549
1.2543,0.54586
1.2546,0.54566
1.2549,0.54507
1.2552,0.54483
1.2555,0.5453
1.2558,0.54579
1.2561,0.54586
1.2564,0.54604
1.2567,0.54638
1.257,0.54658
1.2573,0.54701
1.2576,0.54753
1.2579,0.54748
1.2582,0.54727
1.2585,0.54746
1.2588,0.54751
1.2592,0.54717
1.2595,0.54702
1.2598,0.5472
1.2601,0.54745
1.2604,0.54765
1.2607,0.54769
1.261,0.54766
1.2613,0.54772
1.2616,0.54792
1.2619,0.54827
1.2622,0.54877
1.2625,0.54926
1.2628,0.54946
1.2631,0.54935
1.2635,0.54921
1.2638,0.54914
1.2641,0.54899
1.2644,0.54883
1.2647,0.54901
1.265,0.54953
1.2653,0.5502
1.2656,0.55085
1.2659,0.55119
1.2662,0.55097
1.2665,0.55064
1.2668,0.55084
1.2672,0.55143
1.2675,0.55168
1.2678,0.55137
1.2681,0.55108
1.2684,0.55129
1.2687,0.55163
1.269,0.55166
1.2693,0.55159
1.2696,0.55181
1.2699,0.55225
1.2703,0.55257
1.2706,0.55262
1.2709,0.55253
1.2712,0.55245
1.2715,0.55244
1.2718,0.55265
1.2721,0.55303
1.2724,0.55331
1.2728,0.55359
1.2731,0.55421
1.2734,0.55485
1.2737,0.555
1.274,0.55469
1.2743,0.55432
1.2746,0.55424
1.2749,0.55454
1.2753,0.55472
1.2756,0.55446
1.2759,0.5543
1.2762,0.55458
1.2765,0.55497
1.2768,0.55532
1.2771,0.55567
1.2775,0.55597
1.2778,0.55611
1.2781,0.5559
1.2784,0.55545
1.2787,0.55532
1.279,0.55556
1.2793,0.55577
1.2797,0.55604
1.28,0.55632
1.2803,0.5563
1.2806,0.55626
1.2809,0.5567
1.2812,0.55743
1.2816,0.55795
1.2819,0.55803
1.2822,0.55787
1.2825,0.55793
1.2828,0.55824
1.2831,0.55853
1.2835,0.5588
1.2838,0.5589
1.2841,0.55877
1.2844,0.55886
1.2847,0.55927
1.2851,0.55952
1.2854,0.55971
1.2857,0.56008
1.286,0.56032
1.2863,0.56023
1.2867,0.56021
1.287,0.56037
1.2873,0.56033
1.2876,0.56012
1.2879,0.56028
1.2882,0.56077
1.2886,0.56098
1.2889,0.56096
1.2892,0.56121
1.2895,0.5616
1.2899,0.56198
1.2902,0.56244
1.2905,0.56276
1.2908,0.56283
1.2911,0.56299
1.2915,0.56321
1.2918,0.56324
1.2921,0.56322
1.2924,0.56328
1.2927,0.56344
1.2931,0.56374
1.2934,0.56396
1.2937,0.56394
1.294,0.56388
1.2944,0.56401
1.2947,0.56431
1.295,0.56468
1.2953,0.56503
1.2957,0.56532
1.296,0.56525
1.2963,0.56476
1.2966,0.56446
1.2969,0.56482
1.2973,0.56542
1.2976,0.56572
1.2979,0.56573
1.2982,0.56592
1.2986,0.56655
1.2989,0.567
1.2992,0.5669
1.2996,0.56677
1.2999,0.56678
1.3002,0.56675
1.3005,0.56709
1.3009,0.56779
1.3012,0.56809
1.3015,0.56803
1.3018,0.56813
1.3022,0.56837
1.3025,0.56869
1.3028,0.56921
1.3031,0.56969
1.3035,0.56983
1.3038,0.56967
1.3041,0.56959
1.3045,0.56992
1.3048,0.57026
1.3051,0.5702
1.3054,0.57037
1.3058,0.57115
1.3061,0.57177
1.3064,0.57171
1.3068,0.57159
1.3071,0.57202
1.3074,0.57264
1.3077,0.57279
1.3081,0.57252
1.3084,0.57245
1.3087,0.57285
1.3091,0.57339
1.3094,0.57366
1.3097,0.5737
1.3101,0.57391
1.3104,0.57427
1.3107,0.57433
1.3111,0.57424
1.3114,0.57457
1.3117,0.5751
1.312,0.57543
1.3124,0.57576
1.3127,0.57602
1.313,0.57591
1.3134,0.57589
1.3137,0.57639
1.314,0.57681
1.3144,0.57683
1.3147,0.57689
1.315,0.57699
1.3154,0.5768
1.3157,0.57685
1.316,0.57754
1.3164,0.57824
1.3167,0.57845
1.317,0.57845
1.3174,0.57846
1.3177,0.5785
1.318,0.57869
1.3184,0.5791
1.3187,0.5796
1.3191,0.58007
1.3194,0.58044
1.3197,0.58061
1.3201,0.58055
1.3204,0.58035
1.3207,0.58032
1.3211,0.58085
1.3214,0.58187
1.3217,0.58265
1.3221,0.58277
1.3224,0.58273
1.3228,0.58291
1.3231,0.58291
1.3234,0.58271
1.3238,0.58281
1.3241,0.58321
1.3244,0.58338
1.3248,0.58331
1.3251,0.58335
1.3255,0.58361
1.3258,0.58396
1.3261,0.58422
1.3265,0.58441
1.3268,0.58448
1.3272,0.58439
1.3275,0.58463
1.3278,0.58542
1.3282,0.58609
1.3285,0.5863
1.3289,0.5867
1.3292,0.58744
1.3295,0.58791
1.3299,0.58793
1.3302,0.58769
1.3306,0.58737
1.3309,0.58735
1.3312,0.5877
1.3316,0.588
1.3319,0.58811
1.3323,0.58824
1.3326,0.58844
1.333,0.58861
1.3333,0.58872
1.3336,0.58882
1.334,0.58885
1.3343,0.58881
1.3347,0.58888
1.335,0.58921
1.3354,0.58962
1.3357,0.58977
1.336,0.5899
1.3364,0.59044
1.3367,0.59106
1.3371,0.59119
1.3374,0.59122
1.3378,0.59172
1.3381,0.59226
1.3385,0.59243
1.3388,0.5926
1.3392,0.59302
1.3395,0.5933
1.3398,0.59318
1.3402,0.59298
1.3405,0.59328
1.3409,0.59401
1.3412,0.59451
1.3416,0.59476
1.3419,0.59509
1.3423,0.59535
1.3426,0.59537
1.343,0.59558
1.3433,0.59605
1.3437,0.59624
1.344,0.59583
1.3444,0.59538
1.3447,0.59561
1.3451,0.59626
1.3454,0.59666
1.3458,0.59695
1.3461,0.59741
1.3465,0.59779
1.3468,0.59817
1.3472,0.59876
1.3475,0.59923
1.3479,0.59944
1.3482,0.59964
1.3486,0.59985
1.3489,0.59999
1.3493,0.60019
1.3496,0.60044
1.35,0.60072
1.3503,0.60099
1.3507,0.60119
1.351,0.60137
1.3514,0.60153
1.3517,0.60169
1.3521,0.60204
1.3524,0.60257
1.3528,0.60296
1.3531,0.60312
1.3535,0.60321
1.3538,0.60351
1.3542,0.60402
1.3545,0.60436
1.3549,0.60448
1.3553,0.60465
1.3556,0.60477
1.356,0.60491
1.3563,0.60551
1.3567,0.60619
1.357,0.60625
1.3574,0.60619
1.3577,0.60641
1.3581,0.60654
1.3585,0.60673
1.3588,0.60736
1.3592,0.60799
1.3595,0.60829
1.3599,0.60861
1.3602,0.60884
1.3606,0.60869
1.3609,0.6088
1.3613,0.60952
1.3617,0.61003
1.362,0.61005
1.3624,0.61031
1.3627,0.61073
1.3631,0.6107
1.3635,0.61072
1.3638,0.61134
1.3642,0.61197
1.3645,0.61211
1.3649,0.61213
1.3652,0.61237
1.3656,0.61281
1.366,0.61314
1.3663,0.61329
1.3667,0.61374
1.367,0.61466
1.3674,0.61541
1.3678,0.61563
1.3681,0.6156
1.3685,0.61567
1.3689,0.61592
1.3692,0.61622
1.3696,0.61648
1.3699,0.61687
1.3703,0.61733
1.3707,0.61756
1.371,0.61763
1.3714,0.61792
1.3717,0.61832
1.3721,0.61851
1.3725,0.61849
1.3728,0.61859
1.3732,0.6191
1.3736,0.61996
1.3739,0.62076
1.3743,0.62113
1.3747,0.62109
1.375,0.62107
1.3754,0.62156
1.3758,0.62239
1.3761,0.62284
1.3765,0.62277
1.3768,0.62288
1.3772,0.62351
1.3776,0.62402
1.3779,0.62413
1.3783,0.62428
1.3787,0.6246
1.379,0.62473
1.3794,0.62486
1.3798,0.62531
1.3801,0.62591
1.3805,0.62626
1.3809,0.6263
1.3812,0.62626
1.3816,0.6264
1.382,0.62677
1.3824,0.62715
1.3827,0.62753
1.3831,0.62795
1.3835,0.62835
1.3838,0.62883
1.3842,0.62942
1.3846,0.62989
1.3849,0.63019
1.3853,0.63041
1.3857,0.6304
1.386,0.63016
1.3864,0.63031
1.3868,0.63116
1.3872,0.63211
1.3875,0.63244
1.3879,0.63237
1.3883,0.63252
1.3886,0.63277
1.389,0.63274
1.3894,0.63276
1.3898,0.63347
1.3901,0.63465
1.3905,0.6354
1.3909,0.63524
1.3913,0.63471
1.3916,0.63458
1.392,0.6351
1.3924,0.63596
1.3927,0.63667
1.3931,0.63706
1.3935,0.63719
1.3939,0.63707
1.3942,0.63685
1.3946,0.63703
1.395,0.63774
1.3954,0.63825
1.3957,0.63829
1.3961,0.63857
1.3965,0.63953
1.3969,0.6406
1.3973,0.64115
1.3976,0.64131
1.398,0.64148
1.3984,0.64177
1.3988,0.64213
1.3991,0.64253
1.3995,0.64289
1.3999,0.64319
1.4003,0.64348
1.4006,0.64384
1.401,0.64438
1.4014,0.64523
1.4018,0.64609
1.4022,0.64646
1.4025,0.6463
1.4029,0.64613
1.4033,0.64624
1.4037,0.6465
1.4041,0.64692
1.4044,0.64752
1.4048,0.64793
1.4052,0.64799
1.4056,0.64832
1.406,0.64926
1.4063,0.65024
1.4067,0.6507
1.4071,0.65108
1.4075,0.65174
1.4079,0.65225
1.4083,0.6522
1.4086,0.65191
1.409,0.65187
1.4094,0.6522
1.4098,0.65272
1.4102,0.65321
1.4106,0.65372
1.4109,0.65444
1.4113,0.65526
1.4117,0.65587
1.4121,0.65622
1.4125,0.65649
1.4129,0.65678
1.4132,0.65698
1.4136,0.65695
1.414,0.65687
1.4144,0.65709
1.4148,0.65767
1.4152,0.65841
1.4156,0.65896
1.4159,0.65901
1.4163,0.65898
1.4167,0.65951
1.4171,0.66031
1.4175,0.66068
1.4179,0.66088
1.4183,0.66124
1.4187,0.66165
1.419,0.66207
1.4194,0.66232
1.4198,0.66223
1.4202,0.66224
