KC-Ol-hem_1,
W,R
1.4206,0.6628
1.421,0.66355
1.4214,0.66397
1.4218,0.66413
1.4222,0.66439
1.4226,0.66482
1.4229,0.66513
1.4233,0.66536
1.4237,0.66585
1.4241,0.66647
1.4245,0.6669
1.4249,0.66723
1.4253,0.66747
1.4257,0.66744
1.4261,0.6674
1.4265,0.66773
1.4269,0.66829
1.4273,0.66883
1.4276,0.66947
1.428,0.67024
1.4284,0.67073
1.4288,0.67057
1.4292,0.67043
1.4296,0.671
1.43,0.67188
1.4304,0.67248
1.4308,0.67287
1.4312,0.67314
1.4316,0.67341
1.432,0.6739
1.4324,0.6744
1.4328,0.67463
1.4332,0.67481
1.4336,0.67528
1.434,0.67585
1.4344,0.67618
1.4348,0.67629
1.4352,0.67647
1.4356,0.6769
1.4359,0.67744
1.4363,0.67804
1.4367,0.67868
1.4371,0.67925
1.4375,0.67963
1.4379,0.67974
1.4383,0.6797
1.4387,0.67989
1.4391,0.68052
1.4395,0.68139
1.4399,0.68212
1.4403,0.68252
1.4407,0.68279
1.4411,0.68319
1.4415,0.68351
1.4419,0.68363
1.4423,0.68384
1.4427,0.68426
1.4431,0.6848
1.4435,0.68552
1.4439,0.68634
1.4443,0.68704
1.4447,0.68751
1.4452,0.68765
1.4456,0.68771
1.446,0.68816
1.4464,0.68872
1.4468,0.68892
1.4472,0.68907
1.4476,0.68933
1.448,0.68953
1.4484,0.68982
1.4488,0.69015
1.4492,0.69029
1.4496,0.6905
1.45,0.69111
1.4504,0.69173
1.4508,0.69206
1.4512,0.69237
1.4516,0.69281
1.452,0.69317
1.4524,0.69337
1.4528,0.69384
1.4533,0.69446
1.4537,0.69479
1.4541,0.6951
1.4545,0.69585
1.4549,0.69667
1.4553,0.69719
1.4557,0.69764
1.4561,0.69811
1.4565,0.69854
1.4569,0.6988
1.4573,0.69876
1.4577,0.69897
1.4582,0.69983
1.4586,0.70051
1.459,0.70045
1.4594,0.70051
1.4598,0.70134
1.4602,0.70226
1.4606,0.7026
1.461,0.70256
1.4614,0.70276
1.4619,0.70339
1.4623,0.70417
1.4627,0.7048
1.4631,0.70504
1.4635,0.70483
1.4639,0.70472
1.4643,0.70517
1.4647,0.70571
1.4652,0.70592
1.4656,0.70609
1.466,0.70658
1.4664,0.70722
1.4668,0.70777
1.4672,0.70818
1.4676,0.70855
1.4681,0.70875
1.4685,0.70874
1.4689,0.70902
1.4693,0.7098
1.4697,0.71052
1.4701,0.71096
1.4706,0.71145
1.471,0.71197
1.4714,0.71225
1.4718,0.71234
1.4722,0.71243
1.4726,0.71267
1.4731,0.71307
1.4735,0.7135
1.4739,0.71395
1.4743,0.71445
1.4747,0.71484
1.4752,0.71497
1.4756,0.71514
1.476,0.71563
1.4764,0.7163
1.4768,0.71676
1.4773,0.71714
1.4777,0.71777
1.4781,0.71842
1.4785,0.71873
1.479,0.71889
1.4794,0.71912
1.4798,0.71947
1.4802,0.72009
1.4806,0.72092
1.4811,0.72152
1.4815,0.72177
1.4819,0.72201
1.4823,0.72231
1.4828,0.72258
1.4832,0.72291
1.4836,0.72334
1.484,0.72368
1.4845,0.72385
1.4849,0.72414
1.4853,0.72468
1.4857,0.72513
1.4862,0.72534
1.4866,0.72558
1.487,0.72603
1.4874,0.72656
1.4879,0.72707
1.4883,0.72752
1.4887,0.72788
1.4891,0.72831
1.4896,0.7289
1.49,0.7295
1.4904,0.72992
1.4909,0.73019
1.4913,0.73049
1.4917,0.73099
1.4921,0.73152
1.4926,0.73181
1.493,0.73197
1.4934,0.73228
1.4939,0.73272
1.4943,0.73305
1.4947,0.73326
1.4952,0.73369
1.4956,0.73448
1.496,0.73527
1.4965,0.73563
1.4969,0.73576
1.4973,0.73621
1.4977,0.73712
1.4982,0.73796
1.4986,0.7383
1.499,0.73846
1.4995,0.73884
1.4999,0.73929
1.5003,0.73948
1.5008,0.73943
1.5012,0.73945
1.5017,0.73968
1.5021,0.7398
1.5025,0.73962
1.503,0.73965
1.5034,0.74018
1.5038,0.74086
1.5043,0.74133
1.5047,0.74163
1.5051,0.74197
1.5056,0.74257
1.506,0.74325
1.5065,0.74356
1.5069,0.74369
1.5073,0.74417
1.5078,0.74483
1.5082,0.7453
1.5086,0.74572
1.5091,0.74643
1.5095,0.74729
1.51,0.74783
1.5104,0.74803
1.5108,0.74821
1.5113,0.74847
1.5117,0.7489
1.5122,0.74946
1.5126,0.74977
1.513,0.74985
1.5135,0.75012
1.5139,0.75051
1.5144,0.75091
1.5148,0.75151
1.5153,0.75201
1.5157,0.75214
1.5161,0.75228
1.5166,0.75267
1.517,0.75315
1.5175,0.75362
1.5179,0.75376
1.5184,0.75368
1.5188,0.75412
1.5193,0.75493
1.5197,0.7553
1.5201,0.75542
1.5206,0.75583
1.521,0.7564
1.5215,0.75697
1.5219,0.75756
1.5224,0.75795
1.5228,0.7581
1.5233,0.75838
1.5237,0.75889
1.5242,0.75929
1.5246,0.75946
1.5251,0.7597
1.5255,0.76011
1.526,0.76051
1.5264,0.76061
1.5269,0.76037
1.5273,0.76019
1.5278,0.76059
1.5282,0.76133
1.5287,0.76183
1.5291,0.76228
1.5296,0.76286
1.53,0.76331
1.5305,0.76371
1.5309,0.76424
1.5314,0.76457
1.5318,0.76467
1.5323,0.76496
1.5327,0.76536
1.5332,0.76556
1.5336,0.76565
1.5341,0.76595
1.5345,0.76659
1.535,0.76721
1.5354,0.76743
1.5359,0.76768
1.5364,0.76811
1.5368,0.76833
1.5373,0.76856
1.5377,0.76911
1.5382,0.7695
1.5386,0.76969
1.5391,0.77018
1.5396,0.77077
1.54,0.77105
1.5405,0.77135
1.5409,0.77175
1.5414,0.77201
1.5418,0.77241
1.5423,0.77311
1.5428,0.7737
1.5432,0.77404
1.5437,0.77444
1.5441,0.77489
1.5446,0.7749
1.5451,0.77454
1.5455,0.7746
1.546,0.77522
1.5464,0.77568
1.5469,0.77585
1.5474,0.7763
1.5478,0.77691
1.5483,0.77717
1.5487,0.77712
1.5492,0.77725
1.5497,0.77763
1.5501,0.77802
1.5506,0.7783
1.5511,0.77857
1.5515,0.77897
1.552,0.77945
1.5525,0.77984
1.5529,0.78026
1.5534,0.78095
1.5539,0.78167
1.5543,0.78193
1.5548,0.78192
1.5553,0.78205
1.5557,0.7823
1.5562,0.78258
1.5567,0.78295
1.5571,0.78327
1.5576,0.7834
1.5581,0.78354
1.5585,0.7839
1.559,0.78444
1.5595,0.78485
1.5599,0.78499
1.5604,0.78523
1.5609,0.78581
1.5613,0.78645
1.5618,0.78705
1.5623,0.78761
1.5627,0.78796
1.5632,0.78805
1.5637,0.78809
1.5642,0.78824
1.5646,0.78875
1.5651,0.78954
1.5656,0.79011
1.5661,0.79033
1.5665,0.79048
1.567,0.79056
1.5675,0.79054
1.5679,0.79078
1.5684,0.7913
1.5689,0.79162
1.5694,0.79171
1.5698,0.79203
1.5703,0.79249
1.5708,0.79268
1.5713,0.79282
1.5718,0.79318
1.5722,0.7934
1.5727,0.79328
1.5732,0.79334
1.5737,0.79376
1.5741,0.79421
1.5746,0.7945
1.5751,0.7947
1.5756,0.79502
1.576,0.7955
1.5765,0.79594
1.577,0.79613
1.5775,0.79618
1.578,0.79631
1.5784,0.7965
1.5789,0.7966
1.5794,0.79666
1.5799,0.79695
1.5804,0.79747
1.5809,0.79792
1.5813,0.79823
1.5818,0.79846
1.5823,0.79864
1.5828,0.79893
1.5833,0.79946
1.5838,0.80015
1.5842,0.80082
1.5847,0.80109
1.5852,0.80081
1.5857,0.8006
1.5862,0.80108
1.5867,0.80188
1.5871,0.80237
1.5876,0.80256
1.5881,0.80273
1.5886,0.80292
1.5891,0.8029
1.5896,0.80275
1.5901,0.80285
1.5906,0.80314
1.591,0.8034
1.5915,0.8037
1.592,0.80397
1.5925,0.80416
1.593,0.80454
1.5935,0.80515
1.594,0.80565
1.5945,0.80594
1.595,0.80604
1.5954,0.80606
1.5959,0.80623
1.5964,0.80645
1.5969,0.80666
1.5974,0.80713
1.5979,0.80779
1.5984,0.80814
1.5989,0.8082
1.5994,0.80851
1.5999,0.80918
1.6004,0.80984
1.6009,0.81016
1.6014,0.81009
1.6019,0.80993
1.6024,0.81002
1.6028,0.81031
1.6033,0.8104
1.6038,0.81019
1.6043,0.81011
1.6048,0.81049
1.6053,0.81096
1.6058,0.81119
1.6063,0.81148
1.6068,0.81196
1.6073,0.81234
1.6078,0.81252
1.6083,0.81258
1.6088,0.81276
1.6093,0.81333
1.6098,0.81409
1.6103,0.81443
1.6108,0.81426
1.6113,0.81405
1.6118,0.81405
1.6123,0.81417
1.6128,0.81449
1.6133,0.81499
1.6138,0.81532
1.6143,0.81534
1.6148,0.81545
1.6153,0.81588
1.6158,0.81626
1.6163,0.81641
1.6168,0.81667
1.6173,0.81697
1.6178,0.81696
1.6184,0.81695
1.6189,0.81731
1.6194,0.81764
1.6199,0.81771
1.6204,0.8179
1.6209,0.81827
1.6214,0.81849
1.6219,0.81854
1.6224,0.81868
1.6229,0.81894
1.6234,0.81916
1.6239,0.81929
1.6244,0.81943
1.6249,0.81963
1.6255,0.81997
1.626,0.82034
1.6265,0.82053
1.627,0.8206
1.6275,0.82084
1.628,0.82124
1.6285,0.82146
1.629,0.82153
1.6295,0.82164
1.6301,0.82181
1.6306,0.82204
1.6311,0.82223
1.6316,0.82215
1.6321,0.82196
1.6326,0.82211
1.6331,0.82237
1.6337,0.82232
1.6342,0.82237
1.6347,0.82293
1.6352,0.82349
1.6357,0.82355
1.6362,0.82338
1.6367,0.82333
1.6373,0.82331
1.6378,0.82323
1.6383,0.82319
1.6388,0.82318
1.6393,0.82313
1.6398,0.8231
1.6404,0.82317
1.6409,0.82338
1.6414,0.82386
1.6419,0.82463
1.6424,0.82535
1.643,0.82566
1.6435,0.82576
1.644,0.82603
1.6445,0.82643
1.6451,0.82681
1.6456,0.82711
1.6461,0.82727
1.6466,0.82743
1.6471,0.82776
1.6477,0.828
1.6482,0.82795
1.6487,0.82798
1.6492,0.82826
1.6498,0.82858
1.6503,0.8288
1.6508,0.82885
1.6513,0.82862
1.6519,0.82839
1.6524,0.82865
1.6529,0.82927
1.6534,0.82971
1.654,0.82987
1.6545,0.82995
1.655,0.82982
1.6556,0.8294
1.6561,0.82923
1.6566,0.82962
1.6571,0.83019
1.6577,0.83062
1.6582,0.83101
1.6587,0.83132
1.6593,0.83139
1.6598,0.83123
1.6603,0.83119
1.6609,0.83159
1.6614,0.83206
1.6619,0.83202
1.6625,0.83168
1.663,0.83161
1.6635,0.83183
1.6641,0.83215
1.6646,0.83248
1.6651,0.8327
1.6657,0.83286
1.6662,0.83307
1.6667,0.8332
1.6673,0.83315
1.6678,0.83314
1.6683,0.83318
1.6689,0.83326
1.6694,0.83358
1.67,0.83384
1.6705,0.83365
1.671,0.83325
1.6716,0.83308
1.6721,0.83307
1.6726,0.83303
1.6732,0.83317
1.6737,0.83353
1.6743,0.83386
1.6748,0.83411
1.6753,0.8345
1.6759,0.83499
1.6764,0.83542
1.677,0.8356
1.6775,0.83552
1.6781,0.83559
1.6786,0.83606
1.6791,0.83648
1.6797,0.83638
1.6802,0.83584
1.6808,0.8354
1.6813,0.83549
1.6819,0.83602
1.6824,0.83652
1.683,0.83678
1.6835,0.83688
1.6841,0.83696
1.6846,0.83722
1.6851,0.83752
1.6857,0.83758
1.6862,0.83755
1.6868,0.83758
1.6873,0.8374
1.6879,0.83705
1.6884,0.83705
1.689,0.8375
1.6895,0.83789
1.6901,0.83802
1.6906,0.83806
1.6912,0.83815
1.6917,0.83834
1.6923,0.83849
1.6929,0.83865
1.6934,0.83893
1.694,0.83916
1.6945,0.83902
1.6951,0.83855
1.6956,0.83814
1.6962,0.83804
1.6967,0.83805
1.6973,0.83802
1.6978,0.83835
1.6984,0.83909
1.699,0.83951
1.6995,0.83933
1.7001,0.83905
1.7006,0.83889
1.7012,0.83897
1.7017,0.83931
1.7023,0.83957
1.7029,0.83962
1.7034,0.83969
1.704,0.8397
1.7045,0.83957
1.7051,0.83969
1.7057,0.84005
1.7062,0.84028
1.7068,0.84035
1.7073,0.84024
1.7079,0.83996
1.7085,0.83979
1.709,0.83978
1.7096,0.83989
1.7102,0.84009
1.7107,0.84044
1.7113,0.84095
1.7119,0.84123
1.7124,0.84084
1.713,0.84029
1.7135,0.8403
1.7141,0.8407
1.7147,0.84095
1.7153,0.84097
1.7158,0.84097
1.7164,0.84104
1.717,0.84109
1.7175,0.84106
1.7181,0.84096
1.7187,0.84091
1.7192,0.84113
1.7198,0.84157
1.7204,0.84181
1.7209,0.84167
1.7215,0.84143
1.7221,0.84114
1.7227,0.84085
1.7232,0.84086
1.7238,0.84113
1.7244,0.84128
1.725,0.84121
1.7255,0.84118
1.7261,0.8415
1.7267,0.84195
1.7272,0.84185
1.7278,0.84139
1.7284,0.84126
1.729,0.84133
1.7296,0.8413
1.7301,0.84133
1.7307,0.84129
1.7313,0.84115
1.7319,0.84113
1.7324,0.84114
1.733,0.84119
1.7336,0.8415
1.7342,0.84169
1.7348,0.84147
1.7353,0.84126
1.7359,0.84133
1.7365,0.84164
1.7371,0.84219
1.7377,0.84282
1.7383,0.84316
1.7388,0.84318
1.7394,0.84314
1.74,0.84317
1.7406,0.84328
1.7412,0.84348
1.7418,0.84378
1.7423,0.84397
1.7429,0.844
1.7435,0.84412
1.7441,0.84435
1.7447,0.84444
1.7453,0.84438
1.7459,0.84432
1.7464,0.84432
1.747,0.84436
1.7476,0.84453
1.7482,0.84471
1.7488,0.84473
1.7494,0.84474
1.75,0.84498
1.7506,0.84525
1.7512,0.84509
1.7518,0.84474
1.7524,0.84472
1.7529,0.84474
1.7535,0.84459
1.7541,0.84478
1.7547,0.84532
1.7553,0.84573
1.7559,0.84587
1.7565,0.84585
1.7571,0.84565
1.7577,0.84549
1.7583,0.84552
1.7589,0.84551
1.7595,0.84521
1.7601,0.84475
1.7607,0.84447
1.7613,0.84456
1.7619,0.84482
1.7625,0.84501
1.7631,0.84524
1.7637,0.84548
1.7643,0.84531
1.7649,0.8447
1.7655,0.84409
1.7661,0.84387
1.7667,0.84416
1.7673,0.84465
1.7679,0.84506
1.7685,0.84535
1.7691,0.84557
1.7697,0.84579
1.7703,0.84595
1.7709,0.84612
1.7715,0.84629
1.7721,0.8462
1.7727,0.84601
1.7733,0.84605
1.7739,0.84606
1.7745,0.84582
1.7751,0.84578
1.7758,0.84617
1.7764,0.84655
1.777,0.8467
1.7776,0.84684
1.7782,0.84722
1.7788,0.84755
1.7794,0.8473
1.78,0.84684
1.7806,0.8467
1.7812,0.84682
1.7819,0.84696
1.7825,0.84717
1.7831,0.8475
1.7837,0.84788
1.7843,0.84831
1.7849,0.84838
1.7855,0.84813
1.7862,0.84816
1.7868,0.8484
1.7874,0.84836
1.788,0.84817
1.7886,0.84802
1.7892,0.8479
1.7899,0.84807
1.7905,0.84847
1.7911,0.84862
1.7917,0.84855
1.7923,0.84859
1.7929,0.84875
1.7936,0.84875
1.7942,0.84845
1.7948,0.8481
1.7954,0.84794
1.7961,0.84799
1.7967,0.84823
1.7973,0.84852
1.7979,0.84884
1.7985,0.84923
1.7992,0.84967
1.7998,0.84978
1.8004,0.84958
1.801,0.84942
1.8017,0.84938
1.8023,0.84935
1.8029,0.84947
1.8036,0.8497
1.8042,0.84977
1.8048,0.84956
1.8054,0.84924
1.8061,0.84918
1.8067,0.84956
1.8073,0.84995
1.808,0.85003
1.8086,0.84987
1.8092,0.8498
1.8098,0.84988
1.8105,0.84976
1.8111,0.8495
1.8117,0.84946
1.8124,0.84966
1.813,0.84971
1.8136,0.84958
1.8143,0.8496
1.8149,0.84975
1.8155,0.84975
1.8162,0.84962
1.8168,0.84957
1.8175,0.84947
1.8181,0.84933
1.8187,0.84918
1.8194,0.84914
1.82,0.84929
1.8206,0.84932
1.8213,0.84934
1.8219,0.84958
1.8226,0.84983
1.8232,0.84958
1.8238,0.84904
1.8245,0.84866
1.8251,0.84862
1.8258,0.84886
1.8264,0.84921
1.8271,0.84941
1.8277,0.84935
1.8284,0.84914
1.829,0.84893
1.8296,0.84886
1.8303,0.84891
1.8309,0.84903
1.8316,0.84922
1.8322,0.84926
1.8329,0.84895
1.8335,0.84867
1.8342,0.84875
1.8348,0.84885
1.8355,0.84893
1.8361,0.84943
1.8368,0.84999
1.8374,0.84995
1.8381,0.84953
1.8387,0.84927
1.8394,0.84913
1.84,0.84907
1.8407,0.84904
1.8413,0.84898
1.842,0.84889
1.8426,0.84877
1.8433,0.84868
1.844,0.84859
1.8446,0.84848
1.8453,0.84838
1.8459,0.84845
1.8466,0.84865
1.8472,0.84888
1.8479,0.84911
1.8486,0.84905
1.8492,0.84869
1.8499,0.84858
1.8505,0.84874
1.8512,0.84869
1.8519,0.8485
1.8525,0.8486
1.8532,0.84875
1.8538,0.84871
1.8545,0.84856
1.8552,0.84839
1.8558,0.84827
1.8565,0.84842
1.8572,0.84857
1.8578,0.8485
1.8585,0.84836
1.8592,0.84828
1.8598,0.84823
1.8605,0.84841
1.8612,0.84874
1.8618,0.84872
1.8625,0.84826
1.8632,0.84787
1.8638,0.8479
1.8645,0.84827
1.8652,0.84859
1.8659,0.84866
1.8665,0.84874
1.8672,0.849
1.8679,0.84912
1.8685,0.84881
1.8692,0.84864
1.8699,0.84904
1.8706,0.84954
1.8712,0.84973
1.8719,0.84966
1.8726,0.84955
1.8733,0.84926
1.8739,0.84883
1.8746,0.84858
1.8753,0.8487
1.876,0.84904
1.8767,0.84947
1.8773,0.84972
1.878,0.84955
1.8787,0.84938
1.8794,0.8496
1.8801,0.84968
1.8807,0.84936
1.8814,0.84908
1.8821,0.84905
1.8828,0.84913
1.8835,0.84909
1.8842,0.84889
1.8848,0.84863
1.8855,0.8485
1.8862,0.84847
1.8869,0.84841
1.8876,0.84826
1.8883,0.84805
1.889,0.84782
1.8897,0.84755
1.8903,0.84735
1.891,0.84753
1.8917,0.84795
1.8924,0.84801
1.8931,0.84761
1.8938,0.84711
1.8945,0.84665
1.8952,0.84628
1.8959,0.84613
1.8966,0.84612
1.8973,0.84607
1.898,0.84605
1.8986,0.8461
1.8993,0.84603
1.9,0.84587
1.9007,0.84565
1.9014,0.84548
1.9021,0.84562
1.9028,0.84604
1.9035,0.84632
1.9042,0.84626
1.9049,0.84606
1.9056,0.84592
1.9063,0.84588
1.907,0.84575
1.9077,0.84566
1.9084,0.84559
1.9091,0.84564
1.9098,0.84596
1.9105,0.84647
1.9112,0.8469
1.9119,0.84707
1.9127,0.84701
1.9134,0.84678
1.9141,0.84634
1.9148,0.84614
1.9155,0.84628
1.9162,0.8465
1.9169,0.84651
1.9176,0.84653
1.9183,0.84658
1.919,0.8465
1.9197,0.84644
1.9204,0.84647
1.9212,0.84655
1.9219,0.84666
1.9226,0.84684
1.9233,0.84711
1.924,0.84714
1.9247,0.84698
1.9254,0.84692
1.9262,0.84692
1.9269,0.84668
1.9276,0.84641
1.9283,0.84644
1.929,0.84647
1.9297,0.84623
1.9305,0.84588
1.9312,0.84592
1.9319,0.84635
1.9326,0.84658
1.9333,0.84644
1.9341,0.84627
1.9348,0.84645
1.9355,0.84675
1.9362,0.84692
1.9369,0.84689
1.9377,0.84675
1.9384,0.84664
1.9391,0.84667
1.9398,0.84674
1.9406,0.84676
1.9413,0.84695
1.942,0.84713
1.9428,0.84682
1.9435,0.84638
1.9442,0.84609
1.9449,0.84597
1.9457,0.84589
1.9464,0.84575
1.9471,0.84569
1.9479,0.84581
1.9486,0.84598
1.9493,0.846
1.9501,0.84607
1.9508,0.84626
1.9515,0.84649
1.9523,0.84651
1.953,0.8463
1.9537,0.84612
1.9545,0.84615
1.9552,0.84622
1.9559,0.84611
1.9567,0.84597
1.9574,0.84624
1.9582,0.84664
1.9589,0.84657
1.9596,0.84634
1.9604,0.84647
1.9611,0.84688
1.9619,0.84715
1.9626,0.84696
1.9633,0.84662
1.9641,0.8466
1.9648,0.84696
1.9656,0.84713
1.9663,0.84691
1.9671,0.84684
1.9678,0.84718
1.9686,0.84735
1.9693,0.84721
1.9701,0.84696
1.9708,0.84677
1.9716,0.84682
1.9723,0.84707
1.9731,0.84714
1.9738,0.84696
1.9746,0.84671
1.9753,0.84665
1.9761,0.84675
1.9768,0.84699
1.9776,0.84713
1.9783,0.84694
1.9791,0.84656
1.9798,0.84662
1.9806,0.84717
1.9814,0.84745
1.9821,0.84729
1.9829,0.84744
1.9836,0.8479
1.9844,0.84812
1.9851,0.84804
1.9859,0.84808
1.9867,0.84829
1.9874,0.84837
1.9882,0.84818
1.989,0.84786
1.9897,0.84767
1.9905,0.84775
1.9912,0.84799
1.992,0.84815
1.9928,0.84809
1.9935,0.84809
1.9943,0.84813
1.9951,0.84796
1.9958,0.84755
1.9966,0.84724
1.9974,0.84713
1.9982,0.84724
1.9989,0.8475
1.9997,0.84758
2.0005,0.84764
2.0012,0.84775
2.002,0.84769
2.0028,0.84749
2.0036,0.84747
2.0043,0.84751
2.0051,0.84758
2.0059,0.84782
2.0067,0.84792
2.0074,0.84769
2.0082,0.84748
2.009,0.8474
2.0098,0.84702
2.0105,0.84643
2.0113,0.84624
2.0121,0.84654
2.0129,0.84672
2.0137,0.84644
2.0145,0.84617
2.0152,0.8463
2.016,0.84657
2.0168,0.84667
2.0176,0.84674
2.0184,0.84699
2.0192,0.84731
2.0199,0.84757
2.0207,0.84786
2.0215,0.84799
2.0223,0.84785
2.0231,0.84755
2.0239,0.84734
2.0247,0.84742
2.0255,0.84742
2.0263,0.84723
2.0271,0.84726
2.0278,0.84759
2.0286,0.84774
2.0294,0.84774
2.0302,0.84778
2.031,0.84763
2.0318,0.84722
2.0326,0.84711
2.0334,0.84712
2.0342,0.84699
2.035,0.84695
2.0358,0.84701
2.0366,0.84689
2.0374,0.84692
2.0382,0.84716
2.039,0.84719
2.0398,0.84712
2.0406,0.84723
2.0414,0.84724
2.0422,0.84705
2.043,0.84693
2.0438,0.84694
2.0446,0.84691
2.0454,0.84675
2.0463,0.84641
2.0471,0.84621
2.0479,0.84654
2.0487,0.84702
2.0495,0.84724
2.0503,0.84715
2.0511,0.84692
2.0519,0.84678
2.0527,0.84684
2.0535,0.84691
2.0544,0.84692
2.0552,0.84681
2.056,0.84669
2.0568,0.84664
2.0576,0.8468
2.0584,0.84678
2.0593,0.84641
2.0601,0.84582
2.0609,0.84539
2.0617,0.8453
2.0625,0.84546
2.0634,0.84545
2.0642,0.84533
2.065,0.84539
2.0658,0.84542
2.0666,0.84544
2.0675,0.84542
2.0683,0.84533
2.0691,0.8452
2.0699,0.84508
2.0708,0.84503
2.0716,0.84488
2.0724,0.84477
2.0733,0.84481
2.0741,0.84494
2.0749,0.84514
2.0757,0.84544
2.0766,0.84575
2.0774,0.84571
2.0782,0.84542
2.0791,0.84534
2.0799,0.84555
2.0807,0.8456
2.0816,0.84529
2.0824,0.845
2.0832,0.84494
2.0841,0.8449
2.0849,0.84486
2.0858,0.84502
2.0866,0.84522
2.0874,0.84511
2.0883,0.84485
2.0891,0.84471
2.09,0.84473
2.0908,0.84486
2.0917,0.84515
2.0925,0.84531
2.0933,0.84532
2.0942,0.84524
2.095,0.84515
2.0959,0.84518
2.0967,0.84522
2.0976,0.8453
2.0984,0.84544
2.0993,0.8457
2.1001,0.84584
2.101,0.84579
2.1018,0.84554
2.1027,0.84558
2.1035,0.84569
2.1044,0.84562
2.1052,0.84523
2.1061,0.84479
2.1069,0.84465
2.1078,0.84463
2.1087,0.84472
2.1095,0.84507
2.1104,0.84547
2.1112,0.84567
2.1121,0.84562
2.113,0.84536
2.1138,0.84532
2.1147,0.84559
2.1155,0.84575
2.1164,0.84579
2.1173,0.84588
2.1181,0.84585
2.119,0.84567
2.1199,0.84539
2.1207,0.84555
2.1216,0.84616
2.1225,0.84668
2.1233,0.84673
2.1242,0.84675
2.1251,0.84715
2.126,0.84726
2.1268,0.84723
2.1277,0.84724
2.1286,0.84735
2.1294,0.84724
2.1303,0.84719
2.1312,0.84744
2.1321,0.84749
2.133,0.84742
2.1338,0.84743
2.1347,0.8476
2.1356,0.84754
2.1365,0.84717
2.1373,0.84682
2.1382,0.8469
2.1391,0.84729
2.14,0.84761
2.1409,0.84752
2.1418,0.84732
2.1426,0.84745
2.1435,0.84778
2.1444,0.84793
2.1453,0.84788
2.1462,0.84777
2.1471,0.8474
2.148,0.84683
2.1489,0.84626
2.1498,0.84619
2.1506,0.84631
2.1515,0.8463
2.1524,0.8462
2.1533,0.84609
2.1542,0.84601
2.1551,0.84597
2.156,0.84585
2.1569,0.84591
2.1578,0.84601
2.1587,0.84593
2.1596,0.84584
2.1605,0.8458
2.1614,0.84589
2.1623,0.84598
2.1632,0.84573
2.1641,0.84543
2.165,0.84526
2.1659,0.84532
2.1668,0.84508
2.1677,0.84492
2.1686,0.84489
2.1695,0.84488
2.1704,0.84492
2.1714,0.84497
2.1723,0.84496
2.1732,0.84505
2.1741,0.84521
2.175,0.84518
2.1759,0.84511
2.1768,0.84506
2.1777,0.84495
2.1787,0.8449
2.1796,0.84505
2.1805,0.84537
2.1814,0.84563
2.1823,0.84544
2.1832,0.84482
2.1842,0.84446
2.1851,0.84469
2.186,0.84476
2.1869,0.84468
2.1878,0.84469
2.1888,0.84503
2.1897,0.8451
2.1906,0.84472
2.1916,0.8442
2.1925,0.84375
2.1934,0.84327
2.1943,0.84299
2.1953,0.84312
2.1962,0.84341
2.1971,0.84358
2.1981,0.84365
2.199,0.84366
2.1999,0.84365
2.2008,0.84343
2.2018,0.84333
2.2027,0.84365
2.2037,0.84395
2.2046,0.84408
2.2055,0.84407
2.2065,0.84394
2.2074,0.84392
2.2083,0.84407
2.2093,0.84391
2.2102,0.8436
2.2112,0.84375
2.2121,0.84414
2.2131,0.84416
2.214,0.84377
2.215,0.84354
2.2159,0.84356
2.2168,0.84381
2.2178,0.84362
2.2187,0.84319
2.2197,0.84315
2.2206,0.84349
2.2216,0.84348
2.2225,0.84306
2.2235,0.84282
2.2245,0.84286
2.2254,0.84295
2.2264,0.84296
2.2273,0.84283
2.2283,0.8427
2.2292,0.84274
2.2302,0.84271
2.2312,0.84256
2.2321,0.84241
2.2331,0.84241
2.234,0.84225
2.235,0.84215
2.236,0.8422
2.2369,0.84228
2.2379,0.84242
2.2389,0.84248
2.2398,0.84231
2.2408,0.84228
2.2418,0.84257
2.2427,0.84233
2.2437,0.84135
2.2447,0.84044
2.2456,0.84033
2.2466,0.84088
2.2476,0.84134
2.2486,0.8411
2.2495,0.84051
2.2505,0.84022
2.2515,0.84009
2.2525,0.83973
2.2535,0.83928
2.2544,0.83894
2.2554,0.83869
2.2564,0.83856
2.2574,0.83838
2.2584,0.83804
2.2593,0.83778
2.2603,0.83771
2.2613,0.83776
2.2623,0.83787
2.2633,0.83791
2.2643,0.83771
2.2653,0.83739
2.2663,0.83719
2.2672,0.83713
2.2682,0.83702
2.2692,0.83679
2.2702,0.83627
2.2712,0.83576
2.2722,0.83545
2.2732,0.83545
2.2742,0.83551
2.2752,0.83534
2.2762,0.83505
2.2772,0.83472
2.2782,0.83442
2.2792,0.83431
2.2802,0.83424
2.2812,0.83412
2.2822,0.83387
2.2832,0.83361
2.2842,0.83331
2.2852,0.83312
2.2862,0.83292
2.2873,0.833
2.2883,0.83321
2.2893,0.833
2.2903,0.83221
2.2913,0.8313
2.2923,0.8311
2.2933,0.83151
2.2943,0.83204
2.2954,0.8321
2.2964,0.83173
2.2974,0.83111
2.2984,0.83037
2.2994,0.82971
2.3004,0.82939
2.3015,0.82908
2.3025,0.8286
2.3035,0.82789
2.3045,0.82693
2.3056,0.82624
2.3066,0.82594
2.3076,0.8255
2.3086,0.82459
2.3097,0.82344
2.3107,0.82227
2.3117,0.82082
2.3128,0.81949
2.3138,0.81898
2.3148,0.81988
