KC-Ol-arvn_6,
0.6167,0.59256
0.61715,0.59259
0.61759,0.59259
0.61804,0.59193
0.61848,0.59128
0.61893,0.59178
0.61938,0.59162
0.61982,0.59166
0.62027,0.59206
0.62071,0.59188
0.62116,0.59189
0.62161,0.59181
0.62205,0.59131
0.6225,0.59145
0.62294,0.59139
0.62339,0.59114
0.62384,0.59118
0.62428,0.59139
0.62473,0.59134
0.62517,0.59165
0.62562,0.59115
0.62606,0.59098
0.62651,0.59126
0.62696,0.59085
0.6274,0.59084
0.62785,0.59064
0.62829,0.59102
0.62874,0.59065
0.62918,0.59085
0.62963,0.59111
0.63007,0.5912
0.63052,0.5909
0.63096,0.59118
0.63141,0.59081
0.63185,0.59101
0.6323,0.59105
0.63274,0.59121
0.63319,0.59114
0.63364,0.59085
0.63408,0.59099
0.63453,0.59131
0.63497,0.5912
0.63542,0.59129
0.63586,0.59145
0.63631,0.59154
0.63675,0.59173
0.6372,0.59272
0.63764,0.59318
0.63809,0.59413
0.63853,0.59432
0.63897,0.59467
0.63942,0.59507
0.63986,0.59511
0.64031,0.59545
0.64075,0.59529
0.6412,0.59553
0.64164,0.59556
0.64209,0.59538
0.64253,0.59512
0.64298,0.59529
0.64342,0.59533
0.64387,0.59543
0.64431,0.59551
0.64475,0.59535
0.6452,0.59568
0.64564,0.5953
0.64609,0.59581
0.64653,0.59627
0.64698,0.59629
0.64742,0.59678
0.64786,0.59672
0.64831,0.597
0.64875,0.59733
0.6492,0.59757
0.64964,0.59754
0.65009,0.59789
0.65053,0.59804
0.65097,0.59799
0.65142,0.59822
0.65186,0.59838
0.65231,0.59876
0.65275,0.59866
0.65319,0.59913
0.65364,0.59927
0.65408,0.59966
0.65452,0.59936
0.65497,0.59957
0.65541,0.59954
0.65586,0.59917
0.6563,0.59948
0.65674,0.59894
0.65719,0.59891
0.65763,0.5995
0.65807,0.59953
0.65852,0.60008
0.65896,0.6001
0.6594,0.60016
0.65985,0.60108
0.66029,0.60108
0.66073,0.60176
0.66118,0.60176
0.66162,0.60181
0.66207,0.60232
0.66251,0.60217
0.66295,0.60239
0.66339,0.60294
0.66384,0.60308
0.66428,0.60302
0.66472,0.60307
0.66517,0.60399
0.66561,0.60379
0.66605,0.60389
0.6665,0.60348
0.66694,0.60312
0.66738,0.6032
0.66783,0.6032
0.66827,0.60312
0.66871,0.60285
0.66915,0.60322
0.6696,0.60354
0.67004,0.60393
0.67048,0.60413
0.67093,0.60452
0.67137,0.6046
0.67181,0.60524
0.67225,0.60502
0.6727,0.60485
0.67314,0.60486
0.67358,0.60471
0.67402,0.60499
0.67447,0.60503
0.67491,0.60528
0.67535,0.60565
0.67579,0.60558
0.67624,0.60521
0.67668,0.60523
0.67712,0.60569
0.67756,0.60539
0.67801,0.60537
0.67845,0.6055
0.67889,0.60559
0.67933,0.60609
0.67978,0.60587
0.68022,0.60627
0.68066,0.60547
0.6811,0.60576
0.68154,0.60523
0.68199,0.60546
0.68243,0.60498
0.68287,0.60465
0.68331,0.60483
0.68375,0.6048
0.6842,0.60478
0.68464,0.60439
0.68508,0.60426
0.68552,0.60446
0.68596,0.6045
0.6864,0.60462
0.68685,0.60491
0.68729,0.60509
0.68773,0.60512
0.68817,0.60564
0.68861,0.60519
0.68905,0.60549
0.6895,0.60533
0.68994,0.60504
0.69038,0.6045
0.69082,0.60424
0.69126,0.60355
0.6917,0.60313
0.69215,0.60274
0.69259,0.60262
0.69303,0.60305
0.69347,0.603
0.69391,0.60283
0.69435,0.60301
0.69479,0.60299
0.69523,0.60329
0.69568,0.60333
0.69612,0.60307
0.69656,0.60322
0.697,0.60322
0.69744,0.60404
0.69788,0.6041
0.69832,0.604
0.69876,0.6039
0.6992,0.60349
0.69965,0.60365
0.70009,0.60341
0.70053,0.60314
0.70097,0.60288
0.70141,0.60312
0.70185,0.60311
0.70229,0.60326
0.70273,0.60307
0.70317,0.60269
0.70361,0.60232
0.70405,0.60218
0.70449,0.60196
0.70493,0.60171
0.70538,0.60137
0.70582,0.60107
0.70626,0.60116
0.7067,0.60144
0.70714,0.6011
0.70758,0.60212
0.70802,0.60229
0.70846,0.60271
0.7089,0.60307
0.70934,0.60322
0.70978,0.60317
0.71022,0.60261
0.71066,0.60203
0.7111,0.6017
0.71154,0.60142
0.71198,0.60058
0.71242,0.60021
0.71286,0.60076
0.7133,0.60085
0.71374,0.60042
0.71418,0.6008
0.71462,0.6012
0.71506,0.60119
0.7155,0.60107
0.71594,0.60093
0.71638,0.60094
0.71682,0.60106
0.71726,0.60138
0.7177,0.60104
0.71814,0.60063
0.71858,0.59981
0.71902,0.59922
0.71946,0.59871
0.7199,0.59812
0.72034,0.59781
0.72078,0.59773
0.72122,0.59797
0.72166,0.5979
0.7221,0.59804
0.72254,0.59832
0.72298,0.59822
0.72342,0.59818
0.72386,0.59826
0.72429,0.59768
0.72473,0.59734
0.72517,0.59728
0.72561,0.59688
0.72605,0.59627
0.72649,0.59588
0.72693,0.59531
0.72737,0.59488
0.72781,0.59431
0.72825,0.59375
0.72869,0.59301
0.72913,0.59256
0.72957,0.59187
0.73,0.59169
0.73044,0.59185
0.73088,0.59124
0.73132,0.59116
0.73176,0.59113
0.7322,0.59126
0.73264,0.59091
0.73308,0.5911
0.73352,0.59126
0.73395,0.59111
0.73439,0.59064
0.73483,0.59054
0.73527,0.59037
0.73571,0.59028
0.73615,0.59008
0.73659,0.58961
0.73703,0.58912
0.73746,0.58906
0.7379,0.58897
0.73834,0.58856
0.73878,0.58843
0.73922,0.58858
0.73966,0.58889
0.74009,0.58911
0.74053,0.58884
0.74097,0.58875
0.74141,0.58807
0.74185,0.58788
0.74229,0.58726
0.74272,0.58647
0.74316,0.58595
0.7436,0.58584
0.74404,0.5851
0.74448,0.58466
0.74492,0.5847
0.74535,0.58439
0.74579,0.58388
0.74623,0.58334
0.74667,0.58271
0.74711,0.58212
0.74754,0.58179
0.74798,0.58132
0.74842,0.58112
0.74886,0.58037
0.74929,0.57996
0.74973,0.57961
0.75017,0.57927
0.75061,0.5794
0.75105,0.57944
0.75148,0.57924
0.75192,0.5791
0.75236,0.57902
0.7528,0.57914
0.75323,0.57881
0.75367,0.57854
0.75411,0.57842
0.75455,0.5781
0.75498,0.5782
0.75542,0.57796
0.75586,0.57773
0.7563,0.57689
0.75673,0.57683
0.75717,0.57658
0.75761,0.57653
0.75805,0.57642
0.75848,0.5762
0.75892,0.5762
0.75936,0.57584
0.75979,0.57583
0.76023,0.57541
0.76067,0.57487
0.76111,0.57431
0.76154,0.57439
0.76198,0.57406
0.76242,0.57328
0.76285,0.5734
0.76329,0.57308
0.76373,0.57291
0.76416,0.5723
0.7646,0.57186
0.76504,0.57132
0.76548,0.57103
0.76591,0.57065
0.76635,0.57012
0.76679,0.56985
0.76722,0.56925
0.76766,0.56966
0.7681,0.56937
0.76853,0.56905
0.76897,0.56885
0.76941,0.56831
0.76984,0.5679
0.77028,0.5683
0.77072,0.56724
0.77115,0.56713
0.77159,0.56712
0.77202,0.56678
0.77246,0.56704
0.7729,0.56705
0.77333,0.56651
0.77377,0.56632
0.77421,0.56591
0.77464,0.56552
0.77508,0.56506
0.77551,0.56469
0.77595,0.56469
0.77639,0.56427
0.77682,0.56358
0.77726,0.56323
0.7777,0.56254
0.77813,0.56148
0.77857,0.56089
0.779,0.56055
0.77944,0.56018
0.77988,0.55976
0.78031,0.55897
0.78075,0.55924
0.78118,0.55888
0.78162,0.55921
0.78205,0.55958
0.78249,0.5593
0.78293,0.55852
0.78336,0.55857
0.7838,0.55809
0.78423,0.55823
0.78467,0.55796
0.7851,0.55802
0.78554,0.55743
0.78598,0.55731
0.78641,0.55688
0.78685,0.55643
0.78728,0.55629
0.78772,0.55613
0.78815,0.55492
0.78859,0.55468
0.78902,0.55443
0.78946,0.55413
0.78989,0.55377
0.79033,0.55364
0.79076,0.55355
0.7912,0.55358
0.79163,0.5531
0.79207,0.55289
0.79251,0.55273
0.79294,0.55185
0.79338,0.55123
0.79381,0.55072
0.79425,0.55026
0.79468,0.54974
0.79512,0.54961
0.79555,0.54913
0.79599,0.54921
0.79642,0.54924
0.79686,0.54972
0.79729,0.54975
0.79772,0.55012
0.79816,0.54973
0.79859,0.54984
0.79903,0.54963
0.79946,0.5498
0.7999,0.54921
0.80033,0.54932
0.80077,0.54883
0.8012,0.54863
0.80164,0.54843
0.80207,0.54852
0.80251,0.54816
0.80294,0.54753
0.80337,0.5473
0.80381,0.5469
0.80424,0.54663
0.80468,0.54665
0.80511,0.54629
0.80555,0.54616
0.80598,0.54616
0.80642,0.54599
0.80685,0.54546
0.80728,0.54539
0.80772,0.54476
0.80815,0.54431
0.80859,0.54416
0.80902,0.54368
0.80945,0.54297
0.80989,0.54251
0.81032,0.54178
0.81076,0.54156
0.81119,0.54114
0.81162,0.54123
0.81206,0.54097
0.81249,0.54104
0.81293,0.54098
0.81336,0.54062
0.81379,0.54068
0.81423,0.54044
0.81466,0.54018
0.8151,0.53947
0.81553,0.53964
0.81596,0.53911
0.8164,0.53918
0.81683,0.5383
0.81726,0.53814
0.8177,0.53821
0.81813,0.53807
0.81856,0.53798
0.819,0.53724
0.81943,0.53724
0.81986,0.53658
0.8203,0.53642
0.82073,0.53653
0.82116,0.53663
0.8216,0.5363
0.82203,0.53635
0.82246,0.53639
0.8229,0.5364
0.82333,0.53639
0.82376,0.53662
0.8242,0.53629
0.82463,0.53622
0.82506,0.53608
0.8255,0.53572
0.82593,0.5355
0.82636,0.53548
0.8268,0.53524
0.82723,0.5349
0.82766,0.53466
0.82809,0.53404
0.82853,0.53375
0.82896,0.53365
0.82939,0.53368
0.82983,0.53361
0.83026,0.53369
0.83069,0.53362
0.83112,0.5334
0.83156,0.53325
0.83199,0.53358
0.83242,0.53365
0.83286,0.53361
0.83329,0.53388
0.83372,0.53425
0.83415,0.53424
0.83459,0.53467
0.83502,0.53455
0.83545,0.53405
0.83588,0.53415
0.83632,0.53346
0.83675,0.53322
0.83718,0.53331
0.83761,0.53261
0.83804,0.53269
0.83848,0.53259
0.83891,0.53262
0.83934,0.53218
0.83977,0.5313
0.84021,0.53098
0.84064,0.53035
0.84107,0.52969
0.8415,0.52939
0.84193,0.52906
0.84237,0.52885
0.8428,0.52806
0.84323,0.52809
0.84366,0.52815
0.84409,0.52802
0.84453,0.52785
0.84496,0.5278
0.84539,0.52729
0.84582,0.52765
0.84625,0.52696
0.84669,0.52747
0.84712,0.52685
0.84755,0.52684
0.84798,0.52657
0.84841,0.52664
0.84884,0.52732
0.84928,0.5276
0.84971,0.52754
0.85014,0.52706
0.85057,0.52716
0.851,0.5275
0.85143,0.52709
0.85186,0.52678
0.8523,0.52656
0.85273,0.52648
0.85316,0.52655
0.85359,0.526
0.85402,0.52583
0.85445,0.52607
0.85488,0.52582
0.85532,0.52543
0.85575,0.525
0.85618,0.52514
0.85661,0.52482
0.85704,0.52442
0.85747,0.52428
0.8579,0.52333
0.85833,0.52349
0.85876,0.52361
0.8592,0.52413
0.85963,0.52372
0.86006,0.52432
0.86049,0.5244
0.86092,0.52472
0.86135,0.52511
0.86178,0.52512
0.86221,0.52459
0.86264,0.52489
0.86307,0.52505
0.8635,0.52499
0.86394,0.52502
0.86437,0.52445
0.8648,0.52479
0.86523,0.52402
0.86566,0.52484
0.86609,0.52417
0.86652,0.52454
0.86695,0.52397
0.86738,0.52373
0.86781,0.52373
0.86824,0.52318
0.86867,0.52313
0.8691,0.52237
0.86953,0.52208
0.86996,0.52138
0.87039,0.52097
0.87082,0.52037
0.87125,0.51992
0.87168,0.51952
0.87211,0.51967
0.87254,0.51923
0.87297,0.51959
0.8734,0.52005
0.87383,0.52072
0.87426,0.52097
0.87469,0.52144
0.87512,0.52142
0.87555,0.52159
0.87598,0.5218
0.87641,0.52168
0.87684,0.52092
0.87727,0.52058
0.8777,0.5199
0.87813,0.52012
0.87856,0.51965
0.87899,0.51916
0.87942,0.51925
0.87985,0.51906
0.88028,0.51902
0.88071,0.51892
0.88114,0.51899
0.88157,0.51882
0.882,0.51859
0.88243,0.51788
0.88286,0.51761
0.88329,0.51727
0.88372,0.51726
0.88415,0.51717
0.88458,0.51691
0.88501,0.51751
0.88544,0.51749
0.88587,0.51722
0.8863,0.51732
0.88673,0.51699
0.88715,0.51667
0.88758,0.51655
0.88801,0.51659
0.88844,0.51657
0.88887,0.51608
0.8893,0.51613
0.88973,0.51581
0.89016,0.51605
0.89059,0.51624
0.89102,0.51606
0.89145,0.51592
0.89188,0.51558
0.8923,0.51511
0.89273,0.51496
0.89316,0.51519
0.89359,0.51518
0.89402,0.51469
0.89445,0.51558
0.89488,0.51575
0.89531,0.51581
0.89574,0.51568
0.89616,0.51595
0.89659,0.51526
0.89702,0.51507
0.89745,0.5148
0.89788,0.51451
0.89831,0.51427
0.89874,0.51376
0.89916,0.51332
0.89959,0.51321
0.90002,0.5125
0.90045,0.51248
0.90088,0.5117
0.90131,0.51149
0.90174,0.51069
0.90216,0.51077
0.90259,0.51018
0.90302,0.50966
0.90345,0.50963
0.90388,0.50953
0.90431,0.50927
0.90473,0.5092
0.90516,0.50886
0.90559,0.50848
0.90602,0.50756
0.90645,0.50775
0.90687,0.50735
0.9073,0.5071
0.90773,0.50671
0.90816,0.50725
0.90859,0.50715
0.90901,0.50709
0.90944,0.50717
0.90987,0.5072
0.9103,0.50709
0.91073,0.50756
0.91115,0.50719
0.91158,0.50714
0.91201,0.50658
0.91244,0.50626
0.91286,0.50598
0.91329,0.50566
0.91372,0.50511
0.91415,0.50532
0.91458,0.50489
0.915,0.50518
0.91543,0.50537
0.91586,0.50508
0.91629,0.50515
0.91671,0.50535
0.91714,0.50504
0.91757,0.50509
0.918,0.50443
0.91842,0.5046
0.91885,0.50353
0.91928,0.50332
0.9197,0.50334
0.92013,0.50297
0.92056,0.50308
0.92099,0.50249
0.92141,0.50264
0.92184,0.50227
0.92227,0.50201
0.9227,0.50159
0.92312,0.50017
0.92355,0.50012
0.92398,0.49955
0.9244,0.49947
0.92483,0.49933
0.92526,0.49914
0.92568,0.49883
0.92611,0.49885
0.92654,0.49844
0.92697,0.49788
0.92739,0.49781
0.92782,0.49745
0.92825,0.4975
0.92867,0.49697
0.9291,0.49718
0.92953,0.49683
0.92995,0.49644
0.93038,0.49581
0.93081,0.49521
0.93123,0.49513
0.93166,0.49501
0.93209,0.49492
0.93251,0.49422
0.93294,0.49417
0.93337,0.49428
0.93379,0.49455
0.93422,0.49486
0.93464,0.49427
0.93507,0.49411
0.9355,0.49405
0.93592,0.49384
0.93635,0.49321
0.93678,0.49304
0.9372,0.49214
0.93763,0.49182
0.93805,0.49081
0.93848,0.4903
0.93891,0.48945
0.93933,0.48902
0.93976,0.48885
0.94019,0.48882
0.94061,0.48813
0.94104,0.48781
0.94146,0.48781
0.94189,0.48813
0.94232,0.48792
0.94274,0.48794
0.94317,0.48792
0.94359,0.48787
0.94402,0.48782
0.94444,0.48811
0.94487,0.48786
0.9453,0.48761
0.94572,0.48697
0.94615,0.48672
0.94657,0.48666
0.947,0.48615
0.94742,0.48607
0.94785,0.48577
0.94828,0.48523
0.9487,0.48467
0.94913,0.48398
0.94955,0.48376
0.94998,0.48282
0.9504,0.48265
0.95083,0.48186
0.95125,0.48114
0.95168,0.48044
0.9521,0.47981
0.95253,0.47917
0.95296,0.47848
0.95338,0.47794
0.95381,0.47689
0.95423,0.4767
0.95466,0.47636
0.95508,0.47572
0.95551,0.47548
0.95593,0.47565
0.95636,0.47513
0.95678,0.47525
0.95721,0.47457
0.95763,0.47388
0.95806,0.47357
0.95848,0.47334
0.95891,0.47226
0.95933,0.47202
0.95976,0.47153
0.96018,0.47126
0.96061,0.47117
0.96103,0.47092
0.96146,0.47077
0.96188,0.47064
0.96231,0.4705
0.96273,0.47021
0.96315,0.47066
0.96358,0.47026
0.964,0.47052
0.96443,0.47
0.96485,0.46943
0.96528,0.46869
0.9657,0.46816
0.96613,0.46743
0.96655,0.46724
0.96698,0.46691
0.9674,0.46655
0.96782,0.46545
0.96825,0.46488
0.96867,0.46443
0.9691,0.46403
0.96952,0.46369
0.96995,0.46315
0.97037,0.46345
0.97079,0.46315
0.97122,0.46257
0.97164,0.46268
0.97207,0.46284
0.97249,0.46298
0.97291,0.46222
0.97334,0.46219
0.97376,0.46201
0.97419,0.4614
0.97461,0.4612
0.97503,0.46057
0.97546,0.45997
0.97588,0.45986
0.97631,0.45962
0.97673,0.45958
0.97715,0.45896
0.97758,0.45913
0.978,0.45881
0.97843,0.45897
0.97885,0.45825
0.97927,0.45828
0.9797,0.45768
0.98012,0.457
0.98054,0.45688
0.98097,0.45658
0.98139,0.45591
0.98181,0.45581
0.98224,0.45533
0.98266,0.45533
0.98309,0.4552
0.98351,0.45517
0.98393,0.45477
0.98436,0.45468
0.98478,0.45443
0.9852,0.45344
0.98563,0.45375
0.98605,0.4538
0.98647,0.45359
0.9869,0.45327
0.98732,0.45284
0.98774,0.45197
0.98817,0.45132
0.98859,0.45062
0.98901,0.45061
0.98943,0.44974
0.98986,0.44906
0.99028,0.44875
0.9907,0.44839
0.99113,0.44776
0.99155,0.44697
0.99197,0.44629
0.9924,0.44658
0.99282,0.44572
0.99324,0.44552
0.99366,0.44515
0.99409,0.44479
0.99451,0.44439
0.99493,0.44428
0.99535,0.44436
0.99578,0.44398
0.9962,0.44337
0.99662,0.44359
0.99705,0.44288
0.99747,0.44283
0.99789,0.44266
0.99831,0.44281
0.99874,0.44238
0.99916,0.442
0.99958,0.44225
1.0013,0.44068
1.0028,0.43974
1.0044,0.43962
1.006,0.43923
1.0075,0.43905
1.0091,0.43749
1.0107,0.4346
1.0122,0.4334
1.0138,0.43374
1.0154,0.433
1.017,0.43112
1.0186,0.42989
1.0202,0.42987
1.0218,0.42956
1.0234,0.42893
1.0251,0.42823
1.0267,0.42799
1.0283,0.42659
1.0299,0.42416
1.0316,0.42314
1.0332,0.42416
1.0349,0.42522
1.0365,0.42476
1.0382,0.4236
1.0399,0.4237
1.0415,0.42337
1.0432,0.42284
1.0449,0.42232
1.0466,0.42253
1.0483,0.42324
1.05,0.42361
1.0517,0.42318
1.0534,0.42285
1.0551,0.42247
1.0568,0.42174
1.0586,0.42149
1.0603,0.42187
1.062,0.42176
1.0638,0.42206
1.0655,0.42287
1.0673,0.42321
1.069,0.423
1.0708,0.42368
1.0726,0.4255
1.0744,0.42757
1.0761,0.42831
1.0779,0.42763
1.0797,0.42751
1.0815,0.42855
1.0833,0.42961
1.0851,0.43042
1.087,0.43053
1.0888,0.43047
1.0906,0.43161
1.0925,0.43439
1.0943,0.43556
1.0962,0.43595
1.098,0.43701
1.0999,0.43846
1.1018,0.43901
1.1036,0.43989
1.1055,0.44231
1.1074,0.4445
1.1093,0.44538
1.1112,0.44609
1.1131,0.44732
1.115,0.44876
1.117,0.45102
1.1189,0.453
1.1208,0.45327
1.1228,0.45395
1.1247,0.45576
1.1267,0.45735
1.1286,0.45786
1.1306,0.45862
1.1326,0.46021
1.1346,0.46171
1.1366,0.46245
1.1385,0.46327
1.1406,0.46401
1.1426,0.46451
1.1446,0.46553
1.1466,0.46746
1.1486,0.46949
1.1507,0.47109
1.1527,0.47205
1.1548,0.47314
1.1568,0.47419
1.1589,0.47447
1.161,0.47444
1.1631,0.47531
1.1652,0.47685
1.1673,0.47758
1.1694,0.47716
1.1715,0.4771
1.1736,0.47833
1.1757,0.48061
1.1779,0.48238
1.18,0.4831
1.1822,0.48345
1.1843,0.48403
1.1865,0.48422
1.1887,0.48445
1.1909,0.48511
1.1931,0.48594
1.1953,0.48679
1.1975,0.48782
1.1997,0.48857
1.2019,0.48929
1.2042,0.49045
1.2064,0.4918
1.2086,0.49243
1.2109,0.49248
1.2132,0.49241
1.2154,0.49262
1.2177,0.49317
1.22,0.49392
1.2223,0.49469
1.2246,0.49586
1.227,0.49715
1.2293,0.49842
1.2316,0.49955
1.234,0.50028
1.2363,0.50071
1.2387,0.50126
1.2411,0.50189
1.2434,0.50204
1.2458,0.50204
1.2482,0.50279
1.2506,0.50411
1.2531,0.50547
1.2555,0.50709
1.2579,0.50919
1.2604,0.51075
1.2628,0.51159
1.2653,0.51211
1.2678,0.51323
1.2703,0.51495
1.2728,0.51683
1.2753,0.51828
1.2778,0.5189
1.2803,0.51902
1.2828,0.51939
1.2854,0.52032
1.2879,0.52138
1.2905,0.52211
1.2931,0.52296
1.2957,0.52428
1.2983,0.52595
1.3009,0.52742
1.3035,0.52849
1.3061,0.52943
1.3088,0.53071
1.3114,0.53259
1.3141,0.53479
1.3167,0.53681
1.3194,0.53864
1.3221,0.54049
1.3248,0.54218
1.3275,0.54389
1.3303,0.54579
1.333,0.54737
1.3357,0.54869
1.3385,0.55004
1.3413,0.55155
1.3441,0.55336
1.3468,0.55538
1.3497,0.5575
1.3525,0.55972
1.3553,0.56171
1.3581,0.56338
1.361,0.56504
1.3639,0.56691
1.3667,0.56907
1.3696,0.57167
1.3725,0.57439
1.3754,0.57669
1.3784,0.57897
1.3813,0.58169
1.3843,0.5842
1.3872,0.58615
1.3902,0.58807
1.3932,0.59047
1.3962,0.5934
1.3992,0.5968
1.4022,0.60002
1.4053,0.60242
1.4083,0.60442
1.4114,0.6068
1.4145,0.60951
1.4176,0.61227
1.4207,0.61492
1.4238,0.61723
1.4269,0.61937
1.4301,0.62204
1.4333,0.62539
1.4364,0.62883
1.4396,0.63183
1.4428,0.63421
1.4461,0.63632
1.4493,0.63877
1.4525,0.6416
1.4558,0.64448
1.4591,0.64735
1.4624,0.65035
1.4657,0.65353
1.469,0.65691
1.4724,0.6601
1.4757,0.66298
1.4791,0.66553
1.4825,0.66807
1.4859,0.67116
1.4893,0.67478
1.4927,0.67815
1.4962,0.68085
1.4996,0.68314
1.5031,0.68565
1.5066,0.68896
1.5101,0.69274
1.5136,0.69585
1.5172,0.69822
1.5207,0.701
1.5243,0.70441
1.5279,0.70741
1.5315,0.70972
1.5352,0.7122
1.5388,0.71514
1.5425,0.71807
1.5461,0.72068
1.5498,0.72323
1.5536,0.72599
1.5573,0.72883
1.561,0.73162
1.5648,0.73432
1.5686,0.7368
1.5724,0.73889
1.5762,0.74081
1.5801,0.74295
1.5839,0.74553
1.5878,0.74808
1.5917,0.75009
1.5957,0.75188
1.5996,0.75414
1.6036,0.75677
1.6075,0.75942
1.6115,0.7617
1.6155,0.76359
1.6196,0.76519
1.6236,0.76655
1.6277,0.76792
1.6318,0.7696
1.6359,0.77133
1.6401,0.77282
1.6443,0.7743
1.6484,0.77592
1.6526,0.77747
1.6569,0.77893
1.6611,0.77991
1.6654,0.78049
1.6697,0.78119
1.674,0.78222
1.6783,0.78336
1.6827,0.78473
1.6871,0.78632
1.6915,0.78798
1.6959,0.78947
1.7004,0.79063
1.7048,0.79169
1.7093,0.79272
1.7138,0.79354
1.7184,0.79431
1.723,0.79505
1.7276,0.7958
1.7322,0.7964
1.7368,0.79665
1.7415,0.79694
1.7462,0.79794
1.7509,0.79936
1.7556,0.8006
1.7604,0.80149
1.7652,0.80208
1.77,0.80278
1.7749,0.8036
1.7798,0.80427
1.7847,0.80461
1.7896,0.80491
1.7946,0.80527
1.7995,0.80556
1.8046,0.80573
1.8096,0.80629
1.8147,0.80722
1.8198,0.80758
1.8249,0.80707
1.83,0.80649
1.8352,0.80661
1.8404,0.80734
1.8457,0.8078
1.851,0.8078
1.8563,0.8078
1.8616,0.80835
1.867,0.80934
1.8724,0.81006
1.8778,0.81017
1.8832,0.81005
1.8887,0.80994
1.8943,0.80967
1.8998,0.80968
1.9054,0.8105
1.911,0.81174
1.9167,0.81259
1.9224,0.81238
1.9281,0.81116
1.9338,0.80993
1.9396,0.8093
1.9454,0.80882
1.9513,0.80839
1.9572,0.80826
1.9631,0.80838
1.9691,0.8081
1.9751,0.80742
1.9811,0.80712
1.9872,0.807
1.9933,0.80693
1.9995,0.80633
2.0057,0.80638
2.0119,0.80679
2.0182,0.80765
2.0245,0.80881
2.0308,0.80999
2.0372,0.8108
2.0436,0.81136
2.0501,0.81177
2.0566,0.81196
2.0632,0.81174
2.0698,0.8111
2.0764,0.81075
2.0831,0.81115
2.0898,0.81241
2.0966,0.81371
2.1034,0.81464
2.1102,0.81516
2.1171,0.81563
2.124,0.81589
2.131,0.8159
2.1381,0.81521
2.1451,0.81426
2.1523,0.81332
2.1594,0.81242
2.1667,0.8122
2.1739,0.81159
2.1813,0.81168
2.1886,0.81161
2.196,0.81171
2.2035,0.81198
2.211,0.81195
2.2186,0.81161
2.2262,0.81208
2.2339,0.81331
2.2416,0.81419
2.2494,0.81417
2.2573,0.81297
2.2652,0.81137
2.2731,0.80981
2.2811,0.80827
2.2892,0.8061
2.2973,0.80365
2.3055,0.80152
