OC-AK-Ko5,
W,R
1.446857844,0.127701005
1.450762874,0.127701005
1.45596958,0.127701005
1.462480143,0.127875489
1.46768685,0.127875489
1.474199593,0.128224456
1.480710156,0.128398939
1.484615186,0.128398939
1.489824073,0.128573423
1.496332455,0.128573423
1.500237485,0.128573423
1.505446372,0.128747906
1.513260792,0.129096873
1.518467498,0.129096873
1.522372528,0.129096873
1.530182587,0.129096873
1.535387113,0.12892239
1.539292143,0.12892239
1.545802706,0.129096873
1.551002871,0.128573423
1.556211758,0.128747906
1.560112426,0.128398939
1.569224162,0.128398939
1.573129192,0.128398939
1.580937071,0.128224456
1.586143777,0.128224456
1.59264998,0.128049972
1.597854506,0.127875489
1.604358528,0.127526522
1.609563054,0.127352038
1.618674789,0.127352038
1.622573278,0.126828587
1.630378977,0.12647962
1.634281826,0.126305137
1.644695238,0.126305137
1.649897584,0.12595617
1.657703283,0.125607203
1.661603952,0.125258236
1.665504621,0.124909269
1.670700425,0.124036851
1.677204447,0.123687884
1.682400251,0.122815466
1.687600417,0.122292016
1.695406115,0.121943049
1.698007288,0.121768565
1.7006041,0.121245115
1.705810806,0.121245115
1.711017512,0.121245115
1.716217678,0.120721664
1.721424384,0.120721664
1.729225722,0.12002373
1.739636954,0.119849246
1.750048186,0.119674763
1.757858245,0.119674763
1.770875011,0.119674763
1.776086078,0.12002373
1.781294965,0.120198213
1.789100663,0.119849246
1.793003512,0.119674763
1.79689764,0.118802345
1.800796129,0.118278895
1.804701159,0.118278895
1.809899143,0.11758096
1.815101489,0.117231993
1.820308195,0.117231993
1.822902827,0.116534059
1.828102992,0.116010609
1.832005841,0.115836125
1.839815901,0.115836125
1.841117577,0.115836125
1.845013885,0.115138191
1.848923276,0.115487158
1.858032831,0.115312675
1.865842891,0.115312675
1.869739199,0.11461474
1.880148251,0.114265773
1.884055461,0.114440257
1.88796049,0.114440257
1.897076587,0.114789224
1.904891007,0.115138191
1.910099894,0.115312675
1.914004923,0.115312675
1.921817163,0.115487158
1.928325546,0.115487158
1.934838289,0.115836125
1.936139966,0.115836125
1.941351033,0.116185092
1.943954386,0.116185092
1.95046931,0.116708543
1.958277189,0.116534059
1.967395466,0.11705751
1.975203345,0.116883026
1.981707367,0.116534059
1.986920614,0.11705751
1.992127321,0.11705751
1.997338388,0.117406477
2.002542913,0.117231993
2.009051296,0.117231993
2.015559679,0.117231993
2.023365378,0.116883026
2.028572084,0.116883026
2.036382143,0.116883026
2.04159321,0.117231993
2.044205285,0.117929927
2.052015344,0.117929927
2.05722205,0.117929927
2.066338147,0.118278895
2.070243177,0.118278895
2.078059777,0.118802345
2.083264303,0.118627862
2.091070002,0.118278895
2.097582745,0.118627862
2.102791632,0.118802345
2.108000518,0.118976829
2.117116615,0.119325796
2.124931035,0.119674763
2.130137741,0.119674763
2.136646124,0.119674763
2.14575568,0.119500279
2.153565739,0.119500279
2.154869596,0.119674763
2.158781167,0.120198213
2.167895083,0.120372697
2.174407827,0.120721664
2.182217886,0.120721664
2.187424592,0.120721664
2.193932975,0.120721664
2.200441358,0.120721664
2.208255778,0.121070631
2.218673551,0.121419598
2.22648361,0.121419598
2.23039082,0.121594082
2.240810774,0.122117532
2.24601312,0.121768565
2.249918149,0.121768565
2.255122675,0.121594082
2.264236591,0.121768565
2.273348327,0.121768565
2.278559394,0.122117532
2.283770461,0.122466499
2.287679852,0.122815466
2.296791587,0.122815466
2.304603827,0.12298995
2.312413887,0.12298995
2.318922269,0.12298995
2.326732329,0.12298995
2.334544568,0.123164433
2.338453959,0.1235134
2.34236553,0.124036851
2.343667206,0.124036851
2.347570055,0.123862367
2.351475085,0.123862367
2.356683972,0.124036851
2.364496211,0.124211335
2.367097384,0.124036851
2.374911804,0.124385818
2.378819014,0.124560302
2.385331758,0.124909269
2.389241148,0.125258236
2.399654561,0.125258236
2.406162944,0.125258236
2.413973003,0.125258236
2.421787423,0.125607203
2.425692453,0.125607203
2.432203016,0.125781686
2.44521324,0.125258236
2.438711399,0.125781686
2.449129172,0.126130653
2.456939231,0.126130653
2.463447614,0.126130653
2.469955997,0.126130653
2.473861026,0.126130653
2.479067733,0.126130653
2.488179469,0.126130653
2.493388355,0.126305137
2.501198415,0.126305137
