KC-OL-Im_4,
W,R
0.50012,0.61699
0.50031,0.60618
0.5005,0.59956
0.5007,0.60054
0.50089,0.60427
0.50108,0.6017
0.50128,0.59782
0.50147,0.5958
0.50166,0.60097
0.50186,0.61689
0.50205,0.62852
0.50225,0.62007
0.50244,0.61005
0.50264,0.61517
0.50283,0.62479
0.50303,0.62943
0.50322,0.62993
0.50342,0.62211
0.50361,0.60441
0.50381,0.60146
0.50401,0.60718
0.5042,0.61287
0.5044,0.62934
0.50459,0.62738
0.50479,0.61515
0.50499,0.61818
0.50518,0.62263
0.50538,0.62273
0.50558,0.62147
0.50577,0.62224
0.50597,0.62075
0.50617,0.62645
0.50637,0.6392
0.50657,0.63616
0.50676,0.61833
0.50696,0.60418
0.50716,0.60632
0.50736,0.61441
0.50756,0.6153
0.50776,0.6115
0.50795,0.61115
0.50815,0.62311
0.50835,0.63425
0.50855,0.629
0.50875,0.61951
0.50895,0.61776
0.50915,0.61852
0.50935,0.61627
0.50955,0.60826
0.50975,0.60485
0.50995,0.61081
0.51015,0.61785
0.51035,0.62498
0.51056,0.62445
0.51076,0.6154
0.51096,0.60997
0.51116,0.6176
0.51136,0.62688
0.51156,0.62473
0.51177,0.6322
0.51197,0.63815
0.51217,0.62988
0.51237,0.62794
0.51257,0.62785
0.51278,0.62514
0.51298,0.62048
0.51318,0.61767
0.51339,0.62135
0.51359,0.62668
0.51379,0.63681
0.514,0.64558
0.5142,0.643
0.51441,0.63579
0.51461,0.63453
0.51481,0.63257
0.51502,0.63123
0.51522,0.63388
0.51543,0.62533
0.51563,0.6234
0.51584,0.63583
0.51604,0.63875
0.51625,0.63882
0.51645,0.63984
0.51666,0.6319
0.51687,0.62266
0.51707,0.62507
0.51728,0.63577
0.51749,0.6372
0.51769,0.63139
0.5179,0.63652
0.51811,0.64624
0.51831,0.64666
0.51852,0.64517
0.51873,0.63778
0.51894,0.62538
0.51914,0.63076
0.51935,0.64584
0.51956,0.64416
0.51977,0.63274
0.51998,0.63496
0.52018,0.64774
0.52039,0.6586
0.5206,0.66685
0.52081,0.66698
0.52102,0.65717
0.52123,0.64448
0.52144,0.63554
0.52165,0.63333
0.52186,0.63794
0.52207,0.64208
0.52228,0.64074
0.52249,0.64575
0.5227,0.6519
0.52291,0.65429
0.52312,0.65567
0.52333,0.65056
0.52355,0.65154
0.52376,0.65447
0.52397,0.64862
0.52418,0.64005
0.52439,0.63545
0.52461,0.64172
0.52482,0.64543
0.52503,0.64458
0.52524,0.6504
0.52546,0.65427
0.52567,0.652
0.52588,0.64477
0.5261,0.64052
0.52631,0.65166
0.52652,0.6671
0.52674,0.6653
0.52695,0.65111
0.52717,0.6434
0.52738,0.64809
0.5276,0.65458
0.52781,0.65159
0.52802,0.64964
0.52824,0.65405
0.52846,0.6517
0.52867,0.6438
0.52889,0.64052
0.5291,0.64101
0.52932,0.63682
0.52953,0.63378
0.52975,0.64634
0.52997,0.65918
0.53018,0.6569
0.5304,0.65268
0.53062,0.65091
0.53084,0.65103
0.53105,0.65313
0.53127,0.65245
0.53149,0.65122
0.53171,0.65046
0.53192,0.65764
0.53214,0.66997
0.53236,0.66791
0.53258,0.65491
0.5328,0.64427
0.53302,0.64306
0.53324,0.64835
0.53346,0.64904
0.53368,0.65006
0.5339,0.65555
0.53412,0.6574
0.53434,0.65342
0.53456,0.64893
0.53478,0.65172
0.535,0.66245
0.53522,0.66905
0.53544,0.66217
0.53566,0.65336
0.53588,0.65693
0.5361,0.66481
0.53633,0.66194
0.53655,0.65535
0.53677,0.65424
0.53699,0.65384
0.53722,0.65586
0.53744,0.65768
0.53766,0.65416
0.53788,0.65345
0.53811,0.65586
0.53833,0.65653
0.53855,0.65966
0.53878,0.66381
0.539,0.66448
0.53923,0.6677
0.53945,0.67593
0.53968,0.68206
0.5399,0.6825
0.54013,0.6788
0.54035,0.67065
0.54058,0.66029
0.5408,0.65451
0.54103,0.65009
0.54125,0.64906
0.54148,0.65801
0.54171,0.66471
0.54193,0.66587
0.54216,0.66939
0.54239,0.67098
0.54261,0.67115
0.54284,0.66954
0.54307,0.66535
0.54329,0.66795
0.54352,0.67149
0.54375,0.66951
0.54398,0.66903
0.54421,0.66962
0.54444,0.67305
0.54466,0.67785
0.54489,0.678
0.54512,0.67404
0.54535,0.67048
0.54558,0.67191
0.54581,0.67326
0.54604,0.67459
0.54627,0.67673
0.5465,0.67365
0.54673,0.66808
0.54696,0.66569
0.54719,0.66786
0.54742,0.66662
0.54766,0.66474
0.54789,0.67004
0.54812,0.67388
0.54835,0.67415
0.54858,0.67356
0.54881,0.6716
0.54905,0.67194
0.54928,0.6775
0.54951,0.6827
0.54975,0.6828
0.54998,0.68361
0.55021,0.68227
0.55045,0.67494
0.55068,0.66941
0.55091,0.67318
0.55115,0.68351
0.55138,0.68462
0.55162,0.6781
0.55185,0.67969
0.55209,0.68299
0.55232,0.68
0.55256,0.67946
0.55279,0.68159
0.55303,0.67831
0.55327,0.67196
0.5535,0.67066
0.55374,0.67536
0.55397,0.67936
0.55421,0.67948
0.55445,0.67717
0.55469,0.67691
0.55492,0.68214
0.55516,0.68627
0.5554,0.68438
0.55564,0.68064
0.55588,0.68168
0.55611,0.68472
0.55635,0.68482
0.55659,0.68792
0.55683,0.68763
0.55707,0.68177
