KC-OPX-lm_0,
0.53346,0.30273
0.53368,0.30214
0.5339,0.30523
0.53412,0.30556
0.53434,0.30267
0.53456,0.30047
0.53478,0.30332
0.535,0.30565
0.53522,0.30279
0.53544,0.30168
0.53566,0.30339
0.53588,0.30369
0.5361,0.30031
0.53633,0.2973
0.53655,0.29875
0.53677,0.30157
0.53699,0.30525
0.53722,0.30737
0.53744,0.30524
0.53766,0.30406
0.53788,0.30457
0.53811,0.30535
0.53833,0.30761
0.53855,0.30782
0.53878,0.30577
0.539,0.30564
0.53923,0.30624
0.53945,0.30605
0.53968,0.3066
0.5399,0.30693
0.54013,0.30583
0.54035,0.30565
0.54058,0.30885
0.5408,0.31047
0.54103,0.3065
0.54125,0.30444
0.54148,0.30642
0.54171,0.30713
0.54193,0.30655
0.54216,0.30703
0.54239,0.30951
0.54261,0.31114
0.54284,0.31025
0.54307,0.30863
0.54329,0.30749
0.54352,0.30713
0.54375,0.30694
0.54398,0.30617
0.54421,0.30478
0.54444,0.30319
0.54466,0.30141
0.54489,0.3023
0.54512,0.30461
0.54535,0.30508
0.54558,0.3071
0.54581,0.3082
0.54604,0.30648
0.54627,0.30558
0.5465,0.30656
0.54673,0.30719
0.54696,0.30608
0.54719,0.30654
0.54742,0.30685
0.54766,0.30636
0.54789,0.30622
0.54812,0.30634
0.54835,0.30791
0.54858,0.3078
0.54881,0.30718
0.54905,0.30804
0.54928,0.30951
0.54951,0.31073
0.54975,0.31053
0.54998,0.31155
0.55021,0.31306
0.55045,0.31274
0.55068,0.31056
0.55091,0.30828
0.55115,0.30712
0.55138,0.30688
0.55162,0.30796
0.55185,0.30705
0.55209,0.30545
0.55232,0.30709
0.55256,0.30922
0.55279,0.30948
0.55303,0.30896
0.55327,0.30878
0.5535,0.30786
0.55374,0.30707
0.55397,0.30794
0.55421,0.30967
0.55445,0.31211
0.55469,0.31264
0.55492,0.31048
0.55516,0.30949
0.5554,0.30871
0.55564,0.30736
0.55588,0.30711
0.55611,0.30794
0.55635,0.31088
0.55659,0.31249
0.55683,0.31108
0.55707,0.31094
0.55731,0.31075
0.55755,0.30905
0.55779,0.30959
0.55803,0.31186
0.55827,0.31164
0.55851,0.31046
0.55875,0.30933
0.55899,0.30767
0.55923,0.30665
0.55947,0.30601
0.55972,0.3077
0.55996,0.3107
0.5602,0.31228
0.56044,0.31087
0.56068,0.30769
0.56093,0.30834
0.56117,0.31153
0.56141,0.31346
0.56166,0.31277
0.5619,0.31144
0.56214,0.31107
0.56239,0.31017
0.56263,0.31167
0.56287,0.31425
0.56312,0.31476
0.56336,0.31394
0.56361,0.31237
0.56385,0.31187
0.5641,0.31265
0.56435,0.31382
0.56459,0.31405
0.56484,0.314
0.56508,0.31475
0.56533,0.31417
0.56558,0.31214
0.56582,0.31153
0.56607,0.31322
0.56632,0.31419
0.56657,0.31304
0.56681,0.31114
0.56706,0.31053
0.56731,0.31173
0.56756,0.31218
0.56781,0.31234
0.56805,0.31339
0.5683,0.3144
0.56855,0.31535
0.5688,0.31375
0.56905,0.31113
0.5693,0.31266
0.56955,0.31465
0.5698,0.31479
0.57005,0.31565
0.5703,0.31565
0.57056,0.31496
0.57081,0.31368
0.57106,0.31228
0.57131,0.31307
0.57156,0.31511
0.57181,0.31637
0.57207,0.31662
0.57232,0.31638
0.57257,0.31507
0.57282,0.31455
0.57308,0.3158
0.57333,0.31607
0.57358,0.3158
0.57384,0.31545
0.57409,0.31478
0.57435,0.31503
0.5746,0.31563
0.57486,0.31554
0.57511,0.31565
0.57537,0.31642
0.57562,0.31718
0.57588,0.31801
0.57613,0.31834
0.57639,0.31746
0.57665,0.31707
0.5769,0.31828
0.57716,0.31843
0.57742,0.31693
0.57767,0.31635
0.57793,0.31685
0.57819,0.31758
0.57845,0.31794
0.57871,0.31834
0.57896,0.3183
0.57922,0.31694
0.57948,0.31652
0.57974,0.31794
0.58,0.31892
0.58026,0.31799
0.58052,0.31687
0.58078,0.3172
0.58104,0.31839
0.5813,0.31946
0.58156,0.31973
0.58182,0.31984
0.58208,0.31943
0.58235,0.31825
0.58261,0.31843
0.58287,0.32008
0.58313,0.32084
0.58339,0.32018
0.58366,0.31959
0.58392,0.31922
0.58418,0.31907
0.58445,0.31957
0.58471,0.3198
0.58497,0.31945
0.58524,0.3188
0.5855,0.31832
0.58577,0.31867
0.58603,0.31954
0.5863,0.32076
0.58656,0.32139
0.58683,0.32118
0.58709,0.32186
0.58736,0.32193
0.58763,0.32041
0.58789,0.32035
0.58816,0.32162
0.58843,0.3215
0.58869,0.32083
0.58896,0.32149
0.58923,0.32143
0.5895,0.32042
0.58976,0.32089
0.59003,0.32188
0.5903,0.32192
0.59057,0.3209
0.59084,0.32046
0.59111,0.32131
0.59138,0.32166
0.59165,0.3216
0.59192,0.32144
0.59219,0.32064
0.59246,0.32012
0.59273,0.32055
0.593,0.32158
0.59327,0.32287
0.59354,0.32302
0.59382,0.32223
0.59409,0.32216
0.59436,0.3215
0.59463,0.3209
0.59491,0.32238
0.59518,0.32352
0.59545,0.32306
0.59573,0.32318
0.596,0.32366
0.59627,0.32339
0.59655,0.32266
0.59682,0.32173
0.5971,0.32194
0.59737,0.32322
0.59765,0.32448
0.59792,0.32499
0.5982,0.32496
0.59848,0.3248
0.59875,0.32382
0.59903,0.32334
0.59931,0.32387
0.59958,0.32459
0.59986,0.32479
0.60014,0.32449
0.60042,0.32448
0.6007,0.32414
0.60097,0.32475
0.60125,0.32642
0.60153,0.32702
0.60181,0.32648
0.60209,0.32585
0.60237,0.32545
0.60265,0.32497
0.60293,0.32485
0.60321,0.32472
0.60349,0.32546
0.60377,0.32647
0.60405,0.32629
0.60434,0.32621
0.60462,0.32599
0.6049,0.32584
0.60518,0.32583
0.60547,0.32581
0.60575,0.32626
0.60603,0.32696
0.60631,0.32714
0.6066,0.32643
0.60688,0.32644
0.60717,0.32687
0.60745,0.32703
0.60774,0.32675
0.60802,0.32677
0.60831,0.32749
0.60859,0.32735
0.60888,0.32725
0.60916,0.32687
0.60945,0.32649
0.60974,0.32754
0.61002,0.32925
0.61031,0.32998
0.6106,0.32961
0.61089,0.33
0.61117,0.33035
0.61146,0.33053
0.61175,0.33001
0.61204,0.32932
0.61233,0.32975
0.61262,0.3297
0.61291,0.33007
0.6132,0.33037
0.61349,0.33022
0.61378,0.33002
0.61407,0.32955
0.61436,0.3297
0.61465,0.33025
0.61494,0.3303
0.61524,0.32959
0.61553,0.33015
0.61582,0.33045
0.61611,0.33007
0.61641,0.33063
0.6167,0.33096
0.61699,0.33139
0.61729,0.33117
0.61758,0.33108
0.61787,0.33117
0.61817,0.33151
0.61846,0.33246
0.61876,0.33284
0.61905,0.33288
0.61935,0.33209
0.61965,0.3322
0.61994,0.332
0.62024,0.33161
0.62054,0.33255
0.62083,0.33276
0.62113,0.33308
0.62143,0.33301
0.62173,0.33315
0.62203,0.33309
0.62232,0.33282
0.62262,0.33367
0.62292,0.33415
0.62322,0.33462
0.62352,0.33475
0.62382,0.33456
0.62412,0.33376
0.62442,0.33377
0.62472,0.33407
0.62502,0.33326
0.62533,0.33362
0.62563,0.3342
0.62593,0.33493
0.62623,0.33469
0.62654,0.3341
0.62684,0.33374
0.62714,0.33387
0.62744,0.33572
0.62775,0.33571
0.62805,0.33527
0.62836,0.3348
0.62866,0.33453
0.62897,0.33472
0.62927,0.33532
0.62958,0.33665
0.62988,0.33562
0.63019,0.33576
0.6305,0.33491
0.6308,0.3348
0.63111,0.33592
0.63142,0.33583
0.63173,0.33672
0.63203,0.33628
0.63234,0.32892
0.63327,0.35069
0.63358,0.32334
0.63389,0.33873
0.6342,0.33903
0.63451,0.33793
0.63482,0.33861
0.63513,0.33867
0.63544,0.33837
0.63575,0.33921
0.63607,0.33881
0.63638,0.33915
0.63669,0.33885
0.637,0.33914
0.63732,0.33904
0.63763,0.3391
0.63794,0.33922
0.63826,0.33825
0.63857,0.33908
0.63889,0.33989
0.6392,0.33997
0.63952,0.34032
0.63983,0.34083
0.64015,0.3412
0.64046,0.34118
0.64078,0.34111
0.6411,0.34084
0.64142,0.34131
0.64173,0.3416
0.64205,0.34114
0.64237,0.34113
0.64269,0.34144
0.64301,0.34139
0.64333,0.34138
0.64364,0.34168
0.64396,0.34134
0.64428,0.34201
0.64461,0.3435
0.64493,0.34386
0.64525,0.3435
0.64557,0.34313
0.64589,0.34354
0.64621,0.34404
0.64653,0.34419
0.64686,0.34443
0.64718,0.34446
0.6475,0.34444
0.64783,0.34402
0.64815,0.34359
0.64847,0.34391
0.6488,0.34425
0.64912,0.34418
0.64945,0.34433
0.64978,0.34504
0.6501,0.34607
0.65043,0.34676
0.65075,0.34651
0.65108,0.34579
0.65141,0.34549
0.65173,0.34609
0.65206,0.34681
0.65239,0.34685
0.65272,0.34678
0.65305,0.34681
0.65338,0.34724
0.65371,0.348
0.65404,0.3483
0.65437,0.34778
0.6547,0.34667
0.65503,0.34649
0.65536,0.34751
0.65569,0.34845
0.65602,0.34891
0.65635,0.34882
0.65669,0.34875
0.65702,0.34852
0.65735,0.34867
0.65769,0.34925
0.65802,0.34914
0.65836,0.34919
0.65869,0.34928
0.65902,0.34922
0.65936,0.34949
0.6597,0.34967
0.66003,0.34986
0.66037,0.3497
0.6607,0.34958
0.66104,0.34986
0.66138,0.35018
0.66172,0.35071
0.66205,0.35123
0.66239,0.35158
0.66273,0.35174
0.66307,0.35146
0.66341,0.35085
0.66375,0.35099
0.66409,0.35165
0.66443,0.35181
0.66477,0.3522
0.66511,0.3526
0.66545,0.35287
0.66579,0.35311
0.66614,0.35281
0.66648,0.35276
0.66682,0.35321
0.66716,0.35383
0.66751,0.35472
0.66785,0.35499
0.6682,0.35416
0.66854,0.35367
0.66889,0.35415
0.66923,0.35495
0.66958,0.35559
0.66992,0.35575
0.67027,0.35576
0.67062,0.35571
0.67096,0.35594
0.67131,0.35659
0.67166,0.35676
0.67201,0.35672
0.67236,0.35677
0.6727,0.35676
0.67305,0.3572
0.6734,0.35767
0.67375,0.35746
0.6741,0.35708
0.67445,0.35714
0.67481,0.35783
0.67516,0.3588
0.67551,0.35926
0.67586,0.3594
0.67621,0.35964
0.67657,0.3594
0.67692,0.35902
0.67727,0.35902
0.67763,0.35906
0.67798,0.35955
0.67834,0.36013
0.67869,0.3599
0.67905,0.35981
0.6794,0.36052
0.67976,0.36111
0.68012,0.3612
0.68047,0.36096
0.68083,0.36079
0.68119,0.36093
0.68155,0.36132
0.6819,0.36179
0.68226,0.36206
0.68262,0.36186
0.68298,0.36173
0.68334,0.36259
0.6837,0.36365
0.68406,0.36354
0.68443,0.36334
0.68479,0.36401
0.68515,0.36414
0.68551,0.36367
0.68587,0.36378
0.68624,0.36405
0.6866,0.36414
0.68696,0.36415
0.68733,0.3642
0.68769,0.3646
0.68806,0.36489
0.68842,0.36485
0.68879,0.365
0.68916,0.3652
0.68952,0.36534
0.68989,0.36566
0.69026,0.36597
0.69062,0.36657
0.69099,0.36741
0.69136,0.36768
0.69173,0.36767
0.6921,0.36749
0.69247,0.36732
0.69284,0.36768
0.69321,0.36823
0.69358,0.36853
0.69395,0.36869
0.69432,0.369
0.6947,0.36918
0.69507,0.36946
0.69544,0.37013
0.69581,0.37018
0.69619,0.36963
0.69656,0.36972
0.69694,0.37044
0.69731,0.37063
0.69769,0.37036
0.69806,0.37058
0.69844,0.37082
0.69881,0.37098
0.69919,0.37146
0.69957,0.37156
0.69995,0.37143
0.70032,0.37186
0.7007,0.37247
0.70108,0.37255
0.70146,0.37244
0.70184,0.37279
0.70222,0.37287
0.7026,0.37289
0.70298,0.37342
0.70336,0.37377
0.70375,0.37397
0.70413,0.37436
0.70451,0.37456
0.70489,0.37439
0.70528,0.37465
0.70566,0.37551
0.70605,0.3756
0.70643,0.37519
0.70682,0.37546
0.7072,0.37626
0.70759,0.37692
0.70797,0.37711
0.70836,0.37695
0.70875,0.37685
0.70914,0.37703
0.70952,0.3772
0.70991,0.37729
0.7103,0.37728
0.71069,0.37751
0.71108,0.37796
0.71147,0.3779
0.71186,0.37776
0.71225,0.37804
0.71265,0.37864
0.71304,0.37921
0.71343,0.37948
0.71382,0.37986
0.71422,0.38012
0.71461,0.38022
0.715,0.38024
0.7154,0.38033
0.71579,0.38065
0.71619,0.38085
0.71658,0.38135
0.71698,0.38171
0.71738,0.38148
0.71777,0.3814
0.71817,0.38136
0.71857,0.38143
0.71897,0.3818
0.71937,0.38242
0.71977,0.38297
0.72017,0.38279
0.72057,0.38276
0.72097,0.38312
0.72137,0.38315
0.72177,0.38338
0.72217,0.38353
0.72258,0.38348
0.72298,0.38362
0.72338,0.38361
0.72379,0.38376
0.72419,0.384
0.7246,0.38408
0.725,0.38439
0.72541,0.38503
0.72581,0.38542
0.72622,0.38503
0.72663,0.38494
0.72703,0.38524
0.72744,0.38515
0.72785,0.38514
0.72826,0.3853
0.72867,0.38562
0.72908,0.38596
0.72949,0.38599
0.7299,0.38607
0.73031,0.3865
0.73072,0.3871
0.73113,0.3872
0.73155,0.38703
0.73196,0.3873
0.73237,0.38788
0.73279,0.3881
0.7332,0.38783
0.73362,0.38779
0.73403,0.3881
0.73445,0.38816
0.73486,0.38804
0.73528,0.38786
0.7357,0.38759
0.73612,0.38779
0.73653,0.38857
0.73695,0.38887
0.73737,0.38875
0.73779,0.38899
0.73821,0.38922
0.73863,0.38913
0.73905,0.38896
0.73948,0.38893
0.7399,0.38898
0.74032,0.38912
0.74074,0.38961
0.74117,0.39003
0.74159,0.38992
0.74202,0.38979
0.74244,0.39
0.74287,0.38989
0.74329,0.38955
0.74372,0.38958
0.74415,0.38973
0.74457,0.38993
0.745,0.39035
0.74543,0.3904
0.74586,0.39023
0.74629,0.39035
0.74672,0.39061
0.74715,0.39057
0.74758,0.39023
0.74801,0.39019
0.74844,0.39046
0.74887,0.39036
0.74931,0.39047
0.74974,0.39098
0.75017,0.39097
0.75061,0.39069
0.75104,0.39076
0.75148,0.39078
0.75191,0.39051
0.75235,0.39051
0.75279,0.39069
0.75323,0.3906
0.75366,0.39059
0.7541,0.39052
0.75454,0.39032
0.75498,0.39036
0.75542,0.39065
0.75586,0.39053
0.7563,0.39008
0.75674,0.39016
0.75719,0.39042
0.75763,0.39036
0.75807,0.39005
0.75851,0.38966
0.75896,0.38952
0.7594,0.38946
0.75985,0.38934
0.76029,0.38924
0.76074,0.389
0.76119,0.38869
0.76163,0.38862
0.76208,0.38857
0.76253,0.38815
0.76298,0.38769
0.76343,0.3878
0.76388,0.38826
0.76433,0.38828
0.76478,0.38788
0.76523,0.38775
0.76568,0.38783
0.76614,0.38764
0.76659,0.38723
0.76704,0.38702
0.7675,0.38693
0.76795,0.38691
0.76841,0.38679
0.76886,0.38634
0.76932,0.38589
0.76977,0.38571
0.77023,0.38568
0.77069,0.38551
0.77115,0.38515
0.77161,0.38493
0.77207,0.38485
0.77253,0.3842
0.77299,0.38349
0.77345,0.38359
0.77391,0.3837
0.77437,0.3835
0.77484,0.3831
0.7753,0.38245
0.77576,0.38212
0.77623,0.38223
0.77669,0.38209
0.77716,0.38146
0.77762,0.38098
0.77809,0.3806
0.77856,0.38005
0.77903,0.37952
0.7795,0.37891
0.77996,0.37863
0.78043,0.37856
0.7809,0.37818
0.78138,0.37766
0.78185,0.37723
0.78232,0.37685
0.78279,0.37639
0.78326,0.37595
0.78374,0.37532
0.78421,0.37481
0.78469,0.37466
0.78516,0.37426
0.78564,0.37363
0.78611,0.37324
0.78659,0.37297
0.78707,0.3724
0.78755,0.37163
0.78803,0.37076
0.7885,0.36993
0.78898,0.36965
0.78946,0.36932
0.78995,0.36852
0.79043,0.36774
0.79091,0.3673
0.79139,0.36713
0.79188,0.36679
0.79236,0.36609
0.79284,0.3653
0.79333,0.36483
0.79382,0.36426
0.7943,0.3634
0.79479,0.36265
0.79528,0.36184
0.79576,0.36112
0.79625,0.36071
0.79674,0.3602
0.79723,0.35937
0.79772,0.35867
0.79822,0.35831
0.79871,0.35786
0.7992,0.35721
0.79969,0.35654
0.80019,0.35569
0.80068,0.35481
0.80117,0.35413
0.80167,0.35347
0.80217,0.35262
0.80266,0.35182
0.80316,0.35132
0.80366,0.35087
0.80416,0.35019
0.80466,0.3494
0.80516,0.34868
0.80566,0.34794
0.80616,0.34703
0.80666,0.34627
0.80716,0.34567
0.80766,0.34461
0.80817,0.34355
0.80867,0.34296
0.80918,0.34231
0.80968,0.34132
0.81019,0.34042
0.81069,0.33987
0.8112,0.33916
0.81171,0.33833
0.81222,0.3376
0.81273,0.33676
0.81324,0.33608
0.81375,0.33547
0.81426,0.33468
0.81477,0.33382
0.81528,0.333
0.8158,0.33223
0.81631,0.33123
0.81682,0.33027
0.81734,0.3297
0.81786,0.32887
0.81837,0.32774
0.81889,0.32696
0.81941,0.32643
0.81992,0.32569
0.82044,0.32466
0.82096,0.32376
0.82148,0.32319
0.822,0.32249
0.82253,0.32146
0.82305,0.32028
0.82357,0.31921
0.82409,0.31847
0.82462,0.31788
0.82514,0.31725
0.82567,0.31637
0.8262,0.31536
0.82672,0.3146
0.82725,0.31395
0.82778,0.31324
0.82831,0.31246
0.82884,0.31156
0.82937,0.31061
0.8299,0.30971
0.83043,0.30888
0.83096,0.30816
0.8315,0.3072
0.83203,0.30604
0.83256,0.30538
0.8331,0.30482
0.83363,0.30373
0.83417,0.30283
0.83471,0.30247
0.83525,0.30187
0.83578,0.30081
0.83632,0.29984
0.83686,0.29911
0.8374,0.29845
0.83794,0.29773
0.83849,0.29698
0.83903,0.29629
0.83957,0.29557
0.84012,0.29483
0.84066,0.29398
0.84121,0.29307
0.84175,0.29238
0.8423,0.29181
0.84285,0.29105
0.8434,0.29009
0.84395,0.2893
0.8445,0.28874
0.84505,0.28807
0.8456,0.28711
0.84615,0.28601
0.8467,0.2852
0.84726,0.28457
0.84781,0.28383
0.84836,0.28295
0.84892,0.28216
0.84948,0.28168
0.85003,0.28111
0.85059,0.28031
0.85115,0.27952
0.85171,0.27872
0.85227,0.27795
0.85283,0.27727
0.85339,0.27657
0.85395,0.2758
0.85452,0.27516
0.85508,0.27462
0.85564,0.27403
0.85621,0.27332
0.85678,0.27246
0.85734,0.27185
0.85791,0.27149
0.85848,0.27082
0.85905,0.26987
0.85962,0.26905
0.86019,0.26855
0.86076,0.26813
0.86133,0.2676
0.8619,0.26704
0.86248,0.26641
0.86305,0.2658
0.86362,0.26522
0.8642,0.2646
0.86478,0.26386
0.86535,0.26324
0.86593,0.26271
0.86651,0.26209
0.86709,0.26153
0.86767,0.26099
0.86825,0.26035
0.86883,0.25975
0.86942,0.25922
0.87,0.25864
0.87058,0.258
0.87117,0.25743
0.87176,0.25702
0.87234,0.25665
0.87293,0.25614
0.87352,0.25565
0.87411,0.25521
0.8747,0.25468
0.87529,0.25411
0.87588,0.25361
0.87647,0.25315
0.87706,0.25264
0.87766,0.25208
0.87825,0.25157
0.87885,0.25115
0.87944,0.2507
0.88004,0.25028
0.88064,0.24995
0.88124,0.2495
0.88184,0.24896
0.88244,0.24852
0.88304,0.24817
0.88364,0.24773
0.88424,0.24721
0.88485,0.24679
0.88545,0.24649
0.88606,0.24616
0.88666,0.24572
0.88727,0.24534
0.88788,0.24502
0.88849,0.24467
0.8891,0.24429
0.88971,0.24387
0.89032,0.24347
0.89093,0.24314
0.89154,0.24284
0.89215,0.24252
0.89277,0.24215
0.89338,0.24183
0.894,0.24159
0.89462,0.24128
0.89524,0.24089
0.89585,0.24062
0.89647,0.24038
0.89709,0.24006
0.89772,0.23976
0.89834,0.23955
0.89896,0.23939
0.89958,0.2392
0.90021,0.23893
0.90083,0.23866
0.90146,0.23852
0.90209,0.23845
0.90272,0.23828
0.90335,0.23801
0.90398,0.23777
0.90461,0.23761
0.90524,0.23751
0.90587,0.23745
0.9065,0.23736
0.90714,0.23722
0.90777,0.23704
0.90841,0.23686
0.90905,0.23674
0.90968,0.23667
0.91032,0.23655
0.91096,0.2364
0.9116,0.23633
0.91225,0.23636
0.91289,0.23634
0.91353,0.23622
0.91418,0.23615
0.91482,0.2362
0.91547,0.23623
0.91611,0.23623
0.91676,0.2362
0.91741,0.23616
0.91806,0.23621
0.91871,0.2363
0.91936,0.23633
0.92001,0.2363
0.92067,0.23633
0.92132,0.23641
0.92198,0.23646
0.92263,0.2365
0.92329,0.23658
0.92395,0.23665
0.92461,0.23671
0.92527,0.23681
0.92593,0.23698
0.92659,0.23716
0.92725,0.23736
0.92792,0.23757
0.92858,0.23773
0.92925,0.23785
0.92991,0.23799
0.93058,0.23818
0.93125,0.23839
0.93192,0.23863
0.93259,0.23889
0.93326,0.23912
0.93393,0.23935
0.93461,0.23965
0.93528,0.23994
0.93596,0.24015
0.93663,0.24033
0.93731,0.24053
0.93799,0.24076
0.93867,0.24102
0.93935,0.24129
0.94003,0.2416
0.94071,0.24196
0.9414,0.24229
0.94208,0.24263
0.94276,0.24302
0.94345,0.24337
0.94414,0.24374
0.94483,0.2441
0.94551,0.24447
0.94621,0.24488
0.9469,0.24526
0.94759,0.24565
0.94828,0.24609
0.94898,0.24658
0.94967,0.24709
0.95037,0.24759
0.95106,0.24807
0.95176,0.24854
0.95246,0.24902
0.95316,0.24957
0.95386,0.25016
0.95457,0.25072
0.95527,0.25128
0.95597,0.25184
0.95668,0.25242
0.95739,0.253
0.95809,0.25354
0.9588,0.2541
0.95951,0.25472
0.96022,0.25536
0.96094,0.25601
0.96165,0.25668
0.96236,0.25732
0.96308,0.25794
0.96379,0.25862
0.96451,0.25937
0.96523,0.26013
0.96595,0.26086
0.96667,0.26158
0.96739,0.2623
0.96811,0.26299
0.96883,0.26369
0.96956,0.26445
0.97029,0.26518
0.97101,0.26589
0.97174,0.2667
0.97247,0.26755
0.9732,0.26838
0.97393,0.2692
0.97466,0.27011
0.9754,0.27105
0.97613,0.27197
0.97687,0.2728
0.9776,0.27362
0.97834,0.27445
0.97908,0.27532
0.97982,0.27624
0.98056,0.2772
0.9813,0.27816
0.98205,0.27908
0.98279,0.28004
0.98354,0.28106
0.98428,0.28204
0.98503,0.28299
0.98578,0.28399
0.98653,0.28504
0.98728,0.28606
0.98803,0.28704
0.98879,0.28801
0.98954,0.289
0.9903,0.29001
0.99106,0.29108
0.99181,0.29217
0.99257,0.2932
0.99333,0.29423
0.9941,0.2953
0.99486,0.29641
0.99562,0.29752
0.99639,0.29859
0.99715,0.29967
0.99792,0.30085
0.99869,0.30203
0.99946,0.30317
1.0002,0.30429
1.001,0.30544
1.0018,0.3066
1.0026,0.30775
1.0033,0.30892
1.0041,0.31007
1.0047,0.31055
1.0049,0.31081
1.0051,0.31081
1.0053,0.31113
1.0055,0.31195
1.0057,0.31283
1.0059,0.31313
1.0061,0.31275
1.0062,0.31246
1.0064,0.31273
1.0066,0.3131
1.0068,0.31328
1.007,0.31361
1.0072,0.31416
1.0074,0.31446
1.0076,0.31436
1.0078,0.31429
1.008,0.31489
1.0082,0.31633
1.0084,0.31761
1.0086,0.31776
1.0088,0.31759
1.009,0.31824
1.0092,0.3188
1.0094,0.31826
1.0096,0.31791
1.0098,0.31878
1.01,0.31964
1.0102,0.31976
1.0104,0.31995
1.0106,0.32038
1.0108,0.32073
1.011,0.32109
1.0112,0.32115
1.0114,0.32075
1.0115,0.32097
1.0117,0.32206
1.0119,0.32273
1.0121,0.32294
1.0123,0.32368
1.0125,0.32454
1.0127,0.32494
1.0129,0.32549
1.0131,0.32601
1.0133,0.32559
1.0135,0.32481
1.0137,0.3248
1.0139,0.32533
1.0141,0.32558
1.0143,0.32568
1.0145,0.3262
1.0147,0.32691
1.0149,0.32732
1.0151,0.32765
1.0153,0.32798
1.0155,0.32766
1.0157,0.32715
1.0159,0.32773
1.0161,0.32915
1.0163,0.3302
1.0165,0.33075
1.0167,0.33102
1.0169,0.3307
1.0171,0.33003
1.0173,0.33024
1.0175,0.33203
1.0177,0.33417
1.0179,0.33487
1.0181,0.33419
1.0183,0.33312
1.0185,0.33211
1.0187,0.33185
1.0189,0.33288
1.0191,0.33398
1.0193,0.33396
1.0195,0.33376
1.0197,0.3344
1.0199,0.33542
1.0201,0.33639
1.0203,0.33732
1.0205,0.33769
1.0207,0.33716
1.0209,0.33647
1.0211,0.33641
1.0213,0.33696
1.0215,0.33796
1.0217,0.33932
1.0219,0.34041
1.0221,0.34056
1.0223,0.34017
1.0225,0.34021
1.0227,0.34068
1.0229,0.34085
1.0231,0.3411
1.0233,0.34217
1.0235,0.34305
1.0237,0.34248
1.0239,0.34123
1.0241,0.34082
1.0243,0.34177
