OC-LP-B1_2,
1.05,0.29637157
1.055,0.296538228
1.06,0.297055484
1.065,0.297539176
1.07,0.298057581
1.075,0.298489451
1.08,0.299048551
1.085,0.29977434
1.09,0.300650996
1.095,0.301573055
1.1,0.302398698
1.11,0.303624955
1.12,0.305097274
1.13,0.306383838
1.14,0.30750026
1.15,0.308358966
1.16,0.308992325
1.17,0.309393193
1.18,0.309642823
1.19,0.309803475
1.2,0.310009452
1.21,0.310145989
1.22,0.31029953
1.23,0.310439445
1.24,0.310623645
1.25,0.310914185
1.26,0.311221401
1.27,0.311577213
1.28,0.311876321
1.29,0.312277003
1.3,0.312644092
1.31,0.313044679
1.32,0.313418198
1.33,0.313914656
1.34,0.314510791
1.35,0.315200732
1.36,0.315878806
1.37,0.316472005
1.38,0.316940095
1.39,0.317353902
1.4,0.317721259
1.41,0.317992345
1.42,0.31819166
1.43,0.318366389
1.44,0.318603192
1.45,0.31871856
1.46,0.31871276
1.47,0.318579333
1.48,0.318385153
1.49,0.318169625
1.5,0.317743088
1.51,0.317277631
1.52,0.316673065
1.53,0.316096288
1.54,0.315451137
1.55,0.314672372
1.56,0.31383044
1.57,0.312883188
1.58,0.311895791
1.59,0.310907159
1.6,0.309852948
1.61,0.308796377
1.62,0.307593827
1.63,0.306381194
1.64,0.305077837
1.65,0.303784273
1.66,0.302490941
1.67,0.301333349
1.68,0.299827055
1.69,0.298562594
1.7,0.297066848
1.71,0.29595304
1.72,0.294646629
1.73,0.293406855
1.74,0.292017977
1.75,0.290468048
1.76,0.288972365
1.77,0.287600963
1.78,0.286545967
1.79,0.285233897
1.8,0.283936641
1.81,0.28249468
1.82,0.2813586
1.83,0.280329314
1.84,0.279293345
1.85,0.278326836
1.86,0.277384667
1.87,0.27652917
1.88,0.275651071
1.89,0.274856731
1.9,0.274103449
1.91,0.273503757
1.92,0.272887877
1.93,0.272380308
1.94,0.271975192
1.95,0.271796137
1.96,0.271754647
1.97,0.271792004
1.98,0.271548163
1.99,0.271029656
2,0.271156716
2.01,0.27161031
2.02,0.272276011
2.03,0.272380084
2.04,0.272319288
2.05,0.272376573
2.06,0.272426056
2.07,0.272697271
2.08,0.273074804
2.09,0.273538608
2.1,0.273985264
2.11,0.274225573
2.12,0.274287652
2.13,0.274054204
2.14,0.273597347
2.15,0.272983218
2.16,0.272545684
2.17,0.272272493
2.18,0.272144129
2.19,0.272072892
2.2,0.272023436
2.21,0.272163123
2.22,0.272310499
2.23,0.272627856
2.24,0.27293298
2.25,0.273330251
2.26,0.273937473
2.27,0.274685434
2.28,0.275302932
2.29,0.275312503
2.3,0.274873042
2.31,0.27419325
2.32,0.273904881
2.33,0.273703586
2.34,0.27392211
2.35,0.274164319
2.36,0.274348209
2.37,0.274166986
2.38,0.273853678
2.39,0.273741443
2.4,0.273690668
2.41,0.27341845
2.42,0.273179018
2.43,0.273045074
2.44,0.27323948
2.45,0.273261762
2.46,0.273188548
2.47,0.273013427
2.48,0.273037242
2.49,0.271841076
2.5,0.26933167
