Brown University Keck/NASA Relab Spectrum OC-TXH-011-D35/C1OC11D35,,
W,R,Standard Deviation
2.425,0.26936,0.00315
2.43,0.26994,0.00302
2.435,0.27011,0.00321
2.44,0.27006,0.00342
2.445,0.27097,0.00345
2.45,0.27004,0.00279
2.455,0.26976,0.00318
2.46,0.26987,0.00383
2.465,0.26994,0.00332
2.47,0.2704,0.00392
2.475,0.27088,0.00323
2.48,0.27199,0.00333
2.485,0.2701,0.00354
2.49,0.27052,0.00315
2.495,0.27066,0.00365
2.5,0.26911,0.00319
2.505,0.26942,0.00314
2.51,0.26939,0.00311
2.515,0.26945,0.0028
2.52,0.26995,0.00331
2.525,0.27016,0.0035
2.53,0.27023,0.00384
2.535,0.27034,0.00338
2.54,0.2703,0.00349
2.545,0.27063,0.00333
2.55,0.27155,0.00412
2.555,0.27087,0.00348
2.56,0.27106,0.00426
2.565,0.27051,0.00409
2.57,0.27084,0.0044
2.575,0.26952,0.00529
2.58,0.27096,0.00458
2.585,0.2692,0.00518
2.59,0.27113,0.00462
2.595,0.27125,0.00604
2.6,0.27163,0.00436

