Brown University Keck/NASA Relab Spectrum OC-TXH-011-D35/C1OC11D35,,
W,R,Standard Deviation
0.28,0.0685,0.009
0.285,0.06822,0.00325
0.29,0.0686,0.00177
0.295,0.06952,0.00122
0.3,0.07047,0.00111
0.305,0.07204,0.00111
0.31,0.07413,0.00096
0.315,0.07702,0.00101
0.32,0.0805,0.0011
0.325,0.08391,0.00113
0.33,0.08741,0.00112
0.335,0.09098,0.00125
0.34,0.09441,0.00139
0.345,0.09779,0.00142
0.35,0.1013,0.00145
0.355,0.10517,0.00159
0.36,0.10902,0.00162
0.365,0.1126,0.0017
0.37,0.11594,0.00175
0.375,0.11919,0.00174
0.38,0.12225,0.00188
0.385,0.12525,0.00184
0.39,0.12756,0.00192
0.395,0.1302,0.002
0.4,0.13296,0.00169
0.405,0.13534,0.00203
0.41,0.13793,0.00196
0.415,0.14028,0.00193
0.42,0.1427,0.00192
0.425,0.14498,0.00164
0.43,0.14721,0.00163
0.435,0.14949,0.0016
0.44,0.15146,0.00169
0.445,0.15334,0.00168
0.45,0.15499,0.0017
0.455,0.15671,0.0017
0.46,0.15866,0.00167
0.465,0.16072,0.0017
0.47,0.16243,0.00171
0.475,0.16457,0.00172
0.48,0.16645,0.00176
0.485,0.16841,0.00175
0.49,0.16996,0.00173
0.495,0.17157,0.00179
0.5,0.17339,0.00176
0.505,0.17484,0.00175
0.51,0.17687,0.0018
0.515,0.17879,0.00181
0.52,0.18031,0.00181
0.525,0.18184,0.00189
0.53,0.18338,0.00189
0.535,0.18505,0.00191
0.54,0.18643,0.00188
0.545,0.18773,0.00188
0.55,0.18901,0.0019
0.555,0.19037,0.00192
0.56,0.19177,0.00196
0.565,0.19296,0.00198
0.57,0.19413,0.00196
0.575,0.19532,0.00201
0.58,0.19635,0.00193
0.585,0.19736,0.00204
0.59,0.19844,0.00207
0.595,0.19947,0.00202
0.6,0.20037,0.00204
0.605,0.20121,0.00204
0.61,0.20224,0.00211
0.615,0.20319,0.00209
0.62,0.20407,0.0021
0.625,0.20497,0.00207
0.63,0.20565,0.00213
0.635,0.20656,0.00214
0.64,0.20741,0.00216
0.645,0.2084,0.00217
0.65,0.20937,0.0022
0.655,0.20954,0.00216
0.66,0.21031,0.00217
0.665,0.21123,0.00221
0.67,0.21248,0.00226
0.675,0.21369,0.00226
0.68,0.21466,0.00219
0.685,0.21541,0.00224
0.69,0.2161,0.00228
0.695,0.21664,0.0023
0.7,0.21718,0.00235
0.705,0.21732,0.00232
0.71,0.21779,0.00227
0.715,0.21815,0.00227
0.72,0.21841,0.00223
0.725,0.2188,0.00226
0.73,0.21891,0.00239
0.735,0.21897,0.00226
0.74,0.21907,0.0023
0.745,0.21911,0.00234
0.75,0.21902,0.00229
0.755,0.21884,0.00229
0.76,0.2186,0.00226
0.765,0.21834,0.00227
0.77,0.21802,0.00227
0.775,0.21757,0.00226
0.78,0.21694,0.00229
0.785,0.2163,0.00221
0.79,0.2155,0.00232
0.795,0.21463,0.00227
0.8,0.21322,0.00688
0.805,0.2127,0.00684
0.81,0.21172,0.00648
0.815,0.21059,0.00643
0.82,0.20934,0.00606
0.825,0.20795,0.00575
0.83,0.20642,0.00561
0.835,0.20499,0.00506
0.84,0.2034,0.00489
0.845,0.20192,0.00471
0.85,0.20122,0.0045
0.855,0.1995,0.0058
0.86,0.19899,0.00575
0.865,0.19726,0.00491
0.87,0.19635,0.00493
0.875,0.19505,0.00391
0.88,0.19364,0.00368
0.885,0.1939,0.00313
0.89,0.19256,0.003
0.895,0.19201,0.0029
0.9,0.19097,0.00288
0.905,0.19162,0.00275
0.91,0.19105,0.00298
0.915,0.19087,0.00257
0.92,0.1913,0.00251
0.925,0.19133,0.00279
0.93,0.19079,0.00263
0.935,0.19179,0.00226
0.94,0.19166,0.00255
0.945,0.19207,0.00242
0.95,0.19242,0.00225
0.955,0.19262,0.00249
0.96,0.19269,0.00275
0.965,0.19301,0.00268
0.97,0.19401,0.00247
0.975,0.1955,0.00246
0.98,0.19505,0.00275
0.985,0.19602,0.00241
0.99,0.19667,0.00237
0.995,0.19761,0.00245
1,0.198,0.00255
1.005,0.19837,0.00274
1.01,0.19865,0.00295
1.015,0.19991,0.00275
1.02,0.20055,0.00277
1.025,0.20163,0.00297
1.03,0.20168,0.00262
1.035,0.20265,0.00283
1.04,0.20265,0.00247
1.045,0.20303,0.00248
1.05,0.20368,0.00226
1.055,0.20513,0.00255
1.06,0.20567,0.00274
1.065,0.20579,0.00256
1.07,0.20713,0.00261
1.075,0.20837,0.00297
1.08,0.20871,0.00244
1.085,0.21005,0.00227
1.09,0.21084,0.0026
1.095,0.21205,0.00253
1.1,0.21248,0.00302
1.105,0.21297,0.00245
1.11,0.21445,0.00239
1.115,0.21516,0.00245
1.12,0.21692,0.00223
1.125,0.21732,0.00256
1.13,0.21838,0.00257
1.135,0.21885,0.00242
1.14,0.22022,0.00226
1.145,0.22123,0.00234
1.15,0.22157,0.0024
1.155,0.22269,0.0027
1.16,0.22314,0.00294
1.165,0.22484,0.00306
1.17,0.22476,0.00273
1.175,0.22543,0.00273
1.18,0.22527,0.00269
1.185,0.22784,0.00298
1.19,0.22717,0.00233
1.195,0.22784,0.00255
1.2,0.22845,0.00234
1.205,0.22941,0.00301
1.21,0.22911,0.00278
1.215,0.23006,0.00252
1.22,0.23065,0.00266
1.225,0.23133,0.00265
1.23,0.23089,0.00296
1.235,0.23137,0.00267
1.24,0.23297,0.00256
1.245,0.23272,0.00286
1.25,0.23379,0.00219
1.255,0.23397,0.00235
1.26,0.23417,0.0024
1.265,0.23566,0.00216
1.27,0.23636,0.00218
1.275,0.23669,0.00245
1.28,0.23632,0.00263
1.285,0.23708,0.00342
1.29,0.23782,0.00311
1.295,0.23886,0.00359
1.3,0.23907,0.00293
1.305,0.24059,0.00356
1.31,0.24043,0.00313
1.315,0.24085,0.00347
1.32,0.24208,0.00356
1.325,0.24287,0.003
1.33,0.24301,0.00305
1.335,0.2443,0.00298
1.34,0.24519,0.0034
1.345,0.24588,0.00315
1.35,0.24581,0.00294
1.355,0.24637,0.00356
1.36,0.24772,0.0031
1.365,0.24728,0.00358
1.37,0.24733,0.00316
1.375,0.24934,0.00294
1.38,0.25008,0.00356
1.385,0.25043,0.0029
1.39,0.25128,0.003
1.395,0.2516,0.00284
1.4,0.2518,0.00311
1.405,0.25301,0.00309
1.41,0.25324,0.00296
1.415,0.2548,0.00269
1.42,0.2548,0.00308
1.425,0.2559,0.00275
1.43,0.25622,0.0027
1.435,0.25681,0.00275
1.44,0.25771,0.00297
1.445,0.25766,0.00283
1.45,0.25828,0.00276
1.455,0.25915,0.00259
1.46,0.25891,0.00308
1.465,0.25899,0.00298
1.47,0.26001,0.00293
1.475,0.26014,0.00288
1.48,0.26011,0.00333
1.485,0.2616,0.00309
1.49,0.26178,0.00321
1.495,0.26155,0.00299
1.5,0.26214,0.00277
1.505,0.26252,0.00302
1.51,0.26245,0.00305
1.515,0.26272,0.00252
1.52,0.26315,0.00283
1.525,0.26331,0.00303
1.53,0.26306,0.00266
1.535,0.26369,0.00274
1.54,0.26351,0.00287
1.545,0.26411,0.00276
1.55,0.26352,0.00316
1.555,0.26398,0.00258
1.56,0.26406,0.00277
1.565,0.26392,0.0031
1.57,0.26441,0.00287
1.575,0.26397,0.00259
1.58,0.26361,0.00291
1.585,0.26381,0.00299
1.59,0.26364,0.00296
1.595,0.26314,0.00309
1.6,0.26336,0.0027
1.605,0.26285,0.00293
1.61,0.26396,0.00283
1.615,0.26331,0.00313
1.62,0.263,0.00292
1.625,0.26258,0.00297
1.63,0.26284,0.00296
1.635,0.26256,0.00321
1.64,0.2614,0.00273
1.645,0.2618,0.00259
1.65,0.26124,0.00272
1.655,0.26106,0.0028
1.66,0.26115,0.00284
1.665,0.26079,0.00299
1.67,0.26086,0.00284
1.675,0.26035,0.00259
1.68,0.26041,0.00301
1.685,0.26006,0.00286
1.69,0.26014,0.0029
1.695,0.25965,0.00301
1.7,0.25985,0.00312
1.705,0.2592,0.00303
1.71,0.25873,0.00273
1.715,0.25945,0.00258
1.72,0.25785,0.00242
1.725,0.25802,0.00284
1.73,0.25796,0.00284
1.735,0.25744,0.00279
1.74,0.25759,0.00271
1.745,0.25719,0.0027
1.75,0.25688,0.00275
1.755,0.25628,0.0029
1.76,0.25632,0.00265
1.765,0.25533,0.00307
1.77,0.2558,0.0027
1.775,0.25545,0.00268
1.78,0.25511,0.00297
1.785,0.2549,0.00282
1.79,0.25455,0.00292
1.795,0.25469,0.00279
1.8,0.25434,0.00285
1.805,0.25402,0.00269
1.81,0.25338,0.00294
1.815,0.25378,0.00272
1.82,0.25322,0.0033
1.825,0.25307,0.00279
1.83,0.25272,0.00306
1.835,0.25283,0.00334
1.84,0.25239,0.00318
1.845,0.25246,0.00301
1.85,0.25205,0.00296
1.855,0.25229,0.00277
1.86,0.25206,0.00298
1.865,0.25196,0.0024
1.87,0.2517,0.00339
1.875,0.25167,0.00327
1.88,0.25133,0.00254
1.885,0.2511,0.00258
1.89,0.25117,0.00309
1.895,0.25092,0.00302
1.9,0.25114,0.00283
1.905,0.2511,0.00295
1.91,0.25116,0.00282
1.915,0.2513,0.00279
1.92,0.25158,0.00285
1.925,0.25179,0.00274
1.93,0.25078,0.00293
1.935,0.25082,0.00257
1.94,0.25165,0.00289
1.945,0.25171,0.00285
1.95,0.25122,0.00329
1.955,0.25051,0.00269
1.96,0.25135,0.0027
1.965,0.25221,0.00299
1.97,0.25173,0.00301
1.975,0.25174,0.00299
1.98,0.25183,0.00279
1.985,0.25247,0.00296
1.99,0.253,0.00297
1.995,0.25253,0.00281
2,0.25303,0.0029
2.005,0.25261,0.00268
2.01,0.25342,0.00324
2.015,0.25406,0.00309
2.02,0.25373,0.0028
2.025,0.25499,0.00299
2.03,0.25452,0.00351
2.035,0.25434,0.00379
2.04,0.25421,0.00302
2.045,0.25498,0.00296
2.05,0.2546,0.00294
2.055,0.25539,0.00324
2.06,0.25592,0.00304
2.065,0.25596,0.0025
2.07,0.2562,0.00296
2.075,0.25682,0.00338
2.08,0.2566,0.00315
2.085,0.257,0.00334
2.09,0.25702,0.00316
2.095,0.25783,0.00316
2.1,0.25874,0.00312
2.105,0.25821,0.00271
2.11,0.25849,0.00301
2.115,0.25903,0.00294
2.12,0.25952,0.00279
2.125,0.25979,0.00347
2.13,0.26014,0.00267
2.135,0.26055,0.00296
2.14,0.2601,0.00293
2.145,0.26058,0.00302
2.15,0.26088,0.00312
2.155,0.2615,0.00342
2.16,0.26135,0.00307
2.165,0.26155,0.00334
2.17,0.26227,0.00331
2.175,0.26307,0.00337
2.18,0.26261,0.00307
2.185,0.26352,0.0029
2.19,0.26416,0.00328
2.195,0.26398,0.00304
2.2,0.26479,0.00395
2.205,0.26479,0.00327
2.21,0.26415,0.00345
2.215,0.26499,0.00362
2.22,0.26543,0.00386
2.225,0.26567,0.00342
2.23,0.26504,0.00357
2.235,0.26566,0.00344
2.24,0.26562,0.00367
2.245,0.26542,0.0036
2.25,0.26687,0.00326
2.255,0.26627,0.00356
2.26,0.26648,0.0037
2.265,0.26688,0.00393
2.27,0.26709,0.00347
2.275,0.26762,0.00372
2.28,0.2678,0.00367
2.285,0.26799,0.0036
2.29,0.26822,0.004
2.295,0.26881,0.00368
2.3,0.26861,0.00328
2.305,0.26776,0.00357
2.31,0.26802,0.00383
2.315,0.26796,0.00306
2.32,0.26886,0.00352
2.325,0.26895,0.00342
2.33,0.26879,0.00341
2.335,0.2685,0.00355
2.34,0.26921,0.00375
2.345,0.26918,0.00351
2.35,0.2695,0.00353
2.355,0.26942,0.00309
2.36,0.26886,0.00348
2.365,0.26924,0.00289
2.37,0.26835,0.00329
2.375,0.2688,0.00318
2.38,0.26899,0.00364
2.385,0.26976,0.00322
2.39,0.26909,0.00302
2.395,0.27019,0.00296
2.4,0.26972,0.00321
2.405,0.26945,0.00303
2.41,0.26958,0.0032
2.415,0.26997,0.0031
2.42,0.27065,0.0031
