OWN_OLV_0,
W,R
1.675128367,0.852445912
1.678367226,0.853048468
1.681606084,0.853751353
1.684844943,0.854153251
1.687543992,0.854454723
1.689973136,0.854856475
1.692942089,0.855157996
1.696180948,0.855559893
1.699419807,0.855961791
1.702658665,0.856363689
1.706437334,0.856665355
1.709946097,0.856966973
1.712915051,0.857268493
1.716423814,0.857570111
1.719392768,0.857871631
1.723171436,0.858072968
1.725870485,0.858073453
1.729109344,0.858074036
1.731808392,0.858375508
1.735047251,0.858677076
1.738286109,0.859279632
1.740985158,0.859781762
1.743684207,0.859982905
1.746653161,0.860284426
1.749622115,0.860485617
1.752860973,0.860887515
1.756639641,0.860988523
1.7598785,0.860989105
1.762307644,0.8611902
1.765816407,0.861190831
1.769055266,0.861592728
1.771754315,0.861994529
1.774723268,0.862195721
1.777962127,0.862196303
1.7820107,0.86229736
1.785519464,0.862598977
1.788758322,0.862699888
1.791997181,0.863001457
1.794966135,0.863202649
1.797665183,0.863504121
1.800364232,0.863705264
1.803333186,0.864006784
1.80630214,0.864107647
1.809001188,0.86430879
1.812509952,0.864610407
1.816018715,0.864811696
1.819257574,0.865012936
1.822496432,0.865214176
1.825735291,0.865515745
1.82897415,0.865616656
1.831943103,0.865918177
1.835451867,0.866119465
1.839230535,0.86652146
1.842469394,0.866923358
1.845978157,0.867124646
1.848947111,0.867225509
1.852455874,0.867326469
1.855154923,0.867427283
1.858123877,0.867728803
1.860822926,0.867929946
1.864601594,0.868030954
1.868380262,0.868131963
1.871619121,0.868232874
1.874857979,0.868032798
1.878096838,0.867933051
1.881335697,0.867833304
1.883494936,0.867633035
1.88592408,0.867232156
1.887813414,0.866831179
1.889702748,0.866430203
1.892131892,0.865828666
1.895100846,0.865327555
1.897529989,0.865027005
1.900498943,0.864525894
1.902928087,0.864125015
1.90697666,0.864025414
1.909675709,0.864025899
1.913184473,0.864126859
1.916423331,0.864127441
1.91966219,0.864228352
1.922631143,0.864630201
1.925600097,0.864630735
1.928838956,0.864932304
1.931538004,0.865233776
1.934237053,0.865434919
1.937745817,0.865836865
1.94179439,0.866238909
1.943953629,0.866439955
1.947192488,0.866641195
1.949621632,0.866942618
1.952590585,0.867344468
1.955559539,0.86744533
1.958528493,0.86784718
1.96338678,0.868249369
1.966625639,0.868751596
1.968514973,0.869052922
1.971214022,0.869555052
1.974182976,0.869655914
1.976342215,0.870057618
1.980120883,0.870459613
1.982010217,0.870861269
1.985518981,0.871263215
1.988487934,0.871464406
1.991996698,0.871866353
1.994965652,0.87246886
1.996854986,0.873071173
2.000363749,0.873372791
2.003602608,0.874075676
2.006841466,0.874377245
2.01035023,0.875080178
2.013049279,0.875481979
2.016827947,0.87618496
2.019526996,0.876887748
2.022495949,0.877189269
2.025464903,0.877591118
2.028163952,0.878093248
2.031402811,0.878595475
2.03356205,0.878696192
2.036531003,0.878997712
2.039499957,0.879098575
2.042738816,0.879500473
2.045707769,0.88010298
2.048676723,0.880103513
2.051375772,0.880304657
2.054884535,0.880907261
2.058933108,0.881208975
2.061632157,0.881309789
2.065950635,0.881511224
2.068649684,0.881812695
2.071888543,0.882314922
2.076207021,0.882516356
2.079445879,0.882617268
2.082684738,0.882818508
2.086463406,0.883120174
2.090781884,0.883421937
2.094830458,0.883522993
2.098609126,0.884125646
2.102657699,0.884226703
2.105086843,0.884528126
2.109135416,0.884629183
2.112914085,0.884730191
2.116422848,0.884831151
2.120201516,0.885132817
2.12317047,0.885233679
2.126409329,0.885535248
2.129648187,0.885736488
2.133696761,0.885937874
2.137475429,0.886038882
2.140444383,0.886139745
2.144223051,0.886441411
2.148271624,0.886442138
2.151510483,0.886543049
2.154209532,0.886744192
2.157718295,0.886845152
2.161496963,0.88694616
2.165275632,0.887047168
2.16851449,0.887148079
2.171753349,0.887349319
2.175532017,0.887450328
2.178500971,0.887751848
2.180930115,0.887150311
2.183089354,0.886247739
2.184708783,0.885646056
2.186868022,0.8851448
2.188757356,0.884643495
2.190646691,0.88414219
2.19280593,0.883741262
2.195504978,0.88344076
2.199283647,0.883341111
2.203062315,0.883141132
2.206840983,0.882941153
2.209540032,0.88284131
2.212778891,0.882741563
2.21547794,0.882742048
2.218176988,0.882541875
2.220876037,0.882442031
2.223305181,0.882342139
2.227353754,0.882543525
2.230862518,0.882744813
2.234641186,0.882544835
2.23761014,0.882645697
2.240848998,0.882746608
2.244627667,0.882747288
2.24813643,0.882747918
2.251645194,0.882848878
2.254884052,0.882949789
2.258662721,0.883151126
2.262171484,0.883151757
2.266220057,0.882851498
2.269458916,0.882651422
2.272157965,0.882752236
2.275936633,0.882552257
2.280255111,0.882753692
2.28349397,0.882553616
2.286732828,0.882554198
2.289431877,0.882554683
2.292670736,0.882555265
2.295909594,0.882555848
2.299688263,0.882355869
2.302117406,0.88195499
2.304276646,0.881554062
2.306435885,0.880952477
2.308325219,0.880049856
2.309944648,0.879448173
2.311564077,0.87894682
2.314263126,0.879047634
2.315342746,0.879950788
2.31669227,0.88095432
2.318311699,0.881957901
2.319661224,0.882961433
2.320740843,0.8835636
2.322360273,0.884366523
2.323979702,0.884968788
2.325599131,0.885370394
2.326678751,0.885872233
2.329377799,0.886374363
2.331806943,0.886976773
2.334236087,0.887579183
2.337744851,0.888181788
2.3404439,0.88848326
2.343142948,0.888784732
2.345841997,0.888584559
2.347191522,0.888183486
2.349620666,0.887782607
2.35204981,0.887883372
2.353129429,0.888686198
2.354478953,0.888987427
2.357717812,0.88989097
2.360416861,0.89029277
2.36311591,0.890393585
2.366624673,0.890394215
2.370943151,0.890194334
2.37472182,0.890395671
2.377690773,0.890396204
2.380119917,0.890195983
2.3847083,0.890196808
2.387137444,0.890197245
2.390916112,0.890197924
2.393615161,0.890399067
2.397663734,0.890700781
2.402522022,0.891002641
2.406030786,0.891003272
2.409809454,0.89110428
2.413588122,0.891205288
2.417366791,0.891306296
2.420875554,0.891407256
2.423844508,0.891608448
2.427623176,0.891709456
2.43059213,0.891709989
2.433561084,0.891710523
2.436530037,0.891610728
2.440848515,0.891410846
2.443547564,0.89151166
2.446516518,0.891512194
2.449755377,0.891512776
2.45272433,0.891412981
2.456233094,0.891413612
2.458392333,0.891113013
2.461361286,0.891213875
2.46540986,0.891214603
2.468108908,0.891215088
2.470807957,0.891215573
2.474316721,0.891416862
2.477825484,0.891417493
2.480524533,0.891417978
2.482953677,0.891719401
2.485922631,0.891820264
2.489161489,0.891921175
2.492940158,0.892022183
