MY_EN_300,
W,R
0.251803593,0.08276041
0.257195031,0.085745891
0.260120377,0.088505199
0.267011148,0.092712013
0.275531724,0.097226422
0.279016267,0.102906209
0.280130072,0.108190225
0.280703739,0.11155673
0.286541543,0.117545785
0.287825842,0.122060766
0.291118266,0.12668428
0.293319939,0.131307794
0.294433744,0.13659181
0.296424761,0.139891657
0.296445779,0.144709137
0.303189518,0.149458765
0.307901845,0.150883654
0.310869926,0.153764861
0.315250218,0.157727873
0.31533624,0.159840096
0.317466301,0.165653897
0.319503393,0.168389428
0.321253483,0.17327476
0.325162988,0.17780387
0.328442967,0.181505945
0.33282326,0.185468956
0.333937064,0.190752972
0.337132132,0.193711733
0.339710946,0.199228087
0.339732261,0.204113419
0.341647244,0.207926024
0.342766812,0.214531044
0.343871971,0.217833554
0.347167276,0.223117569
0.350453937,0.226420079
0.351949144,0.230575636
0.356099233,0.235213793
0.357061838,0.240951123
0.35926063,0.244914135
0.361459421,0.248877147
0.364105191,0.254947493
0.368552417,0.260803629
0.372267394,0.264772961
0.372453379,0.268692206
0.374655052,0.27331572
0.376853844,0.277278732
0.378768583,0.283971947
0.380447359,0.290522733
0.381291771,0.294451783
0.382399812,0.298414795
0.383510735,0.303038309
0.38462454,0.308322325
0.386227764,0.312617758
0.393469938,0.316740682
0.398927596,0.321695805
0.402151473,0.325495376
0.40750017,0.32736628
0.409815544,0.332100396
0.413107967,0.33672391
0.415404968,0.34141161
0.418887378,0.348576764
0.421903133,0.352575958
0.426286307,0.357199472
0.429581613,0.362483487
0.433961905,0.366446499
0.435113559,0.369420848
0.439081174,0.374794713
0.443842058,0.380977543
0.4471316,0.384940555
0.450426906,0.390224571
0.454807198,0.394187583
0.455403211,0.397063686
0.463262043,0.402441253
0.468900576,0.408829194
0.474530041,0.414663144
0.478910333,0.418626156
0.480012611,0.421268164
0.483051281,0.423953369
0.486599292,0.428177146
0.491998313,0.432900559
0.498375449,0.437674861
0.501922718,0.443064729
0.50521226,0.447027741
0.510683303,0.450990753
0.51481673,0.454588473
0.522673253,0.459436795
0.527082815,0.46150936
0.53256171,0.465521797
0.536933357,0.467503303
0.539126385,0.47014531
0.546776047,0.47344782
0.551150576,0.476089828
0.553343604,0.478731836
0.556627382,0.481373844
0.560670895,0.486139577
0.56821577,0.48960002
0.575625075,0.49280602
0.579602304,0.497225892
0.582891846,0.501188904
0.591626495,0.50317041
0.595836382,0.502491869
0.601457658,0.506472919
0.610659186,0.509865102
0.617775903,0.512049285
0.625242101,0.51361957
0.628772527,0.517040951
0.635328557,0.519682959
0.641881704,0.521664465
0.647693302,0.523050976
0.655767138,0.524475864
0.663839197,0.525493642
0.668546788,0.525832901
0.673548048,0.529590489
0.681194829,0.532232497
0.688746387,0.53283521
0.69647398,0.534214003
0.705562748,0.534857195
0.712958124,0.534870765
0.716113251,0.535535007
0.722649109,0.533553501
0.729187848,0.532232497
0.733539322,0.529590489
0.740483649,0.525968604
0.748001644,0.523268101
0.754437621,0.519115569
0.759946646,0.518233495
0.760603257,0.514637348
0.762911776,0.511756935
0.766166737,0.507793923
0.768336711,0.505151915
0.771594553,0.501849406
0.774852396,0.498546896
0.776873883,0.494304414
0.781990796,0.485732466
0.782383144,0.490052366
0.787346117,0.480440022
0.790033567,0.478071334
0.792200659,0.474768824
0.793277001,0.471466314
0.795444093,0.468163804
0.796678409,0.462120027
0.800013767,0.456126448
0.801341002,0.452145807
0.802998656,0.449669749
0.805165748,0.446367239
0.80624209,0.443064729
0.807628035,0.436268477
0.810804932,0.429754701
0.813799535,0.425231176
0.817057377,0.421928666
0.818130837,0.417965654
0.822473666,0.41334214
0.824664923,0.404785225
0.824686238,0.409670557
0.829926418,0.400000701
0.830031112,0.395508587
0.832195322,0.391545575
0.833274545,0.388903567
0.835438755,0.384940555
0.836361583,0.378051602
0.837602966,0.380977543
0.839990695,0.373347208
0.842990437,0.365785997
0.843672022,0.369604048
0.846230989,0.358520476
0.84624828,0.362483487
0.847779418,0.353450464
0.848372145,0.349273448
0.85129896,0.345645565
0.851952788,0.34141161
0.854870539,0.338705416
0.855943999,0.334742404
0.859187433,0.328137384
0.859196078,0.33011889
0.859207605,0.332760898
0.86431288,0.323651392
0.868392116,0.318654104
0.871560548,0.315492209
0.873303789,0.313606341
0.874383013,0.310964333
0.876550105,0.307661823
0.879807947,0.304359313
0.884162304,0.302377807
0.886323632,0.297754293
0.890669343,0.293791281
0.897435623,0.287853894
0.904146402,0.285049351
0.909163111,0.282562748
0.916786837,0.27992074
0.923322694,0.277939234
0.929672745,0.280209254
0.939782017,0.285881667
0.946521552,0.2896678
0.950654854,0.292470277
0.951765777,0.297093791
0.957233938,0.300396301
0.958347742,0.305680317
0.962730916,0.310303831
0.963300316,0.313890905
0.967495308,0.320015664
0.968242304,0.323513871
0.973716229,0.328137384
0.977011534,0.3334214
0.977646539,0.335304945
