MY_EN_300,
0.979333227,0.343669226
0.980318367,0.341347424
0.982415484,0.349706497
0.984739004,0.354557464
0.986960849,0.363804491
0.989122178,0.359180978
0.993918546,0.366652493
0.994251588,0.372944209
0.996949929,0.3790403
0.999048439,0.384280053
0.999068612,0.388903567
1.000307335,0.39277545
1.003950036,0.39852347
1.009096102,0.403971003
1.010085623,0.414002642
1.010245616,0.410620483
1.012284415,0.417965654
1.013389574,0.421268164
1.014500497,0.425891678
1.018811821,0.432441633
1.021795748,0.438354921
1.023301426,0.443064729
1.025500218,0.447027741
1.027701891,0.451651255
1.027722064,0.456274769
1.030935985,0.460065966
1.034016405,0.465682248
1.036508584,0.47014531
1.038710257,0.474768824
1.040909049,0.478731836
1.04201709,0.482694848
1.044188408,0.485732466
1.044885133,0.491330242
1.046440609,0.49656539
1.049733033,0.501188904
1.051928942,0.504491413
1.055221366,0.509114927
1.056335171,0.514398943
1.060466632,0.518504903
1.064860127,0.523899123
1.068396825,0.528929987
1.071686366,0.532892999
1.073879394,0.535535007
1.076072422,0.538177015
1.081713158,0.542886329
1.08547481,0.548992994
1.092214009,0.552702228
1.096267949,0.557316153
1.101263426,0.561955086
1.106728705,0.564597094
1.112193985,0.567239102
1.116485916,0.568528669
1.123886636,0.569766965
1.131785096,0.573020769
1.138296418,0.574930489
1.142781105,0.577807133
1.150427885,0.580449141
1.160253285,0.582430647
1.168322188,0.58435511
1.173362462,0.587054161
1.17775232,0.588460146
1.185152552,0.589586486
1.189741009,0.591017173
1.195203407,0.592998679
1.198484304,0.594980185
1.20503457,0.596301189
1.210060392,0.597077329
1.213434556,0.599977995
1.220829059,0.599791402
1.228901266,0.600843106
1.236896307,0.601329377
1.245421154,0.602906209
1.247608418,0.604227213
1.255249435,0.605548217
1.260523074,0.606259944
1.268602534,0.608974017
1.27591131,0.611151738
1.281462026,0.61347424
1.288006529,0.61347424
1.292375294,0.614795244
1.300010547,0.614795244
1.308968653,0.615397325
1.31420183,0.617437252
1.320415542,0.619468435
1.328483161,0.619468435
1.335877413,0.619224168
1.342567105,0.618758256
1.348640959,0.616890065
1.357371258,0.61468488
1.364279318,0.613070976
1.372823093,0.612140436
1.37753098,0.612547547
1.379618039,0.610832232
1.386156778,0.609511229
1.392698398,0.608850727
1.40033077,0.608190225
1.405778758,0.606869221
1.410442673,0.605423105
1.418496674,0.60230192
1.423199529,0.60155555
1.429752214,0.601585205
1.437318158,0.601623402
1.446055784,0.60109755
1.453934837,0.601904502
1.461515242,0.600300291
1.468909153,0.599977995
1.472285717,0.600264201
1.479915207,0.598943197
1.484283972,0.600264201
1.4900412,0.600566852
1.495125139,0.599112884
1.498087319,0.591636845
1.501784507,0.584524739
1.509167489,0.581697579
1.514526758,0.577309827
1.519230304,0.576721778
1.522344966,0.573844122
1.525608572,0.571862616
1.529962929,0.56988111
1.53430864,0.565918098
1.53799258,0.562472892
1.543017353,0.561955086
1.548723871,0.556620671
1.554621786,0.55241725
1.560890037,0.54944534
1.562581698,0.546103038
1.568023923,0.54346103
1.572375398,0.540819022
1.574545372,0.538177015
1.578896846,0.535535007
1.582157571,0.532892999
1.586511927,0.530911493
1.591841143,0.525878135
1.598995954,0.522118013
1.603012445,0.51814868
1.606079154,0.515719947
1.607046033,0.518097791
1.609339878,0.513077939
1.612603484,0.511096433
1.616952077,0.507793923
1.619127815,0.506472919
1.623479289,0.503830911
1.628480345,0.499913499
1.633843364,0.496385204
1.640561287,0.495218152
1.64169589,0.491112147
1.645225136,0.487978864
1.646591042,0.490414242
1.649573728,0.484676354
1.655015953,0.482034346
1.65937031,0.48005284
1.663718903,0.47675033
1.66916401,0.474768824
1.673518366,0.472787318
1.676776209,0.469484808
1.681223997,0.466892272
1.686332197,0.463661233
1.689830633,0.461558785
1.694182107,0.458916777
1.698533582,0.456274769
1.703975807,0.453632761
1.7083244,0.450330251
1.713763743,0.447027741
1.71920885,0.445046235
1.722472456,0.443064729
1.72861588,0.439977711
1.73540501,0.436453528
1.742485936,0.434436477
1.743146692,0.431790256
1.749686463,0.430515192
1.752950069,0.428533686
1.757301544,0.425891678
1.7616559,0.423910172
1.768654186,0.422630258
1.775667696,0.419169814
1.782751871,0.417897592
1.784982441,0.415505815
1.791062936,0.414002642
1.79541441,0.411360634
1.799771648,0.41003963
1.806310388,0.408718626
1.810661862,0.406076618
1.816985002,0.405463743
1.82373934,0.40343461
1.828669668,0.40239684
1.832453817,0.400792602
1.841160919,0.399289226
1.84855594,0.399221374
1.854251535,0.39682959
1.859708169,0.397490092
1.865840904,0.398581629
1.873427546,0.398407152
1.882167244,0.398356264
1.889565004,0.398916041
1.89695968,0.398769029
1.903338186,0.397490092
1.909730647,0.398135745
1.918339422,0.398895686
1.924904847,0.400442708
1.928457146,0.404755614
1.932828793,0.40673712
1.939379059,0.408058124
1.94484722,0.411360634
1.950312499,0.414002642
1.954681265,0.415323646
1.958889775,0.416727148
1.966296786,0.419407296
1.974378763,0.42269811
1.979087242,0.423240924
1.980911147,0.427212682
1.987470058,0.430515192
1.990750955,0.432496697
1.994043379,0.437120211
1.998961274,0.439673406
2.007273286,0.442456565
2.014511165,0.44559502
2.021334187,0.449838844
2.025747186,0.453632761
2.030127478,0.457595773
2.03341702,0.461558785
2.038882299,0.464200793
2.043262592,0.468163804
2.048733634,0.472126816
2.050434336,0.473112024
2.057986849,0.478323045
2.063374498,0.480440022
2.067328264,0.484015852
2.070617806,0.487978864
2.074995216,0.491281374
2.079805774,0.496928019
2.086321563,0.500795573
2.093374472,0.506365592
2.098460292,0.509344905
2.10235043,0.511096433
2.104540576,0.513077939
2.106733604,0.515719947
2.109922279,0.516876458
2.113301161,0.521003963
2.115499953,0.524966975
2.117591036,0.528185098
2.124411601,0.531865546
2.130938586,0.534963819
2.134100346,0.538177015
2.139568507,0.541479524
2.141767298,0.545442536
2.148331973,0.55006605
2.150414707,0.552249882
2.157825764,0.555857338
2.16362079,0.558890315
2.168020235,0.562615588
2.174579146,0.565918098
2.178953675,0.568560106
2.18551835,0.57318362
2.188807892,0.577146631
2.194543788,0.580644848
2.202618674,0.582310302
2.209714879,0.583795332
2.211756878,0.587054161
2.217216393,0.588375165
2.220505935,0.592338177
2.228155597,0.595640687
2.236004431,0.599791402
2.244744154,0.599746168
2.252146773,0.601419846
2.260217649,0.602166217
2.266375089,0.605548217
2.274016106,0.606869221
2.278381989,0.607529723
2.286020124,0.608190225
2.291176381,0.60969777
2.299248144,0.610647696
2.307323164,0.612343992
2.314066606,0.617025769
2.314847258,0.611041237
2.322438525,0.616729688
2.326155601,0.614175992
2.330521969,0.620356677
2.33830854,0.625982211
2.346387852,0.628662359
2.354465388,0.630935395
2.362529381,0.63010421
2.370601218,0.631071099
2.378678754,0.633344135
2.381047973,0.638573316
2.381409554,0.642877318
2.386547834,0.649141347
2.389506777,0.649662502
2.397582092,0.65142665
2.405654448,0.652512279
2.413724435,0.653055094
2.421795902,0.653937168
2.430148182,0.653142332
2.436875766,0.650186812
2.444909636,0.650856694
2.45271541,0.652478353
2.460309009,0.653898395
2.461438974,0.648729539
2.464784718,0.645116429
2.468858196,0.654208575
2.470715182,0.648373317
2.477580651,0.650205317
2.486509174,0.651408145
2.493726447,0.652625365
2.501798802,0.653710995
2.51054267,0.654615686
2.518609697,0.654479982
2.526003238,0.654072871
2.529456313,0.653764861
2.534895657,0.650462351
2.541440159,0.650462351
2.545260884,0.650635045
2.549549956,0.657777581
2.55763664,0.66214724
2.565702187,0.661672277
2.573763293,0.660179536
2.580467658,0.655904871
