KC-OL-hm_3,
0.53368,0.77657
0.5339,0.77902
0.53412,0.77923
0.53434,0.77833
0.53456,0.77703
0.53478,0.78082
0.535,0.78699
0.53522,0.78753
0.53544,0.78413
0.53566,0.78272
0.53588,0.78533
0.5361,0.78549
0.53633,0.78242
0.53655,0.78114
0.53677,0.78075
0.53699,0.78124
0.53722,0.78495
0.53744,0.78597
0.53766,0.77993
0.53788,0.77821
0.53811,0.78327
0.53833,0.78932
0.53855,0.79521
0.53878,0.79169
0.539,0.78401
0.53923,0.78944
0.53945,0.79509
0.53968,0.79039
0.5399,0.79112
0.54013,0.7956
0.54035,0.79373
0.54058,0.78943
0.5408,0.78848
0.54103,0.78772
0.54125,0.78338
0.54148,0.78468
0.54171,0.79006
0.54193,0.78991
0.54216,0.78767
0.54239,0.78907
0.54261,0.79512
0.54284,0.79739
0.54307,0.79495
0.54329,0.79574
0.54352,0.79515
0.54375,0.79117
0.54398,0.7905
0.54421,0.79183
0.54444,0.79469
0.54466,0.80153
0.54489,0.80421
0.54512,0.79802
0.54535,0.79093
0.54558,0.79149
0.54581,0.79501
0.54604,0.79747
0.54627,0.80302
0.5465,0.8025
0.54673,0.79627
0.54696,0.79403
0.54719,0.79589
0.54742,0.7988
0.54766,0.79676
0.54789,0.79834
0.54812,0.8043
0.54835,0.8036
0.54858,0.79937
0.54881,0.79429
0.54905,0.79585
0.54928,0.80475
0.54951,0.80887
0.54975,0.8054
0.54998,0.80258
0.55021,0.80353
0.55045,0.80111
0.55068,0.79906
0.55091,0.80265
0.55115,0.80786
0.55138,0.80861
0.55162,0.80416
0.55185,0.803
0.55209,0.80422
0.55232,0.8018
0.55256,0.79725
0.55279,0.79767
0.55303,0.80106
0.55327,0.79792
0.5535,0.79323
0.55374,0.79418
0.55397,0.79915
0.55421,0.80054
0.55445,0.79749
0.55469,0.79961
0.55492,0.8068
0.55516,0.8104
0.5554,0.80848
0.55564,0.80686
0.55588,0.80562
0.55611,0.80488
0.55635,0.80704
0.55659,0.80882
0.55683,0.80489
0.55707,0.79905
0.55731,0.80163
0.55755,0.80191
0.55779,0.79574
0.55803,0.79703
0.55827,0.8004
0.55851,0.80345
0.55875,0.80783
0.55899,0.80514
0.55923,0.80081
0.55947,0.80192
0.55972,0.80351
0.55996,0.80386
0.5602,0.80255
0.56044,0.80369
0.56068,0.80759
0.56093,0.80718
0.56117,0.80772
0.56141,0.80941
0.56166,0.80751
0.5619,0.80398
0.56214,0.80265
0.56239,0.80518
0.56263,0.80484
0.56287,0.80385
0.56312,0.80289
0.56336,0.80108
0.56361,0.80376
0.56385,0.80456
0.5641,0.80229
0.56435,0.80225
0.56459,0.80412
0.56484,0.80701
0.56508,0.80576
0.56533,0.79952
0.56558,0.79769
0.56582,0.79949
0.56607,0.79942
0.56632,0.80058
0.56657,0.80137
0.56681,0.80161
0.56706,0.80249
0.56731,0.80282
0.56756,0.80375
0.56781,0.80338
0.56805,0.80332
0.5683,0.80594
0.56855,0.80646
0.5688,0.80626
0.56905,0.80686
0.5693,0.80353
0.56955,0.80406
0.5698,0.8061
0.57005,0.80326
0.5703,0.803
0.57056,0.8024
0.57081,0.80338
0.57106,0.80542
0.57131,0.80707
0.57156,0.81079
0.57181,0.809
0.57207,0.80408
0.57232,0.80055
0.57257,0.79981
0.57282,0.80099
0.57308,0.80219
0.57333,0.80114
0.57358,0.8006
0.57384,0.80482
0.57409,0.80611
0.57435,0.80566
0.5746,0.80363
0.57486,0.80361
0.57511,0.80862
0.57537,0.80869
0.57562,0.80692
0.57588,0.80635
0.57613,0.80453
0.57639,0.80211
0.57665,0.80683
0.5769,0.8118
0.57716,0.80691
0.57742,0.80417
0.57767,0.80338
0.57793,0.80188
0.57819,0.79929
0.57845,0.79604
0.57871,0.79744
0.57896,0.80294
0.57922,0.80788
0.57948,0.8078
0.57974,0.80709
0.58,0.80568
0.58026,0.80666
0.58052,0.80699
0.58078,0.80374
0.58104,0.80671
0.5813,0.8098
0.58156,0.81092
0.58182,0.8087
0.58208,0.8058
0.58235,0.80738
0.58261,0.80461
0.58287,0.80062
0.58313,0.79738
0.58339,0.79775
0.58366,0.80234
0.58392,0.80043
0.58418,0.79573
0.58445,0.79749
0.58471,0.80432
0.58497,0.80788
0.58524,0.80656
0.5855,0.80516
0.58577,0.80466
0.58603,0.80254
0.5863,0.79981
0.58656,0.8006
0.58683,0.8038
0.58709,0.80473
0.58736,0.80137
0.58763,0.80041
0.58789,0.80352
0.58816,0.80408
0.58843,0.80268
0.58869,0.8017
0.58896,0.80502
0.58923,0.80876
0.5895,0.80562
0.58976,0.8025
0.59003,0.8014
0.5903,0.79993
0.59057,0.80129
0.59084,0.80411
0.59111,0.80444
0.59138,0.80234
0.59165,0.80184
0.59192,0.80267
0.59219,0.80256
0.59246,0.80284
0.59273,0.8032
0.593,0.80217
0.59327,0.79986
0.59354,0.79985
0.59382,0.80238
0.59409,0.80308
0.59436,0.80142
0.59463,0.80041
0.59491,0.80221
0.59518,0.80291
0.59545,0.80094
0.59573,0.79974
0.596,0.79917
0.59627,0.79865
0.59655,0.79831
0.59682,0.79956
0.5971,0.80017
0.59737,0.79738
0.59765,0.79697
0.59792,0.79884
0.5982,0.79904
0.59848,0.79924
0.59875,0.80011
0.59903,0.80285
0.59931,0.80727
0.59958,0.80891
0.59986,0.8043
0.60014,0.79914
0.60042,0.79913
0.6007,0.80122
0.60097,0.80098
0.60125,0.79792
0.60153,0.79854
0.60181,0.79959
0.60209,0.79741
0.60237,0.79686
0.60265,0.79801
0.60293,0.80098
0.60321,0.80084
0.60349,0.79971
0.60377,0.80076
0.60405,0.80062
0.60434,0.79906
0.60462,0.79627
0.6049,0.79617
0.60518,0.79702
0.60547,0.79888
0.60575,0.79913
0.60603,0.79803
0.60631,0.79712
0.6066,0.79511
0.60688,0.79832
0.60717,0.79863
0.60745,0.79736
0.60774,0.79634
0.60802,0.79516
0.60831,0.79603
0.60859,0.79387
0.60888,0.7949
0.60916,0.79436
0.60945,0.79674
0.60974,0.79839
0.61002,0.79504
0.61031,0.7948
0.6106,0.79421
0.61089,0.79694
0.61117,0.79597
0.61146,0.79721
0.61175,0.79733
0.61204,0.79542
0.61233,0.79667
0.61262,0.79294
0.61291,0.79557
0.6132,0.79556
0.61349,0.79684
0.61378,0.79711
0.61407,0.79321
0.61436,0.79478
0.61465,0.79409
0.61494,0.79746
0.61524,0.79503
0.61553,0.79376
0.61582,0.79332
0.61611,0.7933
0.61641,0.79736
0.6167,0.79424
0.61699,0.7963
0.61729,0.79374
0.61758,0.79317
0.61787,0.7922
0.61817,0.7909
0.61846,0.79421
0.61876,0.7912
0.61905,0.79408
0.61935,0.79255
0.61965,0.79572
0.61994,0.79676
0.62024,0.79438
0.62054,0.79551
0.62083,0.79163
0.62113,0.79561
0.62143,0.7918
0.62173,0.7926
0.62203,0.79245
0.62232,0.79029
0.62262,0.79283
0.62292,0.78875
0.62322,0.79161
0.62352,0.78654
0.62382,0.78728
0.62412,0.78899
0.62442,0.78867
0.62472,0.79088
0.62502,0.78664
0.62533,0.79124
0.62563,0.7904
0.62593,0.79294
0.62623,0.78955
0.62654,0.78678
0.62684,0.79167
0.62714,0.78933
0.62744,0.79134
0.62775,0.78561
0.62805,0.78694
0.62836,0.78589
0.62866,0.78669
0.62897,0.79165
0.62927,0.78769
0.62958,0.79157
0.62988,0.78903
0.63019,0.79053
0.6305,0.78825
0.6308,0.78753
0.63111,0.79092
0.63142,0.78846
0.63173,0.78956
0.63203,0.78781
0.63234,0.77954
0.63265,0.79932
0.63327,0.79402
0.63389,0.78045
0.6342,0.78612
0.63451,0.78822
0.63482,0.78736
0.63513,0.78771
0.63544,0.78864
0.63575,0.78518
0.63607,0.78928
0.63638,0.78586
0.63669,0.78805
0.637,0.78624
0.63732,0.7851
0.63763,0.78494
0.63794,0.78119
0.63826,0.78579
0.63857,0.78433
0.63889,0.78696
0.6392,0.78486
0.63952,0.78587
0.63983,0.78852
0.64015,0.78625
0.64046,0.78804
0.64078,0.78363
0.6411,0.78735
0.64142,0.78819
0.64173,0.7895
0.64205,0.78982
0.64237,0.78696
0.64269,0.7895
0.64301,0.78635
0.64333,0.78838
0.64364,0.78703
0.64396,0.7882
0.64428,0.78849
0.64461,0.78565
0.64493,0.78752
0.64525,0.78494
0.64557,0.78717
0.64589,0.78587
0.64621,0.7874
0.64653,0.78803
0.64686,0.78723
0.64718,0.78925
0.6475,0.78579
0.64783,0.78893
0.64815,0.7883
0.64847,0.7879
0.6488,0.78692
0.64912,0.78552
0.64945,0.78775
0.64978,0.78631
0.6501,0.78807
0.65043,0.78532
0.65075,0.78675
0.65108,0.78906
0.65141,0.78899
0.65173,0.79114
0.65206,0.78987
0.65239,0.79196
0.65272,0.79018
0.65305,0.78991
0.65338,0.7902
0.65371,0.78928
0.65404,0.79044
0.65437,0.7886
0.6547,0.78889
0.65503,0.78874
0.65536,0.79199
0.65569,0.79321
0.65602,0.79148
0.65635,0.79087
0.65669,0.78871
0.65702,0.79026
0.65735,0.79125
0.65769,0.79172
0.65802,0.79097
0.65836,0.79078
0.65869,0.79116
0.65902,0.7899
0.65936,0.79047
0.6597,0.78972
0.66003,0.79076
0.66037,0.79124
0.6607,0.79109
0.66104,0.79101
0.66138,0.78985
0.66172,0.7915
0.66205,0.79173
0.66239,0.79187
0.66273,0.79171
0.66307,0.7905
0.66341,0.78989
0.66375,0.78948
0.66409,0.79015
0.66443,0.79068
0.66477,0.7919
0.66511,0.79125
0.66545,0.79009
0.66579,0.79085
0.66614,0.7914
0.66648,0.79135
0.66682,0.79026
0.66716,0.78987
0.66751,0.79071
0.66785,0.79252
0.6682,0.79289
0.66854,0.79195
0.66889,0.79221
0.66923,0.79222
0.66958,0.79259
0.66992,0.79274
0.67027,0.79204
0.67062,0.79075
0.67096,0.78931
0.67131,0.7887
0.67166,0.788
0.67201,0.78793
0.67236,0.78927
0.6727,0.79058
0.67305,0.79018
0.6734,0.78907
0.67375,0.7882
0.6741,0.78806
0.67445,0.78989
0.67481,0.79083
0.67516,0.79006
0.67551,0.78958
0.67586,0.78972
0.67621,0.79046
0.67657,0.79021
0.67692,0.78961
0.67727,0.78977
0.67763,0.79044
0.67798,0.7904
0.67834,0.78901
0.67869,0.78891
0.67905,0.78922
0.6794,0.78876
0.67976,0.78877
0.68012,0.78872
0.68047,0.7883
0.68083,0.7884
0.68119,0.78854
0.68155,0.78852
0.6819,0.78936
0.68226,0.78978
0.68262,0.7887
0.68298,0.78748
0.68334,0.78747
0.6837,0.78836
0.68406,0.78853
0.68443,0.78707
0.68479,0.78498
0.68515,0.78524
0.68551,0.78632
0.68587,0.78539
0.68624,0.78479
0.6866,0.78548
0.68696,0.78553
0.68733,0.784
0.68769,0.78272
0.68806,0.78324
0.68842,0.78448
0.68879,0.78464
0.68916,0.78355
0.68952,0.78301
0.68989,0.78352
0.69026,0.78369
0.69062,0.78294
0.69099,0.78306
0.69136,0.78277
0.69173,0.78176
0.6921,0.78245
0.69247,0.78361
0.69284,0.78432
0.69321,0.78391
0.69358,0.78226
0.69395,0.78123
0.69432,0.78184
0.6947,0.78222
0.69507,0.78102
0.69544,0.78025
0.69581,0.78054
0.69619,0.78124
0.69656,0.78017
0.69694,0.77821
0.69731,0.77752
0.69769,0.77713
0.69806,0.7778
0.69844,0.77911
0.69881,0.7801
0.69919,0.77937
0.69957,0.77804
0.69995,0.77838
0.70032,0.77826
0.7007,0.77723
0.70108,0.77628
0.70146,0.77606
0.70184,0.77565
0.70222,0.77499
0.7026,0.77517
0.70298,0.77513
0.70336,0.77485
0.70375,0.77446
0.70413,0.77485
0.70451,0.77495
0.70489,0.77375
0.70528,0.77288
0.70566,0.7733
0.70605,0.77379
0.70643,0.77343
0.70682,0.77347
0.7072,0.77322
0.70759,0.77289
0.70797,0.77203
0.70836,0.77051
0.70875,0.77042
0.70914,0.77082
0.70952,0.77111
0.70991,0.77094
0.7103,0.77061
0.71069,0.76977
0.71108,0.76839
0.71147,0.7683
0.71186,0.76807
0.71225,0.76754
0.71265,0.76716
0.71304,0.76742
0.71343,0.76788
0.71382,0.76652
0.71422,0.7653
0.71461,0.76565
0.715,0.76552
0.7154,0.76437
0.71579,0.76407
0.71619,0.76468
0.71658,0.76486
0.71698,0.76455
0.71738,0.76389
0.71777,0.7632
0.71817,0.76261
0.71857,0.76269
0.71897,0.76291
0.71937,0.76221
0.71977,0.76102
0.72017,0.76063
0.72057,0.76132
0.72097,0.76119
0.72137,0.76001
0.72177,0.75866
0.72217,0.75759
0.72258,0.75782
0.72298,0.75818
0.72338,0.75709
0.72379,0.75608
0.72419,0.75669
0.7246,0.75761
0.725,0.75775
0.72541,0.75666
0.72581,0.75526
0.72622,0.75514
0.72663,0.75537
0.72703,0.75505
0.72744,0.75402
0.72785,0.75267
0.72826,0.75254
0.72867,0.75296
0.72908,0.75196
0.72949,0.7509
0.7299,0.75132
0.73031,0.7517
0.73072,0.75135
0.73113,0.75013
0.73155,0.74875
0.73196,0.74858
0.73237,0.74895
0.73279,0.74873
0.7332,0.74837
0.73362,0.74838
0.73403,0.74779
0.73445,0.7469
0.73486,0.7467
0.73528,0.74613
0.7357,0.7455
0.73612,0.74529
0.73653,0.7448
0.73695,0.74373
0.73737,0.74233
0.73779,0.74189
0.73821,0.74183
0.73863,0.74138
0.73905,0.7414
0.73948,0.74124
0.7399,0.7409
0.74032,0.74093
0.74074,0.74058
0.74117,0.73965
0.74159,0.73865
0.74202,0.73775
0.74244,0.73684
0.74287,0.73631
0.74329,0.7359
0.74372,0.73504
0.74415,0.73484
0.74457,0.73485
0.745,0.73438
0.74543,0.73373
0.74586,0.73323
0.74629,0.73331
0.74672,0.73285
0.74715,0.73155
0.74758,0.73058
0.74801,0.73007
0.74844,0.73036
0.74887,0.73033
0.74931,0.72957
0.74974,0.72946
0.75017,0.72968
0.75061,0.72949
0.75104,0.72827
0.75148,0.72612
0.75191,0.72491
0.75235,0.72504
0.75279,0.72549
0.75323,0.72516
0.75366,0.72381
0.7541,0.72234
0.75454,0.72124
0.75498,0.72083
0.75542,0.72099
0.75586,0.72065
0.7563,0.72001
0.75674,0.71965
0.75719,0.71889
0.75763,0.71801
0.75807,0.71766
0.75851,0.7172
0.75896,0.71667
0.7594,0.71628
0.75985,0.71524
0.76029,0.71413
0.76074,0.71397
0.76119,0.71387
0.76163,0.7132
0.76208,0.71241
0.76253,0.71151
0.76298,0.71102
0.76343,0.71124
0.76388,0.71045
0.76433,0.70878
0.76478,0.70863
0.76523,0.70909
0.76568,0.70802
0.76614,0.70711
0.76659,0.70727
0.76704,0.70727
0.7675,0.70721
0.76795,0.70645
0.76841,0.70483
0.76886,0.70354
0.76932,0.70269
0.76977,0.70243
0.77023,0.70254
0.77069,0.7023
0.77115,0.70148
0.77161,0.70091
0.77207,0.70065
0.77253,0.6995
0.77299,0.69852
0.77345,0.69857
0.77391,0.6986
0.77437,0.698
0.77484,0.69726
0.7753,0.69703
0.77576,0.69669
0.77623,0.69585
0.77669,0.69499
0.77716,0.6944
0.77762,0.69421
0.77809,0.69408
0.77856,0.69334
0.77903,0.69237
0.7795,0.69172
0.77996,0.6909
0.78043,0.69009
0.7809,0.68951
0.78138,0.68891
0.78185,0.68863
0.78232,0.68871
0.78279,0.68814
0.78326,0.68669
0.78374,0.68594
0.78421,0.68584
0.78469,0.68574
0.78516,0.68607
0.78564,0.68579
0.78611,0.68461
0.78659,0.68382
0.78707,0.68319
0.78755,0.68251
0.78803,0.68246
0.7885,0.68187
0.78898,0.68069
0.78946,0.67999
0.78995,0.67966
0.79043,0.67964
0.79091,0.67905
0.79139,0.67808
0.79188,0.67788
0.79236,0.67785
0.79284,0.6772
0.79333,0.67639
0.79382,0.6759
0.7943,0.67495
0.79479,0.6736
0.79528,0.67313
0.79576,0.67323
0.79625,0.67292
0.79674,0.67237
0.79723,0.67169
0.79772,0.67056
0.79822,0.66979
0.79871,0.66952
0.7992,0.66924
0.79969,0.66909
0.80019,0.66901
0.80068,0.66865
0.80117,0.66773
0.80167,0.66734
0.80217,0.66718
0.80266,0.66645
0.80316,0.66602
0.80366,0.66568
0.80416,0.66506
0.80466,0.66428
0.80516,0.66397
0.80566,0.66411
0.80616,0.66348
0.80666,0.66232
0.80716,0.6616
0.80766,0.6615
0.80817,0.66119
0.80867,0.66064
0.80918,0.66023
0.80968,0.65979
0.81019,0.65983
0.81069,0.65953
0.8112,0.65848
0.81171,0.65776
0.81222,0.6572
0.81273,0.65638
0.81324,0.65554
0.81375,0.65555
0.81426,0.65596
0.81477,0.65559
0.81528,0.65471
0.8158,0.65355
0.81631,0.65272
0.81682,0.65247
0.81734,0.65205
0.81786,0.65177
0.81837,0.65154
0.81889,0.65122
0.81941,0.65146
0.81992,0.65123
0.82044,0.65006
0.82096,0.64895
0.82148,0.64833
0.822,0.64848
0.82253,0.64837
0.82305,0.64789
0.82357,0.64801
0.82409,0.64759
0.82462,0.64647
0.82514,0.64609
0.82567,0.64603
0.8262,0.64523
0.82672,0.64463
0.82725,0.64464
0.82778,0.64407
0.82831,0.64384
0.82884,0.64435
0.82937,0.6443
0.8299,0.64379
0.83043,0.64306
0.83096,0.64209
0.8315,0.64124
0.83203,0.64085
0.83256,0.64072
0.8331,0.64057
0.83363,0.64035
0.83417,0.63976
0.83471,0.63928
0.83525,0.63884
0.83578,0.63807
0.83632,0.63775
0.83686,0.63762
0.8374,0.6371
0.83794,0.63668
0.83849,0.63677
0.83903,0.63709
0.83957,0.63726
0.84012,0.63708
0.84066,0.63632
0.84121,0.63559
0.84175,0.6352
0.8423,0.63495
0.84285,0.63491
0.8434,0.6345
0.84395,0.63377
0.8445,0.63358
0.84505,0.63357
0.8456,0.6333
0.84615,0.63297
0.8467,0.63285
0.84726,0.63268
0.84781,0.63214
0.84836,0.63177
0.84892,0.63155
0.84948,0.63119
0.85003,0.6307
0.85059,0.63015
0.85115,0.62999
0.85171,0.63002
0.85227,0.62995
0.85283,0.62975
0.85339,0.62936
0.85395,0.62882
0.85452,0.62809
0.85508,0.62778
0.85564,0.62829
0.85621,0.62842
0.85678,0.62756
0.85734,0.62701
0.85791,0.62712
0.85848,0.62714
0.85905,0.6266
0.85962,0.6255
0.86019,0.62527
0.86076,0.62574
0.86133,0.62572
0.8619,0.62547
0.86248,0.6251
0.86305,0.62484
0.86362,0.62467
0.8642,0.62465
0.86478,0.62449
0.86535,0.62434
0.86593,0.62413
0.86651,0.62341
0.86709,0.62276
0.86767,0.62266
0.86825,0.62249
0.86883,0.62181
0.86942,0.62134
0.87,0.6214
0.87058,0.62143
0.87117,0.62125
0.87176,0.62107
0.87234,0.6208
0.87293,0.6201
0.87352,0.61955
0.87411,0.61943
0.8747,0.61922
0.87529,0.61896
0.87588,0.61878
0.87647,0.61852
0.87706,0.61813
0.87766,0.61775
0.87825,0.61743
0.87885,0.61716
0.87944,0.61706
0.88004,0.61687
0.88064,0.61657
0.88124,0.61628
0.88184,0.61577
0.88244,0.6153
0.88304,0.61511
0.88364,0.61498
0.88424,0.6148
0.88485,0.61453
0.88545,0.61434
0.88606,0.61423
0.88666,0.61375
0.88727,0.61321
0.88788,0.6129
0.88849,0.61258
0.8891,0.61221
0.88971,0.61191
0.89032,0.61162
0.89093,0.61121
0.89154,0.6107
0.89215,0.61039
0.89277,0.61019
0.89338,0.60982
0.894,0.60932
0.89462,0.6089
0.89524,0.60861
0.89585,0.60836
0.89647,0.6079
0.89709,0.60751
0.89772,0.60731
0.89834,0.60697
0.89896,0.60671
0.89958,0.60642
0.90021,0.60587
0.90083,0.60539
0.90146,0.60496
0.90209,0.60453
0.90272,0.60418
0.90335,0.60378
0.90398,0.60324
0.90461,0.60277
0.90524,0.60241
0.90587,0.60203
0.9065,0.60157
0.90714,0.60104
0.90777,0.60064
0.90841,0.60041
0.90905,0.59992
0.90968,0.59909
0.91032,0.59829
0.91096,0.59776
0.9116,0.59739
0.91225,0.59694
0.91289,0.59636
0.91353,0.59569
0.91418,0.59496
0.91482,0.5944
0.91547,0.59395
0.91611,0.59338
0.91676,0.59279
0.91741,0.59235
0.91806,0.59186
0.91871,0.59114
0.91936,0.59047
0.92001,0.58984
0.92067,0.58929
0.92132,0.58888
0.92198,0.5884
0.92263,0.58783
0.92329,0.58707
0.92395,0.58626
0.92461,0.58577
0.92527,0.58539
0.92593,0.58485
0.92659,0.5841
0.92725,0.58349
0.92792,0.58302
0.92858,0.58248
0.92925,0.58186
0.92991,0.58103
0.93058,0.58026
0.93125,0.57972
0.93192,0.57906
0.93259,0.5784
0.93326,0.57791
0.93393,0.57735
0.93461,0.57657
0.93528,0.57582
0.93596,0.57523
0.93663,0.5746
0.93731,0.57374
0.93799,0.57276
0.93867,0.57185
0.93935,0.57113
0.94003,0.57057
0.94071,0.56995
0.9414,0.56917
0.94208,0.56842
0.94276,0.56773
0.94345,0.56692
0.94414,0.56606
0.94483,0.56513
0.94551,0.56415
0.94621,0.56341
0.9469,0.56278
0.94759,0.56201
0.94828,0.5613
0.94898,0.56078
0.94967,0.56019
0.95037,0.55943
0.95106,0.55852
0.95176,0.55764
0.95246,0.55686
0.95316,0.55607
0.95386,0.55529
0.95457,0.55455
0.95527,0.5537
0.95597,0.55281
0.95668,0.55189
0.95739,0.55095
0.95809,0.55025
0.9588,0.54955
0.95951,0.5487
0.96022,0.54784
0.96094,0.54696
0.96165,0.54614
0.96236,0.54538
0.96308,0.54455
0.96379,0.54366
0.96451,0.54285
0.96523,0.54212
0.96595,0.54128
0.96667,0.54041
0.96739,0.53958
0.96811,0.53874
0.96883,0.53789
0.96956,0.53711
0.97029,0.53626
0.97101,0.53532
0.97174,0.53439
0.97247,0.5336
0.9732,0.53287
0.97393,0.53213
0.97466,0.53141
0.9754,0.53073
0.97613,0.53008
0.97687,0.52928
0.9776,0.52846
0.97834,0.52766
0.97908,0.52679
0.97982,0.52593
0.98056,0.52517
0.9813,0.52442
0.98205,0.52361
0.98279,0.52279
0.98354,0.52204
0.98428,0.52131
0.98503,0.52055
0.98578,0.51978
0.98653,0.51896
0.98728,0.51815
0.98803,0.51745
0.98879,0.51671
0.98954,0.51594
0.9903,0.51516
0.99106,0.51437
0.99181,0.51353
0.99257,0.5128
0.99333,0.51216
0.9941,0.5114
0.99486,0.51055
0.99562,0.50989
0.99639,0.50925
0.99715,0.50843
0.99792,0.50765
0.99869,0.50689
0.99946,0.50616
1.0002,0.50544
1.001,0.50473
1.0018,0.50406
1.0026,0.50335
1.0033,0.50263
1.0041,0.50192
1.0047,0.50238
1.0049,0.50164
1.0051,0.5005
1.0053,0.49885
1.0055,0.49787
1.0057,0.49902
1.0059,0.50104
1.0061,0.50208
1.0062,0.50245
1.0064,0.50222
1.0066,0.50081
1.0068,0.49925
1.007,0.49934
1.0072,0.50062
1.0074,0.50101
1.0076,0.50008
1.0078,0.49957
1.008,0.50034
1.0082,0.50136
1.0084,0.50136
1.0086,0.50007
1.0088,0.4988
1.009,0.49941
1.0092,0.50124
1.0094,0.50177
1.0096,0.50061
1.0098,0.49941
1.01,0.4991
1.0102,0.49964
1.0104,0.50045
1.0106,0.501
1.0108,0.50145
1.011,0.50191
1.0112,0.50192
1.0114,0.5013
1.0115,0.50044
1.0117,0.50004
1.0119,0.50015
1.0121,0.49929
1.0123,0.49725
1.0125,0.49673
1.0127,0.49831
1.0129,0.49892
1.0131,0.49804
1.0133,0.49823
1.0135,0.49917
1.0137,0.49914
1.0139,0.49919
1.0141,0.49956
1.0143,0.49825
1.0145,0.49627
1.0147,0.49612
1.0149,0.49678
1.0151,0.49703
1.0153,0.49821
1.0155,0.49975
1.0157,0.49926
1.0159,0.49721
1.0161,0.49551
1.0163,0.49491
1.0165,0.49569
1.0167,0.49695
1.0169,0.49673
1.0171,0.49523
1.0173,0.49421
1.0175,0.49411
1.0177,0.4945
1.0179,0.49521
1.0181,0.49598
1.0183,0.49648
1.0185,0.49626
1.0187,0.49541
1.0189,0.49522
1.0191,0.49595
1.0193,0.49584
1.0195,0.49446
1.0197,0.49358
1.0199,0.4933
1.0201,0.492
1.0203,0.49017
1.0205,0.4896
1.0207,0.49008
1.0209,0.49063
1.0211,0.49151
1.0213,0.49269
1.0215,0.49305
1.0217,0.49243
1.0219,0.49184
1.0221,0.49176
1.0223,0.49197
1.0225,0.49251
1.0227,0.49347
1.0229,0.49401
1.0231,0.49327
1.0233,0.49227
1.0235,0.49214
1.0237,0.49161
1.0239,0.49
1.0241,0.48934
1.0243,0.49016
