KC-OL-Im_1,
W,R
0.50012,0.73296
0.50031,0.72665
0.5005,0.71923
0.5007,0.71936
0.50089,0.72194
0.50108,0.71775
0.50128,0.71374
0.50147,0.72082
0.50166,0.7309
0.50186,0.73654
0.50205,0.74634
0.50225,0.74791
0.50244,0.74602
0.50264,0.7407
0.50283,0.72618
0.50303,0.73094
0.50322,0.73656
0.50342,0.71812
0.50361,0.71014
0.50381,0.73125
0.50401,0.73862
0.5042,0.71733
0.5044,0.71379
0.50459,0.72201
0.50479,0.72314
0.50499,0.72481
0.50518,0.72067
0.50538,0.72713
0.50558,0.74209
0.50577,0.738
0.50597,0.72436
0.50617,0.72213
0.50637,0.72611
0.50657,0.72929
0.50676,0.73252
0.50696,0.72975
0.50716,0.72702
0.50736,0.73145
0.50756,0.7362
0.50776,0.73364
0.50795,0.72137
0.50815,0.70959
0.50835,0.714
0.50855,0.73051
0.50875,0.73929
0.50895,0.73829
0.50915,0.73434
0.50935,0.73139
0.50955,0.73259
0.50975,0.73514
0.50995,0.73617
0.51015,0.73494
0.51035,0.73372
0.51056,0.73787
0.51076,0.7385
0.51096,0.72648
0.51116,0.72405
0.51136,0.73139
0.51156,0.73144
0.51177,0.74233
0.51197,0.75415
0.51217,0.75559
0.51237,0.7576
0.51257,0.74416
0.51278,0.73243
0.51298,0.74062
0.51318,0.74851
0.51339,0.74498
0.51359,0.73606
0.51379,0.74326
0.514,0.7558
0.5142,0.75172
0.51441,0.75149
0.51461,0.75411
0.51481,0.7465
0.51502,0.74199
0.51522,0.74785
0.51543,0.74957
0.51563,0.74465
0.51584,0.74689
0.51604,0.74789
0.51625,0.74751
0.51645,0.75397
0.51666,0.75888
0.51687,0.7576
0.51707,0.75393
0.51728,0.75645
0.51749,0.75346
0.51769,0.74381
0.5179,0.74647
0.51811,0.74994
0.51831,0.74514
0.51852,0.74622
0.51873,0.74836
0.51894,0.73876
0.51914,0.73897
0.51935,0.75503
0.51956,0.7588
0.51977,0.7524
0.51998,0.75064
0.52018,0.75591
0.52039,0.76594
0.5206,0.77432
0.52081,0.77736
0.52102,0.77108
0.52123,0.76025
0.52144,0.752
0.52165,0.75158
0.52186,0.75484
0.52207,0.75209
0.52228,0.75411
0.52249,0.76208
0.5227,0.7631
0.52291,0.7637
0.52312,0.76268
0.52333,0.76042
0.52355,0.76688
0.52376,0.76764
0.52397,0.75923
0.52418,0.74684
0.52439,0.73615
0.52461,0.7433
0.52482,0.75555
0.52503,0.764
0.52524,0.76976
0.52546,0.76795
0.52567,0.76909
0.52588,0.76689
0.5261,0.76278
0.52631,0.77007
0.52652,0.77684
0.52674,0.77363
0.52695,0.76222
0.52717,0.75121
0.52738,0.74979
0.5276,0.75545
0.52781,0.7592
0.52802,0.7594
0.52824,0.76291
0.52846,0.76691
0.52867,0.76477
0.52889,0.76125
0.5291,0.7605
0.52932,0.75802
0.52953,0.75556
0.52975,0.75897
0.52997,0.76313
0.53018,0.76289
0.5304,0.76338
0.53062,0.76734
0.53084,0.76709
0.53105,0.75908
0.53127,0.75463
0.53149,0.76155
0.53171,0.76795
0.53192,0.76637
0.53214,0.76754
0.53236,0.76868
0.53258,0.76195
0.5328,0.7547
0.53302,0.75537
0.53324,0.76409
0.53346,0.7694
0.53368,0.7701
0.5339,0.7734
0.53412,0.77267
0.53434,0.76473
0.53456,0.75796
0.53478,0.75488
0.535,0.75547
0.53522,0.76338
0.53544,0.76866
0.53566,0.76842
0.53588,0.77398
0.5361,0.77675
0.53633,0.76932
0.53655,0.76576
0.53677,0.77045
0.53699,0.77263
0.53722,0.7737
0.53744,0.77496
0.53766,0.77
0.53788,0.76681
0.53811,0.76907
0.53833,0.77278
0.53855,0.77786
0.53878,0.77786
0.539,0.77409
0.53923,0.77817
0.53945,0.78386
0.53968,0.78091
0.5399,0.77629
0.54013,0.77185
0.54035,0.76967
0.54058,0.77261
0.5408,0.77267
0.54103,0.76418
0.54125,0.75463
0.54148,0.76086
0.54171,0.77478
0.54193,0.77919
0.54216,0.78023
0.54239,0.77983
0.54261,0.77804
0.54284,0.77541
0.54307,0.77408
0.54329,0.77852
0.54352,0.78038
0.54375,0.77751
0.54398,0.77876
0.54421,0.78526
0.54444,0.78798
0.54466,0.78513
0.54489,0.7837
0.54512,0.78068
0.54535,0.77825
0.54558,0.78093
0.54581,0.78277
0.54604,0.78536
0.54627,0.78937
0.5465,0.78853
0.54673,0.78269
0.54696,0.77942
0.54719,0.78101
0.54742,0.77939
0.54766,0.78038
0.54789,0.78657
0.54812,0.78448
0.54835,0.78136
0.54858,0.78351
0.54881,0.78091
0.54905,0.77684
0.54928,0.77928
0.54951,0.78571
0.54975,0.78946
0.54998,0.79051
0.55021,0.78551
0.55045,0.77432
0.55068,0.77315
0.55091,0.78431
0.55115,0.79554
0.55138,0.79896
0.55162,0.79337
0.55185,0.78679
0.55209,0.7843
0.55232,0.78119
0.55256,0.77555
0.55279,0.77757
0.55303,0.78741
0.55327,0.78965
0.5535,0.78385
0.55374,0.78189
0.55397,0.78624
0.55421,0.7894
0.55445,0.78902
0.55469,0.78828
0.55492,0.78943
0.55516,0.79141
0.5554,0.79024
0.55564,0.79062
0.55588,0.79418
0.55611,0.79331
0.55635,0.79097
0.55659,0.79295
0.55683,0.79254
0.55707,0.7897
0.55731,0.792
0.55755,0.7912
0.55779,0.78344
0.55803,0.78319
0.55827,0.78915
0.55851,0.78898
0.55875,0.788
0.55899,0.78758
0.55923,0.78642
0.55947,0.78851
0.55972,0.78778
0.55996,0.7869
0.5602,0.78638
0.56044,0.78571
0.56068,0.78893
0.56093,0.79069
0.56117,0.79375
0.56141,0.79597
0.56166,0.79382
0.5619,0.78927
0.56214,0.78729
0.56239,0.79289
0.56263,0.79323
0.56287,0.78928
0.56312,0.7892
0.56336,0.78812
0.56361,0.78627
0.56385,0.78619
