AF_OL_001_1,
W,R
0.254234841,0.018019408
0.257253476,0.018021774
0.260020558,0.018023943
0.262533684,0.018046418
0.264040599,0.018068105
0.267059234,0.018070471
0.268566148,0.018092157
0.271081677,0.018094129
0.2730941,0.018095706
0.275856377,0.018138882
0.27811795,0.01816116
0.280623868,0.018245147
0.281869619,0.018348651
0.283366922,0.018452353
0.285360123,0.01861796
0.287602474,0.018804268
0.289094972,0.018948977
0.291090576,0.019094081
0.293086179,0.019239184
0.294073169,0.019404003
0.296317923,0.019569807
0.29756127,0.019693815
0.298799813,0.019858831
0.300541461,0.020024241
0.302031556,0.020189454
0.303018545,0.020354273
0.304513446,0.020478478
0.306499438,0.020705597
0.307230069,0.020911225
0.308214656,0.021096548
0.309949095,0.021323469
0.310933682,0.021508791
0.311925477,0.021632603
0.313164019,0.021797618
0.314400159,0.021983138
0.315394356,0.022086445
0.31562909,0.022230169
0.316867632,0.022395184
0.31759586,0.022621317
0.318834402,0.022786333
0.319572242,0.02293045
0.32030047,0.023156583
0.321285056,0.023341905
0.322767943,0.02356863
0.323994471,0.023836164
0.324983863,0.023980479
0.325714494,0.024186108
0.327197381,0.024412832
0.327669251,0.024679775
0.329161749,0.024824484
0.330146335,0.025009806
0.331128519,0.025215633
0.332613809,0.025421853
0.333591187,0.025668687
0.335569971,0.025957316
0.337062469,0.026102025
0.338047055,0.026287348
0.338533342,0.026431268
0.340018631,0.026637489
0.341000815,0.026843315
0.341982999,0.027049141
0.342967585,0.027234463
0.34395938,0.027358274
0.344941564,0.0275641
0.345928553,0.027728919
0.347164693,0.027914438
0.348149279,0.028099761
0.349387822,0.028264777
0.350621558,0.0284708
0.353115462,0.028657305
0.354854708,0.028843219
0.3563424,0.029028936
0.357326986,0.029214258
0.358313976,0.029379076
0.359300965,0.029543895
0.360788658,0.029729612
0.362271544,0.029956336
0.363510087,0.030121352
0.365246929,0.030327769
0.366483068,0.030513289
0.368227119,0.030658195
0.369209303,0.030864021
0.371202504,0.031029628
0.372687794,0.031235849
0.374680995,0.031401456
0.375919537,0.031566472
0.377400021,0.031813699
0.378633757,0.032019723
0.38012145,0.032205439
0.381860695,0.032391353
0.383597538,0.032597771
0.384840885,0.032721779
0.387332386,0.032928788
0.389074035,0.033094198
0.39081328,0.033280112
0.392054225,0.033424624
0.393798276,0.03356953
0.395034415,0.03375505
0.39702281,0.033961664
0.398014605,0.034085475
0.399756253,0.034250885
0.401490693,0.034477807
0.402729235,0.034642822
0.404720033,0.034828933
0.406466487,0.034953336
0.408464494,0.035077936
0.409954589,0.035243149
0.411454295,0.035326346
0.412949196,0.035450552
0.414693247,0.035595458
0.417184748,0.035802467
0.419427099,0.035988775
0.421422702,0.036133879
0.423164351,0.036299289
0.425157551,0.036464896
0.427651455,0.036651401
0.429393103,0.036816811
0.431386304,0.036982418
0.433137564,0.037065813
0.434884017,0.037190216
0.436884426,0.037294312
0.438130177,0.037397816
0.440128184,0.037522416
0.44212619,0.037647016
0.445379558,0.037793105
0.447883073,0.037897595
0.44963193,0.038001494
0.451632339,0.03810559
0.453378793,0.038229993
0.455625949,0.038375293
0.458373809,0.038541492
0.46036701,0.038707099
0.462614166,0.0388524
0.464365426,0.038935795
0.466868941,0.039040285
0.469370053,0.039165279
0.472628227,0.039270361
0.47437468,0.039394763
0.47637509,0.039498859
0.479125352,0.039644554
0.480869403,0.03978946
0.483619665,0.039935155
0.485354105,0.040162077
0.487098156,0.040306983
0.489345313,0.040452284
0.491841619,0.040618285
0.494601493,0.040681965
0.497857264,0.04080755
0.501364588,0.040933333
0.5038657,0.041058327
0.50636441,0.041203825
0.508611566,0.041349125
0.511115081,0.041453616
0.513110685,0.041598719
0.516119709,0.0416831
0.518120118,0.041787196
0.520376886,0.041850481
0.522123339,0.041974884
0.524876005,0.042100075
0.527633475,0.042184259
0.530388543,0.042288946
0.532139802,0.042372341
0.535146423,0.042477226
0.536900085,0.042540117
0.538648942,0.042644016
0.541657965,0.042728397
0.544163883,0.042812383
0.546921354,0.042896567
0.549678825,0.042980751
0.551681637,0.043064343
0.554434302,0.043189534
0.556686264,0.043293827
0.559194585,0.04335731
0.562704312,0.043462589
0.565718141,0.043505962
0.568729567,0.043569839
0.571235485,0.043653826
0.573497058,0.043676104
0.576005379,0.043739586
0.579016806,0.043803464
0.581776679,0.043867143
0.584536553,0.043930823
0.587799532,0.043994898
0.590317464,0.043976365
0.593841607,0.043958622
0.597114198,0.043940681
0.59963213,0.043922149
0.60315387,0.043924909
0.605916146,0.043968085
0.608934781,0.043970451
0.612204969,0.043973014
0.614468945,0.043974788
0.617485177,0.043997658
0.61974675,0.044019936
0.622513832,0.044022104
0.625525259,0.044085982
0.627786832,0.04410826
0.631301364,0.044172531
0.634061238,0.044236211
0.637324217,0.044300285
0.640088896,0.044322958
0.643598623,0.044428236
0.646360899,0.044471413
0.648617667,0.044534698
0.651880647,0.044598772
0.654638117,0.044682956
0.657141632,0.044787446
0.659400803,0.044830228
0.66266138,0.044914806
0.664666594,0.044977895
0.668684232,0.04504256
0.671441703,0.045126744
0.674716696,0.045088299
0.678236034,0.045111563
0.681750567,0.045175835
0.684268498,0.045157302
0.687797447,0.045098551
0.690811277,0.045141925
0.693578358,0.045144093
0.696843741,0.045187664
0.699606017,0.04523084
0.701865187,0.045273622
0.703877611,0.045275199
0.706644693,0.045277368
0.70991488,0.045279931
0.712681962,0.045282099
0.714957952,0.045181355
0.717229137,0.045121618
0.719751874,0.045062078
0.722274611,0.045002539
0.72379354,0.044921706
0.726570233,0.04484186
0.729097776,0.044741313
0.731625319,0.044640766
0.733647353,0.044560328
0.735664582,0.044520898
0.73844608,0.044400044
0.740966415,0.044361008
0.743242405,0.044260263
0.745774754,0.044118709
0.748055549,0.043976957
0.750333942,0.043855709
0.752358379,0.043754767
0.754385219,0.043633322
0.757415868,0.043533169
0.759689455,0.043452928
0.761960639,0.043393191
0.763987479,0.043271746
0.766515022,0.043171199
0.768537057,0.043090761
0.771062197,0.043010718
0.773084231,0.04293028
0.77611488,0.042830127
0.778649631,0.042668068
0.780928024,0.04254682
0.7826937,0.042507193
0.784476195,0.042324039
0.786747379,0.042264302
0.789037786,0.042040535
0.790808268,0.041959901
0.792839913,0.041797448
0.795369859,0.041676397
0.798148955,0.041576047
0.799909825,0.041577427
0.802434965,0.041497383
0.8049553,0.041458347
0.807981143,0.041399202
0.811505286,0.041381458
0.813517709,0.041383035
0.815530133,0.041384613
0.81805287,0.041325073
0.820573204,0.041286037
0.824348901,0.04126849
0.827123191,0.041209148
0.829142823,0.041149214
0.832166263,0.041110572
0.834933345,0.041112741
0.83770283,0.041094406
0.840723867,0.041076268
0.84350056,0.040996422
0.846277253,0.040916575
0.849549844,0.040898634
0.852065373,0.040900606
0.855093619,0.040820957
0.857858298,0.040843629
0.860630185,0.04080479
0.862903772,0.04072455
0.865678063,0.040665207
0.868447547,0.040646872
0.870716329,0.040607639
0.872982708,0.04058891
0.875004742,0.040508472
0.878780439,0.040490925
0.881552326,0.040452086
0.883315599,0.040432963
0.885584381,0.04039373
0.887599207,0.040374803
0.89062505,0.040315658
0.893900043,0.040277213
0.896422781,0.040217673
0.899197071,0.040158331
0.901719808,0.040098791
0.903993395,0.04001855
0.90626458,0.039958814
0.908279406,0.039939887
0.911302846,0.039901245
0.913312867,0.039923326
0.916834607,0.039926086
0.918346327,0.039906766
0.921369768,0.039868124
0.923631341,0.039890402
0.926398423,0.039892571
0.92790774,0.039893754
0.929922566,0.039874827
0.932442901,0.039835791
0.934455324,0.039837368
0.9367193,0.039839143
0.939491188,0.039800304
0.941252058,0.039801684
0.944273096,0.039783546
0.946539475,0.039764817
0.948556703,0.039725386
0.950825485,0.039686153
0.952588758,0.039667029
0.954605987,0.039627599
0.957123919,0.039609067
0.959138745,0.03959014
0.960657673,0.039509308
0.962166991,0.039510491
0.964191428,0.03940955
0.965707953,0.039349221
0.966970523,0.0393092
0.969742411,0.039270361
0.971515295,0.039169222
0.973283374,0.039109091
0.975053855,0.039028456
0.976579992,0.038886113
0.979598627,0.038888478
0.981615856,0.038849048
0.984648907,0.038728391
0.986922494,0.038648151
0.988942126,0.038588217
0.990710205,0.038528086
0.992729836,0.038468152
0.995750874,0.038450014
0.999013853,0.038514088
1.002281638,0.038537155
1.003790955,0.038538337
1.007063546,0.038520397
1.010585287,0.038523157
1.012851665,0.038504427
1.014617341,0.0384648
1.01738202,0.038487472
1.020403058,0.038469334
