OC-LP-B3_2,
W,R
0.25,0.080963775
0.255,0.084609854
0.26,0.088477194
0.265,0.092523246
0.27,0.096120236
0.275,0.099916578
0.28,0.104020964
0.285,0.107754636
0.29,0.111859837
0.295,0.115972089
0.3,0.120792969
0.305,0.126127548
0.31,0.131773578
0.315,0.137748625
0.32,0.144179128
0.325,0.151117447
0.33,0.157686709
0.335,0.164319343
0.34,0.171232147
0.345,0.177639975
0.35,0.18419659
0.355,0.19004438
0.36,0.195742061
0.365,0.201527352
0.37,0.206670924
0.375,0.21138127
0.38,0.216048078
0.385,0.22079783
0.39,0.225093024
0.395,0.229086682
0.4,0.236136877
0.405,0.238870399
0.41,0.241586405
0.415,0.244504169
0.42,0.247935824
0.425,0.251441844
0.43,0.254643156
0.435,0.257511025
0.44,0.26045134
0.445,0.263950364
0.45,0.266832667
0.455,0.269651198
0.46,0.271878974
0.465,0.274478815
0.47,0.276930063
0.475,0.27920635
0.48,0.281514671
0.485,0.28364387
0.49,0.285911403
0.495,0.288185411
0.5,0.290615657
0.505,0.293172462
0.51,0.29576938
0.515,0.298303364
0.52,0.300726719
0.525,0.30309311
0.53,0.305420304
0.535,0.307670578
0.54,0.309759798
0.545,0.311752611
0.55,0.313650728
0.555,0.315468083
0.56,0.317079818
0.565,0.318516405
0.57,0.319804495
0.575,0.32094935
0.58,0.322012505
0.585,0.323014918
0.59,0.323832759
0.595,0.324396834
0.6,0.324993002
0.605,0.325645188
0.61,0.326389973
0.615,0.327145008
0.62,0.328012011
0.625,0.328911594
0.63,0.329775072
0.635,0.330603966
0.64,0.331349022
0.645,0.332033039
0.65,0.332664792
0.655,0.333294839
0.66,0.333833203
0.665,0.334409676
0.67,0.334998627
0.675,0.335569552
0.68,0.335980415
0.685,0.336363494
0.69,0.336701986
0.695,0.337071469
0.7,0.337347797
0.705,0.337641788
0.71,0.337836205
0.715,0.338012642
0.72,0.338118507
0.725,0.338206222
0.73,0.338112716
0.735,0.337964931
0.74,0.33743503
0.745,0.336974426
0.75,0.336289506
0.755,0.335673426
0.76,0.334890222
0.765,0.333871676
0.77,0.332817234
0.775,0.331473975
0.78,0.330140207
0.785,0.328698777
0.79,0.327214042
0.795,0.325526573
0.8,0.323475969
0.805,0.321511725
0.81,0.319367407
0.815,0.317385657
0.82,0.315135772
0.825,0.312958639
0.83,0.310733316
0.835,0.308497898
0.84,0.306333576
0.845,0.305130365
0.85,0.301777605
0.855,0.298530351
0.86,0.29454401
0.865,0.292841133
0.87,0.291422128
0.875,0.289849396
0.88,0.288517186
0.885,0.287255345
0.89,0.286462278
0.895,0.285978297
0.9,0.285552679
0.905,0.285293669
0.91,0.285144695
0.915,0.285309328
0.92,0.285500106
0.925,0.285801192
0.93,0.286077961
0.935,0.286126773
0.94,0.28641861
0.945,0.28646027
0.95,0.286969781
0.955,0.287214197
0.96,0.287736129
0.965,0.288153185
0.97,0.28861
0.975,0.289134627
0.98,0.289686134
0.985,0.290261795
0.99,0.290661403
0.995,0.29111039
1,0.291361147
1.005,0.291671957
1.01,0.291852372
1.015,0.291742136
1.02,0.292079609
1.025,0.29222583
1.03,0.292849495
1.035,0.293016289
1.04,0.293473418
1.045,0.293718667
1.05,0.293918362
1.055,0.294057617
1.06,0.294432105
1.065,0.294954578
1.07,0.295559269
1.075,0.296098687
1.08,0.296721121
1.085,0.297499308
1.09,0.29843588
1.095,0.299363677
1.1,0.30016028
1.11,0.301224085
1.12,0.302649279
1.13,0.30386281
1.14,0.304906106
1.15,0.305802306
1.16,0.306613605
1.17,0.307160056
1.18,0.307487664
1.19,0.307566367
1.2,0.307645777
1.21,0.307817524
1.22,0.307966591
1.23,0.308179167
1.24,0.308305401
1.25,0.308543175
1.26,0.308820906
1.27,0.309164877
1.28,0.309527789
1.29,0.309917579
1.3,0.310338645
1.31,0.310716492
1.32,0.311082674
1.33,0.311506005
1.34,0.312120887
1.35,0.312772597
1.36,0.3134307
1.37,0.313973031
1.38,0.314448991
1.39,0.314877883
1.4,0.315209678
1.41,0.315431146
1.42,0.315583951
1.43,0.315766151
1.44,0.315986055
1.45,0.316088161
1.46,0.316074176
1.47,0.315946069
1.48,0.315798024
1.49,0.315657434
1.5,0.315303476
1.51,0.314852004
1.52,0.314229172
1.53,0.313627857
1.54,0.312945642
1.55,0.31219809
1.56,0.311412413
1.57,0.310543512
1.58,0.309580637
1.59,0.308596573
1.6,0.307588118
1.61,0.306525107
1.62,0.305362849
1.63,0.304169816
1.64,0.30293514
1.65,0.301702051
1.66,0.300475811
1.67,0.299385595
1.68,0.297963327
1.69,0.296734517
1.7,0.295329912
1.71,0.294223279
1.72,0.292915679
1.73,0.291674972
1.74,0.290270139
1.75,0.288757047
1.76,0.287268822
1.77,0.285969771
1.78,0.284987083
1.79,0.283750461
1.8,0.282533037
1.81,0.28114626
1.82,0.280025111
1.83,0.278996014
1.84,0.27795197
1.85,0.277011753
1.86,0.276079959
1.87,0.275253084
1.88,0.274373842
1.89,0.273543473
1.9,0.272782411
1.91,0.272139871
1.92,0.271543602
1.93,0.271027422
1.94,0.27062026
1.95,0.270374636
1.96,0.27024936
1.97,0.27025136
1.98,0.27030951
1.99,0.270399389
2,0.270500629
2.01,0.270618337
2.02,0.270676733
2.03,0.270694927
2.04,0.270622539
2.05,0.270638263
2.06,0.27072917
2.07,0.27096894
2.08,0.271241826
2.09,0.271613907
2.1,0.272019388
2.11,0.272259977
2.12,0.272329295
2.13,0.272055726
2.14,0.27161742
2.15,0.2710439
2.16,0.270594026
2.17,0.270328084
2.18,0.270108582
2.19,0.270061273
2.2,0.269997343
2.21,0.270142873
2.22,0.270233748
2.23,0.270444751
2.24,0.270708024
2.25,0.271052373
2.26,0.271624699
2.27,0.272333335
2.28,0.27293791
2.29,0.272920051
2.3,0.272460806
2.31,0.27172372
2.32,0.271409744
2.33,0.271233154
2.34,0.271514009
2.35,0.271767632
2.36,0.271892931
2.37,0.271706497
2.38,0.271374342
2.39,0.271179977
2.4,0.271013086
2.41,0.270859013
2.42,0.270619826
2.43,0.270572338
2.44,0.270589294
2.45,0.270663712
2.46,0.270562401
2.47,0.270476267
2.48,0.270484725
2.49,0.270932788
2.5,0.271728088
