Brown University Keck/NASA Relab Spectrum OC-TXH-002-A40/C1OC02A40,,
W,R,Standard Deviation
1.07,0.15712,0.0053
1.075,0.15829,0.00544
1.08,0.15813,0.00558
1.085,0.15861,0.00511
1.09,0.1595,0.00535
1.095,0.15992,0.00525
1.1,0.16049,0.00542
1.105,0.1616,0.00572
1.11,0.16205,0.00518
1.115,0.1624,0.00532
1.12,0.16305,0.00551
1.125,0.16359,0.00528
1.13,0.16529,0.00588
1.135,0.16519,0.00558
1.14,0.16582,0.00536
1.145,0.16676,0.00564
1.15,0.16737,0.00586
1.155,0.16801,0.00568
1.16,0.16804,0.00565
1.165,0.16861,0.00577
1.17,0.16921,0.00588
1.175,0.17027,0.00579
1.18,0.17022,0.00586
1.185,0.1705,0.00596
1.19,0.1712,0.00555
1.195,0.17184,0.00566
1.2,0.1721,0.00589
1.205,0.17267,0.00583
1.21,0.17346,0.00587
1.215,0.1735,0.00601
1.22,0.17384,0.00611
1.225,0.17398,0.00561
1.23,0.17438,0.00606
1.235,0.17486,0.00582
1.24,0.17503,0.00596
1.245,0.17509,0.0059
1.25,0.17547,0.00601
1.255,0.17591,0.00604
1.26,0.1763,0.00608
1.265,0.17689,0.00585
1.27,0.17694,0.00579
1.275,0.17698,0.00596
1.28,0.17751,0.00624
1.285,0.17811,0.00606
1.29,0.17863,0.00591
1.295,0.17877,0.00579
1.3,0.17933,0.00599
1.305,0.18023,0.00605
1.31,0.18059,0.00583
1.315,0.18026,0.00615
1.32,0.18139,0.00641
1.325,0.18187,0.00622
1.33,0.18255,0.00611
1.335,0.18326,0.00608
1.34,0.18354,0.0061
1.345,0.1842,0.00618
1.35,0.18447,0.00629
1.355,0.18475,0.00627
1.36,0.18608,0.00619
1.365,0.18664,0.00649
1.37,0.18697,0.00606
1.375,0.18819,0.0063
1.38,0.18844,0.00623
1.385,0.18804,0.00618
1.39,0.18898,0.00616
1.395,0.18931,0.00671
1.4,0.19051,0.00632
1.405,0.19071,0.00648
1.41,0.19209,0.00663
1.415,0.19278,0.00671
1.42,0.19299,0.00686
1.425,0.19429,0.00653
1.43,0.19442,0.00671
1.435,0.19546,0.00651
1.44,0.19565,0.00636
1.445,0.19636,0.00699
1.45,0.19665,0.00668
1.455,0.19725,0.00641
1.46,0.1979,0.00658
1.465,0.19852,0.0067
1.47,0.19875,0.00681
1.475,0.19936,0.00665
1.48,0.2,0.00656
1.485,0.20026,0.00677
1.49,0.20078,0.00682
1.495,0.2013,0.00644
1.5,0.20154,0.00683
1.505,0.20154,0.00703
1.51,0.20154,0.00718
1.515,0.20269,0.00737
1.52,0.20261,0.0071
1.525,0.2025,0.00723
1.53,0.20274,0.00696
1.535,0.20283,0.00711
1.54,0.2034,0.00724
1.545,0.20335,0.00692
1.55,0.20336,0.0074
1.555,0.20317,0.00683
1.56,0.20333,0.00695
1.565,0.20355,0.00694
1.57,0.20345,0.00677
1.575,0.20378,0.0073
1.58,0.20437,0.00731
1.585,0.2041,0.00707
1.59,0.2037,0.00691
1.595,0.20368,0.00728
1.6,0.20372,0.00691
1.605,0.2035,0.00714
1.61,0.20321,0.00694
1.615,0.20343,0.00727
1.62,0.20278,0.00675
1.625,0.20216,0.00716
1.63,0.20199,0.00711
1.635,0.20206,0.00692
1.64,0.20126,0.00706
1.645,0.20153,0.00709
1.65,0.20145,0.00657
1.655,0.20184,0.00682
1.66,0.20064,0.00661
1.665,0.20072,0.00644
1.67,0.19924,0.00702
1.675,0.20053,0.00704
1.68,0.20055,0.019
1.685,0.19901,0.00639
1.69,0.19897,0.0065
1.695,0.19926,0.00713
1.7,0.19857,0.00684
1.705,0.19816,0.00688
1.71,0.19792,0.00704
1.715,0.19769,0.00671
1.72,0.19736,0.00668
1.725,0.19695,0.007
1.73,0.19671,0.0068
1.735,0.19645,0.00648
1.74,0.19601,0.0068
1.745,0.19534,0.00663
1.75,0.19499,0.00669
1.755,0.19485,0.0067
1.76,0.19451,0.00642
1.765,0.1941,0.00671
1.77,0.19394,0.00661
1.775,0.19379,0.00664
1.78,0.19316,0.00641
1.785,0.19303,0.00642
1.79,0.19258,0.00652
1.795,0.19242,0.0065
1.8,0.1921,0.00656
1.805,0.1915,0.00625
1.81,0.19151,0.00649
1.815,0.19128,0.00643
1.82,0.19113,0.00619
1.825,0.19108,0.00627
1.83,0.19069,0.00613
1.835,0.19069,0.00641
1.84,0.19045,0.00616
1.845,0.19001,0.0065
1.85,0.18961,0.00641
1.855,0.18946,0.00617
1.86,0.18959,0.00636
1.865,0.18892,0.00587
1.87,0.18966,0.00612
1.875,0.18806,0.00568
1.88,0.18777,0.00596
1.885,0.18807,0.00586
1.89,0.18756,0.00584
1.895,0.18729,0.00614
1.9,0.18725,0.00607
1.905,0.18619,0.00579
1.91,0.18627,0.00583
1.915,0.18598,0.0058
1.92,0.18578,0.00595
1.925,0.18561,0.00565
1.93,0.18569,0.00539
1.935,0.18531,0.00569
1.94,0.18562,0.00572
1.945,0.185,0.00591
1.95,0.1855,0.00552
1.955,0.18503,0.00578
1.96,0.18493,0.00579
1.965,0.18543,0.00564
1.97,0.18527,0.00597
1.975,0.18443,0.0059
1.98,0.18513,0.00571
1.985,0.18433,0.00566
1.99,0.18475,0.00597
1.995,0.18481,0.00587
2,0.18453,0.00562
2.005,0.18457,0.00571
2.01,0.18467,0.0056
2.015,0.18438,0.00567
2.02,0.18477,0.0057
2.025,0.18432,0.00569
2.03,0.18455,0.00566
2.035,0.18429,0.00566
2.04,0.18456,0.00592
2.045,0.18425,0.00597
2.05,0.18485,0.0061
2.055,0.18452,0.00571
2.06,0.18456,0.00612
2.065,0.18414,0.00571
2.07,0.18422,0.00546
2.075,0.18441,0.00584
2.08,0.18496,0.00577
2.085,0.18502,0.00603
2.09,0.18492,0.00585
2.095,0.18532,0.00572
2.1,0.18506,0.00571
2.105,0.18523,0.00607
2.11,0.18528,0.0063
2.115,0.18492,0.00605
2.12,0.18542,0.00578
2.125,0.18558,0.00565
2.13,0.18486,0.00552
2.135,0.18521,0.00579
2.14,0.18523,0.00577
2.145,0.18541,0.00619
2.15,0.18504,0.00593
2.155,0.18529,0.00603
2.16,0.18544,0.00563
2.165,0.18504,0.00585
2.17,0.18483,0.00593
2.175,0.18517,0.0055
2.18,0.18543,0.00576
2.185,0.18549,0.00558
2.19,0.18551,0.00551
2.195,0.18565,0.00567
2.2,0.18588,0.00553
2.205,0.1853,0.0054
2.21,0.18527,0.00581
2.215,0.18559,0.00536
2.22,0.18555,0.00574
2.225,0.18571,0.00611
2.23,0.18591,0.00571
2.235,0.18546,0.00583
2.24,0.18542,0.00561
2.245,0.18555,0.00559
2.25,0.18522,0.00593
2.255,0.18612,0.00559
2.26,0.18566,0.00573
2.265,0.18585,0.00569
2.27,0.18598,0.00571
2.275,0.18589,0.00594
2.28,0.18576,0.00553
2.285,0.18596,0.00609
2.29,0.18539,0.00605
2.295,0.18617,0.00555
2.3,0.18618,0.00601
2.305,0.18647,0.00586
2.31,0.18624,0.00551
2.315,0.18634,0.00582
2.32,0.18608,0.0058
2.325,0.18572,0.00576
2.33,0.18648,0.00597
2.335,0.18646,0.00604
2.34,0.18633,0.00541
2.345,0.18641,0.00575
2.35,0.18669,0.00582
2.355,0.18635,0.00622
2.36,0.18614,0.00614
2.365,0.18666,0.00589
2.37,0.18604,0.00622
2.375,0.18613,0.00628
2.38,0.18566,0.00626
2.385,0.18596,0.00598
2.39,0.18653,0.00599
2.395,0.18633,0.00627
2.4,0.18615,0.00597
2.405,0.18605,0.00601
2.41,0.18609,0.00573
2.415,0.18672,0.00623
2.42,0.187,0.00616
2.425,0.18674,0.00568
2.43,0.1866,0.00642
2.435,0.1871,0.00641
2.44,0.18677,0.0062
2.445,0.18625,0.00587
2.45,0.18696,0.00569
2.455,0.18695,0.00611
2.46,0.18694,0.0061
2.465,0.18728,0.00582
2.47,0.18712,0.00596
2.475,0.18658,0.0062
2.48,0.18721,0.00596
2.485,0.18718,0.00567
2.49,0.18718,0.00598
2.495,0.18718,0.0061
2.5,0.18696,0.00623
2.505,0.18706,0.00608
2.51,0.18764,0.00647
2.515,0.18774,0.00642
2.52,0.18694,0.00661
2.525,0.18743,0.0065
2.53,0.18808,0.00708
2.535,0.18798,0.0072
2.54,0.18817,0.00642
2.545,0.18796,0.00706
2.55,0.18866,0.00671
2.555,0.18869,0.00619
2.56,0.18896,0.00699
2.565,0.18921,0.00769
2.57,0.18993,0.00773
2.575,0.19,0.00821
2.58,0.19049,0.0077
2.585,0.19081,0.00912
2.59,0.19123,0.00867
2.595,0.19137,0.00992
2.6,0.19171,0.00784

