KC-OPX-hem_1,
W,R
1.0235,0.33611
1.0237,0.33551
1.0239,0.33412
1.0241,0.33342
1.0243,0.3339
1.0245,0.33418
1.0247,0.33425
1.0249,0.33559
1.0251,0.33744
1.0254,0.33792
1.0256,0.33725
1.0258,0.33642
1.026,0.33596
1.0262,0.33609
1.0264,0.33622
1.0266,0.33638
1.0268,0.33755
1.027,0.33878
1.0272,0.33848
1.0274,0.33817
1.0276,0.33948
1.0278,0.34088
1.028,0.34099
1.0282,0.34085
1.0284,0.34142
1.0286,0.34246
1.0288,0.34325
1.029,0.34309
1.0292,0.34223
1.0294,0.34218
1.0296,0.34355
1.0298,0.34494
1.03,0.34551
1.0302,0.34587
1.0304,0.34575
1.0307,0.34493
1.0309,0.34538
1.0311,0.34777
1.0313,0.3491
1.0315,0.34767
1.0317,0.34581
1.0319,0.34564
1.0321,0.34667
1.0323,0.34791
1.0325,0.34882
1.0327,0.34889
1.0329,0.34786
1.0331,0.3462
1.0333,0.34519
1.0335,0.34616
1.0337,0.34868
1.0339,0.35101
1.0341,0.35249
1.0344,0.35319
1.0346,0.3524
1.0348,0.3508
1.035,0.35098
1.0352,0.35336
1.0354,0.35571
1.0356,0.35687
1.0358,0.35675
1.036,0.35513
1.0362,0.35331
1.0364,0.35328
1.0366,0.35481
1.0368,0.35602
1.037,0.35603
1.0372,0.35537
1.0375,0.35479
1.0377,0.35477
1.0379,0.35546
1.0381,0.35624
1.0383,0.35654
1.0385,0.35704
1.0387,0.35837
1.0389,0.35983
1.0391,0.36092
1.0393,0.36156
1.0395,0.36144
1.0397,0.36101
1.04,0.36056
1.0402,0.35945
1.0404,0.35867
1.0406,0.35977
1.0408,0.36118
1.041,0.36091
1.0412,0.36025
1.0414,0.36108
1.0416,0.36305
1.0418,0.36437
1.042,0.36391
1.0423,0.36293
1.0425,0.36336
1.0427,0.36471
1.0429,0.36521
1.0431,0.3648
1.0433,0.36455
1.0435,0.36477
1.0437,0.36506
1.0439,0.3652
1.0441,0.36532
1.0444,0.36556
1.0446,0.36617
1.0448,0.36754
1.045,0.36922
1.0452,0.37019
1.0454,0.37038
1.0456,0.3704
1.0458,0.37039
1.046,0.37013
1.0462,0.36985
1.0465,0.36989
1.0467,0.37019
1.0469,0.37063
1.0471,0.37165
1.0473,0.37326
1.0475,0.37409
1.0477,0.37316
1.0479,0.37154
1.0482,0.37084
1.0484,0.37141
1.0486,0.37241
1.0488,0.37285
1.049,0.37255
1.0492,0.37246
1.0494,0.37351
1.0496,0.37486
1.0498,0.37477
1.0501,0.37351
1.0503,0.37284
1.0505,0.37344
1.0507,0.37516
1.0509,0.37745
1.0511,0.37871
1.0513,0.37841
1.0516,0.37805
1.0518,0.37821
1.052,0.37824
1.0522,0.3782
1.0524,0.37811
1.0526,0.37766
1.0528,0.37726
1.053,0.37764
1.0533,0.3789
1.0535,0.38024
1.0537,0.38068
1.0539,0.38045
1.0541,0.38038
1.0543,0.38032
1.0545,0.38017
1.0548,0.38043
1.055,0.38111
1.0552,0.38212
1.0554,0.38315
1.0556,0.38318
1.0558,0.38232
1.056,0.38202
1.0563,0.38268
1.0565,0.38376
1.0567,0.38467
1.0569,0.38476
1.0571,0.38429
1.0573,0.38408
1.0576,0.38409
1.0578,0.38451
1.058,0.38568
1.0582,0.38627
1.0584,0.38542
1.0586,0.38497
1.0589,0.38631
1.0591,0.38785
1.0593,0.3877
1.0595,0.38659
1.0597,0.38668
1.0599,0.38824
1.0602,0.38957
1.0604,0.38989
1.0606,0.38989
1.0608,0.38948
1.061,0.38846
1.0612,0.3882
1.0615,0.38962
1.0617,0.3912
1.0619,0.39146
1.0621,0.39109
1.0623,0.39144
1.0625,0.39265
1.0628,0.39358
1.063,0.39317
1.0632,0.39211
1.0634,0.39177
1.0636,0.39182
1.0639,0.3916
1.0641,0.39219
1.0643,0.39412
1.0645,0.39582
1.0647,0.39613
1.0649,0.3957
1.0652,0.39543
1.0654,0.39567
1.0656,0.39641
1.0658,0.39706
1.066,0.39696
1.0663,0.39661
1.0665,0.39681
1.0667,0.39689
1.0669,0.39633
1.0671,0.39655
1.0674,0.39784
1.0676,0.39814
1.0678,0.39713
1.068,0.39692
1.0682,0.39827
1.0685,0.40025
1.0687,0.40198
1.0689,0.40258
1.0691,0.40183
1.0693,0.40084
1.0696,0.40046
1.0698,0.40053
1.07,0.40079
1.0702,0.40136
1.0704,0.40249
1.0707,0.40377
1.0709,0.40403
1.0711,0.40317
1.0713,0.40257
1.0715,0.40294
1.0718,0.40373
1.072,0.40436
1.0722,0.40477
1.0724,0.4051
1.0727,0.40558
1.0729,0.4063
1.0731,0.40706
1.0733,0.40754
1.0735,0.40772
1.0738,0.40769
1.074,0.40721
1.0742,0.40615
1.0744,0.40559
1.0747,0.40646
1.0749,0.40814
1.0751,0.40953
1.0753,0.41008
1.0755,0.40981
1.0758,0.40949
1.076,0.40971
1.0762,0.4097
1.0764,0.40891
1.0767,0.40859
1.0769,0.40971
1.0771,0.4112
1.0773,0.41169
1.0776,0.41164
1.0778,0.41217
1.078,0.41289
1.0782,0.41281
1.0785,0.41224
1.0787,0.41188
1.0789,0.41178
1.0791,0.41235
1.0794,0.4138
1.0796,0.41502
1.0798,0.41542
1.08,0.41559
1.0803,0.4156
1.0805,0.4152
1.0807,0.41499
1.0809,0.41529
1.0812,0.41574
1.0814,0.41613
1.0816,0.41622
1.0818,0.41577
1.0821,0.41531
1.0823,0.41559
1.0825,0.41626
1.0827,0.41638
1.083,0.41599
1.0832,0.4162
1.0834,0.41739
1.0836,0.41854
1.0839,0.41872
1.0841,0.41836
1.0843,0.41834
1.0845,0.41871
1.0848,0.41917
1.085,0.41997
1.0852,0.42099
1.0855,0.4212
1.0857,0.42041
1.0859,0.41974
1.0861,0.41976
1.0864,0.42038
1.0866,0.42129
1.0868,0.42153
1.087,0.42096
1.0873,0.42113
1.0875,0.42248
1.0877,0.42337
1.088,0.42291
1.0882,0.42232
1.0884,0.42311
1.0886,0.42484
1.0889,0.42571
1.0891,0.42532
1.0893,0.42462
1.0896,0.42425
1.0898,0.42477
1.09,0.42584
1.0902,0.42576
1.0905,0.42478
1.0907,0.42476
1.0909,0.42523
1.0912,0.42533
1.0914,0.42586
1.0916,0.42641
1.0919,0.42632
1.0921,0.4267
1.0923,0.42752
1.0925,0.42772
1.0928,0.42787
1.093,0.42847
1.0932,0.42888
1.0935,0.42883
1.0937,0.42834
1.0939,0.42831
1.0942,0.42986
1.0944,0.43165
1.0946,0.43177
1.0948,0.43102
1.0951,0.43055
1.0953,0.43025
1.0955,0.43014
1.0958,0.43023
1.096,0.43062
1.0962,0.43156
1.0965,0.43207
1.0967,0.43157
1.0969,0.43137
1.0972,0.4321
1.0974,0.43289
1.0976,0.43327
1.0979,0.43317
1.0981,0.43297
1.0983,0.43343
1.0986,0.43417
1.0988,0.43437
1.099,0.43447
1.0993,0.43474
1.0995,0.43483
1.0997,0.43496
1.1,0.43532
1.1002,0.43584
1.1004,0.43666
1.1007,0.4375
1.1009,0.43789
1.1011,0.43781
1.1014,0.43726
1.1016,0.43662
1.1018,0.43683
1.1021,0.43768
1.1023,0.43811
1.1025,0.4381
1.1028,0.43814
1.103,0.43811
1.1032,0.43799
1.1035,0.43819
1.1037,0.43908
1.1039,0.44047
1.1042,0.44127
1.1044,0.44064
1.1046,0.43945
1.1049,0.43905
1.1051,0.43954
1.1054,0.4405
1.1056,0.4416
1.1058,0.44215
1.1061,0.44222
1.1063,0.44275
1.1065,0.44339
1.1068,0.44302
1.107,0.44235
1.1072,0.44247
1.1075,0.44274
1.1077,0.44237
1.1079,0.44184
1.1082,0.44164
1.1084,0.44201
1.1087,0.44303
1.1089,0.44413
1.1091,0.44458
1.1094,0.44448
1.1096,0.44437
1.1098,0.44446
1.1101,0.44475
1.1103,0.44535
1.1106,0.44601
1.1108,0.44589
1.111,0.44508
1.1113,0.44501
1.1115,0.44606
1.1118,0.44682
1.112,0.44659
1.1122,0.44627
1.1125,0.44655
1.1127,0.44691
1.1129,0.44663
1.1132,0.44602
1.1134,0.44593
1.1137,0.44634
1.1139,0.44659
1.1141,0.44666
1.1144,0.44686
1.1146,0.44694
1.1149,0.4468
1.1151,0.44708
1.1153,0.44793
1.1156,0.44865
1.1158,0.44915
1.1161,0.44999
1.1163,0.4508
1.1165,0.45098
1.1168,0.45106
1.117,0.45124
1.1173,0.4509
1.1175,0.45037
1.1177,0.45054
1.118,0.45112
1.1182,0.45142
1.1185,0.45123
1.1187,0.45076
1.1189,0.45049
1.1192,0.45059
1.1194,0.45064
1.1197,0.45073
1.1199,0.45125
1.1202,0.4518
1.1204,0.45191
1.1206,0.45197
1.1209,0.45237
1.1211,0.4527
1.1214,0.45254
1.1216,0.45224
1.1219,0.4523
1.1221,0.45269
1.1223,0.45336
1.1226,0.45422
1.1228,0.45472
1.1231,0.45434
1.1233,0.45364
1.1236,0.45363
1.1238,0.45446
1.124,0.45521
1.1243,0.45512
1.1245,0.45443
1.1248,0.45355
1.125,0.45315
1.1253,0.45398
1.1255,0.45545
1.1257,0.45624
1.126,0.45626
1.1262,0.45608
1.1265,0.45587
1.1267,0.45595
1.127,0.4563
1.1272,0.4564
1.1275,0.45637
1.1277,0.45655
1.128,0.45685
1.1282,0.45721
1.1284,0.45759
1.1287,0.45782
1.1289,0.45779
1.1292,0.45729
1.1294,0.45658
1.1297,0.45663
1.1299,0.45739
1.1302,0.45792
1.1304,0.45815
1.1307,0.45834
1.1309,0.45847
1.1312,0.45881
1.1314,0.45938
1.1316,0.45977
1.1319,0.46005
1.1321,0.4604
1.1324,0.46042
1.1326,0.46
1.1329,0.45976
1.1331,0.46008
1.1334,0.46025
1.1336,0.45983
1.1339,0.45975
1.1341,0.46059
1.1344,0.46127
1.1346,0.46115
1.1349,0.46079
1.1351,0.46055
1.1354,0.46057
1.1356,0.46102
1.1359,0.46164
1.1361,0.4622
1.1364,0.46265
1.1366,0.46274
1.1369,0.46262
1.1371,0.46275
1.1374,0.46312
1.1376,0.46371
1.1379,0.46444
1.1381,0.46479
1.1384,0.46482
1.1386,0.46498
1.1389,0.46493
1.1391,0.46447
1.1394,0.46429
1.1396,0.4646
1.1399,0.46483
1.1401,0.46475
1.1404,0.46473
1.1406,0.46514
1.1409,0.46596
1.1411,0.46675
1.1414,0.46697
1.1416,0.46652
1.1419,0.46591
1.1421,0.46577
1.1424,0.4659
1.1426,0.46575
1.1429,0.46556
1.1431,0.46582
1.1434,0.46618
1.1436,0.46626
1.1439,0.46628
1.1441,0.46624
1.1444,0.46606
1.1446,0.4662
1.1449,0.46667
1.1451,0.46677
1.1454,0.46649
1.1456,0.46662
1.1459,0.4675
1.1462,0.46848
1.1464,0.46871
1.1467,0.4684
1.1469,0.46868
1.1472,0.46942
1.1474,0.4693
1.1477,0.4684
1.1479,0.46788
1.1482,0.46805
1.1484,0.46865
1.1487,0.46929
1.1489,0.46945
1.1492,0.46941
1.1495,0.46962
1.1497,0.46961
1.15,0.46929
1.1502,0.46922
1.1505,0.46937
1.1507,0.46948
1.151,0.46977
1.1512,0.47023
1.1515,0.4705
1.1518,0.47044
1.152,0.47016
1.1523,0.47006
1.1525,0.47028
1.1528,0.4704
1.153,0.47054
1.1533,0.47125
1.1535,0.47209
1.1538,0.47231
1.1541,0.47228
1.1543,0.47266
1.1546,0.47308
1.1548,0.47295
1.1551,0.4725
1.1553,0.47219
1.1556,0.47196
1.1559,0.47199
1.1561,0.47243
1.1564,0.47282
1.1566,0.47281
1.1569,0.47264
1.1572,0.47241
1.1574,0.47221
1.1577,0.47233
1.1579,0.47268
1.1582,0.47307
1.1584,0.47339
1.1587,0.47328
1.159,0.47296
1.1592,0.4732
1.1595,0.47392
1.1597,0.47432
1.16,0.47433
1.1603,0.47428
1.1605,0.47415
1.1608,0.47415
1.161,0.47446
1.1613,0.47459
1.1616,0.47411
1.1618,0.47357
1.1621,0.47384
1.1623,0.47504
1.1626,0.47636
1.1629,0.47699
1.1631,0.4768
1.1634,0.47624
1.1636,0.47566
1.1639,0.4752
1.1642,0.47516
1.1644,0.47555
1.1647,0.47597
1.165,0.47638
1.1652,0.47686
1.1655,0.47675
1.1657,0.47608
1.166,0.47595
1.1663,0.47649
1.1665,0.47678
1.1668,0.47682
1.1671,0.47705
1.1673,0.47713
1.1676,0.47694
1.1678,0.47707
1.1681,0.47771
1.1684,0.47835
1.1686,0.47853
1.1689,0.47831
1.1692,0.47802
1.1694,0.47795
1.1697,0.47811
1.1699,0.47846
1.1702,0.4789
1.1705,0.47904
1.1707,0.47864
1.171,0.47814
1.1713,0.47806
1.1715,0.4783
1.1718,0.47856
1.1721,0.47877
1.1723,0.47888
1.1726,0.47897
1.1729,0.47906
1.1731,0.47907
1.1734,0.47919
1.1737,0.4796
1.1739,0.47988
1.1742,0.47961
1.1745,0.47918
1.1747,0.47925
1.175,0.47966
1.1752,0.47975
1.1755,0.47978
1.1758,0.4803
1.176,0.48071
1.1763,0.48034
1.1766,0.48
1.1769,0.48024
1.1771,0.48047
1.1774,0.48049
1.1777,0.48058
1.1779,0.48074
1.1782,0.48097
1.1785,0.48124
1.1787,0.48142
1.179,0.48163
1.1793,0.48186
1.1795,0.48178
1.1798,0.48132
1.1801,0.48079
1.1803,0.48062
1.1806,0.481
1.1809,0.48151
1.1811,0.48174
1.1814,0.48186
1.1817,0.48197
1.1819,0.48209
1.1822,0.48231
1.1825,0.48237
1.1828,0.4822
1.183,0.48215
1.1833,0.48228
1.1836,0.4825
1.1838,0.48291
1.1841,0.48321
1.1844,0.4833
1.1846,0.48366
1.1849,0.48406
1.1852,0.48385
1.1855,0.48333
1.1857,0.48293
1.186,0.48258
1.1863,0.48241
1.1865,0.48258
1.1868,0.48296
1.1871,0.48344
1.1874,0.48369
1.1876,0.48344
1.1879,0.48312
1.1882,0.48339
1.1884,0.48412
1.1887,0.48452
1.189,0.48432
1.1893,0.48416
1.1895,0.48431
1.1898,0.48437
1.1901,0.48434
1.1904,0.48459
1.1906,0.48484
1.1909,0.4848
1.1912,0.48477
1.1915,0.48476
1.1917,0.48467
1.192,0.48479
1.1923,0.485
1.1925,0.48496
1.1928,0.48495
1.1931,0.48513
1.1934,0.48515
1.1936,0.48525
1.1939,0.48582
1.1942,0.48616
1.1945,0.48568
1.1947,0.4851
1.195,0.48526
1.1953,0.48595
1.1956,0.48656
1.1958,0.48683
1.1961,0.48687
1.1964,0.48706
1.1967,0.48751
1.197,0.48773
1.1972,0.48731
1.1975,0.48666
1.1978,0.4864
1.1981,0.48658
1.1983,0.48687
1.1986,0.48695
1.1989,0.48677
1.1992,0.48655
1.1994,0.48659
1.1997,0.48685
1.2,0.487
1.2003,0.48697
1.2006,0.48719
1.2008,0.48786
1.2011,0.48821
1.2014,0.4877
1.2017,0.48719
1.2019,0.48751
1.2022,0.48821
1.2025,0.48874
1.2028,0.4891
1.2031,0.48916
1.2033,0.48877
1.2036,0.4883
1.2039,0.48829
1.2042,0.48867
1.2045,0.48885
1.2047,0.4888
1.205,0.48911
1.2053,0.48966
1.2056,0.48989
1.2059,0.48996
1.2061,0.49004
1.2064,0.48993
1.2067,0.48999
1.207,0.49052
1.2073,0.49093
1.2075,0.49092
1.2078,0.49079
1.2081,0.49061
1.2084,0.4904
1.2087,0.49023
1.209,0.49004
1.2092,0.49008
1.2095,0.49042
1.2098,0.49051
1.2101,0.49033
1.2104,0.4904
1.2106,0.49067
1.2109,0.49079
1.2112,0.49092
1.2115,0.49101
1.2118,0.4909
1.2121,0.49084
1.2123,0.49091
1.2126,0.49087
1.2129,0.4909
1.2132,0.49126
1.2135,0.49163
1.2138,0.4917
1.214,0.49162
1.2143,0.49162
1.2146,0.49175
1.2149,0.49184
1.2152,0.4918
1.2155,0.49186
1.2158,0.49201
1.216,0.49202
1.2163,0.49207
1.2166,0.49249
1.2169,0.49283
1.2172,0.49263
1.2175,0.4924
1.2178,0.49262
1.218,0.49291
1.2183,0.49296
1.2186,0.49299
1.2189,0.4931
1.2192,0.49318
1.2195,0.49324
1.2198,0.49338
1.22,0.4935
1.2203,0.49357
1.2206,0.4937
1.2209,0.49379
1.2212,0.49358
1.2215,0.49316
1.2218,0.49301
1.2221,0.49348
1.2223,0.49425
1.2226,0.49458
1.2229,0.49433
1.2232,0.49406
1.2235,0.49398
1.2238,0.49406
1.2241,0.49448
1.2244,0.49492
1.2247,0.4949
1.2249,0.49476
1.2252,0.49492
1.2255,0.49512
1.2258,0.49519
1.2261,0.49517
1.2264,0.49502
1.2267,0.49488
1.227,0.49484
1.2273,0.49491
1.2276,0.49523
1.2278,0.49557
1.2281,0.49561
1.2284,0.49561
1.2287,0.49564
1.229,0.49539
1.2293,0.49517
1.2296,0.49537
1.2299,0.49566
1.2302,0.49587
1.2305,0.49618
1.2308,0.49642
1.2311,0.49656
1.2313,0.4969
1.2316,0.49735
1.2319,0.49765
1.2322,0.49771
1.2325,0.49742
1.2328,0.49682
1.2331,0.49649
1.2334,0.49678
1.2337,0.49721
1.234,0.49726
1.2343,0.49724
1.2346,0.49767
1.2349,0.49827
1.2352,0.49841
1.2355,0.49812
1.2357,0.49768
1.236,0.49704
1.2363,0.4965
1.2366,0.49654
1.2369,0.49689
1.2372,0.49698
1.2375,0.4971
1.2378,0.49756
1.2381,0.49798
1.2384,0.4982
1.2387,0.49848
1.239,0.49871
1.2393,0.49864
1.2396,0.49857
1.2399,0.49866
1.2402,0.49873
1.2405,0.49877
1.2408,0.49884
1.2411,0.49888
1.2414,0.49896
1.2417,0.49912
1.242,0.49918
1.2423,0.49902
1.2426,0.49896
1.2429,0.49914
1.2432,0.49924
1.2435,0.49912
1.2438,0.49916
1.2441,0.49945
1.2443,0.4996
1.2446,0.49956
1.2449,0.49947
1.2452,0.49939
1.2455,0.49946
1.2458,0.49969
1.2461,0.49979
1.2464,0.49984
1.2467,0.50006
1.247,0.50007
1.2473,0.49973
1.2476,0.49943
1.2479,0.49927
1.2482,0.49939
1.2485,0.50009
1.2488,0.50099
1.2491,0.50136
1.2494,0.5012
1.2497,0.501
1.25,0.50101
1.2504,0.50122
1.2507,0.50128
1.251,0.50107
1.2513,0.50093
1.2516,0.501
1.2519,0.50111
1.2522,0.50118
1.2525,0.50128
1.2528,0.50159
1.2531,0.50214
1.2534,0.50231
1.2537,0.50162
1.254,0.50073
1.2543,0.50051
1.2546,0.50073
1.2549,0.50073
1.2552,0.50063
1.2555,0.50075
1.2558,0.5008
1.2561,0.5006
1.2564,0.5006
1.2567,0.50089
1.257,0.50101
1.2573,0.50104
1.2576,0.5012
1.2579,0.50123
1.2582,0.5012
1.2585,0.50164
1.2588,0.50223
1.2592,0.50225
1.2595,0.50178
1.2598,0.50144
1.2601,0.50141
1.2604,0.50151
1.2607,0.50152
1.261,0.50125
1.2613,0.50075
1.2616,0.50065
1.2619,0.50117
1.2622,0.50168
1.2625,0.50171
1.2628,0.50144
1.2631,0.50109
1.2635,0.50104
1.2638,0.50173
1.2641,0.5027
1.2644,0.50294
1.2647,0.50245
1.265,0.50205
1.2653,0.50223
1.2656,0.50265
1.2659,0.50267
1.2662,0.50241
1.2665,0.50248
1.2668,0.50281
1.2672,0.50294
1.2675,0.50293
1.2678,0.50299
1.2681,0.5031
1.2684,0.50318
1.2687,0.50312
1.269,0.50284
1.2693,0.50259
1.2696,0.50258
1.2699,0.50266
1.2703,0.50265
1.2706,0.50254
1.2709,0.5024
1.2712,0.50245
1.2715,0.5027
1.2718,0.5029
1.2721,0.50294
1.2724,0.50308
1.2728,0.50332
1.2731,0.5034
1.2734,0.50335
1.2737,0.50326
1.274,0.50297
1.2743,0.50266
1.2746,0.50278
1.2749,0.50325
1.2753,0.50378
1.2756,0.5043
1.2759,0.50465
1.2762,0.50459
1.2765,0.50417
1.2768,0.50362
1.2771,0.50326
1.2775,0.50328
1.2778,0.50347
1.2781,0.50352
1.2784,0.50331
1.2787,0.50304
1.279,0.50304
1.2793,0.50339
1.2797,0.50371
1.28,0.50389
1.2803,0.50413
1.2806,0.50443
1.2809,0.50452
1.2812,0.50446
1.2816,0.50454
1.2819,0.50463
1.2822,0.50438
1.2825,0.50382
1.2828,0.50335
1.2831,0.50336
1.2835,0.50407
1.2838,0.50507
1.2841,0.50541
1.2844,0.50515
1.2847,0.5051
1.2851,0.50502
1.2854,0.50459
1.2857,0.5044
1.286,0.50459
1.2863,0.50468
1.2867,0.50471
1.287,0.50477
1.2873,0.50472
1.2876,0.50461
1.2879,0.50444
1.2882,0.50427
1.2886,0.5044
1.2889,0.50454
1.2892,0.5044
1.2895,0.5044
1.2899,0.50463
1.2902,0.5047
1.2905,0.50465
1.2908,0.50462
1.2911,0.50454
1.2915,0.50468
1.2918,0.50502
1.2921,0.50509
1.2924,0.5049
1.2927,0.50472
1.2931,0.50462
1.2934,0.50479
1.2937,0.50518
1.294,0.50536
1.2944,0.50522
1.2947,0.50509
1.295,0.50516
1.2953,0.50522
1.2957,0.50493
1.296,0.5046
1.2963,0.50483
1.2966,0.50525
1.2969,0.50507
1.2973,0.50453
1.2976,0.5042
1.2979,0.50412
1.2982,0.50431
1.2986,0.50471
1.2989,0.50491
1.2992,0.50481
1.2996,0.50479
1.2999,0.5049
1.3002,0.50501
1.3005,0.50503
1.3009,0.5049
1.3012,0.50481
1.3015,0.505
1.3018,0.50519
1.3022,0.50496
1.3025,0.50461
1.3028,0.50463
1.3031,0.505
1.3035,0.50528
1.3038,0.50522
1.3041,0.50499
1.3045,0.5048
1.3048,0.5047
1.3051,0.50461
1.3054,0.50453
1.3058,0.50439
1.3061,0.50432
1.3064,0.50444
1.3068,0.50454
1.3071,0.50437
1.3074,0.50415
1.3077,0.50411
1.3081,0.50416
1.3084,0.50411
1.3087,0.50391
1.3091,0.50364
1.3094,0.50356
1.3097,0.50369
1.3101,0.50384
1.3104,0.50397
1.3107,0.50406
1.3111,0.50406
1.3114,0.50409
1.3117,0.50417
1.312,0.50404
1.3124,0.50368
1.3127,0.50338
1.313,0.50342
1.3134,0.50364
1.3137,0.50371
1.314,0.50365
1.3144,0.50375
1.3147,0.50385
1.315,0.50376
1.3154,0.50389
1.3157,0.50431
1.316,0.50449
1.3164,0.50438
1.3167,0.50424
1.317,0.50385
1.3174,0.50325
1.3177,0.50301
1.318,0.50329
1.3184,0.50361
1.3187,0.5037
1.3191,0.50353
1.3194,0.50321
1.3197,0.5031
1.3201,0.50343
1.3204,0.50372
1.3207,0.5036
1.3211,0.50362
1.3214,0.504
1.3217,0.50413
1.3221,0.50389
1.3224,0.50371
1.3228,0.50359
1.3231,0.50335
1.3234,0.50311
1.3238,0.50292
1.3241,0.50288
1.3244,0.50312
1.3248,0.50334
1.3251,0.50323
1.3255,0.50298
1.3258,0.50281
1.3261,0.5026
1.3265,0.50232
1.3268,0.50215
1.3272,0.50208
1.3275,0.50182
1.3278,0.50159
1.3282,0.502
1.3285,0.50271
1.3289,0.50297
1.3292,0.50298
1.3295,0.50307
1.3299,0.50288
1.3302,0.50241
1.3306,0.50217
1.3309,0.5023
1.3312,0.50255
1.3316,0.5025
1.3319,0.50199
1.3323,0.50144
1.3326,0.50106
1.333,0.50078
1.3333,0.50078
1.3336,0.50106
1.334,0.50134
1.3343,0.50157
1.3347,0.50162
1.335,0.5013
1.3354,0.50104
1.3357,0.50123
1.336,0.50137
1.3364,0.50103
1.3367,0.50059
1.3371,0.50059
1.3374,0.50093
1.3378,0.5011
1.3381,0.50094
1.3385,0.50062
1.3388,0.50032
1.3392,0.50012
1.3395,0.49989
1.3398,0.49965
1.3402,0.49979
1.3405,0.50022
1.3409,0.50027
1.3412,0.49996
1.3416,0.49985
1.3419,0.49991
1.3423,0.49988
1.3426,0.49965
1.343,0.49918
1.3433,0.49869
1.3437,0.49834
1.344,0.4981
1.3444,0.49815
1.3447,0.49844
1.3451,0.49856
1.3454,0.49853
1.3458,0.49857
1.3461,0.49865
1.3465,0.49883
1.3468,0.49888
1.3472,0.49844
1.3475,0.49798
1.3479,0.49814
1.3482,0.49847
1.3486,0.49831
1.3489,0.4978
1.3493,0.49754
1.3496,0.49767
1.35,0.49763
1.3503,0.49719
1.3507,0.49699
1.351,0.49724
1.3514,0.49736
1.3517,0.49718
1.3521,0.497
1.3524,0.49702
1.3528,0.49717
1.3531,0.49721
1.3535,0.49699
1.3538,0.49658
1.3542,0.49607
1.3545,0.49575
1.3549,0.49598
1.3553,0.49653
1.3556,0.49692
1.356,0.4971
1.3563,0.49682
1.3567,0.49586
1.357,0.49487
1.3574,0.49477
1.3577,0.49534
1.3581,0.49588
1.3585,0.49612
1.3588,0.4961
1.3592,0.49587
1.3595,0.49562
1.3599,0.49552
1.3602,0.49545
1.3606,0.49535
1.3609,0.49529
1.3613,0.49537
1.3617,0.49563
1.362,0.49585
1.3624,0.4957
1.3627,0.49541
1.3631,0.49522
1.3635,0.49488
1.3638,0.4945
1.3642,0.49447
1.3645,0.49458
1.3649,0.49454
1.3652,0.49463
1.3656,0.49498
1.366,0.49499
1.3663,0.4943
1.3667,0.49353
1.367,0.49348
1.3674,0.49385
1.3678,0.49387
1.3681,0.4936
1.3685,0.49334
1.3689,0.49294
1.3692,0.4925
1.3696,0.49237
1.3699,0.49262
1.3703,0.49289
1.3707,0.49278
1.371,0.49244
1.3714,0.49258
1.3717,0.49289
1.3721,0.4926
1.3725,0.49208
1.3728,0.49202
1.3732,0.49193
1.3736,0.49128
1.3739,0.49064
1.3743,0.49054
1.3747,0.49086
1.375,0.49106
1.3754,0.49081
1.3758,0.49032
1.3761,0.49012
1.3765,0.49022
1.3768,0.49006
1.3772,0.48938
1.3776,0.48886
1.3779,0.48905
1.3783,0.48948
1.3787,0.48942
1.379,0.48886
1.3794,0.48837
1.3798,0.48833
1.3801,0.48868
1.3805,0.48889
1.3809,0.48858
1.3812,0.48794
1.3816,0.48739
1.382,0.48703
1.3824,0.48664
1.3827,0.48622
1.3831,0.48608
1.3835,0.48609
1.3838,0.48593
1.3842,0.48568
1.3846,0.48553
1.3849,0.48543
1.3853,0.48528
1.3857,0.48501
1.386,0.48463
1.3864,0.48431
1.3868,0.48407
1.3872,0.48384
1.3875,0.48365
1.3879,0.48344
1.3883,0.483
1.3886,0.48231
1.389,0.48155
1.3894,0.4808
1.3898,0.47997
1.3901,0.47884
1.3905,0.47726
1.3909,0.4756
1.3913,0.47473
1.3916,0.47507
1.392,0.47605
1.3924,0.47696
1.3927,0.47768
1.3931,0.47824
1.3935,0.47847
1.3939,0.47838
1.3942,0.47808
1.3946,0.47764
1.395,0.47731
1.3954,0.47723
1.3957,0.47711
1.3961,0.47637
1.3965,0.47479
1.3969,0.47295
1.3973,0.47177
1.3976,0.47161
1.398,0.47217
1.3984,0.4732
1.3988,0.4743
1.3991,0.47487
1.3995,0.47469
1.3999,0.4745
1.4003,0.47489
1.4006,0.47536
1.401,0.47511
1.4014,0.47442
1.4018,0.47401
1.4022,0.4741
1.4025,0.47449
1.4029,0.47465
1.4033,0.47418
1.4037,0.47336
1.4041,0.47258
1.4044,0.472
1.4048,0.47205
1.4052,0.47285
1.4056,0.47367
1.406,0.474
1.4063,0.47391
1.4067,0.47362
1.4071,0.47343
1.4075,0.4733
1.4079,0.47307
1.4083,0.47301
1.4086,0.47314
1.409,0.47305
1.4094,0.47288
1.4098,0.47284
1.4102,0.47259
1.4106,0.47209
1.4109,0.4718
1.4113,0.47178
1.4117,0.47188
1.4121,0.47202
1.4125,0.47187
1.4129,0.47137
1.4132,0.47095
1.4136,0.47096
1.414,0.47127
1.4144,0.4716
1.4148,0.4716
1.4152,0.47123
1.4156,0.47088
1.4159,0.47083
1.4163,0.47089
1.4167,0.4709
1.4171,0.47096
1.4175,0.47106
1.4179,0.47103
1.4183,0.47082
1.4187,0.47043
1.419,0.47004
