BRU_LE2CPX_0,
W,R
1.799,0.850568
1.8,0.850402
1.801,0.849963
1.802,0.84967
1.803,0.850502
1.804,0.850586
1.805,0.849082
1.806,0.848527
1.807,0.849458
1.808,0.85043
1.809,0.849685
1.81,0.849323
1.811,0.848777
1.812,0.848935
1.813,0.850346
1.814,0.849774
1.815,0.848844
1.816,0.848299
1.817,0.848542
1.818,0.847915
1.819,0.847759
1.82,0.847634
1.821,0.847563
1.822,0.848636
1.823,0.847791
1.824,0.84692
1.825,0.845912
1.826,0.846223
1.827,0.846303
1.828,0.8449
1.829,0.844301
1.83,0.846189
1.831,0.846183
1.832,0.844868
1.833,0.844686
1.834,0.845598
1.835,0.845549
1.836,0.845463
1.837,0.843811
1.838,0.843656
1.839,0.843633
1.84,0.845597
1.841,0.846149
1.842,0.844764
1.843,0.843899
1.844,0.844413
1.845,0.844821
1.846,0.844364
1.847,0.843887
1.848,0.84363
1.849,0.843204
1.85,0.843234
1.851,0.841649
1.852,0.842458
1.853,0.841486
1.854,0.842044
1.855,0.84122
1.856,0.840084
1.857,0.839564
1.858,0.840252
1.859,0.84021
1.86,0.83939
1.861,0.839776
1.862,0.841034
1.863,0.839065
1.864,0.839313
1.865,0.837099
1.866,0.837107
1.867,0.83745
1.868,0.836912
1.869,0.837413
1.87,0.835638
1.871,0.836914
1.872,0.835479
1.873,0.834743
1.874,0.83364
1.875,0.83585
1.876,0.834942
1.877,0.83244
1.878,0.828854
1.879,0.830309
1.88,0.828752
1.881,0.826746
1.882,0.826383
1.883,0.824345
1.884,0.823406
1.885,0.82451
1.886,0.820831
1.887,0.82094
1.888,0.817804
1.889,0.819545
1.89,0.817587
1.891,0.816799
1.892,0.815734
1.893,0.813172
1.894,0.813797
1.895,0.811111
1.896,0.807622
1.897,0.804976
1.898,0.80581
1.899,0.806622
1.9,0.802838
1.901,0.79999
1.902,0.800053
1.903,0.799313
1.904,0.797733
1.905,0.795429
1.906,0.794592
1.907,0.791748
1.908,0.791381
1.909,0.793584
1.91,0.791762
1.911,0.78996
1.912,0.792936
1.913,0.794284
1.914,0.794777
1.915,0.791328
1.916,0.794127
1.917,0.793867
1.918,0.793281
1.919,0.790969
1.92,0.792615
1.921,0.788812
1.922,0.791351
1.923,0.793216
1.924,0.789468
1.925,0.791502
1.926,0.795159
1.927,0.795194
1.928,0.794459
1.929,0.793483
1.93,0.792069
1.931,0.792686
1.932,0.7935
1.933,0.792042
1.934,0.795151
1.935,0.793847
1.936,0.794883
1.937,0.793981
1.938,0.793624
1.939,0.794207
1.94,0.793078
1.941,0.796003
1.942,0.795711
1.943,0.793514
1.944,0.793096
1.945,0.792795
1.946,0.792097
1.947,0.790906
1.948,0.792517
1.949,0.792173
1.95,0.793265
1.951,0.795484
1.952,0.795046
1.953,0.794591
1.954,0.79382
1.955,0.794522
1.956,0.795372
1.957,0.795238
1.958,0.792502
1.959,0.793236
1.96,0.793307
1.961,0.793664
1.962,0.794236
1.963,0.793022
1.964,0.794728
1.965,0.794754
1.966,0.793806
1.967,0.793251
1.968,0.793846
1.969,0.795161
1.97,0.796037
1.971,0.796583
1.972,0.795282
1.973,0.79609
1.974,0.795443
1.975,0.796067
1.976,0.792988
1.977,0.791715
1.978,0.792452
1.979,0.792904
1.98,0.793761
1.981,0.792814
1.982,0.791457
1.983,0.791326
1.984,0.792773
1.985,0.793669
1.986,0.793591
1.987,0.792692
1.988,0.790815
1.989,0.790225
1.99,0.790857
1.991,0.791353
1.992,0.79052
1.993,0.791159
1.994,0.793189
1.995,0.791871
1.996,0.790987
1.997,0.791023
1.998,0.789732
1.999,0.790529
2,0.791645
2.001,0.791849
2.002,0.791513
2.003,0.789583
2.004,0.79053
2.005,0.790197
2.006,0.789666
2.007,0.790618
2.008,0.791775
2.009,0.791349
2.01,0.790558
2.011,0.790157
2.012,0.789203
2.013,0.790259
2.014,0.788546
2.015,0.785857
2.016,0.788306
2.017,0.788969
2.018,0.78947
2.019,0.789832
2.02,0.786651
2.021,0.786278
2.022,0.786111
2.023,0.786133
2.024,0.784796
2.025,0.785362
2.026,0.785798
2.027,0.784263
2.028,0.784371
2.029,0.786076
2.03,0.784849
2.031,0.783673
2.032,0.784597
2.033,0.786211
2.034,0.783544
2.035,0.782545
2.036,0.78177
2.037,0.781471
2.038,0.780836
2.039,0.782885
2.04,0.785378
2.041,0.78278
2.042,0.785207
2.043,0.783821
2.044,0.783699
2.045,0.784564
2.046,0.78194
2.047,0.781662
2.048,0.783646
2.049,0.781552
2.05,0.782316
2.051,0.77923
2.052,0.779805
2.053,0.780948
2.054,0.782912
2.055,0.782665
2.056,0.780906
2.057,0.780316
2.058,0.779759
2.059,0.778128
2.06,0.776367
2.061,0.778845
2.062,0.77976
2.063,0.778888
2.064,0.778043
2.065,0.776263
2.066,0.779586
2.067,0.777406
2.068,0.778346
2.069,0.775019
2.07,0.77266
2.071,0.771628
2.072,0.772012
2.073,0.776691
2.074,0.773316
2.075,0.771156
2.076,0.772961
2.077,0.774665
2.078,0.776144
2.079,0.774556
2.08,0.772124
2.081,0.772134
2.082,0.769112
2.083,0.76957
2.084,0.77201
2.085,0.76841
2.086,0.765206
2.087,0.764211
2.088,0.77192
2.089,0.768503
2.09,0.767366
2.091,0.767132
2.092,0.769376
2.093,0.763693
2.094,0.764672
2.095,0.767466
2.096,0.768035
2.097,0.767162
2.098,0.765988
2.099,0.770671
2.1,0.763275
2.101,0.769802
2.102,0.768604
2.103,0.765435
2.104,0.767355
2.105,0.766604
2.106,0.761621
2.107,0.761471
2.108,0.765275
2.109,0.760779
2.11,0.763062
2.111,0.762614
2.112,0.759581
2.113,0.761057
2.114,0.760266
2.115,0.7574
2.116,0.760732
2.117,0.758213
2.118,0.763598
2.119,0.760099
2.12,0.761569
2.121,0.756196
2.122,0.761993
2.123,0.760399
2.124,0.757661
2.125,0.760209
2.126,0.761447
2.127,0.757394
2.128,0.758496
2.129,0.756224
2.13,0.75477
2.131,0.759094
2.132,0.761747
2.133,0.757909
2.134,0.755456
2.135,0.758703
2.136,0.754809
2.137,0.753583
2.138,0.753883
2.139,0.752122
2.14,0.752256
2.141,0.752956
2.142,0.747995
2.143,0.75362
2.144,0.756121
2.145,0.753011
2.146,0.751995
2.147,0.753162
2.148,0.75872
2.149,0.751141
2.15,0.749919
2.151,0.755903
2.152,0.751732
2.153,0.750801
2.154,0.746161
2.155,0.744654
2.156,0.747629
2.157,0.752707
2.158,0.751634
2.159,0.748167
2.16,0.74919
2.161,0.749146
2.162,0.752187
2.163,0.750661
2.164,0.752342
2.165,0.74995
2.166,0.745524
2.167,0.746451
2.168,0.747024
2.169,0.744332
2.17,0.744495
2.171,0.747972
2.172,0.747959
2.173,0.750132
2.174,0.746856
2.175,0.743938
2.176,0.746396
2.177,0.747378
2.178,0.749467
2.179,0.747088
2.18,0.747014
2.181,0.748331
2.182,0.745759
2.183,0.741537
2.184,0.742812
2.185,0.746234
2.186,0.745814
2.187,0.742797
2.188,0.741463
2.189,0.744213
2.19,0.741364
2.191,0.738871
2.192,0.738923
2.193,0.738472
2.194,0.742541
2.195,0.746384
2.196,0.746611
2.197,0.744331
2.198,0.743655
2.199,0.746264
2.2,0.742299
2.201,0.738522
2.202,0.738484
2.203,0.739989
2.204,0.740912
2.205,0.739682
2.206,0.739097
2.207,0.73954
2.208,0.738438
2.209,0.739892
2.21,0.740111
2.211,0.736758
2.212,0.737221
2.213,0.741088
2.214,0.738272
2.215,0.734229
2.216,0.737764
2.217,0.737549
2.218,0.73796
2.219,0.735414
2.22,0.733344
2.221,0.734323
2.222,0.734829
2.223,0.740245
2.224,0.738647
2.225,0.737562
2.226,0.736767
2.227,0.738393
2.228,0.736563
2.229,0.737479
2.23,0.735597
2.231,0.732428
2.232,0.733274
2.233,0.734278
2.234,0.732187
2.235,0.729514
2.236,0.733694
2.237,0.734298
2.238,0.729552
2.239,0.725402
2.24,0.729566
2.241,0.730525
2.242,0.729167
2.243,0.730307
2.244,0.728888
2.245,0.72459
2.246,0.722178
2.247,0.729337
2.248,0.730493
2.249,0.730287
2.25,0.731619
2.251,0.726988
2.252,0.732316
2.253,0.732582
2.254,0.731847
2.255,0.728991
2.256,0.732431
2.257,0.732262
2.258,0.722221
2.259,0.72603
2.26,0.723022
2.261,0.727159
2.262,0.722002
2.263,0.725768
2.264,0.730519
2.265,0.72909
2.266,0.727714
2.267,0.730166
2.268,0.73444
2.269,0.724514
2.27,0.727328
2.271,0.724739
2.272,0.728084
2.273,0.729432
2.274,0.732932
2.275,0.724746
2.276,0.724803
2.277,0.72467
2.278,0.727377
2.279,0.72137
2.28,0.724464
2.281,0.724966
2.282,0.732099
2.283,0.724692
2.284,0.727046
2.285,0.726177
2.286,0.717569
2.287,0.729709
2.288,0.722978
2.289,0.719472
2.29,0.720207
2.291,0.720635
2.292,0.720185
2.293,0.715062
2.294,0.720247
2.295,0.713987
2.296,0.711239
2.297,0.721928
2.298,0.717351
2.299,0.719809
2.3,0.711928
2.301,0.722798
2.302,0.72823
2.303,0.718087
2.304,0.71588
2.305,0.716129
2.306,0.716568
2.307,0.7272
2.308,0.720944
2.309,0.714087
2.31,0.722058
2.311,0.719512
2.312,0.710138
2.313,0.72282
2.314,0.714115
2.315,0.723305
2.316,0.719793
2.317,0.718668
2.318,0.726895
2.319,0.718505
2.32,0.726836
2.321,0.718579
2.322,0.717527
2.323,0.716996
2.324,0.725829
2.325,0.725384
2.326,0.729183
2.327,0.71309
2.328,0.716822
2.329,0.711483
2.33,0.719557
2.331,0.713598
2.332,0.721083
2.333,0.718945
2.334,0.72385
2.335,0.726599
2.336,0.720306
2.337,0.716455
2.338,0.726343
2.339,0.723879
2.34,0.725197
2.341,0.724588
2.342,0.718403
2.343,0.717707
2.344,0.720686
2.345,0.719505
2.346,0.731366
2.347,0.730302
2.348,0.724557
2.349,0.724897
2.35,0.721491
2.351,0.719162
2.352,0.732133
2.353,0.729992
2.354,0.728918
2.355,0.732563
2.356,0.728829
2.357,0.728434
2.358,0.727401
2.359,0.730496
2.36,0.729414
2.361,0.724286
2.362,0.721084
2.363,0.716455
2.364,0.715453
2.365,0.711737
2.366,0.714858
2.367,0.724251
2.368,0.735094
2.369,0.723381
2.37,0.726174
2.371,0.73747
2.372,0.728406
2.373,0.722746
2.374,0.718309
2.375,0.721769
2.376,0.735074
2.377,0.73168
2.378,0.727569
2.379,0.731568
2.38,0.732944
2.381,0.727798
2.382,0.71964
2.383,0.721724
2.384,0.722769
2.385,0.723117
2.386,0.722875
2.387,0.721295
2.388,0.727217
2.389,0.72291
2.39,0.718295
2.391,0.727283
2.392,0.734231
2.393,0.726782
2.394,0.717469
2.395,0.719142
2.396,0.725089
2.397,0.724172
2.398,0.718758
2.399,0.717599
2.4,0.722894
2.401,0.728591
2.402,0.734513
2.403,0.727673
2.404,0.728397
2.405,0.742842
2.406,0.740502
2.407,0.737624
2.408,0.736056
2.409,0.72461
2.41,0.729515
2.411,0.729128
2.412,0.726105
2.413,0.733119
2.414,0.737868
2.415,0.73171
2.416,0.743151
2.417,0.751773
2.418,0.751307
2.419,0.743714
2.42,0.730111
2.421,0.729639
2.422,0.739361
2.423,0.736242
2.424,0.729639
2.425,0.720567
2.426,0.72727
2.427,0.7266
2.428,0.738641
2.429,0.736706
2.43,0.726746
2.431,0.726126
2.432,0.734347
2.433,0.730657
2.434,0.732496
2.435,0.729972
2.436,0.715686
2.437,0.71834
2.438,0.7255
2.439,0.732083
2.44,0.725855
2.441,0.738363
2.442,0.746324
2.443,0.741252
2.444,0.737577
2.445,0.742398
2.446,0.73568
2.447,0.737958
2.448,0.744804
2.449,0.760883
2.45,0.74135
2.451,0.728412
2.452,0.733486
2.453,0.735361
2.454,0.733071
2.455,0.742686
2.456,0.732953
2.457,0.756897
2.458,0.74557
2.459,0.741267
2.46,0.751637
2.461,0.733704
2.462,0.742686
2.463,0.74192
2.464,0.755645
2.465,0.732791
2.466,0.738367
2.467,0.745409
2.468,0.757335
2.469,0.754224
2.47,0.755355
2.471,0.74493
2.472,0.727953
2.473,0.749858
2.474,0.758422
2.475,0.749257
2.476,0.75082
2.477,0.737932
2.478,0.748567
2.479,0.766068
2.48,0.743704
2.481,0.754418
2.482,0.759157
2.483,0.740713
2.484,0.764721
2.485,0.769455
2.486,0.759104
2.487,0.751357
2.488,0.739047
2.489,0.731118
2.49,0.762557
2.491,0.769476
2.492,0.759349
2.493,0.774242
2.494,0.736509
2.495,0.740893
2.496,0.734739
2.497,0.750756
2.498,0.732331
2.499,0.747028
2.5,0.780385

