Brown University Keck/NASA Relab Spectrum OC-TXH-002-A/C1OC02A,,
W,R,Standard Deviation
0.82,0.21426,0.00688
0.825,0.21358,0.00666
0.83,0.21239,0.0067
0.835,0.21117,0.00659
0.84,0.2107,0.00643
0.845,0.21015,0.00633
0.85,0.20866,0.00665
0.855,0.20832,0.0063
0.86,0.20651,0.00645
0.865,0.20633,0.0059
0.87,0.20543,0.00561
0.875,0.2041,0.00548
0.88,0.20366,0.00551
0.885,0.2026,0.00552
0.89,0.20183,0.00532
0.895,0.20151,0.00516
0.9,0.20077,0.00532
0.905,0.20003,0.00491
0.91,0.19919,0.00523
0.915,0.1986,0.00495
0.92,0.19795,0.00503
0.925,0.1972,0.00476
0.93,0.19665,0.0044
0.935,0.19679,0.00456
0.94,0.19609,0.00455
0.945,0.19501,0.00448
0.95,0.19546,0.00446
0.955,0.1957,0.00435
0.96,0.19576,0.00441
0.965,0.19467,0.00432
0.97,0.19436,0.00444
0.975,0.19453,0.00434
0.98,0.19436,0.00421
0.985,0.19359,0.0045
0.99,0.19364,0.00418
0.995,0.19277,0.00424
1,0.1927,0.00446
1.005,0.19232,0.00422
1.01,0.19168,0.0042
1.015,0.19176,0.0042
1.02,0.19148,0.00435
1.025,0.19095,0.00375
1.03,0.19051,0.00425
1.035,0.19094,0.00419
1.04,0.19065,0.00409
1.045,0.19027,0.00386
1.05,0.19028,0.0045
1.055,0.18967,0.00413
1.06,0.18952,0.00409
1.065,0.18963,0.00394
1.07,0.18948,0.00421
1.075,0.19022,0.00373
1.08,0.18987,0.00374
1.085,0.1897,0.0039
1.09,0.18994,0.00416
1.095,0.1904,0.00406
1.1,0.19107,0.00401
1.105,0.1907,0.00417
1.11,0.1908,0.00392
1.115,0.19156,0.00423
1.12,0.1916,0.0038
1.125,0.19241,0.00425
1.13,0.19262,0.00425
1.135,0.1931,0.00382
1.14,0.19325,0.00379
1.145,0.19322,0.00381
1.15,0.19332,0.00382
1.155,0.19383,0.00392
1.16,0.19431,0.00396
1.165,0.19361,0.0041
1.17,0.19372,0.0042
1.175,0.19404,0.00393
1.18,0.19443,0.00427
1.185,0.19475,0.00398
1.19,0.19402,0.00377
1.195,0.19441,0.00396
1.2,0.19404,0.00413
1.205,0.19449,0.00418
1.21,0.19471,0.00483
1.215,0.19474,0.00459
1.22,0.19525,0.00431
1.225,0.1948,0.00442
1.23,0.19477,0.00435
1.235,0.19473,0.00434
1.24,0.1947,0.00429
1.245,0.19462,0.00382
1.25,0.19449,0.00443
1.255,0.19455,0.00413
1.26,0.19465,0.00388
1.265,0.19479,0.0039
1.27,0.19483,0.00427
1.275,0.19473,0.00417
1.28,0.19466,0.00406
1.285,0.19464,0.00406
1.29,0.19473,0.0043
1.295,0.19491,0.00407
1.3,0.19565,0.00447
1.305,0.19565,0.00418
1.31,0.19575,0.00384
1.315,0.19605,0.00389
1.32,0.1964,0.00397
1.325,0.19629,0.00359
1.33,0.19667,0.00403
1.335,0.1965,0.00418
1.34,0.19645,0.00394
1.345,0.19731,0.0042
1.35,0.19759,0.00412
1.355,0.19816,0.0045
1.36,0.19832,0.0045
1.365,0.19894,0.00426
1.37,0.19901,0.0048
1.375,0.19931,0.00442
1.38,0.19952,0.0045
1.385,0.20025,0.00416
1.39,0.20006,0.00447
1.395,0.20026,0.00421
1.4,0.19987,0.00476
1.405,0.20087,0.00429
1.41,0.20063,0.00435
1.415,0.20091,0.00438
1.42,0.20176,0.00448
1.425,0.20135,0.00436
1.43,0.20137,0.00436
1.435,0.20148,0.00416
1.44,0.20176,0.00432
1.445,0.20233,0.00415
1.45,0.20254,0.00436
1.455,0.20246,0.00446
1.46,0.20234,0.00452
1.465,0.20299,0.00402
1.47,0.20284,0.00439
1.475,0.20344,0.00425
1.48,0.2033,0.00486
1.485,0.20319,0.0045
1.49,0.20364,0.00466
1.495,0.20351,0.00449
1.5,0.20358,0.00455
1.505,0.20338,0.00465
1.51,0.20399,0.00452
1.515,0.20368,0.00442
1.52,0.20426,0.00444
1.525,0.20416,0.00446
1.53,0.20391,0.00452
1.535,0.2041,0.00466
1.54,0.20432,0.00475
1.545,0.20405,0.00444
1.55,0.20369,0.00457
1.555,0.20371,0.00467
1.56,0.2032,0.00476
1.565,0.20294,0.00431
1.57,0.20321,0.00476
1.575,0.20359,0.00449
1.58,0.20309,0.00475
1.585,0.20265,0.00472
1.59,0.2027,0.00478
1.595,0.20193,0.00484
1.6,0.20214,0.00454
1.605,0.202,0.00477
1.61,0.2018,0.0049
1.615,0.20198,0.00499
1.62,0.20117,0.00474
1.625,0.20067,0.00477
1.63,0.20028,0.00483
1.635,0.19989,0.00465
1.64,0.20041,0.00506
1.645,0.19996,0.00466
1.65,0.19944,0.00481
1.655,0.19983,0.00489
1.66,0.19931,0.00478
1.665,0.19783,0.00489
1.67,0.19837,0.00491
1.675,0.19781,0.00511
1.68,0.19815,0.00524
1.685,0.19746,0.0048
1.69,0.1968,0.00471
1.695,0.19711,0.00508
1.7,0.19642,0.00494
1.705,0.19603,0.00471
1.71,0.19603,0.00478
1.715,0.19525,0.00481
1.72,0.19488,0.00481
1.725,0.19456,0.00471
1.73,0.19427,0.0048
1.735,0.1939,0.00512
1.74,0.19343,0.00477
1.745,0.19311,0.00482
1.75,0.19225,0.00483
1.755,0.19221,0.0045
1.76,0.19194,0.00446
1.765,0.1911,0.00444
1.77,0.19107,0.00451
1.775,0.19112,0.00455
1.78,0.19059,0.00445
1.785,0.19014,0.00465
1.79,0.18964,0.00452
1.795,0.18934,0.00434
1.8,0.18923,0.00434
1.805,0.18832,0.00458
1.81,0.18825,0.0046
1.815,0.1875,0.00439
1.82,0.18721,0.00439
1.825,0.18712,0.00387
1.83,0.18675,0.00435
1.835,0.18662,0.00457
1.84,0.18591,0.00465
1.845,0.18573,0.00477
1.85,0.18506,0.00449
1.855,0.18498,0.00405
1.86,0.18436,0.00464
1.865,0.18407,0.00457
1.87,0.18369,0.0043
1.875,0.18352,0.00487
1.88,0.18365,0.00452
1.885,0.18292,0.00413
1.89,0.18288,0.00407
1.895,0.18229,0.00421
1.9,0.18182,0.00457
1.905,0.18168,0.00444
1.91,0.18153,0.00437
1.915,0.18118,0.00457
1.92,0.18087,0.00476
1.925,0.18063,0.00427
1.93,0.18008,0.0045
1.935,0.17986,0.00462
1.94,0.17952,0.00427
1.945,0.1799,0.00412
1.95,0.17913,0.00407
1.955,0.17904,0.00429
1.96,0.17854,0.00406
1.965,0.17878,0.00412
1.97,0.17844,0.00444
1.975,0.17809,0.00418
1.98,0.17841,0.00449
1.985,0.17846,0.00444
1.99,0.17794,0.00426
1.995,0.17765,0.0042
2,0.17692,0.00438
2.005,0.17752,0.00433
2.01,0.17748,0.00423
2.015,0.17754,0.0041
2.02,0.17749,0.00406
2.025,0.17715,0.00401
2.03,0.17705,0.00392
2.035,0.17733,0.00399
2.04,0.17686,0.00418
2.045,0.17656,0.00391
2.05,0.17632,0.00412
2.055,0.17658,0.00373
2.06,0.17694,0.00429
2.065,0.17596,0.00421
2.07,0.17617,0.00417
2.075,0.17599,0.00417
2.08,0.1759,0.00421
2.085,0.1756,0.0041
2.09,0.17596,0.00424
2.095,0.1762,0.00412
2.1,0.17615,0.00454
2.105,0.17593,0.00407
2.11,0.17573,0.00444
2.115,0.17582,0.00413
2.12,0.17549,0.00422
2.125,0.17529,0.00385
2.13,0.17586,0.00407
2.135,0.17545,0.00421
2.14,0.17535,0.00403
2.145,0.17536,0.00413
2.15,0.17526,0.00424
2.155,0.17558,0.00429
2.16,0.17539,0.00424
2.165,0.17528,0.00428
2.17,0.17532,0.00388
2.175,0.17473,0.00411
2.18,0.17508,0.00402
2.185,0.17522,0.00384
2.19,0.17494,0.00402
2.195,0.17509,0.00382
2.2,0.17485,0.00389
2.205,0.17487,0.0038
2.21,0.17474,0.00398
2.215,0.17484,0.00401
2.22,0.17505,0.00383
2.225,0.17449,0.00386
2.23,0.17458,0.00414
2.235,0.17437,0.00397
2.24,0.17451,0.00409
2.245,0.17459,0.00374
2.25,0.17449,0.00415
2.255,0.17458,0.00442
2.26,0.17449,0.0045
2.265,0.17459,0.00427
2.27,0.17429,0.0043
2.275,0.17421,0.00407
2.28,0.17424,0.00424
2.285,0.17417,0.0044
2.29,0.17429,0.00427
2.295,0.17416,0.00418
2.3,0.17452,0.00449
2.305,0.17395,0.00418
2.31,0.17402,0.0041
2.315,0.17409,0.00424
2.32,0.1736,0.00452
2.325,0.17368,0.03317
2.33,0.17319,0.00441
2.335,0.17401,0.00422
2.34,0.17384,0.00436
2.345,0.17349,0.00436
2.35,0.1737,0.00438
2.355,0.17409,0.00438
2.36,0.17375,0.00435
2.365,0.17321,0.00441
2.37,0.1739,0.0043
2.375,0.17323,0.00421
2.38,0.17355,0.00426
2.385,0.17338,0.00415
2.39,0.17356,0.00427
2.395,0.17354,0.00451
2.4,0.17344,0.00408
2.405,0.17389,0.00477
2.41,0.1734,0.00429
2.415,0.17387,0.00464
2.42,0.17435,0.00468
2.425,0.174,0.00453
2.43,0.1735,0.00465
2.435,0.17364,0.00456
2.44,0.17331,0.00437
2.445,0.17375,0.00446
2.45,0.17368,0.00448
2.455,0.17366,0.00469
2.46,0.17279,0.00462
2.465,0.17346,0.00468
2.47,0.17396,0.00464
2.475,0.17396,0.00484
2.48,0.17412,0.00437
2.485,0.1739,0.00432
2.49,0.17384,0.00436
2.495,0.1737,0.00436
2.5,0.17282,0.00445
2.505,0.17281,0.00451
2.51,0.17332,0.00423
2.515,0.1727,0.00464
2.52,0.17324,0.00456
2.525,0.17342,0.0046
2.53,0.17382,0.00499
2.535,0.17378,0.0054
2.54,0.17337,0.00497
2.545,0.17375,0.00556
2.55,0.17364,0.00579
2.555,0.1742,0.00543
2.56,0.17385,0.00569
2.565,0.17437,0.00801
2.57,0.17484,0.00712
2.575,0.17517,0.00733
2.58,0.17555,0.00755
2.585,0.17501,0.00892
2.59,0.17545,0.00941
2.595,0.17472,0.0106
2.6,0.17565,0.00946

