SS_OL_0,
0.701545114,0.859317724
0.705254398,0.856772656
0.708954192,0.853097008
0.71173319,0.850834901
0.715449591,0.849137767
0.720093907,0.846875028
0.722875277,0.844895565
0.725661392,0.843481393
0.730300963,0.840653363
0.734940533,0.837825334
0.737248456,0.834998096
0.739561124,0.832736147
0.742337749,0.830191395
0.745112001,0.827363998
0.748821285,0.82481893
0.752535315,0.822839152
0.754376908,0.820012071
0.757146415,0.816619385
0.758052977,0.813509977
0.76222859,0.81096475
0.765942619,0.808984972
0.769197437,0.807853285
0.77103903,0.805026205
0.773822772,0.803329388
0.777529684,0.800501675
0.779835234,0.797391792
0.781667337,0.793434132
0.783968143,0.78975896
0.785814481,0.787497169
0.78905269,0.784386969
0.791362986,0.781842376
0.793670908,0.779015137
0.795512502,0.776188057
0.795950361,0.772796162
0.798719869,0.769403476
0.801487004,0.765728145
0.803802044,0.763748841
0.806109967,0.760921602
0.808884219,0.758094206
0.811665589,0.756114743
0.815374873,0.753569675
0.8186202,0.75130741
0.820471283,0.749610909
0.82371661,0.747348643
0.82416396,0.745087327
0.827411659,0.743107707
0.830185912,0.74028031
0.835296557,0.738017412
0.83994799,0.736602607
0.847409264,0.736600076
0.853466803,0.73603273
0.858115864,0.73433528
0.861829893,0.732355502
0.867418731,0.731505669
0.872079654,0.731221443
0.879538555,0.730936267
0.884644455,0.72810808
0.888820069,0.725562854
0.892065396,0.723300589
0.895777052,0.721038165
0.898077857,0.717362992
0.900859227,0.71538353
0.904561394,0.711990528
0.910143114,0.710292761
0.916195908,0.709160126
0.921308926,0.707179873
0.925013465,0.704069515
0.927304781,0.699263763
0.931480394,0.696718537
0.934252274,0.693608496
0.938894217,0.691063111
0.942144289,0.689366136
0.943524298,0.687104503
0.94723121,0.68427679
0.949998345,0.680601459
0.952765479,0.676926128
0.956467646,0.673533126
0.958302122,0.669858111
0.960598182,0.665617649
0.96243503,0.662225279
0.964735835,0.658550107
0.967505343,0.655157421
0.970272478,0.65148209
0.973974644,0.648089087
0.97814314,0.644695927
0.980441573,0.640738109
0.981359997,0.639041924
0.983201591,0.636214844
0.984586344,0.634518501
0.987819809,0.630843012
0.990598806,0.628580905
0.994786282,0.627448903
0.999447206,0.627164676
1.004101011,0.626032515
1.006399444,0.622074698
1.008236292,0.618682328
1.010541843,0.615572445
1.012849766,0.612745207
1.015626391,0.610200455
1.018405388,0.607938348
1.021182013,0.605393596
1.024420222,0.602283396
1.027665549,0.600021131
1.030444547,0.597759024
1.035084118,0.594930995
1.04020188,0.593516031
1.041584262,0.591537043
1.047158864,0.588991343
1.050411308,0.587577012
1.054598785,0.586445009
1.060192367,0.586160466
1.064389333,0.586159043
1.069518959,0.586157303
1.075117286,0.58643805
1.081653018,0.58728377
1.086799251,0.589260543
1.091481527,0.591520119
1.096639622,0.594910117
1.099454207,0.596887681
1.103201451,0.598864929
1.10741977,0.601407308
1.111638089,0.603949688
1.116320365,0.606209264
1.11866862,0.608186987
1.123814853,0.61016376
1.127095768,0.612141166
1.13037431,0.613835927
1.134590256,0.616095662
1.136938512,0.618073385
1.139757842,0.620616238
1.142577172,0.623159092
1.146326789,0.625418985
1.151011437,0.627961206
1.155220266,0.629373006
1.160354636,0.629936556
1.165036912,0.632196132
1.16972156,0.634738354
1.173009593,0.637563694
1.176761582,0.640106231
1.180506453,0.641800835
1.185631334,0.641233805
1.191693618,0.641231749
1.19543849,0.642926352
1.198721777,0.645186403
1.202476139,0.648011585
1.207629489,0.650836293
1.211845436,0.653096028
1.215119233,0.6542255
1.219330434,0.655919945
1.221205242,0.657049891
1.226815432,0.658743862
1.231935568,0.657611543
1.238461809,0.657326684
1.244062509,0.657890075
1.246879467,0.660150284
1.251556998,0.661844571
1.254833167,0.663256688
1.259505953,0.664385685
1.264645069,0.665514524
1.26886576,0.668339548
1.273084079,0.670881928
1.279146363,0.670879871
1.282893607,0.672857119
1.285712938,0.675399973
1.290863915,0.677942036
1.294613532,0.680201929
1.298822361,0.681613729
1.30304068,0.684156108
1.308648497,0.685567434
1.314253942,0.686696115
1.318460399,0.687825271
1.322673972,0.689802361
1.327360993,0.692627227
1.331115355,0.695452409
1.332071739,0.69827854
1.336287685,0.700538275
1.340501259,0.702515364
1.344726696,0.705905678
1.350810333,0.708447425
1.355483119,0.709576422
1.359220873,0.710423091
1.364355243,0.710986641
1.369963061,0.712397966
1.374183752,0.71522299
1.378866028,0.717482567
1.381690103,0.72059071
1.384509433,0.723133564
1.390119623,0.724827535
1.39292709,0.725957165
1.396676707,0.728217057
1.399503155,0.731607845
1.403257516,0.734433028
1.405151305,0.737824132
1.409383859,0.74206238
1.412674263,0.745170365
1.415500711,0.748561153
1.417853711,0.751104165
1.419283543,0.754778072
1.422102873,0.757320926
1.425388532,0.759863622
1.42868131,0.763254252
1.431498267,0.765514461
1.433387311,0.768340276
1.435733193,0.770035354
1.438550151,0.772295563
1.441842928,0.775686193
1.444203046,0.779077139
1.446565537,0.78275073
1.447055591,0.785577019
1.449418082,0.78925061
1.452239784,0.792076109
1.45459753,0.79518441
1.458349519,0.797726948
1.462563093,0.799704038
1.468185145,0.802811232
1.471934762,0.805071125
1.475220422,0.80761382
1.478501336,0.809591226
1.482250953,0.811851119
1.486942719,0.815241275
1.490706571,0.819197036
1.493525901,0.82173989
1.494948615,0.824565863
1.498241392,0.827956493
1.501998126,0.83106432
1.504824574,0.834455108
1.507646276,0.837280606
1.510467979,0.840106105
1.511902555,0.844345302
1.514262673,0.847736248
1.517086748,0.850844391
1.520370035,0.853104442
1.525049939,0.855081374
1.528799555,0.857341267
1.533020247,0.860166291
1.536310651,0.863274276
1.540526598,0.86553401
1.545675203,0.867793429
1.550359851,0.87033565
1.55457817,0.872878029
1.559260446,0.875137605
1.564413797,0.877962313
1.567699456,0.880505009
1.569124543,0.883613627
1.57241732,0.887004257
1.57523665,0.88954711
1.579469204,0.893785358
1.584622554,0.896610066
1.588384033,0.900283183
1.592145513,0.903956299
1.595431172,0.906498995
1.600106331,0.907910637
1.604322277,0.910170371
1.607136862,0.912147936
1.611359926,0.915255604
1.616977233,0.917797509
1.621642902,0.918078572
1.628171516,0.918076358
1.633301141,0.918074618
1.635187812,0.920617788
1.638937429,0.922877681
1.64362445,0.925702547
1.647835651,0.927396992
1.651585268,0.929656885
1.654868555,0.931916936
1.659543713,0.933328578
1.663286212,0.934740536
1.668901147,0.936999796
1.676376656,0.938693134
1.67964808,0.939539961
1.683845046,0.939538538
1.686645396,0.939820234
1.689455236,0.941232508
1.695070171,0.943491768
1.699271883,0.944055634
1.705331795,0.943770933
1.71046142,0.943769194
1.715591045,0.943767454
1.719783267,0.943200741
1.723057064,0.944330213
1.72727301,0.946589947
1.730556297,0.948849998
1.733832467,0.950262115
1.739433167,0.950825506
1.744096463,0.950823924
1.745990251,0.954215029
1.749266421,0.955627146
1.754405536,0.956755985
1.760470193,0.957036573
1.764203202,0.957317953
1.768866498,0.957316371
1.773058719,0.956749658
1.777255685,0.956748235
1.78005129,0.956464641
1.785180916,0.956462901
1.789377882,0.956461477
1.795908869,0.956741908
1.801504824,0.95674001
1.806163374,0.956173139
1.811285882,0.955323465
1.816394155,0.952777922
1.818240493,0.950516131
1.821021863,0.948536669
1.824740637,0.94712218
1.82705805,0.94542552
1.830308122,0.943728545
1.833558194,0.942031569
1.836820129,0.941747817
1.840548393,0.941463907
1.844740614,0.940897194
1.850336569,0.940895296
1.857333885,0.941175568
1.864792786,0.940890393
1.870388741,0.940888495
1.877850014,0.940885964
1.882044608,0.940601896
1.887171861,0.940317511
1.890888263,0.938620377
1.893205676,0.936923718
1.893653025,0.934662402
1.895494618,0.931835321
1.896860392,0.92787782
1.896872254,0.929291044
1.899177805,0.926181161
1.901028888,0.92448466
1.905221109,0.923917947
1.911292884,0.92504647
1.916439117,0.927023243
1.920188734,0.929283136
1.923469648,0.931260542
1.927228755,0.934651014
1.932831827,0.93549705
1.939367559,0.93634277
1.945434589,0.936906003
1.951054269,0.939730553
1.958539267,0.94255447
1.961820182,0.944531876
1.96601952,0.944813097
1.96975253,0.945094476
1.976288261,0.945940196
1.981420259,0.946221101
1.986090672,0.947067454
1.989840289,0.949327347
1.993589906,0.951587239
1.998281672,0.954977395
2.002021798,0.956106708
2.008555158,0.956669784
2.015083772,0.956667569
2.022078715,0.956665197
2.03094135,0.956944836
2.037467592,0.956659977
2.043996206,0.956657763
2.051919064,0.956089785
2.058452423,0.95665286
2.062649389,0.956651436
2.068250089,0.957214828
2.071983098,0.957496207
2.078045383,0.957494151
2.082242349,0.957492727
2.08970125,0.957207552
2.093898216,0.957206129
2.101354744,0.956638308
2.105080636,0.956071753
2.111126313,0.954091184
2.114849832,0.953241984
2.120438669,0.952392152
2.125109083,0.953238505
2.132118261,0.954932001
2.135839408,0.953800156
2.141435363,0.953798258
2.147971095,0.954643978
2.153583657,0.956620594
2.161049675,0.957183352
2.169429373,0.955484637
2.169443608,0.957180505
2.177816188,0.954633856
2.180614165,0.954632907
2.187142779,0.954630692
2.191813193,0.955477045
2.196478861,0.955758108
2.203014593,0.956603828
2.209547952,0.957166903
2.214665715,0.955751939
2.217925277,0.955185543
2.220249807,0.954336818
2.225831527,0.952639051
2.229095834,0.952637944
2.234230205,0.953201494
2.240292489,0.953199437
2.243104702,0.954894357
2.245893189,0.953762829
2.250546995,0.952630668
2.255662385,0.95093306
2.262190999,0.950930846
2.268248539,0.9503635
2.275236365,0.949513193
2.283161595,0.949227859
2.287822519,0.948943633
2.29434876,0.948658774
2.30041579,0.949222007
2.306011745,0.949220109
2.310672668,0.948935883
2.316261506,0.948086051
2.321381641,0.946953732
2.324641203,0.946387335
2.332102476,0.946384804
2.339561377,0.946099629
2.347029768,0.946945032
2.352616233,0.945812555
2.357272411,0.944963039
2.361457515,0.943548392
2.365647364,0.942699034
2.368426361,0.940436927
2.372135645,0.937891859
2.376327866,0.937325146
2.382394896,0.93788838
2.39126702,0.939298598
2.397807497,0.940709608
2.407126971,0.93985851
2.411314447,0.938726507
2.414105307,0.937877624
2.419234933,0.937875884
2.425287727,0.936743249
2.42994865,0.936459023
2.43646303,0.93476094
2.441119208,0.933911424
2.448585226,0.934474183
2.453241404,0.933624667
2.456063107,0.936450165
2.46073352,0.937296518
2.46959141,0.937010868
2.47186849,0.930509248
2.471908823,0.935314209
2.47790705,0.927680744
2.485827535,0.926830121
2.497002837,0.924847812
2.504461738,0.924562636
2.511939619,0.926538619
2.52220836,0.927665718
