SS_OL_0,
W,R
0.261987702,0.215600219
0.265746809,0.218990691
0.267169522,0.221816664
0.26952964,0.22520761
0.272363205,0.229446333
0.275196771,0.233685055
0.275686825,0.236511344
0.277592476,0.241315673
0.280442649,0.247532908
0.281401406,0.250641684
0.283302311,0.254880723
0.283832699,0.262511973
0.284270558,0.259120078
0.286199934,0.266750854
0.28810084,0.270989892
0.291398362,0.274945812
0.292821076,0.277771785
0.29378695,0.281728495
0.29429124,0.286250653
0.294838235,0.295860417
0.295266604,0.291337943
0.296270439,0.299816969
0.298168972,0.303773363
0.299605921,0.308295204
0.301047615,0.313382336
0.302013489,0.317339046
0.303019696,0.326100717
0.303452811,0.322143532
0.303990316,0.330622717
0.304025903,0.334862388
0.3077945,0.339383439
0.310161735,0.34362232
0.314853501,0.347012475
0.317213619,0.350403421
0.319580855,0.354642302
0.320085145,0.35916446
0.321058136,0.363969104
0.32295667,0.367925498
0.326720522,0.371881259
0.327220066,0.375838128
0.327260399,0.380643089
0.328242881,0.386578312
0.328302193,0.393644431
0.32873768,0.389969891
0.328806483,0.398166589
0.330238687,0.402123141
0.331678008,0.406927628
0.333114957,0.411449469
0.333616874,0.415688983
0.335058568,0.420776114
0.335558113,0.424732982
0.336528732,0.429254982
0.33656432,0.433494653
0.337066237,0.437734167
0.337561037,0.441125745
0.339002731,0.446212877
0.339149826,0.463736852
0.339578196,0.459214377
0.339978095,0.451300166
0.34047764,0.455257034
0.340589147,0.468541338
0.342023724,0.472780535
0.343455928,0.476737087
0.343522358,0.48465114
0.3439531,0.480411311
0.345428009,0.489455468
0.347340777,0.495107731
0.34791387,0.507826587
0.348309024,0.499347086
0.348344612,0.503586757
0.348879744,0.511783297
0.348908214,0.515175034
0.348941429,0.519132061
0.349436229,0.52252364
0.349938146,0.526763153
0.352300637,0.530436744
0.353271256,0.534958744
0.353299726,0.538350481
0.354739047,0.543154967
0.356173624,0.547394164
0.356206839,0.551351191
0.357648533,0.556438322
0.358195528,0.566048085
0.358621524,0.561242966
0.359185127,0.572831243
0.359622986,0.569439348
0.359732122,0.582441007
0.359770082,0.586963323
0.360155746,0.577353243
0.360269627,0.590920191
0.360302842,0.594877218
0.361263971,0.598268639
0.361294814,0.601943021
0.361328029,0.605900047
0.36229153,0.609574113
0.36326215,0.614096113
0.363278757,0.616074626
0.363304855,0.619183718
0.364273102,0.623423073
0.364299199,0.626532166
0.365269818,0.631054165
0.367177842,0.636141138
0.37001378,0.640662505
0.370989144,0.645749795
0.371959763,0.650271794
0.373858297,0.654228188
0.376694234,0.658749556
0.379523054,0.662422988
0.383294024,0.667226684
0.383798313,0.671748842
0.386629506,0.67570492
0.387590635,0.67909634
0.388180335,0.69379371
0.389067917,0.688423143
0.389496286,0.683900668
0.391016273,0.698315077
0.391049488,0.702272103
0.391101683,0.708490288
0.392548122,0.714142709
0.392581337,0.718099735
0.396335699,0.720924917
0.402421708,0.723749309
0.40617607,0.726574491
0.407613019,0.731096333
0.408581266,0.735335688
0.410482172,0.739574726
0.412371215,0.742400541
0.414731333,0.745791488
0.416161164,0.749465395
0.418047835,0.752008565
0.421799824,0.754551103
0.423695985,0.758224852
0.423726828,0.761899234
0.42469033,0.765573299
0.425660949,0.770095299
0.429886385,0.773485612
0.433645492,0.776876084
0.437861438,0.779135819
0.443014789,0.781960527
0.449571873,0.785350049
0.456600032,0.789304703
0.460818351,0.791847083
0.468284369,0.792409842
0.472964272,0.794386773
0.476268912,0.799190627
0.479568807,0.803429191
0.481469713,0.80766823
0.483370619,0.811907268
0.486211301,0.816993925
0.489977525,0.821232331
0.496541727,0.825469788
0.501226376,0.828012009
0.504057568,0.831968087
0.505956102,0.835924481
0.506443784,0.838468126
0.509270231,0.841858914
0.51395488,0.844401135
0.517718732,0.848356896
0.520542807,0.851465039
0.525225082,0.853724616
0.530825782,0.854288007
0.535027494,0.854851873
0.541572715,0.856828172
0.544401535,0.860501605
0.548160642,0.863892077
0.551924494,0.867847838
0.553813537,0.870673653
0.55663524,0.873499152
0.560839324,0.874345662
0.566449514,0.876039633
0.572052586,0.876885669
0.577653286,0.877449061
0.5841819,0.877446846
0.590705769,0.876879342
0.596768054,0.876877286
0.602825593,0.876309941
0.608878388,0.875177305
0.613527449,0.873479855
0.618642839,0.871782247
0.622823198,0.86980231
0.628412035,0.868952478
0.632597139,0.86753783
0.636784615,0.866405828
0.641431303,0.864425733
0.643277642,0.862163942
0.647931447,0.861031781
0.653993732,0.861029725
0.66193557,0.862722905
0.667531525,0.862721007
0.674060139,0.862718793
0.678723435,0.862717211
0.684314645,0.862150023
0.689439525,0.861582994
0.696434469,0.861580622
