OC-LP-A1_2,
W,R
0.25,0.076737676
0.255,0.078570281
0.26,0.080646634
0.265,0.082517442
0.27,0.0839888
0.275,0.085457201
0.28,0.086798204
0.285,0.08800905
0.29,0.089428566
0.295,0.090984966
0.3,0.09269833
0.305,0.094220634
0.31,0.096156431
0.315,0.098046099
0.32,0.099982914
0.325,0.101869901
0.33,0.103817554
0.335,0.105260239
0.34,0.10702783
0.345,0.108730867
0.35,0.110421159
0.355,0.112090649
0.36,0.113680703
0.365,0.115469163
0.37,0.117305286
0.375,0.119583586
0.38,0.121775605
0.385,0.124111655
0.39,0.126678496
0.395,0.128990548
0.4,0.133212565
0.405,0.135325389
0.41,0.136730386
0.415,0.138560306
0.42,0.140938099
0.425,0.143294844
0.43,0.14599012
0.435,0.148749517
0.44,0.151405089
0.445,0.154235471
0.45,0.157857031
0.455,0.158919853
0.46,0.160769545
0.465,0.162841638
0.47,0.1646201
0.475,0.166594801
0.48,0.168502328
0.485,0.170841144
0.49,0.173338843
0.495,0.176277018
0.5,0.17931883
0.505,0.182749476
0.51,0.186148114
0.515,0.189890709
0.52,0.193608576
0.525,0.197440321
0.53,0.201444542
0.535,0.205343642
0.54,0.209445714
0.545,0.21308051
0.55,0.217028604
0.555,0.220690919
0.56,0.224298845
0.565,0.227669
0.57,0.230956493
0.575,0.233943564
0.58,0.236744395
0.585,0.238946312
0.59,0.242053014
0.595,0.244157735
0.6,0.246262456
0.605,0.248439003
0.61,0.250171877
0.615,0.251780257
0.62,0.25359618
0.625,0.255144264
0.63,0.256464146
0.635,0.25778162
0.64,0.259038598
0.645,0.259974682
0.65,0.260959262
0.655,0.261843502
0.66,0.262677888
0.665,0.263448506
0.67,0.264410528
0.675,0.265024942
0.68,0.265711462
0.685,0.266152425
0.69,0.266847092
0.695,0.267353977
0.7,0.267799905
0.705,0.267810916
0.71,0.268528867
0.715,0.268704134
0.72,0.268942222
0.725,0.269223507
0.73,0.269339513
0.735,0.269095879
0.74,0.269214561
0.745,0.26839742
0.75,0.268339601
0.755,0.267896365
0.76,0.267292549
0.765,0.266883308
0.77,0.26597378
0.775,0.265267651
0.78,0.264266535
0.785,0.263286934
0.79,0.262404295
0.795,0.261317811
0.8,0.259937822
0.805,0.258390663
0.81,0.257463598
0.815,0.255909894
0.82,0.254540393
0.825,0.252976611
0.83,0.251408464
0.835,0.249902721
0.84,0.248385524
0.845,0.246829959
0.85,0.243573978
0.855,0.244844729
0.86,0.243217255
0.865,0.242460735
0.87,0.241557086
0.875,0.241155965
0.88,0.239901096
0.885,0.238444325
0.89,0.237259758
0.895,0.236864616
0.9,0.236637488
0.905,0.236449734
0.91,0.236386423
0.915,0.236745399
0.92,0.236424105
0.925,0.23568805
0.93,0.235110574
0.935,0.2349063
0.94,0.234422772
0.945,0.235214577
0.95,0.235461301
0.955,0.235848924
0.96,0.236284424
0.965,0.236796323
0.97,0.237380803
0.975,0.237965283
0.98,0.238610244
0.985,0.239171925
0.99,0.23968734
0.995,0.239883664
1,0.240602852
1.005,0.240501602
1.01,0.240857101
1.015,0.241105437
1.02,0.240428011
1.025,0.24171715
1.03,0.24134894
1.035,0.241780812
1.04,0.241694611
1.045,0.241995492
1.05,0.241766501
1.055,0.241809539
1.06,0.242090406
1.065,0.242517343
1.07,0.242758775
1.075,0.243046188
1.08,0.243183149
1.085,0.243500013
1.09,0.244041977
1.095,0.244262965
1.1,0.244610909
1.11,0.244840271
1.12,0.245379436
1.13,0.245755518
1.14,0.246071561
1.15,0.246301978
1.16,0.246405099
1.17,0.246256757
1.18,0.246039335
1.19,0.245794136
1.2,0.245634151
1.21,0.245476132
1.22,0.245285737
1.23,0.245023728
1.24,0.244770227
1.25,0.244564409
1.26,0.244330142
1.27,0.244104199
1.28,0.243907838
1.29,0.243744122
1.3,0.243571224
1.31,0.243396131
1.32,0.243196652
1.33,0.242976221
1.34,0.242726099
1.35,0.242463073
1.36,0.242229504
1.37,0.242063907
1.38,0.241960484
1.39,0.241854852
1.4,0.241701753
1.41,0.241493805
1.42,0.241258677
1.43,0.240962586
1.44,0.240667592
1.45,0.24031404
1.46,0.239934202
1.47,0.239520867
1.48,0.239062993
1.49,0.238656411
1.5,0.238119191
1.51,0.237569007
1.52,0.236924395
1.53,0.236300779
1.54,0.23566195
1.55,0.235137884
1.56,0.234470084
1.57,0.233747365
1.58,0.232880921
1.59,0.232189374
1.6,0.231469867
1.61,0.230324057
1.62,0.229479565
1.63,0.228680737
1.64,0.228262446
1.65,0.227416176
1.66,0.226603005
1.67,0.225836943
1.68,0.22491327
1.69,0.22415178
1.7,0.223296685
1.71,0.222658778
1.72,0.221817426
1.73,0.221024922
1.74,0.220141564
1.75,0.219197469
1.76,0.218239246
1.77,0.217381867
1.78,0.216566275
1.79,0.215756427
1.8,0.214928441
1.81,0.214084643
1.82,0.21326523
1.83,0.212477426
1.84,0.211789003
1.85,0.211149554
1.86,0.210644528
1.87,0.210148244
1.88,0.209648413
1.89,0.209156239
1.9,0.208733688
1.91,0.208416606
1.92,0.20811279
1.93,0.207841413
1.94,0.207701201
1.95,0.20766762
1.96,0.207741189
1.97,0.207755543
1.98,0.207784507
1.99,0.207776167
2,0.207784814
2.01,0.207865878
2.02,0.20789808
2.03,0.208000225
2.04,0.2079579
2.05,0.207950268
2.06,0.207908599
2.07,0.208029716
2.08,0.208223781
2.09,0.208481436
2.1,0.208669088
2.11,0.208722333
2.12,0.208603783
2.13,0.208287134
2.14,0.207854022
2.15,0.207345891
2.16,0.206864741
2.17,0.206152796
2.18,0.205930027
2.19,0.205908341
2.2,0.206263793
2.21,0.206321818
2.22,0.206315745
2.23,0.206384561
2.24,0.206494055
2.25,0.206627949
2.26,0.206964272
2.27,0.207419028
2.28,0.207823438
2.29,0.207701026
2.3,0.207288927
2.31,0.206712404
2.32,0.206315543
2.33,0.206041419
2.34,0.206010184
2.35,0.206102091
2.36,0.206030259
2.37,0.205775056
2.38,0.205435179
2.39,0.205201021
2.4,0.204995173
2.41,0.204753602
2.42,0.204528341
2.43,0.204378732
2.44,0.204255798
2.45,0.20420338
2.46,0.204073412
2.47,0.20388733
2.48,0.203703656
2.49,0.203744409
2.5,0.204077342
