KC-OPX-arvn_2,
0.64342,0.3421
0.64387,0.34212
0.64431,0.34242
0.64475,0.34298
0.6452,0.343
0.64564,0.34332
0.64609,0.34359
0.64653,0.34377
0.64698,0.34394
0.64742,0.34406
0.64786,0.34398
0.64831,0.34432
0.64875,0.34458
0.6492,0.345
0.64964,0.34481
0.65009,0.34545
0.65053,0.34577
0.65097,0.34564
0.65142,0.34574
0.65186,0.3461
0.65231,0.34607
0.65275,0.34644
0.65319,0.34643
0.65364,0.34655
0.65408,0.34668
0.65452,0.34688
0.65497,0.34675
0.65541,0.34693
0.65586,0.34747
0.6563,0.34751
0.65674,0.34805
0.65719,0.34812
0.65763,0.34861
0.65807,0.34896
0.65852,0.34908
0.65896,0.34952
0.6594,0.34992
0.65985,0.35066
0.66029,0.35107
0.66073,0.35139
0.66118,0.35191
0.66162,0.35228
0.66207,0.35259
0.66251,0.35296
0.66295,0.35279
0.66339,0.35283
0.66384,0.35306
0.66428,0.35313
0.66472,0.35301
0.66517,0.35332
0.66561,0.35323
0.66605,0.35325
0.6665,0.35361
0.66694,0.35394
0.66738,0.35425
0.66783,0.35462
0.66827,0.35442
0.66871,0.35474
0.66915,0.35478
0.6696,0.35512
0.67004,0.35548
0.67048,0.35559
0.67093,0.35565
0.67137,0.35566
0.67181,0.35588
0.67225,0.35607
0.6727,0.35601
0.67314,0.35607
0.67358,0.3563
0.67402,0.3563
0.67447,0.35611
0.67491,0.35633
0.67535,0.35647
0.67579,0.35653
0.67624,0.35677
0.67668,0.35714
0.67712,0.35744
0.67756,0.3578
0.67801,0.35846
0.67845,0.359
0.67889,0.35908
0.67933,0.3597
0.67978,0.35986
0.68022,0.36041
0.68066,0.36077
0.6811,0.36083
0.68154,0.3611
0.68199,0.36069
0.68243,0.36094
0.68287,0.36113
0.68331,0.36121
0.68375,0.36128
0.6842,0.36129
0.68464,0.36158
0.68508,0.36189
0.68552,0.36211
0.68596,0.36248
0.6864,0.36287
0.68685,0.36327
0.68729,0.36349
0.68773,0.36395
0.68817,0.36429
0.68861,0.36495
0.68905,0.36529
0.6895,0.36585
0.68994,0.36607
0.69038,0.36614
0.69082,0.36636
0.69126,0.36669
0.6917,0.36693
0.69215,0.36697
0.69259,0.36689
0.69303,0.36673
0.69347,0.36697
0.69391,0.36666
0.69435,0.36666
0.69479,0.36666
0.69523,0.36675
0.69568,0.36681
0.69612,0.36675
0.69656,0.36719
0.697,0.36773
0.69744,0.36809
0.69788,0.36829
0.69832,0.36901
0.69876,0.36952
0.6992,0.36978
0.69965,0.37051
0.70009,0.3707
0.70053,0.37108
0.70097,0.37108
0.70141,0.37103
0.70185,0.37115
0.70229,0.3714
0.70273,0.37154
0.70317,0.37152
0.70361,0.37182
0.70405,0.37216
0.70449,0.37275
0.70493,0.37294
0.70538,0.37307
0.70582,0.37325
0.70626,0.37339
0.7067,0.3733
0.70714,0.3732
0.70758,0.37328
0.70802,0.37344
0.70846,0.37377
0.7089,0.3741
0.70934,0.37451
0.70978,0.37501
0.71022,0.37529
0.71066,0.37573
0.7111,0.37608
0.71154,0.37642
0.71198,0.37661
0.71242,0.37701
0.71286,0.37741
0.7133,0.37733
0.71374,0.37754
0.71418,0.3778
0.71462,0.37781
0.71506,0.37788
0.7155,0.37804
0.71594,0.37821
0.71638,0.37807
0.71682,0.37817
0.71726,0.37779
0.7177,0.37758
0.71814,0.37753
0.71858,0.37767
0.71902,0.37731
0.71946,0.37767
0.7199,0.37749
0.72034,0.37801
0.72078,0.37813
0.72122,0.37875
0.72166,0.37896
0.7221,0.37929
0.72254,0.37945
0.72298,0.37951
0.72342,0.37989
0.72386,0.38018
0.72429,0.38011
0.72473,0.38031
0.72517,0.38048
0.72561,0.38037
0.72605,0.38054
0.72649,0.38055
0.72693,0.38074
0.72737,0.38038
0.72781,0.38023
0.72825,0.38067
0.72869,0.3807
0.72913,0.38114
0.72957,0.38129
0.73,0.38159
0.73044,0.38196
0.73088,0.38245
0.73132,0.3831
0.73176,0.38309
0.7322,0.38266
0.73264,0.38278
0.73308,0.38245
0.73352,0.38232
0.73395,0.38201
0.73439,0.38152
0.73483,0.38108
0.73527,0.38057
0.73571,0.38022
0.73615,0.38005
0.73659,0.38013
0.73703,0.37991
0.73746,0.37993
0.7379,0.38015
0.73834,0.38034
0.73878,0.38072
0.73922,0.38087
0.73966,0.38118
0.74009,0.38181
0.74053,0.38196
0.74097,0.38233
0.74141,0.38223
0.74185,0.38257
0.74229,0.38283
0.74272,0.38291
0.74316,0.3828
0.7436,0.38319
0.74404,0.38344
0.74448,0.38363
0.74492,0.38377
0.74535,0.38402
0.74579,0.38406
0.74623,0.38433
0.74667,0.38478
0.74711,0.38498
0.74754,0.38491
0.74798,0.38498
0.74842,0.38521
0.74886,0.3851
0.74929,0.38483
0.74973,0.38451
0.75017,0.38436
0.75061,0.3846
0.75105,0.38434
0.75148,0.38455
0.75192,0.38438
0.75236,0.38501
0.7528,0.38504
0.75323,0.38558
0.75367,0.38573
0.75411,0.38593
0.75455,0.38546
0.75498,0.38526
0.75542,0.38544
0.75586,0.38539
0.7563,0.38546
0.75673,0.38526
0.75717,0.38554
0.75761,0.3854
0.75805,0.38548
0.75848,0.38563
0.75892,0.38535
0.75936,0.38534
0.75979,0.38472
0.76023,0.38465
0.76067,0.38455
0.76111,0.38457
0.76154,0.38435
0.76198,0.38438
0.76242,0.38413
0.76285,0.38369
0.76329,0.38355
0.76373,0.38299
0.76416,0.38302
0.7646,0.38284
0.76504,0.38265
0.76548,0.38257
0.76591,0.38239
0.76635,0.3823
0.76679,0.38233
0.76722,0.38204
0.76766,0.38176
0.7681,0.38115
0.76853,0.38102
0.76897,0.38078
0.76941,0.38044
0.76984,0.38001
0.77028,0.37937
0.77072,0.37922
0.77115,0.37894
0.77159,0.37881
0.77202,0.3785
0.77246,0.37844
0.7729,0.37791
0.77333,0.37769
0.77377,0.37762
0.77421,0.37742
0.77464,0.37732
0.77508,0.37686
0.77551,0.37678
0.77595,0.37668
0.77639,0.37621
0.77682,0.37605
0.77726,0.37529
0.7777,0.37463
0.77813,0.37468
0.77857,0.37398
0.779,0.37348
0.77944,0.37351
0.77988,0.37293
0.78031,0.37295
0.78075,0.3722
0.78118,0.3722
0.78162,0.37148
0.78205,0.37086
0.78249,0.37007
0.78293,0.36948
0.78336,0.36886
0.7838,0.3687
0.78423,0.36853
0.78467,0.36857
0.7851,0.36846
0.78554,0.36879
0.78598,0.36898
0.78641,0.36915
0.78685,0.36885
0.78728,0.36854
0.78772,0.36849
0.78815,0.36801
0.78859,0.36765
0.78902,0.36732
0.78946,0.36671
0.78989,0.36642
0.79033,0.36641
0.79076,0.3658
0.7912,0.3656
0.79163,0.36508
0.79207,0.36483
0.79251,0.36433
0.79294,0.36376
0.79338,0.36295
0.79381,0.36246
0.79425,0.36176
0.79468,0.36105
0.79512,0.36031
0.79555,0.35964
0.79599,0.35923
0.79642,0.35862
0.79686,0.35805
0.79729,0.35784
0.79772,0.35759
0.79816,0.35737
0.79859,0.35681
0.79903,0.35641
0.79946,0.3556
0.7999,0.35501
0.80033,0.35438
0.80077,0.35368
0.8012,0.35296
0.80164,0.35244
0.80207,0.35189
0.80251,0.35145
0.80294,0.35116
0.80337,0.35082
0.80381,0.35071
0.80424,0.35
0.80468,0.34955
0.80511,0.34872
0.80555,0.34786
0.80598,0.34722
0.80642,0.34612
0.80685,0.34536
0.80728,0.34502
0.80772,0.34427
0.80815,0.34402
0.80859,0.34343
0.80902,0.34301
0.80945,0.34286
0.80989,0.34246
0.81032,0.34175
0.81076,0.34134
0.81119,0.34122
0.81162,0.34093
0.81206,0.34057
0.81249,0.34025
0.81293,0.34026
0.81336,0.33942
0.81379,0.3395
0.81423,0.33892
0.81466,0.33808
0.8151,0.33757
0.81553,0.33682
0.81596,0.33626
0.8164,0.33526
0.81683,0.33442
0.81726,0.33355
0.8177,0.33253
0.81813,0.33137
0.81856,0.33108
0.819,0.33008
0.81943,0.32948
0.81986,0.32912
0.8203,0.32865
0.82073,0.32769
0.82116,0.32727
0.8216,0.32659
0.82203,0.32563
0.82246,0.32522
0.8229,0.32403
0.82333,0.32317
0.82376,0.32242
0.8242,0.32194
0.82463,0.32096
0.82506,0.32054
0.8255,0.32001
0.82593,0.31907
0.82636,0.31852
0.8268,0.31773
0.82723,0.3173
0.82766,0.31633
0.82809,0.31529
0.82853,0.31482
0.82896,0.31417
0.82939,0.3136
0.82983,0.31338
0.83026,0.31305
0.83069,0.31245
0.83112,0.3123
0.83156,0.31213
0.83199,0.31173
0.83242,0.31169
0.83286,0.31117
0.83329,0.31068
0.83372,0.30981
0.83415,0.30933
0.83459,0.30846
0.83502,0.30811
0.83545,0.30736
0.83588,0.30666
0.83632,0.30626
0.83675,0.30564
0.83718,0.3054
0.83761,0.30483
0.83804,0.3044
0.83848,0.30344
0.83891,0.30289
0.83934,0.30255
0.83977,0.30202
0.84021,0.30132
0.84064,0.30075
0.84107,0.30035
0.8415,0.30022
0.84193,0.29948
0.84237,0.29912
0.8428,0.29828
0.84323,0.29781
0.84366,0.29785
0.84409,0.29711
0.84453,0.29702
0.84496,0.29621
0.84539,0.29566
0.84582,0.2952
0.84625,0.29461
0.84669,0.29378
0.84712,0.29328
0.84755,0.29253
0.84798,0.29186
0.84841,0.29135
0.84884,0.29074
0.84928,0.29029
0.84971,0.29
0.85014,0.28919
0.85057,0.28862
0.851,0.28815
0.85143,0.28734
0.85186,0.2867
0.8523,0.28592
0.85273,0.28541
0.85316,0.28439
0.85359,0.28369
0.85402,0.28305
0.85445,0.28202
0.85488,0.28158
0.85532,0.28073
0.85575,0.28051
0.85618,0.28009
0.85661,0.28011
0.85704,0.28001
0.85747,0.27999
0.8579,0.27995
0.85833,0.27957
0.85876,0.27927
0.8592,0.27895
0.85963,0.27859
0.86006,0.27821
0.86049,0.27771
0.86092,0.27743
0.86135,0.27719
0.86178,0.277
0.86221,0.27652
0.86264,0.27623
0.86307,0.27571
0.8635,0.27561
0.86394,0.27536
0.86437,0.27481
0.8648,0.27433
0.86523,0.27406
0.86566,0.27349
0.86609,0.273
0.86652,0.27281
0.86695,0.27228
0.86738,0.27181
0.86781,0.27108
0.86824,0.27082
0.86867,0.27028
0.8691,0.26964
0.86953,0.26911
0.86996,0.26858
0.87039,0.26829
0.87082,0.26774
0.87125,0.2676
0.87168,0.26719
0.87211,0.26679
0.87254,0.26653
0.87297,0.26647
0.8734,0.26598
0.87383,0.26574
0.87426,0.26524
0.87469,0.26481
0.87512,0.26463
0.87555,0.26427
0.87598,0.26412
0.87641,0.26376
0.87684,0.26308
0.87727,0.26281
0.8777,0.2628
0.87813,0.26257
0.87856,0.26252
0.87899,0.26191
0.87942,0.262
0.87985,0.26191
0.88028,0.26174
0.88071,0.26174
0.88114,0.26143
0.88157,0.26141
0.882,0.26135
0.88243,0.26085
0.88286,0.26088
0.88329,0.26009
0.88372,0.2597
0.88415,0.25911
0.88458,0.25882
0.88501,0.2584
0.88544,0.25838
0.88587,0.25797
0.8863,0.25742
0.88673,0.25742
0.88715,0.25734
0.88758,0.25728
0.88801,0.25737
0.88844,0.25681
0.88887,0.25694
0.8893,0.25672
0.88973,0.25654
0.89016,0.25625
0.89059,0.25627
0.89102,0.25607
0.89145,0.2563
0.89188,0.25583
0.8923,0.25539
0.89273,0.25492
0.89316,0.25472
0.89359,0.25466
0.89402,0.25428
0.89445,0.25383
0.89488,0.25346
0.89531,0.25357
0.89574,0.25314
0.89616,0.25287
0.89659,0.25277
0.89702,0.25256
0.89745,0.25256
0.89788,0.25268
0.89831,0.25238
0.89874,0.2528
0.89916,0.25263
0.89959,0.25277
0.90002,0.25316
0.90045,0.25318
0.90088,0.25356
0.90131,0.25342
0.90174,0.25356
0.90216,0.25329
0.90259,0.25316
0.90302,0.2529
0.90345,0.25281
0.90388,0.25235
0.90431,0.25209
0.90473,0.25181
0.90516,0.25134
0.90559,0.25093
0.90602,0.25028
0.90645,0.25051
0.90687,0.25009
0.9073,0.24987
0.90773,0.24982
0.90816,0.25016
0.90859,0.24988
0.90901,0.24979
0.90944,0.25015
0.90987,0.2497
0.9103,0.24975
0.91073,0.25003
0.91115,0.25028
0.91158,0.25036
0.91201,0.25044
0.91244,0.25056
0.91286,0.25058
0.91329,0.2507
0.91372,0.25051
0.91415,0.25093
0.91458,0.25106
0.915,0.2512
0.91543,0.25127
0.91586,0.25148
0.91629,0.25171
0.91671,0.25205
0.91714,0.25162
0.91757,0.25218
0.918,0.25181
0.91842,0.25204
0.91885,0.25197
0.91928,0.25236
0.9197,0.25249
0.92013,0.25242
0.92056,0.25253
0.92099,0.25236
0.92141,0.25267
0.92184,0.25262
0.92227,0.2523
0.9227,0.25231
0.92312,0.25246
0.92355,0.25237
0.92398,0.25272
0.9244,0.25226
0.92483,0.25222
0.92526,0.25181
0.92568,0.25161
0.92611,0.251
0.92654,0.25121
0.92697,0.25104
0.92739,0.25092
0.92782,0.25101
0.92825,0.25112
0.92867,0.25129
0.9291,0.25152
0.92953,0.2517
0.92995,0.25216
0.93038,0.25262
0.93081,0.25313
0.93123,0.25311
0.93166,0.25353
0.93209,0.25371
0.93251,0.25372
0.93294,0.25419
0.93337,0.25439
0.93379,0.25474
0.93422,0.25445
0.93464,0.25458
0.93507,0.25461
0.9355,0.25461
0.93592,0.25462
0.93635,0.25496
0.93678,0.2548
0.9372,0.2549
0.93763,0.25493
0.93805,0.25512
0.93848,0.25548
0.93891,0.25562
0.93933,0.25571
0.93976,0.25638
0.94019,0.25692
0.94061,0.25734
0.94104,0.2576
0.94146,0.25786
0.94189,0.25799
0.94232,0.25861
0.94274,0.25907
0.94317,0.25926
0.94359,0.25965
0.94402,0.25977
0.94444,0.26018
0.94487,0.26045
0.9453,0.26085
0.94572,0.26099
0.94615,0.26139
0.94657,0.26156
0.947,0.2622
0.94742,0.26233
0.94785,0.26255
0.94828,0.26289
0.9487,0.263
0.94913,0.26308
0.94955,0.26351
0.94998,0.26398
0.9504,0.26374
0.95083,0.26427
0.95125,0.26415
0.95168,0.26449
0.9521,0.26499
0.95253,0.26539
0.95296,0.26573
0.95338,0.2662
0.95381,0.26657
0.95423,0.26706
0.95466,0.26719
0.95508,0.26752
0.95551,0.26787
0.95593,0.26833
0.95636,0.2686
0.95678,0.26909
0.95721,0.26913
0.95763,0.26964
0.95806,0.26995
0.95848,0.26987
0.95891,0.27039
0.95933,0.27071
0.95976,0.2706
0.96018,0.27088
0.96061,0.27063
0.96103,0.27082
0.96146,0.27079
0.96188,0.27123
0.96231,0.27097
0.96273,0.27143
0.96315,0.27177
0.96358,0.27211
0.964,0.27253
0.96443,0.27245
0.96485,0.27278
0.96528,0.27345
0.9657,0.27384
0.96613,0.27406
0.96655,0.27469
0.96698,0.27476
0.9674,0.27576
0.96782,0.27592
0.96825,0.27657
0.96867,0.27685
0.9691,0.27748
0.96952,0.27782
0.96995,0.27804
0.97037,0.27864
0.97079,0.27936
0.97122,0.27986
0.97164,0.28045
0.97207,0.28088
0.97249,0.28116
0.97291,0.28159
0.97334,0.28171
0.97376,0.28237
0.97419,0.28251
0.97461,0.2826
0.97503,0.28258
0.97546,0.28296
0.97588,0.28331
0.97631,0.28379
0.97673,0.28417
0.97715,0.28433
0.97758,0.28505
0.978,0.28559
0.97843,0.28626
0.97885,0.28718
0.97927,0.28765
0.9797,0.28807
0.98012,0.28888
0.98054,0.28936
0.98097,0.29037
0.98139,0.29069
0.98181,0.29136
0.98224,0.29149
0.98266,0.29221
0.98309,0.29298
0.98351,0.29333
0.98393,0.29406
0.98436,0.29442
0.98478,0.29539
0.9852,0.29572
0.98563,0.29602
0.98605,0.29635
0.98647,0.29676
0.9869,0.29688
0.98732,0.29746
0.98774,0.29775
0.98817,0.29788
0.98859,0.29838
0.98901,0.29852
0.98943,0.29848
0.98986,0.29872
0.99028,0.29923
0.9907,0.29963
0.99113,0.30039
0.99155,0.30077
0.99197,0.30113
0.9924,0.30208
0.99282,0.30302
0.99324,0.30356
0.99366,0.30453
0.99409,0.30536
0.99451,0.30602
0.99493,0.30653
0.99535,0.30743
0.99578,0.30769
0.9962,0.3082
0.99662,0.30877
0.99705,0.30912
0.99747,0.30973
0.99789,0.31034
0.99831,0.31012
0.99874,0.31075
0.99916,0.31112
0.99958,0.31158
1.0013,0.31429
1.0028,0.31612
1.0044,0.31822
1.006,0.32073
1.0075,0.32275
1.0091,0.32424
1.0107,0.32662
1.0122,0.32981
1.0138,0.33277
1.0154,0.33516
1.017,0.33751
1.0186,0.33987
1.0202,0.34139
1.0218,0.34203
1.0234,0.34355
1.0251,0.347
1.0267,0.35068
1.0283,0.35374
1.0299,0.35737
1.0316,0.36036
1.0332,0.3615
1.0349,0.36303
1.0365,0.3647
1.0382,0.36655
1.0399,0.36876
1.0415,0.37202
1.0432,0.37618
1.0449,0.37961
1.0466,0.38173
1.0483,0.38361
1.05,0.3854
1.0517,0.38687
1.0534,0.38872
1.0551,0.39068
1.0568,0.39228
1.0586,0.39388
1.0603,0.39581
1.062,0.39892
1.0638,0.40316
1.0655,0.40603
1.0673,0.40754
1.069,0.41026
1.0708,0.4129
1.0726,0.41481
1.0744,0.41706
1.0761,0.41894
1.0779,0.4201
1.0797,0.42159
1.0815,0.42336
1.0833,0.42489
1.0851,0.427
1.087,0.42919
1.0888,0.43202
1.0906,0.43529
1.0925,0.4379
1.0943,0.43889
1.0962,0.43973
1.098,0.44041
1.0999,0.44066
1.1018,0.44121
1.1036,0.44294
1.1055,0.44468
1.1074,0.44552
1.1093,0.44586
1.1112,0.44707
1.1131,0.44921
1.115,0.45174
1.117,0.45407
1.1189,0.45614
1.1208,0.45822
1.1228,0.46005
1.1247,0.4614
1.1267,0.4631
1.1286,0.46507
1.1306,0.46611
1.1326,0.46601
1.1346,0.46551
1.1366,0.46571
1.1385,0.46738
1.1406,0.46904
1.1426,0.47011
1.1446,0.47084
1.1466,0.4719
1.1486,0.47314
1.1507,0.47435
1.1527,0.47567
1.1548,0.47715
1.1568,0.47804
1.1589,0.47849
1.161,0.47909
1.1631,0.48013
1.1652,0.48118
1.1673,0.48222
1.1694,0.4835
1.1715,0.48457
1.1736,0.48509
1.1757,0.48542
1.1779,0.48544
1.18,0.4853
1.1822,0.48548
1.1843,0.48616
1.1865,0.4868
1.1887,0.48771
1.1909,0.48859
1.1931,0.48868
1.1953,0.48872
1.1975,0.48983
1.1997,0.49113
1.2019,0.49203
1.2042,0.49197
1.2064,0.49191
1.2086,0.49215
1.2109,0.493
1.2132,0.49416
1.2154,0.4947
1.2177,0.4944
1.22,0.49374
1.2223,0.49335
1.2246,0.49442
1.227,0.49512
1.2293,0.49532
1.2316,0.49522
1.234,0.49559
1.2363,0.49659
1.2387,0.49766
1.2411,0.49848
1.2434,0.49948
1.2458,0.50065
1.2482,0.5016
1.2506,0.50195
1.2531,0.50179
1.2555,0.5014
1.2579,0.50114
1.2604,0.5012
1.2628,0.50143
1.2653,0.50112
1.2678,0.50097
1.2703,0.50149
1.2728,0.50209
1.2753,0.50227
1.2778,0.50262
1.2803,0.50306
1.2828,0.50334
1.2854,0.5031
1.2879,0.50299
1.2905,0.50319
1.2931,0.50345
1.2957,0.50343
1.2983,0.50334
1.3009,0.50324
1.3035,0.5033
1.3061,0.50374
1.3088,0.50439
1.3114,0.50494
1.3141,0.50561
1.3167,0.50652
1.3194,0.50693
1.3221,0.50628
1.3248,0.50499
1.3275,0.50384
1.3303,0.50327
1.333,0.50273
1.3357,0.50205
1.3385,0.5016
1.3413,0.50118
1.3441,0.50046
1.3468,0.49969
1.3497,0.49905
1.3525,0.49872
1.3553,0.49836
1.3581,0.49761
1.361,0.49598
1.3639,0.49391
1.3667,0.49245
1.3696,0.49147
1.3725,0.4903
1.3754,0.489
1.3784,0.4878
1.3813,0.48662
1.3843,0.48498
1.3872,0.4824
1.3902,0.47958
1.3932,0.4778
1.3962,0.47708
1.3992,0.47688
1.4022,0.47665
1.4053,0.47591
1.4083,0.47449
1.4114,0.47291
1.4145,0.4718
1.4176,0.47126
1.4207,0.47076
1.4238,0.46964
1.4269,0.46794
1.4301,0.46649
1.4333,0.46537
1.4364,0.46399
1.4396,0.46185
1.4428,0.45935
1.4461,0.45668
1.4493,0.45421
1.4525,0.45218
1.4558,0.45048
1.4591,0.44862
1.4624,0.44633
1.4657,0.44404
1.469,0.44224
1.4724,0.44071
1.4757,0.4388
1.4791,0.43654
1.4825,0.4346
1.4859,0.43333
1.4893,0.43233
1.4927,0.4309
1.4962,0.42887
1.4996,0.42642
1.5031,0.42422
1.5066,0.42239
1.5101,0.42049
1.5136,0.41816
1.5172,0.41547
1.5207,0.41279
1.5243,0.41043
1.5279,0.40855
1.5315,0.40682
1.5352,0.40473
1.5388,0.40234
1.5425,0.4
1.5461,0.39766
1.5498,0.39522
1.5536,0.39292
1.5573,0.39097
1.561,0.38922
1.5648,0.38739
1.5686,0.38535
1.5724,0.38315
1.5762,0.38099
1.5801,0.37921
1.5839,0.3778
1.5878,0.37618
1.5917,0.37422
1.5957,0.37239
1.5996,0.37095
1.6036,0.3694
1.6075,0.36749
1.6115,0.36539
1.6155,0.36329
1.6196,0.36113
1.6236,0.35914
1.6277,0.35728
1.6318,0.35547
1.6359,0.35394
1.6401,0.35268
1.6443,0.35122
1.6484,0.34929
1.6526,0.34708
1.6569,0.34495
1.6611,0.34291
1.6654,0.3409
1.6697,0.33899
1.674,0.33711
1.6783,0.33514
1.6827,0.33345
1.6871,0.33227
1.6915,0.33135
1.6959,0.33032
1.7004,0.32923
1.7048,0.32833
1.7093,0.32756
1.7138,0.32668
1.7184,0.32554
1.723,0.32412
1.7276,0.3229
1.7322,0.32179
1.7368,0.3207
1.7415,0.31953
1.7462,0.31856
1.7509,0.31783
1.7556,0.31712
1.7604,0.31637
1.7652,0.31574
1.77,0.3151
1.7749,0.31435
1.7798,0.31375
1.7847,0.31328
1.7896,0.31282
1.7946,0.31218
1.7995,0.31139
1.8046,0.31075
1.8096,0.31063
1.8147,0.31095
1.8198,0.3111
1.8249,0.3112
1.83,0.31154
1.8352,0.31202
1.8404,0.31234
1.8457,0.31237
1.851,0.31247
1.8563,0.31283
1.8616,0.31342
1.867,0.3142
1.8724,0.31506
1.8778,0.31572
1.8832,0.316
1.8887,0.31638
1.8943,0.31737
1.8998,0.31883
1.9054,0.3204
1.911,0.32188
1.9167,0.32307
1.9224,0.32402
1.9281,0.3252
1.9338,0.3267
1.9396,0.32806
1.9454,0.32914
1.9513,0.32999
1.9572,0.33079
1.9631,0.33186
1.9691,0.33339
1.9751,0.33514
1.9811,0.33689
1.9872,0.33874
1.9933,0.34094
1.9995,0.34314
2.0057,0.34567
2.0119,0.34851
2.0182,0.35195
2.0245,0.35572
2.0308,0.35947
2.0372,0.36339
2.0436,0.36796
2.0501,0.37321
2.0566,0.37813
2.0632,0.38189
2.0698,0.38497
2.0764,0.3886
2.0831,0.39281
2.0898,0.39719
2.0966,0.4018
2.1034,0.40663
2.1102,0.41146
2.1171,0.41635
2.124,0.42085
2.131,0.42469
2.1381,0.42808
2.1451,0.43152
2.1523,0.43519
2.1594,0.43924
2.1667,0.44414
2.1739,0.44864
2.1813,0.45287
2.1886,0.45681
2.196,0.46083
2.2035,0.46483
2.211,0.46873
2.2186,0.47231
2.2262,0.47575
2.2339,0.47976
2.2416,0.4847
2.2494,0.49034
2.2573,0.49611
2.2652,0.50142
2.2731,0.50491
2.2811,0.50619
2.2892,0.50625
2.2973,0.50641
2.3055,0.50693
2.3137,0.50864
2.322,0.51266
2.3303,0.51839
2.3388,0.52447
2.3472,0.52925
2.3558,0.53256
2.3644,0.53487
