YY_OL_5,
1.001,0.320874479
1.004,0.321088601
1.007,0.321260343
1.01,0.32162884
1.013,0.321647629
1.016,0.321634666
1.019,0.321832693
1.022,0.322352763
1.025,0.322407545
1.028,0.32254678
1.031,0.323261064
1.034,0.323068409
1.037,0.323843153
1.04,0.323899788
1.043,0.32407821
1.046,0.325166065
1.049,0.325380643
1.052,0.326165351
1.055,0.326260727
1.058,0.327153708
1.061,0.327481169
1.064,0.328368855
1.067,0.328462691
1.07,0.329417565
1.073,0.330341898
1.076,0.331005795
1.079,0.33142258
1.082,0.33233645
1.085,0.333128585
1.088,0.333698763
1.091,0.335049786
1.094,0.335622889
1.097,0.33655431
1.1,0.337444575
1.103,0.338434672
1.106,0.338928327
1.109,0.340217215
1.112,0.340707146
1.115,0.341692166
1.118,0.342596293
1.121,0.343517133
1.124,0.344431918
1.127,0.345396973
1.13,0.345991622
1.133,0.347147917
1.136,0.347715174
1.139,0.348245829
1.142,0.349254911
1.145,0.349782322
1.148,0.351040284
1.151,0.351144372
1.154,0.352137966
1.157,0.35306087
1.16,0.35368596
1.163,0.354122084
1.166,0.355058288
1.169,0.355836595
1.172,0.356212064
1.175,0.357052871
1.178,0.357544647
1.181,0.358115079
1.184,0.358895504
1.187,0.359277101
1.19,0.360122861
1.193,0.361009825
1.196,0.361406531
1.199,0.362135551
1.202,0.362764205
1.205,0.363209735
1.208,0.364079695
1.211,0.364452121
1.214,0.365225805
1.217,0.365807229
1.22,0.366289004
1.223,0.367138364
1.226,0.367502969
1.229,0.368313435
1.232,0.368849775
1.235,0.369372918
1.238,0.370190275
1.241,0.370570687
1.244,0.371364494
1.247,0.372265641
1.25,0.372410544
1.253,0.373255377
1.256,0.373621606
1.259,0.374467327
1.262,0.375356159
1.265,0.375753778
1.268,0.376480093
1.271,0.377111714
1.274,0.377555167
1.277,0.378425285
1.28,0.378804796
1.283,0.379547465
1.286,0.380470338
1.289,0.381336179
1.292,0.381477367
1.295,0.382530355
1.298,0.3831329
1.301,0.383568861
1.304,0.384488156
1.307,0.385425397
1.31,0.38611988
1.313,0.386512059
1.316,0.387390014
1.319,0.387930004
1.322,0.388691323
1.325,0.389372925
1.328,0.390344004
1.331,0.390855148
1.334,0.391660217
1.337,0.392334349
1.34,0.392940124
1.343,0.393794455
1.346,0.39460627
1.349,0.395417292
1.352,0.396320684
1.355,0.397073764
1.358,0.397978027
1.361,0.398504511
1.364,0.399522254
1.367,0.400078189
1.37,0.400935539
1.373,0.401454913
1.376,0.40224526
1.379,0.402944552
1.382,0.403517476
1.385,0.404382137
1.388,0.404890324
1.391,0.405893287
1.394,0.406531966
1.397,0.406949232
1.4,0.407830616
1.403,0.408228896
1.406,0.408909006
1.409,0.409886605
1.412,0.410393735
1.415,0.410930894
1.418,0.411738462
1.421,0.412115192
1.424,0.412934979
1.427,0.413842579
1.43,0.414261216
1.433,0.414900478
1.436,0.415943532
1.439,0.416046291
1.442,0.416978052
1.445,0.417749411
1.448,0.418141047
1.451,0.418938088
1.454,0.419860773
1.457,0.420281034
1.46,0.420953967
1.463,0.421640937
1.466,0.422049952
1.469,0.422932474
1.472,0.423324398
1.475,0.424044578
1.478,0.424688244
1.481,0.425123612
1.484,0.425907079
1.487,0.426106174
1.49,0.427224319
1.493,0.427353527
1.496,0.428200553
1.499,0.428593858
1.502,0.429294665
1.505,0.42996272
1.508,0.430378112
1.511,0.431187075
1.514,0.431398195
1.517,0.432201784
1.52,0.432561619
1.523,0.433436628
1.526,0.433563351
1.529,0.43442687
1.532,0.434759079
1.535,0.435659974
1.538,0.435762294
1.541,0.436468937
1.544,0.43688446
1.547,0.437176118
1.55,0.437958332
1.553,0.438379008
1.556,0.439089027
1.559,0.439427169
1.562,0.440157002
1.565,0.440263456
1.568,0.441006106
1.571,0.441376645
1.574,0.441696419
1.577,0.442467834
1.58,0.442564942
1.583,0.443444418
1.586,0.443841785
1.589,0.444299324
1.592,0.444752543
1.595,0.444928639
1.598,0.445506509
1.601,0.446064986
1.604,0.446237127
1.607,0.447048665
1.61,0.447254148
1.613,0.44775993
1.616,0.448399628
1.619,0.44852732
1.622,0.449318963
1.625,0.449597425
1.628,0.45001575
1.631,0.45071641
1.634,0.450801132
1.637,0.451301762
1.64,0.45172672
1.643,0.45225586
1.646,0.452284112
1.649,0.453090883
1.652,0.453333176
1.655,0.453794745
1.658,0.454470037
1.661,0.454584855
1.664,0.455389763
1.667,0.455436694
1.67,0.456026178
1.673,0.456044079
1.676,0.456863176
1.679,0.457068122
1.682,0.457578604
1.685,0.458212255
1.688,0.458343133
1.691,0.45916128
1.694,0.459194734
1.697,0.459787723
1.7,0.459807821
1.703,0.460632373
1.706,0.460803219
1.709,0.461370304
1.712,0.461925358
1.715,0.462135021
1.718,0.462232265
1.721,0.462895143
1.724,0.46331995
1.727,0.463679834
1.73,0.463651548
1.733,0.464418659
1.736,0.464711031
1.739,0.465217592
1.742,0.465099752
1.745,0.465947374
1.748,0.465819287
1.751,0.466336271
1.754,0.466662967
1.757,0.467024225
1.76,0.46741916
1.763,0.46751621
1.766,0.468087997
1.769,0.468119248
1.772,0.468953173
1.775,0.468845401
1.778,0.469329501
1.781,0.469642212
1.784,0.470394852
1.787,0.470385248
1.79,0.470720246
1.793,0.471167753
1.796,0.471810651
1.799,0.471930573
1.802,0.472116013
1.805,0.472693265
1.808,0.473238099
1.811,0.473423616
1.814,0.474246511
1.817,0.474265008
1.82,0.474856578
1.823,0.474896254
1.826,0.475708663
1.829,0.475824963
1.832,0.476533596
1.835,0.476654545
1.838,0.477210157
1.841,0.477262219
1.844,0.478013702
1.847,0.478335418
1.85,0.478804475
1.853,0.478707091
1.856,0.479551619
1.859,0.479410002
1.862,0.479947103
1.865,0.480292735
1.868,0.48025853
1.871,0.481082205
1.874,0.480910004
1.877,0.481530754
1.88,0.481783038
1.883,0.481820104
1.886,0.482604898
1.889,0.482411608
1.892,0.483122452
1.895,0.483266015
1.898,0.483744749
1.901,0.484027118
1.904,0.484216242
1.907,0.484758735
1.91,0.48480799
1.913,0.485623322
1.916,0.485437164
1.919,0.486095228
1.922,0.486304384
1.925,0.486378495
1.928,0.487138315
1.931,0.486945929
1.934,0.487672326
1.937,0.487793284
1.94,0.487952213
1.943,0.488649672
1.946,0.48846043
1.949,0.489242565
1.952,0.489280906
1.955,0.489550578
1.958,0.490049951
1.961,0.490669353
1.964,0.490810679
1.967,0.491651094
1.97,0.491480106
1.973,0.49209015
1.976,0.492292465
1.979,0.49310275
1.982,0.493259334
1.985,0.493840877
1.988,0.494408887
1.991,0.49457317
1.994,0.495383277
1.997,0.495599293
2,0.496090785
2.003,0.496742656
2.006,0.496865646
2.009,0.497658599
2.012,0.497895616
2.015,0.498660398
2.018,0.499076081
2.021,0.499530674
2.024,0.500144819
2.027,0.500616916
2.03,0.501240569
2.033,0.501380836
2.036,0.502188046
2.039,0.50238865
2.042,0.5031781
2.045,0.503590934
2.048,0.504054888
2.051,0.504514458
2.054,0.504977968
2.057,0.505419701
2.06,0.505915691
2.063,0.506004985
2.066,0.506699015
2.069,0.507125924
2.072,0.507396915
2.075,0.508191518
2.078,0.508321967
2.081,0.508957744
2.084,0.509454881
2.087,0.509698685
2.09,0.510112096
2.093,0.510673773
2.096,0.511447364
2.099,0.511859177
2.102,0.512331212
2.105,0.512860315
2.108,0.513491263
2.111,0.513902516
2.114,0.514572425
2.117,0.515021677
2.12,0.515760573
2.123,0.516104805
2.126,0.516467429
2.129,0.517205774
2.132,0.517265408
2.135,0.517797145
2.138,0.518037788
2.141,0.517978164
2.144,0.5183851
2.147,0.518786754
2.15,0.518753665
2.153,0.518762351
2.156,0.51876257
2.159,0.518766113
2.162,0.518682426
2.165,0.518147929
2.168,0.517990958
2.171,0.518006622
2.174,0.518003067
2.177,0.518037085
2.18,0.517772212
2.183,0.517606985
2.186,0.51761699
2.189,0.517212817
2.192,0.517271818
2.195,0.517206994
2.198,0.517609341
2.201,0.517659185
2.204,0.518049964
2.207,0.51799415
2.21,0.51801443
2.213,0.518005746
2.216,0.518483049
2.219,0.518808885
2.222,0.51867629
2.225,0.51943589
2.228,0.519495761
2.231,0.51972218
2.234,0.520365921
2.237,0.520183418
2.24,0.521004508
2.243,0.521047396
2.246,0.521606553
2.249,0.521721142
2.252,0.522430948
2.255,0.522539442
2.258,0.523052684
2.261,0.523240902
2.264,0.523853397
2.267,0.524021333
2.27,0.524835468
2.273,0.525012895
2.276,0.525656536
2.279,0.525472924
2.282,0.526310706
2.285,0.526430735
2.288,0.527128126
2.291,0.527272072
2.294,0.527775131
2.297,0.528231278
2.3,0.528690179
2.303,0.529150147
2.306,0.529609583
2.309,0.53006934
2.312,0.530530021
2.315,0.530977985
2.318,0.531499565
2.321,0.531555585
2.324,0.532376497
2.327,0.532814575
2.33,0.533289096
2.333,0.533749352
2.336,0.53419847
2.339,0.534619693
2.342,0.534860754
2.345,0.535363031
2.348,0.535992621
2.351,0.536126617
2.354,0.536946327
2.357,0.536978095
2.36,0.537570088
2.363,0.53759481
2.366,0.538424139
2.369,0.538450125
2.372,0.539003708
2.375,0.53918858
2.378,0.539125082
2.381,0.5399538
2.384,0.539992622
2.387,0.540532589
2.39,0.540729772
2.393,0.540298843
2.396,0.541545998
2.399,0.541312567
2.402,0.541951791
2.405,0.542198777
2.408,0.542239067
2.411,0.54301179
2.414,0.542881809
2.417,0.543191504
2.42,0.54368211
2.423,0.543800652
2.426,0.544516678
2.429,0.544443893
2.432,0.544385462
2.435,0.545221563
2.438,0.545185178
2.441,0.545123622
2.444,0.545757762
2.447,0.545960639
2.45,0.545986183
2.453,0.546498028
2.456,0.546722754
2.459,0.546718338
2.462,0.546714657
2.465,0.547528453
2.468,0.547456756
2.471,0.547384527
2.474,0.548149021
2.477,0.548186682
2.48,0.548450212
2.483,0.549005049
2.486,0.549243538
2.489,0.549708857
2.492,0.55050969
2.495,0.550741463
2.498,0.551376612
