MY_EN_0,
2.087342807,0.536173601
2.093349096,0.54064408
2.098756996,0.544979361
2.105197839,0.547569407
2.111942568,0.550880129
2.116508772,0.554995629
2.120717013,0.556060638
2.123504244,0.559425916
2.129911807,0.563620439
2.135217465,0.568276678
2.13962908,0.569064729
2.142176087,0.572774783
2.148408054,0.574875719
2.154847079,0.577212668
2.16112661,0.581108335
2.16142773,0.578473862
2.167578177,0.582221112
2.174515735,0.583787146
2.181038836,0.584833697
2.187768191,0.586004402
2.19450404,0.588079022
2.197292601,0.590530587
2.199613233,0.592414498
2.203937496,0.594530468
2.209962618,0.595982617
2.213063243,0.593544664
2.215015397,0.597982921
2.221676459,0.599671003
2.228194649,0.600033969
2.23461692,0.600038819
2.238638364,0.598490496
2.241644918,0.601200291
2.24859043,0.603873619
2.255128629,0.607021771
2.261568368,0.609458151
2.268860351,0.608756086
2.275006397,0.608920594
2.281728187,0.60903824
2.2884491,0.609033856
2.29517878,0.610249757
2.301892389,0.609228471
2.30862353,0.610647752
2.315344443,0.610643369
2.319395985,0.613284688
2.32553936,0.6130773
2.326141737,0.616737777
2.330610658,0.615107809
2.332877846,0.618848553
2.336921498,0.620391616
2.33940921,0.6236441
2.346374025,0.626405548
2.352715228,0.627005746
2.35954273,0.629958398
2.365208947,0.628671139
2.371933367,0.629154869
2.378669768,0.631306321
2.385405584,0.633376421
2.392117732,0.632151754
2.398831632,0.631171143
2.39885384,0.63426253
2.405400302,0.633363381
2.412300927,0.634985934
2.419469902,0.634981258
2.425745969,0.635424605
2.432467467,0.635501574
2.43873506,0.634765312
2.440958805,0.63245887
2.447230684,0.632319192
2.453954812,0.632762246
2.460103321,0.633269596
2.463928397,0.631117067
2.470075069,0.631368738
2.47679686,0.631486383
2.483517189,0.631400648
2.49023781,0.631355588
2.496675991,0.633575029
2.502833094,0.638248791
2.503372229,0.635333303
2.509117733,0.639885304
2.510885528,0.636480899
2.516576945,0.635731454
2.520393255,0.632358641
2.526024995,0.63109836
2.533251073,0.631246184
2.540476055,0.631241472
2.546700205,0.632254321
2.553440113,0.634893886
2.560170085,0.636150463
2.566892752,0.636390137
2.573129467,0.631355764
2.573606945,0.635450203
2.579532248,0.633235605
2.582531149,0.642766122
2.583080316,0.644365699
2.584809246,0.635551367
2.585738486,0.640160745
2.590260979,0.645988069
2.601868678,0.640150225
2.6018979,0.644217839
