ZK-Eif_0,
W,R
1.872,0.94952
1.873,0.94993
1.874,0.95039
1.875,0.95089
1.876,0.95104
1.877,0.95103
1.878,0.9516
1.879,0.95256
1.88,0.95315
1.881,0.95378
1.882,0.95403
1.883,0.95516
1.884,0.95613
1.885,0.95743
1.886,0.95738
1.887,0.95826
1.888,0.95934
1.889,0.96104
1.89,0.9618
1.891,0.9626
1.892,0.96461
1.893,0.96533
1.894,0.96624
1.895,0.96787
1.896,0.9681
1.897,0.96891
1.898,0.971
1.899,0.97167
1.9,0.97204
1.901,0.97334
1.902,0.97413
1.903,0.97471
1.904,0.97505
1.905,0.97607
1.906,0.97817
1.907,0.97967
1.908,0.98047
1.909,0.98114
1.91,0.98105
1.911,0.98176
1.912,0.98329
1.913,0.98489
1.914,0.98507
1.915,0.98538
1.916,0.98728
1.917,0.98755
1.918,0.98715
1.919,0.98835
1.92,0.98908
1.921,0.98854
1.922,0.98837
1.923,0.98865
1.924,0.98946
1.925,0.99005
1.926,0.9908
1.927,0.99107
1.928,0.99003
1.929,0.99068
1.93,0.99203
1.931,0.99134
1.932,0.99116
1.933,0.99144
1.934,0.99177
1.935,0.99288
1.936,0.99269
1.937,0.99211
1.938,0.99367
1.939,0.99453
1.94,0.9943
1.941,0.99545
1.942,0.99448
1.943,0.99349
1.944,0.99403
1.945,0.99518
1.946,0.99563
1.947,0.99639
1.948,0.99753
1.949,0.99775
1.95,0.99743
1.951,0.99731
1.952,0.99785
1.953,0.99796
1.954,0.99833
1.955,0.99793
1.956,0.9984
1.957,0.99893
1.958,0.99874
1.959,0.99896
1.96,0.99936
1.961,0.99985
1.962,0.99946
1.963,0.99951
1.964,0.99954
1.965,1.00059
1.966,1.00105
1.967,1.00096
1.968,1.001
1.969,1.00173
1.97,1.00221
1.971,1.00167
1.972,1.00241
1.973,1.00384
1.974,1.00408
1.975,1.00362
1.976,1.0029
1.977,1.00345
1.978,1.00365
1.979,1.00344
1.98,1.00421
1.981,1.00468
1.982,1.00501
1.983,1.00544
1.984,1.00619
1.985,1.00656
1.986,1.00737
1.987,1.00684
1.988,1.00618
1.989,1.00679
1.99,1.00766
1.991,1.00904
1.992,1.00932
1.993,1.00925
1.994,1.0091
1.995,1.00955
1.996,1.00992
1.997,1.0102
1.998,1.01095
1.999,1.0116
2,1.01166
2.001,1.01288
2.002,1.01282
2.003,1.01325
2.004,1.0145
2.005,1.01536
2.006,1.01529
2.007,1.01555
2.008,1.01557
2.009,1.01628
2.01,1.01681
2.011,1.01705
2.012,1.01787
2.013,1.01936
2.014,1.01914
2.015,1.02008
2.016,1.02089
2.017,1.02164
2.018,1.02173
2.019,1.0223
2.02,1.02299
2.021,1.0237
2.022,1.0242
2.023,1.02589
2.024,1.02622
2.025,1.02563
2.026,1.02663
2.027,1.02907
2.028,1.02946
2.029,1.02931
2.03,1.03059
2.031,1.03223
2.032,1.03235
2.033,1.03273
2.034,1.0336
2.035,1.03512
2.036,1.03583
2.037,1.03628
2.038,1.03685
2.039,1.03799
2.04,1.03897
2.041,1.04
2.042,1.04098
2.043,1.04246
2.044,1.04361
2.045,1.04465
2.046,1.04503
2.047,1.04654
2.048,1.0475
2.049,1.04711
2.05,1.04788
2.051,1.04835
2.052,1.04914
2.053,1.05026
2.054,1.05185
2.055,1.05326
2.056,1.05452
2.057,1.05564
2.058,1.05683
2.059,1.05858
2.06,1.05931
2.061,1.0601
2.062,1.06037
2.063,1.06137
2.064,1.06229
2.065,1.06357
2.066,1.06471
2.067,1.06563
2.068,1.06626
2.069,1.06695
2.07,1.06737
2.071,1.06892
2.072,1.06949
2.073,1.07006
2.074,1.07083
2.075,1.07234
2.076,1.07347
2.077,1.07511
2.078,1.07482
2.079,1.07576
2.08,1.07615
2.081,1.07784
2.082,1.07792
2.083,1.07892
2.084,1.08046
2.085,1.08234
2.086,1.08282
2.087,1.08247
2.088,1.08346
2.089,1.08416
2.09,1.08422
2.091,1.08668
2.092,1.08794
2.093,1.08842
2.094,1.08888
2.095,1.08837
2.096,1.08899
2.097,1.09108
2.098,1.09221
2.099,1.09277
2.1,1.09307
2.101,1.09463
2.102,1.09645
2.103,1.09588
2.104,1.09597
2.105,1.09768
2.106,1.09839
2.107,1.10006
2.108,1.10015
2.109,1.09961
2.11,1.10095
2.111,1.10193
2.112,1.10217
2.113,1.10224
2.114,1.10386
2.115,1.10449
2.116,1.10519
2.117,1.10619
2.118,1.10777
2.119,1.10897
2.12,1.10947
2.121,1.10943
2.122,1.10968
2.123,1.11007
2.124,1.11142
2.125,1.11195
2.126,1.11338
2.127,1.11458
2.128,1.1145
2.129,1.11487
2.13,1.11514
2.131,1.11607
2.132,1.1166
2.133,1.11752
2.134,1.11775
2.135,1.11741
2.136,1.118
2.137,1.11926
2.138,1.12079
2.139,1.12175
2.14,1.12263
2.141,1.12099
2.142,1.12149
2.143,1.12311
2.144,1.12357
2.145,1.12437
2.146,1.1245
2.147,1.12643
2.148,1.12768
2.149,1.12788
2.15,1.1284
2.151,1.12741
2.152,1.12928
2.153,1.13005
2.154,1.13063
2.155,1.13128
2.156,1.13251
2.157,1.13259
2.158,1.13361
2.159,1.13361
2.16,1.13381
2.161,1.13454
2.162,1.13584
2.163,1.13633
2.164,1.13675
2.165,1.13688
2.166,1.1368
2.167,1.13729
2.168,1.13828
2.169,1.13959
2.17,1.13895
2.171,1.13844
2.172,1.13979
2.173,1.14107
2.174,1.13975
2.175,1.13979
2.176,1.14069
2.177,1.14261
2.178,1.14358
2.179,1.1437
2.18,1.14348
2.181,1.14251
2.182,1.14437
2.183,1.14693
2.184,1.14773
2.185,1.14722
2.186,1.14841
2.187,1.14868
2.188,1.14761
2.189,1.14841
2.19,1.14843
2.191,1.1498
2.192,1.15212
2.193,1.15281
2.194,1.15257
2.195,1.15349
2.196,1.15286
2.197,1.153
2.198,1.1538
2.199,1.15452
2.2,1.15576
2.201,1.15635
2.202,1.15563
2.203,1.15525
2.204,1.15825
2.205,1.16026
2.206,1.16026
2.207,1.16019
2.208,1.16155
2.209,1.16112
2.21,1.1626
2.211,1.16273
2.212,1.16364
2.213,1.16354
2.214,1.16658
2.215,1.16665
2.216,1.16628
2.217,1.16634
2.218,1.16778
2.219,1.16965
2.22,1.17221
2.221,1.16984
2.222,1.16971
2.223,1.17159
2.224,1.17171
2.225,1.17169
2.226,1.174
2.227,1.17677
2.228,1.17546
2.229,1.17531
2.23,1.17643
2.231,1.17684
2.232,1.17661
2.233,1.17834
2.234,1.18022
2.235,1.18089
2.236,1.18057
2.237,1.18184
2.238,1.18208
2.239,1.1828
2.24,1.18319
2.241,1.18567
2.242,1.18788
2.243,1.18944
2.244,1.18864
2.245,1.19004
2.246,1.19057
2.247,1.19117
2.248,1.19407
2.249,1.1949
2.25,1.19065
2.251,1.19214
2.252,1.19631
2.253,1.19887
2.254,1.19801
2.255,1.19836
2.256,1.20113
2.257,1.20097
2.258,1.20245
2.259,1.2029
2.26,1.20338
2.261,1.20429
2.262,1.20649
2.263,1.20644
2.264,1.20797
2.265,1.20888
2.266,1.20896
2.267,1.21167
2.268,1.21155
2.269,1.21393
2.27,1.21668
2.271,1.21784
2.272,1.21848
2.273,1.21831
2.274,1.22021
2.275,1.22373
2.276,1.2228
2.277,1.21995
2.278,1.22179
2.279,1.22396
2.28,1.22827
2.281,1.22612
2.282,1.22528
2.283,1.23004
2.284,1.23198
2.285,1.2326
2.286,1.23323
2.287,1.23649
2.288,1.24295
2.289,1.24554
2.29,1.24166
2.291,1.23835
2.292,1.23891
2.293,1.24255
2.294,1.24609
2.295,1.24605
2.296,1.24653
2.297,1.24594
2.298,1.24574
2.299,1.24893
2.3,1.2525
2.301,1.25256
2.302,1.25222
2.303,1.25342
2.304,1.25314
2.305,1.2516
2.306,1.25347
2.307,1.25739
2.308,1.25673
2.309,1.25883
2.31,1.25773
2.311,1.25488
2.312,1.25739
2.313,1.25854
2.314,1.25971
2.315,1.26058
2.316,1.25894
2.317,1.25806
2.318,1.2607
2.319,1.26281
2.32,1.2632
2.321,1.26116
2.322,1.26004
2.323,1.26092
2.324,1.26336
2.325,1.26703
2.326,1.26669
2.327,1.26445
2.328,1.2639
2.329,1.26679
2.33,1.26868
2.331,1.26537
2.332,1.26723
2.333,1.2685
2.334,1.26523
2.335,1.26586
2.336,1.2687
2.337,1.27147
2.338,1.27137
2.339,1.26954
2.34,1.27601
2.341,1.27612
2.342,1.26902
2.343,1.26824
2.344,1.27112
2.345,1.27403
2.346,1.27265
2.347,1.27191
2.348,1.27669
2.349,1.27981
2.35,1.2739
2.351,1.27569
2.352,1.27521
2.353,1.27626
2.354,1.27771
2.355,1.2794
2.356,1.27453
2.357,1.27413
2.358,1.28059
2.359,1.2794
2.36,1.27916
2.361,1.28038
2.362,1.27911
2.363,1.27894
2.364,1.2782
2.365,1.2771
2.366,1.27795
2.367,1.27649
2.368,1.2736
2.369,1.27302
2.37,1.27864
2.371,1.2813
2.372,1.27987
2.373,1.27997
2.374,1.28344
2.375,1.28112
2.376,1.28317
2.377,1.28655
2.378,1.28217
2.379,1.28341
2.38,1.28126
2.381,1.28118
2.382,1.28642
2.383,1.28591
2.384,1.28528
2.385,1.28687
2.386,1.27983
2.387,1.28326
2.388,1.28659
2.389,1.28427
2.39,1.28897
2.391,1.29156
2.392,1.28918
2.393,1.28635
2.394,1.28236
2.395,1.27874
2.396,1.2804
2.397,1.28211
2.398,1.2857
2.399,1.28748
2.4,1.28489
2.401,1.28396
2.402,1.2859
2.403,1.28739
2.404,1.28737
2.405,1.29133
2.406,1.29321
2.407,1.28609
2.408,1.28009
2.409,1.28339
2.41,1.28783
2.411,1.28894
2.412,1.2883
2.413,1.29195
2.414,1.29442
2.415,1.29037
2.416,1.28744
2.417,1.28859
2.418,1.29036
2.419,1.29375
2.42,1.2952
2.421,1.28984
2.422,1.29136
2.423,1.29467
2.424,1.28478
2.425,1.28995
2.426,1.29032
2.427,1.29122
2.428,1.2883
2.429,1.28701
2.43,1.29421
2.431,1.29616
2.432,1.29087
2.433,1.29024
2.434,1.29276
2.435,1.29363
2.436,1.29554
2.437,1.2905
2.438,1.28776
2.439,1.29429
2.44,1.29745
2.441,1.29558
2.442,1.30054
2.443,1.29887
2.444,1.2941
2.445,1.2952
2.446,1.29899
2.447,1.29607
2.448,1.2974
2.449,1.29776
2.45,1.30145
2.451,1.30221
2.452,1.30561
2.453,1.3008
2.454,1.29691
2.455,1.30363
2.456,1.30002
2.457,1.30069
2.458,1.30323
2.459,1.29413
2.46,1.29879
2.461,1.29824
2.462,1.28354
2.463,1.29177
2.464,1.30374
2.465,1.30689
2.466,1.30655
2.467,1.30382
2.468,1.30774
2.469,1.31242
2.47,1.31426
2.471,1.30493
2.472,1.29599
2.473,1.30244
2.474,1.30898
2.475,1.29732
2.476,1.30048
2.477,1.30182
2.478,1.30046
2.479,1.30572
2.48,1.29879
2.481,1.29746
2.482,1.30713
2.483,1.30106
2.484,1.30148
2.485,1.30709
2.486,1.30874
2.487,1.30904
2.488,1.30966
2.489,1.30682
2.49,1.30582
2.491,1.30059
2.492,1.29616
2.493,1.30451
2.494,1.30395
2.495,1.30282
2.496,1.30882
2.497,1.3031
2.498,1.29939
2.499,1.30236
2.5,1.30262

