Brown University Keck/NASA Relab Spectrum OC-TXH-013-D/C1OC13D,,
W,R,Standard Deviation
1.14,0.29957,0.00384
1.145,0.29947,0.00373
1.15,0.30049,0.00362
1.155,0.30071,0.00308
1.16,0.30135,0.00329
1.165,0.30282,0.00359
1.17,0.30267,0.00318
1.175,0.30292,0.00316
1.18,0.30416,0.0031
1.185,0.30373,0.0032
1.19,0.30419,0.0034
1.195,0.30376,0.00336
1.2,0.30456,0.0038
1.205,0.30493,0.00348
1.21,0.30488,0.00375
1.215,0.30484,0.0039
1.22,0.30533,0.0039
1.225,0.3055,0.00373
1.23,0.30536,0.00382
1.235,0.30436,0.00367
1.24,0.30547,0.0035
1.245,0.30339,0.00381
1.25,0.30463,0.00361
1.255,0.30492,0.0039
1.26,0.30483,0.00447
1.265,0.30552,0.00345
1.27,0.30521,0.00382
1.275,0.30604,0.00353
1.28,0.30615,0.00366
1.285,0.30521,0.00347
1.29,0.30622,0.00379
1.295,0.30606,0.00357
1.3,0.30634,0.0042
1.305,0.30754,0.00342
1.31,0.30764,0.00325
1.315,0.30854,0.00336
1.32,0.30843,0.00287
1.325,0.30973,0.00306
1.33,0.30972,0.00334
1.335,0.31059,0.00281
1.34,0.30971,0.00299
1.345,0.31078,0.00291
1.35,0.31096,0.00295
1.355,0.31192,0.003
1.36,0.31187,0.00348
1.365,0.31263,0.00291
1.37,0.31396,0.00296
1.375,0.31464,0.00297
1.38,0.31369,0.00347
1.385,0.31476,0.00371
1.39,0.31498,0.0033
1.395,0.31556,0.00353
1.4,0.31699,0.00326
1.405,0.31665,0.00303
1.41,0.31819,0.00261
1.415,0.31711,0.00302
1.42,0.31861,0.00259
1.425,0.31841,0.00259
1.43,0.3184,0.00265
1.435,0.31939,0.00265
1.44,0.32009,0.00275
1.445,0.31951,0.00288
1.45,0.3203,0.00256
1.455,0.32104,0.00262
1.46,0.32079,0.00285
1.465,0.32128,0.003
1.47,0.32144,0.00282
1.475,0.3216,0.00326
1.48,0.32178,0.00341
1.485,0.32198,0.00319
1.49,0.3219,0.00319
1.495,0.32224,0.00292
1.5,0.32194,0.00309
1.505,0.32237,0.0041
1.51,0.32173,0.0038
1.515,0.3226,0.00349
1.52,0.32221,0.00329
1.525,0.32179,0.0036
1.53,0.32228,0.00346
1.535,0.32161,0.00392
1.54,0.32194,0.0035
1.545,0.32241,0.00378
1.55,0.32159,0.0032
1.555,0.3219,0.00398
1.56,0.32187,0.00377
1.565,0.32055,0.00369
1.57,0.32246,0.00381
1.575,0.32093,0.00387
1.58,0.32049,0.00401
1.585,0.32046,0.00367
1.59,0.32146,0.00351
1.595,0.31953,0.00344
1.6,0.31863,0.00345
1.605,0.31906,0.00312
1.61,0.31831,0.003
1.615,0.31855,0.00334
1.62,0.31865,0.00323
1.625,0.31713,0.00334
1.63,0.31707,0.00354
1.635,0.31647,0.00354
1.64,0.3148,0.00334
1.645,0.31571,0.00341
1.65,0.31536,0.00331
1.655,0.31372,0.00336
1.66,0.3144,0.00327
1.665,0.31285,0.00347
1.67,0.31206,0.00361
1.675,0.31305,0.00347
1.68,0.31145,0.00359
1.685,0.31042,0.00357
1.69,0.31045,0.00348
1.695,0.31111,0.00348
1.7,0.30957,0.00296
1.705,0.30896,0.00333
1.71,0.3085,0.00316
1.715,0.308,0.00325
1.72,0.30718,0.00325
1.725,0.30672,0.00314
1.73,0.30617,0.00311
1.735,0.30556,0.00342
1.74,0.30443,0.00316
1.745,0.30389,0.00324
1.75,0.30314,0.0035
1.755,0.30231,0.0026
1.76,0.30207,0.00267
1.765,0.30164,0.00237
1.77,0.30072,0.00237
1.775,0.30054,0.00218
1.78,0.2997,0.0021
1.785,0.29925,0.00201
1.79,0.29902,0.00193
1.795,0.29822,0.00201
1.8,0.29786,0.00206
1.805,0.29719,0.002
1.81,0.29687,0.0021
1.815,0.29536,0.00213
1.82,0.29518,0.00228
1.825,0.29461,0.00234
1.83,0.29417,0.00238
1.835,0.29353,0.00224
1.84,0.29403,0.0024
1.845,0.2932,0.00241
1.85,0.29326,0.00243
1.855,0.29273,0.00239
1.86,0.29207,0.00278
1.865,0.292,0.00294
1.87,0.29191,0.00294
1.875,0.29134,0.00333
1.88,0.29103,0.0033
1.885,0.29095,0.0036
1.89,0.28981,0.00322
1.895,0.28932,0.00306
1.9,0.28887,0.00312
1.905,0.28859,0.00277
1.91,0.288,0.00332
1.915,0.28816,0.00269
1.92,0.28719,0.00291
1.925,0.28798,0.00278
1.93,0.28751,0.0028
1.935,0.28658,0.00295
1.94,0.28685,0.00298
1.945,0.28589,0.0029
1.95,0.28593,0.003
1.955,0.28603,0.00278
1.96,0.28536,0.00254
1.965,0.2854,0.00257
1.97,0.28536,0.0025
1.975,0.2853,0.00258
1.98,0.28543,0.00244
1.985,0.28522,0.00228
1.99,0.28557,0.00226
1.995,0.28535,0.00245
2,0.28574,0.00274
2.005,0.28537,0.00208
2.01,0.28511,0.0021
2.015,0.28532,0.00244
2.02,0.2856,0.00235
2.025,0.28494,0.00253
2.03,0.28496,0.00233
2.035,0.28567,0.00235
2.04,0.28535,0.00199
2.045,0.28552,0.00209
2.05,0.28532,0.00209
2.055,0.28526,0.00201
2.06,0.28546,0.00213
2.065,0.28566,0.00202
2.07,0.28521,0.00214
2.075,0.28542,0.00216
2.08,0.28506,0.00224
2.085,0.28518,0.00231
2.09,0.28513,0.00245
2.095,0.2852,0.00247
2.1,0.28585,0.00258
2.105,0.2857,0.00259
2.11,0.28536,0.00259
2.115,0.28564,0.00258
2.12,0.28584,0.0027
2.125,0.28575,0.00259
2.13,0.28568,0.00286
2.135,0.28572,0.00291
2.14,0.28469,0.00291
2.145,0.28423,0.00309
2.15,0.28472,0.00299
2.155,0.28444,0.00295
2.16,0.28413,0.00323
2.165,0.28369,0.00289
2.17,0.28358,0.00292
2.175,0.28352,0.00326
2.18,0.28309,0.00252
2.185,0.28331,0.00278
2.19,0.28291,0.00263
2.195,0.28264,0.0031
2.2,0.28232,0.003
2.205,0.28205,0.00295
2.21,0.2821,0.00294
2.215,0.28214,0.00301
2.22,0.28245,0.00315
2.225,0.28238,0.00279
2.23,0.28161,0.00264
2.235,0.28163,0.00287
2.24,0.28238,0.00236
2.245,0.28164,0.00259
2.25,0.28292,0.0029
2.255,0.28233,0.00239
2.26,0.2826,0.0025
2.265,0.28252,0.00229
2.27,0.28229,0.0025
2.275,0.28222,0.00237
2.28,0.28155,0.00228
2.285,0.28267,0.00253
2.29,0.28231,0.00259
2.295,0.28257,0.00264
2.3,0.2824,0.00262
2.305,0.28232,0.00258
2.31,0.28237,0.00232
2.315,0.28202,0.00249
2.32,0.28188,0.00259
2.325,0.28158,0.00274
2.33,0.28269,0.00269
2.335,0.28235,0.00247
2.34,0.28225,0.00252
2.345,0.28255,0.00243
2.35,0.28215,0.00286
2.355,0.28156,0.00313
2.36,0.28154,0.00261
2.365,0.28108,0.00326
2.37,0.28157,0.00295
2.375,0.28082,0.00341
2.38,0.28124,0.0031
2.385,0.28069,0.00339
2.39,0.28199,0.00313
2.395,0.28195,0.00311
2.4,0.28107,0.00307
2.405,0.28129,0.00353
2.41,0.28131,0.00377
2.415,0.28126,0.00307
2.42,0.28087,0.00352
2.425,0.2804,0.00351
2.43,0.28033,0.00329
2.435,0.27916,0.00285
2.44,0.27953,0.0032
2.445,0.27983,0.00303
2.45,0.27967,0.00282
2.455,0.27995,0.00328
2.46,0.27962,0.00322
2.465,0.27867,0.00307
2.47,0.27903,0.0035
2.475,0.2782,0.00321
2.48,0.2778,0.00347
2.485,0.27736,0.00256
2.49,0.27707,0.00269
2.495,0.27832,0.00335
2.5,0.27789,0.0031
2.505,0.27828,0.00258
2.51,0.2782,0.00279
2.515,0.27777,0.00309
2.52,0.2776,0.00293
2.525,0.27758,0.00323
2.53,0.27735,0.00328
2.535,0.27822,0.00361
2.54,0.27766,0.00363
2.545,0.27811,0.00374
2.55,0.27969,0.00418
2.555,0.27813,0.00354
2.56,0.27851,0.00495
2.565,0.27827,0.00521
2.57,0.2777,0.00504
2.575,0.27899,0.00536
2.58,0.27828,0.00583
2.585,0.27812,0.00727
2.59,0.278,0.00679
2.595,0.27813,0.00747
2.6,0.27719,0.00627
2.585,0.2692,
2.59,0.27113,
2.595,0.27125,
2.6,0.27163,

