Brown University Keck/NASA Relab Spectrum OC-TXH-013-D/C1OC13D,,
W,R,Standard Deviation
0.3,0.17169,0.24402
0.305,0.18529,0.16775
0.31,0.19463,0.11769
0.315,0.20262,0.08369
0.32,0.20759,0.06269
0.325,0.2134,0.04926
0.33,0.22265,0.0396
0.335,0.23335,0.03123
0.34,0.24207,0.02614
0.345,0.25463,0.02159
0.35,0.26728,0.01784
0.355,0.27879,0.01493
0.36,0.29208,0.01267
0.365,0.30293,0.01089
0.37,0.31405,0.00954
0.375,0.32198,0.00844
0.38,0.33041,0.00776
0.385,0.33555,0.00739
0.39,0.34195,0.00783
0.395,0.34571,0.00972
0.4,0.35114,0.00436
0.405,0.35437,0.00392
0.41,0.35989,0.0033
0.415,0.36313,0.00315
0.42,0.36571,0.00297
0.425,0.36703,0.00285
0.43,0.3693,0.00278
0.435,0.3705,0.00318
0.44,0.37171,0.00333
0.445,0.37177,0.00328
0.45,0.3717,0.00377
0.455,0.3717,0.00377
0.46,0.37331,0.00387
0.465,0.37429,0.00413
0.47,0.37575,0.00424
0.475,0.37699,0.00416
0.48,0.37937,0.00386
0.485,0.38006,0.00386
0.49,0.38071,0.00396
0.495,0.38045,0.00395
0.5,0.38234,0.00392
0.505,0.38268,0.00395
0.51,0.38529,0.00403
0.515,0.38615,0.00387
0.52,0.38692,0.00395
0.525,0.38699,0.00386
0.53,0.38774,0.00376
0.535,0.38799,0.00388
0.54,0.38922,0.00365
0.545,0.38869,0.00344
0.55,0.38909,0.0038
0.555,0.38926,0.00315
0.56,0.38919,0.00275
0.565,0.38868,0.00292
0.57,0.38905,0.00313
0.575,0.38897,0.00317
0.58,0.38833,0.00324
0.585,0.38846,0.00339
0.59,0.38763,0.00327
0.595,0.38722,0.00323
0.6,0.38726,0.00309
0.605,0.38677,0.00275
0.61,0.38687,0.00263
0.615,0.38638,0.00258
0.62,0.38626,0.00237
0.625,0.38553,0.00251
0.63,0.38558,0.00248
0.635,0.38481,0.00253
0.64,0.38524,0.0023
0.645,0.38508,0.00232
0.65,0.38467,0.00213
0.655,0.38478,0.00229
0.66,0.38491,0.00242
0.665,0.38442,0.00261
0.67,0.38448,0.00277
0.675,0.38419,0.00321
0.68,0.38396,0.00358
0.685,0.38373,0.00346
0.69,0.38269,0.00378
0.695,0.38228,0.00407
0.7,0.38212,0.00398
0.705,0.38168,0.00423
0.71,0.38094,0.00432
0.715,0.38012,0.00405
0.72,0.37946,0.00381
0.725,0.37882,0.00384
0.73,0.37817,0.00423
0.735,0.37699,0.00429
0.74,0.37626,0.00403
0.745,0.37476,0.00384
0.75,0.37332,0.00399
0.755,0.37213,0.00377
0.76,0.37033,0.00406
0.765,0.36842,0.00352
0.77,0.36639,0.00375
0.775,0.36447,0.00368
0.78,0.36289,0.00339
0.785,0.36033,0.00366
0.79,0.35838,0.00396
0.795,0.35571,0.00401
0.8,0.35338,0.00964
0.805,0.35072,0.00897
0.81,0.34828,0.00909
0.815,0.34537,0.00906
0.82,0.3435,0.0095
0.825,0.33932,0.0092
0.83,0.33793,0.00931
0.835,0.33443,0.0089
0.84,0.3334,0.00834
0.845,0.33053,0.00813
0.85,0.3281,0.00794
0.855,0.32432,0.01191
0.86,0.32422,0.01043
0.865,0.32105,0.0106
0.87,0.31999,0.00933
0.875,0.31688,0.00906
0.88,0.31366,0.00821
0.885,0.31259,0.0079
0.89,0.31059,0.00692
0.895,0.30923,0.00673
0.9,0.30786,0.00633
0.905,0.3055,0.00595
0.91,0.30312,0.00597
0.915,0.30243,0.00545
0.92,0.30083,0.00519
0.925,0.30067,0.00495
0.93,0.29966,0.0045
0.935,0.29758,0.00457
0.94,0.29644,0.00416
0.945,0.29539,0.00436
0.95,0.29511,0.00386
0.955,0.29427,0.00362
0.96,0.2934,0.00379
0.965,0.29251,0.00365
0.97,0.29171,0.00391
0.975,0.29183,0.00362
0.98,0.29021,0.00369
0.985,0.29047,0.004
0.99,0.29042,0.00375
0.995,0.28928,0.00399
1,0.2889,0.0041
1.005,0.28867,0.00391
1.01,0.28858,0.00398
1.015,0.28812,0.00452
1.02,0.28796,0.00393
1.025,0.2881,0.00387
1.03,0.28739,0.00396
1.035,0.2866,0.00455
1.04,0.28661,0.00443
1.045,0.28567,0.00386
1.05,0.28785,0.00408
1.055,0.28779,0.00438
1.06,0.28727,0.00439
1.065,0.28719,0.00464
1.07,0.28781,0.00408
1.075,0.28695,0.00408
1.08,0.28782,0.00391
1.085,0.28888,0.00382
1.09,0.2896,0.00358
1.095,0.29028,0.00365
1.1,0.29123,0.00338
1.105,0.29205,0.00341
1.11,0.29301,0.0032
1.115,0.29415,0.00371
1.12,0.29424,0.00348
1.125,0.29653,0.00365
1.13,0.29829,0.00349
1.135,0.29801,0.00374
