TJ_OL_0,
W,R
1.106875299,0.644725843
1.108189763,0.645911569
1.109505357,0.64696551
1.110822513,0.648019451
1.113458926,0.649336625
1.114340706,0.650258894
1.115224915,0.651708301
1.11610766,0.652498785
1.116991537,0.653421053
1.118758353,0.654343098
1.120971347,0.655660384
1.123188719,0.656977671
1.124966647,0.658295069
1.126747389,0.659612468
1.128975749,0.66079797
1.130763276,0.662247153
1.132999577,0.663432655
1.134345945,0.66488195
1.136589773,0.666199236
1.13838803,0.667253065
1.140190018,0.668570464
1.142444519,0.669624181
1.143801667,0.670941691
1.146515462,0.671995297
1.148783362,0.673312583
1.150601359,0.674498197
1.152875999,0.67542013
1.155612221,0.676737304
1.158355836,0.678318048
1.161105064,0.679635222
1.16431954,0.6808205
1.1666213,0.681742433
1.168928971,0.683059719
1.17308928,0.683981204
1.174945742,0.685166818
1.177268965,0.686220535
1.179596325,0.687142468
1.182861534,0.688195961
1.185668464,0.689381351
1.188012889,0.690435068
1.190830657,0.691225104
1.193655107,0.69201514
1.196958303,0.692805064
1.200272503,0.694122127
1.202646739,0.695439413
1.205023333,0.696097777
1.207404155,0.696624355
1.208837532,0.697678296
1.211705633,0.698731902
1.2141006,0.69952205
1.2165003,0.700312198
1.219866716,0.701102122
1.221795782,0.701892382
1.226143297,0.702550297
1.228083242,0.703604126
1.231967563,0.704393938
1.234889583,0.705183974
1.238794952,0.705842002
1.241734612,0.707027392
1.242717012,0.707686091
1.244683662,0.708871705
1.247635843,0.709661741
1.251089876,0.710847019
1.254057737,0.711768839
1.256536414,0.712558987
1.260015088,0.713744265
1.26250554,0.714534413
1.265001405,0.715456346
1.267002829,0.716510175
1.268504991,0.717036977
1.270009919,0.717827349
1.272521113,0.718881067
1.27453394,0.719803111
1.27554229,0.72046181
1.278568158,0.721383631
1.28059055,0.722305676
1.28312167,0.723095823
1.284643939,0.723886195
1.286677439,0.725203594
1.288714158,0.726520992
1.290753099,0.727574821
1.293815553,0.728628427
1.295863571,0.729945825
1.298939159,0.731263
1.301507555,0.732316717
1.303051637,0.733107089
1.305113262,0.734160918
1.306663142,0.735346644
1.309762836,0.736268464
1.312353653,0.737585751
1.315468377,0.738902925
1.315473482,0.740220772
1.318074572,0.741274489
1.32068183,0.742591775
1.322250198,0.743777501
1.32382043,0.744963227
1.325915944,0.746280626
1.328013744,0.747334455
1.330114347,0.748256499
1.331168735,0.749442337
1.332224476,0.750759959
1.334332257,0.751813789
1.335917355,0.753131299
1.3369779,0.754712491
1.338564582,0.755634647
1.340153668,0.756688588
1.341743077,0.757347176
1.343336979,0.758664686
1.34493173,0.759718627
1.347059093,0.760640672
1.348125344,0.761431156
1.350258807,0.762616769
1.351861251,0.763538926
1.352931828,0.764461194
1.35453902,0.765778705
1.356146017,0.766569077
1.357755975,0.767623018
1.359366788,0.76841339
1.360980041,0.769335546
1.362058897,0.770521384
1.364214939,0.771838783
1.366373864,0.773024396
1.367995964,0.774078338
1.369619989,0.775132279
1.37070463,0.776054547
1.373414928,0.777108264
1.373961043,0.77816243
1.376135925,0.779479828
1.377225192,0.780270312
1.37722733,0.78079745
1.378863919,0.782246745
1.380501382,0.783432471
1.382140253,0.784486412
1.384874237,0.785803699
1.385972034,0.786989537
1.3876174,0.788043478
1.389266336,0.789492773
1.390915612,0.790546714
1.393117333,0.791864112
1.394221123,0.792918166
1.395875739,0.793840322
1.398084769,0.795025936
1.398089652,0.796211998
1.400301642,0.797265827
1.402517131,0.798319656
1.403628914,0.799505494
1.404739942,0.800295978
1.405297967,0.801218358
1.406965184,0.80200873
1.408636018,0.803194456
1.409195591,0.804116836
1.409197231,0.80451219
1.410870716,0.805697916
1.413102927,0.806751745
1.414779952,0.807673902
1.415903104,0.809255093
1.418142727,0.810177138
1.419825733,0.811099294
1.421512943,0.812548589
1.421517356,0.813602867
1.423766412,0.814656696
1.424895039,0.815842533
1.426584398,0.816369336
1.428277976,0.817423277
1.429408515,0.818213761
1.431669501,0.819135806
1.433370785,0.820585101
1.435638595,0.82163893
1.43620778,0.822297741
1.438481195,0.82361514
1.439621486,0.824800977
1.44076324,0.8261186
1.441901983,0.82651373
1.443614307,0.827699455
1.445329224,0.829016966
1.44761764,0.830466149
1.448766298,0.831915556
1.44991643,0.833496748
1.451637707,0.834550689
1.453361028,0.83560463
1.455661595,0.836922028
1.455667244,0.838239875
1.455672328,0.839425936
1.456826247,0.840611774
1.457981646,0.841929397
1.458562519,0.843247131
1.460871887,0.844696314
1.463183208,0.845750143
1.465501029,0.847462896
1.468400478,0.848911967
1.47014541,0.850361262
1.473635208,0.851810221
1.47655075,0.853259292
1.478305367,0.854708587
1.479477802,0.856026209
1.481819135,0.857211823
1.483580013,0.858661118
1.486515808,0.860241974
1.490043886,0.861559149
1.492401941,0.862744762
1.492997107,0.864194281
1.494770108,0.865380007
1.495364477,0.866434172
1.49714029,0.867619898
1.498918792,0.868937409
1.501883192,0.87012291
1.501888437,0.871308972
1.503673164,0.872758267
1.506053372,0.874075666
1.507246643,0.875129719
1.509036566,0.876315445
1.511423504,0.877237489
1.513218974,0.878554999
1.515614293,0.879872398
1.518012225,0.880926227
1.519814342,0.881980168
1.521620371,0.883429463
1.523427363,0.884615189
1.52523591,0.88566913
1.526446749,0.887250322
1.527657363,0.888567944
1.531886031,0.889621438
1.53309977,0.890675491
1.534315066,0.891861329
1.534926351,0.893179063
1.537355434,0.894364677
1.539180515,0.895418618
1.541615732,0.896472447
1.543444673,0.897262819
1.545887836,0.898580217
1.547112669,0.899634271
1.550171779,0.900687988
1.552624386,0.901741817
1.555082081,0.903059215
1.557543665,0.904376614
1.560624006,0.905562116
1.56309497,0.907011299
1.565570454,0.908592267
1.568049857,0.910173234
1.569292249,0.911227287
1.571776328,0.912544686
1.574263116,0.913598515
1.576133236,0.914916025
1.579250342,0.916101527
1.581749569,0.917287141
1.584252137,0.91834097
1.586132892,0.919394911
1.588642395,0.920448741
1.591155868,0.92150257
1.594303303,0.922819856
1.596825732,0.923873686
1.60061562,0.92519086
1.603148036,0.926244689
1.606319193,0.927561976
1.609495997,0.928747478
1.612041213,0.929537738
1.613954331,0.930459894
1.615870347,0.931513835
1.619704178,0.93256744
1.622266795,0.93362127
1.624832207,0.93441153
1.628043729,0.935201678
1.63126413,0.936518964
1.633845038,0.937572793
1.637073103,0.938099372
1.639662565,0.939021416
1.643552845,0.940075022
1.645502084,0.940733609
1.649404939,0.941523645
1.652665029,0.942313793
1.655277869,0.942972268
1.658549568,0.943762416
1.661173,0.944684461
1.664456351,0.945474609
1.669063688,0.946528102
1.672363284,0.947450035
1.676329199,0.948108286
1.680968096,0.94889821
1.685621139,0.949951703
1.690287062,0.951005197
1.691624335,0.951663896
1.695635926,0.952322147
1.701670827,0.953243632
1.70637919,0.953901771
1.709751229,0.954560135
1.713805807,0.955218386
1.718548413,0.95600831
1.722624522,0.956798346
1.726710298,0.957588382
1.732171734,0.958378194
1.736963142,0.958772764
1.741081576,0.959299231
1.745898308,0.959825586
1.749347084,0.96022038
1.752801992,0.960483389
1.756957981,0.961009856
1.761818634,0.961536211
1.767389743,0.962062454
1.773679334,0.962852154
1.779286567,0.963114827
1.784911526,0.963377501
1.790554964,0.963771959
1.796216244,0.964166417
1.801895423,0.964560875
1.808305703,0.964955221
1.812591888,0.965218119
1.818322843,0.965612577
1.822633478,0.966007259
1.827674406,0.966270045
1.834175683,0.966532606
1.839973453,0.966663495
1.843608061,0.967058289
1.850166017,0.967320851
1.857479837,0.9675833
1.861882577,0.967846198
1.867029884,0.967713629
1.872189969,0.967317492
1.8773614,0.966394215
1.883290563,0.965602612
1.884772486,0.96481168
1.888488993,0.964020413
1.890721386,0.963361154
1.895197035,0.962569774
1.896687591,0.961647058
1.898926729,0.96046066
1.901169248,0.959406047
1.903415892,0.958615003
1.904913652,0.957824072
1.908671355,0.957296373
1.910926123,0.956373545
1.913182813,0.955318932
1.914686772,0.954264431
1.917703446,0.953077921
1.920727854,0.95241855
1.925273786,0.951495386
1.932883012,0.951494267
1.938993545,0.95175694
1.944357049,0.95215151
1.950503855,0.952414184
1.955902234,0.953335892
1.958224196,0.954389834
1.960545871,0.954916636
1.963646228,0.955706896
1.969857072,0.956496708
1.974529242,0.957286744
1.976870248,0.957813547
1.980778351,0.958735479
1.983127536,0.959394067
1.989401542,0.960447448
1.991761727,0.96123782
1.997272744,0.961895959
1.999643043,0.962818116
2.003596943,0.963871833
2.005972412,0.964398636
2.008351477,0.965057223
2.010734143,0.965847595
2.013913867,0.966637855
2.017099402,0.967559899
2.021885192,0.968613505
2.026680765,0.969403541
2.029085964,0.970325697
2.03630685,0.971115397
2.03711418,0.971774208
2.04033562,0.972564468
2.043562155,0.973354728
2.045986595,0.9741451
2.049222066,0.97493536
2.054082477,0.975725396
2.057331548,0.976647441
2.06058496,0.9774377
2.063027193,0.977832718
2.065473123,0.978359521
2.068738607,0.979017996
2.072826717,0.97967636
2.076922099,0.980202938
2.081847402,0.98086119
2.085140392,0.981783234
2.088440211,0.982968848
2.09339364,0.983758884
2.097533728,0.984944386
2.101679557,0.985734534
2.106664388,0.98652457
2.109994994,0.987183045
2.114163812,0.987709624
2.118340867,0.988236203
2.12336604,0.989158023
2.126723051,0.989816499
2.131768109,0.990738319
2.133455488,0.991528803
2.136830938,0.992582632
2.140209238,0.993241108
2.14528712,0.994294713
2.148675453,0.99442605
2.153765065,0.994161809
2.155458146,0.993107308
2.161414547,0.992579385
2.163968728,0.991788342
2.169090357,0.990865177
2.17079717,0.990074246
2.174219888,0.98928309
2.175933271,0.988887512
2.179364088,0.988096356
2.182800314,0.987305201
2.184517915,0.986514269
2.189690728,0.985986459
2.19055037,0.985327424
2.194003383,0.984404483
2.199198657,0.983876673
2.202664447,0.982821948
2.207009505,0.98229425
2.212235577,0.981766439
2.216600375,0.981370526
2.220973785,0.980974612
2.226232924,0.980446802
2.22974651,0.980182784
2.236790326,0.97965475
2.242086047,0.978995155
2.248285326,0.978994371
2.256278394,0.97859801
2.261622887,0.978333769
2.268770923,0.978332873
2.27953536,0.978331529
2.285838184,0.978330746
2.29396743,0.978329738
2.303033837,0.978328618
2.312137872,0.978591068
2.317618278,0.978853965
2.324945096,0.979116639
2.331378001,0.979774778
2.334141182,0.980169796
2.339676465,0.980828048
2.345223055,0.98122273
2.349856624,0.981749308
2.355427348,0.982143991
2.361942761,0.982538561
2.366609364,0.983065139
2.373155708,0.98345971
2.378783512,0.984117961
2.385360754,0.984117177
2.396678364,0.984115834
2.40519993,0.983851257
2.408044065,0.983323782
2.413748985,0.983191326
2.423285981,0.982794852
2.428067188,0.982398938
2.434778808,0.982134585
2.43862248,0.982002353
2.447291282,0.981474207
2.452117949,0.980814724
2.455019469,0.980550819
2.46082995,0.979627654
2.466658968,0.979363413
2.473475343,0.978835491
2.477375298,0.978044335
2.484224178,0.977911767
2.493057987,0.977778975
2.502909314,0.977514286
2.51378996,0.9771177
2.523725168,0.97711658
2.530702186,0.976984012
2.539700284,0.976719435
