KC-OL-Im_11,
W,R
0.50012,0.24537
0.50031,0.24123
0.5005,0.23986
0.5007,0.24335
0.50089,0.25528
0.50108,0.2553
0.50128,0.24473
0.50147,0.23888
0.50166,0.24338
0.50186,0.25175
0.50205,0.25793
0.50225,0.258
0.50244,0.24908
0.50264,0.24612
0.50283,0.25314
0.50303,0.25752
0.50322,0.25447
0.50342,0.24373
0.50361,0.23524
0.50381,0.23746
0.50401,0.24411
0.5042,0.24797
0.5044,0.24622
0.50459,0.24471
0.50479,0.25054
0.50499,0.25272
0.50518,0.24889
0.50538,0.2518
0.50558,0.25624
0.50577,0.25562
0.50597,0.25146
0.50617,0.24461
0.50637,0.24127
0.50657,0.24821
0.50676,0.25479
0.50696,0.24703
0.50716,0.23614
0.50736,0.23416
0.50756,0.24238
0.50776,0.25019
0.50795,0.24962
0.50815,0.25729
0.50835,0.26473
0.50855,0.25984
0.50875,0.25494
0.50895,0.24857
0.50915,0.24495
0.50935,0.24381
0.50955,0.24104
0.50975,0.24459
0.50995,0.24776
0.51015,0.25162
0.51035,0.26486
0.51056,0.27187
0.51076,0.26119
0.51096,0.24858
0.51116,0.2454
0.51136,0.25233
0.51156,0.26201
0.51177,0.25987
0.51197,0.25143
0.51217,0.24774
0.51237,0.24742
0.51257,0.24739
0.51278,0.25011
0.51298,0.25554
0.51318,0.25616
0.51339,0.25831
0.51359,0.26455
0.51379,0.27125
0.514,0.2696
0.5142,0.25943
0.51441,0.26269
0.51461,0.26929
0.51481,0.26263
0.51502,0.25646
0.51522,0.25939
0.51543,0.26314
0.51563,0.26241
0.51584,0.26122
0.51604,0.25645
0.51625,0.25742
0.51645,0.26226
0.51666,0.26082
0.51687,0.26683
0.51707,0.27462
0.51728,0.27451
0.51749,0.26995
0.51769,0.2666
0.5179,0.26926
0.51811,0.2756
0.51831,0.27906
0.51852,0.2676
0.51873,0.25093
0.51894,0.24809
0.51914,0.2557
0.51935,0.26606
0.51956,0.26966
0.51977,0.26713
0.51998,0.26917
0.52018,0.27151
0.52039,0.26915
0.5206,0.27068
0.52081,0.27537
0.52102,0.27463
0.52123,0.26727
0.52144,0.26191
0.52165,0.27085
0.52186,0.28066
0.52207,0.27733
0.52228,0.2733
0.52249,0.27231
0.5227,0.27367
0.52291,0.27822
0.52312,0.27657
0.52333,0.27112
0.52355,0.26971
0.52376,0.26686
0.52397,0.26491
0.52418,0.26631
0.52439,0.2645
0.52461,0.26366
0.52482,0.26751
0.52503,0.27426
0.52524,0.28084
0.52546,0.28462
0.52567,0.28416
0.52588,0.27892
0.5261,0.27564
0.52631,0.27778
0.52652,0.28206
0.52674,0.28067
0.52695,0.27406
0.52717,0.27278
0.52738,0.27557
0.5276,0.27593
0.52781,0.27493
0.52802,0.27876
0.52824,0.28097
0.52846,0.27675
0.52867,0.27716
0.52889,0.27739
0.5291,0.27325
0.52932,0.27332
0.52953,0.27489
0.52975,0.27765
0.52997,0.28249
0.53018,0.28221
0.5304,0.27745
0.53062,0.27387
0.53084,0.27082
0.53105,0.26887
0.53127,0.26984
0.53149,0.27321
0.53171,0.27863
0.53192,0.28191
0.53214,0.28171
0.53236,0.28241
0.53258,0.28199
0.5328,0.27824
0.53302,0.27813
0.53324,0.28392
0.53346,0.28638
0.53368,0.28317
0.5339,0.28215
0.53412,0.28255
0.53434,0.27974
0.53456,0.27902
0.53478,0.28092
0.535,0.28032
0.53522,0.28036
0.53544,0.2824
0.53566,0.28187
0.53588,0.27916
0.5361,0.27854
0.53633,0.27923
0.53655,0.27984
0.53677,0.28161
0.53699,0.28072
0.53722,0.27981
0.53744,0.2835
0.53766,0.28472
0.53788,0.28446
0.53811,0.28642
0.53833,0.2831
0.53855,0.27699
0.53878,0.27941
0.539,0.28693
0.53923,0.28974
0.53945,0.29018
0.53968,0.29198
0.5399,0.29159
0.54013,0.28739
0.54035,0.28189
0.54058,0.28009
0.5408,0.28504
0.54103,0.28871
0.54125,0.28421
0.54148,0.28025
0.54171,0.28104
0.54193,0.28189
0.54216,0.28511
0.54239,0.2884
0.54261,0.28803
0.54284,0.29012
0.54307,0.292
0.54329,0.29043
0.54352,0.29118
0.54375,0.29235
0.54398,0.29055
0.54421,0.29015
0.54444,0.29283
0.54466,0.29615
0.54489,0.29832
0.54512,0.29685
0.54535,0.29498
0.54558,0.2925
0.54581,0.2879
0.54604,0.28946
0.54627,0.29235
0.5465,0.28979
0.54673,0.28722
0.54696,0.28809
0.54719,0.29205
0.54742,0.29133
0.54766,0.29142
0.54789,0.29683
0.54812,0.29359
0.54835,0.28937
0.54858,0.29296
0.54881,0.29333
0.54905,0.29111
0.54928,0.29311
0.54951,0.29603
0.54975,0.29699
0.54998,0.29964
0.55021,0.301
0.55045,0.29806
0.55068,0.29578
0.55091,0.29681
0.55115,0.29907
0.55138,0.29891
0.55162,0.29761
0.55185,0.29697
0.55209,0.29776
0.55232,0.29953
0.55256,0.29732
0.55279,0.296
0.55303,0.29906
0.55327,0.29895
0.5535,0.29675
0.55374,0.29864
0.55397,0.30123
0.55421,0.29875
0.55445,0.29482
0.55469,0.2952
0.55492,0.29903
0.55516,0.30198
0.5554,0.30231
0.55564,0.30095
0.55588,0.29933
0.55611,0.29917
0.55635,0.30012
0.55659,0.30121
0.55683,0.30141
0.55707,0.3025
0.55731,0.30347
0.55755,0.29988
0.55779,0.29672
0.55803,0.29754
0.55827,0.29962
0.55851,0.30177
0.55875,0.30253
0.55899,0.30084
0.55923,0.30059
0.55947,0.30358
0.55972,0.30425
0.55996,0.30364
0.5602,0.30392
0.56044,0.30482
0.56068,0.30458
0.56093,0.30188
0.56117,0.30313
0.56141,0.30492
0.56166,0.30248
0.5619,0.30118
0.56214,0.30283
0.56239,0.30292
0.56263,0.30048
0.56287,0.30223
0.56312,0.30599
0.56336,0.30728
0.56361,0.30623
0.56385,0.30422
0.5641,0.30402
0.56435,0.30356
0.56459,0.30356
0.56484,0.30595
0.56508,0.30806
0.56533,0.30712
0.56558,0.3069
0.56582,0.30804
0.56607,0.30798
0.56632,0.30863
0.56657,0.30569
0.56681,0.30266
0.56706,0.30572
0.56731,0.30846
0.56756,0.30846
0.56781,0.30867
0.56805,0.30859
0.5683,0.30685
0.56855,0.30732
0.5688,0.30951
0.56905,0.31053
0.5693,0.31185
0.56955,0.31402
0.5698,0.31465
0.57005,0.31207
0.5703,0.31027
0.57056,0.30998
0.57081,0.31174
0.57106,0.31338
0.57131,0.31351
0.57156,0.31531
0.57181,0.31519
0.57207,0.31491
0.57232,0.31356
0.57257,0.30986
0.57282,0.30979
0.57308,0.31167
0.57333,0.31321
0.57358,0.31389
0.57384,0.31273
0.57409,0.31111
0.57435,0.31133
0.5746,0.31192
0.57486,0.31214
0.57511,0.31286
0.57537,0.31139
0.57562,0.31148
0.57588,0.31484
0.57613,0.31583
0.57639,0.31527
0.57665,0.31766
0.5769,0.31867
0.57716,0.31525
0.57742,0.31327
0.57767,0.31445
0.57793,0.31656
0.57819,0.317
0.57845,0.31712
0.57871,0.31699
0.57896,0.31614
0.57922,0.31855
0.57948,0.32028
0.57974,0.31889
0.58,0.3175
0.58026,0.31807
0.58052,0.31873
0.58078,0.31781
0.58104,0.31836
0.5813,0.31888
0.58156,0.31939
