OC-AK-Ko4,
1.705821708,0.122117532
1.714933444,0.122117532
1.721441827,0.122117532
1.726648533,0.122117532
1.731855239,0.122117532
1.735758089,0.121943049
1.743568148,0.121943049
1.747470997,0.121768565
1.752675523,0.121594082
1.759177365,0.121070631
1.765685748,0.121070631
1.770894634,0.121245115
1.774806205,0.121768565
1.781314588,0.121768565
1.789115926,0.121070631
1.794316091,0.12054718
1.799518436,0.120198213
1.804718602,0.119674763
1.809918767,0.119151312
1.812517759,0.118802345
1.815116751,0.118453378
1.82292463,0.118278895
1.829433013,0.118278895
1.833331502,0.117755444
1.834622277,0.116883026
1.837219089,0.116359576
1.842421434,0.116010609
1.848927637,0.115836125
1.855436019,0.115836125
1.860647086,0.116185092
1.861953124,0.116534059
1.867155469,0.116185092
1.872353454,0.115487158
1.878850935,0.11461474
1.887969212,0.115138191
1.894477595,0.115138191
1.898378264,0.114789224
1.903589331,0.115138191
1.908800398,0.115487158
1.915310961,0.115661642
1.91921599,0.115661642
1.929625042,0.115312675
1.92311884,0.115487158
1.933530072,0.115312675
1.937435102,0.115312675
1.941346672,0.115836125
1.9465621,0.116534059
1.95046931,0.116708543
1.956977693,0.116708543
1.960891444,0.117406477
1.968708044,0.117929927
1.976518104,0.117929927
1.983026487,0.117929927
1.988239734,0.118453378
1.994754658,0.118976829
1.99735365,0.118627862
2.005163709,0.118627862
2.011672092,0.118627862
2.014275445,0.118627862
2.018182655,0.118802345
2.024691038,0.118802345
2.025992715,0.118802345
2.032505458,0.119151312
2.041615014,0.118976829
2.050731111,0.119325796
2.05854117,0.119325796
2.065051733,0.119500279
2.072861792,0.119500279
2.079372356,0.119674763
2.083277385,0.119674763
2.089783588,0.119500279
2.094996835,0.12002373
2.102806894,0.12002373
2.108013601,0.12002373
2.113220307,0.12002373
2.11972869,0.12002373
2.124935396,0.12002373
2.130142102,0.12002373
2.137952161,0.12002373
2.141861552,0.120372697
2.145766582,0.120372697
2.153578821,0.12054718
2.158783347,0.120372697
2.166589046,0.12002373
2.173097429,0.12002373
2.182209164,0.12002373
2.186112014,0.119849246
2.191325261,0.120372697
2.196531967,0.120372697
2.203042531,0.12054718
2.209548733,0.120372697
2.2147598,0.120721664
2.221268183,0.120721664
2.229084783,0.121245115
2.235595346,0.121419598
2.239506917,0.121943049
2.249929051,0.122640983
2.256426532,0.121768565
2.262932734,0.121594082
2.270751515,0.122292016
2.277264259,0.122640983
2.279869792,0.122815466
2.290283205,0.122815466
2.294188234,0.122815466
2.305907684,0.123164433
2.312418247,0.123338917
2.3150216,0.123338917
2.325435013,0.123338917
2.33455111,0.123687884
2.343665026,0.123862367
2.348873912,0.124036851
2.355391017,0.124734785
2.361910301,0.125607203
2.369726902,0.126130653
2.374933608,0.126130653
2.380144675,0.12647962
2.386650877,0.126305137
2.39706429,0.126305137
2.411378371,0.12595617
2.403570492,0.126130653
2.412682228,0.126130653
2.419188431,0.12595617
2.425692453,0.125607203
2.430899159,0.125607203
2.440010895,0.125607203
2.447820954,0.125607203
2.455631014,0.125607203
2.463441073,0.125607203
2.469949456,0.125607203
2.476457839,0.125607203
2.481662364,0.125432719
2.488172928,0.125607203
2.497284663,0.125607203
2.492080138,0.125781686
