OC-AK-Ko1,
W,R
0.249849599,0.066282803
0.25376335,0.066980737
0.262879446,0.067329704
0.268088333,0.067504188
0.275900573,0.067678671
0.282402414,0.067155221
0.286300903,0.06663177
0.292800564,0.065933836
0.304511293,0.065584869
0.311013134,0.065061418
0.317521517,0.065061418
0.325333757,0.065235902
0.334452034,0.065759352
0.340966958,0.066282803
0.348785739,0.066980737
0.354003347,0.067853155
0.36051609,0.068202122
0.368332691,0.068725572
0.370944765,0.069423506
0.376166734,0.070644891
0.378778808,0.071342825
0.383996417,0.072215243
0.386612852,0.073262144
0.389233648,0.074658012
0.390544046,0.075355946
0.397065511,0.076402848
0.404893013,0.077798716
0.410117162,0.079194584
0.412731417,0.080067002
0.415345672,0.080939419
0.41665607,0.081637353
0.417966468,0.082335288
0.42579179,0.083556672
0.427110909,0.08495254
0.428423488,0.085824958
0.432337239,0.086522892
0.438854343,0.087220826
0.438867425,0.088267728
0.442783357,0.089140145
0.448000965,0.090012563
0.449313543,0.09088498
0.450623941,0.091582915
0.45194088,0.092804299
0.455852451,0.09332775
0.459766202,0.094025684
0.46107442,0.094549135
0.464988171,0.095247069
0.471509636,0.09629397
0.476722883,0.09681742
0.476731605,0.097515355
0.480647536,0.098387772
0.480656258,0.099085706
0.487173362,0.09978364
0.491087113,0.100481575
0.492397511,0.101179509
0.49371445,0.102400893
0.497632562,0.103447795
0.500248997,0.104494696
0.502863252,0.105367113
0.504175831,0.106239531
0.506787905,0.106937465
0.512009874,0.10815885
0.514621949,0.108856784
0.51462849,0.109380235
0.517251466,0.110950586
0.521165217,0.11164852
0.525083329,0.112695422
0.517242745,0.110252652
0.52508987,0.113218872
0.527706305,0.114265773
0.527715027,0.114963707
0.529023245,0.115487158
0.530333643,0.116185092
0.532950078,0.117231993
0.536863829,0.117929927
0.539475904,0.118627862
0.540790662,0.119674763
0.54209888,0.120198213
0.543411458,0.121070631
0.546025713,0.121943049
0.548633427,0.122292016
0.551245502,0.12298995
0.555157072,0.1235134
0.555170155,0.124560302
0.556480553,0.125258236
0.559090447,0.125781686
0.561702521,0.12647962
0.563010739,0.127003071
0.564321137,0.127701005
0.568237069,0.128573423
0.570851324,0.12944584
0.573463398,0.130143774
0.574775976,0.131016192
0.577390231,0.13188861
0.582607839,0.132761027
0.585219914,0.133458962
0.587831989,0.134156896
0.591743559,0.134680346
0.595661671,0.135727247
0.598273746,0.136425182
0.602187497,0.137123116
0.606101248,0.13782105
0.611316676,0.138518984
0.616538644,0.139740369
0.621751892,0.140263819
0.62697168,0.14131072
0.632193649,0.142532105
0.637411257,0.143404523
0.642626685,0.144102457
0.646542616,0.144974874
0.649156871,0.145847292
0.654367938,0.146196259
0.660882862,0.14671971
0.671307176,0.147592127
0.675220927,0.148290061
0.677828641,0.148639029
0.683044069,0.149336963
0.685656144,0.150034897
0.688263857,0.150383864
0.696078277,0.150732831
0.698690352,0.151430765
0.702604103,0.152128699
0.707819531,0.152826633
0.714332274,0.1531756
0.724745687,0.1531756
0.732555746,0.1531756
0.739064129,0.1531756
0.746865467,0.152477666
0.752063452,0.151779732
0.758576195,0.152128699
0.762472503,0.151430765
0.766370992,0.150907314
0.772870653,0.15020938
0.775460924,0.149162479
0.778057736,0.148639029
0.783260082,0.148290061
0.78715421,0.147417644
0.792350014,0.146545226
0.794944646,0.145847292
0.797539277,0.145149358
0.800133909,0.144451424
0.804025857,0.143404523
0.807926526,0.143055556
0.811818473,0.142008654
0.814415285,0.141485204
0.81570606,0.140612786
0.818300692,0.139914852
0.820895323,0.139216918
0.823489955,0.138518984
0.823481233,0.13782105
0.826075865,0.137123116
0.82736882,0.136425182
0.831260768,0.13537828
0.836463113,0.135029313
0.840359421,0.134331379
0.844253549,0.133458962
0.846846001,0.132586544
0.846832918,0.131539643
0.850729227,0.130841709
0.852020001,0.129969291
0.852004739,0.128747906
0.851991657,0.127701005
0.854586288,0.127003071
0.857176559,0.12595617
0.859771191,0.125258236
0.862363642,0.124385818
0.867561627,0.123687884
0.872759612,0.12298995
0.877955416,0.122117532
0.884457258,0.121594082
0.885745852,0.12054718
0.890946018,0.12002373
0.897445679,0.119325796
0.90394534,0.118627862
0.910447182,0.118104411
0.916949024,0.11758096
0.923457406,0.11758096
0.932566962,0.117406477
0.93646109,0.116534059
0.939055722,0.115836125
0.94295203,0.115138191
0.950762089,0.115138191
0.955977517,0.115836125
0.958589591,0.116534059
0.96380938,0.11758096
0.969024807,0.118278895
0.972942919,0.119325796
0.979464384,0.120372697
0.985981489,0.121070631
0.988597924,0.122117532
0.997718381,0.122815466
1.001632132,0.1235134
1.008149237,0.124211335
1.013362484,0.124734785
1.019881769,0.125607203
1.025092835,0.12595617
1.030308263,0.126654104
1.036823187,0.127177554
1.042036434,0.127701005
1.048549178,0.128049972
1.056367959,0.128747906
1.062885063,0.12944584
1.06809613,0.129794807
1.073311558,0.130492742
1.078522625,0.130841709
1.085035368,0.131190676
1.091554653,0.132063093
1.09677008,0.132761027
1.101987688,0.133633445
1.107205297,0.134505863
1.113722401,0.135203797
1.118935648,0.135727247
1.122847219,0.136250698
1.128056105,0.136425182
1.133271533,0.137123116
1.138486961,0.13782105
1.143698028,0.138170017
1.152820666,0.139042434
1.158031732,0.139391402
1.16715437,0.140263819
1.17496879,0.140612786
1.18278321,0.140961753
1.189295954,0.14131072
1.195810878,0.141834171
1.201019764,0.142008654
1.206235192,0.142706589
1.211444079,0.142881072
1.219258499,0.143230039
1.224465205,0.143230039
1.233581302,0.143579006
1.242699579,0.144102457
1.249212322,0.144451424
1.255725066,0.144800391
1.264838982,0.144974874
1.271351725,0.145323841
1.276560612,0.145498325
1.284381573,0.146370743
1.28959264,0.14671971
1.296103203,0.146894193
1.302620308,0.147592127
1.307831375,0.147941094
1.316947471,0.148290061
1.326065748,0.148813512
1.329972958,0.148987996
1.336485702,0.149336963
1.340397273,0.149860413
1.346907836,0.150034897
1.354722256,0.150383864
1.361232819,0.150558347
1.365142209,0.150907314
1.369049419,0.151081798
1.375562163,0.151430765
1.382070546,0.151430765
1.387283793,0.151954216
1.395100393,0.152477666
1.40031146,0.152826633
1.405522527,0.1531756
1.410735775,0.153699051
1.417248518,0.154048018
1.423763442,0.154571469
1.431577862,0.154920436
1.440689598,0.154920436
1.447202342,0.155269403
1.453717266,0.155792853
1.460227829,0.155967337
1.466738392,0.15614182
1.473246775,0.15614182
1.478455661,0.156316304
1.483662368,0.156316304
1.491472427,0.156316304
1.49798517,0.156665271
1.50579523,0.156665271
1.510997575,0.156316304
1.520107131,0.15614182
1.529221047,0.156316304
1.53572943,0.156316304
1.539630099,0.155967337
1.546131941,0.155443886
1.552638143,0.155269403
1.561749879,0.155269403
1.568253901,0.154920436
1.57215457,0.154571469
1.579960269,0.154222501
1.586464291,0.153873534
1.590362779,0.153350084
1.596864621,0.152826633
1.603364282,0.152128699
1.609868304,0.151779732
1.616367966,0.151081798
1.621572492,0.150907314
1.626774837,0.150558347
1.631975002,0.150034897
1.637177348,0.14968593
1.642375333,0.148987996
1.646273821,0.148464545
1.651473986,0.147941094
1.655370294,0.14724316
1.660568279,0.146545226
1.663167272,0.146196259
1.668363076,0.145323841
1.672257204,0.144451424
1.676153512,0.14375349
1.681351497,0.143055556
1.686551662,0.142532105
1.69435518,0.142008654
1.696947632,0.141136237
1.702147797,0.140612786
1.704746789,0.140263819
1.711255172,0.140263819
1.716457518,0.139914852
1.720356006,0.139391402
1.725560532,0.139216918
1.733368411,0.139042434
1.734661366,0.1383445
1.741169749,0.1383445
1.746365553,0.137472083
1.75157226,0.137472083
1.759382319,0.137472083
1.764582484,0.136948632
1.767179296,0.136425182
1.772390363,0.136774149
1.777607971,0.137646566
1.782808136,0.137123116
1.786708805,0.136774149
1.790605113,0.136076214
1.795805279,0.135552764
1.799703767,0.135029313
1.804906113,0.134680346
1.810104097,0.133982412
1.816605939,0.133458962
1.821801744,0.132586544
1.827004089,0.132237577
1.834814148,0.132237577
1.842619847,0.13188861
1.84912605,0.131714126
1.854321854,0.130841709
1.86343359,0.130841709
1.86733862,0.130841709
1.876445995,0.130492742
1.884251693,0.130143774
1.889454039,0.129794807
1.895960241,0.129620324
1.902466444,0.12944584
1.908983548,0.130143774
1.914196795,0.130667225
1.918099645,0.130492742
1.924610208,0.130667225
1.928517418,0.130841709
1.931129492,0.131539643
1.937642236,0.13188861
1.944154979,0.132237577
1.954568392,0.132237577
1.959775098,0.132237577
1.967582977,0.132063093
1.971488007,0.132063093
1.979298066,0.132063093
1.985806449,0.132063093
1.993618689,0.132237577
1.998825395,0.132237577
2.004029921,0.132063093
2.013139476,0.13188861
2.020949536,0.13188861
2.031362948,0.13188861
2.037875692,0.132237577
2.045687931,0.13241206
2.050896818,0.132586544
2.058711238,0.132935511
2.063920125,0.133109994
2.069131192,0.133458962
2.074337898,0.133458962
2.079546785,0.133633445
2.087356844,0.133633445
2.091270595,0.134331379
2.096481662,0.134680346
2.105593398,0.134680346
2.112106141,0.135029313
2.11991402,0.13485483
2.12772408,0.13485483
2.13554068,0.13537828
2.140747386,0.13537828
2.14335074,0.13537828
2.15116516,0.135727247
2.161576392,0.135552764
2.171991985,0.135727247
2.17070339,0.136774149
2.177203052,0.136076214
2.185017472,0.136425182
2.190224178,0.136425182
2.199335914,0.136425182
2.200652853,0.137646566
2.20844983,0.136599665
2.216268611,0.137297599
2.221477498,0.137472083
2.225382527,0.137472083
2.233192587,0.137472083
2.238399293,0.137472083
2.248812705,0.137472083
2.255325449,0.13782105
2.261836012,0.137995533
2.273551101,0.137995533
2.280055123,0.137646566
2.287863002,0.137472083
2.294382287,0.1383445
2.295688324,0.138693467
2.306112638,0.139565885
2.31651951,0.139042434
2.323032253,0.139391402
2.32824332,0.139740369
2.334753883,0.139914852
2.338658913,0.139914852
2.352970814,0.139391402
2.349072325,0.139914852
2.364698985,0.140438303
2.358184061,0.139914852
2.369914413,0.141136237
2.379026149,0.141136237
2.385534532,0.141136237
2.393346771,0.14131072
2.399850793,0.140961753
2.408962529,0.140961753
2.419382483,0.141485204
2.427188182,0.141136237
2.435000421,0.14131072
2.445418194,0.141659687
2.453232615,0.142008654
2.463650388,0.142357621
2.474068161,0.142706589
2.479279228,0.143055556
2.481884761,0.143230039
2.492300354,0.143404523
