AF_OL_001_0,
W,R
0.2608,0.060594259
0.2646,0.060740743
0.2676,0.060866131
0.2696,0.061011234
0.2713,0.061135637
0.2726,0.061300653
0.2743,0.061548078
0.2758,0.061774802
0.2773,0.061960519
0.2780,0.062186651
0.2790,0.062371974
0.2805,0.062598698
0.2817,0.062784217
0.2827,0.063072058
0.2836,0.063298388
0.2846,0.063524718
0.2856,0.063730544
0.2866,0.063977378
0.2876,0.064203708
0.2890,0.064676477
0.2903,0.0648825
0.2915,0.065396079
0.2919,0.065622015
0.2934,0.066094784
0.2943,0.066485144
0.2951,0.06673178
0.2958,0.066998921
0.2972,0.06747169
0.2980,0.067697822
0.2992,0.068170394
0.2997,0.068375826
0.3001,0.068601762
0.3011,0.068828091
0.3018,0.069279765
0.3023,0.069526205
0.3025,0.069772447
0.3030,0.069977879
0.3035,0.070244822
0.3041,0.071291104
0.3043,0.071578354
0.3048,0.072070838
0.3055,0.072584023
0.3062,0.07283066
0.3067,0.073015588
0.3071,0.07354908
0.3071,0.073262027
0.3078,0.073836724
0.3080,0.074082966
0.3082,0.074657268
0.3083,0.074370215
0.3085,0.074862502
0.3089,0.075088438
0.3099,0.075355775
0.3106,0.075581908
0.3113,0.076136101
0.3114,0.075869552
0.3128,0.076424336
0.3135,0.076629965
0.3143,0.076835594
0.3152,0.077123435
0.3160,0.077370071
0.3167,0.0775757
0.3172,0.07782214
0.3174,0.078068382
0.3181,0.078356026
0.3186,0.078643472
0.3191,0.078869408
0.3195,0.079136351
0.3200,0.079669843
0.3200,0.079403294
0.3204,0.080244342
0.3204,0.07995729
0.3209,0.080490781
0.3218,0.08081963
0.3223,0.081107077
0.3228,0.081681576
0.3228,0.081394524
0.3237,0.081989921
0.3244,0.082298069
0.3259,0.082586304
0.3266,0.083202008
0.3266,0.082955963
0.3271,0.083448447
0.3275,0.083735894
0.3280,0.083982333
0.3290,0.084229167
0.3292,0.084516416
0.3297,0.084885878
0.3304,0.085112011
0.3309,0.085399458
0.3313,0.085748416
0.3326,0.08601595
0.3328,0.086241689
0.3335,0.086488325
0.3347,0.086714852
0.3352,0.086940787
0.3357,0.087207731
0.3367,0.087495572
0.3369,0.087762317
0.3373,0.088090772
0.3388,0.088379007
0.3400,0.08874906
0.3407,0.089118719
0.3415,0.089488378
