MY_OL_15,
0.909414783,0.593561092
0.91177251,0.593079334
0.913909446,0.591048698
0.915664976,0.589853142
0.918805573,0.589012171
0.921150535,0.587696175
0.923690759,0.586260582
0.925641551,0.584945428
0.927794899,0.583987384
0.92974022,0.582314699
0.931692836,0.581118722
0.934035975,0.57968355
0.936180205,0.578129621
0.938127349,0.576576114
0.940660279,0.574663813
0.944370249,0.572391457
0.946127603,0.571315077
0.947689695,0.570358296
0.949428813,0.568090147
0.950594912,0.567015031
0.953323103,0.564983132
0.95507681,0.563668399
0.957016661,0.561638184
0.957781295,0.560087201
0.960124433,0.558652029
0.96226684,0.556978923
0.963423821,0.555307922
0.964974972,0.553636079
0.966527946,0.552083413
0.968869262,0.550529064
0.970628439,0.549571861
0.972376675,0.547899598
0.974128559,0.546465688
0.976280083,0.545388467
0.978030143,0.54383538
0.980968184,0.542637299
0.983119708,0.541560078
0.984875238,0.540364521
0.98603769,0.539051051
0.987789573,0.537617141
0.98914911,0.536303249
0.991098078,0.534868919
0.99304887,0.533553765
0.995189453,0.531761482
0.996944984,0.530565926
0.999472443,0.528296095
1.001222502,0.526743008
1.004337569,0.52423356
1.007255551,0.521724533
1.009596866,0.520170184
1.011352397,0.518974628
1.014872576,0.5171794
1.017405505,0.515267099
1.019164683,0.514309897
1.021110004,0.512637212
1.023458613,0.51155957
1.025796281,0.509766867
1.027747073,0.508451713
1.030675997,0.506657748
1.032435174,0.505700545
1.035371392,0.504383287
1.038696309,0.502707657
1.041242003,0.501629594
1.044180045,0.500431513
1.04751955,0.499709298
1.050269624,0.499107522
1.052426619,0.498387832
1.055965033,0.497784373
1.058724225,0.497778481
1.062465195,0.497532132
1.065815642,0.497524978
1.070543862,0.497395701
1.074096864,0.497745657
1.076868821,0.498574004
1.081217459,0.499398984
1.084195618,0.500822794
1.088352641,0.502005725
1.090535166,0.502954511
1.09409911,0.504019529
1.095892936,0.505326687
1.098668539,0.506393387
1.101838313,0.507459246
1.103442348,0.509243533
1.106221599,0.510548587
1.10939502,0.511852799
1.111391401,0.513517067
1.114568469,0.515059634
1.117358661,0.517079749
1.120137912,0.518384803
1.122727372,0.520166986
1.126305905,0.522185418
1.128501195,0.523968442
1.131285916,0.525631027
1.133678291,0.52741363
1.136470307,0.529552923
1.13866195,0.531097593
1.141840841,0.532759336
1.143638314,0.534304848
1.147204082,0.535489042
1.150386621,0.537389139
1.153361133,0.538574596
1.157333836,0.540592186
1.162291965,0.542607673
1.164282875,0.54391441
1.166268315,0.544863617
1.169441736,0.54616783
1.172823183,0.548186683
1.177390789,0.550441364
1.180974792,0.552817327
1.185737659,0.554952411
1.189502336,0.556255361
1.193268836,0.557677488
1.19743133,0.559217951
1.200803659,0.560640919
1.205557409,0.562180119
1.208729006,0.563365154
1.212690768,0.564667684
1.216652529,0.565970213
1.221408102,0.56762859
1.225172779,0.56893154
1.227946559,0.569879063
1.233090831,0.571179067
1.235275179,0.57224703
1.23983002,0.573667474
1.242414009,0.575092126
1.247160464,0.576154618
1.249540074,0.577102983
1.252512763,0.578169263
1.254498203,0.57911847
1.258655226,0.580301401
1.263005687,0.581245558
1.266969272,0.582667264
1.268367104,0.583856087
1.270757655,0.585519514
1.273536906,0.586824568
1.277305229,0.588365872
1.279496872,0.589910542
1.281881953,0.591216438
1.284852818,0.592163541
1.288232442,0.594063217
1.291208778,0.59536785
1.294577461,0.596552465
1.298152346,0.598332543
1.301130506,0.599756354
1.304501012,0.601060145
1.307685375,0.603079419
1.311455522,0.6047399
1.31523661,0.607115442
1.317426429,0.608540935
1.320411883,0.610441453
1.32279514,0.611628172
1.32537913,0.613052824
1.327172955,0.614359982
1.329952206,0.615665037
1.333926732,0.617801804
1.335726028,0.619466493
1.338311841,0.621010322
1.340105666,0.62231748
1.343085649,0.623860467
1.345868547,0.625403875
1.348647798,0.626708929
1.352219037,0.628250654
1.353813953,0.629439056
1.356211799,0.63157919
1.359387044,0.633002579
1.361775771,0.634546829
1.363772152,0.636211097
1.366162704,0.637874524
1.368151791,0.639062084
1.370741251,0.640844267
1.372339814,0.642271023
1.373558796,0.644652035
1.376146433,0.646315041
1.378544278,0.648455175
1.381726817,0.650355272
1.384513362,0.652137034
1.38611375,0.653682967
1.387522523,0.655586851
1.390504329,0.657249015
1.392891233,0.658674088
1.395876687,0.660574605
1.397473427,0.661882184
1.40026362,0.6639023
1.403051988,0.665803238
1.405457128,0.66842008
1.408639667,0.670320177
1.410245525,0.67222364
1.4126379,0.674006244
1.415639766,0.676979353
1.417444532,0.679001573
1.419838731,0.680903353
1.421440942,0.682568463
1.423054094,0.684948634
1.425444645,0.686612061
1.427847962,0.689109725
1.429639963,0.690297707
1.432435626,0.692675353
1.435817074,0.694694206
1.438603619,0.696475967
1.44119855,0.698615681
1.444189474,0.700873729
1.445600071,0.70289679
1.447793537,0.704560637
1.45177171,0.706935759
1.453771739,0.70883838
1.455176864,0.710503911
1.457375801,0.712525289
1.459773647,0.714665423
1.462158727,0.715971319
1.463770056,0.718232313
1.465771908,0.720254112
1.468969035,0.723107624
1.471370528,0.725486111
1.472972739,0.727151221
1.474582244,0.729293038
1.476182631,0.730838971
1.477392495,0.7326241
1.478790327,0.733812923
1.480792179,0.735834721
1.482589651,0.737380233
1.485177288,0.739043239
1.486781322,0.740827526
1.488580618,0.742492215
1.490578823,0.74427566
1.492381766,0.746178702
1.494575232,0.74784255
1.497761418,0.749981
1.500155616,0.751882781
1.502151997,0.753547049
1.50473781,0.755090877
1.507732382,0.75758728
1.51012658,0.75948906
1.512520779,0.76139084
1.514126637,0.763294304
1.515734318,0.765316944
1.516946006,0.767221249
1.519531819,0.768765078
1.521727109,0.770548102
1.524126778,0.772807413
1.526911499,0.774469998
1.529898777,0.776489692
1.531497341,0.777916448
1.534683527,0.780054899
1.536480999,0.781600411
1.538075916,0.782788813
1.540864284,0.784689752
1.542462848,0.786116508
1.545649034,0.788254959
1.548039585,0.789918385
1.550433784,0.791820165
1.553629088,0.7945545
1.554636396,0.795982519
1.556441163,0.798004738
1.55882442,0.799191457
1.560430278,0.801094921
1.563211352,0.802519152
1.565196792,0.803468359
1.566603741,0.805253066
1.569382992,0.80655812
1.572565531,0.808458217
1.57436118,0.809884553
1.575956096,0.811072955
1.577954301,0.8128564
1.580344852,0.814519826
1.58312775,0.816063234
1.584947106,0.819038869
1.586737284,0.820107673
1.590507431,0.821768154
1.59309142,0.823192806
1.595469207,0.824021994
1.598837889,0.825206609
1.603009501,0.827342956
1.60498947,0.827934632
1.606982204,0.829360546
1.610157449,0.830783936
1.613734158,0.832683191
1.616128356,0.834584971
1.619504333,0.836246293
1.621694152,0.837671787
1.624276318,0.838977262
1.626659575,0.840163981
1.629442473,0.841707389
1.63122718,0.842418663
1.633411529,0.843486626
1.636188956,0.844672503
1.638772945,0.846097155
1.640953647,0.846926764
1.644723794,0.848587245
1.64770013,0.849891878
1.65008521,0.851197774
1.652864461,0.852502828
1.655641889,0.853688705
1.65842114,0.854993759
1.661793469,0.856416728
1.665952316,0.857718836
1.668731567,0.859023891
1.670519921,0.859973518
1.674481683,0.861276048
1.677450725,0.862103973
1.681012845,0.863049814
1.68437241,0.863638544
1.687739269,0.864703982
1.69051305,0.865651506
1.693878085,0.866597767
1.698431102,0.867899033
1.701208529,0.869084911
1.704772474,0.870149928
1.708334594,0.871095768
1.711301812,0.871804517
1.714276325,0.872989973
1.718039178,0.874173747
1.721393272,0.874404946
1.724167052,0.87535247
1.727521146,0.87558367
1.731271234,0.875933205
1.73265083,0.875930259
1.73798854,0.876991489
1.741952126,0.878413195
1.744921167,0.879241121
1.749665799,0.880184436
1.752435932,0.880893606
1.757567439,0.881359372
1.761897841,0.880992583
1.766036629,0.880983746
1.771173607,0.881807043
1.773545922,0.8822787
1.777494919,0.882746991
1.781245007,0.883096526
1.782434812,0.883570709
1.787172149,0.884037317
1.791520787,0.884862297
1.793894926,0.885453131
1.796068333,0.885806033
1.799431545,0.886633117
1.804161588,0.886623017
1.807522976,0.887330925
1.811263946,0.887084575
1.815406381,0.887314092
1.817975782,0.887785329
1.823490518,0.887535192
1.82742675,0.887169245
1.832939662,0.886799931
1.836877718,0.886553161
1.841407028,0.886305128
1.84634145,0.886771315
1.852259475,0.887116221
1.857392806,0.887701164
1.86213379,0.888406126
1.863710471,0.888402759
1.86843869,0.888273483
1.869227031,0.888271799
1.873769106,0.888858005
1.877907894,0.888849168
1.882838669,0.889077001
1.886579639,0.888830651
1.889338831,0.88882476
1.892096199,0.888699691
1.894050638,0.887622891
1.896787947,0.886186877
1.897912103,0.882370692
1.899459607,0.880460495
1.900813673,0.878789073
1.901762628,0.876403432
1.902912314,0.874255723
1.904645962,0.871630044
1.906777427,0.869241877
1.90774097,0.867809651
1.913843314,0.867319898
1.915430937,0.868031592
1.918407273,0.869336226
1.921387256,0.870879213
1.926527881,0.871940863
1.932854664,0.873238343
1.938199668,0.87477628
1.942544659,0.875362906
1.946896944,0.87642624
1.950652502,0.877133306
1.955400781,0.878314975
1.960541406,0.879376625
1.965483122,0.88031952
1.969640146,0.881502452
1.971426677,0.882332902
1.975187706,0.883397499
1.97875165,0.884462516
1.98251268,0.885527112
1.986273709,0.886591708
1.990636935,0.888370103
1.994410729,0.890268938
1.997002013,0.892170297
2.000177258,0.893593687
2.004560543,0.896683028
2.006149989,0.897513899
2.008140899,0.898820637
2.011717608,0.900719892
2.013505963,0.90166952
2.018246947,0.902374481
2.022577349,0.902007692
2.026732549,0.903071447
2.029311067,0.904138568
2.03267975,0.905323183
2.037039329,0.906863224
2.037634231,0.907100316
2.041590522,0.908045314
2.04575484,0.909704953
2.047736632,0.910415806
2.051897303,0.911837092
2.055258691,0.912544999
2.059798943,0.913012028
2.065519882,0.913357354
2.071434259,0.913463907
2.075182524,0.913694265
2.082680876,0.914274158
2.086038617,0.914743712
2.088407286,0.914977015
2.091376328,0.915804941
2.094936625,0.916631605
2.099880165,0.917693676
2.101068146,0.918048682
2.104827352,0.918994101
2.108588381,0.920058697
2.111749037,0.920528672
2.116698048,0.921948274
2.118878749,0.922777883
2.123431766,0.92407915
2.126798626,0.925144588
2.129964752,0.925972093
2.133132703,0.926918775
2.136895556,0.928102548
2.141052579,0.929285479
2.143625627,0.92999507
2.148753487,0.930222482
2.150527253,0.930218695
2.154461661,0.929733571
2.157204441,0.928655087
2.16211151,0.927333621
2.165451015,0.926611406
2.168593436,0.925889611
2.172710341,0.924450652
2.175254212,0.923253412
2.179971489,0.922409074
2.183511727,0.921924792
2.186458886,0.921322595
2.190785641,0.920717453
2.193347748,0.920711982
2.196712783,0.921658243
2.198857013,0.920104315
2.201203799,0.918907496
2.2033535,0.917711098
2.204514128,0.916278451
2.20764196,0.914603241
2.212538087,0.912566713
2.215664096,0.910772327
2.221952584,0.909567092
2.224313958,0.909323688
2.234359828,0.908944696
2.236525941,0.90882089
2.2436283,0.909282448
2.251132123,0.910219872
2.257468024,0.912113235
2.261030144,0.913059076
2.265763834,0.91328733
2.269316837,0.913637285
2.272871664,0.914106418
2.276424666,0.914456374
2.282136488,0.914205816
2.287059969,0.913956942
2.290999847,0.913829349
2.298094912,0.913814199
2.303220948,0.913922435
2.310336072,0.915218231
2.313896369,0.916044894
2.318646471,0.91734574
2.324973254,0.918643219
2.32873246,0.919588639
2.333677824,0.920769887
2.338823919,0.922189068
2.342382393,0.922896555
2.348105156,0.923361058
2.352441028,0.9233518
2.356382731,0.923343384
2.358557961,0.923815462
2.365671261,0.924992082
2.366855596,0.925108734
2.370211513,0.92545911
2.372967058,0.925214865
2.373930601,0.923782638
2.375492693,0.922825857
2.377852244,0.922463276
2.380611435,0.922457385
2.386533107,0.923040644
2.38930324,0.923749814
2.393662819,0.925289855
2.398818033,0.927304921
2.401188525,0.927657402
2.406113829,0.927527704
2.411422362,0.926682104
2.414756397,0.925602358
2.420648892,0.924278788
2.423601521,0.924034122
2.428911878,0.923307698
2.433435718,0.922702135
2.43776612,0.922335346
2.441300887,0.921493533
2.446021812,0.920887549
2.449370436,0.920761218
2.452507386,0.919681893
2.456038506,0.918601726
2.458786756,0.917880774
2.462131732,0.917516089
2.465270506,0.916555941
2.467630057,0.91619336
2.470367366,0.914757346
2.471929458,0.913800565
2.475261669,0.912601642
2.478400443,0.911641494
2.480958902,0.911397669
2.483524656,0.911630552
2.48687875,0.911861752
2.489251066,0.91233341
2.493001154,0.912682945
2.495375293,0.913273779
2.500922853,0.915168826
2.503718516,0.917546472
2.507096317,0.919326972
2.509277018,0.920156581
2.51264023,0.920983665
2.517169541,0.920735632
2.520514517,0.920370948
2.52365329,0.919410799
2.525012827,0.918096908
2.526766534,0.916782175
2.529107849,0.915227826
2.531649896,0.913911409
2.533210165,0.912835451
2.536153677,0.9119949
2.538717607,0.912108606
2.542272434,0.912577739
2.542867336,0.91281483
2.547007947,0.91292517
2.549580995,0.913634761
2.550371159,0.913752254
2.554727091,0.915053942
2.558300153,0.916714843
2.55969069,0.917426959
2.562661556,0.918374061
2.566028415,0.919439499
2.568807666,0.920744554
2.570796752,0.921932114
2.573176362,0.922880479
2.57595379,0.924066357
2.578326105,0.924538014
2.582625507,0.922145219
2.585348227,0.91975579
2.587884804,0.918081842
2.589249811,0.917125482
2.591211544,0.916525389
2.592587493,0.91628409
2.595934293,0.916038582
2.59672081,0.915917722
2.599875995,0.916030165
2.602626069,0.915428389
2.602823154,0.915427969
