YY_OL_0,
0.869,0.683108028
0.872,0.682681342
0.875,0.68177431
0.878,0.680827895
0.881,0.680172399
0.884,0.679379666
0.887,0.678858219
0.89,0.67792607
0.893,0.677015623
0.896,0.676113286
0.899,0.675143076
0.902,0.674600877
0.905,0.672875802
0.908,0.672042266
0.911,0.671199193
0.914,0.669461404
0.917,0.668426394
0.92,0.666826537
0.923,0.665502365
0.926,0.663930439
0.929,0.662569132
0.932,0.661117135
0.935,0.65923966
0.938,0.657410148
0.941,0.655572082
0.944,0.653742835
0.947,0.651772844
0.95,0.649622831
0.953,0.647910868
0.956,0.645242335
0.959,0.643439605
0.962,0.641435064
0.965,0.639069754
0.968,0.637125978
0.971,0.635279397
0.974,0.632930837
0.977,0.630879046
0.98,0.628738293
0.983,0.626809808
0.986,0.624971628
0.989,0.62313779
0.992,0.621291029
0.995,0.6194753
0.998,0.617646429
1.001,0.616588419
1.004,0.614875024
1.007,0.613203482
1.01,0.61208194
1.013,0.611179137
1.016,0.610137269
1.019,0.60889405
1.022,0.608314317
1.025,0.607873856
1.028,0.607060069
1.031,0.607133126
1.034,0.607144913
1.037,0.606808098
1.04,0.606364974
1.043,0.606164427
1.046,0.605537518
1.049,0.605610476
1.052,0.605620287
1.055,0.605226853
1.058,0.605950239
1.061,0.606383279
1.064,0.606666794
1.067,0.607144762
1.07,0.608074129
1.073,0.609032518
1.076,0.609610045
1.079,0.61077818
1.082,0.612121841
1.085,0.613293994
1.088,0.614719209
1.091,0.61621865
1.094,0.617690512
1.097,0.619061348
1.1,0.620559982
1.103,0.622535795
1.106,0.623611566
1.109,0.625386343
1.112,0.627097261
1.115,0.628662087
1.118,0.630264018
1.121,0.631598233
1.124,0.633391723
1.127,0.634765704
1.13,0.635891853
1.133,0.637110271
1.136,0.638502726
1.139,0.639903772
1.142,0.641087965
1.145,0.642226226
1.148,0.643663501
1.151,0.64462706
1.154,0.645935516
1.157,0.646802435
1.16,0.647732868
1.163,0.648650681
1.166,0.649569506
1.169,0.650491732
1.172,0.651396646
1.175,0.652355161
1.178,0.652858523
1.181,0.653698868
1.184,0.654291875
1.187,0.65524798
1.19,0.656176631
1.193,0.656632592
1.196,0.657215654
1.199,0.658207218
1.202,0.658798312
1.205,0.659247429
1.208,0.660220448
1.211,0.660744513
1.214,0.661197146
1.217,0.662194025
1.22,0.662662164
1.223,0.663223658
1.226,0.664213284
1.229,0.664830442
1.232,0.66526268
1.235,0.666118863
1.238,0.66671331
1.241,0.667398705
1.244,0.668173368
1.247,0.669107618
1.25,0.669896364
1.253,0.67074467
1.256,0.671640808
1.259,0.672033338
1.262,0.672944661
1.265,0.673887806
1.268,0.674565551
1.271,0.675267296
1.274,0.67661845
1.277,0.677121594
1.28,0.678055001
1.283,0.679274849
1.286,0.680283638
1.289,0.681616772
1.292,0.682501283
1.295,0.683432298
1.298,0.684357501
1.301,0.685266868
1.304,0.686660264
1.307,0.687899686
1.31,0.688747809
1.313,0.690007351
1.316,0.691383559
1.319,0.692358891
1.322,0.693829106
1.325,0.694878165
1.328,0.696153778
1.331,0.697494485
1.334,0.698491692
1.337,0.69998072
1.34,0.700949009
1.343,0.702684424
1.346,0.704048691
1.349,0.7054133
1.352,0.707038588
1.355,0.708925903
1.358,0.710323156
1.361,0.711710945
1.364,0.713070446
1.367,0.714512266
1.37,0.715464145
1.373,0.717203849
1.376,0.718157212
1.379,0.71966421
1.382,0.720619415
1.385,0.722374689
1.388,0.723747299
1.391,0.724935919
1.394,0.726083643
1.397,0.727512844
1.4,0.728471425
1.403,0.729889796
1.406,0.731241387
1.409,0.732670596
1.412,0.73363326
1.415,0.735154957
1.418,0.736210246
1.421,0.737356697
1.424,0.738804613
1.427,0.73978776
1.43,0.741505877
1.433,0.742232604
1.436,0.743841308
1.439,0.744930771
1.442,0.745965173
1.445,0.747572288
1.448,0.748623527
1.451,0.75007249
1.454,0.751019549
1.457,0.752131183
1.46,0.753706805
1.463,0.754501105
1.466,0.75580434
1.469,0.757157599
1.472,0.758025747
1.475,0.759158864
1.478,0.760600078
1.481,0.761567486
1.484,0.762498956
1.487,0.763335719
1.49,0.764845953
1.493,0.766018194
1.496,0.766922095
1.499,0.767836989
1.502,0.768758096
1.505,0.769676868
1.508,0.770596131
1.511,0.77151534
1.514,0.772434494
1.517,0.773353949
1.52,0.774272397
1.523,0.775191223
1.526,0.77613275
1.529,0.776850966
1.532,0.777537583
1.535,0.778509235
1.538,0.779005028
1.541,0.779993905
1.544,0.780636945
1.547,0.781432711
1.55,0.781953585
1.553,0.782809542
1.556,0.783397303
1.559,0.78412737
1.562,0.784519947
1.565,0.785403233
1.568,0.785808068
1.571,0.786501516
1.574,0.787173866
1.577,0.787586415
1.58,0.788393631
1.583,0.788652503
1.586,0.789104152
1.589,0.789785963
1.592,0.789899686
1.595,0.790670122
1.598,0.790993884
1.601,0.791359729
1.604,0.792104628
1.607,0.792205989
1.61,0.793004426
1.613,0.792795944
1.616,0.793537229
1.619,0.793656218
1.622,0.794557187
1.625,0.794778085
1.628,0.795013172
1.631,0.795488337
1.634,0.795923833
1.637,0.796115633
1.64,0.796773554
1.643,0.796591814
1.646,0.797407764
1.649,0.797389697
1.652,0.797718134
1.655,0.798244071
1.658,0.798196312
1.661,0.798207524
1.664,0.799021455
1.667,0.798894407
1.67,0.799180771
1.673,0.799676522
1.676,0.799674074
1.679,0.799940025
1.682,0.800520029
1.685,0.800450409
1.688,0.800452181
1.691,0.80093057
1.694,0.801244295
1.697,0.801172987
1.7,0.801521118
1.703,0.801975435
1.706,0.80196053
1.709,0.801937224
1.712,0.80221436
1.715,0.802708997
1.718,0.802712995
1.721,0.802720649
1.724,0.802719069
1.727,0.802716359
1.73,0.802716154
1.733,0.802806389
1.736,0.803098979
1.739,0.803359662
1.742,0.803481465
1.745,0.803475665
1.748,0.803473135
1.751,0.803473673
1.754,0.803475213
1.757,0.803473528
1.76,0.803441022
1.763,0.803783471
1.766,0.804287613
1.769,0.804223271
1.772,0.80422847
1.775,0.804229832
1.778,0.804226977
1.781,0.804236573
1.784,0.804220168
1.787,0.804683303
1.79,0.805013986
1.793,0.80497849
1.796,0.804983415
1.799,0.804982866
1.802,0.80504471
1.805,0.805572015
1.808,0.805766266
1.811,0.805723481
1.814,0.806173521
1.817,0.806504384
1.82,0.80665904
1.823,0.807194438
1.826,0.807250822
1.829,0.807260156
1.832,0.807182528
1.835,0.807746988
1.838,0.808028289
1.841,0.808008658
1.844,0.807978557
1.847,0.808206264
1.85,0.808367286
1.853,0.808742622
1.856,0.808748882
1.859,0.808795895
1.862,0.808520071
1.865,0.80839957
1.868,0.807999192
1.871,0.808015427
1.874,0.808002455
1.877,0.80800413
1.88,0.808008111
1.883,0.808021434
1.886,0.807779158
1.889,0.807178486
1.892,0.807260183
1.895,0.807249738
1.898,0.807250718
1.901,0.807240993
1.904,0.807291361
1.907,0.806915631
1.91,0.806871477
1.913,0.806963191
1.916,0.807291367
1.919,0.807233256
1.922,0.807264495
1.925,0.806845211
1.928,0.806883728
1.931,0.806867042
1.934,0.806881311
1.937,0.806876943
1.94,0.807286339
1.943,0.807234164
1.946,0.807273469
1.949,0.807178745
1.952,0.807308807
1.955,0.808081235
1.958,0.808006542
1.961,0.807936816
1.964,0.808745951
1.967,0.808713013
1.97,0.809062874
1.973,0.809569287
1.976,0.809524585
1.979,0.809546829
1.982,0.8103319
1.985,0.810392774
1.988,0.810976933
1.991,0.81099832
1.994,0.811827809
1.997,0.811852678
2,0.812444538
2.003,0.812476605
2.006,0.813296176
2.009,0.813423786
2.012,0.814104399
2.015,0.814260475
2.018,0.814760664
2.021,0.815217601
2.024,0.815675674
2.027,0.816140139
2.03,0.816582456
2.033,0.817065355
2.036,0.817182078
2.039,0.817842918
2.042,0.818282781
2.045,0.818621801
2.048,0.818609729
2.051,0.819364198
2.054,0.819674579
2.057,0.820160489
2.06,0.820053444
2.063,0.820899714
2.066,0.820765354
2.069,0.82128571
2.072,0.821649947
2.075,0.821603087
2.078,0.822409983
2.081,0.822455849
2.084,0.823045306
2.087,0.823065542
2.09,0.823890992
2.093,0.824035738
2.096,0.824865102
2.099,0.825284163
2.102,0.825727483
2.105,0.826542744
2.108,0.826704135
2.111,0.827836248
2.114,0.827960459
2.117,0.828767943
2.12,0.829072126
2.123,0.830220026
2.126,0.829389243
2.129,0.829115122
2.132,0.828803601
2.135,0.82845834
2.138,0.828083
2.141,0.827681241
2.144,0.827256725
2.147,0.826813112
2.15,0.826354062
2.153,0.825883237
2.156,0.825404296
2.159,0.824920901
2.162,0.824436712
2.165,0.82395539
2.168,0.823480595
2.171,0.823015989
2.174,0.822565231
2.177,0.822131983
2.18,0.821719904
2.183,0.821332657
2.186,0.820973901
2.189,0.820647296
2.192,0.819675509
2.195,0.819181677
2.198,0.819676749
2.201,0.819678332
2.204,0.819752346
2.207,0.819490878
2.21,0.819316014
2.213,0.819333249
2.216,0.819333778
2.219,0.819333485
2.222,0.819331113
2.225,0.819338117
2.228,0.819349807
2.231,0.819851811
2.234,0.8201157
2.237,0.820083789
2.24,0.820088994
2.243,0.820095586
2.246,0.820025774
2.249,0.820558197
2.252,0.820870189
2.255,0.820842955
2.258,0.820904766
2.261,0.821437416
2.264,0.821615287
2.267,0.821601186
2.27,0.821624432
2.273,0.822136671
2.276,0.822373811
2.279,0.822369274
2.282,0.822350235
2.285,0.823174073
2.288,0.823105445
2.291,0.82303384
2.294,0.823778859
2.297,0.823844278
2.3,0.824073843
2.303,0.824665345
2.306,0.824856148
2.309,0.82536728
2.312,0.825403868
2.315,0.825948864
2.318,0.82606637
2.321,0.826785413
2.324,0.826897193
2.327,0.827729726
2.33,0.827546642
2.333,0.828177097
2.336,0.828420366
2.339,0.828464703
2.342,0.829244614
2.345,0.82905234
2.348,0.82976235
2.351,0.829907357
2.354,0.829878383
2.357,0.830211423
2.36,0.83072207
2.363,0.830651511
2.366,0.830650381
2.369,0.830856418
2.372,0.831491656
2.375,0.83140451
2.378,0.831417014
2.381,0.831415841
2.384,0.831425127
2.387,0.831373047
2.39,0.831743913
2.393,0.831799163
2.396,0.83221057
2.399,0.83216038
2.402,0.832173721
2.405,0.832171538
2.408,0.832171665
2.411,0.832171713
2.414,0.832171693
2.417,0.832171698
2.42,0.832171697
2.423,0.832171697
2.426,0.832171697
2.429,0.832171697
2.432,0.832171697
2.435,0.832171697
2.438,0.832171706
2.441,0.832171641
2.444,0.83217191
2.447,0.832171414
2.45,0.832168317
2.453,0.83220392
2.456,0.831933309
2.459,0.831810882
2.462,0.831411192
2.465,0.83142682
2.468,0.83141331
2.471,0.831417615
2.474,0.831415299
2.477,0.83141059
2.48,0.831502847
2.483,0.832031663
2.486,0.83220521
2.489,0.832160355
2.492,0.832992421
2.495,0.832889809
