AF_OL_100_0,
W,R
0.2545509,0.060404797
0.257310773,0.060468477
0.260310186,0.060634872
0.263065254,0.06073956
0.265556755,0.060946569
0.268055464,0.061092067
0.27029301,0.061319382
0.271780702,0.061505099
0.272520944,0.061628713
0.273016842,0.061690618
0.275005237,0.061897233
0.276236571,0.06212376
0.277978219,0.06228917
0.278699239,0.062576814
0.280436081,0.062783232
0.281166712,0.06298886
0.281909357,0.063091971
0.282889138,0.063318301
0.28362938,0.063441914
0.285608164,0.063730544
0.28708144,0.064039283
0.287804862,0.064306423
0.289031391,0.064573958
0.289498455,0.064881908
0.289716369,0.065169158
0.290161808,0.065661642
0.290195447,0.06537459
0.290379722,0.065948892
0.290863605,0.066113316
0.291086325,0.066359558
0.291800136,0.066708714
0.292025258,0.066934452
0.293733267,0.067386915
0.294957393,0.067674953
0.298474328,0.06771872
0.300961023,0.067966737
0.302199566,0.068131753
0.303943617,0.068276659
0.305431309,0.068462376
0.306418298,0.068627194
0.307898782,0.068874422
0.309388877,0.069039635
0.310114703,0.069286271
0.311599992,0.069492492
0.312325818,0.069739128
0.313054046,0.069965261
0.313791885,0.070109379
0.314007396,0.070417132
0.314728416,0.070704776
0.3157106,0.070910602
0.315930916,0.071177348
0.316129608,0.071628628
0.316163247,0.071341575
0.316611089,0.071813556
0.317094972,0.07197798
0.317545217,0.072429457
0.31757405,0.072183412
0.318021892,0.072655392
0.318752523,0.072861021
0.319483154,0.07306665
0.319938204,0.073477119
0.319967037,0.073231074
0.320412476,0.073723559
0.32089636,0.073887983
0.321119079,0.074134225
0.321341799,0.074380467
0.321545296,0.074790739
0.321825682,0.074544891
0.322280733,0.074955361
0.322508258,0.075160595
0.322992141,0.07532502
0.323200444,0.075694284
0.323219666,0.075530254
0.323226875,0.075468743
0.323420761,0.07596103
0.323655494,0.076104754
0.324129766,0.076351193
0.324606442,0.076577128
0.325097534,0.076680041
0.32558382,0.076823962
0.32581615,0.076988189
0.326026856,0.07733695
0.326046078,0.07717292
0.326505934,0.077542382
0.326714237,0.077911646
0.32674307,0.077665601
0.326941762,0.078116881
0.327174093,0.078281108
0.327355965,0.078875914
