TJ_OL_1,
0.830023171,0.392290059
0.836270939,0.392743379
0.842566865,0.393652146
0.847174955,0.394106046
0.850647839,0.394560332
0.857052003,0.3954691
0.861152145,0.395923193
0.867043042,0.396376706
0.871786165,0.397286053
0.876554058,0.397739953
0.881347437,0.397966129
0.886168216,0.398647753
0.892230241,0.399101266
0.897721632,0.399554972
0.90324682,0.400008679
0.906330375,0.400007711
0.911907324,0.40000597
0.917519205,0.400231953
0.921279839,0.400458515
0.926315934,0.40000152
0.930746811,0.400227889
0.935835285,0.399998618
0.941592525,0.399541429
0.946739658,0.399084433
0.951265677,0.398399907
0.957770446,0.397942525
0.961693478,0.397258193
0.964975914,0.397029501
0.97025087,0.396572506
0.974225675,0.396115897
0.977548263,0.394976311
0.981460448,0.394658893
0.984717328,0.394499811
0.987047397,0.393392149
0.988918,0.393391611
0.992668461,0.392916112
0.995489827,0.392282739
0.998792797,0.391965516
1.003054914,0.39133174
1.005907674,0.391330934
1.010201093,0.391013442
1.013552874,0.390696218
1.01595354,0.390379263
1.017396289,0.390062577
1.019807008,0.390061905
1.022223439,0.390061233
1.026586975,0.389901883
1.029506182,0.389742935
1.031457251,0.389742397
1.03585972,0.389424905
1.039790628,0.389740113
1.043736453,0.390055322
1.049186057,0.390370127
1.052171977,0.391001887
1.055665473,0.391475371
1.059674007,0.392581287
1.062689775,0.393213047
1.06621869,0.393844673
1.069759821,0.39463444
1.073312713,0.395424207
1.076876903,0.396055833
1.078409182,0.396687996
1.081479416,0.397679968
1.083615866,0.39811869
1.084687076,0.398777333
1.087187523,0.399325783
1.090053041,0.4002036
1.09184747,0.400642416
1.094365485,0.401520327
1.096527746,0.40206887
1.098332834,0.402507685
1.101589413,0.403275589
1.103404261,0.404153687
1.105221026,0.404702323
1.106312521,0.405031505
1.108863178,0.405689775
1.111420075,0.406457865
1.113250398,0.407116322
1.11618461,0.40799414
1.118389982,0.408542683
1.118392513,0.409311426
1.120969934,0.409640235
1.12355511,0.410518146
1.125775409,0.411176509
1.127258774,0.411835059
1.129859184,0.412932611
1.132464129,0.413590881
1.135075079,0.414249151
1.137317775,0.414797694
1.140689945,0.415565598
1.142944104,0.416223961
1.144074333,0.416992425
1.145957692,0.417431241
1.1497326,0.41797941
1.152762969,0.418857228
1.155041359,0.419625412
1.157325002,0.420613237
1.160374631,0.421271413
1.161521722,0.421930057
1.16190584,0.422588887
1.163818553,0.423027702
1.166885293,0.423685879
1.16957636,0.42456379
1.172658273,0.425221967
1.174587926,0.425441141
1.176908311,0.425879863
1.179234043,0.426538227
1.180787083,0.426977136
1.183898537,0.427635312
1.18701819,0.428293489
1.189754917,0.428951759
1.192890002,0.429609936
1.19485372,0.430048751
1.198397261,0.431036296
1.20155473,0.431584653
1.203533101,0.432133289
1.205513561,0.432352463
1.207895429,0.432901006
1.210281222,0.433229908
1.213869337,0.433887991
1.217067572,0.434436347
1.219474241,0.435533993
1.222286192,0.436302083
1.225103043,0.436630892
1.227120584,0.437289348
1.229544747,0.437728071
1.233595,0.43827624
1.236438712,0.43882469
1.23928898,0.439373139
1.241737583,0.439921682
1.245418957,0.440579766
1.247468745,0.440908761
1.250756314,0.441676758
1.252816101,0.442335214
1.254466048,0.442774123
1.255704528,0.442993484
1.259012988,0.443541841
1.260256365,0.443871022
1.263161129,0.444309651
1.265241345,0.444968108
1.268575342,0.445626285
1.271499692,0.446174734
1.274851004,0.447052552
1.277370284,0.447710915
1.279473073,0.448149731
1.282422544,0.44869818
1.284534481,0.449356637
1.285803894,0.44990546
1.287498118,0.45056401
1.290042808,0.451332193
1.292166457,0.451771009
1.295571822,0.452539006
1.297704155,0.452868001
1.299841257,0.453526458
1.301553136,0.453965367
1.303267691,0.454514096
1.305843548,0.45528228
1.307994055,0.455940737
1.31057883,0.4565991
1.314032294,0.457257277
1.315763288,0.457806006
1.31836299,0.458354549
1.319665833,0.458903372
1.323578669,0.459671276
1.32619467,0.46043946
1.327943403,0.461427471
1.329693152,0.462086021
1.331444346,0.46252493
1.333198708,0.46318348
1.335833291,0.463841843
1.338912686,0.464390293
1.342000047,0.465158383
1.343325815,0.465597385
1.345537613,0.466146022
1.347753054,0.466694658
1.349528905,0.467353208
1.351306222,0.467792116
1.352196633,0.468231212
1.354423914,0.468999489
1.357100879,0.469767673
1.359781816,0.470206395
1.361573517,0.470864945
1.363815361,0.471413581
1.36516268,0.471852583
1.366062663,0.472401499
1.368761304,0.472840222
1.37056395,0.473279131
1.371467494,0.473828047
1.372822816,0.474376869
1.375082737,0.474815685
1.376894154,0.475364414
1.378707065,0.475693503
1.382339158,0.476132038
1.383705671,0.476790682
1.386440511,0.477558866
1.389179858,0.478107408
1.391468505,0.478985506
1.395135119,0.479643683
1.397433578,0.48052178
1.400195098,0.481180144
1.403884252,0.4817285
1.40712234,0.482716232
1.408976874,0.483484602
1.41083294,0.484033331
1.413620939,0.484691695
1.415949395,0.485459972
1.418281227,0.486118429
1.420617819,0.486996526
1.42248968,0.487655076
1.425300253,0.488203619
1.426708313,0.488642621
1.428117764,0.489081623
1.429998582,0.489520532
1.433765798,0.489959068
1.435655912,0.490837259
1.438964955,0.491275888
1.440861922,0.492154079
1.443235248,0.492922356
1.446086343,0.493361078
1.449419896,0.493909528
1.450852253,0.49445835
1.453241095,0.495006987
1.456591612,0.495665257
1.458511345,0.496433627
1.463317258,0.497311258
1.466209921,0.498189263
1.468140431,0.498518351
1.470073959,0.49895726
1.472493973,0.499396075
1.473464238,0.499835171
1.475891265,0.500603448
1.479293525,0.501151898
1.482703628,0.501700347
1.484658735,0.502688359
1.488570912,0.503346535
1.491511566,0.503785258
1.493968804,0.504663355
1.496921574,0.505431539
1.499386755,0.506089996
1.501361919,0.506638725
1.504328815,0.507297089
1.506806194,0.507955545
1.50978336,0.508504088
1.512269233,0.509052724
1.515257194,0.509601267
1.517753551,0.510479365
1.520251564,0.51080836
1.522755165,0.511466816
1.525262396,0.512015452
1.528777973,0.512454081
1.53280591,0.513002438
1.535330186,0.513660894
1.538869964,0.514319164
1.541909984,0.514757886
1.544448753,0.515306523
1.546484278,0.516074893
1.550557363,0.516293788
1.55566557,0.516951778
1.559764349,0.517500134
1.56387494,0.518268131
1.567995856,0.518926308
1.571093922,0.519474851
1.574716664,0.520242941
1.578866149,0.520901118
1.582505277,0.521339747
1.58458891,0.521668835
1.588764922,0.522436833
1.592949365,0.522655727
1.598197746,0.523423538
1.601881949,0.523971987
1.607687613,0.524629884
1.610864103,0.525178427
1.615640869,0.526056151
1.618833073,0.526604694
1.62096611,0.527263244
1.626839362,0.527591679
1.63219729,0.527920208
1.638651374,0.528578011
1.642429364,0.529236281
1.648381983,0.529894178
1.653812466,0.530552168
1.658171446,0.531429986
1.664728238,0.53208779
1.667467611,0.532306964
1.672411145,0.532965047
1.676816977,0.533403583
1.681787686,0.533951846
1.685110038,0.534390568
1.690104783,0.534829011
1.692331183,0.53537774
1.700140382,0.536035357
1.704619816,0.536583713
1.710797277,0.537131789
1.715869825,0.537899693
1.722655327,0.538667317
1.726628108,0.539545228
1.73117733,0.540093585
1.737452158,0.540861302
1.743748039,0.541299558
1.751217632,0.541737627
1.756408891,0.54228589
1.762194692,0.542834059
1.767418491,0.543382322
1.774991202,0.544149853
1.780838791,0.544807843
1.786117281,0.545246285
1.792590665,0.545904182
1.79849507,0.546342531
1.803232477,0.546671246
1.808577343,0.547109689
1.815132715,0.547877406
1.821710081,0.548315662
1.826509229,0.548754197
1.832524762,0.549082726
1.837352995,0.549631082
1.842799592,0.550179345
1.848263529,0.550947249
1.853743068,0.551605332
1.856793473,0.551824507
1.861685647,0.552372863
1.867819448,0.553140674
1.872740068,0.553579209
1.880144098,0.554017372
1.883858301,0.554456094
1.890685314,0.55500417
1.898160905,0.555552153
1.902535976,0.555990782
1.908803752,0.556648772
1.913202116,0.55686776
1.92013609,0.557525657
1.923296368,0.557854652
1.92899711,0.558293095
1.93726087,0.558840984
1.940449961,0.5592798
1.946202176,0.559828063
1.950687976,0.560266692
1.957112487,0.56059522
1.961623435,0.561033849
1.967438416,0.561582112
1.972622111,0.562130468
1.978468416,0.56245909
1.983681173,0.563007446
1.988908308,0.563665623
1.995459986,0.564213793
2.001375918,0.564871876
2.00730809,0.565310318
2.011936035,0.565968588
2.015911896,0.566626952
2.021889115,0.567394856
2.027220207,0.568602135
2.031895375,0.569480046
2.035911995,0.57035805
2.039265462,0.571126328
2.043294007,0.57156505
2.050028153,0.572662322
2.054078624,0.573210865
2.058815732,0.574088776
2.063562431,0.574747046
2.067642318,0.575734871
2.074453355,0.576283041
2.079235434,0.57683149
2.084030559,0.577709401
2.088834716,0.578257851
2.092961862,0.578806393
2.097785929,0.579245022
2.101930081,0.579683745
2.104698984,0.580232474
2.108164391,0.58078111
2.110247056,0.581220112
2.113721598,0.581768748
2.11650535,0.582207657
2.119990196,0.582756293
2.124178899,0.583304836
2.129775566,0.583853192
2.132580461,0.584292101
2.133985673,0.584731197
2.140310907,0.585169639
2.142424637,0.585498821
2.148069376,0.586047177
2.153725506,0.586046431
2.155139773,0.585716782
2.157973188,0.585386948
2.166500706,0.585166187
2.172916695,0.584726065
2.179354503,0.584725225
2.185092304,0.584614658
2.189401849,0.583955175
2.195166102,0.583844608
2.202392942,0.583733855
2.207466382,0.583733202
2.21546327,0.583841996
2.223491284,0.584280252
2.230081096,0.584608873
2.238162804,0.58515695
2.244796824,0.585595392
2.25441419,0.586253102
2.261097842,0.586911186
2.265565347,0.587459728
2.271537469,0.588447367
2.274529799,0.588996096
2.280524076,0.589764093
2.285781934,0.590422363
2.292556358,0.590750985
2.29708602,0.591299528
2.306170718,0.592176973
2.312246139,0.592615508
2.319102745,0.593493233
2.325212234,0.593931768
2.332107289,0.594809493
2.336716607,0.595577677
2.340564033,0.596126313
2.347503094,0.596784396
2.350594734,0.597223305
2.356790234,0.598101123
2.36144681,0.598649666
2.366889708,0.599088295
2.370788348,0.599856572
2.376252009,0.60018538
2.382513594,0.600843557
2.385653657,0.601611927
2.39115235,0.602050556
2.393513031,0.602269918
2.39903139,0.602928188
2.403770649,0.60336691
2.410103969,0.603915266
2.418041547,0.604243795
2.422819144,0.604792337
2.429201865,0.605230873
2.433999939,0.605559775
2.438006754,0.60599859
2.445233912,0.606546853
2.451673305,0.606655927
2.459749381,0.607204097
2.467851262,0.607642446
2.474353418,0.608190802
2.480055752,0.608519611
2.48740595,0.608848232
2.493957207,0.609067127
2.500528145,0.609615483
2.508763531,0.609944012
2.516197997,0.610162813
2.523654495,0.610381614
2.532800918,0.611039511
2.536968737,0.611258686
2.543651354,0.611587401
