KC-OPX-lm_10,
W,R
0.50012,0.15985
0.50031,0.15321
0.5005,0.15095
0.5007,0.15506
0.50089,0.15822
0.50108,0.15747
0.50128,0.15423
0.50147,0.14903
0.50166,0.14304
0.50186,0.14066
0.50205,0.14883
0.50225,0.1582
0.50244,0.15294
0.50264,0.14717
0.50283,0.15451
0.50303,0.15972
0.50322,0.15545
0.50342,0.15405
0.50361,0.15371
0.50381,0.1453
0.50401,0.14008
0.5042,0.1422
0.5044,0.14396
0.50459,0.14586
0.50479,0.14807
0.50499,0.15097
0.50518,0.1551
0.50538,0.15587
0.50558,0.15323
0.50577,0.15517
0.50597,0.15806
0.50617,0.15363
0.50637,0.15325
0.50657,0.1585
0.50676,0.15638
0.50696,0.14912
0.50716,0.1464
0.50736,0.1474
0.50756,0.1487
0.50776,0.15297
0.50795,0.15614
0.50815,0.15375
0.50835,0.1499
0.50855,0.14949
0.50875,0.15296
0.50895,0.1519
0.50915,0.14814
0.50935,0.14833
0.50955,0.15123
0.50975,0.15466
0.50995,0.15559
0.51015,0.15382
0.51035,0.14878
0.51056,0.14474
0.51076,0.1469
0.51096,0.14898
0.51116,0.15184
0.51136,0.16025
0.51156,0.16547
0.51177,0.16094
0.51197,0.15509
0.51217,0.15552
0.51237,0.1581
0.51257,0.1602
0.51278,0.15871
0.51298,0.15108
0.51318,0.14993
0.51339,0.15447
0.51359,0.1519
0.51379,0.14503
0.514,0.14321
0.5142,0.15096
0.51441,0.15946
0.51461,0.16024
0.51481,0.15977
0.51502,0.16051
0.51522,0.15811
0.51543,0.15842
0.51563,0.16454
0.51584,0.16062
0.51604,0.14938
0.51625,0.1512
0.51645,0.15811
0.51666,0.15721
0.51687,0.15477
0.51707,0.15405
0.51728,0.15336
0.51749,0.15568
0.51769,0.15674
0.5179,0.15255
0.51811,0.1549
0.51831,0.15921
0.51852,0.1549
0.51873,0.15374
0.51894,0.15398
0.51914,0.15263
0.51935,0.15477
0.51956,0.15318
0.51977,0.15386
0.51998,0.16029
0.52018,0.16033
0.52039,0.15856
0.5206,0.16137
0.52081,0.1642
0.52102,0.16209
0.52123,0.15777
0.52144,0.158
0.52165,0.16029
0.52186,0.15961
0.52207,0.16029
0.52228,0.16391
0.52249,0.16416
0.5227,0.1607
0.52291,0.15929
0.52312,0.1612
0.52333,0.1618
0.52355,0.16439
0.52376,0.16898
0.52397,0.16967
0.52418,0.1665
0.52439,0.16082
0.52461,0.16011
0.52482,0.15981
0.52503,0.15809
0.52524,0.16237
0.52546,0.16245
0.52567,0.15861
0.52588,0.16097
0.5261,0.16503
0.52631,0.16404
0.52652,0.16296
0.52674,0.16539
0.52695,0.16202
0.52717,0.16071
0.52738,0.16724
0.5276,0.16825
0.52781,0.16439
0.52802,0.16337
0.52824,0.1672
0.52846,0.1671
0.52867,0.16352
0.52889,0.16584
0.5291,0.16804
0.52932,0.16534
0.52953,0.16609
0.52975,0.17182
0.52997,0.17262
0.53018,0.17057
